,Concept_ID,la,ru
848,abfahren::V,proficisci,отправиться
849,anhalten::V,consistere,остановиться
850,hineingehen::V,inire,входить
851,hineingehen::V,ingredi,входить
852,eintreten::V,intrare,войти
853,kommen::V,venire,прийти
854,ankommen::V,advenire,прибыть
855,zurückkommen::V,revenire,возвратиться
856,bleiben::V,manere,остаться
857,warten::V,opperiri,ждать
858,erwarten::V,opperiri,ожидать
859,erwarten::V,expectare,ожидать
860,suchen::V,quaerere,искать
861,finden::V,reperire,найти
862,versuchen::V,conari,пытаться
863,versuchen::V,temptare,пытаться
864,vorbereiten::V,parare,подготовить
865,lieben::V,amare,любить
866,mögen::V,amare,любить
867,lachen::V,ridere,смеяться
868,rühren::V,commovere,растрогать
869,weinen::V,flere,плакать
870,schimpfen::V,increpare,ругаться
871,sich ärgern::V,indignari,сердиться
872,sich fürchten::V,vereri,бояться
873,fürchten::V,timere,бояться
874,fliehen::V,fugere,убегать
875,flüchten::V,effugere,убежать
876,sehen::V,videre,видеть
877,anschauen::V,aspectare,посмотреть
878,ansehen::V,spectare,смотреть
879,hören::V,audire,слышать
880,zuhören::V,auscultare,слушать
881,probieren::V,gustare,пробовать
882,riechen::V,olfacere,нюхать
883,fühlen::V,sentire,чувствовать
884,scheinen::V,videri,казаться
885,zu sehen sein::V,conspici,виднеться
886,vernehmen::V,comperire,услышать
887,frieren::V,algere,мерзнуть
888,tun::V,facere,делать
889,können::V,posse,мочь
890,können::V,posse,уметь
891,wollen::V,velle,хотеть
892,anfangen::V,incipere,начать
893,beenden::V,finire,закончить
894,aufhören::V,desistere,перестать
895,gelingen::V,contingere,удаться
896,geraten::V,evenire,оказаться
897,öffnen::V,aperire,открыть
898,schließen::V,claudere,закрыть
899,stellen::V,sistere,поставить
900,setzen::V,ponere,посадить
901,legen::V,ponere,класть
902,berühren::V,tangere,трогать
903,verbinden::V,iungere,связать
904,bedecken::V,tegere,покрыть
905,bedecken::V,operire,покрыть
906,aufhängen::V,suspendere,повесить
907,anzünden::V,accendere,зажечь
908,anzünden::V,inflammare,зажечь
909,aufheben::V,tollere,поднять
910,zurücklassen::V,relinquere,оставить
911,verlieren::V,perdere,потерять
912,verlieren::V,amittere,потерять
913,fallen lassen::V,dimittere,уронить
914,machen::V,facere,сделать
915,herstellen::V,fabricare,изготовить
916,bauen::V,construere,строить
917,reparieren::V,reparare,чинить
918,verbessern::V,emendare,улучшить
919,ändern::V,mutare,изменить
920,graben::V,fodere,копать
921,beugen::V,flectere,согнуть
922,biegen::V,curvare,погнуть
923,drehen::V,torquere,вертеть
924,wenden::V,vertere,повернуть
925,umdrehen::V,convertere,перевернуть
926,heben::V,tollere,поднимать
927,hochheben::V,levare,поднять
928,ergreifen::V,capessere,схватить
929,halten::V,tenere,держать
930,drücken::V,premere,нажимать
931,schieben::V,promovere,толкать
932,kratzen::V,radere,скрести
933,lecken::V,lambere,лизать
934,beißen::V,mordere,кусать
935,abreißen::V,avellere,оторвать
936,abschneiden::V,desecare,отрезать
937,binden::V,ligare,вязать
938,stecken::V,inserere,воткнуть
939,brechen::V,rumpere,сломать
940,klopfen::V,pultare,стучать
941,hauen::V,ferire,бить
942,kleben::V,agglutinare,клеить
943,reiben::V,terere,тереть
944,streichen::V,oblinere,намазать
945,schleifen::V,acuere,точить
946,schneiden::V,secare,резать
947,rütteln::V,quassare,шатать
948,schütteln::V,quatere,трясти
949,schwenken::V,ventilare,махать
950,schütten::V,fundere,налить
951,füllen::V,complere,наполнить
952,einwickeln::V,involvere,завернуть
953,tragen::V,ferre,нести
954,tragen::V,portare,нести
955,schleppen::V,pertrahere,тащить
956,ziehen::V,trahere,тянуть
957,aufbewahren::V,asservare,хранить
958,werfen::V,iacere,бросать
959,fangen::V,capere,ловить
960,packen::V,capessere,схватить
961,verstecken::V,abdere,спрятать
962,teilen::V,partiri,разделить
963,teilen::V,dividere,разделить
964,schicken::V,mittere,посылать
965,bringen::V,apportare,принести
966,hinzufügen::V,addere,добавить
967,bekommen::V,adipisci,достать
968,erhalten::V,accipere,получить
969,nehmen::V,sumere,взять
970,wählen::V,eligere,выбрать
971,auswählen::V,deligere,отобрать
972,bewahren::V,conservare,сохранить
973,behindern::V,impedire,препятствовать
974,verderben::V,corrumpere,испортить
975,beschädigen::V,laedere,повредить
976,zerbrechen::V,rumpere,разбить
977,zerbrechen::V,frangere,разбить
978,zerreißen::V,discindere,разорвать
979,zerstören::V,delere,разрушить
980,verbrennen::V,urere,сжечь
981,verbrennen::V,cremare,сжечь
982,geben::V,dare,дать
983,reichen::V,praebere,передать
984,schenken::V,donare,дарить
985,schenken::V,largiri,дарить
986,versprechen::V,polliceri,обещать
987,versprechen::V,promittere,обещать
988,loben::V,laudare,хвалить
989,küssen::V,osculari,целовать
990,zudecken::V,tegere,накрыть
991,wecken::V,excitare,разбудить
992,zeigen::V,monstrare,показать
993,führen::V,ducere,вести
994,lehren::V,docere,учить
995,unterrichten::V,instituere,преподавать
996,aufziehen::V,nutrire,воспитать
997,leiten::V,ducere,руководить
998,antreiben::V,incitare,подгонять
999,lassen::V,iubere,заставить
1000,einladen::V,invitare,пригласить
1001,vereinigen::V,coniungere,объединить
1002,besuchen::V,visere,посетить
1003,treffen::V,convenire,встретить
1004,sich versammeln::V,convenire,собраться
1005,spielen::V,ludere,играть
1006,singen::V,cantare,петь
1007,tanzen::V,saltare,плясать
1008,tanzen::V,saltare,танцевать
1009,sich trennen::V,digredi,расстаться
1010,sich trennen::V,discedere,расстаться
1011,verlassen::V,deserere,покинуть
1012,verlassen::V,relinquere,покинуть
1013,retten::V,servare,спасти
1014,bewachen::V,custodire,охранять
1015,schützen::V,tueri,уберегать
1016,schützen::V,tutari,уберегать
1017,verteidigen::V,defendere,защитить
1018,sich schlagen::V,luctari,драться
1019,schießen::V,iaculari,стрелять
1020,siegen::V,vincere,победить
1021,ärgern::V,irritare,сердить
1022,schlagen::V,ferire,ударить
1023,treten::V,calcare,пинать
1024,stechen::V,pungere,уколоть
1025,stoßen::V,tundere,толкнуть
1026,stehlen::V,furari,украсть
1027,stören::V,turbare,помешать
1028,belästigen::V,obtundere,надоедать
1029,verbergen::V,celare,скрыть
1030,verbergen::V,occultare,скрыть
1031,täuschen::V,fallere,обмануть
1032,betrügen::V,fraudare,смошенничать
1033,töten::V,necare,убить
1034,töten::V,caedere,убить
1035,wohnen::V,habitare,проживать
1036,arbeiten::V,laborare,работать
1037,sammeln::V,colligere,собрать
1038,pflücken::V,carpere,рвать
1039,pflücken::V,carpere,срывать
1040,jagen::V,venari,охотиться
1041,fischen::V,piscari,рыбачить
1042,fassen::V,capere,поймать
1043,hüten::V,custodire,пасти
1044,treiben::V,agere,гнать
1045,anbinden::V,alligare,привязать
1046,füttern::V,nutrire,кормить
1047,melken::V,mulgere,доить
1048,hacken::V,findere,рубить
1049,gießen::V,rigare,полить
1050,reifen::V,maturescere,созреть
1051,zubereiten::V,apparare,приготовить
1052,kochen::V,coquere,варить
1053,backen::V,coquere,печь
1054,braten::V,torrere,жарить
1055,umrühren::V,commovere,перемешать
1056,stricken::V,texere,вязать
1057,nähen::V,suere,шить
1058,färben::V,tingere,покрасить
1059,reinigen::V,purgare,очистить
1060,waschen::V,lavare,стирать
1061,abwischen::V,abstergere,вытереть
1062,spülen::V,perluere,полоскать
1063,fegen::V,verrere,подметать
1064,kehren::V,purgare,мести
1065,baden::V,lavari,купаться
1066,sich waschen::V,lavari,мыться
1067,ausziehen::V,exuere,снять
1068,anziehen::V,induere,надеть
1069,sich anziehen::V,vestiri,одеться
1070,kämmen::V,pectere,причесать
1071,schmücken::V,ornare,украсить
1072,schmücken::V,decorare,украсить
1073,sagen::V,dicere,сказать
1074,sprechen::V,fari,говорить
1075,reden::V,loqui,разговаривать
1076,sich unterhalten::V,colloqui,беседовать
1077,sich unterhalten::V,disputare,беседовать
1078,fragen::V,rogare,спросить
1079,fragen::V,quaerere,спросить
1080,bitten::V,orare,просить
1081,bitten::V,rogare,просить
1082,erzählen::V,narrare,рассказать
1083,mitteilen::V,communicare,сообщить
1084,nennen::V,appellare,назвать
1085,rufen::V,vocare,звать
1086,prahlen::V,gloriari,хвастаться
1087,übersetzen::V,vertere,перевести
1088,denken::V,cogitare,думать
1089,glauben::V,credere,верить
1090,bemerken::V,animadvertere,заметить
1091,erkennen::V,cognoscere,узнать
1092,begreifen::V,comprehendere,понять
1093,begreifen::V,comprehendere,постичь
1094,verstehen::V,intellegere,услышать
1095,lernen::V,discere,учиться
1096,wissen::V,scire,знать
1097,sich erinnern an::V,meminisse,вспомнить
1098,vergessen::V,oblivisci,забыть
1099,messen::V,metiri,мерить
1100,zählen::V,numerare,считать
1101,rechnen::V,reri,считать
1102,rechnen::V,calculare,считать
1103,lesen::V,legere,читать
1104,malen::V,pingere,рисовать
1105,zeichnen::V,scribere,рисовать
1106,schreiben::V,scribere,писать
1107,besitzen::V,possidere,иметь
1108,kaufen::V,emere,купить
1109,verkaufen::V,vendere,продать
1110,bezahlen::V,pendere,заплатить
1111,zahlen::V,solvere,платить
1112,beherrschen::V,regere,владеть
1113,beherrschen::V,imperare,владеть
1114,ertragen::V,tolerare,вытерпеть
1115,ertragen::V,sustinere,вытерпеть
1116,wünschen::V,,желать
1117,wiegen::V,,качать
