,Concept_ID,xal,mdf
64,Himmel::N,теңгр,менель
65,Sonne::N,нарн,ши
66,Mond::N,сар,ков
67,Stern::N,одн,тяште
68,Luft::N,аһар,кожф
69,Wind::N,салькн,варма
70,Welle::N,дольган,тавла
71,Wasser::N,усн,ведь
72,Stein::N,чолун,кев
73,Boden::N,Һазр,мода
74,Boden::N,Һазр,потмакс
75,Erde::N,Һазр,мода
76,Erde::N,Һазр,мастор
77,Staub::N,тоосн,пуль
78,Rauch::N,утан,качам
79,Funke::N,очн,ця́тка
80,Feuer::N,һал,тол
81,Licht::N,герл,ва́лда
82,Schatten::N,сүүдр,цильф
83,Wetter::N,теңгр,уша
84,Nebel::N,будн,тума́н
85,Wolke::N,үүлн,ковол
86,Regen::N,хур,пизем
87,Schnee::N,цасн,лов
88,Eis::N,мөсн,эй
89,Frost::N,киитн,ке́льме
90,Kälte::N,киитн,якшама
91,Hitze::N,халун,пси
92,Raureif::N,цаң,леш
93,Raureif::N,кирү,леш
94,Regenbogen::N,солңһ,а́тямъёнга
95,Donner::N,оһтрһун дун,атям
96,Strömung::N,урсхл,шудема́
97,Tropfen::N,дусал,путькс
98,Tropfen::N,дусал,пътняфкс
99,Schaum::N,көөсн,шов
100,Schmutz::N,кир,ърда́з
101,See::N,нур,эрьхке
102,Sumpf::N,унул,шяй
103,Moor::N,улм,шяй
104,Wiese::N,хадлһн,луга
105,Wald::N,ө-модн,вирь
106,Hügel::N,толһа,губо́р
107,Hügel::N,толһа,пандоня
108,Anhöhe::N,хамр,губо́р
109,Berg::N,уул,панда
110,Gipfel::N,ора,пря
111,Höhle::N,хадин көндә,у́нда
112,Abhang::N,ташу,па́нда ша́ма
113,Quelle::N,булг,эшиня
114,Bach::N,һооҗур,шудерькс
115,Fluss::N,һол,ляй
116,Ufer::N,көвә,търва́
117,Küste::N,көвә,ляйтърва́
118,Küste::N,теңгсин көвә,ляйтърва́
119,Festland::N,хүүрә һазр,мода
120,Meer::N,теңгс,моря
121,Bucht::N,цекә,ведьуське
122,Bucht::N,теңгсин цекә,ведьуське
123,Insel::N,арл,цёнга
124,Blume::N,цецг,панчф
125,Gras::N,ноһан,тише
126,Wurzel::N,уңг,юр
127,Wurzel::N,уңг,ункс
128,Baum::N,модн,шуфта
129,Stamm::N,шилв,ро́нга
130,Stamm::N,һол модн,ро́нга
131,Rinde::N,көрсн,кер
132,Ast::N,ац,морга
133,Zweig::N,ац,тарад
134,Blatt::N,хамтхасн,лопа
135,Birke::N,хусм модн,ке́лу
136,Kiefer[Baum]::N,шар харһа,пиче
137,Weide[Baum]::N,удн,каль
138,Tanne::N,җөөлн цаһан модн,куз
139,Horn::N,өвр,сюра
140,Feder::N,өрвлг,толга
141,Fell::N,арсн,кедь
142,Flügel::N,җивр,паця
143,Klaue::N,хумсн,кенже
144,Kralle::N,тавг,кенже
145,Schwanz::N,сүл,пула
146,Ei::N,өндгн,ал
147,Nest::N,үр,пиза
148,Bau::N,нүкн,пиза
149,Tier::N,мал,жува́та
150,Herde::N,сүрг мал,нал
151,Herde::N,сүрг мал,стада
152,Kuh::N,үкр,скал
153,Kuh::N,үкр,тракс
154,Bulle::N,бух,бука
155,Pferd::N,мөрн,лишме
156,Schaf::N,хөн,уча́
157,Schwein::N,һаха,тува
158,Hund::N,ноха,пине
159,Katze::N,мис,катоня
160,Katze::N,мис,аваката
161,Bär::N,аю,офта
162,Eichhörnchen::N,кермн,ур
163,Elch::N,хандһа,ся́рда
164,Fuchs::N,арат,келазь
165,Hase::N,туула,ну́мол
166,Maus::N,хулһн,шеер
167,Wolf::N,чон,върьгаз
168,Vogel::N,шовун,нармонь
169,Schwarm::N,зел,ко́вол
170,Schwarm::N,зел,ме́швеле
171,Huhn::N,така,сараз
172,Hahn::N,эр така,а́тякш
173,Gans::N,һалун,маци
174,Adler::N,һәрд,куцькан
175,Ente::N,нуһсн,яксярга
176,Eule::N,һурвлһ,ко́рож
177,Kranich::N,тоһрун,ка́рга
178,Krähe::N,шаазһа,ва́рси
179,Kuckuck::N,эргин хуцдг,ку́ку
180,Schwan::N,хун,ло́ксти
181,Fisch::N,заһсн,кал
182,Barsch::N,шүрг,о́кунь
183,Hecht::N,цурх,щу́ка
184,Schlange[Tier]::N,моһа,куй
185,Wurm::N,өтн,сукс
186,Spinne::N,аралҗн,унжа́
187,Ameise::N,шорһлҗн,панжам
188,Laus::N,бөөсн,си
189,Mücke::N,бөкүн,ся́ське
190,Fliege::N,батхн,кару
191,Schmetterling::N,эрвәкә,ме́лав
192,Beere::N,бөөлҗрһн,и́мож
193,Apfel::N,альмн,марь
194,Pilz::N,теңгрин ки,панга
195,Zwiebel::N,мәңгрснә толһа,шурьхкя́
196,Saat::N,буудян экн,видьмот
197,Korn::N,экн,сёра
198,Heu::N,өвсн,тише
199,Schale::N,хальсн,кедь
200,Grube::N,нүкн,лотка
201,Falle::N,урх,туфкс
202,Falle::N,урх,кунда́ма
203,Falle::N,хавх,туфкс
204,Falle::N,хавх,кунда́ма
205,Schlinge::N,бүтү,килькш
206,Spur::N,мөр,пильгоки́
207,Asche::N,үмсн,кулу
208,Dreck::N,бальчг,ърда́з
209,Eisen::N,төмр,кшни
210,Gold::N,алтн,ока
211,Gold::N,алтн,золота
212,Silber::N,мөңгн,сия́
213,Silber::N,цаһан мөңгн,сия́
214,Kohle::N,нүүрсн,седь
215,Kohle::N,нүүрсн,седьвальмя
216,Glas::N,шил,кля́нцек
217,Lehm::N,шавр,сёвонь
218,Sand::N,элсн,шува́р
219,Mensch::N,күн,ломань
220,Mensch::N,күмн,ломань
221,Mann::N,эр,аля
222,Mann::N,эр,цёраломань
223,Frau::N,күүкд күн,ава
224,Kind::N,үрн,идь
225,Kind::N,үрн,шаба
226,Junge::N,көвүн,цёраня
227,Mädchen::N,бичкн күүкн,стирня́
228,Familie::N,бүл,тнал
229,Familie::N,бүл,семья
230,Großvater::N,өвк эцк,атя
231,Großvater::N,өвк эцк,щя́тя
232,Großvater::N,наһц эцк,атя
233,Großvater::N,наһц эцк,щя́тя
234,Großmutter::N,эмг эк,баба
235,Großmutter::N,наһц эк,баба
236,Eltern::N,эк эцк хойр,тя́дят-а́лят
237,Vater::N,эцк,аля
238,Mutter::N,эк,ава
239,Mutter::N,эк,тядя
240,Sohn::N,көвүн,цёра
241,Tochter::N,күүкн,стирь
242,Bruder::N,дү көвүн,дуган
243,Bruder::N,дү көвүн,пяльне
244,Schwester::N,эгч,ака
245,Schwester::N,эгч,сазор
246,Schwester::N,дү күүкн,ака
247,Schwester::N,дү күүкн,сазор
248,Onkel::N,авһ,оця
249,Onkel::N,авһ,патя
250,Onkel::N,авһ,щеня́
251,Onkel::N,наһцх,оця
252,Onkel::N,наһцх,патя
253,Onkel::N,наһцх,щеня́
254,Tante::N,наһц эгч,ака
255,Tante::N,наһц эгч,щака
256,Ehemann::N,залу,мирде
257,Ehefrau::N,гергн,ърьвя́
258,Freude::N,байр,ке́нярдема
259,Gelächter::N,инәдн,рахсема
260,Glück::N,җирһл,паваз
261,Glück::N,сәәхн җирһл,паваз
262,Kummer::N,зовлң,ризф
263,Kummer::N,зовлң,пичефкс
264,Wunsch::N,дурн,мяль
265,Wunsch::N,дурн,таколдома
266,Lust::N,җилвтлһн,таколдома
267,Geist::N,зөрг,вайме
268,Gedanke::N,ухан,мяль
269,Gedächtnis::N,чееҗин тодлвр,прявий
270,Verstand::N,ухан,прявий
271,Sinn::N,учр-утх,ён
272,Grund::N,учр,туфта́л
273,Grund::N,шалтан,туфта́л
274,Wahrheit::N,үнн,ви́де
275,Wahrheit::N,үнн,видеши́
276,Gespräch::N,күүндвүр,корхтама
277,Märchen::N,тууль,ёфкс
278,Erzählung::N,келвр,азкс
279,Nachricht::N,медүллһн,куля́
280,Neuigkeit::N,зәңг,куля́
281,Name::N,нерн,лем
282,Rätsel::N,тәәлвртә тууль,со́дама ёфкс
283,Rede::N,келлһн,вал
284,Rede::N,келлһн,корхтама
285,Sprache::N,келн,кяль
286,Stimme::N,дун,вайгяль
287,Wort::N,үг,вал
288,Zeichen::N,темдг,тя́ште
289,Zeichen::N,темдг,тя́штькс
290,Ruf::N,дуудлһн,тердема
291,Lärm::N,шууган,гайф
292,Lärm::N,шууган,жалакодома
293,Laut::N,ә,вайгяль
294,Ton::N,дун,вайгяль
295,Lied::N,дун,мора
296,Ruhe::N,амулң,сетьме
297,Leute::N,әмтн,ломатть
298,Volk::N,улс,наро́д
299,Arbeit::N,көдлмш,тев
300,Gast::N,гиич,и́нжи
301,Gast::N,гиич,ко́нак
302,Geschenk::N,белг,казне
303,Spiel::N,наадн,налхкома
304,Spiel::N,наадн,налхксема
305,Gesellschaft::N,олн,кружок
306,Hilfe::N,нөкд,лездома
307,Freund::N,иньг,я́лга
308,Kamerad::N,үр,я́лга
309,Angelegenheit::N,керг,тев
310,Anzahl::N,то,лувкс
311,Art::N,зүүл,вид
312,Stück::N,хусг,пакш
313,Teil::N,хүв,часть
314,Teil::N,хүв,пялькс
315,Hälfte::N,өрәл,пяле
316,Kreis::N,төгрг,шаркс
317,Kreuz::N,кирс,крёз
318,Linie::N,зурасн,межа
319,Linie::N,зурасн,китькс
320,Strich::N,татасн,межа
321,Abstand::N,зә,ётка
322,Entfernung::N,һазр,ётка
323,Gegend::N,һазр,ва́ста
324,Gegend::N,һазр,перьфпя́ль
325,Platz::N,зә,ва́ста
326,Ort::N,бәәрн,ва́ста
327,Seite::N,тал,пяле
328,Seite::N,хаҗу,пяле
329,Seite::N,хәврһ,пяле
330,Mitte::N,дунд,кучка́
331,Gegenstand::N,юмн,веща
332,Sache::N,юмн,тев
333,Sache::N,юмн,веща
334,Rand::N,зах,пе
335,Kante::N,ирмәг,и́рдез
336,Ecke::N,өнцг,ужа
337,Spitze::N,үзүр,пря
338,Ende::N,үзүр,пе
339,Loch::N,хаһрха,варя
340,Winkel::N,булң,ужа
341,Muster::N,намч,сёрма
342,Größe::N,кемҗән,серь
343,Länge::N,ут,кува́лма
344,Höhe::N,өндр,серь
345,Gewicht::N,күнд,сталма
346,Gewicht::N,чиңнүр,сталма
347,Menge::N,ик,лувкс
348,Haufen::N,ова,мар
349,Reihe::N,зерг,ряд
350,Reihe::N,зерглән,ряд
351,Boot::N,оңһц,венеж
352,Ruder::N,хәәв,миле
353,Schlitten::N,цан,ну́рда
354,Ski::N,лыҗ,сокс
355,Lagerfeuer::N,костёр,то́лмар
356,Last::N,күнд,канкс
357,Last::N,күнд,сталма
358,Gang::N,йовлһн,молема
359,Schritt::N,ишкм,аськолкс
360,Norden::N,ар үзг,якшама шире
361,Süden::N,өмн,ля́мбе ши́ре
362,Süden::N,өмн үзг,ля́мбе ши́ре
363,Westen::N,барун,ши валгома шире
364,Westen::N,барун үзг,ши валгома шире
365,Osten::N,зүн,шинь стяма шире
366,Osten::N,зүн үзг,шинь стяма шире
367,Holz::N,модн,вирь
368,Holz::N,модн,шуфта
369,Brett::N,харһа,лавця
370,Platte::N,хавтха чолун,плита́
371,Stütze::N,тулг,неже
372,Stange::N,уньн,олга
373,Stock::N,модн,байдек
374,Stab::N,шуург,олгоня
375,Rohr::N,турва,турама
376,Haus::N,гер,куд
377,Heim::N,гер-бул,куд
378,Ofen::N,беш,пянакуд
379,Fußboden::N,девскр,кия́кс
380,Tisch::N,ширә,шра
381,Tisch::N,ширә,моркш
382,Stuhl::N,стул,стул
383,Wiege::N,өлгә,нюря́м
384,Wiege::N,дүүҗң,нюря́м
385,Bett::N,орн,ацам
386,Bett::N,орндг,ацам
387,Regal::N,таг,лавцяланга
388,Regal::N,тәвц,лавцяланга
389,Kiste::N,яршг,парга
390,Fenster::N,терз,валмья
391,Tür::N,үүдн,кенкш
392,Tor::N,үүдн,ортат
393,Tor::N,өргн үүдн,ортат
394,Tor::N,хашан үүдн,ортат
395,Zaun::N,хаша,перяфкс
396,Dach::N,деевр,кудпря
397,Leiter::N,шат,куцема
398,Leiter::N,давшур,куцема
399,Besen::N,сәвүр,тяльме
400,Spaten::N,күрз,ка́йме
401,Schaufel::N,совг,ко́поня
402,Schaufel::N,совг,ця́рдом
403,Gabel::N,серә,ця́нгоня
404,Löffel::N,ухр,куцю
405,Messer::N,утх,пеель
406,Nagel::N,хадасн,эска
407,Netz::N,гөлм,
408,Haken::N,дегә,кя́чказ
409,Griff::N,иш,недь
410,Griff::N,иш,кунда́мка
411,Griff::N,бәрүл,недь
412,Griff::N,бәрүл,кунда́мка
413,Schloss::N,оньс,замо́к
414,Bild::N,зург,карти́на
415,Figur::N,фигур,ронга-понда
416,Puppe::N,наадһа,ня́ка
417,Beutel::N,мишг,кяскав
418,Bündel::N,багла,кярьме
419,Bündel::N,боодһа,кярьме
420,Tasche::N,сумк,кошяльня
421,Eimer::N,суулһ,ве́дарка
422,Deckel::N,бүркәсн,тавадкс
423,Deckel::N,бүркәсн,вельхкс
424,Geschirr::N,сав,кядьге
425,Geschirr::N,сав-сарх,кядьге
426,Sack::N,мишг,кяскав
427,Tasse::N,ааһ,ша́ваня
428,Topf::N,кастрюль,кавозь
429,Kessel::N,хәәсн,сргавозь
430,Essen::N,зоогллһн,ярхцама
431,Nahrung::N,теҗәл,ярхцампяль
432,Speise::N,хот,ярхцама
433,Fleisch::N,махн,пал
434,Fleisch::N,махн,сиволь
435,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,сёра
436,Brei::N,хаш,ям
437,Brot::N,өдмг,кши
438,Scheibe::N,зүсм,кочам
439,Fett::N,өөкн,куя́
440,Butter::N,тосн,вай
441,Öl::N,тосн,вай
442,Salz::N,давсн,сал
443,Suppe::N,шөлн,шонгарям
444,Suppe::N,шөлн,коршампяль
445,Honig::N,бал,медь
446,Milch::N,үсн,лофца
447,Tee::N,цә,чай
448,Leder::N,арсн,кедь
449,Wolle::N,утцн,пона
450,Wolle::N,эд,пона
451,Stoff::N,эд,котф
452,Nadel::N,зүн,салмокс
453,Faden::N,утцн,сюре
454,Knopf::N,товч,пуня
455,Knoten::N,зәңгдә,сюлма
456,Farbe::N,будг,архтомбяль
457,Kleidung::N,хувцн,щам
458,Kleidung::N,хувц-хунр,щам
459,Hemd::N,киилг,па́нар
460,Kragen::N,зах,сиве
461,Ärmel::N,ханцн,ожа
462,Hose::N,шалвур,понкст
463,Gürtel::N,бүс,каркс
464,Mütze::N,махла,вазь
465,Schuh::N,башмгуд,башма́к
466,Stiefel::N,һосн,кя́ме
467,Ring::N,билцг,суркс
468,Band::N,лент,керькс
469,Band::N,лент,лента
470,Kamm::N,сам,сюрьхцем
471,Spiegel::N,толь,ванома
472,Riemen::N,бүс,шнань каркс
473,Schnur::N,деесн,пикс
474,Schnur::N,деесн,карькскя
475,Leine::N,бурнтг,вядьме
476,Leine::N,нохан көтлвр,вядьме
477,Decke::N,көнҗл,вельхкс
478,Kissen::N,дер,тоду
479,Tuch::N,альчур,руця́
480,Handtuch::N,полотенц,на́рдама
481,Handtuch::N,һар-нүүрин альчур,на́рдама
482,Kraft::N,күчн,вий
483,Stärke::N,чидл,вииши
484,Gesundheit::N,эрүл-менд,шумбраши́
485,Krankheit::N,өвчн,урма́
486,Krankheit::N,өвчн,сярядема
487,Schmerz::N,өвдлһн,маряма
488,Wunde::N,шав,керф
489,Fieber::N,безг,маштыкс
490,Arznei::N,эм,надо́бья
491,Arznei::N,эм,пъчка́фтома
492,Brücke::N,тагт,седь
493,Brunnen::N,худг,эши
494,Weide::N,малын идг,ванома васта
495,Pfad::N,цувг,ян
496,Pfad::N,цувг,киня́
497,Weg::N,хаалһ,ки
498,Straße::N,зам,ки
499,Dorf::N,хотн,веле
500,Stadt::N,балһсн,ош
501,Brief::N,бичг,сёрма
502,Buch::N,дегтр,книга
503,Buchstabe::N,үзг,бу́ква
504,Zeitung::N,газет,газе́та
505,Leben::N,җирһл,эряф
506,Leben::N,җирһл,эряма
507,Tod::N,үкл,кулома́
508,Tod::N,өңгрлһн,кулома́
509,Grab::N,оршалһна нүкн,калма
510,Kirche::N,чонҗ,це́рькав
511,Sünde::N,нүл,пежеть
512,Sünde::N,нүл,муворкс
513,Sünde::N,килнц,пежеть
514,Sünde::N,килнц,муворкс
515,Gott::N,бурхн,шкай
516,Arbeiter::N,көдлмшч,трудендай
517,Arbeiter::N,көдлмшч,работник
518,Chef::N,толһач,азор
519,Chef::N,толһач,оцюня
520,Meister::N,урн,мастяр
521,Arzt::N,эмч,врач
522,Arzt::N,эмч,доктор
523,Lehrer::N,багш,учи́тель
524,Geld::N,мөңгн,ярмакт
525,Geschäft::N,көдлмш,ладяфкс
526,Geschäft::N,көдлмш,ладяф тев
527,Laden::N,лавк,ла́вка
528,Preis::N,үн,питне
529,Ware::N,эд-тавр,миф
530,Ware::N,эд-тавр,ра́маф
531,Nutzen::N,олз,пара
532,Nutzen::N,олз,лезкс
533,Reichtum::N,зөөр,ко́зяши
534,Welt::N,орчлң,свет
535,Welt::N,делкә,свет
536,Land::N,орн-нутг,мастор
537,Staat::N,государств,государства
538,König::N,хан,король
539,Macht::N,йосн,азорондама
540,Macht::N,йосн,азорксши
541,Grenze::N,меҗә,ёткаян
542,Krieg::N,дән,война́
543,Feind::N,дәәсн,душман
544,Feind::N,дәәсн,каршек тюри
545,Gewalt::N,күч һарһлһн,наругама
546,Kampf::N,ноолдан,тюрема́
547,Kampf::N,бәрлдлһн,тюрема́
548,Bogen[Waffe]::N,саадг,нал
549,Pfeil::N,сумн,нал
550,Gewehr::N,бу,винто́вка
551,Fehler::N,алдг,эльбядькс
552,Lüge::N,худл,васькафнема
553,Schaden::N,хорлт,зия́н
554,Unglück::N,гүрм,зия́н
555,Schuld::N,гем,муворши
556,Schuld::N,буру,муворши
557,Alter::N,насн,эряф кизот
558,Alter::N,насн,эряфонь пинге
559,Schluss::N,чилгч,пе
560,Zeit::N,цаг,пинге
561,Tag::N,өдр,ши
562,Morgen::N,өрүн,шобдава
563,Mittag::N,үд,шикучка
564,Abend::N,асхн,иля́дь
565,Nacht::N,сө,ве
566,Woche::N,долан хонг,недя́ля
567,Monat::N,сар,ков
568,Jahr::N,җил,киза
569,Frühling::N,хавр,тунда́
570,Sommer::N,зун,киза
571,Herbst::N,намр,сёксе
572,Winter::N,үвл,тяла
573,Januar::N,январь,кельмеков
574,Februar::N,февраль,уфайков
575,März::N,март,марайков
576,März::N,моһа сар,марайков
577,April::N,апрель,шудиков
578,Mai::N,май,панжиков
579,Juni::N,июнь,лямбеков
580,Juni::N,мөчн сар,лямбеков
581,Juli::N,июль,псиков
582,August::N,август,сёроньков
583,September::N,һаха сар,тюжягов
584,Oktober::N,октябрь,кельмазаков
585,November::N,ноябрь,эйндамков
586,November::N,үкр сар,эйндамков
587,Dezember::N,бар сар,кучкаков
588,Montag::N,понедельник,одговши
589,Dienstag::N,вторник,ша́вши
590,Mittwoch::N,среда,вержи
591,Mittwoch::N,үлмҗ өдр,вержи
592,Donnerstag::N,четверг,шува́ланя
593,Donnerstag::N,пүрвә өдр,шува́ланя
594,Freitag::N,пятниц,пя́денця
595,Samstag::N,суббот,ёткши
596,Sonntag::N,нарн өдр,таргоши
597,Sonntag::N,воскресень,таргоши
598,groß::A,ик,оцю
599,klein::A,бичкн,ёмла
600,lang::A,ут,кува́ка
601,kurz::A,оһтр,нюрьхкя́ня
602,breit::A,өргн,кели
603,schmal::A,уутьхн,тяйня
604,dicht::A,нигт,сиде
605,dicht::A,нигт,туста
606,dick[Gegenstand]::A,зузан,эчке
607,dünn::A,нимгн,шува́ня
608,fein::A,нәрхн,шува́ня
609,fest::A,бат,кеме
610,flach::A,хавтха,лапш
611,glatt::A,тегш,вадяв
612,glatt::A,тегш,такор
613,glatt::A,тиньгр,вадяв
614,glatt::A,тиньгр,такор
615,hart::A,хату,калгода
616,weich::A,җөөлн,ляпе
617,weich::A,җөөлкн,ляпе
618,rund::A,төгрг,кру́глай
619,spitz::A,шовһр,ботаз
620,spitz::A,шовһр,оржа
621,scharf::A,хурц,оржа
622,stumpf::A,мука,ношка
623,schwer::A,күнд,стака
624,schön::A,сәәхн,мазы
625,heiß::A,халун,пси
626,warm::A,дулан,лямбе
627,kalt::A,киитн,кельме
628,kühl::A,серүн,эше
629,frisch::A,серүн,свежай
630,feucht::A,чиигтә,летьке
631,nass::A,чиигтә,начка
632,trocken::A,хагсу,коське
633,voll::A,дүүрң,пяшксе
634,leer::A,сул,шава
635,leer::A,хоосн,шава
636,offen::A,секәтә,панжада
637,offen::A,секәтә,виде
638,geschlossen::A,хаалһата,пякстаф
639,geschlossen::A,хаалһата,сёлгф
640,sauber::A,цевр,ару
641,schmutzig::A,киртә,рда́зу
642,schmutzig::A,киртә,пя́ндра
643,roh::A,түүкә,верок
644,reif::A,болсн,ке́нерьф
645,lecker::A,әмтәхн,танцти
646,süß::A,әмтәхн,ламбама
647,bitter::A,һашун,сяпи
648,bitter::A,һашута,сяпи
649,sauer::A,ишклң,шапама
650,hell::A,герлтә,валда
651,dunkel::A,харңһу,шобда
652,schwarz::A,хар,равжа
653,weiß::A,цаһан,акша
654,rot::A,улан,якстерь
655,gelb::A,шар,тюжя́
656,blau::A,көк,сенем
657,grün::A,көк,пиже
658,grün::A,көк,сянгяря
659,grau::A,бор,уле
660,bunt::A,алг,сёрмав
661,bunt::A,эрәтә,сёрмав
662,billig::A,кимд,у́цез
663,billig::A,кимд,аф пи́тни
664,teuer::A,үнтә,пи́тни
665,wertvoll::A,үнтә,питни
666,wertvoll::A,эрднь,питни
667,blind::A,сохр,сокор
668,taub::A,дүлә,пярав
669,kräftig::A,күчтә,пяк вии
670,stark::A,чаңһ,вии
671,schwach::A,күчн тату,лафча
672,fett::A,тарһн,куя́
673,schlank::A,эццн,виде ронга
674,hübsch::A,көркхн,мазы
675,böse::A,уурта,кяжи
676,dumm::A,тенг,аф ёню
677,dumm::A,тенг,шава пря
678,faul::A,залху,нола
679,fleißig::A,кинән,ку́лхцонды
680,fleißig::A,кинмһә,ку́лхцонды
681,geizig::A,ховдг,кирьжя
682,geizig::A,ховдг,жаднай
683,klug::A,ухата,ёню
684,klug::A,ухата,пря́ви
685,geschickt::A,чадмг,маштозь тиф
686,lieb::A,эңкр,цебярь
687,lustig::A,сергмҗтә,ра́хси
688,lustig::A,җирһлтә,ра́хси
689,sanft::A,номһн,сетьме
690,hungrig::A,өлн,вача
691,hungrig::A,өлн,вачеда
692,hungrig::A,харһнсн,вача
693,hungrig::A,харһнсн,вачеда
694,krank::A,өвчтә,сяряди
695,krank::A,шалтгта,сяряди
696,nackt::A,нүцкн,штада
697,nackt::A,нүцкн,кърхтапа
698,traurig::A,һундлта,ла́жнай
699,lebendig::A,әмд,эряй
700,gut::A,сән,пара
701,gut::A,сән,цебярь
702,schlecht::A,му,кальдяв
703,richtig::A,зөвтә,виде
704,schlimm::A,җигшүртә,кальдяв
705,wahr::A,үнн,афкуксонь
706,wahr::A,мөн,афкуксонь
707,alt::A,хуучн,ташта
708,neu::A,шин,од
709,ehemalig::A,хуучн,и́нгольдень
710,alt[Lebewesen]::A,көгшн,сире
711,jung::A,баһ,од
712,arm::A,угатя,а́шу
713,reich::A,байн,козя
714,bekannt::A,таньл,содаф
715,bekannt::A,таньдг,содаф
716,berühmt::A,туурсн,содавикс
717,fremd::A,күүнә,лия
718,fremd::A,күүнә,аф содаф
719,verschieden::A,әдл биш,аф фкя ла́цонь
720,verschieden::A,йилһәтә,аф фкя ла́цонь
721,nah::A,өөрхн,мала
722,nah::A,өөрхн,аф ичкоздень
723,fern::A,хол,и́чкоздень
724,fern::A,хол,куна́рдонь
725,linker::A,зүн,кержи
726,rechter::A,барун,види
727,anderer::A,талдан,лия
728,erster::A,негдгч,васенце
729,zweiter::A,хойрдгч,омбоце
730,dritter::A,һурвдгч,колмоце
731,letzter::A,отхн,ме́кольце
732,allein::ADV,һанцарн,ськамонза
733,auf einmal::ADV,нег дәкҗ,вихцок
734,zusammen::ADV,хамдан,марс
735,zusammen::ADV,хамдан,ма́рса
736,lange::ADV,удан,кува́тьс
737,plötzlich::ADV,генткн,а́пак учт
738,sofort::ADV,дарунь,тяникиге
739,später::ADV,сүүлд,ме́ле
740,jetzt::ADV,ода,тяни
741,heute::ADV,эндр,тячи
742,morgen::ADV,маңһдур,ва́нды
743,bald::ADV,дарунь,курок
744,dann::ADV,дәкәд,меле
745,dann::ADV,дәкәд,сяда меле
746,gestern::ADV,өцклдүр,ися́к
747,einst::ADV,нег саамд,весть
748,einst::ADV,нег саамд,мзя́рда-бди
749,damals::ADV,тиигхд,эста
750,danach::ADV,тегәд,меле
751,vorher::ADV,урд,инголи
752,zuerst::ADV,түрүләд,ва́сенда
753,einmal::ADV,нег дәкҗ,весть
754,manchmal::ADV,зәрмдән,лия́ста
755,manchmal::ADV,зәрмдән,ко́ста-ко́ста
756,oft::ADV,хара биш,си́деста
757,oft::ADV,хатяр биш,си́деста
758,oft::ADV,дару-дарунь,си́деста
759,immer::ADV,оньдинд,фалу
760,immer::ADV,оньдинд,най
761,niemals::ADV,кезә чмгн биш,аф мзя́рдонга
762,hier::ADV,энд,тяса
763,hier::ADV,энүнд,тяса
764,hierhin::ADV,нааран,сей
765,hierhin::ADV,нааран,тяза
766,von hier::ADV,эндәс,тя́ста
767,dort::ADV,тенд,тоса
768,dorthin::ADV,тиигән,тов
769,dorthin::ADV,тиигән,тоза
770,geradeaus::ADV,шуд,ви́деста
