,Concept_ID,nl,sq
95,Eis::N,ijs,akull
96,Frost::N,vorst,ngricë
97,Kälte::N,kou,të ftohtë
98,Kälte::N,koude,të ftohtë
99,Hitze::N,hitte,vapë
100,Hitze::N,hitte,nxehtësi
101,Raureif::N,rijp,cikmë
102,Regenbogen::N,regenboog,ylber
103,Donner::N,donder,gjëmim
104,Donner::N,donder,bubullimë
105,Strömung::N,stroming,rrymë
106,Tropfen::N,druppel,pikë
107,Schaum::N,schuim,shkumë
108,Schmutz::N,vuil,baltë
109,See::N,meer,liqen
110,Sumpf::N,moeras,batak
111,Moor::N,veen,kënetë
112,Wiese::N,wei,livadh
113,Wiese::N,weide,livadh
114,Wald::N,bos,pyll
115,Hügel::N,heuvel,kodër
116,Anhöhe::N,hoogte,bregore
117,Berg::N,berg,mal
118,Gipfel::N,top,kulm
119,Höhle::N,hol,shpellë
120,Höhle::N,hol,zgafelle
121,Abhang::N,helling,shpat
122,Abhang::N,helling,tatëpjetë
123,Quelle::N,bron,krua
124,Quelle::N,bron,burim
125,Bach::N,beek,virua
126,Fluss::N,stroom,lumë
127,Ufer::N,wal,breg
128,Ufer::N,oever,breg
129,Küste::N,kust,anëdet
130,Küste::N,kust,bregdet
131,Festland::N,vasteland,kontinent
132,Meer::N,zee,det
133,Bucht::N,baai,gji deti
134,Bucht::N,inham,gji deti
135,Insel::N,eiland,ishull
136,Insel::N,eiland,ujdhesë
137,Blume::N,bloem,lule
138,Gras::N,gras,bar
139,Wurzel::N,wortel,rrënjë
140,Baum::N,boom,pemë
141,Stamm::N,stam,trung
142,Rinde::N,schors,lëvore
143,Ast::N,tak,degë
144,Zweig::N,twijg,bisk
145,Blatt::N,blad,fletë
146,Blatt::N,blad,gjethe
147,Birke::N,berk,mështekën
148,Kiefer[Baum]::N,den,pishë
149,Weide[Baum]::N,wilg,shelg
150,Tanne::N,spar,bredh
151,Horn::N,hoorn,bri
152,Feder::N,veer,pupël
153,Feder::N,pluim,pupël
154,Fell::N,vel,lëkurë
155,Flügel::N,vleugel,krah
156,Flügel::N,vleugel,fletë
157,Klaue::N,klauw,kthetër
158,Kralle::N,klauw,thua
159,Kralle::N,klauw,kthetër
160,Schwanz::N,staart,bisht
161,Ei::N,ei,vezë
162,Nest::N,nest,fole
163,Bau::N,hol,strofkë
164,Tier::N,dier,kafshë
165,Herde::N,kudde,kope
166,Herde::N,kudde,grigjë
167,Kuh::N,koe,lopë
168,Bulle::N,stier,dem
169,Pferd::N,paard,kalë
170,Schaf::N,schaap,dele
171,Schwein::N,varken,derr
172,Hund::N,hond,qen
173,Katze::N,kat,mace
174,Bär::N,beer,ari
175,Eichhörnchen::N,eekhoorntje,ketër
176,Elch::N,eland,dre brilopatë
177,Fuchs::N,vos,dhelpër
178,Hase::N,haas,lepur
179,Maus::N,muis,mi
180,Wolf::N,wolf,ujk
181,Vogel::N,vogel,zog
182,Vogel::N,vogel,shpend
183,Schwarm::N,zwerm,luzmë
184,Huhn::N,kip,pulë
185,Huhn::N,hoen,pulë
186,Hahn::N,haan,gjel
187,Hahn::N,haan,këndes
188,Gans::N,gans,patë
189,Adler::N,arend,shqiponjë
190,Ente::N,eend,rosë
191,Eule::N,uil,buf
192,Kranich::N,kraanvogel,lejlek
193,Kranich::N,kraanvogel,kurrillë
194,Krähe::N,kraai,sorrë
195,Kuckuck::N,koekoek,qyqe
196,Schwan::N,zwaan,mjellmë
197,Fisch::N,vis,peshk
198,Barsch::N,baars,purtekë
199,Hecht::N,snoek,mlysh
200,Schlange[Tier]::N,slang,gjarpër
201,Wurm::N,worm,krimb
202,Spinne::N,spin,marimangë
203,Ameise::N,mier,thnegël
204,Ameise::N,mier,milingonë
205,Laus::N,luis,morr
206,Mücke::N,mug,kunup
207,Mücke::N,mug,mushkonjë
208,Fliege::N,vlieg,mizë
209,Schmetterling::N,vlinder,flutur
210,Beere::N,bes,frutë
211,Beere::N,bes,manaferrë
212,Apfel::N,appel,mollë
213,Pilz::N,paddestoel,kërpudhë
214,Zwiebel::N,ui,qepë
215,Saat::N,zaad,farë
216,Korn::N,graan,grurë
217,Korn::N,graan,kokërr
218,Korn::N,korrel,grurë
219,Korn::N,korrel,kokërr
220,Heu::N,hooi,sanë
221,Schale::N,schil,lëkurë
222,Grube::N,kuil,gropë
223,Falle::N,val,kurth
224,Falle::N,val,grackë
225,Schlinge::N,strop,nyjë
226,Spur::N,spoor,gjurmë
227,Asche::N,as,hi
228,Dreck::N,drek,baltë
229,Eisen::N,ijzer,hekur
230,Gold::N,goud,ar
231,Gold::N,goud,flori
232,Silber::N,zilver,argjend
233,Kohle::N,kool,qymyr
234,Glas::N,glas,qelq
235,Lehm::N,klei,argjilë
236,Sand::N,zand,rërë
237,Mensch::N,mens,njeri
238,Mann::N,man,burrë
239,Mann::N,man,mashkull
240,Frau::N,vrouw,grua
241,Frau::N,vrouw,femër
242,Kind::N,kind,kalama
243,Junge::N,jongen,djalë
244,Mädchen::N,meisje,gocë
245,Mädchen::N,meisje,vajzë
246,Familie::N,gezin,familje
247,Familie::N,familie,familje
248,Großvater::N,grootvader,gjysh
249,Großmutter::N,grootmoeder,gjyshe
250,Eltern::N,ouders,prindër
251,Vater::N,vader,atë
252,Mutter::N,moeder,nënë
253,Sohn::N,zoon,bir
254,Tochter::N,dochter,bijë
255,Bruder::N,broer,vëlla
256,Bruder::N,broeder,vëlla
257,Schwester::N,zus,motër
258,Schwester::N,zuster,motër
259,Onkel::N,oom,dajë
260,Onkel::N,oom,xhaxha
261,Tante::N,tante,teze
262,Tante::N,tante,hallë
263,Ehemann::N,echtgenoot,burrë
264,Ehemann::N,echtgenoot,bashkëshort
265,Ehefrau::N,echtgenote,grua
266,Ehefrau::N,echtgenote,bashkëshorte
267,Freude::N,vreugde,gaz
268,Freude::N,vreugde,gëzim
269,Gelächter::N,gelach,qeshje
270,Glück::N,geluk,lumturi
271,Kummer::N,verdriet,brengë
272,Kummer::N,verdriet,pikëllim
273,Wunsch::N,wens,dëshirë
274,Wunsch::N,verlangen,dëshirë
275,Lust::N,zin,epsh
276,Lust::N,zin,dashuri
277,Lust::N,lust,epsh
278,Lust::N,lust,dashuri
279,Geist::N,geest,frymë
280,Geist::N,geest,shpirt
281,Gedanke::N,gedachte,ide
282,Gedanke::N,gedachte,mendim
283,Gedächtnis::N,geheugen,kujtesë
284,Verstand::N,verstand,mend
285,Sinn::N,betekenis,kuptim
286,Grund::N,reden,arsye
287,Wahrheit::N,waarheid,vërtetë
288,Gespräch::N,gesprek,bisedim
289,Märchen::N,sprookje,përrallë
290,Erzählung::N,verhaal,tregim
291,Nachricht::N,tijding,lajm
292,Neuigkeit::N,nieuws,risi
293,Neuigkeit::N,nieuwtje,risi
294,Name::N,naam,emër
295,Rätsel::N,raadsel,gjëzë
296,Rätsel::N,raadsel,gjëegjëzë
297,Rede::N,rede,fjalim
298,Sprache::N,taal,gjuhë
299,Stimme::N,stem,zë
300,Wort::N,woord,fjalë
301,Zeichen::N,teken,shenjë
302,Ruf::N,roep,thirrmë
303,Lärm::N,lawaai,zhurmë
304,Laut::N,klank,tingull
305,Laut::N,geluid,tingull
306,Ton::N,toon,ton
307,Ton::N,klank,ton
308,Lied::N,lied,këngë
309,Ruhe::N,rust,qetësi
310,Ruhe::N,stilte,qetësi
311,Leute::N,lui,botë
312,Leute::N,lui,njerëz
313,Leute::N,mensen,botë
314,Leute::N,mensen,njerëz
315,Volk::N,volk,popull
316,Arbeit::N,werk,punë
317,Arbeit::N,arbeid,punë
318,Gast::N,gast,mik
319,Gast::N,gast,mysafir
320,Geschenk::N,cadeau,dhuratë
321,Geschenk::N,cadeau,peshqesh
322,Geschenk::N,geschenk,dhuratë
323,Geschenk::N,geschenk,peshqesh
324,Spiel::N,spel,lojë
325,Gesellschaft::N,gezelschap,shoqëri
326,Hilfe::N,hulp,ndihmë
327,Freund::N,vriend,mik
328,Kamerad::N,maat,shok
329,Kamerad::N,metgezel,shok
330,Angelegenheit::N,zaak,punë
331,Angelegenheit::N,aangelegenheid,punë
332,Anzahl::N,tal,sasi
333,Anzahl::N,aantal,sasi
334,Art::N,slag,lloj
335,Art::N,soort,lloj
336,Stück::N,stuk,copë
337,Teil::N,deel,pjesë
338,Hälfte::N,helft,gjysmë
339,Kreis::N,kring,qark
340,Kreis::N,kring,rreth
341,Kreis::N,cirkel,qark
342,Kreis::N,cirkel,rreth
343,Kreuz::N,kruis,kryq
344,Linie::N,lijn,vijë
345,Strich::N,haal,vizë
346,Strich::N,streep,vizë
347,Abstand::N,afstand,distancë
348,Entfernung::N,afstand,largim
349,Gegend::N,streek,vise
350,Gegend::N,streek,krahinë
351,Platz::N,ruimte,shesh
352,Ort::N,oord,vend
353,Ort::N,plaats,vend
354,Seite::N,zij,anë
355,Seite::N,kant,anë
356,Seite::N,zijde,anë
357,Mitte::N,midden,mes
358,Gegenstand::N,voorwerp,send
359,Sache::N,zaak,gjë
360,Sache::N,zaak,send
361,Rand::N,rand,qoshe
362,Rand::N,boord,qoshe
363,Kante::N,kant,teh
364,Ecke::N,hoek,qoshe
365,Spitze::N,punt,majë
366,Spitze::N,spits,majë
367,Ende::N,einde,skaj
368,Ende::N,einde,bisht
369,Ende::N,uiteinde,skaj
370,Ende::N,uiteinde,bisht
371,Loch::N,gat,vrimë
372,Winkel::N,hoek,kënd
373,Muster::N,dessin,mostër
374,Muster::N,patroon,mostër
375,Größe::N,grootte,madhësi
376,Länge::N,lengte,gjatësi
377,Höhe::N,hoogte,lartësi
378,Gewicht::N,gewicht,peshë
379,Menge::N,hoeveelheid,sasi
380,Haufen::N,hoop,grumbull
381,Reihe::N,rij,radhë
382,Reihe::N,rij,rresht
383,Reihe::N,reeks,radhë
384,Reihe::N,reeks,rresht
385,Boot::N,boot,barkë
386,Boot::N,boot,lundër
387,Ruder::N,roeiriem,rrem
388,Schlitten::N,slee,sajë
389,Schlitten::N,slede,sajë
390,Ski::N,ski,ski
391,Lagerfeuer::N,kampvuur,flakadan
392,Lagerfeuer::N,kampvuur,zjarr i madh
393,Last::N,last,barrë
394,Last::N,vracht,barrë
395,Gang::N,wandeling,ecje
396,Schritt::N,stap,hap
397,Schritt::N,schrede,hap
398,Norden::N,noorden,veri
399,Süden::N,zuiden,jug
400,Westen::N,westen,perëndim
401,Osten::N,oosten,lindje
402,Holz::N,hout,dru
403,Brett::N,plank,dërrasë
404,Platte::N,plaat,pllakë
405,Stütze::N,stut,shtyllë
406,Stütze::N,stut,mbështetesë
407,Stütze::N,steun,shtyllë
408,Stütze::N,steun,mbështetesë
409,Stange::N,stang,shufër
410,Stock::N,stok,dajak
411,Stab::N,staf,shkop
412,Rohr::N,pijp,tub
413,Haus::N,huis,shtëpi
414,Heim::N,tehuis,konak
415,Heim::N,tehuis,shtëpi
416,Ofen::N,kachel,sobë
417,Ofen::N,kachel,stufë
418,Fußboden::N,vloer,dysheme
419,Tisch::N,tafel,tryezë
420,Stuhl::N,stoel,karrige
421,Wiege::N,wieg,djep
422,Bett::N,bed,shtrat
423,Regal::N,rek,raft
424,Kiste::N,kist,kuti
425,Fenster::N,raam,dritare
426,Fenster::N,venster,dritare
427,Tür::N,deur,derë
428,Tor::N,poort,portë
429,Zaun::N,omheining,gardh
430,Dach::N,dak,çati
431,Leiter::N,ladder,shkallë
432,Besen::N,bezem,fshesë
433,Spaten::N,schop,lopatë
434,Schaufel::N,schep,qyrek
435,Gabel::N,vork,pirun
436,Löffel::N,lepel,lugë
437,Messer::N,mes,thikë
438,Nagel::N,spijker,gozhdë
439,Netz::N,net,rrjetë
440,Haken::N,haak,grep
441,Haken::N,haak,grremç
442,Griff::N,handvat,dorak
443,Griff::N,handvat,dorezë
444,Schloss::N,slot,bravë
445,Bild::N,beeld,tablo
446,Bild::N,beeld,pikturë
447,Figur::N,figuur,figurë
448,Puppe::N,pop,kukull
449,Beutel::N,zak,qese
450,Beutel::N,zak,trastë
451,Beutel::N,buidel,qese
452,Beutel::N,buidel,trastë
453,Bündel::N,pak,deng
454,Bündel::N,bundel,deng
455,Tasche::N,tas,çantë
456,Eimer::N,emmer,kovë
457,Deckel::N,deksel,kapak
458,Deckel::N,deksel,mbulesë
459,Geschirr::N,vaatwerk,enë
460,Sack::N,zak,thes
461,Sack::N,zak,torbë
462,Tasse::N,kop,filxhan
463,Topf::N,pan,kusi
464,Topf::N,pan,tenxhere
465,Kessel::N,ketel,kazan
466,Essen::N,eten,ngrënie
467,Nahrung::N,voedsel,ushqim
468,Speise::N,spijs,gatesë
469,Fleisch::N,vlees,mish
470,Getreide::N,graan,drithë
471,Brei::N,pap,qull
472,Brei::N,brij,qull
473,Brot::N,brood,bukë
474,Scheibe::N,plak,fetë
475,Scheibe::N,snede,fetë
476,Fett::N,vet,lyrë
477,Fett::N,vet,yndyrë
478,Butter::N,boter,gjalpë
479,Öl::N,olie,vaj
480,Salz::N,zout,kripë
481,Suppe::N,soep,supë
482,Suppe::N,soep,çorbë
483,Honig::N,honing,mjaltë
484,Milch::N,melk,qumësht
485,Tee::N,thee,çaj
486,Leder::N,leer,lëkurë
487,Leder::N,leder,lëkurë
488,Wolle::N,wol,lesh
489,Stoff::N,stof,pëlhurë
490,Nadel::N,naald,gjilpërë
491,Faden::N,draad,pe
492,Faden::N,draad,fije
493,Knopf::N,knoop,kopsë
494,Knoten::N,knoop,komb
495,Farbe::N,verf,bojë
496,Kleidung::N,kledij,veshje
497,Kleidung::N,kleding,veshje
498,Hemd::N,hemd,këmishë
499,Kragen::N,kraag,jakë
500,Ärmel::N,mouw,mëngë
501,Hose::N,broek,brekë
502,Hose::N,pantalon,brekë
503,Gürtel::N,riem,rrip
504,Gürtel::N,gordel,rrip
505,Mütze::N,muts,kësulë
506,Schuh::N,schoen,këpucë
507,Stiefel::N,laars,çizme
508,Ring::N,ring,unazë
509,Band::N,lint,shirit
510,Kamm::N,kam,krehër
511,Spiegel::N,spiegel,pasqyrë
512,Riemen::N,riem,rrip
513,Schnur::N,koord,litar
514,Schnur::N,koord,cikomë
515,Leine::N,lijn,rrip
516,Decke::N,deken,batanije
517,Kissen::N,kussen,jastëk
518,Tuch::N,doek,shami
519,Handtuch::N,handdoek,peshqir
520,Kraft::N,kracht,forcë
521,Stärke::N,sterkte,koll
522,Gesundheit::N,gezondheid,shëndet
523,Krankheit::N,ziekte,sëmundje
524,Schmerz::N,pijn,dhimbje
525,Wunde::N,wond,plagë
526,Fieber::N,koorts,ethe
527,Arznei::N,medicament,ilaç
528,Arznei::N,geneesmiddel,ilaç
529,Brücke::N,brug,urë
530,Brunnen::N,put,pus
531,Brunnen::N,bron,pus
532,Weide::N,wei,kullotë
533,Weide::N,weide,kullotë
534,Pfad::N,pad,ravë
535,Pfad::N,pad,shteg
536,Weg::N,weg,udhë
537,Weg::N,weg,shteg
538,Straße::N,baan,rrugë
539,Straße::N,straat,rrugë
540,Dorf::N,dorp,fshat
541,Dorf::N,dorp,katund
542,Stadt::N,stad,qytet
543,Brief::N,brief,letër
544,Buch::N,boek,libër
545,Buchstabe::N,letter,shkronjë
546,Zeitung::N,krant,gazetë
547,Zeitung::N,dagblad,gazetë
548,Leben::N,leven,jetë
549,Tod::N,dood,mortje
550,Grab::N,graf,varr
551,Kirche::N,kerk,kishë
552,Sünde::N,zonde,mëkat
553,Sünde::N,zonde,gjynah
554,Gott::N,god,hy
555,Gott::N,god,zot
556,Arbeiter::N,arbeider,punëtor
557,Chef::N,chef,shef
558,Chef::N,chef,drejtues
559,Meister::N,meester,mjeshtër
560,Arzt::N,arts,mjek
561,Arzt::N,arts,doktor
562,Arzt::N,dokter,mjek
563,Arzt::N,dokter,doktor
564,Lehrer::N,leraar,mësues
565,Lehrer::N,leraar,arsimtar
566,Lehrer::N,onderwijzer,mësues
567,Lehrer::N,onderwijzer,arsimtar
568,Geld::N,geld,para
569,Geld::N,geld,holla
570,Geschäft::N,zaak,ujdi
571,Geschäft::N,zaak,biznes
572,Laden::N,winkel,dyqan
573,Preis::N,prijs,çmim
574,Ware::N,waar,mall
575,Nutzen::N,nut,dobi
576,Nutzen::N,nut,leverdi
577,Nutzen::N,voordeel,dobi
578,Nutzen::N,voordeel,leverdi
579,Reichtum::N,rijkdom,kamje
580,Reichtum::N,rijkdom,pasuri
581,Welt::N,wereld,botë
582,Land::N,land,vend
583,Staat::N,staat,shtet
584,König::N,koning,mbret
585,Macht::N,macht,fuqi
586,Macht::N,macht,pushtet
587,Grenze::N,grens,kufi
588,Krieg::N,oorlog,luftë
589,Feind::N,vijand,armik
590,Gewalt::N,geweld,dhunë
591,Kampf::N,strijd,luftim
592,Kampf::N,gevecht,luftim
593,Bogen[Waffe]::N,boog,hark
594,Pfeil::N,pijl,shigjetë
595,Gewehr::N,geweer,pushkë
596,Fehler::N,fout,gafë
597,Fehler::N,fout,gabim
598,Lüge::N,leugen,gënjeshtër
599,Schaden::N,schade,dëm
600,Schaden::N,schade,zarar
601,Unglück::N,tegenspoed,fatkeqësi
602,Schuld::N,schuld,faj
603,Alter::N,leeftijd,moshë
604,Schluss::N,slot,fund
605,Zeit::N,tijd,kohë
606,Tag::N,dag,ditë
607,Morgen::N,morgen,mëngjes
608,Morgen::N,ochtend,mëngjes
609,Mittag::N,middag,mesditë
610,Abend::N,avond,mbrëmje
611,Nacht::N,nacht,natë
612,Woche::N,week,javë
613,Monat::N,maand,muaj
614,Jahr::N,jaar,vit
615,Frühling::N,lente,pranverë
616,Frühling::N,voorjaar,pranverë
617,Sommer::N,zomer,verë
618,Herbst::N,herfst,vjeshtë
619,Winter::N,winter,dimër
620,Januar::N,januari,janar
621,Februar::N,februari,shkurt
622,März::N,maart,mars
623,April::N,april,prill
624,Mai::N,mei,maj
625,Juni::N,juni,qershor
626,Juli::N,juli,korrik
627,August::N,augustus,gusht
628,September::N,september,shtator
629,Oktober::N,oktober,tetor
630,November::N,november,nëntor
631,Dezember::N,december,dhjetor
632,Montag::N,maandag,hënë
633,Dienstag::N,dinsdag,martë
634,Mittwoch::N,woensdag,mërkurë
635,Donnerstag::N,donderdag,enjte
636,Freitag::N,vrijdag,premte
637,Samstag::N,zaterdag,shtunë
638,Sonntag::N,zondag,diel
639,groß::A,groot,madh
640,klein::A,klein,vogël
641,lang::A,lang,gjatë
642,kurz::A,kort,shkurtër
643,breit::A,breed,gjerë
644,schmal::A,smal,ngushtë
645,dicht::A,dicht,dendur
646,dick[Gegenstand]::A,dik,trashë
647,dünn::A,dun,hollë
648,fein::A,fijn,imët
649,fest::A,vast,fortë
650,flach::A,plat,sheshtë
651,glatt::A,glad,rrafshët
652,hart::A,hard,fortë
653,weich::A,week,butë
654,rund::A,rond,rrumbullakët
655,spitz::A,spits,majëmprehtë
656,spitz::A,puntig,majëmprehtë
657,scharf::A,scherp,mprehtë
658,stumpf::A,stomp,topitur
659,schwer::A,zwaar,rëndë
660,schön::A,mooi,bukur
661,schön::A,fraai,bukur
662,heiß::A,heet,nxehtë
663,warm::A,warm,ngrohtë
664,kalt::A,koud,ftohtë
665,kühl::A,koel,freskët
666,frisch::A,fris,pastër
667,feucht::A,vochtig,lagësht
668,nass::A,nat,lagur
669,trocken::A,droog,thatë
670,voll::A,vol,plotë
671,leer::A,leeg,bosh
672,leer::A,leeg,zbrazët
673,offen::A,open,hapur
674,geschlossen::A,gesloten,mbyllur
675,sauber::A,net,dëlirë
676,sauber::A,schoon,dëlirë
677,schmutzig::A,vuil,ndyrë
678,roh::A,rauw,gjallë
679,reif::A,rijp,arrirë
680,lecker::A,lekker,shijshëm
681,süß::A,zoet,ëmbël
682,bitter::A,bitter,hidhur
683,sauer::A,zuur,thartë
684,hell::A,licht,me dritë
685,hell::A,helder,me dritë
686,dunkel::A,donker,errët
687,schwarz::A,zwart,i zi
688,weiß::A,wit,bardhë
689,rot::A,rood,kuq
690,gelb::A,geel,verdhë
691,blau::A,blauw,blu
692,blau::A,blauw,kaltër
693,grün::A,groen,blertë
694,grün::A,groen,gjelbër
695,grau::A,grijs,hirtë
696,grau::A,grijs,bojë hiri
697,bunt::A,bont,shumëngjyrëshëm
698,billig::A,goedkoop,lirë
699,teuer::A,duur,shtrenjtë
700,wertvoll::A,kostbaar,çmuar
701,wertvoll::A,kostbaar,vlershëm
702,wertvoll::A,waardevol,çmuar
703,wertvoll::A,waardevol,vlershëm
704,blind::A,blind,qorr
705,blind::A,blind,verbër
706,taub::A,doof,shurdhër
707,kräftig::A,krachtig,fuqishëm
708,stark::A,sterk,fortë
709,schwach::A,zwak,dobët
710,fett::A,vet,dhjamur
711,schlank::A,slank,hollë
712,hübsch::A,leuk,bukur
713,hübsch::A,leuk,hijshëm
714,böse::A,kwaad,keq
715,dumm::A,dom,teveqel
716,faul::A,lui,dembel
717,fleißig::A,vlijtig,zellshëm
718,geizig::A,gierig,kurnac
719,geizig::A,gierig,dorështrënguar
720,klug::A,slim,mençur
721,klug::A,schrander,mençur
722,klug::A,verstandig,mençur
723,geschickt::A,handig,aftë
724,geschickt::A,vaardig,aftë
725,lieb::A,lief,dashur
726,lustig::A,vrolijk,gëzuar
727,sanft::A,zacht,butë
728,hungrig::A,hongerig,uritur
729,krank::A,ziek,sëmurë
730,nackt::A,naakt,lakuriq
731,nackt::A,naakt,zhveshur
732,traurig::A,treurig,trishtuar
733,traurig::A,bedroefd,trishtuar
734,lebendig::A,levend,gjallë
735,gut::A,goed,mirë
736,schlecht::A,slecht,keq
737,richtig::A,juist,drejtë
738,schlimm::A,erg,keq
739,schlimm::A,kwaad,keq
740,wahr::A,waar,vërtetë
741,alt::A,oud,vjetër
742,neu::A,nieuw,i ri
743,ehemalig::A,voormalig,dikurshëm
744,alt[Lebewesen]::A,oud,plak
745,jung::A,jong,i ri
746,arm::A,arm,varfër
747,arm::A,arm,vobektë
748,reich::A,rijk,pasur
749,bekannt::A,bekend,njohur
750,berühmt::A,beroemd,famshëm
751,fremd::A,vreemd,huaj
752,verschieden::A,verscheiden,ndryshëm
753,verschieden::A,verschillend,ndryshëm
754,nah::A,nabij,afërt
755,nah::A,nabijgelegen,afërt
756,fern::A,ver,largët
757,linker::A,linker,majtë
758,rechter::A,rechter,djathtë
759,anderer::A,andere,tjetër
760,erster::A,eerste,parë
761,zweiter::A,tweede,dytë
762,dritter::A,derde,i tretë
763,letzter::A,laatste,fundit
764,allein::ADV,alleen,vetëm
765,auf einmal::ADV,ineens,njëkohësisht
766,auf einmal::ADV,tegelijk,njëkohësisht
767,zusammen::ADV,samen,bashkë
768,zusammen::ADV,samen,së bashku
769,zusammen::ADV,bijeen,bashkë
770,zusammen::ADV,bijeen,së bashku
771,lange::ADV,lang,për një kohë të gjatë
772,plötzlich::ADV,eensklaps,befas
773,plötzlich::ADV,plotsklaps,befas
774,sofort::ADV,terstond,menjëherë
775,sofort::ADV,terstond,aty për aty
776,sofort::ADV,aanstonds,menjëherë
777,sofort::ADV,aanstonds,aty për aty
778,sofort::ADV,onmiddelijk,menjëherë
779,sofort::ADV,onmiddelijk,aty për aty
780,später::ADV,later,më vonë
781,jetzt::ADV,nu,tash
782,jetzt::ADV,nou,tash
783,jetzt::ADV,thans,tash
784,heute::ADV,heden,sot
785,heute::ADV,vandaag,sot
786,morgen::ADV,morgen,nesër
787,bald::ADV,gauw,shpejt
788,bald::ADV,gauw,së shpejti
789,bald::ADV,weldra,shpejt
790,bald::ADV,weldra,së shpejti
791,dann::ADV,dan,pastaj
792,dann::ADV,toen,pastaj
793,gestern::ADV,gisteren,dje
794,einst::ADV,eens,dikur
795,damals::ADV,toen,atëherë
796,damals::ADV,destijds,atëherë
797,danach::ADV,daarna,mandej
798,vorher::ADV,vooraf,më parë
799,vorher::ADV,van tevoren,më parë
800,zuerst::ADV,eerst,së pari
801,zuerst::ADV,het eerst,së pari
802,einmal::ADV,eens,njëherë
803,einmal::ADV,eenmaal,njëherë
804,manchmal::ADV,soms,nganjëherë
805,oft::ADV,vaak,shpesh
806,oft::ADV,dikwijls,shpesh
807,immer::ADV,altijd,përherë
808,immer::ADV,altijd,gjithnjë
809,niemals::ADV,nooit,kurrë
810,niemals::ADV,nooit,asnjëherë
811,hier::ADV,hier,këtu
812,hierhin::ADV,hierheen,knej
813,von hier::ADV,van hier,që këtej
814,von hier::ADV,van hier,prej këtej
815,von hier::ADV,hiervandaan,që këtej
816,von hier::ADV,hiervandaan,prej këtej
817,dort::ADV,daar,aty
818,dort::ADV,daar,atje
819,dort::ADV,ginds,aty
820,dort::ADV,ginds,atje
821,dorthin::ADV,daarheen,anej
822,geradeaus::ADV,rechtuit,drejt
823,geradeaus::ADV,rechtdoor,drejt
824,vorwärts::ADV,vooruit,mbroth
