,Concept_ID,tr,sq
116,Hügel::N,tepe,kodër
117,Anhöhe::N,tümsek,bregore
118,Anhöhe::N,yükseklik,bregore
119,Berg::N,dağ,mal
120,Gipfel::N,zirve,kulm
121,Höhle::N,in,shpellë
122,Höhle::N,in,zgafelle
123,Höhle::N,mağara,shpellë
124,Höhle::N,mağara,zgafelle
125,Abhang::N,bayır,shpat
126,Abhang::N,bayır,tatëpjetë
127,Quelle::N,pınar,krua
128,Quelle::N,pınar,burim
129,Quelle::N,kaynak,krua
130,Quelle::N,kaynak,burim
131,Bach::N,çay,virua
132,Bach::N,dere,virua
133,Fluss::N,nehir,lumë
134,Ufer::N,kıyı,breg
135,Ufer::N,sahil,breg
136,Küste::N,kıyı,anëdet
137,Küste::N,kıyı,bregdet
138,Küste::N,sahil,anëdet
139,Küste::N,sahil,bregdet
140,Festland::N,kara,kontinent
141,Meer::N,deniz,det
142,Bucht::N,koy,gji deti
143,Bucht::N,körfez,gji deti
144,Insel::N,ada,ishull
145,Insel::N,ada,ujdhesë
146,Blume::N,çiçek,lule
147,Gras::N,ot,bar
148,Gras::N,çim,bar
149,Wurzel::N,kök,rrënjë
150,Baum::N,ağaç,pemë
151,Stamm::N,gövde,trung
152,Rinde::N,kabuk,lëvore
153,Ast::N,dal,degë
154,Ast::N,budak,degë
155,Zweig::N,dal,bisk
156,Blatt::N,yaprak,fletë
157,Blatt::N,yaprak,gjethe
158,Birke::N,huş,mështekën
159,Kiefer[Baum]::N,çam,pishë
160,Weide[Baum]::N,söğüt,shelg
161,Tanne::N,çam,bredh
162,Tanne::N,köknar,bredh
163,Horn::N,boynuz,bri
164,Feder::N,tüy,pupël
165,Fell::N,post,lëkurë
166,Flügel::N,kanat,krah
167,Flügel::N,kanat,fletë
168,Klaue::N,pençe,kthetër
169,Kralle::N,tırnak,thua
170,Kralle::N,tırnak,kthetër
171,Schwanz::N,kuyruk,bisht
172,Ei::N,yumurta,vezë
173,Nest::N,yuva,fole
174,Bau::N,in,strofkë
175,Tier::N,hayvan,kafshë
176,Herde::N,sürü,kope
177,Herde::N,sürü,grigjë
178,Kuh::N,inek,lopë
179,Bulle::N,boğa,dem
180,Pferd::N,at,kalë
181,Pferd::N,beygir,kalë
182,Schaf::N,koyun,dele
183,Schwein::N,domuz,derr
184,Hund::N,it,qen
185,Hund::N,köpek,qen
186,Katze::N,kedi,mace
187,Bär::N,ayı,ari
188,Eichhörnchen::N,sincap,ketër
189,Elch::N,büyük kuzey geyiği,dre brilopatë
190,Fuchs::N,tilki,dhelpër
191,Hase::N,tavşan,lepur
192,Maus::N,fare,mi
193,Maus::N,sıçan,mi
194,Wolf::N,kurt,ujk
195,Vogel::N,kuş,zog
196,Vogel::N,kuş,shpend
197,Schwarm::N,sürü,luzmë
198,Huhn::N,tavuk,pulë
199,Hahn::N,horoz,gjel
200,Hahn::N,horoz,këndes
201,Gans::N,kaz,patë
202,Adler::N,kartal,shqiponjë
203,Adler::N,karakuş,shqiponjë
204,Ente::N,ördek,rosë
205,Eule::N,baykuş,buf
206,Kranich::N,turna,lejlek
207,Kranich::N,turna,kurrillë
208,Krähe::N,karga,sorrë
209,Kuckuck::N,guguk,qyqe
210,Schwan::N,kuğu,mjellmë
211,Fisch::N,balık,peshk
212,Barsch::N,hani,purtekë
213,Barsch::N,levrek,purtekë
214,Hecht::N,turnabalığı,mlysh
215,Schlange[Tier]::N,yılan,gjarpër
216,Wurm::N,kurt,krimb
217,Wurm::N,solucan,krimb
218,Spinne::N,örümcek,marimangë
219,Ameise::N,karınca,thnegël
220,Ameise::N,karınca,milingonë
221,Laus::N,bit,morr
222,Mücke::N,sivrisinek,kunup
223,Mücke::N,sivrisinek,mushkonjë
224,Fliege::N,sinek,mizë
225,Schmetterling::N,kelebek,flutur
226,Beere::N,tane,frutë
227,Beere::N,tane,manaferrë
228,Apfel::N,elma,mollë
229,Pilz::N,mantar,kërpudhë
230,Zwiebel::N,soğan,qepë
231,Saat::N,ekin,farë
232,Korn::N,tane,grurë
233,Korn::N,tane,kokërr
234,Heu::N,kuru ot,sanë
235,Schale::N,kabuk,lëkurë
236,Grube::N,çukur,gropë
237,Falle::N,tuzak,kurth
238,Falle::N,tuzak,grackë
239,Schlinge::N,ilmik,nyjë
240,Spur::N,iz,gjurmë
241,Asche::N,kül,hi
242,Dreck::N,pislik,baltë
243,Eisen::N,demir,hekur
244,Gold::N,altın,ar
245,Gold::N,altın,flori
246,Silber::N,gümüş,argjend
247,Kohle::N,kömür,qymyr
248,Glas::N,cam,qelq
249,Lehm::N,balçık,argjilë
250,Sand::N,kum,rërë
251,Mensch::N,insan,njeri
252,Mann::N,adam,burrë
253,Mann::N,adam,mashkull
254,Mann::N,erkek,burrë
255,Mann::N,erkek,mashkull
256,Frau::N,bayan,grua
257,Frau::N,bayan,femër
258,Kind::N,çocuk,kalama
259,Junge::N,erkek çocuk,djalë
260,Mädchen::N,kız,gocë
261,Mädchen::N,kız,vajzë
262,Familie::N,aile,familje
263,Großvater::N,dede,gjysh
264,Großvater::N,büyükbaba,gjysh
265,Großmutter::N,nine,gjyshe
266,Großmutter::N,büyükanne,gjyshe
267,Eltern::N,ebeveyn,prindër
268,Eltern::N,ana baba,prindër
269,Vater::N,ata,atë
270,Vater::N,baba,atë
271,Mutter::N,ana,nënë
272,Mutter::N,anne,nënë
273,Sohn::N,oğul,bir
274,Tochter::N,kız,bijë
275,Tochter::N,kız evlât,bijë
276,Bruder::N,abi,vëlla
277,Bruder::N,erkek kardeş,vëlla
278,Schwester::N,abla,motër
279,Schwester::N,kız kardeş,motër
280,Onkel::N,dayı,dajë
281,Onkel::N,dayı,xhaxha
282,Tante::N,hala,teze
283,Tante::N,hala,hallë
284,Tante::N,teyze,teze
285,Tante::N,teyze,hallë
286,Ehemann::N,koca,burrë
287,Ehemann::N,koca,bashkëshort
288,Ehefrau::N,karı,grua
289,Ehefrau::N,karı,bashkëshorte
290,Freude::N,neşe,gaz
291,Freude::N,neşe,gëzim
292,Freude::N,sevinç,gaz
293,Freude::N,sevinç,gëzim
294,Gelächter::N,gülme,qeshje
295,Gelächter::N,kahkaha,qeshje
296,Glück::N,mutluluk,lumturi
297,Kummer::N,dert,brengë
298,Kummer::N,dert,pikëllim
299,Kummer::N,keder,brengë
300,Kummer::N,keder,pikëllim
301,Wunsch::N,arzu,dëshirë
302,Wunsch::N,istek,dëshirë
303,Lust::N,arzu,epsh
304,Lust::N,arzu,dashuri
305,Lust::N,heves,epsh
306,Lust::N,heves,dashuri
307,Geist::N,tin,frymë
308,Geist::N,tin,shpirt
309,Gedanke::N,fikir,ide
310,Gedanke::N,fikir,mendim
311,Gedanke::N,düşünce,ide
312,Gedanke::N,düşünce,mendim
313,Gedächtnis::N,bellek,kujtesë
314,Verstand::N,zekâ,mend
315,Sinn::N,anlam,kuptim
316,Grund::N,sebep,arsye
317,Wahrheit::N,doğruluk,vërtetë
318,Wahrheit::N,gerçeklik,vërtetë
319,Gespräch::N,görüşme,bisedim
320,Märchen::N,masal,përrallë
321,Erzählung::N,öykü,tregim
322,Erzählung::N,hikâye,tregim
323,Nachricht::N,haber,lajm
324,Neuigkeit::N,haber,risi
325,Name::N,ad,emër
326,Name::N,isim,emër
327,Rätsel::N,bilmece,gjëzë
328,Rätsel::N,bilmece,gjëegjëzë
329,Rede::N,söylev,fjalim
330,Rede::N,konuşma,fjalim
331,Sprache::N,dil,gjuhë
332,Sprache::N,lisan,gjuhë
333,Stimme::N,ses,zë
334,Wort::N,kelime,fjalë
335,Zeichen::N,işaret,shenjë
336,Ruf::N,çağırma,thirrmë
337,Lärm::N,şamata,zhurmë
338,Lärm::N,gürültü,zhurmë
339,Laut::N,ses,tingull
340,Ton::N,ses,ton
341,Lied::N,türkü,këngë
342,Ruhe::N,sakinlik,qetësi
343,Leute::N,halk,botë
344,Leute::N,halk,njerëz
345,Leute::N,insanlar,botë
346,Leute::N,insanlar,njerëz
347,Volk::N,ulus,popull
348,Volk::N,millet,popull
349,Arbeit::N,iş,punë
350,Arbeit::N,çalışma,punë
351,Gast::N,konuk,mik
352,Gast::N,konuk,mysafir
353,Gast::N,misafir,mik
354,Gast::N,misafir,mysafir
355,Geschenk::N,hediye,dhuratë
356,Geschenk::N,hediye,peshqesh
357,Geschenk::N,armağan,dhuratë
358,Geschenk::N,armağan,peshqesh
359,Spiel::N,oyun,lojë
360,Gesellschaft::N,çevre,shoqëri
361,Gesellschaft::N,arkadaşlık,shoqëri
362,Hilfe::N,yardım,ndihmë
363,Freund::N,dost,mik
364,Freund::N,arkadaş,mik
365,Kamerad::N,arkadaş,shok
366,Angelegenheit::N,iş,punë
367,Angelegenheit::N,husus,punë
368,Anzahl::N,sayı,sasi
369,Art::N,çeşit,lloj
370,Stück::N,tane,copë
371,Stück::N,parça,copë
372,Teil::N,kısım,pjesë
373,Hälfte::N,yarı,gjysmë
374,Kreis::N,daire,qark
375,Kreis::N,daire,rreth
376,Kreuz::N,haç,kryq
377,Linie::N,hat,vijë
378,Linie::N,çizgi,vijë
379,Strich::N,çizgi,vizë
380,Abstand::N,aralık,distancë
381,Entfernung::N,mesafe,largim
382,Entfernung::N,uzaklık,largim
383,Gegend::N,yöre,vise
384,Gegend::N,yöre,krahinë
385,Platz::N,yer,shesh
386,Ort::N,yer,vend
387,Seite::N,yan,anë
388,Seite::N,taraf,anë
389,Mitte::N,orta,mes
390,Mitte::N,merkez,mes
391,Gegenstand::N,şey,send
392,Sache::N,iş,gjë
393,Sache::N,iş,send
394,Sache::N,şey,gjë
395,Sache::N,şey,send
396,Rand::N,kenar,qoshe
397,Kante::N,kenar,teh
398,Ecke::N,köşe,qoshe
399,Spitze::N,uç,majë
400,Spitze::N,baş,majë
401,Ende::N,uç,skaj
402,Ende::N,uç,bisht
403,Loch::N,oyuk,vrimë
404,Loch::N,delik,vrimë
405,Winkel::N,köşe,kënd
406,Muster::N,örnek,mostër
407,Größe::N,büyüklük,madhësi
408,Länge::N,uzunluk,gjatësi
409,Höhe::N,yükseklik,lartësi
410,Gewicht::N,ağırlık,peshë
411,Menge::N,miktar,sasi
412,Haufen::N,küme,grumbull
413,Haufen::N,yığın,grumbull
414,Reihe::N,sıra,radhë
415,Reihe::N,sıra,rresht
416,Boot::N,kayık,barkë
417,Boot::N,kayık,lundër
418,Boot::N,sandal,barkë
419,Boot::N,sandal,lundër
420,Ruder::N,kürek,rrem
421,Schlitten::N,kızak,sajë
422,Ski::N,kayak,ski
423,Lagerfeuer::N,kamp ateşi,flakadan
424,Lagerfeuer::N,kamp ateşi,zjarr i madh
425,Last::N,yük,barrë
426,Gang::N,gidiş,ecje
427,Gang::N,yürüyüş,ecje
428,Schritt::N,adım,hap
429,Norden::N,kuzey,veri
430,Süden::N,güney,jug
431,Westen::N,batı,perëndim
432,Osten::N,doğu,lindje
433,Holz::N,ağaç,dru
434,Holz::N,tahta,dru
435,Brett::N,tahta,dërrasë
436,Platte::N,levha,pllakë
437,Stütze::N,dayak,shtyllë
438,Stütze::N,dayak,mbështetesë
439,Stütze::N,destek,shtyllë
440,Stütze::N,destek,mbështetesë
441,Stange::N,çubuk,shufër
442,Stock::N,sopa,dajak
443,Stock::N,değnek,dajak
444,Stab::N,sırık,shkop
445,Stab::N,baston,shkop
446,Rohr::N,boru,tub
447,Haus::N,ev,shtëpi
448,Heim::N,ev,konak
449,Heim::N,ev,shtëpi
450,Heim::N,yurt,konak
451,Heim::N,yurt,shtëpi
452,Ofen::N,soba,sobë
453,Ofen::N,soba,stufë
454,Fußboden::N,taban,dysheme
455,Fußboden::N,döşeme,dysheme
456,Tisch::N,masa,tryezë
457,Stuhl::N,iskemle,karrige
458,Stuhl::N,sandalye,karrige
459,Wiege::N,beşik,djep
460,Bett::N,yatak,shtrat
461,Regal::N,raf,raft
462,Kiste::N,sandık,kuti
463,Fenster::N,pencere,dritare
464,Tür::N,kapı,derë
465,Tor::N,kapı,portë
466,Zaun::N,çit,gardh
467,Dach::N,dam,çati
468,Dach::N,çatı,çati
469,Leiter::N,merdiven,shkallë
470,Besen::N,süpürge,fshesë
471,Spaten::N,bel,lopatë
472,Schaufel::N,kürek,qyrek
473,Gabel::N,çatal,pirun
474,Löffel::N,kaşık,lugë
475,Messer::N,bıçak,thikë
476,Nagel::N,çivi,gozhdë
477,Netz::N,ağ,rrjetë
478,Haken::N,çengel,grep
479,Haken::N,çengel,grremç
480,Griff::N,kulp,dorak
481,Griff::N,kulp,dorezë
482,Griff::N,tutamak,dorak
483,Griff::N,tutamak,dorezë
484,Schloss::N,kilit,bravë
485,Bild::N,imaj,tablo
486,Bild::N,imaj,pikturë
487,Bild::N,resim,tablo
488,Bild::N,resim,pikturë
489,Figur::N,şekil,figurë
490,Figur::N,heykel,figurë
491,Puppe::N,kukla,kukull
492,Beutel::N,kese,qese
493,Beutel::N,kese,trastë
494,Beutel::N,torba,qese
495,Beutel::N,torba,trastë
496,Bündel::N,deste,deng
497,Tasche::N,çanta,çantë
498,Eimer::N,kova,kovë
499,Deckel::N,kapak,kapak
500,Deckel::N,kapak,mbulesë
501,Geschirr::N,kap kacak,enë
502,Sack::N,torba,thes
503,Sack::N,torba,torbë
504,Tasse::N,fincan,filxhan
505,Topf::N,tencere,kusi
506,Topf::N,tencere,tenxhere
507,Kessel::N,kazan,kazan
508,Essen::N,yemek,ngrënie
509,Nahrung::N,gıda,ushqim
510,Nahrung::N,besin,ushqim
511,Speise::N,yemek,gatesë
512,Fleisch::N,et,mish
513,Getreide::N,tahıl,drithë
514,Getreide::N,hububat,drithë
515,Brei::N,ezme,qull
516,Brot::N,ekmek,bukë
517,Scheibe::N,dilim,fetë
518,Fett::N,yağ,lyrë
519,Fett::N,yağ,yndyrë
520,Butter::N,tereyağı,gjalpë
521,Öl::N,yağ,vaj
522,Öl::N,akar yağ,vaj
523,Salz::N,tuz,kripë
524,Suppe::N,çorba,supë
525,Suppe::N,çorba,çorbë
526,Honig::N,bal,mjaltë
527,Milch::N,süt,qumësht
528,Tee::N,çay,çaj
529,Leder::N,deri,lëkurë
530,Leder::N,meşin,lëkurë
531,Wolle::N,yün,lesh
532,Stoff::N,kumaş,pëlhurë
533,Nadel::N,iğne,gjilpërë
534,Faden::N,tire,pe
535,Faden::N,tire,fije
536,Faden::N,iplik,pe
537,Faden::N,iplik,fije
538,Knopf::N,düğme,kopsë
539,Knoten::N,düğüm,komb
540,Farbe::N,boya,bojë
541,Kleidung::N,giyim,veshje
542,Hemd::N,gömlek,këmishë
543,Kragen::N,yaka,jakë
544,Ärmel::N,yen,mëngë
545,Ärmel::N,elbise kolu,mëngë
546,Hose::N,pantolon,brekë
547,Gürtel::N,kuşak,rrip
548,Mütze::N,bere,kësulë
549,Mütze::N,kasket,kësulë
550,Schuh::N,kundura,këpucë
551,Schuh::N,ayakkabı,këpucë
552,Stiefel::N,çizme,çizme
553,Ring::N,yüzük,unazë
554,Band::N,bağ,shirit
555,Band::N,şerit,shirit
556,Kamm::N,tarak,krehër
557,Spiegel::N,ayna,pasqyrë
558,Riemen::N,kayış,rrip
559,Schnur::N,ip,litar
560,Schnur::N,ip,cikomë
561,Schnur::N,sicim,litar
562,Schnur::N,sicim,cikomë
563,Leine::N,kayış,rrip
564,Decke::N,örtü,batanije
565,Decke::N,yorgan,batanije
566,Kissen::N,yastık,jastëk
567,Tuch::N,bez,shami
568,Handtuch::N,havlu,peshqir
569,Kraft::N,güç,forcë
570,Kraft::N,kuvvet,forcë
571,Stärke::N,kuvvet,koll
572,Gesundheit::N,sağlık,shëndet
573,Krankheit::N,hastalık,sëmundje
574,Schmerz::N,ağrı,dhimbje
575,Schmerz::N,sancı,dhimbje
576,Wunde::N,yara,plagë
577,Fieber::N,ateş,ethe
578,Arznei::N,ilâç,ilaç
579,Brücke::N,köprü,urë
580,Brunnen::N,kuyu,pus
581,Brunnen::N,çeşme,pus
582,Weide::N,otlak,kullotë
583,Pfad::N,patika,ravë
584,Pfad::N,patika,shteg
585,Pfad::N,keçiyolu,ravë
586,Pfad::N,keçiyolu,shteg
587,Weg::N,yol,udhë
588,Weg::N,yol,shteg
589,Straße::N,yol,rrugë
590,Straße::N,cadde,rrugë
591,Dorf::N,köy,fshat
592,Dorf::N,köy,katund
593,Stadt::N,kent,qytet
594,Stadt::N,şehir,qytet
595,Brief::N,mektup,letër
596,Buch::N,kitap,libër
597,Buchstabe::N,harf,shkronjë
598,Zeitung::N,gazete,gazetë
599,Leben::N,hayat,jetë
600,Tod::N,ölüm,mortje
601,Grab::N,kabir,varr
602,Kirche::N,kilise,kishë
603,Sünde::N,günah,mëkat
604,Sünde::N,günah,gjynah
605,Gott::N,tanrı,hy
606,Gott::N,tanrı,zot
607,Arbeiter::N,işçi,punëtor
608,Chef::N,şef,shef
609,Chef::N,şef,drejtues
610,Chef::N,müdür,shef
611,Chef::N,müdür,drejtues
612,Meister::N,usta,mjeshtër
613,Arzt::N,hekim,mjek
614,Arzt::N,hekim,doktor
615,Arzt::N,doktor,mjek
616,Arzt::N,doktor,doktor
617,Lehrer::N,hoca,mësues
618,Lehrer::N,hoca,arsimtar
619,Lehrer::N,öğretmen,mësues
620,Lehrer::N,öğretmen,arsimtar
621,Geld::N,para,para
622,Geld::N,para,holla
623,Geschäft::N,ticaret,ujdi
624,Geschäft::N,ticaret,biznes
625,Laden::N,dükkân,dyqan
626,Preis::N,fiyat,çmim
627,Ware::N,mal,mall
628,Nutzen::N,fayda,dobi
629,Nutzen::N,fayda,leverdi
630,Reichtum::N,servet,kamje
631,Reichtum::N,servet,pasuri
632,Reichtum::N,zenginlik,kamje
633,Reichtum::N,zenginlik,pasuri
634,Welt::N,dünya,botë
635,Land::N,ülke,vend
636,Staat::N,devlet,shtet
637,König::N,kral,mbret
638,Macht::N,kudret,fuqi
639,Macht::N,kudret,pushtet
640,Macht::N,iktidar,fuqi
641,Macht::N,iktidar,pushtet
642,Grenze::N,had,kufi
643,Grenze::N,sınır,kufi
644,Krieg::N,savaş,luftë
645,Feind::N,düşman,armik
646,Gewalt::N,zor,dhunë
647,Gewalt::N,cebir,dhunë
648,Kampf::N,savaş,luftim
649,Bogen[Waffe]::N,yay,hark
650,Pfeil::N,ok,shigjetë
651,Gewehr::N,tüfek,pushkë
652,Fehler::N,hata,gafë
653,Fehler::N,hata,gabim
654,Fehler::N,yanlış,gafë
655,Fehler::N,yanlış,gabim
656,Lüge::N,yalan,gënjeshtër
657,Schaden::N,zarar,dëm
658,Schaden::N,zarar,zarar
659,Unglück::N,felâket,fatkeqësi
660,Unglück::N,talihsizlik,fatkeqësi
661,Schuld::N,suç,faj
662,Schuld::N,kabahat,faj
663,Alter::N,yaş,moshë
664,Schluss::N,son,fund
665,Zeit::N,zaman,kohë
666,Tag::N,gün,ditë
667,Morgen::N,sabah,mëngjes
668,Mittag::N,öğle,mesditë
669,Abend::N,akşam,mbrëmje
670,Nacht::N,gece,natë
671,Woche::N,hafta,javë
672,Monat::N,ay,muaj
673,Jahr::N,yıl,vit
674,Jahr::N,sene,vit
675,Frühling::N,ilkbahar,pranverë
676,Sommer::N,yaz,verë
677,Herbst::N,güz,vjeshtë
678,Herbst::N,sonbahar,vjeshtë
679,Winter::N,kış,dimër
680,Januar::N,ocak,janar
681,Februar::N,şubat,shkurt
682,März::N,mart,mars
683,April::N,nisan,prill
684,Mai::N,mayıs,maj
685,Juni::N,haziran,qershor
686,Juli::N,temmuz,korrik
687,August::N,ağustos,gusht
688,September::N,eylül,shtator
689,Oktober::N,ekim,tetor
690,November::N,kasım,nëntor
691,Dezember::N,aralık,dhjetor
692,Montag::N,pazartesi,hënë
693,Dienstag::N,salı,martë
694,Mittwoch::N,çarşamba,mërkurë
695,Donnerstag::N,perşembe,enjte
696,Freitag::N,cuma,premte
697,Samstag::N,cumartesi,shtunë
698,Sonntag::N,pazar,diel
699,groß::A,büyük,madh
700,klein::A,ufak,vogël
701,klein::A,küçük,vogël
702,lang::A,uzun,gjatë
703,kurz::A,kısa,shkurtër
704,breit::A,enli,gjerë
705,breit::A,geniş,gjerë
706,schmal::A,dar,ngushtë
707,dicht::A,sık,dendur
708,dicht::A,yoğun,dendur
709,dick[Gegenstand]::A,kalın,trashë
710,dick[Gegenstand]::A,iri,trashë
711,dünn::A,ince,hollë
712,fein::A,ince,imët
713,fein::A,narin,imët
714,fest::A,sabit,fortë
715,fest::A,sağlam,fortë
716,flach::A,düz,sheshtë
717,flach::A,yassı,sheshtë
718,glatt::A,düz,rrafshët
719,hart::A,katı,fortë
720,weich::A,yumuşak,butë
721,rund::A,yuvarlak,rrumbullakët
722,spitz::A,sivri,majëmprehtë
723,scharf::A,keskin,mprehtë
724,stumpf::A,kör,topitur
725,schwer::A,ağır,rëndë
726,schön::A,güzel,bukur
727,heiß::A,kızgın,nxehtë
728,warm::A,sıcak,ngrohtë
729,kalt::A,soğuk,ftohtë
730,kühl::A,serin,freskët
731,frisch::A,taze,pastër
732,feucht::A,nemli,lagësht
733,feucht::A,rutubetli,lagësht
734,nass::A,yaş,lagur
735,nass::A,ıslak,lagur
736,trocken::A,kuru,thatë
737,voll::A,dolu,plotë
738,voll::A,dolmuş,plotë
739,leer::A,boş,bosh
740,leer::A,boş,zbrazët
741,offen::A,açık,hapur
742,geschlossen::A,kapalı,mbyllur
743,sauber::A,pak,dëlirë
744,sauber::A,temiz,dëlirë
745,schmutzig::A,pis,ndyrë
746,schmutzig::A,kirli,ndyrë
747,roh::A,çiğ,gjallë
748,reif::A,olgun,arrirë
749,lecker::A,lezzetli,shijshëm
750,süß::A,tatlı,ëmbël
751,süß::A,şekerli,ëmbël
752,bitter::A,acı,hidhur
753,sauer::A,ekşi,thartë
754,hell::A,aydınlık,me dritë
755,dunkel::A,karanlık,errët
756,schwarz::A,kara,i zi
757,schwarz::A,siyah,i zi
758,weiß::A,ak,bardhë
759,weiß::A,beyaz,bardhë
760,rot::A,kırmızı,kuq
761,gelb::A,sarı,verdhë
762,blau::A,mavi,blu
763,blau::A,mavi,kaltër
764,grün::A,yeşil,blertë
765,grün::A,yeşil,gjelbër
766,grau::A,boz,hirtë
767,grau::A,boz,bojë hiri
768,bunt::A,renkli,shumëngjyrëshëm
769,billig::A,ucuz,lirë
770,teuer::A,pahalı,shtrenjtë
771,wertvoll::A,değerli,çmuar
772,wertvoll::A,değerli,vlershëm
773,blind::A,kör,qorr
774,blind::A,kör,verbër
775,taub::A,sağır,shurdhër
776,kräftig::A,dinç,fuqishëm
777,kräftig::A,kuvvetli,fuqishëm
778,stark::A,güçlü,fortë
779,stark::A,kuvvetli,fortë
780,schwach::A,zayıf,dobët
781,schwach::A,güçsüz,dobët
782,fett::A,şişman,dhjamur
783,schlank::A,narin,hollë
784,hübsch::A,güzel,bukur
785,hübsch::A,güzel,hijshëm
786,hübsch::A,sevimli,bukur
787,hübsch::A,sevimli,hijshëm
788,böse::A,kötü,keq
789,dumm::A,aptal,teveqel
790,faul::A,tembel,dembel
791,fleißig::A,çalışkan,zellshëm
792,geizig::A,cimri,kurnac
793,geizig::A,cimri,dorështrënguar
794,klug::A,zekî,mençur
795,klug::A,akıllı,mençur
796,geschickt::A,becerikli,aftë
797,lieb::A,sevimli,dashur
798,lustig::A,neşeli,gëzuar
799,sanft::A,nazik,butë
800,hungrig::A,aç,uritur
801,krank::A,hasta,sëmurë
802,krank::A,rahatsız,sëmurë
803,nackt::A,çıplak,lakuriq
804,nackt::A,çıplak,zhveshur
805,traurig::A,kederli,trishtuar
806,traurig::A,üzüntülü,trishtuar
807,lebendig::A,canlı,gjallë
808,gut::A,iyi,mirë
809,schlecht::A,kötü,keq
810,richtig::A,doğru,drejtë
811,schlimm::A,kötü,keq
812,wahr::A,doğru,vërtetë
813,wahr::A,gerçek,vërtetë
