,Concept_ID,mrj,ta
129,Feder::N,пын,இறகு
130,Fell::N,кавашты,மென்முடி
131,Flügel::N,шылдыр,இறக்கை
132,Klaue::N,кӹч,நகம்
133,Kralle::N,лапа,நகம்
134,Schwanz::N,пач,வால்
135,Ei::N,мыны,முட்டை
136,Nest::N,пӹжӓш,கூடு
137,Bau::N,ыраж,குகை
138,Tier::N,во́льык,விலங்கு
139,Herde::N,кӹтö,கூட்டம்
140,Kuh::N,ышкал,பசு
141,Bulle::N,ӱшкӱж,காளை
142,Pferd::N,имни,குதிரை
143,Schaf::N,шарык,செம்மறிஆடு
144,Schwein::N,сасна,பன்றி
145,Hund::N,пи,நாய்
146,Katze::N,коти,பூனை
147,Bär::N,мöскӓ,கரடி
148,Eichhörnchen::N,ур,அணில்
149,Elch::N,шарды,கடம்பை
150,Fuchs::N,рӹвӹж,நரி
151,Hase::N,морен,முயல்
152,Maus::N,каля,எலி
153,Wolf::N,пирӹ,ஓநாய்
154,Vogel::N,кек,பறவை
155,Schwarm::N,цуца,தொகுதி
156,Huhn::N,цӹвӹ,கோழிக்குஞசு
157,Hahn::N,ӓптӓн,சேவல்
158,Gans::N,комбы,பெண் வாத்து
159,Adler::N,кучкыж,பருநது
160,Ente::N,лыды,வாத்து
161,Eule::N,тымана,ஆந்தை
162,Kranich::N,тырня,நாரை
163,Kranich::N,тыртня,நாரை
164,Krähe::N,лудыгарак,காகம்
165,Kuckuck::N,куку,குயில்
166,Schwan::N,йӱксӹ,அன்னம்
167,Fisch::N,кол,மீன்
168,Barsch::N,алангы,பேர்ச்
169,Hecht::N,нуж,கோலாச்சி மீன்
170,Hecht::N,нужгол,கோலாச்சி மீன்
171,Schlange[Tier]::N,кӹшкы,பாம்பு
172,Wurm::N,шукш,புழு
173,Spinne::N,ӓнгӹремшӹ,சிலந்தி
174,Ameise::N,кыткы,எறும்பு
175,Laus::N,ти,பேன்
176,Mücke::N,кужнер,கொசுவினப்பூச்சி
177,Mücke::N,кужынер,கொசுவினப்பூச்சி
178,Fliege::N,шӹнгӓ,ஈ
179,Schmetterling::N,лӹпӹ,வண்ணத்துப்பூச்சி
180,Beere::N,мöр,சதைப்பழம்
181,Apfel::N,олма,ஆப்பிள பழம்
182,Pilz::N,понгы,காளான்
183,Zwiebel::N,охыра,வெங்காயம்
184,Saat::N,нӱшмӹ,விதை
185,Saat::N,нӱшмӱ,விதை
186,Korn::N,пӹрцӹ,தானியம்
187,Heu::N,шуды,வைக்கோல்
188,Schale::N,аваха,தோல்
189,Schale::N,карлангы,தோல்
190,Grube::N,йӓм,குழி
191,Falle::N,лӱдӹ,பொறி
192,Falle::N,лӱдӹш,பொறி
193,Schlinge::N,онгы,கண்ணி
194,Spur::N,кишӓ,சுவடு
195,Asche::N,ломых,சாம்பல்
196,Asche::N,ломпыж,சாம்பல்
197,Dreck::N,лявӹрӓ,அழுக்கு
198,Eisen::N,кӹртни,இரும்பு
199,Gold::N,шöртни,தங்கம்
200,Gold::N,шöртньӹ,தங்கம்
201,Silber::N,ши,வெள்ளி
202,Kohle::N,шӱ,நிலக்கரி
203,Glas::N,охоница,கண்ணாடி
204,Lehm::N,шун,களிமண்
205,Sand::N,ошма,மணல்
206,Mensch::N,эдем,மனிதர்கள்
207,Mann::N,пӱэргӹ,மனிதன்
208,Frau::N,ӹдӹрӓмӓш,பெண்
209,Kind::N,ӓзӓ,குழந்தை
210,Kind::N,шачшы,குழந்தை
211,Junge::N,рвезӹ,பையன்
212,Junge::N,ӹрвезӹ,பையன்
213,Mädchen::N,ӹдӹрӓш,சிறுமி
214,Familie::N,йиш,குடும்பம்
215,Familie::N,семня,குடும்பம்
216,Großvater::N,тьоти,தாத்தா
217,Großmutter::N,папа,பாட்டி
218,Eltern::N,ӓтя-ӓвӓ,பெற்றோர்
219,Vater::N,ӓтя,தந்தை
220,Mutter::N,ӓвӓ,தாய்
221,Sohn::N,эргӹ,மகன்
222,Tochter::N,ӹдӹр,மகள்
223,Bruder::N,ӹза,சகோதரன்
224,Schwester::N,ӓкӓ,அக்கா
225,Onkel::N,кугуза,தாய் மாமன்
226,Tante::N,куака,அத்தை
227,Ehemann::N,мары,கணவன்
228,Ehefrau::N,вӓтӹ,மனைவி
229,Freude::N,ӹвӹртӹмӓш,கொண்டாட்டம்
230,Gelächter::N,ваштылмаш,சிரிப்பு
231,Glück::N,пиӓл,மகிழ்ச்சி
232,Kummer::N,ясы,துயரம்
233,Wunsch::N,охата,விருப்பம்
234,Wunsch::N,шанымаш,விருப்பம்
235,Lust::N,шӓр,விருப்பம்
236,Lust::N,охата,விருப்பம்
237,Lust::N,шанымаш,விருப்பம்
238,Geist::N,тух,ஆன்மா
239,Gedanke::N,шанымаш,எண்ணம்
240,Gedächtnis::N,ӓш,ஞாபகம்
241,Verstand::N,ыш,மனம்
242,Sinn::N,кын,அர்த்தம்
243,Grund::N,вир,காரணம்
244,Wahrheit::N,тöр,உண்நை
245,Gespräch::N,хытырымаш,பெசு
246,Märchen::N,ямак,நம்பத்தகாத கதை
247,Erzählung::N,шайыштмаш,கதை
248,Nachricht::N,увертӓрӹмӓш,செய்தி
249,Neuigkeit::N,увер,செய்தி
250,Name::N,лӹм,பெயர்
251,Rätsel::N,тышты,புதிர்
252,Rede::N,шая,பேச்சு
253,Rede::N,шамак,பேச்சு
254,Sprache::N,йӹлмӹ,மொழி
255,Stimme::N,юк,குரல்
256,Wort::N,шамак,வார்த்தை
257,Zeichen::N,палӹ,குறி
258,Ruf::N,сӹгӹрӹмӓш,அழைப்பு
259,Lärm::N,юкланымащ,சத்தம்
260,Laut::N,юк,ஒலி
261,Ton::N,юк,குரல்
262,Lied::N,мыры,பாட்டு
263,Ruhe::N,тыр,அமைதி
264,Leute::N,эдемвлӓ,மக்கள்
265,Volk::N,халык,மக்கள்
266,Arbeit::N,пӓшӓ,வேலை
267,Gast::N,хына,விருந்தாளி
268,Geschenk::N,подарка,பரிசுப் பொருள்
269,Spiel::N,мадыш,விளையாட்டு
270,Gesellschaft::N,йӓл,சமுதாயம்
271,Gesellschaft::N,йӓлвлӓ,சமுதாயம்
272,Hilfe::N,палшык,உதவி
273,Freund::N,тӓнг,நண்பன்
274,Kamerad::N,тос,உடனிருப்பவன்
275,Angelegenheit::N,дела,செய்தி
276,Angelegenheit::N,йела,செய்தி
277,Angelegenheit::N,йыла,செய்தி
278,Angelegenheit::N,пӓшӓ,செய்தி
279,Anzahl::N,шот,எண்ணிக்கை
280,Art::N,цӹре,வகை
281,Stück::N,лаштык,துண்டம்
282,Teil::N,пай,பகுதி
283,Teil::N,часть,பகுதி
284,Hälfte::N,пел,பாதி
285,Kreis::N,тӹртӹш,வட்டம்
286,Kreuz::N,крестӹ,சிலுவை
287,Abstand::N,ло,இடைவெளி
288,Entfernung::N,ло,தூரம்
289,Gegend::N,вӓр,வட்டாரம்
290,Platz::N,вӓр,வெற்றிடம்
291,Ort::N,вӓр,இடம்
292,Seite::N,öрдӹж,பக்கம்
293,Mitte::N,ло,இடைப்பகுதி
294,Gegenstand::N,хӓдӹр,உருப்படி
295,Sache::N,хӓдӹр,பொருள்
296,Rand::N,шöр,தொங்கு
297,Kante::N,шöр,விளிம்பு
298,Ecke::N,лык,மூலை
299,Spitze::N,вуй,முனை
300,Ende::N,вуй,முடிவு
301,Ende::N,мычаш,முடிவு
302,Loch::N,ыраж,துளை
303,Winkel::N,лык,கோணம்
304,Muster::N,тӹрлец,பாங்கு
305,Größe::N,кӱкшӹц,அளவு
306,Länge::N,кыт,நீளம்
307,Höhe::N,кӱкшӹц,உயரம்
308,Gewicht::N,нелӹц,எடை
309,Menge::N,шот,தொகை
310,Haufen::N,ара,குவியல்
311,Reihe::N,ряд,வரிசை
312,Boot::N,пыш,படகு
313,Ruder::N,вешлӓ,துடுப்பு
314,Schlitten::N,тир,சகடையிலா வண்டி
315,Ski::N,ечӹ,பனிச் சறுக்கல்
316,Lagerfeuer::N,тыл,மூட்டம்
317,Last::N,нелӹц,பாரம்
318,Gang::N,ход,நடை
319,Schritt::N,ашкыл,காலடி
320,Norden::N,йыдпелвел,வடக்கு
321,Süden::N,кечӹвӓлвел,தெற்கு
322,Westen::N,кечӹ шӹцмӹ,மேற்கு திசை
323,Osten::N,ирвел,கிழக்கு
324,Osten::N,кечӹ лӱлтмӹ,கிழக்கு
325,Holz::N,пушӓнгӹ,மரக்கட்டை
326,Brett::N,ханга,பலகை
327,Platte::N,плитӓ,பலகம்
328,Stütze::N,цӓрӓк,அடைப்புகன்
329,Stange::N,равы,கம்பம்
330,Stange::N,намаш,கம்பம்
331,Stock::N,панды,குச்சி
332,Stab::N,равы,கம்பு
333,Rohr::N,пыч,குழாய்
334,Haus::N,пöрт,வீடு
335,Heim::N,пöрт,வீடு
336,Ofen::N,камака,அடுப்பு
337,Fußboden::N,седӹрӓ,தரை
338,Tisch::N,стöл,மேசை
339,Stuhl::N,пöкен,நாற்காலி
340,Wiege::N,шипкӓ,தொட்டில்
341,Bett::N,койка,படுக்கை
342,Bett::N,кравать,படுக்கை
343,Regal::N,полицӓ,அலமாரி
344,Kiste::N,шӱ́ндӹк,பெட்டி
345,Fenster::N,окня,சாளரம்
346,Tür::N,амаса,கதவு
347,Tor::N,хапка,வாசற்கதவு
348,Zaun::N,забор,வேலி
349,Dach::N,левӓш,கூரை
350,Leiter::N,ташкалтыш,ஏணி
351,Besen::N,сало,விளக்குமாறு
352,Besen::N,салко,விளக்குமாறு
353,Spaten::N,кольмы,மண்வெட்டி
354,Schaufel::N,лоток,அடிதண்டா
355,Gabel::N,ви́лка,முட்கரண்டி
356,Löffel::N,савала,கரண்டி
357,Messer::N,кӹзӹ,கத்தி
358,Nagel::N,пыда,ஆணி
359,Netz::N,вӓпш,வலை
360,Haken::N,крӱк,கொக்கி
361,Haken::N,кагак,கொக்கி
362,Griff::N,кычем,கைப்பிடி
363,Schloss::N,замок,பூட்டு
364,Schloss::N,сыравач,பூட்டு
365,Bild::N,картин,படம்
366,Figur::N,кӓн,எண்ணிக்கை
367,Puppe::N,поханя,பொம்மை
368,Beutel::N,мешӓк,பை
369,Bündel::N,топ,பொதி
370,Bündel::N,пидӹш,பொதி
371,Bündel::N,кӹлдӹш,பொதி
372,Tasche::N,сумкы,பை
373,Eimer::N,ведӹрӓ,வாளி
374,Deckel::N,комдыш,உறை
375,Geschirr::N,ӓтӹ,பாத்திரம்
376,Sack::N,мешӓк,பை
377,Tasse::N,цӓшкӓ,கிண்ணம்
378,Topf::N,ми́ска,பானை
379,Kessel::N,пад,கெண்டி
380,Essen::N,качкыш,உணவருந்துதல்
381,Essen::N,качкыш-йӱш,உணவருந்துதல்
382,Nahrung::N,качкыш,உணவு
383,Nahrung::N,качкыш-йӱш,உணவு
384,Speise::N,няня,உணவு வகை
385,Fleisch::N,пай,இறைச்சி
386,Getreide::N,киндӹ,மக்காச்சோளம்
387,Brei::N,шӹрӓш,கஞ்சி
388,Brot::N,сыкыр,ரொட்டி
389,Scheibe::N,ламыт,துண்டு
390,Scheibe::N,лаштык,துண்டு
391,Fett::N,кая,கொழுப்பு
392,Butter::N,ӱ,வெண்ணெய்
393,Öl::N,ӱ,எண்ணெய்
394,Salz::N,санзал,உப்பு
395,Suppe::N,лем,ரசம்
396,Honig::N,мӱ,தேன்
397,Milch::N,шӹшер,பால்
398,Tee::N,чӓй,தெனீர்
399,Leder::N,шарга,பதம் செய்யப்பட்ட தோல்
400,Leder::N,кавашты,பதம் செய்யப்பட்ட தோல்
401,Wolle::N,миж,கம்பளி
402,Stoff::N,матер,துணி
403,Stoff::N,матери,துணி
404,Nadel::N,им,ஊசி
405,Faden::N,шӹртӹ,நூல்
406,Knopf::N,полдыш,பொத்தான்
407,Knoten::N,пӱкшем,முடிச்சு
408,Farbe::N,чиӓ,வண்ணக் குழம்பு
409,Farbe::N,крӓскӓ,வண்ணக் குழம்பு
410,Kleidung::N,выргем,ஆடைகள்
411,Hemd::N,тыгыр,சட்டை
412,Kragen::N,шӱ,கழுத்துப் பட்டை
413,Ärmel::N,шокш,சட்டைக்கை
414,Hose::N,ялаш,கால்சட்டை
415,Gürtel::N,ӹштӹ,பெல்ட்
416,Mütze::N,упш,தொப்பி
417,Schuh::N,ту́фльы,காலணி
418,Stiefel::N,кем,காலணி
419,Ring::N,шӓргӓш,மோதிரம்
420,Band::N,лемтӓ,நாடா
421,Kamm::N,шерге,கீப்பு
422,Spiegel::N,тӹгӹр,ஆடி
423,Spiegel::N,тӹгӹр,கண்ணாடி
424,Riemen::N,прӓжӓ,வார்
425,Schnur::N,кӓндӹра,கயிறு
426,Leine::N,керем,தோல்வார்
427,Decke::N,одеял,போர்வை
428,Kissen::N,кӹпцӹк,தலையணை
429,Tuch::N,савыц,துணி
430,Handtuch::N,шӹргӹсавыц,தண்டு
431,Handtuch::N,шӹргӹмсавыц,தண்டு
432,Kraft::N,ви,நிர்பந்தம்
433,Stärke::N,ви,பலம்
434,Gesundheit::N,шу,ஆரோக்கியம்
435,Gesundheit::N,шулык,ஆரோக்கியம்
436,Krankheit::N,мыж,நோய்
437,Schmerz::N,карштыш,வலி
438,Wunde::N,шушыр,காயம்
439,Fieber::N,ӱштӹмыж,காய்ச்சல்
440,Arznei::N,лекӓрцӹ,மருந்து
441,Brücke::N,кӹвер,பாலம்
442,Brunnen::N,вӹдсӹнзӓ,கேணி
443,Weide::N,ныр,மேய்ச்சல் நிலம்
444,Pfad::N,ялгорны,நடை வழி
445,Weg::N,корны,வழி
446,Straße::N,корны,சாலை
447,Dorf::N,сола,கிராமம்
448,Stadt::N,города,நகரம்
449,Brief::N,сирмӓш,கடிதம்
450,Buch::N,книгӓ,புத்தகம்
451,Buchstabe::N,буква́,எழத்து
452,Zeitung::N,газет,செய்தித்தாள்
453,Zeitung::N,кайзет,செய்தித்தாள்
454,Leben::N,житя,வாழ்க்கை
455,Tod::N,смöрт,மரணம்
456,Grab::N,шӹгер,சமாதி
457,Grab::N,мыгилӓ,சமாதி
458,Grab::N,шӹгерлӓ,சமாதி
459,Kirche::N,церкӹ,தேவாலயம்
460,Sünde::N,сулык,பாவம்
461,Gott::N,йымы,கடவுள்
462,Arbeiter::N,пӓшӓзӹ,தொழிலாளி
463,Chef::N,вуй,மேலாளர்
464,Meister::N,мастар,தலைவன்
465,Arzt::N,доктор,மருத்துவர்
466,Lehrer::N,тымдышы,ஆசிரியர்
467,Geld::N,окса,பணம்
468,Geschäft::N,торге́йӹмӓш,வாணிபம்
469,Laden::N,лапка,கடை
470,Laden::N,магазин,கடை
471,Preis::N,ӓк,விலை
472,Ware::N,товар,சாமன்கள்
473,Nutzen::N,пайда,இலாபம்
474,Reichtum::N,перке,சொத்து
475,Welt::N,сӓндӓлӹк,உலகம்
476,Welt::N,свет,உலகம்
477,Land::N,сӓндӓлӹк,நாடு
478,Staat::N,кугижӓншӹ,நாடு
479,König::N,король,அரசன்
480,Macht::N,власть,அதிகாரம்
481,Grenze::N,пӹсмӓн,எல்லை
482,Krieg::N,вырсы,போர்
483,Feind::N,тышман,எதிரி
484,Gewalt::N,ви,வன்முறை
485,Kampf::N,кредӓлмӓш,போராட்டம்
486,Bogen[Waffe]::N,янгеж,வில்
487,Pfeil::N,пикш,அம்பு
488,Gewehr::N,пичӓл,துப்பாக்கி
489,Fehler::N,самынь,தவறு
490,Lüge::N,шая,பொய்
491,Schaden::N,вре́дӓ,சேதாரம்
492,Unglück::N,пёда,இடையூறு
493,Unglück::N,тымаша,இடையூறு
494,Schuld::N,вуйнамат,குற்றம்
495,Alter::N,иӓш,வயது
496,Alter::N,игечӹ,வயது
497,Schluss::N,пӹтӓртӹш,முடிவு
498,Zeit::N,веремӓ,காலம்
499,Tag::N,кечӹ,நாள்
500,Morgen::N,ир,காலை நேரம்
501,Morgen::N,ирок,காலை நேரம்
502,Mittag::N,кечӹвӓл,மதியம்
503,Abend::N,вады,மாலைப் பொழுது
504,Nacht::N,йыд,இரவு
505,Woche::N,ӓрня,வாரம்
506,Monat::N,тӹ́лзӹ,மாதம்
507,Jahr::N,год,வருடம்
508,Frühling::N,шошым,வசந்தம்
509,Sommer::N,кӓнгӹж,கோடை
510,Herbst::N,шӹжӹ,இலையுதிர் காலம்
511,Winter::N,тел,குளிர்காலம்
512,Winter::N,телӹ,குளிர்காலம்
513,Januar::N,январ,ஜனவரி
514,Januar::N,январь,ஜனவரி
515,Februar::N,февраль,பிபரவரி மாதம்
516,März::N,март,மார்ச் மாதம்
517,April::N,апрель,ஏப்ரல் மாதம்
518,Mai::N,май,மே மாதம்
519,Juni::N,июнь,ஜூன் மாதம்
520,Juli::N,июль,ஜூலை மாதம்
521,August::N,август,ஆகஸ்ட் மாதம்
522,September::N,сентябрь,செப்டம்பர் மாதம்
523,Oktober::N,октябрь,அக்டோபர் மாதம்
524,November::N,ноябрь,நவம்பர் மாதம்
525,Dezember::N,декавыр,டிசம்பர்
526,Montag::N,шачмы,திங்கட் கிழமை
527,Dienstag::N,кышкыжмы,செவ்வாய்க்கிழமை
528,Mittwoch::N,вӹрчегӹ,புதன் கிழமை
529,Donnerstag::N,изӓрня,வியாழக் கிழமை
530,Freitag::N,когарня,வெள்ளிக்கிழமை
531,Samstag::N,кукшыгечӹ,சனிக்கிழமை
532,Sonntag::N,рушӓрня,ஞாயிறுக் கிழமை
533,groß::A,кого,பெரிய
534,klein::A,изи,சிறிய
535,lang::A,кужы,நீண்ட
536,kurz::A,кӹтӹк,குட்டையான
537,breit::A,кымда,அகலமான
538,schmal::A,ӓнгӹсӹр,குறுகலான
539,dicht::A,шӹре,அடர்த்தியான
540,dick[Gegenstand]::A,кӹжгӹ,தடித்த
541,dünn::A,вӹцкӹж,சன்னமான
542,fein::A,пыльга,மெல்லிய
543,fest::A,цаткыды,உறுதியாள
544,flach::A,тӓлякӓ,தட்டையான
545,glatt::A,ягылгы,வழுவழுப்பான
546,hart::A,пингӹдӹ,கடினமான
547,weich::A,пышкыды,மென்மையான
548,rund::A,тӹртӹш,உருண்டையான
549,spitz::A,кашар,திகந்தமாக
550,scharf::A,кашар,கூரான
551,stumpf::A,нӹшкӹ,உளம் திறந்த
552,schwer::A,нелӹ,கனமான
553,schön::A,цевер,அழகான
554,schön::A,олмыдшы,அழகான
555,heiß::A,шокшы,சூடான
556,warm::A,шокшы,இதமான
557,kalt::A,ӱштӹ,குளிர்ச்சியான
558,kühl::A,юалгы,குளிர்ச்சியான
559,kühl::A,йонгата,குளிர்ச்சியான
560,frisch::A,йонгата,சுத்தமான
561,feucht::A,ӹлӹкшӹ,ஈரமான
562,feucht::A,вӹдӹжгӹ,ஈரமான
563,nass::A,начкы,ஈரமான
564,trocken::A,кукшы,உலர்ந்த
565,voll::A,темшӹ,நிரம்பிய
566,voll::A,темыман,நிரம்பிய
567,leer::A,йӓрӓ,காலியான
568,offen::A,виш,திறந்த
569,geschlossen::A,чӱчмӹ,மூடப்பட்ட
570,geschlossen::A,тӹкӹлӓлтшӹ,மூடப்பட்ட
571,sauber::A,ире,சுத்தமான
572,schmutzig::A,шоран,அழக்கான
573,schmutzig::A,лявӹрӓн,அழக்கான
574,schmutzig::A,шорангшы,அழக்கான
575,roh::A,пеле кӱшӹ,கச்சா
576,reif::A,кӱшӹ,பழுத்த
577,lecker::A,тотан,சுவைமிக்க
578,süß::A,мӱӓн,இனிப்பான
579,bitter::A,качы,கசப்பான
580,sauer::A,шапы,புளிப்பாக
581,hell::A,соты,பளபளப்பான
582,hell::A,валгыды,பளபளப்பான
583,dunkel::A,пӹц,கருமையான
584,dunkel::A,пӹцкемӹш,கருமையான
585,schwarz::A,шим,கருப்பு வண்ண
586,weiß::A,ош,வெண்மையன
587,weiß::A,ошы,வெண்மையன
588,rot::A,якшаргы,சிவப்பு
589,gelb::A,сар,மஞ்சள் வண்ணம்
590,gelb::A,сары,மஞ்சள் வண்ணம்
591,blau::A,симсӹ,நீல வண்ண
592,grün::A,ыжар,பச்சை வண்ண
593,grau::A,луды,சாம்பல் நிற
594,bunt::A,ала,வண்ண மயமான
595,billig::A,шулдаш,மலிவான
596,teuer::A,шергӹ,விலை அதிகமான
597,teuer::A,шергӓкӓн,விலை அதிகமான
598,wertvoll::A,ӓкӓн,மதிப்புள்ள
599,blind::A,слöпöй,பார்வையற்ற
600,blind::A,сльöпöй,பார்வையற்ற
601,taub::A,тӱтӱк,செவிடான
602,kräftig::A,виӓн,வலிமையான
603,stark::A,виӓн,பலமான
604,schwach::A,шава,பலவீனமான
605,schwach::A,лӹпкӓ,பலவீனமான
606,schwach::A,слабка,பலவீனமான
607,fett::A,таза,பருமனாக
608,schlank::A,яштака,ஒல்லியான
609,hübsch::A,сӹлнӹ,அழகிய
610,hübsch::A,олмыдшы,அழகிய
611,böse::A,шӹдӓн,கேடு விளைவிக்கும்
612,dumm::A,окмак,முட்டாள்தனமான
613,faul::A,ялахай,சோம்பலான
614,fleißig::A,пӓшам яратышы,ஊக்கந்தளராத
615,geizig::A,шык,கஞேசத்தனமான
616,klug::A,ышан,சாதுரியமான
617,geschickt::A,мастар,திறமையள்ள
618,lieb::A,тыри,அன்புக்குரிய
619,lustig::A,мындыр,களிப்புமிக்க
620,lustig::A,сусу,களிப்புமிக்க
621,sanft::A,йӹвӹжӓ,சாதுவான
622,hungrig::A,шужышы,பசியுடன்
623,krank::A,церлӹ,நோயுற்று
624,krank::A,хворой,நோயுற்று
625,nackt::A,цӓрӓ,ஆடையற்ற
626,traurig::A,сы́лыкан,சோகமான
627,traurig::A,кымы́лдымы,சோகமான
628,lebendig::A,живой,பிழைப்பு
629,gut::A,яжо,நல்ல
630,schlecht::A,уда,கெட்ட
631,schlecht::A,худа,கெட்ட
632,richtig::A,вургамла,சரியான
633,schlimm::A,йӹрнык,அருவருப்பான
634,wahr::A,настоящий,உண்மையான
635,wahr::A,настояшый,உண்மையான
636,alt::A,шонгы,பழைய
637,neu::A,у,புதிய
638,ehemalig::A,тошты,முன்நாள்
639,alt[Lebewesen]::A,ӹлалшӹ,வயதான
640,jung::A,нöргӹ,இளமையான
641,jung::A,молода,இளமையான
642,arm::A,укеӓн,ஏழ்மையான
643,reich::A,паян,செல்வம் படைத்த
644,reich::A,пурлыкан,செல்வம் படைத்த
