,Concept_ID,uk,te
56,Himmel::N,небо,ఆకాశము
57,Sonne::N,сонце,సూర్యుడు
58,Mond::N,місяць,చంద్రుడు
59,Stern::N,зірка,నక్షత్రము
60,Luft::N,повітря,గాలి
61,Wind::N,вітер,వీచుచున్నగాలి
62,Welle::N,хвиля,అల
63,Wasser::N,вода,నీరు
64,Stein::N,камінь,ఱాయి
65,Boden::N,ґрунт,నేల
66,Erde::N,земля,మన్ను
67,Staub::N,пил,దుమ్ము
68,Rauch::N,дим,పొగ
69,Funke::N,іскра,అగ్నికణము
70,Feuer::N,вогонь,అగ్ని
71,Licht::N,світло,కాంతి
72,Schatten::N,тінь,నీడ
73,Wetter::N,погода,వాతావరణ స్థితి
74,Nebel::N,туман,పొగమంచు
75,Wolke::N,хмара,మేఘము
76,Regen::N,дощ,వాన
77,Schnee::N,сніг,హిమము
78,Eis::N,лід,మంచుగడ్డ
79,Frost::N,мороз,పేరిన మంచు
80,Kälte::N,холод,చలి
81,Hitze::N,жар,వేడిమి
82,Raureif::N,іній,మంచు
83,Regenbogen::N,райдуга,ఇంద్రధనుస్సు
84,Donner::N,грім,ఉరుము
85,Strömung::N,струмина,ప్రవాహము
86,Tropfen::N,крапля,చుక్క
87,Schaum::N,піна,నురుగు
88,Schmutz::N,бруд,మైల
89,See::N,озеро,సరస్సు
90,Sumpf::N,драговина,చిత్తడినేల
91,Moor::N,болото,చిత్తడినేల
92,Wiese::N,луг,పచ్చిక బయలు
93,Wiese::N,лука,పచ్చిక బయలు
94,Wald::N,ліс,అడవి
95,Hügel::N,горб,చివ్నకొండ
96,Anhöhe::N,височина,కొండ
97,Berg::N,гора,పర్వతము
98,Gipfel::N,вершина,శిఖరము
99,Höhle::N,печера,గుహ
100,Abhang::N,схил,ఏటవాలు
101,Quelle::N,джерело,మూలము
102,Bach::N,струмок,కాలువ
103,Fluss::N,річка,నది
104,Ufer::N,берег,తీరము
105,Küste::N,узбережжя,తీరము
106,Festland::N,суша,భూమి
107,Meer::N,море,సముద్రము
108,Bucht::N,бухта,మరుగు
109,Bucht::N,затока,మరుగు
110,Insel::N,острів,దీవి
111,Blume::N,квітка,పుష్పము
112,Gras::N,трава,పచ్చగడ్డి
113,Wurzel::N,корінь,వేరు
114,Baum::N,дерево,చెట్టు
115,Stamm::N,стовбур,చెట్టుబోదె
116,Rinde::N,кора,చెట్టుపట్ట
117,Ast::N,гілка,కొమ్మ
118,Zweig::N,галузь,చివుకు
119,Blatt::N,лист,ఆకు
120,Birke::N,береза,తరహా చెట్టు
121,Kiefer[Baum]::N,сосна,దేవదారు చెట్టు
122,Weide[Baum]::N,верба,జాతిచెట్టు
123,Tanne::N,ялиця,దేవదారుచెట్టు
124,Horn::N,ріг,కొమ్ము
125,Feder::N,перо,ఈక
126,Fell::N,хутро,తోలు
127,Flügel::N,крило,ఱెక్క
128,Klaue::N,кіготь,వంకరగోరు
129,Kralle::N,лапа,వంకరగోరు
130,Schwanz::N,хвіст,తోక
131,Ei::N,яйце,గ్రుడ్డు
132,Nest::N,гніздо,పక్షిగూడు
133,Bau::N,лігво,గుహ
134,Tier::N,тварина,జంతువు
135,Herde::N,стадо,మంద
136,Kuh::N,корова,ఆవు
137,Bulle::N,бик,గిత్త
138,Bulle::N,бугай,గిత్త
139,Pferd::N,кінь,గుఱ్ఱము
140,Schaf::N,вівця,గొఱ్ఱె
141,Schwein::N,свиня,పంది
142,Hund::N,собака,కుక్క
143,Katze::N,кішка,పిల్లి
144,Bär::N,ведмідь,ఎలుగుబంటి
145,Eichhörnchen::N,білка,ఉడుత
146,Elch::N,лось,కణంజు
147,Fuchs::N,лисиця,గుంటనక్క
148,Hase::N,заєць,కుందేలు
149,Maus::N,миша,చిట్టెలుక
150,Wolf::N,вовк,తోడేలు
151,Vogel::N,птах,పక్షి
152,Schwarm::N,зграя,గుంపు
153,Huhn::N,курка,కోడిపిల్ల
154,Hahn::N,півень,కోడివుంజు
155,Gans::N,гуска,ఆడుబాతు
156,Adler::N,орел,గ్రద్ద
157,Ente::N,качка,పాట్టిబాతు
158,Eule::N,сова,గ్రుడ్లగూబ
159,Kranich::N,журавель,కొంగ
160,Krähe::N,ворона,కాకి
161,Kuckuck::N,зозуля,కోయల
162,Schwan::N,лебідь,హంస
163,Fisch::N,риба,చేప
164,Barsch::N,окунь,ఒకచేఁప
165,Hecht::N,щука,గండుమీను
166,Schlange[Tier]::N,змія,పాము
167,Wurm::N,черв’як,పురుగు
168,Spinne::N,павук,సాలె పురుగు
169,Ameise::N,мурашка,చీమ
170,Laus::N,воша,పేను
171,Mücke::N,комар,చీకటీగ
172,Fliege::N,муха,ఈగ
173,Schmetterling::N,метелик,సీతాకోకచిలుక
174,Beere::N,ягода,కాయ
175,Apfel::N,яблуко,ఆపిల్ పండు
176,Pilz::N,гриб,కుక్కగొడుగు
177,Zwiebel::N,цибуля,నీరుల్లి
178,Saat::N,сім’я,విత్తనము
179,Korn::N,зерно,గింజ
180,Heu::N,сіно,ఎండుగడ్డి
181,Schale::N,шкірка,పొట్టు
182,Grube::N,яма,గొయ్యి
183,Falle::N,пастка,బోను
184,Schlinge::N,петля,ఉరి
185,Spur::N,слід,జాడ
186,Asche::N,зола,బూడిద
187,Asche::N,попіл,బూడిద
188,Dreck::N,бруд,ముఱికి
189,Eisen::N,залізо,ఇనుము
190,Gold::N,золото,బంగారము
191,Silber::N,срібло,వెండి
192,Kohle::N,вугілля,నేలబొగ్గు
193,Glas::N,скло,గాజు
194,Lehm::N,глина,బంకమన్ను
195,Sand::N,пісок,ఇసుక
196,Mensch::N,людина,నరుడు
197,Mann::N,чоловік,పురుమడు
198,Frau::N,жінка,ఆడుది
199,Kind::N,дитина,బిడ్డ
200,Junge::N,хлопець,బాలుడు
201,Mädchen::N,дівчина,బాలిక
202,Familie::N,сім’я,కుటుంబము
203,Familie::N,родина,కుటుంబము
204,Großvater::N,дідусь,తాత
205,Großmutter::N,бабуся,అయ్యమ్మ
206,Eltern::N,батьки,తల్లితండ్రులు
207,Vater::N,батько,తండ్రి
208,Mutter::N,мати,తల్లి
209,Sohn::N,син,కొడుకు
210,Tochter::N,дочка,కూతురు
211,Bruder::N,брат,పోదరుడు
212,Schwester::N,сестра,సోదరి
213,Onkel::N,дядько,మేనమామ
214,Tante::N,тітка,మేనత్త
215,Tante::N,тітка,పినతల్లి
216,Ehemann::N,чоловік,భర్త
217,Ehefrau::N,жінка,భార్య
218,Ehefrau::N,дружина,భార్య
219,Freude::N,радощі,సంతోషము
220,Gelächter::N,сміх,నవ్వు
221,Glück::N,щастя,సంతోషము
222,Kummer::N,горе,దుఃఖము
223,Wunsch::N,бажання,కోరిక
224,Lust::N,бажання,కోరిక
225,Geist::N,дух,ఆత్మ
226,Gedanke::N,думка,ఆలోచన
227,Gedächtnis::N,пам’ять,జ్ఞాపకము
228,Verstand::N,розум,మనస్సు
229,Sinn::N,зміст,అర్థము
230,Sinn::N,значення,అర్థము
231,Grund::N,причина,కారణము
232,Wahrheit::N,правда,సత్యము
233,Gespräch::N,розмова,పంభాషణ
234,Märchen::N,байка,అద్భుతకథ
235,Erzählung::N,повість,కథ
236,Erzählung::N,оповідання,కథ
237,Nachricht::N,повідомлення,వార్త
238,Neuigkeit::N,новина,వార్త
239,Name::N,ім’я,పేరు
240,Rätsel::N,загадка,చిక్కు
241,Rede::N,промова,ఉపన్యాసము
242,Sprache::N,мова,భాష
243,Stimme::N,голос,కంరథ్సని
244,Wort::N,слово,మాట
245,Zeichen::N,знак,గుర్తు
246,Ruf::N,оклик,పిలువు
247,Lärm::N,шум,సందడి
248,Laut::N,звук,ధ్వని
249,Ton::N,тон,స్వరము
250,Lied::N,пісня,పాట
251,Ruhe::N,спокій,గాలిలేమి
252,Leute::N,люди,జనులు
253,Volk::N,народ,జాతి
254,Arbeit::N,робота,పని
255,Gast::N,гість,అతిధి
256,Geschenk::N,подарунок,దానము
257,Spiel::N,гра,ఆట
258,Gesellschaft::N,товариство,జట్టు
259,Hilfe::N,допомога,సాహాయ్యము
260,Freund::N,друг,స్నేహితుడు
261,Freund::N,приятель,స్నేహితుడు
262,Kamerad::N,товариш,చెలికాడు
263,Angelegenheit::N,справа,విషయము
264,Anzahl::N,число,లెక్క
265,Art::N,рід,జాతి
266,Stück::N,кусок,తునుక
267,Teil::N,частина,భాగము
268,Hälfte::N,половина,సగము
269,Kreis::N,круг,వృత్తము
270,Kreis::N,коло,వృత్తము
271,Kreuz::N,хрест,సిలువ
272,Linie::N,лінія,గీత
273,Strich::N,штрих,గీత
274,Abstand::N,проміжок,సందు
275,Entfernung::N,відстань,దూరము
276,Gegend::N,місцевість,విస్తీర్ణము
277,Platz::N,площа,ఎడము
278,Ort::N,місце,స్థలము
279,Seite::N,сторона,ప్రక్క
280,Mitte::N,середина,నడిమి
281,Gegenstand::N,предмет,పద్దు
282,Sache::N,річ,వస్తువు
283,Rand::N,край,అంచు
284,Kante::N,ребро,అంచు
285,Ecke::N,ріг,మూల
286,Spitze::N,кінчик,మొన
287,Ende::N,кінець,కొన
288,Loch::N,діра,రంధ్రము
289,Winkel::N,куток,కోణము
290,Muster::N,узор,మాదిరి
291,Größe::N,розмір,పరిమాణము
292,Länge::N,довжина,పొడుగు
293,Höhe::N,висота,పొడుగు
294,Gewicht::N,вага,భారము
295,Menge::N,кількість,మొత్తము
296,Haufen::N,купа,రాశి
297,Reihe::N,ряд,వరుస
298,Boot::N,човен,పడవ
299,Ruder::N,весло,అడక
300,Schlitten::N,сани,సరవండ్లు
301,Ski::N,лижа,స్కీ
302,Lagerfeuer::N,вогнище,నెగడు
303,Last::N,тягар,బరువు
304,Last::N,вантаж,బరువు
305,Gang::N,хід,నడక
306,Schritt::N,крок,అడుగు
307,Norden::N,північ,ఉత్తరదిక్కు
308,Süden::N,південь,దక్షిణము
309,Westen::N,захід,పడమర
310,Osten::N,схід,తూర్పు
311,Holz::N,дрова,కొయ్య
312,Brett::N,дошка,పలక
313,Platte::N,плита,పలక
314,Stütze::N,підпірка,వాల్సేడ్లు
315,Stange::N,жердина,స్తంభము
316,Stock::N,палиця,కఱ్ఱ
317,Stab::N,палиця,కఱ్ఱ
318,Rohr::N,труба,గొట్టము
319,Haus::N,дім,ఇల్లు
320,Haus::N,хата,ఇల్లు
321,Heim::N,житло,స్వగృహము
322,Ofen::N,піч,పొయ్యి
323,Fußboden::N,підлога,నేల
324,Tisch::N,стіл,మేజా
325,Stuhl::N,стілець,కుర్చీ
326,Wiege::N,колиска,ఉయ్యాల
327,Bett::N,ліжко,పడక
328,Bett::N,ліжко,మంచం
329,Bett::N,постіль,పడక
330,Bett::N,постіль,మంచం
331,Regal::N,полиця,అటక
332,Kiste::N,ящик,వెట్టె
333,Fenster::N,вікно,కిటికి
334,Tür::N,двері,ద్వారము
335,Tor::N,ворота,ద్వారము
336,Zaun::N,паркан,కంచె
337,Zaun::N,огорожа,కంచె
338,Dach::N,дах,ఇంటివైకప్పు
339,Leiter::N,драбина,నిచ్చెన
340,Besen::N,мітла,చీపురుకట్ట
341,Spaten::N,заступ,పాఱ
342,Schaufel::N,совок,పాఱ
343,Schaufel::N,лопата,పాఱ
344,Gabel::N,виделка,ముండ్లగరిటె
345,Löffel::N,ложка,గరిటె
346,Messer::N,ніж,కత్తి
347,Nagel::N,цвях,మేకు
348,Netz::N,сіть,వల
349,Haken::N,крюк,కొక్కెము
350,Griff::N,ручка,పిడి
351,Griff::N,держак,పిడి
352,Schloss::N,замок,తాళము
353,Bild::N,картина,చిత్రము
354,Figur::N,фігура,రూపము
355,Puppe::N,лялька,బొమ్మ
356,Beutel::N,мішечок,సంచి
357,Beutel::N,торбинка,సంచి
358,Bündel::N,в’язка,మూట
359,Tasche::N,сумка,సంచి
360,Eimer::N,відро,చేద
361,Deckel::N,кришка,మూత
362,Geschirr::N,посуд,వంటకాలు
363,Sack::N,мішок,గోనెసంచి
364,Tasse::N,чашка,గిన్నె
365,Topf::N,горщик,కుండ
366,Kessel::N,котел,నీరుకాచుపాత్ర
367,Essen::N,їжа,ఆహారము
368,Nahrung::N,харч,ఆహారము
369,Speise::N,страва,ఆహారము
370,Fleisch::N,м’ясо,మాంసము
371,Getreide::N,хліб,ధాన్యము
372,Getreide::N,збіжжя,ధాన్యము
373,Brei::N,каша,గుజ్జు
374,Brot::N,хліб,రొట్టె
375,Scheibe::N,скибочка,బద్ద
376,Fett::N,жир,క్రొవ్వు
377,Butter::N,масло,వెన్న
378,Öl::N,олія,నూనె
379,Salz::N,сіль,ఉప్పు
380,Suppe::N,суп,చారు
381,Honig::N,мед,తెనె
382,Milch::N,молоко,పాలు
383,Tee::N,чай,తేనీరు
384,Leder::N,шкіра,బాగుచేసివతోలు
385,Wolle::N,шерсть,ఉన్ని
386,Stoff::N,тканина,బట్ట
387,Nadel::N,голка,సూది
388,Faden::N,нитка,దారము
389,Knopf::N,ґудзик,బొత్తాము
390,Knoten::N,вузол,ముడి
391,Farbe::N,фарба,రంగు
392,Kleidung::N,одяг,బట్టలు
393,Kleidung::N,убрання,బట్టలు
394,Hemd::N,сорочка,చొక్కాయ
395,Kragen::N,комір,మాల
396,Ärmel::N,рукав,చొక్కాయచెయ్యి
397,Hose::N,брюки,ఇజారు
398,Gürtel::N,пояс,పటకా
399,Mütze::N,шапка,టోపి
400,Schuh::N,ботинок,పాదరక్ష
401,Stiefel::N,чобіт,బూటు
402,Ring::N,кільце,ఉంగరము
403,Band::N,стрічка,నాడా
404,Kamm::N,гребінець,దువ్వెన
405,Spiegel::N,дзеркало,అద్దము
406,Riemen::N,ремінь,వాడా
407,Schnur::N,вірьовка,దారము
408,Leine::N,шворка,వారు
409,Decke::N,ковдра,కంబళి
410,Kissen::N,подушка,తలగడ
411,Tuch::N,хустка,బట్ట
412,Handtuch::N,рушник,తువాలు
413,Kraft::N,сила,బలము
414,Stärke::N,сила,శక్తి
415,Gesundheit::N,здоров’я,ఆరోగ్యము
416,Krankheit::N,хвороба,రోగము
417,Schmerz::N,біль,నొప్పి
418,Wunde::N,рана,గాయము
419,Fieber::N,гарячка,జ్వరము
420,Arznei::N,ліки,మందు
421,Brücke::N,міст,వంతెన
422,Brunnen::N,колодязь,బావి
423,Brunnen::N,колодязь,కూపము
424,Brunnen::N,колодязь,నుయ్యి
425,Weide::N,пасовище,పచ్చికబయలు
426,Pfad::N,стежка,కాలిత్రోవ
427,Weg::N,шлях,మార్గము
428,Weg::N,дорога,మార్గము
429,Straße::N,вулиця,బాట
430,Dorf::N,село,గ్రామము
431,Stadt::N,місто,పట్టణము
432,Brief::N,лист,జాబు
433,Buch::N,книга,పుస్తకము
434,Buch::N,книжка,పుస్తకము
435,Buchstabe::N,буква,అక్షరము
436,Buchstabe::N,літера,అక్షరము
437,Zeitung::N,газета,వార్తాపత్రిక
438,Leben::N,життя,ప్రాణము
439,Tod::N,смерть,మరణము
440,Grab::N,могила,సమాధి
441,Kirche::N,церква,క్రెస్తవులగుడి
442,Sünde::N,гріх,పాపము
443,Gott::N,бог,దేవుడు
444,Arbeiter::N,робітник,పనిపాటుచేశేవాడు
445,Chef::N,хазяїн,యజమానుడు
446,Meister::N,умілець,కళాకారుడు
447,Arzt::N,лікар,వైద్యుడు
448,Lehrer::N,вчитель,ఉపాధ్యాయుడు
449,Geld::N,гроші,ద్రవ్యము
450,Geschäft::N,заняття,వ్యాపారము
451,Laden::N,магазин,అంగడి
452,Laden::N,крамниця,అంగడి
453,Preis::N,ціна,వెల
454,Ware::N,товар,సరకులు
455,Nutzen::N,вигода,ప్రయోజనము
456,Nutzen::N,користь,ప్రయోజనము
457,Reichtum::N,багатство,ధనము
458,Welt::N,світ,ప్రపంచము
459,Land::N,країна,దేశము
460,Staat::N,держава,రాజ్యము
461,König::N,король,రాజు
462,Macht::N,влада,అధికారము
463,Grenze::N,кордон,సరిహద్దు
464,Krieg::N,війна,యుద్ధము
465,Feind::N,ворог,శత్రువు
466,Gewalt::N,насильство,దౌర్జన్యము
467,Kampf::N,бій,పోట్లాట
468,Kampf::N,боротьба,పోట్లాట
469,Bogen[Waffe]::N,лук,విల్లు
470,Pfeil::N,стріла,బాణము
471,Gewehr::N,рушниця,తుపాకి
472,Gewehr::N,гвинтівка,తుపాకి
473,Fehler::N,помилка,తప్ప
474,Lüge::N,брехня,అసత్యము
475,Schaden::N,шкода,నష్టము
476,Schaden::N,збиток,నష్టము
477,Unglück::N,нещастя,దురదృష్టము
478,Schuld::N,провина,తప్పు
479,Alter::N,вік,వయస్సు
480,Alter::N,літа,వయస్సు
481,Schluss::N,кінець,ముగింపు
482,Zeit::N,час,కాలము
483,Tag::N,день,దినము
484,Morgen::N,ранок,ఉదయము
485,Mittag::N,південь,మధ్యాహ్నము
486,Abend::N,вечір,సాయంకాలము
487,Nacht::N,ніч,రత్రి
488,Woche::N,тиждень,వారము
489,Monat::N,місяць,నెల
490,Jahr::N,рік,సంవత్సరము
491,Frühling::N,весна,వసంతకాలము
492,Sommer::N,літо,వేసవికాము
493,Herbst::N,осінь,ఆకురాలుకాలము
494,Winter::N,зима,శీతకాలము
495,Januar::N,січень,జనవరి
496,Februar::N,лютий,ఫిబ్రవరి
497,März::N,березень,మార్చి
498,April::N,квітень,ఏప్రిలు
499,Mai::N,травень,మే
500,Juni::N,червень,జూన్
501,Juli::N,липень,జూలై
502,August::N,серпень,ఆగస్టు
503,September::N,вересень,సెప్ఠెంబరు
504,Oktober::N,жовтень,అక్టోబరు
505,November::N,листопад,నవంబరు
506,Dezember::N,грудень,డిసెంబర్
507,Montag::N,понеділок,సోమవారము
508,Dienstag::N,вівторок,మంగళవారము
509,Mittwoch::N,середа,బుధవారము
510,Donnerstag::N,четвер,గురువారము
511,Freitag::N,п’ятниця,శుక్రవారము
512,Samstag::N,субота,శనివారము
513,Sonntag::N,неділя,ఆదివారము
514,groß::A,великий,గొప్పైన
515,klein::A,малий,చిన్న
516,klein::A,маленький,చిన్న
517,lang::A,довгий,పొడుగాటి
518,kurz::A,короткий,పొట్టి
519,breit::A,широкий,వెడల్పైన
520,schmal::A,вузький,ఇఱుకైన
521,dicht::A,густий,దట్టమైన
522,dick[Gegenstand]::A,товстий,దట్టమైన
523,dünn::A,тонкий,పలుచని
524,fein::A,дрібний,నాజాకైన
525,fest::A,міцний,దృడమైవ
526,flach::A,плоский,చదువైన
527,glatt::A,рівний,నున్నని
528,glatt::A,гладенький,నున్నని
529,hart::A,твердий,కఠినమైన
530,weich::A,м’який,మృదువైన
531,rund::A,круглий,గుండ్రని
532,spitz::A,гострокінцевий,మొనగల
533,scharf::A,гострий,పదనైన
534,stumpf::A,тупий,వాడిలేని
535,schwer::A,важкий,బరువ్తెన
536,schön::A,вродливий,సుందరమైన
537,heiß::A,жаркий,వేడియైన
538,heiß::A,гарячий,వేడియైన
539,warm::A,теплий,వెచ్చని
540,kalt::A,холодний,చల్లని
541,kühl::A,прохолодний,చల్లని
542,frisch::A,свіжий,తాజాయైన
543,feucht::A,вогкий,చెమ్మగానున్న
544,nass::A,мокрий,తడిగామన్న
545,trocken::A,сухий,ఎండిన
546,voll::A,повний,నిండు
547,leer::A,пустий,శూన్యమైన
548,offen::A,відкритий,తెఱచియున్న
549,geschlossen::A,закритий,మూసిన
550,geschlossen::A,зачинений,మూసిన
551,sauber::A,чистий,పరిశుద్ధమైన
552,sauber::A,охайний,పరిశుద్ధమైన
553,schmutzig::A,брудний,ముఱికియైన
554,roh::A,сирий,పచ్చి
555,reif::A,зрілий,పండివ
556,lecker::A,смачний,రుచి గల
557,süß::A,солодкий,తియ్యని
558,bitter::A,гіркий,చేదైన
559,sauer::A,кислий,పుల్లని
560,hell::A,світлий,కాంతిగల
561,dunkel::A,темний,చీకటియైన
562,schwarz::A,чорний,నల్లని
563,weiß::A,сивий,తెలుపు
564,rot::A,червоний,ఎఱ్ఱని
565,gelb::A,жовтий,పసుపు పచ్చ
566,blau::A,синій,నీలవర్ణము
567,grün::A,зелений,ఆకుపచ్చని
568,grau::A,сірий,నెరిసిన
569,bunt::A,барвистий,రంగేలీ
570,billig::A,дешевий,చౌకయైన
571,teuer::A,дорогий,వెలపొడుగైన
572,wertvoll::A,цінний,విలుప్తెన
573,blind::A,сліпий,గ్రుడ్డి
574,taub::A,глухий,చెవిటి
575,kräftig::A,могутній,శక్తి గల
576,stark::A,сильний,బలమైన
577,schwach::A,слабкий,బలహీనమైన
578,fett::A,жирний,క్రొవ్విన
579,fett::A,товстий,క్రొవ్విన
580,schlank::A,тонкий,సన్నని
581,schlank::A,стрункий,సన్నని
582,hübsch::A,чарівний,సాగప్తెన
583,böse::A,злий,చెడ్డ
584,böse::A,лихий,చెడ్డ
585,dumm::A,дурний,తెలివిలేని
586,faul::A,ледачий,సోమరియైన
587,fleißig::A,старанний,శ్రద్దగల
588,geizig::A,скупий,పిసినారియైన
589,klug::A,мудрий,తెలివిగల
590,klug::A,розумний,తెలివిగల
591,geschickt::A,умілий,నిపుణతగల
592,lieb::A,милий,ప్రియమైన
593,lustig::A,веселий,ఉల్లాసము గల
594,sanft::A,лагідний,సాధువైన
595,hungrig::A,голодний,ఆకలిగొనిన
596,krank::A,слабий,వ్యాధిగల
597,nackt::A,голий,దిగంబరమైన
598,traurig::A,сумний,విచారముగల
599,lebendig::A,живий,ప్రాణముతో నున్న
600,gut::A,добрий,మంచి
601,schlecht::A,поганий,చెడ్డ
602,schlecht::A,кепський,చెడ్డ
603,richtig::A,правильний,సరియైన
604,schlimm::A,бридкий,అసహ్యమైన
605,wahr::A,справжній,నిజమైన
606,alt::A,старий,ముసలి
607,neu::A,новий,క్రొత్త
608,ehemalig::A,колишній,పూర్వపు
609,alt[Lebewesen]::A,старий,ముసలి
610,jung::A,молодий,పసి
611,arm::A,бідний,బీద
612,reich::A,багатий,ధనవంతుడైన
613,bekannt::A,знайомий,తెలిసిన
614,berühmt::A,славетний,ప్రపిద్దికెక్కివ
615,fremd::A,чужий,అన్యమైన
616,verschieden::A,різний,భేదమైన
617,nah::A,близький,దగ్గఱనున్న
618,fern::A,далекий,దూరమందున్న
619,linker::A,лівий,ఎడమప్రక్కగ
620,rechter::A,правий,కుడి
621,anderer::A,інакший,వేఱ్తెన
622,erster::A,перший,మొదటి
623,zweiter::A,другий,రెండన
624,dritter::A,третій,మూడో
625,letzter::A,останній,కడపటి
626,allein::ADV,сам,ఒంటిగా
627,allein::ADV,один,ఒంటిగా
628,auf einmal::ADV,відразу,హరాత్తుగ
629,zusammen::ADV,разом,కలిసి
630,zusammen::ADV,спільно,కలిసి
631,lange::ADV,довго,బహుకాలము
632,plötzlich::ADV,раптом,హరాత్తుగ
633,sofort::ADV,зараз,తక్షణము
634,später::ADV,пізніше,ఇటీవలి
635,jetzt::ADV,тепер,ఇప్పుడు
636,heute::ADV,сьогодні,నేడు
637,morgen::ADV,завтра,ఱేపు
638,bald::ADV,незабаром,శీఘ్రముగ
639,dann::ADV,потім,అప్పుడు
640,gestern::ADV,вчора,నిన్నటి దినము
641,einst::ADV,колись,పూర్వమొకప్పుడు
642,damals::ADV,тоді,అప్పుడు
643,danach::ADV,згодом,అప్పుడు
644,vorher::ADV,раніше,ఎదుట
645,zuerst::ADV,спершу,మొదటిలో
646,zuerst::ADV,спочатку,మొదటిలో
647,einmal::ADV,один раз,ఒకసారి
648,manchmal::ADV,іноді,అప్పటప్పటికి
649,manchmal::ADV,інколи,అప్పటప్పటికి
650,oft::ADV,часто,తఱచుగా
651,immer::ADV,завжди,ఎల్లప్పుడు
652,niemals::ADV,ніколи,ఎప్పుడునులేదు
653,hier::ADV,тут,ఇక్కడ
654,hierhin::ADV,сюди,ఇక్కడకు
655,von hier::ADV,звідси,ఇక్కడనుండి
656,dort::ADV,там,అక్కడ
657,dorthin::ADV,туди,అక్కడికి
658,geradeaus::ADV,прямо,సూటిగా
659,vorwärts::ADV,вперед,ముందుకు
660,rückwärts::ADV,назад,వెనుకకు
661,zurück::ADV,назад,వెనుకభాగము
662,unten::ADV,внизу,క్రింద
663,hinab::ADV,вниз,కిందికి
664,oben::ADV,вгорі,మీద
665,hinauf::ADV,вгору,పైకి
666,überall::ADV,скрізь,అంతటా
667,nicht::ADV,не,కాదు
668,ein wenig::ADV,трохи,కొంచెము
669,ein wenig::ADV,небагато,కొంచెము
670,kaum::ADV,ледве,చాలిచాలక
671,sehr::ADV,дуже,చాల
672,so::ADV,так,ఆలాగున
673,noch::ADV,ще,ఇప్పటికిని
674,nur::ADV,лише,మాత్రము
675,nur::ADV,тільки,మాత్రము
676,schon::ADV,вже,ఇదివఱకే
677,wieder::ADV,знову,తిరిగి
678,vergebens::ADV,дарма,నిష్ఫలముగా
679,vor::PRP,перед,ముందు
680,hinter::PRP,ззаду,వెనుక
681,hinter::PRP,позаду,వెనుక
682,unter::PRP,під,క్రింద
683,durch::PRP,крізь,ద్వారా
684,neben::PRP,біля,దగ్గెర
685,zwischen::PRP,між,మధ్య
686,wegen::PRP,з-за,కారణంగా
687,wegen::PRP,через,కారణంగా
688,dies::PRN,це,ఇది
689,das::PRN,то,అది
690,alles::PRN,все,సకలము
691,ich::PRN,я,నేను
692,du::PRN,ти,నీవు
693,er::PRN,він,అతడు
694,wir::PRN,ми,మనము
695,ihr::PRN,ви,మీరు
696,sie::PRN,вони,వారు
697,was::FPRN,що,ఏమి
698,wer::FPRN,хто,ఎవడు
699,wo::FADV,де,ఎక్కడ
700,wohin::FADV,куди,ఎందుకు
701,wie::FADV,як,ఎట్టు
702,warum::FADV,чому,ఏల
703,wieviel::FNUM,скільки,ఎంత
704,eins::NUM,один,ఒకటి
