,Concept_ID,tt,hy
157,Bau::N,өн,բայոց
158,Tier::N,хайван,կենդանի
159,Herde::N,көтү,հոտ
160,Kuh::N,сыер,կով
161,Bulle::N,үгез,ցուլ
162,Pferd::N,ат,ձի
163,Schaf::N,сарык,ոչխար
164,Schwein::N,дуңгыз,խոզ
165,Hund::N,эт,շուն
166,Katze::N,песи,կատու
167,Bär::N,аю,արջ
168,Eichhörnchen::N,тиен,սկյուռ
169,Elch::N,поши,հիւսիսային եղջերու
170,Fuchs::N,төлке,աղվես
171,Hase::N,куян,նապաստակ
172,Maus::N,тычкан,մուկ
173,Wolf::N,бүре,գայլ
174,Vogel::N,кош,թռչուն
175,Schwarm::N,көтү,երամ
176,Huhn::N,тавык,հավ
177,Hahn::N,әтәч,աքաղաղ
178,Gans::N,каз,սագ
179,Adler::N,каракош,արծիվ
180,Ente::N,үрдәк,բադ
181,Eule::N,ябалак,բու
182,Kranich::N,торна,կռունկ
183,Krähe::N,карга,ագռավ
184,Kuckuck::N,күке,կուկու
185,Kuckuck::N,кәккүк,կուկու
186,Schwan::N,аккош,կարապ
187,Fisch::N,балык,ձուկ
188,Barsch::N,алабуга,պերկես
189,Hecht::N,чуртан,գայլաձուկ
190,Schlange[Tier]::N,елан,օձ
191,Wurm::N,корт,որդ
192,Wurm::N,корт,ճիճու
193,Spinne::N,үрмәкүч,սարդ
194,Ameise::N,кырмыска,միջյուն
195,Laus::N,бет,ոջիլ
196,Mücke::N,черки,մժղուկ
197,Mücke::N,озынборын,մժղուկ
198,Fliege::N,чебен,ճանճ
199,Schmetterling::N,күбәләк,թիթեռ
200,Beere::N,җиләк,հատապտուղ
201,Apfel::N,алма,խնձոր
202,Pilz::N,гөмбә,սունկ
203,Zwiebel::N,суган,սոխ
204,Zwiebel::N,суганбаш,սոխ
205,Saat::N,орлык,սերմ
206,Korn::N,иген,հատիկ
207,Korn::N,орлык,հատիկ
208,Heu::N,печән,խոտ
209,Schale::N,кабык,կեղեւ
210,Grube::N,баз,փոս
211,Grube::N,чокыр,փոս
212,Falle::N,тозак,ծուղակ
213,Falle::N,капкын,ծուղակ
214,Schlinge::N,элмәк,խեղդան
215,Spur::N,эз,հետք
216,Asche::N,көл,մոխիր
217,Dreck::N,пычрак,աղտ
218,Eisen::N,тимер,երկաթ
219,Gold::N,алтын,ոսկի
220,Silber::N,көмеш,արծաթ
221,Kohle::N,күмер,քարածուխ
222,Glas::N,пыяла,ապակի
223,Lehm::N,балчык,կավ
224,Sand::N,ком,ավազ
225,Mensch::N,адәм,մարդ
226,Mensch::N,инсан,մարդ
227,Mann::N,ир,մարդ
228,Mann::N,ир,տղամարդ
229,Frau::N,хатын,կին
230,Kind::N,бала,զավակ
231,Junge::N,малай,տղա
232,Mädchen::N,кыз,աղջիկ
233,Familie::N,гаилә,ընտանիք
234,Großvater::N,бабай,պապ
235,Großmutter::N,әби,տատ
236,Eltern::N,ата-ана,ծնողներ
237,Vater::N,ата,հայր
238,Mutter::N,ана,մայր
239,Sohn::N,ул,որդի
240,Tochter::N,кыз,աղջիկ
241,Tochter::N,кыз,դուստր
242,Bruder::N,кардәш,եղբայր
243,Schwester::N,апа,քույր
244,Schwester::N,сеңел,քույր
245,Onkel::N,дәдә,քեռի
246,Onkel::N,дәдә,հորեղբայր
247,Onkel::N,дәдәй,քեռի
248,Onkel::N,дәдәй,հորեղբայր
249,Tante::N,түти,մորաքույր
250,Tante::N,тәтәй,մորաքույր
251,Ehemann::N,ир,մարդ
252,Ehemann::N,ир,ամուսին
253,Ehefrau::N,хатын,կին ամուսին
254,Freude::N,сөенеч,ուրախություն
255,Gelächter::N,көлү,ծիծաղ
256,Gelächter::N,көлеш,ծիծաղ
257,Glück::N,бәхет,երջանկություն
258,Kummer::N,хәсрәт,վիշտ
259,Wunsch::N,теләк,ցանկություն
260,Lust::N,теләк,փափագ
261,Lust::N,теләк,իղձ
262,Lust::N,теләү,փափագ
263,Lust::N,теләү,իղձ
264,Geist::N,рух,ոգի
265,Gedanke::N,уй,միտք
266,Gedanke::N,фикер,միտք
267,Gedächtnis::N,хәтер,հիշողություն
268,Verstand::N,акыл,խելք
269,Sinn::N,мәгънә,իմաստ
270,Grund::N,сәбәп,պատճառ
271,Wahrheit::N,хак,ճշմարտություն
272,Gespräch::N,әңгәмә,զրույց
273,Märchen::N,әкият,պայիկի պատմություն
274,Erzählung::N,хикәя,պատմվածք
275,Erzählung::N,хикәя,պատմություն
276,Nachricht::N,хәбәр,հաղորդագրություն
277,Neuigkeit::N,яңалык,լուր
278,Neuigkeit::N,яңалык,նորություն
279,Name::N,исем,անուն
280,Rätsel::N,табышмак,բարդ խնդիր
281,Rede::N,нотык,ճառ
282,Rede::N,нотык,ելույթ
283,Sprache::N,тел,լեզու
284,Stimme::N,тавыш,ձայն
285,Wort::N,сүз,բառ
286,Zeichen::N,ишарә,նշան
287,Ruf::N,дәшү,կոչ
288,Ruf::N,дәшү,կանչ
289,Lärm::N,шау,աղմուկ
290,Laut::N,аваз,հնչյուն
291,Laut::N,аваз,ձայն
292,Ton::N,шалтырату,տոն
293,Lied::N,җыр,երգ
294,Ruhe::N,тынлык,անդորրություն
295,Leute::N,халык,մարդիկ
296,Volk::N,халык,ազգ
297,Arbeit::N,эш,գործ
298,Arbeit::N,эш,աշխատանք
299,Arbeit::N,хезмәт,գործ
300,Arbeit::N,хезмәт,աշխատանք
301,Gast::N,кунак,հյուր
302,Geschenk::N,бүләк,նվեր
303,Spiel::N,уен,խաղ
304,Gesellschaft::N,җәмгыять,ընկերություն
305,Hilfe::N,ярдәм,օգնությթուն
306,Hilfe::N,булышлык,օգնությթուն
307,Freund::N,дус,ընկեր
308,Freund::N,дус,բարեկամ
309,Kamerad::N,иптәш,ուղեկից
310,Angelegenheit::N,эш,բան
311,Angelegenheit::N,эш,գործ
312,Anzahl::N,микъдар,քանակ
313,Anzahl::N,микъдар,գումար
314,Art::N,төр,տեսակ
315,Stück::N,кисәк,կտոր
316,Teil::N,өлеш,մաս
317,Hälfte::N,ярым,կես
318,Kreis::N,түгәрәк,շիջանակ
319,Kreuz::N,хач,խաչ
320,Kreuz::N,тәре,խաչ
321,Linie::N,сызык,գիծ
322,Strich::N,сызык,գիծ
323,Abstand::N,ара,անջրպետ
324,Entfernung::N,ераклык,հեռավորություն
325,Gegend::N,урын,շրջան
326,Platz::N,бушлык,տարածություն
327,Ort::N,урын,տեղ
328,Ort::N,урын,վայր
329,Seite::N,як,կողմ
330,Mitte::N,урта,մեջտեղ
331,Gegenstand::N,нәрсә,առարկա
332,Sache::N,нәрсә,բան
333,Rand::N,чит,վերջք
334,Kante::N,кырый,եզր
335,Ecke::N,почмак,անկյուն
336,Spitze::N,оч,ծայր
337,Ende::N,азак,ծայր
338,Loch::N,тишек,անցք
339,Winkel::N,почмак,անկյուն
340,Muster::N,парча,օրինակ
341,Größe::N,зурлык,մեծություն
342,Länge::N,озынлык,երկարություն
343,Höhe::N,биеклек,բարձրություն
344,Gewicht::N,авырлык,կշիռ
345,Menge::N,микъдар,քանակ
346,Haufen::N,өем,դեզ
347,Haufen::N,өем,կույտ
348,Reihe::N,рәт,շարք
349,Reihe::N,рәт,կարգ
350,Boot::N,каек,նավակ
351,Boot::N,көймә,նավակ
352,Ruder::N,ишкәк,թի
353,Ruder::N,ишкәк,թիակ
354,Schlitten::N,чана,բալխիր
355,Ski::N,чаңгы,դահուկ
356,Lagerfeuer::N,костёр,բացօդեայ կրակ
357,Last::N,йөк,բեռ
358,Gang::N,йөреш,զբոսանք
359,Schritt::N,адым,քայլ
360,Norden::N,төньяк,հյուսիս
361,Süden::N,көньяк,հարավ
362,Westen::N,көнбатыш,արեւմուտք
363,Osten::N,шәрык,արեւելք
364,Osten::N,көнчыгыш,արեւելք
365,Holz::N,агач,փայտ
366,Brett::N,такта,տախտակ
367,Platte::N,плитә,թիթեղ
368,Stütze::N,таяу,նեցուկ
369,Stange::N,колга,ձող
370,Stock::N,таяк,փայտ
371,Stab::N,таяк,ցուպ
372,Stab::N,таяк,գավազան
373,Rohr::N,торба,խողովակ
374,Haus::N,өй,տուն
375,Haus::N,йорт,տուն
376,Heim::N,гаилә,տուն
377,Heim::N,нәсел,տուն
378,Ofen::N,мич,վառարան
379,Fußboden::N,идән,հատակ
380,Tisch::N,өстәл,սեղան
381,Stuhl::N,утыргыч,աթոռ
382,Wiege::N,бишек,օրորոց
383,Bett::N,ятак,անկողին
384,Bett::N,урын-җир,անկողին
385,Regal::N,киштә,դարակ
386,Regal::N,шүрлек,դարակ
387,Kiste::N,әрҗә,տուփ
388,Fenster::N,тәрәзә,պատուհան
389,Tür::N,ишек,դուռ
390,Tor::N,капка,դարպաս
391,Zaun::N,койма,ցանկապատ
392,Dach::N,түбә,տանիք
393,Dach::N,түбә,կտուր
394,Leiter::N,баскыч,սանդուղք
395,Besen::N,себерке,ավել
396,Spaten::N,көрәк,բահ
397,Schaufel::N,көрәк,թի
398,Gabel::N,чәннечке,պատառաքաղ
399,Löffel::N,кашык,գդալ
400,Messer::N,пычак,դանակ
401,Nagel::N,кадак,մեխ
402,Netz::N,челтәр,ցանց
403,Haken::N,ыргак,կարթ
404,Griff::N,тотка,կոթ
405,Griff::N,тотка,բռնակ
406,Schloss::N,йозак,կողպեք
407,Bild::N,рәсем,նկար
408,Bild::N,рәсем,պատկեր
409,Bild::N,картина,նկար
410,Bild::N,картина,պատկեր
411,Figur::N,сын,քանդակ
412,Figur::N,сын,պատկեր
413,Figur::N,фигура,քանդակ
414,Figur::N,фигура,պատկեր
415,Puppe::N,курчак,տիկնիկ
416,Beutel::N,луза,տոպրակ
417,Bündel::N,бәйләм,կապոց
418,Tasche::N,букча,պայուսակ
419,Eimer::N,чиләк,դույլ
420,Deckel::N,капкач,կափարիչ
421,Geschirr::N,савыт-саба,ամանեղեն
422,Geschirr::N,кашык-аяк,ամանեղեն
423,Sack::N,капчык,պարկ
424,Sack::N,капчык,տոպրակ
425,Tasse::N,чынаяк,թաս
426,Tasse::N,чынаяк,գավաթ
427,Topf::N,чүлмәк,անոթ
428,Kessel::N,казан,կաթսա
429,Essen::N,ашау,կերակուր
430,Nahrung::N,азык,ուտելիք
431,Nahrung::N,тәгам,ուտելիք
432,Nahrung::N,ашамлык,ուտելիք
433,Speise::N,ризык,խորտիկ
434,Speise::N,ризык,կերակուր
435,Fleisch::N,ит,միս
436,Getreide::N,ашлык,հացահատիկ
437,Brei::N,ботка,լանդակ
438,Brot::N,ипи,հաց
439,Brot::N,икмәк,հաց
440,Scheibe::N,телем,կտոր
441,Scheibe::N,телем,պատառ
442,Fett::N,май,ճարպ
443,Butter::N,май,կարագ
444,Öl::N,май,ձեթ
445,Salz::N,тоз,աղ
446,Suppe::N,шулпа,սուպ
447,Suppe::N,шулпа,ապուր
448,Honig::N,бал,մեղր
449,Milch::N,сөт,կաթ
450,Tee::N,чәй,թեյ
451,Leder::N,күн,կաշի
452,Wolle::N,йон,բուրդ
453,Stoff::N,тукыма,գործվածք
454,Nadel::N,энә,ասեղ
455,Faden::N,җеп,թել
456,Knopf::N,төймә,կոճակ
457,Knoten::N,төен,հանգույց
458,Farbe::N,буяу,ներկ
459,Kleidung::N,кием,հագուստ
460,Hemd::N,күлмәк,վերնաշապիկ
461,Kragen::N,яка,օձիք
462,Ärmel::N,җиң,թեւք
463,Hose::N,чалбар,շալվար
464,Gürtel::N,билбау,գոտի
465,Mütze::N,бүрек,կեպի
466,Schuh::N,башмак,կոշիկ
467,Stiefel::N,итек,երկարաճիթ կոշիկ
468,Ring::N,балдак,զնգալ
469,Band::N,тасма,ժապավեն
470,Kamm::N,тарак,սանր
471,Spiegel::N,көзге,հայելի
472,Riemen::N,каеш,փոկ
473,Schnur::N,бау,լար
474,Leine::N,тезген,փոկ
475,Decke::N,юрган,վերմակ
476,Kissen::N,мендәр,բարձ
477,Tuch::N,яулык,թաշկինակ
478,Handtuch::N,сөлгә,սրբիչ
479,Kraft::N,егәр,ուժ
480,Kraft::N,дәрман,ուժ
481,Stärke::N,көч,պնդություն
482,Stärke::N,көч,ամրություն
483,Stärke::N,дәрман,պնդություն
484,Stärke::N,дәрман,ամրություն
485,Gesundheit::N,саулык,առողջություն
486,Krankheit::N,чир,ախտ
487,Krankheit::N,чир,հիվանդություն
488,Krankheit::N,хаста,ախտ
489,Krankheit::N,хаста,հիվանդություն
490,Krankheit::N,сырхау,ախտ
491,Krankheit::N,сырхау,հիվանդություն
492,Schmerz::N,авырту,ցավ
493,Schmerz::N,авырту,տանջանք
494,Wunde::N,яра,վերք
495,Wunde::N,җәрәхәт,վերք
496,Fieber::N,бизгәк,տենդ
497,Arznei::N,дару,դեղ
498,Brücke::N,күпер,կամուրջ
499,Brunnen::N,кое,հոր
500,Brunnen::N,кое,ջրհոր
501,Weide::N,утлавык,արոտավայր
502,Pfad::N,сукмак,արահետ
503,Weg::N,юл,ուղի
504,Straße::N,урам,ճանապարհ
505,Dorf::N,авыл,գյուղ
506,Stadt::N,шәһәр,քաղաք
507,Brief::N,хат,նամակ
508,Buch::N,китап,գիրք
509,Buchstabe::N,хәреф,տառ
510,Buchstabe::N,хәреф,գիր
511,Zeitung::N,газет,լրագիր
512,Zeitung::N,газета,լրագիր
513,Leben::N,гомер,կյանք
514,Leben::N,тормыш,կյանք
515,Leben::N,тереклек,կյանք
516,Tod::N,үлем,մահ
517,Grab::N,гүр,գերեզման
518,Grab::N,кабер,գերեզման
519,Kirche::N,чиркәү,եկեղեցի
520,Sünde::N,язык,մեղք
521,Sünde::N,гөнаһ,մեղք
522,Gott::N,алла,աստված
523,Gott::N,ходай,աստված
524,Arbeiter::N,эшче,բանվոր
525,Arbeiter::N,эшче,աշխատող
526,Chef::N,башлык,տեր
527,Meister::N,оста,վարպետ
528,Arzt::N,врач,բժիշկ
529,Arzt::N,табиб,բժիշկ
530,Lehrer::N,укытучы,ուսուցիչ
531,Lehrer::N,мөгаллим,ուսուցիչ
532,Geld::N,акча,փող
533,Geschäft::N,эш,գործ
534,Geschäft::N,эш,աշխատանք
535,Laden::N,кибет,կրպակ
536,Laden::N,кибет,խանութ
537,Laden::N,магазин,կրպակ
538,Laden::N,магазин,խանութ
539,Preis::N,бәя,գին
540,Preis::N,бәһа,գին
541,Ware::N,товар,ապրանք
542,Nutzen::N,файда,օգուտ
543,Reichtum::N,байлык,հարստություն
544,Welt::N,дөнья,աշխարհ
545,Land::N,ил,երկիր
546,Staat::N,дәүләт,պետություն
547,König::N,патша,արքա
548,König::N,патша,թագավոր
549,Macht::N,хакимият,իշխանություն
550,Grenze::N,чик,սահման
551,Krieg::N,сугыш,պատերազմ
552,Feind::N,дошман,թշնամի
553,Gewalt::N,көчләү,բռնություն
554,Gewalt::N,көчләү,սաստկություն
555,Kampf::N,көрәш,մարտ
556,Bogen[Waffe]::N,җәя,աղեղ
557,Pfeil::N,ук,նետ
558,Gewehr::N,мылтык,հրացան
559,Fehler::N,хата,սխալ
560,Lüge::N,ялган,սուտ
561,Schaden::N,зыян,վնաս
562,Schaden::N,зарар,վնաս
563,Unglück::N,бәла,դժբախտություն
564,Schuld::N,гаеп,պակասություն
565,Alter::N,яшь,հասակ
566,Schluss::N,ахыр,վերջ
567,Schluss::N,ахыр,վախճան
568,Zeit::N,заман,ժամանակ
569,Tag::N,көн,օր
570,Morgen::N,иртә,առավոտ
571,Mittag::N,өйлә,կեսօր
572,Abend::N,кич,երեկո
573,Nacht::N,төн,գիշեր
574,Woche::N,атна,շաբաթ
575,Monat::N,ай,ամիս
576,Jahr::N,ел,տարի
577,Frühling::N,яз,գարուն
578,Sommer::N,җәй,ամառ
579,Herbst::N,көз,աշուն
580,Winter::N,кыш,ձմեռ
581,Januar::N,гыйнвар,հունվար
582,Februar::N,февраль,փետրվար
583,März::N,март,մարտ
584,April::N,апрель,ապրիլ
585,Mai::N,май,մայիս
586,Juni::N,июнь,հունիս
587,Juli::N,июль,հուլիս
588,August::N,август,օգոստոս
589,September::N,сентябрь,սեպտեմբեր
590,Oktober::N,октябрь,հոկտեմբեր
591,November::N,ноябрь,նոյեմբեր
592,Dezember::N,декабрь,դեկտեմբեր
593,Montag::N,дүшәмбе,երկուշաբթի
594,Dienstag::N,сишәмбе,երեքշաբթի
595,Mittwoch::N,чәршәмбе,չորեքշաբթի
596,Donnerstag::N,атнакич,հինգշաբթի
597,Donnerstag::N,пәнҗешәмбе,հինգշաբթի
598,Freitag::N,җомга,ուրբաթ
599,Samstag::N,шимбә,շաբաթ
600,Sonntag::N,якшәмбе,կիրակի
601,groß::A,зур,մեծ
602,groß::A,зур,խոշոր
603,klein::A,кечкенә,պստիկ
604,klein::A,кечкенә,փոքրիկ
605,lang::A,озын,երկար
606,kurz::A,кыска,կարճ
607,breit::A,киң,լայն
608,schmal::A,кысык,նեղ
609,dicht::A,куе,խիտ
610,dick[Gegenstand]::A,калын,հաստ
611,dünn::A,нечкә,բարակ
612,fein::A,нәзакәтле,նուրբ
613,fest::A,нык,ամուր
614,fest::A,нык,պինդ
615,flach::A,яссы,տափակ
616,flach::A,ялпак,տափակ
617,glatt::A,шома,հարթ
618,hart::A,каты,կարծր
619,weich::A,йомшак,մեղմ
620,weich::A,йомшак,փափուկ
621,rund::A,түгәрәк,կլոր
622,spitz::A,очлы,սրածայր
623,scharf::A,үткен,սուր
624,stumpf::A,үтмәс,գուլ
625,schwer::A,салмак,ծանր
626,schön::A,гүзәл,սիրուն
627,schön::A,гүзәл,գեղեցիկ
628,heiß::A,эссе,թեժ
629,warm::A,җылы,տաք
630,warm::A,җылы,ջերմ
631,kalt::A,суык,ցուրտ
632,kalt::A,салкын,ցուրտ
633,kühl::A,салкынча,զով
634,frisch::A,салкынча,թարմ
635,feucht::A,юеш,ղոնավ
636,nass::A,дымлы,թաց
637,trocken::A,коры,ցամաք
638,voll::A,тулы,լի
639,voll::A,тулы,լիքը
640,leer::A,буш,դատարկ
641,offen::A,ачык,բաց
642,geschlossen::A,йомык,գոց
643,sauber::A,пакь,մաքուր
644,sauber::A,чиста,մաքուր
645,schmutzig::A,керле,կեղտոտ
646,schmutzig::A,пычрак,կեղտոտ
647,roh::A,чи,հում
648,reif::A,өлгергән,հասած
649,reif::A,өлгергән,հասուն
650,lecker::A,тәмле,համեղ
651,süß::A,татлы,անուշ
652,bitter::A,ачы,կծու
653,sauer::A,әче,թթու
654,sauer::A,әче,թթված
655,hell::A,якты,պայծառ
656,hell::A,якты,խելամիտ
657,dunkel::A,кара,մութ
658,schwarz::A,кара,սեւ
659,weiß::A,ак,սպիտակ
660,rot::A,кызыл,կարմիր
661,gelb::A,сары,դեղին
662,blau::A,күк,կապույտ
663,grün::A,яшел,կանաչ
664,grau::A,соры,գորշ
665,bunt::A,чуар,գոյնզգոյն
666,billig::A,арзан,էժան
667,teuer::A,хаклы,թանկ
668,wertvoll::A,кыйммәтле,թանկարժեք
669,blind::A,сукыр,կույր
670,blind::A,күзсез,կույր
671,taub::A,чукрак,խուլ
672,taub::A,саңгырау,խուլ
673,kräftig::A,егәрле,հզոր
674,stark::A,нык,ուժեղ
675,stark::A,базык,ուժեղ
676,schwach::A,зәгыйфь,տկար
677,schwach::A,зәгыйфь,թույլ
678,fett::A,симез,գեր
679,schlank::A,нәзек,նիհար
680,hübsch::A,чибәр,գրավիչ
681,hübsch::A,чибәр,սիրունիկ
682,böse::A,усал,չար
683,dumm::A,акылсыз,հիմար
684,faul::A,ялкау,ծույլ
685,faul::A,иренчәк,ծույլ
686,fleißig::A,тырыш,ջանասեր
687,fleißig::A,тырыш,փութաջան
688,fleißig::A,тырышучан,ջանասեր
689,fleißig::A,тырышучан,փութաջան
690,geizig::A,саран,ագահ
691,geizig::A,саран,կծծի
692,klug::A,акыллы,խելոք
693,klug::A,акыллы,ընդունակ
694,geschickt::A,маһир,ճարտար
695,lieb::A,сөекле,սիրելի
696,lustig::A,күңелле,զվարթ
697,sanft::A,басынкы,հեզ
698,hungrig::A,ач,քաղցած
699,krank::A,чирле,հիվանդ
700,krank::A,сырхау,հիվանդ
701,nackt::A,шәрә,մերկ
702,traurig::A,ямансу,տխուր
703,lebendig::A,тере,կենդանի
704,gut::A,яхшы,լավ
705,schlecht::A,начар,վատ
706,richtig::A,дөрес,ձիշտ
707,schlimm::A,әшәкә,լղրճուկ
708,wahr::A,чып-чын,ճիշտ
709,wahr::A,чып-чын,իրական
710,alt::A,иске,հին
711,neu::A,яңа,նոր
712,ehemalig::A,элекке,նախկին
713,alt[Lebewesen]::A,карт,ծեր
714,alt[Lebewesen]::A,карт,պառավ
715,jung::A,яшь,մատաղ
716,arm::A,фәкыйрь,աղքատ
717,reich::A,бай,հարուստ
718,bekannt::A,таныш,ծանոթ
719,berühmt::A,атаклы,հայտնի
720,berühmt::A,атаклы,հռչակավոր
721,fremd::A,ят,օտար
722,verschieden::A,төрле,տարբեր
723,nah::A,якын,մոտ
724,nah::A,якын,մերձ
725,fern::A,ерак,հեռավոր
726,linker::A,сул,ձախ
727,rechter::A,уң,աջ
728,anderer::A,бүтән,այլ
729,anderer::A,бүтән,ուրիշ
730,erster::A,беренче,առաջին
731,zweiter::A,икенче,երկրորդ
732,dritter::A,өченче,երրորդ
733,letzter::A,ахыргы,վերջին
734,allein::ADV,ялгыз,միայնակ
735,auf einmal::ADV,бердән,միասնաբար
736,zusammen::ADV,бергә,միասին
737,zusammen::ADV,бергә,իրար հետ
738,lange::ADV,озак,երկար ժամանակ
739,plötzlich::ADV,искәрмәстән,հանկարծ
740,sofort::ADV,хәзер,իսկույն
741,später::ADV,соңрак,ավելի ուշ
742,später::ADV,соңрак,հետո
743,jetzt::ADV,хәзер,այժմ
744,heute::ADV,бүген,այսօր
745,morgen::ADV,иртәгә,վաղը
746,bald::ADV,тиздән,շուտով
747,dann::ADV,аннары,ապա
748,dann::ADV,аннары,հետո
749,gestern::ADV,кичә,երեկ
750,einst::ADV,берчак,հին ատեն
751,damals::ADV,ул вакытта,ատէնին
