,Concept_ID,udm,udm
63,Atem::N,шокан,шокан
64,Hunger::N,кӧтсюман,кӧтсюман
65,Träne::N,синкыли,синкыли
66,Geschmack::N,шӧм,шӧм
67,Geruch::N,зын,зын
68,Schlaf::N,вӧт,вӧт
69,Traum::N,уйвӧт,уйвӧт
70,Himmel::N,ин,ин
71,Sonne::N,шунды,шунды
72,Mond::N,толэзь,толэзь
73,Stern::N,кизили,кизили
74,Luft::N,омыр,омыр
75,Wind::N,тӧл,тӧл
76,Welle::N,тулкым,тулкым
77,Wasser::N,ву,ву
78,Stein::N,из,из
79,Boden::N,музъем,музъем
80,Erde::N,му,му
81,Staub::N,пыль,пыль
82,Rauch::N,ӵын,ӵын
83,Funke::N,гизьы,гизьы
84,Feuer::N,тыл,тыл
85,Licht::N,тыл,тыл
86,Schatten::N,вужер,вужер
87,Wetter::N,куазь,куазь
88,Nebel::N,бус,бус
89,Wolke::N,пилем,пилем
90,Regen::N,зор,зор
91,Schnee::N,лымы,лымы
92,Eis::N,йӧ,йӧ
93,Frost::N,кезьыт,кезьыт
94,Kälte::N,кезьыт,кезьыт
95,Hitze::N,пӧсь,пӧсь
96,Raureif::N,гӧр,гӧр
97,Regenbogen::N,вуюись,вуюись
98,Donner::N,гудыри,гудыри
99,Strömung::N,бызён,бызён
100,Tropfen::N,шапык,шапык
101,Schaum::N,шукы,шукы
102,Schmutz::N,нӧд,нӧд
103,Schmutz::N,нӧд,дэри
104,Schmutz::N,дэри,нӧд
105,Schmutz::N,дэри,дэри
106,See::N,ты,ты
107,Sumpf::N,нюр,нюр
108,Moor::N,нюр,нюр
109,Wiese::N,возь,возь
110,Wiese::N,возь,возьвыл
111,Wiese::N,возьвыл,возь
112,Wiese::N,возьвыл,возьвыл
113,Wald::N,сик,сик
114,Wald::N,сик,нюлэс
115,Wald::N,нюлэс,сик
116,Wald::N,нюлэс,нюлэс
117,Hügel::N,выр,выр
118,Hügel::N,выр,вырйыл
119,Hügel::N,вырйыл,выр
120,Hügel::N,вырйыл,вырйыл
121,Anhöhe::N,выр,выр
122,Anhöhe::N,выр,вырйыл
123,Anhöhe::N,вырйыл,выр
124,Anhöhe::N,вырйыл,вырйыл
125,Berg::N,гурезь,гурезь
126,Gipfel::N,йыл,йыл
127,Höhle::N,гу,гу
128,Abhang::N,бам,бам
129,Quelle::N,ошмес,ошмес
130,Bach::N,пичи шур,пичи шур
131,Fluss::N,шур,шур
132,Ufer::N,ярдур,ярдур
133,Küste::N,вудур,вудур
134,Festland::N,мувыр,мувыр
135,Meer::N,зарезь,зарезь
136,Bucht::N,вукож,вукож
137,Insel::N,вумуӵ,вумуӵ
138,Insel::N,вумуӵ,шормуӵ
139,Insel::N,шормуӵ,вумуӵ
140,Insel::N,шормуӵ,шормуӵ
141,Blume::N,сяська,сяська
142,Gras::N,турын,турын
143,Wurzel::N,выжы,выжы
144,Baum::N,пу,пу
145,Stamm::N,модос,модос
146,Rinde::N,сул,сул
147,Ast::N,ул,ул
148,Zweig::N,вай,вай
149,Blatt::N,куар,куар
150,Birke::N,кызьпу,кызьпу
151,Kiefer[Baum]::N,пужым,пужым
152,Weide[Baum]::N,бадьпу,бадьпу
153,Tanne::N,кыз,кыз
154,Horn::N,сюр,сюр
155,Feder::N,тылы,тылы
156,Fell::N,ку,ку
157,Flügel::N,бурд,бурд
158,Klaue::N,гижы,гижы
159,Kralle::N,пыд,пыд
160,Schwanz::N,быж,быж
161,Ei::N,пуз,пуз
162,Ei::N,пуз,кукей
163,Ei::N,кукей,пуз
164,Ei::N,кукей,кукей
165,Nest::N,кар,кар
166,Nest::N,кар,пузкар
167,Nest::N,пузкар,кар
168,Nest::N,пузкар,пузкар
169,Bau::N,кар,кар
170,Bau::N,кар,гу
171,Bau::N,гу,кар
172,Bau::N,гу,гу
173,Tier::N,пӧйшур,пӧйшур
174,Herde::N,уллё,уллё
175,Kuh::N,скал,скал
176,Bulle::N,ош,ош
177,Bulle::N,ош,пороз
178,Bulle::N,пороз,ош
179,Bulle::N,пороз,пороз
180,Pferd::N,вал,вал
181,Schaf::N,ыж,ыж
182,Schwein::N,парсь,парсь
183,Hund::N,пуны,пуны
184,Katze::N,коӵыш,коӵыш
185,Bär::N,гондыр,гондыр
186,Eichhörnchen::N,коньы,коньы
187,Elch::N,койык,койык
188,Fuchs::N,ӟичы,ӟичы
189,Hase::N,кеч,кеч
190,Maus::N,шыр,шыр
191,Wolf::N,кион,кион
192,Vogel::N,тылобурдо,тылобурдо
193,Schwarm::N,уллё,уллё
194,Huhn::N,курег,курег
195,Hahn::N,атас,атас
196,Gans::N,ӟазег,ӟазег
197,Adler::N,ӧрзи,ӧрзи
198,Ente::N,ӵӧж,ӵӧж
199,Eule::N,кучыран,кучыран
200,Kranich::N,тури,тури
201,Krähe::N,куака,куака
202,Kuckuck::N,кикы,кикы
203,Schwan::N,юсь,юсь
204,Fisch::N,чорыг,чорыг
205,Barsch::N,юш,юш
206,Hecht::N,чипей,чипей
207,Schlange[Tier]::N,кый,кый
208,Wurm::N,нумыр,нумыр
209,Spinne::N,чонари,чонари
210,Ameise::N,кузьыли,кузьыли
211,Laus::N,тэй,тэй
212,Mücke::N,нымы,нымы
213,Mücke::N,нымы,чибинь
214,Mücke::N,чибинь,нымы
215,Mücke::N,чибинь,чибинь
216,Fliege::N,кут,кут
217,Schmetterling::N,бубыли,бубыли
218,Beere::N,узы-боры,узы-боры
219,Apfel::N,яблок,яблок
220,Pilz::N,губи,губи
221,Zwiebel::N,сугон,сугон
222,Saat::N,кидыс,кидыс
223,Korn::N,тысь,тысь
224,Heu::N,турын,турын
225,Schale::N,кыд,кыд
226,Grube::N,гу,гу
227,Grube::N,гу,гоп
228,Grube::N,гоп,гу
229,Grube::N,гоп,гоп
230,Falle::N,налик,налик
231,Schlinge::N,гиӟ,гиӟ
232,Schlinge::N,гиӟ,герд
233,Schlinge::N,герд,гиӟ
234,Schlinge::N,герд,герд
235,Spur::N,пытьы,пытьы
236,Spur::N,пытьы,бервыл
237,Spur::N,бервыл,пытьы
238,Spur::N,бервыл,бервыл
239,Asche::N,пень,пень
240,Dreck::N,дэри,дэри
241,Eisen::N,корт,корт
242,Gold::N,зарни,зарни
243,Silber::N,азвесь,азвесь
244,Kohle::N,эгыр,эгыр
245,Glas::N,стекло,стекло
246,Glas::N,стекло,пияла
247,Glas::N,пияла,стекло
248,Glas::N,пияла,пияла
249,Lehm::N,сюй,сюй
250,Sand::N,луо,луо
251,Mensch::N,мурт,мурт
252,Mensch::N,мурт,адями
253,Mensch::N,адями,мурт
254,Mensch::N,адями,адями
255,Mann::N,воргорон,воргорон
256,Frau::N,кышномурт,кышномурт
257,Kind::N,нуны,нуны
258,Kind::N,нуны,пинал
259,Kind::N,пинал,нуны
260,Kind::N,пинал,пинал
261,Junge::N,пи,пи
262,Mädchen::N,ныл,ныл
263,Familie::N,семья,семья
264,Großvater::N,песятай,песятай
265,Großvater::N,песятай,пересь атай
266,Großvater::N,пересь атай,песятай
267,Großvater::N,пересь атай,пересь атай
268,Großmutter::N,песянай,песянай
269,Großmutter::N,песянай,пересь анай
270,Großmutter::N,пересь анай,песянай
271,Großmutter::N,пересь анай,пересь анай
272,Eltern::N,атай-анай,атай-анай
273,Eltern::N,атай-анай,бубы-мумы
274,Eltern::N,бубы-мумы,атай-анай
275,Eltern::N,бубы-мумы,бубы-мумы
276,Vater::N,айы,айы
277,Vater::N,айы,атай
278,Vater::N,атай,айы
279,Vater::N,атай,атай
280,Mutter::N,мумы,мумы
281,Sohn::N,пи,пи
282,Tochter::N,ныл,ныл
283,Bruder::N,агай,агай
284,Schwester::N,апа,апа
285,Schwester::N,апа,сузэр
286,Schwester::N,сузэр,апа
287,Schwester::N,сузэр,сузэр
288,Onkel::N,агай,агай
289,Tante::N,апа,апа
290,Tante::N,апа,кенак
291,Tante::N,кенак,апа
292,Tante::N,кенак,кенак
293,Ehemann::N,карт,карт
294,Ehefrau::N,кышно,кышно
295,Freude::N,шумпотон,шумпотон
296,Gelächter::N,горем,горем
297,Glück::N,шуд,шуд
298,Kummer::N,кайгу,кайгу
299,Kummer::N,кайгу,куректон
300,Kummer::N,куректон,кайгу
301,Kummer::N,куректон,куректон
302,Wunsch::N,мылпотон,мылпотон
303,Lust::N,потон,потон
304,Geist::N,лул,лул
305,Gedanke::N,малпан,малпан
306,Gedächtnis::N,йырсазь,йырсазь
307,Gedächtnis::N,йырсазь,тодэваён
308,Gedächtnis::N,тодэваён,йырсазь
309,Gedächtnis::N,тодэваён,тодэваён
310,Verstand::N,йырвизь,йырвизь
311,Sinn::N,смысл,смысл
312,Grund::N,муг,муг
313,Grund::N,муг,ньӧм
314,Grund::N,ньӧм,муг
315,Grund::N,ньӧм,ньӧм
316,Wahrheit::N,зэм,зэм
317,Wahrheit::N,зэм,шонер
318,Wahrheit::N,шонер,зэм
319,Wahrheit::N,шонер,шонер
320,Gespräch::N,вераськон,вераськон
321,Märchen::N,выжыкыл,выжыкыл
322,Erzählung::N,верос,верос
323,Nachricht::N,ивор,ивор
324,Neuigkeit::N,выльивор,выльивор
325,Name::N,ним,ним
326,Rätsel::N,мадькыл,мадькыл
327,Rede::N,верам,верам
328,Sprache::N,кыл,кыл
329,Stimme::N,куара,куара
330,Wort::N,кыл,кыл
331,Zeichen::N,пус,пус
332,Zeichen::N,пус,тодмет
333,Zeichen::N,тодмет,пус
334,Zeichen::N,тодмет,тодмет
335,Ruf::N,ӧтён,ӧтён
336,Ruf::N,ӧтён,чортон
337,Ruf::N,чортон,ӧтён
338,Ruf::N,чортон,чортон
339,Lärm::N,ӵашетон,ӵашетон
340,Laut::N,куара,куара
341,Ton::N,куара,куара
342,Lied::N,кырӟан,кырӟан
343,Ruhe::N,чалмыт улон,чалмыт улон
344,Leute::N,адямиос,адямиос
345,Volk::N,калык,калык
346,Arbeit::N,уж,уж
347,Gast::N,куно,куно
348,Geschenk::N,салам,салам
349,Geschenk::N,салам,кузьым
350,Geschenk::N,кузьым,салам
351,Geschenk::N,кузьым,кузьым
352,Spiel::N,шудон,шудон
353,Gesellschaft::N,калык,калык
354,Hilfe::N,юрттон,юрттон
355,Freund::N,эш,эш
356,Freund::N,эш,юлтош
357,Freund::N,юлтош,эш
358,Freund::N,юлтош,юлтош
359,Kamerad::N,тодмо,тодмо
360,Angelegenheit::N,уж,уж
361,Anzahl::N,лыд,лыд
362,Art::N,тус,тус
363,Stück::N,юдэс,юдэс
364,Teil::N,люкет,люкет
365,Hälfte::N,ӝыны,ӝыны
366,Kreis::N,котырес,котырес
367,Kreuz::N,крест,крест
368,Linie::N,гож,гож
369,Strich::N,гож,гож
370,Abstand::N,вис,вис
371,Abstand::N,вис,кусып
372,Abstand::N,кусып,вис
373,Abstand::N,кусып,кусып
374,Entfernung::N,кусып,кусып
375,Gegend::N,инты,инты
376,Platz::N,инты,инты
377,Ort::N,инты,инты
378,Ort::N,инты,места
379,Ort::N,места,инты
380,Ort::N,места,места
381,Seite::N,пал,пал
382,Mitte::N,шор,шор
383,Gegenstand::N,арбери,арбери
384,Sache::N,котыр,котыр
385,Rand::N,дур,дур
386,Rand::N,дур,шаер
387,Rand::N,шаер,дур
388,Rand::N,шаер,шаер
389,Kante::N,дур,дур
390,Ecke::N,сэрег,сэрег
391,Spitze::N,йыл,йыл
392,Ende::N,пум,пум
393,Loch::N,пась,пась
394,Winkel::N,сэрег,сэрег
395,Muster::N,пужы,пужы
396,Größe::N,быдӟала,быдӟала
397,Länge::N,кузьдала,кузьдала
398,Höhe::N,ӝуждала,ӝуждала
399,Gewicht::N,сектала,сектала
400,Gewicht::N,сектала,секытлык
401,Gewicht::N,секытлык,сектала
402,Gewicht::N,секытлык,секытлык
403,Menge::N,лыд,лыд
404,Menge::N,лыд,лыдпус
405,Menge::N,лыдпус,лыд
406,Menge::N,лыдпус,лыдпус
407,Haufen::N,люк,люк
408,Reihe::N,чур,чур
409,Boot::N,пыж,пыж
410,Boot::N,пыж,лодка
411,Boot::N,лодка,пыж
412,Boot::N,лодка,лодка
413,Ruder::N,полыс,полыс
414,Schlitten::N,додьы,додьы
415,Ski::N,куас,куас
416,Lagerfeuer::N,тылскем,тылскем
417,Last::N,секыт,секыт
418,Gang::N,ветлон,ветлон
419,Schritt::N,вамыш,вамыш
420,Norden::N,уйпал,уйпал
421,Süden::N,лымшор,лымшор
422,Westen::N,шунды пуксён,шунды пуксён
423,Osten::N,шунды ӝужан,шунды ӝужан
424,Holz::N,пу,пу
425,Brett::N,пул,пул
426,Platte::N,плита,плита
427,Stütze::N,пыкет,пыкет
428,Stange::N,пуӵ,пуӵ
429,Stock::N,боды,боды
430,Stab::N,пуӵ,пуӵ
431,Stab::N,пуӵ,боды
432,Stab::N,боды,пуӵ
433,Stab::N,боды,боды
434,Rohr::N,труба,труба
435,Haus::N,юрт,юрт
436,Heim::N,корка,корка
437,Ofen::N,гур,гур
438,Fußboden::N,выж,выж
439,Tisch::N,ӝӧк,ӝӧк
440,Stuhl::N,пукон,пукон
441,Wiege::N,кӧкы,кӧкы
442,Wiege::N,кӧкы,зыбка
443,Wiege::N,зыбка,кӧкы
444,Wiege::N,зыбка,зыбка
445,Bett::N,валес,валес
446,Regal::N,ӝажы,ӝажы
447,Kiste::N,ящик,ящик
448,Fenster::N,укно,укно
449,Fenster::N,укно,косяк
450,Fenster::N,косяк,укно
451,Fenster::N,косяк,косяк
452,Tür::N,ӧс,ӧс
453,Tor::N,ӟезьы,ӟезьы
454,Zaun::N,забор,забор
455,Dach::N,липет,липет
456,Leiter::N,падӟа,падӟа
457,Besen::N,ӵужон,ӵужон
458,Besen::N,ӵужон,исьнер
459,Besen::N,исьнер,ӵужон
460,Besen::N,исьнер,исьнер
461,Spaten::N,лопатка,лопатка
462,Schaufel::N,ютырон,ютырон
463,Gabel::N,тэчы,тэчы
464,Gabel::N,тэчы,вилка
465,Gabel::N,вилка,тэчы
466,Gabel::N,вилка,вилка
467,Löffel::N,пуньы,пуньы
468,Messer::N,пурт,пурт
469,Nagel::N,кортӵог,кортӵог
470,Netz::N,сеть,сеть
471,Haken::N,курик,курик
472,Griff::N,ныд,ныд
473,Schloss::N,тунгон,тунгон
474,Bild::N,суред,суред
475,Figur::N,фигура,фигура
476,Puppe::N,мунё,мунё
477,Beutel::N,пуйы,пуйы
478,Bündel::N,керттэт,керттэт
479,Tasche::N,пуйы,пуйы
480,Tasche::N,пуйы,сумка
481,Tasche::N,сумка,пуйы
482,Tasche::N,сумка,сумка
483,Eimer::N,ведра,ведра
484,Deckel::N,ӵоксэт,ӵоксэт
485,Geschirr::N,тусьты-пуньы,тусьты-пуньы
486,Sack::N,пуйы,пуйы
487,Tasse::N,ӵаша,ӵаша
488,Topf::N,миска,миска
489,Kessel::N,пурты,пурты
490,Essen::N,сиськон,сиськон
491,Nahrung::N,сион,сион
492,Speise::N,сиён,сиён
493,Fleisch::N,сӥль,сӥль
494,Getreide::N,ю тысь,ю тысь
495,Brei::N,ӝук,ӝук
496,Brot::N,нянь,нянь
497,Scheibe::N,шорем,шорем
498,Fett::N,кӧй,кӧй
499,Butter::N,вӧй,вӧй
500,Öl::N,вӧй,вӧй
501,Salz::N,сылал,сылал
502,Suppe::N,шыд,шыд
503,Honig::N,чечы,чечы
504,Milch::N,йӧл,йӧл
505,Tee::N,чай,чай
506,Leder::N,сурон,сурон
507,Wolle::N,гон,гон
508,Wolle::N,гон,ыжгон
509,Wolle::N,ыжгон,гон
510,Wolle::N,ыжгон,ыжгон
511,Stoff::N,куэм,куэм
512,Nadel::N,вень,вень
513,Faden::N,сӥньыс,сӥньыс
514,Knopf::N,бирды,бирды
515,Knoten::N,герд,герд
516,Farbe::N,буёл,буёл
517,Kleidung::N,дӥсь,дӥсь
518,Hemd::N,дэрем,дэрем
519,Kragen::N,сирес,сирес
520,Ärmel::N,саес,саес
521,Hose::N,брюки,брюки
522,Hose::N,брюки,штань
523,Hose::N,штань,брюки
524,Hose::N,штань,штань
525,Gürtel::N,кускерттон,кускерттон
526,Mütze::N,ызьы,ызьы
527,Schuh::N,ботинка,ботинка
528,Stiefel::N,сапег,сапег
529,Ring::N,зундэс,зундэс
530,Band::N,лента,лента
531,Kamm::N,сын,сын
532,Spiegel::N,синучкон,синучкон
533,Riemen::N,е,е
534,Schnur::N,гозы,гозы
535,Leine::N,думет,думет
536,Decke::N,шобрет,шобрет
537,Kissen::N,миндэр,миндэр
538,Tuch::N,кышет,кышет
539,Handtuch::N,ӵушкон,ӵушкон
540,Kraft::N,кать,кать
541,Kraft::N,кать,ӟигар
542,Kraft::N,ӟигар,кать
543,Kraft::N,ӟигар,ӟигар
544,Stärke::N,юнлык,юнлык
545,Gesundheit::N,тазалык,тазалык
546,Krankheit::N,висён,висён
547,Schmerz::N,висён,висён
548,Wunde::N,яра,яра
549,Fieber::N,кезег,кезег
550,Arznei::N,эмъюм,эмъюм
551,Brücke::N,выж,выж
552,Brunnen::N,колдэч,колдэч
553,Weide::N,возь,возь
554,Pfad::N,сюрес,сюрес
555,Weg::N,сюрес,сюрес
556,Straße::N,сюрес,сюрес
557,Dorf::N,гурт,гурт
558,Stadt::N,кар,кар
559,Stadt::N,кар,город
560,Stadt::N,город,кар
561,Stadt::N,город,город
562,Brief::N,гожтэт,гожтэт
563,Buch::N,книга,книга
564,Buchstabe::N,буква,буква
565,Zeitung::N,газет,газет
566,Leben::N,улон,улон
567,Tod::N,кулон,кулон
568,Grab::N,шайгу,шайгу
569,Kirche::N,черк,черк
570,Sünde::N,сьӧлык,сьӧлык
571,Gott::N,ӥнмар,ӥнмар
572,Arbeiter::N,рабочий,рабочий
573,Chef::N,начальник,начальник
574,Meister::N,кибашлы,кибашлы
575,Arzt::N,врач,врач
576,Lehrer::N,дышетӥсь,дышетӥсь
577,Geld::N,уксё,уксё
578,Geld::N,уксё,коньдон
579,Geld::N,коньдон,уксё
580,Geld::N,коньдон,коньдон
581,Geschäft::N,уж,уж
582,Laden::N,магазин,магазин
583,Preis::N,дун,дун
584,Ware::N,вуз,вуз
585,Nutzen::N,пайда,пайда
586,Reichtum::N,узырлык,узырлык
587,Welt::N,дунне,дунне
588,Land::N,шаер,шаер
589,Staat::N,кун,кун
590,König::N,эксэй,эксэй
591,Macht::N,власть,власть
592,Grenze::N,кунгож,кунгож
593,Krieg::N,ож,ож
594,Feind::N,тушмон,тушмон
595,Gewalt::N,эриктэман,эриктэман
596,Kampf::N,нюръяськон,нюръяськон
597,Bogen[Waffe]::N,пукыӵ,пукыӵ
598,Pfeil::N,пукыӵ вень,пукыӵ вень
599,Gewehr::N,пыӵал,пыӵал
600,Fehler::N,янгыш,янгыш
601,Lüge::N,пӧян,пӧян
602,Lüge::N,пӧян,алдан
603,Lüge::N,пӧян,ӧрекчан
604,Lüge::N,алдан,пӧян
605,Lüge::N,алдан,алдан
606,Lüge::N,алдан,ӧрекчан
607,Lüge::N,ӧрекчан,пӧян
608,Lüge::N,ӧрекчан,алдан
609,Lüge::N,ӧрекчан,ӧрекчан
610,Schaden::N,изъян,изъян
611,Unglück::N,куректон,куректон
612,Unglück::N,куректон,шудтэме усён
613,Unglück::N,шудтэме усён,куректон
614,Unglück::N,шудтэме усён,шудтэме усён
615,Schuld::N,янгыш,янгыш
616,Alter::N,арлыд,арлыд
617,Schluss::N,пум,пум
618,Zeit::N,дыр,дыр
619,Tag::N,нунал,нунал
620,Morgen::N,ӵукна,ӵукна
621,Mittag::N,лымшор,лымшор
622,Abend::N,ӝыт,ӝыт
623,Abend::N,ӝыт,акшан
624,Abend::N,акшан,ӝыт
625,Abend::N,акшан,акшан
626,Nacht::N,уй,уй
627,Woche::N,арня,арня
628,Monat::N,толэзь,толэзь
629,Jahr::N,ар,ар
630,Frühling::N,тулыс,тулыс
631,Sommer::N,гужем,гужем
632,Herbst::N,сӥзьыл,сӥзьыл
633,Winter::N,тол,тол
634,Januar::N,выльартолэзь,выльартолэзь
635,Februar::N,тулыспал,тулыспал
636,März::N,южтолэзь,южтолэзь
637,April::N,оштолэзь,оштолэзь
638,Mai::N,куартолэзь,куартолэзь
639,Juni::N,вожотолэзь,вожотолэзь
640,Juli::N,пӧсьтолэзь,пӧсьтолэзь
641,August::N,гудырикошкон,гудырикошкон
642,September::N,куарусён,куарусён
643,Oktober::N,выльӝуктолэзь,выльӝуктолэзь
644,November::N,шуркынмон,шуркынмон
645,Dezember::N,толсур,толсур
646,Montag::N,вордӥськон,вордӥськон
647,Dienstag::N,вторник,вторник
648,Mittwoch::N,вирнунал,вирнунал
649,Donnerstag::N,покчиарня,покчиарня
650,Freitag::N,удмуртарня,удмуртарня
651,Samstag::N,кӧснунал,кӧснунал
652,Sonntag::N,арня,арня
653,groß::A,бадӟым,бадӟым
654,klein::A,пичи,пичи
655,lang::A,кузь,кузь
656,kurz::A,вакчи,вакчи
657,breit::A,паськыт,паськыт
658,schmal::A,сюлэг,сюлэг
659,dicht::A,ӵем,ӵем
660,dick[Gegenstand]::A,зӧк,зӧк
661,dünn::A,векчи,векчи
662,fein::A,векчи,векчи
663,fest::A,юн,юн
664,fest::A,юн,чурыт
665,fest::A,чурыт,юн
666,fest::A,чурыт,чурыт
667,flach::A,ӵошкыт,ӵошкыт
668,glatt::A,гылыт,гылыт
669,glatt::A,гылыт,вольыт
670,glatt::A,вольыт,гылыт
671,glatt::A,вольыт,вольыт
672,hart::A,чурыт,чурыт
673,weich::A,небыт,небыт
674,rund::A,котырес,котырес
675,spitz::A,йылсо,йылсо
676,scharf::A,лэчыт,лэчыт
677,stumpf::A,ныж,ныж
678,schwer::A,секыт,секыт
679,schön::A,чебер,чебер
680,heiß::A,пӧсь,пӧсь
681,warm::A,шуныт,шуныт
682,kalt::A,кезьыт,кезьыт
683,kühl::A,юзмыт,юзмыт
684,kühl::A,юзмыт,салкым
685,kühl::A,салкым,юзмыт
686,kühl::A,салкым,салкым
687,frisch::A,выль,выль
688,feucht::A,мускыт,мускыт
689,nass::A,котмем,котмем
690,trocken::A,кӧс,кӧс
691,voll::A,тыр,тыр
692,leer::A,буш,буш
693,leer::A,буш,тырттэм
694,leer::A,тырттэм,буш
695,leer::A,тырттэм,тырттэм
696,offen::A,усьтэм,усьтэм
697,geschlossen::A,ӵогам,ӵогам
698,geschlossen::A,ӵогам,пунням
699,geschlossen::A,пунням,ӵогам
700,geschlossen::A,пунням,пунням
701,sauber::A,ӝикыт,ӝикыт
702,sauber::A,ӝикыт,чылкыт
703,sauber::A,чылкыт,ӝикыт
704,sauber::A,чылкыт,чылкыт
705,schmutzig::A,нӧд,нӧд
706,roh::A,ыль,ыль
707,reif::A,вуэм,вуэм
708,lecker::A,ческыт,ческыт
709,süß::A,ческыт,ческыт
710,bitter::A,курыт,курыт
711,sauer::A,чырс,чырс
712,hell::A,югыт,югыт
713,dunkel::A,пеймыт,пеймыт
714,schwarz::A,сьӧд,сьӧд
715,weiß::A,тӧдьы,тӧдьы
716,rot::A,горд,горд
717,gelb::A,ӵуж,ӵуж
718,blau::A,лыз,лыз
719,grün::A,вож,вож
720,grau::A,пурысь,пурысь
721,bunt::A,куӵо,куӵо
722,billig::A,дунтэм,дунтэм
723,teuer::A,дуно,дуно
724,wertvoll::A,дуно,дуно
725,blind::A,сукыр,сукыр
726,blind::A,сукыр,синтэм
727,blind::A,синтэм,сукыр
728,blind::A,синтэм,синтэм
729,taub::A,пельтэм,пельтэм
730,kräftig::A,кужмо,кужмо
731,stark::A,юн,юн
732,stark::A,юн,кужмо
733,stark::A,кужмо,юн
734,stark::A,кужмо,кужмо
735,schwach::A,ляб,ляб
736,schwach::A,ляб,начар
737,schwach::A,начар,ляб
738,schwach::A,начар,начар
739,fett::A,кӧй,кӧй
740,schlank::A,веськыт,веськыт
741,schlank::A,веськыт,веськрес
742,schlank::A,веськрес,веськыт
743,schlank::A,веськрес,веськрес
744,hübsch::A,чебер,чебер
745,hübsch::A,чебер,синмаськымон
746,hübsch::A,синмаськымон,чебер
747,hübsch::A,синмаськымон,синмаськымон
748,böse::A,лек,лек
749,dumm::A,шузи,шузи
750,dumm::A,шузи,визьтэм
751,dumm::A,визьтэм,шузи
752,dumm::A,визьтэм,визьтэм
753,faul::A,азьтэм,азьтэм
754,fleißig::A,сюлмо,сюлмо
755,geizig::A,сук,сук
756,klug::A,визьмо,визьмо
757,geschickt::A,усто,усто
758,geschickt::A,усто,быгатӥсь
759,geschickt::A,быгатӥсь,усто
760,geschickt::A,быгатӥсь,быгатӥсь
761,lieb::A,мусо,мусо
762,lustig::A,шулдыр,шулдыр
763,sanft::A,мусо,мусо
764,sanft::A,мусо,эрке
765,sanft::A,эрке,мусо
766,sanft::A,эрке,эрке
767,hungrig::A,сютэм,сютэм
768,krank::A,висись,висись
769,nackt::A,гольык,гольык
770,traurig::A,мӧзмыт,мӧзмыт
771,lebendig::A,улэп,улэп
772,gut::A,ӟеч,ӟеч
773,gut::A,ӟеч,умой
774,gut::A,умой,ӟеч
775,gut::A,умой,умой
776,schlecht::A,урод,урод
777,schlecht::A,урод,алама
778,schlecht::A,алама,урод
779,schlecht::A,алама,алама
780,richtig::A,шонер,шонер
781,schlimm::A,алама,алама
782,wahr::A,зэмос,зэмос
783,alt::A,вуж,вуж
784,neu::A,выль,выль
785,ehemalig::A,азьвылэз,азьвылэз
786,alt[Lebewesen]::A,пересь,пересь
787,jung::A,егит,егит
788,jung::A,егит,пинал
