,Concept_ID,fi,kk
1512,mitteilen::V,ilmoittaa,білдіру
1513,nennen::V,kutsua,атау
1514,nennen::V,nimittää,атау
1515,rufen::V,kutsua,шақыру
1516,prahlen::V,kerskailla,бөсу
1517,übersetzen::V,kääntää,аудару
1518,denken::V,miettiä,ойлау
1519,denken::V,ajatella,ойлау
1520,glauben::V,uskoa,нану
1521,glauben::V,uskoa,илану
1522,bemerken::V,huomata,аңғару
1523,erkennen::V,tunnistaa,тану
1524,begreifen::V,ymmärtää,ұғу
1525,begreifen::V,ymmärtää,аңғарып алу
1526,verstehen::V,ymmärtää,пайым
1527,verstehen::V,ymmärtää,түсіну
1528,lernen::V,oppia,оқу
1529,wissen::V,tietää,хабардар болу
1530,sich erinnern an::V,muistaa,еске түсіру
1531,vergessen::V,unohtaa,ұмыту
1532,messen::V,mitata,өлшеу
1533,zählen::V,laskea,санау
1534,rechnen::V,laskea,санап шығару
1535,rechnen::V,laskea,санап шығу
1536,rechnen::V,laskea,санау
1537,lesen::V,lukea,оқу
1538,malen::V,maalata,сурет салу
1539,zeichnen::V,piirtää,сурет салу
1540,zeichnen::V,piirustaa,сурет салу
1541,schreiben::V,kirjoittaa,жазу
1542,besitzen::V,omistaa,болу
1543,kaufen::V,ostaa,алу
1544,kaufen::V,ostaa,әперу
1545,verkaufen::V,myydä,сату
1546,bezahlen::V,maksaa,төлеу
1547,bezahlen::V,maksaa,ақы беру
1548,bezahlen::V,maksaa,ақы төлеу
1549,zahlen::V,maksaa,төлеу
1550,beherrschen::V,hallita,билеу
1551,ertragen::V,kestää,төзу
1552,ertragen::V,kestää,шыдау
