,Concept_ID,fi,kk
244,Lehm::N,savi,балшық
245,Sand::N,hiekka,құм
246,Mensch::N,ihminen,адам
247,Mann::N,mies,еркек
248,Mann::N,mies,ер адам
249,Frau::N,nainen,бике
250,Frau::N,nainen,қатын
251,Kind::N,lapsi,бала
252,Kind::N,lapsi,перзент
253,Junge::N,poika,бала
254,Junge::N,poika,ер бала
255,Mädchen::N,tyttö,қыз
256,Familie::N,perhe,жанұя
257,Großvater::N,isoisä,ата
258,Großmutter::N,isoäiti,әже
259,Großmutter::N,isoäiti,әжей
260,Eltern::N,vanhemmat,ата-аналар
261,Vater::N,isä,әке
262,Mutter::N,äiti,ана
263,Sohn::N,poika,ұл
264,Tochter::N,tytär,қызым
265,Bruder::N,veli,бауырым
266,Schwester::N,sisko,әпке
267,Onkel::N,eno,көке
268,Onkel::N,setä,көке
269,Tante::N,täti,тәте
270,Ehemann::N,mies,ер
271,Ehemann::N,aviomies,ер
272,Ehefrau::N,vaimo,зайып
273,Ehefrau::N,aviovaimo,зайып
274,Freude::N,ilo,қуаныш
275,Freude::N,ilo,сүйініш
276,Freude::N,ilo,шат-думан
277,Freude::N,ilo,қуаныштылық
278,Freude::N,riemu,қуаныш
279,Freude::N,riemu,сүйініш
280,Freude::N,riemu,шат-думан
281,Freude::N,riemu,қуаныштылық
282,Gelächter::N,nauru,күлу
283,Glück::N,onni,бақыт
284,Glück::N,onni,бақыттылық
285,Kummer::N,suru,аза
286,Kummer::N,suru,қайғы
287,Kummer::N,suru,қасырет
288,Kummer::N,murhe,аза
289,Kummer::N,murhe,қайғы
290,Kummer::N,murhe,қасырет
291,Wunsch::N,toive,мүдде
292,Wunsch::N,toivomus,мүдде
293,Lust::N,himo,тәбет
294,Lust::N,himo,ынтызар
295,Lust::N,himo,құштарлық
296,Geist::N,henki,рух
297,Gedanke::N,aate,ой
298,Gedanke::N,ajatus,ой
299,Gedächtnis::N,muisti,ес
300,Gedächtnis::N,muisti,жады
301,Gedächtnis::N,muisti,ақыл-ес
302,Verstand::N,äly,ақыл
303,Verstand::N,äly,парасат
304,Verstand::N,järki,ақыл
305,Verstand::N,järki,парасат
306,Verstand::N,ymmärrys,ақыл
307,Verstand::N,ymmärrys,парасат
308,Sinn::N,merkitys,мән
309,Sinn::N,merkitys,маныз
310,Sinn::N,merkitys,мағына
311,Sinn::N,merkitys,мән-мағына
312,Grund::N,syy,себеп
313,Grund::N,peruste,себеп
314,Wahrheit::N,tosi,рас
315,Wahrheit::N,totuus,рас
316,Gespräch::N,puhelu,әңгіме
317,Gespräch::N,keskustelu,әңгіме
318,Märchen::N,satu,ертеп
319,Märchen::N,satu,ертек
320,Erzählung::N,tarina,әңгіме
321,Erzählung::N,kertomus,әңгіме
322,Nachricht::N,tieto,хабар
323,Nachricht::N,ilmoitus,хабар
324,Neuigkeit::N,uutinen,жаңалық
325,Name::N,nimi,ат
326,Name::N,nimi,атау
327,Rätsel::N,arvoitus,жұмбақ
328,Rede::N,puhe,сөз
329,Sprache::N,kieli,тіл
330,Stimme::N,ääni,үн
331,Stimme::N,ääni,әуен
332,Stimme::N,ääni,дауыс
333,Wort::N,sana,сөз
334,Zeichen::N,merkki,ишара
335,Ruf::N,kutsu,айғай
336,Lärm::N,melu,айғай-шу
337,Lärm::N,melu,айғай-ұйғай
338,Lärm::N,hälinä,айғай-шу
339,Lärm::N,hälinä,айғай-ұйғай
340,Laut::N,ääni,дыбыс
341,Laut::N,ääni,дауыс
342,Ton::N,sävel,әуен
343,Lied::N,laulu,ән
344,Lied::N,laulu,жыр
345,Lied::N,laulu,ән-жыр
346,Ruhe::N,lepo,тыныштық
347,Ruhe::N,rauha,тыныштық
348,Leute::N,väki,кісілер
349,Leute::N,ihmiset,кісілер
350,Volk::N,kansa,халық
351,Arbeit::N,työ,еңбек
352,Gast::N,vieras,қонақ
353,Gast::N,vieras,мейман
354,Geschenk::N,lahja,қадия
355,Spiel::N,peli,ойын
356,Spiel::N,leikki,ойын
357,Gesellschaft::N,seura,қауым
358,Gesellschaft::N,seura,жұртшылық
359,Hilfe::N,apu,жэрдем
360,Freund::N,ystävä,дос
361,Kamerad::N,toveri,дос-жар
362,Angelegenheit::N,asia,жұмыс
363,Anzahl::N,lukumäärä,сан
364,Anzahl::N,lukumäärä,саны
365,Art::N,laji,түр
366,Stück::N,pala,тілім
367,Stück::N,kappale,тілім
368,Teil::N,osa,үлес
369,Teil::N,osa,бөлшек
370,Hälfte::N,puoli,жарты
371,Kreis::N,ympyrä,шеңбер
372,Kreuz::N,risti,крест
373,Linie::N,viiva,сызық
374,Strich::N,piirto,сызық
375,Abstand::N,väli,ара
376,Abstand::N,väli,аралық
377,Abstand::N,väljyys,ара
378,Abstand::N,väljyys,аралық
379,Entfernung::N,etäisyys,аралық
380,Gegend::N,seutu,өңір
381,Platz::N,tila,орны
382,Ort::N,kohta,орын
383,Ort::N,paikka,орын
384,Seite::N,sivu,жақ
385,Seite::N,sivu,бүйір
386,Seite::N,kylki,жақ
387,Seite::N,kylki,бүйір
388,Mitte::N,keskus,ортасы
389,Mitte::N,puoliväli,ортасы
390,Gegenstand::N,kalu,зат
391,Gegenstand::N,kalu,нәрсе
392,Gegenstand::N,esine,зат
393,Gegenstand::N,esine,нәрсе
394,Sache::N,asia,бұйым
395,Rand::N,ääri,шет
396,Rand::N,ääri,шеті
397,Rand::N,syrjä,шет
398,Rand::N,syrjä,шеті
399,Kante::N,särmä,қыр
400,Kante::N,särmä,қыры
401,Ecke::N,nurkka,қыры
402,Ecke::N,nurkka,бұрыш
403,Spitze::N,terä,ұшы
404,Spitze::N,kärki,ұшы
405,Ende::N,pää,аяқ
406,Ende::N,pää,соңы
407,Ende::N,perä,аяқ
408,Ende::N,perä,соңы
409,Loch::N,kolo,тесік
410,Loch::N,reikä,тесік
411,Winkel::N,kulma,мүйіс
412,Muster::N,kuvio,мәнер
413,Größe::N,koko,ауқым
414,Größe::N,koko,көлемдік
415,Größe::N,suuruus,ауқым
416,Größe::N,suuruus,көлемдік
417,Länge::N,pituus,бой
418,Länge::N,pituus,ұзындық
419,Höhe::N,korkeus,жоғарылық
420,Höhe::N,korkeus,биіктік
421,Gewicht::N,paino,салмақ
422,Menge::N,määrä,мөлшер
423,Haufen::N,kasa,үйме
424,Haufen::N,kasa,үйінді
425,Reihe::N,rivi,сап
426,Boot::N,vene,қайық
427,Ruder::N,airo,ескек
428,Schlitten::N,reki,шана
429,Schlitten::N,kelkka,шана
430,Ski::N,suksi,шаңғы
431,Lagerfeuer::N,nuotio,алау
432,Last::N,kuorma,ауырлық
433,Last::N,kuorma,ауыр зат
434,Gang::N,kulku,жүріс
435,Gang::N,käynti,жүріс
436,Schritt::N,askel,адым
437,Norden::N,pohjoinen,солтүстік
438,Norden::N,pohjoinen,терістік
439,Süden::N,etelä,оңтүстік
440,Westen::N,länsi,батыс
441,Osten::N,itä,күншығыс
442,Holz::N,puu,ағаш
443,Holz::N,puu,сүрек
444,Brett::N,lauta,тақта
445,Platte::N,levy,тақта
446,Stütze::N,noja,тіреу
447,Stange::N,tanko,қада
448,Stock::N,keppi,сойыл
449,Stab::N,sauva,сырық
450,Stab::N,seiväs,сырық
451,Rohr::N,putki,құбыр
452,Haus::N,talo,үй
453,Heim::N,koti,үйлі
454,Heim::N,koti,шаңырақ
455,Ofen::N,uuni,ошақ
456,Ofen::N,uuni,пеш
457,Fußboden::N,lattia,еден
458,Tisch::N,pöytä,үстел
459,Stuhl::N,tuoli,орындық
460,Wiege::N,kehto,бесік
461,Bett::N,sänky,кереует
462,Regal::N,hylly,сөре
463,Kiste::N,arkku,жәшік
464,Kiste::N,kirstu,жәшік
465,Kiste::N,laatikko,жәшік
466,Fenster::N,ikkuna,терезе
467,Tür::N,ovi,есік
468,Tor::N,portti,дарбаза
469,Zaun::N,aita,дуал
470,Dach::N,katto,шатыр
471,Leiter::N,tikkaat,саты
472,Leiter::N,tikkaat,басқыш
473,Leiter::N,tikapuut,саты
474,Leiter::N,tikapuut,басқыш
475,Besen::N,luuta,сыпырғыш
476,Spaten::N,lapio,күрек
477,Schaufel::N,lapio,қалақ
478,Gabel::N,haarukka,аша
479,Gabel::N,haarukka,шанышқы
480,Löffel::N,lusikka,қасық
481,Messer::N,veitsi,пышақ
482,Nagel::N,naula,мық
483,Nagel::N,naula,шеге
484,Netz::N,verkko,керегекөз
485,Haken::N,haka,ілмек
486,Haken::N,koukku,ілмек
487,Griff::N,ripa,сап
488,Griff::N,ripa,тұтқа
489,Griff::N,kahva,сап
490,Griff::N,kahva,тұтқа
491,Schloss::N,lukko,құлып
492,Schloss::N,lukko,бекіткіш
493,Bild::N,kuva,сурет
494,Figur::N,kuvio,тұлға
495,Puppe::N,nukke,қуыршақ
496,Beutel::N,pussi,қапшық
497,Bündel::N,nippu,байлам
498,Bündel::N,kimppu,байлам
499,Tasche::N,laukku,дорба
500,Eimer::N,sanko,шелек
501,Eimer::N,ämpäri,шелек
502,Deckel::N,kansi,жапқыш
503,Geschirr::N,astia,ыдыс
504,Sack::N,säkki,қап
505,Tasse::N,kuppi,шыныаяқ
506,Topf::N,pata,кәстрөл
507,Kessel::N,kattila,қазан
508,Essen::N,syönti,ас
509,Nahrung::N,ruoka,ас
510,Nahrung::N,ruoka,тамақ
511,Nahrung::N,ravinto,ас
512,Nahrung::N,ravinto,тамақ
513,Speise::N,ruoka,тағам
514,Fleisch::N,liha,ет
515,Getreide::N,vilja,дәнді
516,Brei::N,puuro,ботқа
517,Brot::N,leipä,күлше
518,Scheibe::N,viipale,тілім
519,Fett::N,rasva,май
520,Butter::N,voi,май
521,Öl::N,öljy,май
522,Salz::N,suola,тұз
523,Suppe::N,keitto,көже
524,Honig::N,hunaja,бал
525,Milch::N,maito,сүт
526,Tee::N,tee,шай
527,Leder::N,nahka,көн
528,Wolle::N,villa,жүн
529,Stoff::N,kangas,мата
530,Stoff::N,kangas,кездеме
531,Nadel::N,neula,ине
532,Faden::N,lanka,жіп
533,Knopf::N,nappi,түйме
534,Knoten::N,solmu,түйін
535,Farbe::N,maali,рең
536,Kleidung::N,vaatteet,киім
537,Hemd::N,paita,жейде
538,Kragen::N,kaulus,жаға
539,Ärmel::N,hiha,жең
540,Hose::N,housut,шалбар
541,Gürtel::N,vyö,белбеу
542,Mütze::N,lakki,қалпақ
543,Schuh::N,kenkä,кебіс
544,Stiefel::N,saapas,етік
545,Ring::N,sormus,жүзік
546,Band::N,nauha,таспа
547,Kamm::N,kampa,тарақ
548,Spiegel::N,peili,айна
549,Riemen::N,hihna,қайыс
550,Schnur::N,naru,жіп
551,Schnur::N,nuora,жіп
552,Leine::N,talutushihna,тізгін
553,Decke::N,peite,көрпе
554,Kissen::N,tyyny,жастық
555,Kissen::N,pielus,жастық
556,Tuch::N,huivi,орамал
557,Handtuch::N,pyyheliina,сүлгі
558,Kraft::N,väki,қуат
559,Kraft::N,väki,қарқын
560,Kraft::N,väki,әл-шама
561,Kraft::N,väki,әл-дәрмен
562,Kraft::N,voima,қуат
563,Kraft::N,voima,қарқын
564,Kraft::N,voima,әл-шама
565,Kraft::N,voima,әл-дәрмен
566,Stärke::N,vahvuus,әл
567,Stärke::N,vahvuus,күш
568,Gesundheit::N,terveys,денсаулык
569,Krankheit::N,tauti,ауру
570,Krankheit::N,sairaus,ауру
571,Schmerz::N,kipu,ауру
572,Schmerz::N,särky,ауру
573,Wunde::N,haava,зақым
574,Wunde::N,haava,жарақат
575,Fieber::N,kuume,безгек
576,Fieber::N,kuume,қалтырау
577,Fieber::N,kuume,қызу көтерілуі
578,Arznei::N,lääke,дәрі
579,Arznei::N,lääke,дәрі-дәрмек
580,Brücke::N,silta,көпір
581,Brunnen::N,kaivo,құдық
582,Weide::N,laidun,өріс
583,Weide::N,laidun,жайылым
584,Pfad::N,polku,жол
585,Weg::N,tie,жол
586,Straße::N,katu,жол
587,Dorf::N,kylä,ауыл
588,Stadt::N,kaupunki,қала
589,Stadt::N,kaupunki,шаһар
590,Brief::N,kirje,хат
591,Brief::N,kirje,жазу
592,Buch::N,kirja,кітап
593,Buchstabe::N,kirjain,әріп
594,Buchstabe::N,kirjain,қаріп
595,Zeitung::N,lehti,газет
596,Zeitung::N,sanomalehti,газет
597,Leben::N,elo,өмір
598,Leben::N,elo,тіршілік
599,Leben::N,elämä,өмір
600,Leben::N,elämä,тіршілік
601,Tod::N,kuolema,опат
602,Grab::N,hauta,мола
603,Grab::N,hauta,мазар
604,Kirche::N,kirkko,шіркеу
605,Sünde::N,synti,күнә
606,Gott::N,jumala,алла
607,Gott::N,jumala,құдай
608,Gott::N,jumala,тәңірі
609,Gott::N,jumala,пәруардігер
610,Gott::N,jumala,жаратқан тәңірі
611,Arbeiter::N,työläinen,жүмысшы
612,Chef::N,päällikkö,басшы
613,Chef::N,päällikkö,жұмыс басқарушысы
614,Meister::N,mestari,шебер
615,Meister::N,mestari,өнерпаз
616,Arzt::N,lääkäri,дәрігер
617,Lehrer::N,opettaja,мұғалім
618,Geld::N,raha,пұл
619,Geschäft::N,liike,бизнес
620,Laden::N,puoti,дүкен
621,Laden::N,kauppa,дүкен
622,Preis::N,hinta,ақы
623,Preis::N,hinta,құны
624,Preis::N,hinta,нарық
625,Ware::N,tavara,тауар
626,Nutzen::N,hyöty,пайда
627,Reichtum::N,rikkaus,бақ-дәулет
628,Welt::N,maailma,әлем
629,Welt::N,maailma,жиһан
630,Land::N,maa,аймақ
631,Staat::N,valtio,мемлекет
632,König::N,kuningas,патша
633,Macht::N,mahti,өкімет
634,Macht::N,mahti,қожалық
635,Grenze::N,raja,шек
636,Krieg::N,sota,соғыс
637,Feind::N,vihollinen,жау
638,Feind::N,vihollinen,дұшпан
639,Gewalt::N,väkivalta,зорлык
640,Gewalt::N,väkivalta,зорлық-зомбылык
641,Kampf::N,taistelu,күрес
642,Kampf::N,taistelu,алыспақ
643,Bogen[Waffe]::N,jousi,саржа
644,Pfeil::N,nuoli,жебе
645,Gewehr::N,kivääri,қару
646,Fehler::N,vika,әбес
647,Fehler::N,vika,қаталық
648,Fehler::N,virhe,әбес
649,Fehler::N,virhe,қаталық
650,Lüge::N,valhe,өтірік
651,Schaden::N,vaurio,зиян
652,Schaden::N,vaurio,зарар
653,Schaden::N,vahinko,зиян
654,Schaden::N,vahinko,зарар
655,Unglück::N,vahinko,пәле
656,Unglück::N,vahinko,қасырет
657,Unglück::N,vahinko,ауыртпалық
658,Unglück::N,onnettomuus,пәле
659,Unglück::N,onnettomuus,қасырет
660,Unglück::N,onnettomuus,ауыртпалық
661,Schuld::N,syy,айыптылық
662,Alter::N,ikä,жас
663,Alter::N,ikä,жас шамасы
664,Schluss::N,loppu,ада
665,Schluss::N,loppu,бітуі
666,Zeit::N,aika,уақыт
667,Tag::N,päivä,күн
668,Morgen::N,aamu,таң
669,Morgen::N,aamu,таңертең
670,Morgen::N,huomen,таң
671,Morgen::N,huomen,таңертең
672,Mittag::N,keskipäivä,талтүс
673,Abend::N,ilta,кеш
674,Nacht::N,yö,түн
675,Woche::N,viikko,апта
676,Monat::N,kuukausi,ай
677,Jahr::N,vuosi,жыл
678,Frühling::N,kevät,көктем
679,Sommer::N,kesä,жаз
680,Herbst::N,syksy,күз
681,Winter::N,talvi,қыс
682,Januar::N,tammikuu,каңтар
683,Februar::N,helmikuu,ақпан
684,März::N,maaliskuu,наурыз
685,April::N,huhtikuu,сәуір
686,Mai::N,toukokuu,мамыр
687,Juni::N,kesäkuu,маусым
688,Juli::N,heinäkuu,шілде
689,August::N,elokuu,сүмбіле
690,August::N,elokuu,тамыз
691,September::N,syyskuu,қыркүйек
692,Oktober::N,lokakuu,ақырап
693,November::N,marraskuu,қараша
694,Dezember::N,joulukuu,желтоқсан
695,Montag::N,maanantai,дүйсенбі
696,Dienstag::N,tiistai,сейсенбі
697,Mittwoch::N,keskiviikko,сәрсенбі
698,Donnerstag::N,torstai,бейсенбі
699,Freitag::N,perjantai,жұма
700,Samstag::N,lauantai,сенбі
701,Sonntag::N,sunnuntai,жексембі
702,groß::A,iso,алпамсадай
703,groß::A,suuri,алпамсадай
704,klein::A,pieni,кішкене
705,klein::A,pieni,қарғадай
706,lang::A,pitkä,сопақ
707,lang::A,pitkä,сорайған
708,kurz::A,lyhyt,кеспелтек
709,breit::A,leveä,айдынды
710,schmal::A,kapea,қысық
711,dicht::A,taaja,жиі
712,dick[Gegenstand]::A,paksu,шомбал
713,dünn::A,ohut,жұқа
714,dünn::A,ohut,жіңішке
715,fein::A,hieno,қаңылтақ
716,fest::A,luja,берік
717,fest::A,luja,мызғымас
718,flach::A,litteä,жалпак
719,flach::A,tasainen,жалпак
720,glatt::A,sileä,типыл
721,glatt::A,siloinen,типыл
722,hart::A,kova,қатты
723,weich::A,pehmeä,жұмсақ
724,rund::A,pyöreä,домалақ
725,spitz::A,terävä,үшкір
726,scharf::A,terävä,сүйрік
727,stumpf::A,tylsä,доғал
728,stumpf::A,tylsä,өтпейтін
729,schwer::A,raskas,салмақты
730,schwer::A,painava,салмақты
731,schön::A,kaunis,сұлу
732,heiß::A,kuuma,ыссы
733,warm::A,lämmin,жылы
734,kalt::A,kylmä,аязды
735,kalt::A,viluinen,аязды
736,kühl::A,viileä,салқын
737,frisch::A,tuore,таза
738,frisch::A,tuore,жаңа
739,feucht::A,kostea,нам
740,feucht::A,kostea,дымқылды
741,nass::A,märkä,сулы
742,trocken::A,kuiva,құрғақ
743,voll::A,täysi,толы
744,leer::A,tyhjä,бос
745,offen::A,avonainen,ашып қойылған
746,geschlossen::A,suljettu,жабулы
747,sauber::A,puhdas,дақсыз
748,sauber::A,puhdas,мұнтаздай
749,schmutzig::A,likainen,айғыз
750,schmutzig::A,likainen,сатпақ
751,schmutzig::A,likainen,сатал-сатал
752,roh::A,raaka,шикі
753,reif::A,kypsä,піскен
754,lecker::A,herkullinen,дәмді
755,süß::A,makea,тәтті
756,bitter::A,karvas,ащы
757,bitter::A,kitkerä,ащы
758,sauer::A,hapan,қышқыл
759,hell::A,kirkas,жарық
760,hell::A,kirkas,жарқын
761,hell::A,valoisa,жарық
762,hell::A,valoisa,жарқын
763,dunkel::A,pimeä,қараңғы
764,schwarz::A,musta,қара
765,weiß::A,valkea,ақ
766,rot::A,punainen,қызыл
767,gelb::A,keltainen,сары
768,blau::A,sininen,көк
769,grün::A,vihreä,жасыл
770,grau::A,harmaa,бозамық
771,bunt::A,kirjava,алабажак
772,billig::A,halpa,арзан
773,billig::A,huokea,арзан
774,teuer::A,kallis,бағалы
775,wertvoll::A,arvokas,құнды
776,wertvoll::A,arvokas,қымбат
777,blind::A,sokea,көзсіз
778,blind::A,sokea,көр
779,blind::A,sokea,көр_соқыр
780,taub::A,kuuro,керең
781,taub::A,kuuro,саңырау
782,kräftig::A,väkevä,қуатты
783,kräftig::A,väkevä,қарымды
784,kräftig::A,voimakas,қуатты
785,kräftig::A,voimakas,қарымды
786,stark::A,vahva,білекті
787,schwach::A,heikko,әлсіз
788,schwach::A,heikko,күшсіз
789,schwach::A,heikko,қайратсыз
790,fett::A,lihava,семіз
791,schlank::A,hoikka,ашаң
792,schlank::A,solakka,ашаң
793,hübsch::A,soma,ажарлы
794,hübsch::A,soma,шырайлы
