,Concept_ID,bn,be
141,Bau::N,ডেরা,нара
142,Tier::N,জন্তু,жывёла
143,Herde::N,ঝাঁক,статак
144,Kuh::N,গোরু,карова
145,Bulle::N,বৃষ,бык
146,Pferd::N,ঘোড়া,конь
147,Schaf::N,ভেড়া,авечка
148,Schwein::N,শূকর,свіння
149,Hund::N,কুকুর,сабака
150,Katze::N,বেড়াল,кошка
151,Bär::N,ভল্লুক,мядзведзь
152,Eichhörnchen::N,কাঠবিড়াল,вавёрка
153,Elch::N,হরিণবিশেষ,лось
154,Fuchs::N,পাঁতিশিয়াল,ліса
155,Hase::N,শশক,заяц
156,Maus::N,নেংটি ইঁদুর,мыш
157,Wolf::N,নেকড়ে,воўк
158,Vogel::N,পক্ষী,птах
159,Vogel::N,পক্ষী,птушка
160,Schwarm::N,ঝাঁক,чарада
161,Huhn::N,মোরগ,курыца
162,Hahn::N,কুক্কুট,певень
163,Gans::N,হংসী,гусь
164,Adler::N,ইগল,арол
165,Ente::N,হংসী,качка
166,Eule::N,পেচক,сава
167,Kranich::N,সারস,жораў
168,Kranich::N,সারস,журавель
169,Krähe::N,কাক,варона
170,Kuckuck::N,কোকিল,зязюля
171,Schwan::N,মরাল,лебедзь
172,Fisch::N,মাছ,рыба
173,Barsch::N,মৎন্যবিশেষ,акунь
174,Hecht::N,বানমাছ,шчупак
175,Schlange[Tier]::N,সর্প,змяя
176,Wurm::N,কীট,чарвяк
177,Spinne::N,মাকড়সা,павук
178,Ameise::N,পিপীলিকা,мурашка
179,Laus::N,উকুন,вош
180,Mücke::N,মশা,камар
181,Fliege::N,মাছি,муха
182,Schmetterling::N,প্রজাপতি,матыль
183,Beere::N,বেরি,ягада
184,Apfel::N,আপেল,яблык
185,Pilz::N,ছত্রক,грыб
186,Zwiebel::N,পিয়াজ,цыбуля
187,Saat::N,বীজ,семя
188,Korn::N,শস্য,зерне
189,Heu::N,খড়,сена
190,Schale::N,খোসা,шалупінне
191,Grube::N,গর্ত,яма
192,Falle::N,ফাঁদ,пастка
193,Schlinge::N,পাশ,сіло
194,Spur::N,চিহ্ন,след
195,Asche::N,ভস্ম,попел
196,Dreck::N,ময়লা,бруд
197,Eisen::N,লোহা,жалеза
198,Gold::N,স্বর্ণ,золата
199,Silber::N,রৌপ্য,сребра
200,Kohle::N,অঙ্গার,вугаль
201,Glas::N,কাচ,шкло
202,Lehm::N,মৃত্তিকা,гліна
203,Sand::N,বালি,пясок
204,Mensch::N,নর,чалавек
205,Mensch::N,মানুষ,чалавек
206,Mann::N,মানুষ,мужчына
207,Frau::N,নারী,жанчына
208,Kind::N,বাচ্চা,дзіця
209,Junge::N,ছেলে,хлопчык
210,Mädchen::N,মেয়ে,дзяўчынка
211,Familie::N,পরিবার,сямʼя
212,Großvater::N,মাতামহ,дзядуля
213,Großmutter::N,মাতামহী,бабуля
214,Eltern::N,মাতাপিতা,бацькі
215,Vater::N,পিতা,бацька
216,Mutter::N,মাতা,маці
217,Sohn::N,ছেলে,сын
218,Tochter::N,মেয়ে,дачка
219,Bruder::N,দাদা,брат
220,Schwester::N,বোন,сястра
221,Schwester::N,দিদি,сястра
222,Onkel::N,মামা,дзядзька
223,Tante::N,মাসী,цётка
224,Ehemann::N,স্বামী,муж
225,Ehefrau::N,পত্নী,жонка
226,Freude::N,উল্লাস,радасць
227,Gelächter::N,হাসি,смех
228,Glück::N,সুখ,шчасце
229,Kummer::N,দুঃখ,гора
230,Wunsch::N,আকাঙ্ক্ষা,жаданне
231,Lust::N,বাসনা,цяга
232,Geist::N,আত্না,дух
233,Gedanke::N,চিন্তা,думка
234,Gedächtnis::N,স্মরণশক্তি,памяць
235,Verstand::N,মন,розум
236,Sinn::N,পদার্থ,сэнс
237,Grund::N,কারণ,зачэпка
238,Wahrheit::N,সত্য,праўда
239,Gespräch::N,কথাবার্তা,размова
240,Märchen::N,রূপকথা,казка
241,Erzählung::N,গল্প,расказ
242,Erzählung::N,গল্প,апавяданне
243,Nachricht::N,তথ্য,вестка
244,Nachricht::N,তথ্য,паведамленне
245,Neuigkeit::N,খবরাখবর,навіна
246,Name::N,নাম,імя
247,Rätsel::N,ধাঁধা,загадка
248,Rede::N,বক্তৃতা,прамова
249,Sprache::N,ভাষা,мова
250,Stimme::N,স্বর,голас
251,Wort::N,শব্দ,слова
252,Zeichen::N,প্রতীক,знак
253,Ruf::N,ডাক,кліч
254,Lärm::N,হৈচৈ,шум
255,Laut::N,ধ্বনি,гук
256,Ton::N,স্বর,гучанне
257,Lied::N,গান,песня
258,Ruhe::N,শান্তি,спакой
259,Leute::N,প্রজাপুঞ্জ,людзі
260,Volk::N,জাতি,народ
261,Arbeit::N,চাকরি,праца
262,Arbeit::N,চাকরি,работа
263,Gast::N,অতিথি,госць
264,Geschenk::N,উপহার,падарунак
265,Spiel::N,খেলা,гульня
266,Gesellschaft::N,সঙ্গিগণ,таварыства
267,Hilfe::N,সাহায্য,дапамога
268,Freund::N,বন্ধু,друг
269,Freund::N,বন্ধু,сябар
270,Kamerad::N,সঙ্গী,прыяцель
271,Angelegenheit::N,বিষয়,справа
272,Anzahl::N,পরিমাণ,колькасць
273,Art::N,রকম,від
274,Stück::N,টুকরো,кусок
275,Stück::N,টুকরো,кавалак
276,Teil::N,অংশ,частка
277,Hälfte::N,অর্ধেক,палова
278,Hälfte::N,অর্ধেক,палавіна
279,Kreis::N,বৃত্ত,круг
280,Kreuz::N,ক্রুশ,крыж
281,Linie::N,রেখা,лінія
282,Strich::N,কষি,рыса
283,Abstand::N,ফাঁক,прамежак
284,Entfernung::N,ব্যবধান,адлегласць
285,Gegend::N,ক্ষেত্র,мясцовасць
286,Platz::N,জায়গা,месца
287,Ort::N,স্থান,месца
288,Seite::N,পার্শ্ব,бок
289,Mitte::N,মধ্য,сярэдзіна
290,Gegenstand::N,জিনিস,прадмет
291,Sache::N,বস্তু,рэч
292,Rand::N,কানা,край
293,Kante::N,ধার,руб
294,Kante::N,ধার,кант
295,Ecke::N,কোণ,вугал
296,Spitze::N,ডগা,кончык
297,Ende::N,প্রান্ত,канец
298,Loch::N,গর্ত,дзірка
299,Winkel::N,কোণ,вугал
300,Muster::N,নমুন্,узор
301,Größe::N,আয়তন,памер
302,Länge::N,দৈর্ঘ্য,даўжыня
303,Höhe::N,উচ্চতা,вышыня
304,Gewicht::N,ওজন,вага
305,Menge::N,পরিমাণ,колькасць
306,Haufen::N,পুঞ্জ,куча
307,Reihe::N,শ্রেণী,рад
308,Boot::N,নৌকা,лодка
309,Ruder::N,দাঁড়,вясло
310,Schlitten::N,স্নেজ্-গাড়ি,сані
311,Ski::N,শী,лыжа
312,Lagerfeuer::N,অগ্নি,вогнішча
313,Last::N,বোঝা,цяжар
314,Gang::N,হণ্টন,ход
315,Schritt::N,পদ,шаг
316,Schritt::N,পদ,крок
317,Norden::N,উত্তরদিক্,поўнач
318,Süden::N,দক্ষিণদিক,поўдзень
319,Westen::N,পশ্চিমদিক্,захад
320,Osten::N,পূর্বদিক,усход
321,Holz::N,কাঠ,дрэва
322,Holz::N,কাঠ,драўніна
323,Brett::N,তক্তা,дошка
324,Platte::N,ফলক,пліта
325,Stütze::N,নাগদণ্ড,падпорка
326,Stange::N,দণ্ড,жэрдка
327,Stock::N,ছড়ি,палка
328,Stab::N,যষ্টি,шост
329,Rohr::N,নল,труба
330,Haus::N,ঘর,дом
331,Heim::N,বাসা,дом
332,Heim::N,বাসা,хата
333,Ofen::N,স্টোভ্,печ
334,Fußboden::N,গহতল,падлога
335,Tisch::N,মেজ,стол
336,Tisch::N,টেবিল,стол
337,Stuhl::N,চেয়ার,стул
338,Stuhl::N,চেয়ার,крэсла
339,Stuhl::N,কেদারা,стул
340,Stuhl::N,কেদারা,крэсла
341,Wiege::N,দোলনা,калыска
342,Bett::N,শয্যা,ложак
343,Bett::N,শয্যা,пасцель
344,Regal::N,তাক,паліца
345,Kiste::N,বাক্স,скрынка
346,Fenster::N,জানালা,акно
347,Tür::N,দ্বার,дзверы
348,Tor::N,দ্বার,вароты
349,Zaun::N,বেড়া,агароджа
350,Dach::N,ছাদ,дах
351,Leiter::N,মই,лесвіца
352,Besen::N,গুল্মবিশেষ,мятла
353,Spaten::N,কোদাল,лапата
354,Spaten::N,কোদাল,жалязняк
355,Schaufel::N,বেলচা,шуфлік
356,Schaufel::N,বেলচা,лапатка
357,Gabel::N,কাঁটা,відэлец
358,Löffel::N,চামচ,лыжка
359,Messer::N,ছুরি,нож
360,Nagel::N,পেরেক,цвік
361,Netz::N,জাল,сетка
362,Haken::N,কাচি,крук
363,Griff::N,হাতল,ручка
364,Schloss::N,তালা,замок
365,Bild::N,ছবি,карціна
366,Bild::N,চিত্র,карціна
367,Figur::N,আকার,фігура
368,Puppe::N,পুতুল,лялька
369,Beutel::N,বটুয়া,мяшок
370,Bündel::N,আঁটি,вязка
371,Tasche::N,থলি,торба
372,Eimer::N,বাল্তি,вядро
373,Deckel::N,আবরণ,накрыўка
374,Geschirr::N,থালা-বাসন,пасуда
375,Sack::N,বস্তা,мех
376,Tasse::N,কাপ,кубак
377,Topf::N,পাত্র,каструля
378,Kessel::N,কেটলি,кацёл
379,Essen::N,আহার,ежа
380,Nahrung::N,খাদ্য,харч
381,Speise::N,খাদ্য,страва
382,Fleisch::N,মাংস,мяса
383,Getreide::N,শস্য,збожжа
384,Brei::N,মণ্ড,каша
385,Brot::N,রুটি,хлеб
386,Scheibe::N,ফালি,луста
387,Scheibe::N,ফালি,скібка
388,Fett::N,মেদ,тлушч
389,Butter::N,মাখন,масла
390,Öl::N,তৈল,алей
391,Salz::N,নুন,соль
392,Suppe::N,শুরুয়া,суп
393,Honig::N,মধু,мёд
394,Milch::N,দুধ,малако
395,Tee::N,চা,чай
396,Tee::N,চা,гарбата
397,Leder::N,পাকা চামড়া,скура
398,Wolle::N,পশম,воўна
399,Stoff::N,বস্ত্র,тканіна
400,Nadel::N,সুচ,іголка
401,Faden::N,সূত্র,нітка
402,Knopf::N,বোতাম,гузік
403,Knoten::N,গিঁট,вузел
404,Farbe::N,রং,фарба
405,Kleidung::N,কাপড়,адзенне
406,Hemd::N,শার্ট,кашуля
407,Kragen::N,গলবন্ধ,каўнер
408,Ärmel::N,আস্তিন্,рукаў
409,Hose::N,ট্রাউজার,штаны
410,Gürtel::N,কটিবন্ধ,пояс
411,Mütze::N,টুপি,шапка
412,Schuh::N,জুতো,чаравік
413,Stiefel::N,বুট,бот
414,Ring::N,আংটি,кольца
415,Band::N,ফিতা,стужка
416,Kamm::N,চিরুনি,расчоска
417,Spiegel::N,আয়না,люстра
418,Riemen::N,চাবুক,рэмень
419,Schnur::N,দড়ি,вяроўка
420,Leine::N,শিকল,павадок
421,Decke::N,কম্বল,коўдра
422,Kissen::N,উপাধান,падушка
423,Tuch::N,বস্ত্র,хустка
424,Handtuch::N,তোয়ালে,ручнік
425,Kraft::N,জোর,сіла
426,Stärke::N,শক্তি,моц
427,Gesundheit::N,স্বাস্থ্য,здароўе
428,Krankheit::N,অসুখ,хвароба
429,Krankheit::N,ব্যামো,хвароба
430,Schmerz::N,যন্ত্রণা,боль
431,Wunde::N,ক্ষত,рана
432,Fieber::N,জ্বর,гарачка
433,Fieber::N,জ্বর,ліхаманка
434,Arznei::N,ঔষধ,лекі
435,Brücke::N,সেতু,мост
436,Brunnen::N,কূপ,калодзеж
437,Weide::N,পশুচারণভূমি,паша
438,Pfad::N,পথ,сцежка
439,Weg::N,পথ,шлях
440,Weg::N,পথ,дарога
441,Straße::N,রাস্তা,вуліца
442,Dorf::N,গ্রাম,вёска
443,Stadt::N,শহর,горад
444,Brief::N,চিঠি,ліст
445,Brief::N,চিঠি,пісьмо
446,Buch::N,বই,кніга
447,Buchstabe::N,অক্ষর,літара
448,Zeitung::N,সংবাদপত্র,газета
449,Leben::N,জীবন,жыццё
450,Tod::N,মৃত্যু,смерць
451,Grab::N,কবর,магіла
452,Kirche::N,গির্জা,касцёл
453,Kirche::N,গির্জা,царква
454,Sünde::N,পাপ,грэх
455,Gott::N,দেবতা,бог
456,Arbeiter::N,শ্রমিক,рабочы
457,Chef::N,নেতা,начальнік
458,Meister::N,ব্যক্তি,майстар
459,Arzt::N,চিকিৎসক,урач
460,Lehrer::N,অধ্যাপক,настаўнік
461,Geld::N,মুদ্রা,грошы
462,Geld::N,টাকাপয়সা,грошы
463,Geschäft::N,ব্যস্ততা,заняцце
464,Laden::N,দোকান,крама
465,Laden::N,দোকান,магазін
466,Preis::N,মূল্য,цана
467,Ware::N,পণ্যদ্রব্য,тавар
468,Nutzen::N,সুবিধা,выгада
469,Reichtum::N,ধনদৌলত,багацце
470,Welt::N,জগৎ,свет
471,Land::N,খেত,краіна
472,Staat::N,রাষ্ট্র,дзяржава
473,König::N,রাজা,кароль
474,Macht::N,প্রভাব,улада
475,Grenze::N,সীমা,граніца
476,Krieg::N,যুদ্ধ,вайна
477,Feind::N,শত্রু,вораг
478,Gewalt::N,জোর,насілле
479,Kampf::N,লড়াই,барацьба
480,Bogen[Waffe]::N,ধনুক,лук
481,Pfeil::N,বাণ,страла
482,Gewehr::N,বন্দুক,ружжо
483,Fehler::N,ভুল,памылка
484,Lüge::N,মিথ্যা,хлусня
485,Schaden::N,ক্ষতি,шкода
486,Unglück::N,দুর্ভাগ্য,ліха
487,Unglück::N,দুর্ভাগ্য,бядота
488,Schuld::N,অপরাধ,віна
489,Alter::N,আয়ু,узрост
490,Schluss::N,শেষ,канец
491,Zeit::N,সময়,час
492,Tag::N,দিন,дзень
493,Morgen::N,সকাল,ранак
494,Morgen::N,সকাল,раніца
495,Mittag::N,মধ্যাহু,паўдня
496,Mittag::N,মধ্যাহু,поўдзень
497,Abend::N,সন্ধ্যা,вечар
498,Nacht::N,রাত্রি,ноч
499,Woche::N,সপ্তাহ,тыдзень
500,Monat::N,মাস,месяц
501,Jahr::N,সৌরবর্ষ,год
502,Frühling::N,বসন্তকাল,вясна
503,Sommer::N,গ্রীষ্মকাল,лета
504,Herbst::N,শরংঋতু,восень
505,Winter::N,শীতকাল,зіма
506,Januar::N,জানুয়ারী,студзень
507,Februar::N,ফেব্রুয়ারী,люты
508,März::N,মার্চ,сакавік
509,April::N,এপ্রিল,красавік
510,Mai::N,মে,май
511,Mai::N,মে,травень
512,Juni::N,জুন,чэрвень
513,Juli::N,জুলাই,ліпень
514,August::N,অগাস্ট,жнівень
515,September::N,সেপ্টেম্বর,верасень
516,Oktober::N,অক্টোবর,кастрычнік
517,November::N,নভেম্বর,лістапад
518,Dezember::N,ডিসেম্বর,снежань
519,Montag::N,সোমবার,панядзелак
520,Dienstag::N,মঙ্গলবার,аўторак
521,Mittwoch::N,বুধবার,серада
522,Donnerstag::N,বৃহম্পতিবার,чацвер
523,Freitag::N,শুক্রবার,пятніца
524,Samstag::N,শনিবার,субота
525,Sonntag::N,রবিবার,нядзеля
526,groß::A,বৃহৎ,вялікі
527,klein::A,ছোট,маленькі
528,lang::A,দীর্ঘ,доўгі
529,kurz::A,খর্ব,кароткі
530,kurz::A,হ্রস্ব,кароткі
531,breit::A,চওড়া,шырокі
532,schmal::A,সরু,вузкі
533,dicht::A,ঘন,густы
534,dick[Gegenstand]::A,পুরু,тоўсты
535,dünn::A,কৃশ,тонкі
536,fein::A,সূক্ষ্ম,тонкі
537,fest::A,দৃঢ়,моцны
538,flach::A,সমতল,плоскі
539,glatt::A,মসৃণ,гладкі
540,hart::A,শক্ত,цвёрды
541,weich::A,নরম,мяккі
542,rund::A,গোলাকার,круглы
543,spitz::A,তীক্ষ্ন,спічасты
544,spitz::A,তীক্ষ্ন,востраканцовы
545,scharf::A,শাণিত,востры
546,stumpf::A,ভোঁতা,тупы
547,schwer::A,ভারী,цяжкі
548,schön::A,সুন্দর,прыгожы
549,heiß::A,গরম,гарачы
550,warm::A,ঈষদুষ্ণ,цёплы
551,kalt::A,ঠাণ্ডা,холадны
552,kühl::A,শীতল,халаднаваты
553,frisch::A,তাজা,свежы
554,feucht::A,ভিজা,вільготны
555,nass::A,ভিজা,мокры
556,trocken::A,শুষ্ক,сухі
557,voll::A,পূর্ণ,поўны
558,leer::A,খালি,пусты
559,offen::A,খোলা,адкрыты
560,offen::A,খোলা,адчынены
561,geschlossen::A,বন্ধ,закрыты
562,geschlossen::A,বন্ধ,зачынены
563,sauber::A,নির্মল,чысты
564,schmutzig::A,নোংরা,брудны
565,roh::A,কাঁচা,сыры
566,reif::A,পাকা,спелы
567,lecker::A,সুস্বাদ,смачны
568,süß::A,মিষ্ট,салодкі
569,bitter::A,তিক্ত,горкі
570,sauer::A,টক,кіслы
571,hell::A,উজ্জ্বল,светлы
572,dunkel::A,অন্ধকারময়,цёмны
573,schwarz::A,কালো,чорны
574,weiß::A,সাদা,белы
575,rot::A,লাল,чырвоны
576,gelb::A,হলদে,жоўты
577,blau::A,নীল,сіні
578,grün::A,সবুজ,зялёны
579,grau::A,ছাই-রঙা,шэры
580,bunt::A,রঙিন,пяресты
581,billig::A,সস্তা,танны
582,teuer::A,আক্রা,дарагі
583,wertvoll::A,মহার্ঘ,цэнны
584,wertvoll::A,মহার্ঘ,каштоўны
585,blind::A,কানা,сляпы
586,taub::A,বধির,глухі
587,kräftig::A,বিশাল,магутны
588,stark::A,শক্তিশালী,сільны
589,schwach::A,দুর্বল,слабы
590,fett::A,মোটা,тлусты
591,schlank::A,কৃশ,стройны
592,hübsch::A,সুন্দর,чароўны
593,böse::A,খারাপ,злы
594,dumm::A,মূর্খ,дурны
595,faul::A,শ্রমবিমুখ,лянівы
596,fleißig::A,পরিশ্রমী,руплівы
597,geizig::A,ব্যয়কুণ্ঠ,прагны
598,klug::A,দক্ষ,разумны
599,geschickt::A,পটু,умелы
600,lieb::A,প্রেয়,мілы
601,lustig::A,প্রফুল্ল,вясёлы
602,sanft::A,নম্র,ласкавы
603,hungrig::A,ক্ষুধার্ত,галодны
604,krank::A,অসুস্থ,хворы
605,nackt::A,উলঙ্গ,голы
606,traurig::A,দুঃখিত,сумны
607,lebendig::A,জীবিত,жывы
608,gut::A,ভালো,добры
609,schlecht::A,মন্দ,кепскі
610,richtig::A,ঠিক,правільны
611,schlimm::A,কদর্য,агідны
612,wahr::A,বাস্তব,сапраўдны
613,alt::A,পুরাতন,стары
614,neu::A,নব,новы
615,neu::A,নূতন,новы
616,ehemalig::A,পূর্বকালীন,былы
617,alt[Lebewesen]::A,বৃদ্ধ,стары
618,jung::A,তরুণ,малады
619,arm::A,ক্ষুদ্র,бедны
620,reich::A,ধনবান্,багаты
621,bekannt::A,সুপরিচিত,знаёмы
622,berühmt::A,বিখ্যাত,славуты
623,fremd::A,বিদেশি,чужы
624,verschieden::A,বিসদৃশ,розны
625,nah::A,নিকটবতী,блізкі
626,fern::A,দুরবতী,далёкі
627,linker::A,বাম,левы
628,rechter::A,ডান,правы
629,rechter::A,ডাইন,правы
630,anderer::A,অন্যতর,іншы
631,anderer::A,অন্যতর,другі
632,erster::A,প্রথম,першы
633,zweiter::A,দ্বিতীয়,другі
634,dritter::A,তৃতীয়,трэці
635,letzter::A,সর্বশেষ,апошні
636,allein::ADV,একক,сам
637,allein::ADV,একক,адзін
638,auf einmal::ADV,জলদি,адразу
639,zusammen::ADV,একসঙ্গে,разам
640,lange::ADV,লম্বা,доўга
641,plötzlich::ADV,হঠাৎ,раптам
642,sofort::ADV,মুহ্ণর্তমধ্যে,зараз
643,später::ADV,পশ্চাতে,пазней
644,jetzt::ADV,এখন,цяпер
645,heute::ADV,আজ,сёння
646,morgen::ADV,আগামিকাল,заўтра
647,bald::ADV,অস্পকালমধ্যে,хутка
648,bald::ADV,অস্পকালমধ্যে,неўзабаве
649,dann::ADV,তখন,потым
650,gestern::ADV,গতকাল,учора
651,einst::ADV,একবার মাত্র,аднойчы
652,damals::ADV,তখন,тады
653,danach::ADV,পরে,затым
654,vorher::ADV,আগে,раней
655,zuerst::ADV,আগে,спярша
656,zuerst::ADV,আগে,спачатку
657,einmal::ADV,একবার,адзін раз
658,manchmal::ADV,কখনও কখনও,часам
659,oft::ADV,ঘনঘন,часта
660,immer::ADV,সর্বদা,заўсёды
661,niemals::ADV,কখলও নহে,ніколі
662,hier::ADV,এখানে,тут
663,hierhin::ADV,এখানে,сюды
664,von hier::ADV,ত্রই স্তান হইতে,адсюль
665,von hier::ADV,ত্রই স্তান হইতে,адгэтуль
666,dort::ADV,ওখানে,там
667,dorthin::ADV,ওখানে,туды
668,geradeaus::ADV,অগ্রগামী,прама
669,vorwärts::ADV,সন্মুখিকে,наперад
670,rückwärts::ADV,খিরিয়া,назад
671,zurück::ADV,পিঠ,назад
672,unten::ADV,নীচে,унізе
673,hinab::ADV,নিম্নগামী,уніз
674,oben::ADV,উপরে,угары
675,oben::ADV,উপরে,наверсе
676,hinauf::ADV,উচ্চতর অংশে,угару
677,überall::ADV,সর্বত্র,усюды
678,nicht::ADV,না,не
679,ein wenig::ADV,অল্প,трошкі
680,kaum::ADV,কষ্টসহকাবে,ледзьве
681,sehr::ADV,খুব,вельмі
682,so::ADV,তত,так
683,noch::ADV,এখন পর্যস্ত,яшчэ
684,nur::ADV,শুধু,толькі
685,schon::ADV,ইতঃপুর্বে,ужо
686,wieder::ADV,আবার,зноў
687,vergebens::ADV,বিফলে,дарма
688,vergebens::ADV,বিফলে,дарэмна
689,vor::PRP,সম্মুখে,перад
690,hinter::PRP,পশ্চাতে,за
691,hinter::PRP,পশ্চাতে,ззаду
692,unter::PRP,নীচে,пад
693,durch::PRP,দ্বারা,праз
694,neben::PRP,কাছে,каля
695,zwischen::PRP,মধ্যে,між
696,zwischen::PRP,মধ্যে,паміж
697,wegen::PRP,জন্য,з-за
698,dies::PRN,এটা,гэта
699,das::PRN,ওটা,тое
700,alles::PRN,সব,усё
701,ich::PRN,আমি,я
702,du::PRN,তুমি,ты
703,er::PRN,উনি,ён
704,wir::PRN,আমরা,мы
705,ihr::PRN,তোমরা,вы
706,sie::PRN,তারা,яны
707,was::FPRN,কি,што
708,wer::FPRN,কে,хто
709,wo::FADV,কোথায়,дзе
710,wohin::FADV,কোথায়,куды
711,wie::FADV,কেমন,як
712,warum::FADV,কেন,чаму
713,wieviel::FNUM,কত,колькі
714,eins::NUM,অক,адзін
715,zwei::NUM,দুই,два
716,drei::NUM,তিন,тры
