,Concept_ID,it,br
135,Kiefer[Baum]::N,pino,pinenn
136,Weide[Baum]::N,sàlice,halegenn
137,Tanne::N,abete,sapenn
138,Horn::N,corno,korn
139,Feder::N,penna,pluñv
140,Fell::N,manto,kreoñ
141,Fell::N,pelame,kreoñ
142,Flügel::N,ala,askell
143,Klaue::N,grinfia,skilf
144,Kralle::N,unghia,skilf
145,Kralle::N,artiglio,skilf
146,Schwanz::N,coda,lost
147,Ei::N,uovo,vi
148,Nest::N,nido,neizh
149,Bau::N,covo,douarenn
150,Tier::N,bestia,loen
151,Tier::N,animale,loen
152,Herde::N,gregge,tropell
153,Kuh::N,vacca,buoc'h
154,Bulle::N,toro,tarv
155,Pferd::N,cavallo,marc'h
156,Schaf::N,pècora,dañvad
157,Schwein::N,porco,pemoc'h
158,Schwein::N,maiale,pemoc'h
159,Hund::N,cane,ki
160,Katze::N,gatta,kazh
161,Bär::N,orso,arzh
162,Eichhörnchen::N,scoiàttolo,gwiñver
163,Elch::N,alce,karv-dour
164,Fuchs::N,volpe,louarn
165,Hase::N,lepre,gad
166,Maus::N,topo,logodenn
167,Maus::N,sorcio,logodenn
168,Wolf::N,lupo,bleiz
169,Vogel::N,uccello,labous
170,Schwarm::N,stormo,nijad
171,Huhn::N,gallina,yar
172,Hahn::N,gallo,kilhog
173,Gans::N,oca,gwazenn
174,Adler::N,àquila,erer
175,Ente::N,ànatra,houad
176,Eule::N,gufo,toud
177,Eule::N,civetta,toud
178,Kranich::N,gru,garan
179,Krähe::N,cornacchia,bran
180,Kuckuck::N,cuccù,koukoug
181,Kuckuck::N,cùculo,koukoug
182,Schwan::N,cigno,alarc'h
183,Fisch::N,pesce,pesk
184,Barsch::N,pèrsico,brell
185,Hecht::N,luccio,beked
186,Schlange[Tier]::N,serpente,naer
187,Wurm::N,baco,preñv
188,Wurm::N,verme,preñv
189,Spinne::N,ragno,kevnidenn
190,Ameise::N,formica,merion
191,Laus::N,pidocchio,laouenn
192,Mücke::N,zanzara,moustik
193,Fliege::N,mosca,kelienenn
194,Schmetterling::N,farfalla,balafenn
195,Beere::N,bacca,hog
196,Apfel::N,mela,aval
197,Pilz::N,fungo,kabell-touseg
198,Zwiebel::N,cipolla,ognonenn
199,Saat::N,semente,had
200,Korn::N,grano,ed
201,Heu::N,fieno,foenn
202,Schale::N,buccia,peliadur
203,Grube::N,cava,
204,Grube::N,fossa,
205,Falle::N,tràppola,pech
206,Schlinge::N,laccio,krouglas
207,Spur::N,traccia,
208,Asche::N,cenere,ludu
209,Dreck::N,fango,fank
210,Eisen::N,ferro,houarn
211,Gold::N,oro,aour
212,Silber::N,argento,arc'hant
213,Kohle::N,carbone,glaou
214,Glas::N,vetro,gwer
215,Lehm::N,argilla,
216,Sand::N,arena,traezh
217,Sand::N,sabbia,traezh
218,Mensch::N,uomo,den
219,Mensch::N,èssere umano,den
220,Mann::N,uomo,den
221,Frau::N,donna,maouez
222,Kind::N,bambino,bugel
223,Junge::N,ragazzo,paotr
224,Mädchen::N,ragazza,plac'h
225,Familie::N,famiglia,familh
226,Großvater::N,nonno,tad-kozh
227,Großmutter::N,nonna,mamm-gozh
228,Eltern::N,genitori,kerent
229,Vater::N,padre,tad
230,Mutter::N,madre,mamm
231,Sohn::N,figlio,mab
232,Tochter::N,figlia,merc'h
233,Bruder::N,fratello,breur
234,Schwester::N,sorella,c'hoar
235,Onkel::N,zio,eontr
236,Tante::N,zia,moereb
237,Ehemann::N,marito,gwaz
238,Ehefrau::N,moglie,gwreg
239,Freude::N,gioia,levenez
240,Freude::N,piacere,levenez
241,Gelächter::N,risata,c'hoarzherezh
242,Glück::N,felicità,chañs
243,Kummer::N,afflizione,doan
244,Wunsch::N,desiderio,c'hoant
245,Lust::N,voglia,c'hoant
246,Geist::N,mente,spered
247,Geist::N,spìrito,spered
248,Gedanke::N,idea,soñj
249,Gedanke::N,pensiero,soñj
250,Gedächtnis::N,memoria,eñvor
251,Verstand::N,intelletto,skiant
252,Sinn::N,senso,ster
253,Sinn::N,significato,ster
254,Grund::N,causa,kaoz
255,Grund::N,motivo,kaoz
256,Grund::N,ragione,kaoz
257,Wahrheit::N,verità,gwirionez
258,Gespräch::N,discorso,kaozeadenn
259,Gespräch::N,conversazione,kaozeadenn
260,Märchen::N,fiaba,kaoz korriganez
261,Märchen::N,fàvola,kaoz korriganez
262,Erzählung::N,racconto,kontadenn
263,Erzählung::N,narrazione,kontadenn
264,Nachricht::N,messaggio,keloù
265,Neuigkeit::N,notizia,kelaouenn
266,Name::N,nome,anv
267,Rätsel::N,indovinello,divinatez
268,Rede::N,discorso,diskour
269,Sprache::N,lingua,yezh
270,Sprache::N,linguaggio,yezh
271,Stimme::N,voce,mouezh
272,Wort::N,parola,ger
273,Zeichen::N,segno,sin
274,Zeichen::N,segnale,sin
275,Ruf::N,chiamata,galv
276,Lärm::N,chiasso,trouz
277,Lärm::N,strèpito,trouz
278,Laut::N,suono,
279,Ton::N,tono,ton
280,Lied::N,canto,kanaouenn
281,Lied::N,canzone,kanaouenn
282,Ruhe::N,calma,sioulded
283,Ruhe::N,tranquillità,sioulded
284,Leute::N,gente,tud
285,Volk::N,pòpolo,pobl
286,Arbeit::N,lavoro,labour
287,Gast::N,òspite,kouviad
288,Gast::N,invitato,kouviad
289,Geschenk::N,regalo,prof
290,Spiel::N,gioco,c'hoari
291,Gesellschaft::N,compagnìa,kompagnunezh
292,Gesellschaft::N,compagnìa,kavandad
293,Hilfe::N,aiuto,sikour
294,Hilfe::N,soccorso,sikour
295,Freund::N,amico,mignon
296,Kamerad::N,camerata,kamarad
297,Angelegenheit::N,affare,afer
298,Angelegenheit::N,faccenda,afer
299,Anzahl::N,nùmero,niver
300,Anzahl::N,quantità,niver
301,Art::N,tipo,sort
302,Art::N,specie,sort
303,Stück::N,pezzo,tamm
304,Teil::N,parte,pezh
305,Hälfte::N,metà,hanterenn
306,Kreis::N,cìrcolo,kelc'h
307,Kreuz::N,croce,kroaz
308,Linie::N,lìnea,linenn
309,Strich::N,tratto,tenn
310,Abstand::N,distanza,distok
311,Entfernung::N,distanza,keid
312,Entfernung::N,distanza,kehid
313,Entfernung::N,lontananza,keid
314,Entfernung::N,lontananza,kehid
315,Gegend::N,regione,korn-bro
316,Platz::N,posto,plasenn
317,Platz::N,spazio,plasenn
318,Ort::N,luogo,lec'h
319,Ort::N,località,lec'h
320,Seite::N,lato,tu
321,Seite::N,parte,tu
322,Mitte::N,mezzo,kreiz
323,Mitte::N,centro,kreiz
324,Gegenstand::N,oggetto,tra
325,Sache::N,cosa,tra
326,Rand::N,orlo,kantenn
327,Rand::N,bordo,kantenn
328,Kante::N,spìgolo,kantenn
329,Ecke::N,canto,korn
330,Spitze::N,punta,begell
331,Ende::N,capo,dibenn
332,Ende::N,estremità,dibenn
333,Loch::N,buco,toull
334,Winkel::N,àngolo,
335,Muster::N,disegno,tresadenn
336,Größe::N,taglia,ment
337,Größe::N,grandezza,ment
338,Länge::N,lunghezza,hirder
339,Höhe::N,altezza,uhelder
340,Gewicht::N,peso,pouez
341,Menge::N,quantità,bern
342,Haufen::N,cùmulo,bern
343,Haufen::N,mucchio,bern
344,Reihe::N,fila,steud
345,Boot::N,barca,bag
346,Boot::N,battello,bag
347,Ruder::N,remo,roeñv
348,Schlitten::N,slitta,trainell
349,Ski::N,sci,ski
350,Lagerfeuer::N,falò,
351,Lagerfeuer::N,fuoco di bivacco,
352,Last::N,càrico,karg
353,Gang::N,andata,kerzh
354,Schritt::N,passo,paz
355,Norden::N,nord,norzh
356,Norden::N,nord,hanternoz
357,Norden::N,settentrione,norzh
358,Norden::N,settentrione,hanternoz
359,Süden::N,sud,su
360,Süden::N,sud,kreisteiz
361,Süden::N,meridione,su
362,Süden::N,meridione,kreisteiz
363,Westen::N,òvest,kuzh-heol
364,Westen::N,occidente,kuzh-heol
365,Osten::N,est,reter
366,Osten::N,est,sav-heol
367,Osten::N,oriente,reter
368,Osten::N,oriente,sav-heol
369,Holz::N,legno,koad
370,Brett::N,asse,plankenn
371,Brett::N,tàvola,plankenn
372,Platte::N,lastra,plakenn
373,Platte::N,piastra,plakenn
374,Stütze::N,supporto,harp
375,Stange::N,sbarra,sparl
376,Stange::N,pèrtica,sparl
377,Stock::N,verga,bazh
378,Stock::N,bastone,bazh
379,Stock::N,bacchetta,bazh
380,Stab::N,asta,bazh
381,Rohr::N,tubo,tub
382,Rohr::N,tubo,korz
383,Haus::N,casa,ti
384,Heim::N,casa,kêr
385,Ofen::N,stufa,forn
386,Fußboden::N,pavimento,plañchod
387,Tisch::N,tàvolo,taol
388,Stuhl::N,sedia,kador
389,Wiege::N,culla,kavell
390,Bett::N,letto,gwele
391,Regal::N,scaffale,estajerenn
392,Kiste::N,cassa,kased
393,Fenster::N,finestra,prenestr
394,Tür::N,porta,dor
395,Tor::N,portone,portal
396,Zaun::N,recinto,sklotur
397,Dach::N,tetto,toenn
398,Leiter::N,scala,skeul
399,Leiter::N,scala a pioli,skeul
400,Besen::N,scopa,skubell
401,Spaten::N,vanga,pal
402,Schaufel::N,pala,pal
403,Gabel::N,forchetta,fourchetez
404,Löffel::N,cucchiaio,loa
405,Messer::N,coltello,kontell
406,Nagel::N,chiodo,tach
407,Netz::N,rete,roued
408,Haken::N,uncino,krog
409,Griff::N,mànico,kemer
410,Griff::N,maniglia,kemer
411,Schloss::N,serratura,potenn
412,Bild::N,quadro,skeudenn
413,Bild::N,immàgine,skeudenn
414,Figur::N,figura,skeud
415,Figur::N,figura,figur
416,Puppe::N,bàmbola,merc'hodenn
417,Beutel::N,borsa,sac'h
418,Beutel::N,sacchetto,sac'h
419,Bündel::N,fascio,feskenn
420,Bündel::N,fagotto,feskenn
421,Tasche::N,borsa,sac'h
422,Eimer::N,secchio,sailh
423,Deckel::N,coperchio,pallenn
424,Geschirr::N,stoviglie,listriaj
425,Sack::N,sacco,sac'h
426,Tasse::N,tazza,tas
427,Topf::N,pèntola,pod
428,Kessel::N,paiolo,chaodouron
429,Kessel::N,calderone,chaodouron
430,Essen::N,pasto,pred
431,Essen::N,mangiare,pred
432,Nahrung::N,cibo,boued
433,Nahrung::N,alimento,boued
434,Speise::N,piatto,meuz
435,Fleisch::N,carne,kig
436,Getreide::N,cereali,ed
437,Brei::N,purè,yod
438,Brei::N,pappa,yod
439,Brot::N,pane,bara
440,Scheibe::N,fetta,tailhenn
441,Scheibe::N,trancia,tailhenn
442,Fett::N,grasso,lard
443,Butter::N,burro,amann
444,Öl::N,olio,eoul
445,Salz::N,sale,holen
446,Suppe::N,zuppa,soubenn
447,Suppe::N,minestra,soubenn
448,Honig::N,miele,mel
449,Milch::N,latte,laezh
450,Tee::N,tè,te
451,Leder::N,pelle,lêr
452,Wolle::N,lana,gloan
453,Stoff::N,panno,danvez
454,Stoff::N,tessuto,danvez
455,Nadel::N,ago,nadoz
456,Faden::N,filo,neudenn
457,Knopf::N,bottone,bouton
458,Knoten::N,nodo,skoulm
459,Farbe::N,pittura,liv
460,Kleidung::N,vestiti,dilhad
461,Kleidung::N,vestiario,dilhad
462,Hemd::N,camicia,roc'hed
463,Kragen::N,bàvero,gouzoug
464,Kragen::N,colletto,gouzoug
465,Ärmel::N,mànica,milgin
466,Hose::N,calzoni,bragoù
467,Gürtel::N,cintura,gouriz
468,Mütze::N,berretto,boned
469,Schuh::N,scarpa,botez
470,Stiefel::N,stivale,botez
471,Ring::N,anello,gwalenn
472,Band::N,nastro,bagad
473,Band::N,fettuccia,bagad
474,Kamm::N,pèttine,krib
475,Spiegel::N,specchio,melezour
476,Riemen::N,cinghia,lerenn
477,Schnur::N,corda,kordenn
478,Leine::N,guinzaglio,roll
479,Decke::N,coperta,golo
480,Kissen::N,cuscino,goubenner
481,Kissen::N,guanciale,goubenner
482,Tuch::N,fazzoletto,mezher
483,Handtuch::N,asciugamano,toailhon
484,Kraft::N,forza,nerzh
485,Stärke::N,forza,nerzhder
486,Stärke::N,vigore,nerzhder
487,Stärke::N,fortezza,nerzhder
488,Gesundheit::N,salute,yec'hed
489,Krankheit::N,malattìa,klañved
490,Schmerz::N,dolore,poan
491,Schmerz::N,dolore,droug
492,Wunde::N,piaga,gloazadenn
493,Wunde::N,ferita,gloazadenn
494,Fieber::N,febbre,terzhienn
495,Arznei::N,fàrmaco,louzoù
496,Arznei::N,medicina,louzoù
497,Brücke::N,ponte,pont
498,Brunnen::N,pozzo,puñs
499,Weide::N,pàscolo,prad
500,Pfad::N,sentiero,gwenodenn
501,Weg::N,via,hent
502,Weg::N,cammino,hent
503,Straße::N,strada,ru
504,Straße::N,strada,hent
505,Dorf::N,paese,kêr
506,Dorf::N,paese,kêriadenn
507,Dorf::N,villaggio,kêr
508,Dorf::N,villaggio,kêriadenn
509,Stadt::N,città,kêr
510,Brief::N,lèttera,lizher
511,Buch::N,libro,levr
512,Buchstabe::N,lèttera,lizherenn
513,Zeitung::N,giornale,kazetenn
514,Leben::N,vita,buhez
515,Tod::N,morte,marv
516,Grab::N,tomba,bez
517,Grab::N,sepolcro,bez
518,Kirche::N,chiesa,iliz
519,Sünde::N,peccato,pec'hed
520,Gott::N,dio,doue
521,Arbeiter::N,operaio,labourer
522,Arbeiter::N,operaio,micherour
523,Arbeiter::N,lavoratore,labourer
524,Arbeiter::N,lavoratore,micherour
525,Chef::N,capo,penn
526,Chef::N,padrone,penn
527,Meister::N,mastro,mestr
528,Meister::N,maestro,mestr
529,Arzt::N,mèdico,mezeg
530,Arzt::N,mèdico,medisin
531,Arzt::N,dottore,mezeg
532,Arzt::N,dottore,medisin
533,Lehrer::N,professore,skolaer
534,Lehrer::N,professore,kelenner
535,Geld::N,soldi,arc'hant
536,Geld::N,denaro,arc'hant
537,Geschäft::N,affare,stal
538,Geschäft::N,negozio,stal
539,Laden::N,negozio,stal
540,Preis::N,prezzo,priz
541,Ware::N,merce,marc'hadourezh
542,Nutzen::N,ùtile,gounidegezh
543,Nutzen::N,ùtile,lañs
544,Nutzen::N,ùtile,profit
545,Nutzen::N,ùtile,spleit
546,Nutzen::N,profitto,gounidegezh
547,Nutzen::N,profitto,lañs
548,Nutzen::N,profitto,profit
549,Nutzen::N,profitto,spleit
550,Reichtum::N,ricchezza,pinvidigezh
551,Welt::N,mondo,douar
552,Land::N,paese,bro
553,Staat::N,Stato,stad
554,König::N,re,roue
555,Macht::N,potere,galloud
556,Grenze::N,confine,harzoù
557,Grenze::N,frontiera,harzoù
558,Krieg::N,guerra,brezel
559,Feind::N,nemico,eneber
560,Gewalt::N,violenza,tâerder
561,Kampf::N,lotta,kann
562,Bogen[Waffe]::N,arco,gwareg
563,Pfeil::N,freccia,saezh
564,Gewehr::N,fucile,fuzuilh
565,Fehler::N,errore,fazi
566,Fehler::N,sbaglio,fazi
567,Lüge::N,bugìa,gaou
568,Lüge::N,menzogna,gaou
569,Schaden::N,danno,gwall
570,Unglück::N,sfortuna,gwalleur
571,Schuld::N,colpa,kablusted
572,Schuld::N,colpa,pec'hedigezh
573,Alter::N,età,oad
574,Schluss::N,fine,diwezh
575,Zeit::N,tempo,amzer
576,Tag::N,giorno,deizh
577,Tag::N,giornata,deizh
578,Morgen::N,mattina,beure
579,Morgen::N,mattina,mintin
580,Mittag::N,mezzogiorno,kreisteiz
581,Abend::N,sera,abardaez
582,Abend::N,serata,abardaez
583,Nacht::N,notte,noz
584,Woche::N,settimana,sizhun
585,Monat::N,mese,miz
586,Jahr::N,anno,bloaz
587,Frühling::N,primavera,nevezamzer
588,Sommer::N,estate,hañv
589,Herbst::N,autunno,diskaramzer
590,Winter::N,inverno,goañv
591,Januar::N,gennaio,Genver
592,Februar::N,febbraio,C'hwevrer
593,März::N,marzo,Meurzh
594,April::N,aprile,Ebrel
595,Mai::N,maggio,Mae
596,Juni::N,giugno,Mezheven
597,Juli::N,luglio,Gouhere
598,August::N,agosto,Eost
599,September::N,settembre,Gwengolo
600,Oktober::N,ottobre,Here
601,November::N,novembre,Du
602,Dezember::N,dicembre,Kerzu
603,Montag::N,lunedì,Lun
604,Dienstag::N,martedì,Meurzh
605,Mittwoch::N,mercoledì,Merc'her
606,Donnerstag::N,giovedì,Yaou
607,Freitag::N,venerdì,Gwener
608,Samstag::N,sàbato,Sadorn
609,Sonntag::N,domenica,Sul
610,groß::A,grande,bras
611,klein::A,pìccolo,bihan
612,lang::A,lungo,hir
613,kurz::A,corto,berr
614,breit::A,largo,ledan
615,schmal::A,stretto,strizh
616,dicht::A,denso,stank
617,dick[Gegenstand]::A,spesso,tev
618,dünn::A,sottile,moan
619,fein::A,fine,munut
620,fein::A,delicato,munut
621,fest::A,sodo,start
622,fest::A,fisso,start
623,flach::A,piano,plaen
624,flach::A,piatto,plaen
625,glatt::A,liscio,lintr
626,glatt::A,liscio,levn
627,hart::A,duro,kalet
628,weich::A,molle,blot
629,rund::A,rotondo,ront
630,spitz::A,aguzzo,poentet
631,spitz::A,appuntito,poentet
632,scharf::A,affilato,dremm
633,scharf::A,tagliente,dremm
634,stumpf::A,smussato,talsoc'h
635,schwer::A,pesante,pounner
636,schön::A,bello,kaer
637,heiß::A,caldo,tomm
638,heiß::A,bollente,tomm
639,warm::A,caldo,tomm
640,kalt::A,freddo,yen
641,kühl::A,fresco,yen
642,frisch::A,fresco,fresk
643,feucht::A,ùmido,gleb
644,nass::A,bagnato,gleb
645,trocken::A,secco,sec'h
646,voll::A,pieno,leun
647,leer::A,vuoto,goullo
648,offen::A,aperto,digor
649,geschlossen::A,chiuso,serr
650,sauber::A,netto,naet
651,sauber::A,pulito,naet
652,schmutzig::A,sporco,lous
653,schmutzig::A,sùdicio,lous
654,roh::A,crudo,kriz
655,reif::A,maturo,darev
656,lecker::A,ghiotto,lipous
657,lecker::A,ghiotto,saourus
658,lecker::A,squisito,lipous
659,lecker::A,squisito,saourus
660,süß::A,dolce,dous
661,bitter::A,amaro,c'hwerv
662,sauer::A,aspro,trenk
663,sauer::A,acerbo,trenk
664,hell::A,chiaro,sklaer
665,dunkel::A,buio,teñval
666,dunkel::A,oscuro,teñval
667,schwarz::A,nero,du
668,weiß::A,bianco,gwenn
669,rot::A,rosso,ruz
670,gelb::A,giallo,melen
671,blau::A,blu,glas
672,blau::A,azzurro,glas
673,grün::A,verde,gwer
674,grau::A,grigio,louet
675,bunt::A,variopinto,liesliv
676,billig::A,a buon prezzo,marc'had-mat
677,billig::A,a buon mercato,marc'had-mat
678,teuer::A,caro,ker
679,wertvoll::A,prezioso,prizius
680,blind::A,cieco,dall
681,taub::A,sordo,bouzar
682,kräftig::A,forte,start
683,kräftig::A,robusto,start
684,stark::A,forte,kreñv
685,stark::A,vigoroso,kreñv
686,schwach::A,dèbole,gwan
687,fett::A,grasso,lard
688,schlank::A,snello,sinkl
689,schlank::A,slanciato,sinkl
690,hübsch::A,bello,koant
691,hübsch::A,carino,koant
692,böse::A,cattivo,gwall
693,dumm::A,stùpido,glep
694,faul::A,pigro,lezirek
695,fleißig::A,diligente,studius
696,geizig::A,avaro,tost
697,klug::A,intelligente,speredek
698,geschickt::A,àbile,dornet
699,lieb::A,caro,koant
700,lustig::A,gaio,laouen
701,lustig::A,allegro,laouen
702,sanft::A,dolce,flour
703,hungrig::A,affamato,marnaon
704,krank::A,malato,klañv
705,krank::A,infermo,klañv
706,nackt::A,nudo,noazh
707,traurig::A,triste,trist
708,lebendig::A,vivo,bev
709,gut::A,buono,mad
710,schlecht::A,cattivo,fall
711,schlecht::A,cattivo,gwall
712,richtig::A,giusto,reizh
713,schlimm::A,grave,gwall
714,wahr::A,vero,gwir
715,alt::A,vecchio,kozh
716,neu::A,nuovo,nevez
717,ehemalig::A,vecchio,kozh
718,ehemalig::A,d'una_volta,kozh
719,alt[Lebewesen]::A,anziano,kozh
720,jung::A,giovane,yaouank
721,arm::A,pòvero,paour
722,reich::A,ricco,pinvidik
723,bekannt::A,noto,anavezet
724,bekannt::A,conosciuto,anavezet
725,berühmt::A,famoso,brudet
726,berühmt::A,cèlebre,brudet
727,fremd::A,estràneo,dizanav
728,fremd::A,straniero,dizanav
729,verschieden::A,diverso,disheñel
730,verschieden::A,differente,disheñel
731,nah::A,vicino,nes
732,nah::A,propinquo,nes
733,fern::A,lontano,diabell
734,linker::A,sinistro,kleiz
735,rechter::A,destro,dehoù
736,anderer::A,altro,all
737,erster::A,primo,kentañ
738,zweiter::A,secondo,eil
739,dritter::A,terzo,trede
740,letzter::A,ùltimo,diwezhañ
741,allein::ADV,solo,e-unan
742,allein::ADV,da solo,e-unan
743,auf einmal::ADV,insieme,ar un dro
744,zusammen::ADV,insieme,asambles
745,lange::ADV,a lungo,pell
746,plötzlich::ADV,all'improvviso,en un taol
747,sofort::ADV,sùbito,diouzhtu
748,sofort::ADV,all'istante,diouzhtu
749,später::ADV,più tardi,diwezhatoc'h
750,jetzt::ADV,ora,bremañ
751,jetzt::ADV,adesso,bremañ
752,heute::ADV,oggi,hiziv
753,morgen::ADV,domani,arc'hoazh
754,bald::ADV,presto,hepdale
755,bald::ADV,tra poco,hepdale
756,dann::ADV,allora,a-c'houde
757,gestern::ADV,ieri,dec'h
758,einst::ADV,prima,gwechall
759,einst::ADV,un tempo,gwechall
760,damals::ADV,allora,neuze
761,danach::ADV,poi,goude
762,danach::ADV,dopo,goude
763,vorher::ADV,prima,diagent
764,zuerst::ADV,prima,da gentañ
765,zuerst::ADV,dapprima,da gentañ
766,einmal::ADV,una volta,ur wech
767,manchmal::ADV,talvolta,a-wechoù
768,manchmal::ADV,qualche volta,a-wechoù
769,oft::ADV,spesso,alies
770,immer::ADV,sempre,atav
771,immer::ADV,sempre,bepred
772,niemals::ADV,non mai,gwech ebet
773,hier::ADV,qua,amañ
774,hierhin::ADV,qua,dre amañ
775,von hier::ADV,ne,alemañ
776,von hier::ADV,da qui,alemañ
777,dort::ADV,lì,aze
778,dort::ADV,lì,ahont
779,dorthin::ADV,là,di
780,dorthin::ADV,là,aze
781,dorthin::ADV,là,ahont
782,geradeaus::ADV,diritto,war-eeun
783,vorwärts::ADV,avanti,war-raok
784,rückwärts::ADV,all'indietro,war-lerc'h
785,zurück::ADV,di indietro,war-dreñv
786,unten::ADV,giù,en traoñ
787,unten::ADV,sotto,en traoñ
788,hinab::ADV,giù,a-izel
789,hinab::ADV,in giù,a-izel
790,oben::ADV,su,en nec'h
791,oben::ADV,sopra,en nec'h
792,hinauf::ADV,in sù,e-krec'h
793,hinauf::ADV,in alto,e-krec'h
794,überall::ADV,dappertutto,dre-holl
795,nicht::ADV,non,ne ... ket
796,ein wenig::ADV,un po',un tammig
797,ein wenig::ADV,un poco,un tammig
798,kaum::ADV,a appena,a-boan
799,sehr::ADV,molto,-tre
800,sehr::ADV,molto,-kenañ
801,so::ADV,così,evel-se
802,so::ADV,tanto,evel-se
803,noch::ADV,ancora,c'hoazh
804,nur::ADV,solo,hepken
805,nur::ADV,soltanto,hepken
806,schon::ADV,già,dija
807,wieder::ADV,di nuovo,adarre
808,vergebens::ADV,invano,
809,vor::PRP,davanti a,dirak
810,hinter::PRP,dietro,a-drek
811,hinter::PRP,dietro,a-dreñv
812,unter::PRP,sotto,dindan
813,durch::PRP,per,dre
814,durch::PRP,attraverso,dre
815,neben::PRP,a accanto a,e-kichen
