,Concept_ID,myv,zh
838,schmerzen::V,сэредемс,疼痛
839,husten::V,козомс,咳
840,genesen::V,пичкамс,痊愈
841,sterben::V,куломс,死
842,umkommen::V,чавовомс,丧命
843,umkommen::V,ёмамс,丧命
844,sich bewegen::V,шаштомс,移动
845,sich rühren::V,сыргамс,动弹
846,sich erheben::V,куземс,站起
847,sich setzen::V,озамс,坐
848,hinfallen::V,прамс,跌倒
849,hinfallen::V,сяворемс,跌倒
850,laufen::V,якамс,步行
851,schreiten::V,эскелямс,迈步
852,schreiten::V,молемс,迈步
853,spazierengehen::V,якамс,散步
854,eilen::V,эрзкалемс,急忙
855,eilen::V,капшамс,急忙
856,sich beeilen::V,капшамс,赶快
857,sausen::V,ливтямс,疾驰
858,rennen::V,чийнемс,奔跑
859,rennen::V,ардтнемс,奔跑
860,springen::V,кирнявтнемс,跳
861,klettern::V,куземс,攀缘
862,schaukeln::V,нурямс,荡秋千
863,kriechen::V,ёзмолдомс,爬行
864,schwimmen::V,уемс,游泳
865,tauchen::V,чопавтомс,潜水
866,tauchen::V,чопавтнемс,潜水
867,rudern::V,миледемс,划船
868,fahren::V,ардомс,行驶
869,fliegen::V,ливтямс,飞
870,gehen::V,туемс,走
871,gehen::V,молемс,走
872,weggehen::V,туемс,离去
873,abfahren::V,туемс,出发
874,anhalten::V,лоткамс,停住
875,hineingehen::V,совамс,进去
876,eintreten::V,совамс,进入
877,eintreten::V,эскельдямс,进入
878,kommen::V,самс,来
879,ankommen::V,самс,到达
880,ankommen::V,пачкодемс,到达
881,zurückkommen::V,велявтомс,回来
882,bleiben::V,кадовомс,停留
883,warten::V,учомс,等
884,erwarten::V,учомс,等候
885,suchen::V,вешнемс,找
886,finden::V,муемс,找到
887,versuchen::V,варштамс,尝试
888,vorbereiten::V,анокстамс,预备
889,lieben::V,вечкемс,爱
890,mögen::V,вечкемс,喜欢
891,lachen::V,пейдемс,笑
892,rühren::V,токамс седейс,
893,weinen::V,авардемс,哭
894,schimpfen::V,сёвномс,骂
895,sich ärgern::V,кежиявтнемс,生气
896,sich fürchten::V,пелемс,害怕
897,fürchten::V,пелемс,害怕
898,fliehen::V,оргодемс,逃走
899,flüchten::V,ворьгодемс,逃跑
900,flüchten::V,чадомс,逃跑
901,sehen::V,неемс,看
902,anschauen::V,ваномс,注视
903,ansehen::V,ваномс,注视
904,hören::V,марямс,听
905,zuhören::V,кунсоломс,倾听
906,probieren::V,варшамс,尝
907,riechen::V,никсемс,闻
908,fühlen::V,марямс,感到
909,scheinen::V,марявомс,照耀
910,zu sehen sein::V,неявомс,可以看到
911,vernehmen::V,марямс,审讯
912,frieren::V,кельмемс,觉得冷
913,tun::V,теемс,作
914,können::V,маштомс,能
915,wollen::V,бажамс,要
916,anfangen::V,кармамс,开始
917,beenden::V,прядомс,结束
918,aufhören::V,лоткамс,停止
919,gelingen::V,удаламс,成功
920,geraten::V,лисемс,陷于
921,öffnen::V,панжомс,打开
922,schließen::V,пекстамс,关
923,schließen::V,сёлгомс,关
924,schließen::V,конямс,关
925,stellen::V,аравтомс,放
926,setzen::V,ойсевтемс,放
927,setzen::V,озавтнемс,放
928,legen::V,путомс,摆
929,berühren::V,токамс,触
930,verbinden::V,содомс,联结
931,bedecken::V,вельтямс,覆盖
932,aufhängen::V,понгавтомс,挂
933,anzünden::V,кирвастемс,点
934,aufheben::V,кепедемс,拾起
935,zurücklassen::V,кадомс,遗留
936,verlieren::V,ёмавтомс,丧失
937,fallen lassen::V,правтомс,让掉下
938,machen::V,теемс,做
939,herstellen::V,анокстамс,生产
940,bauen::V,путомс,建造
941,reparieren::V,витемс,修理
942,verbessern::V,паролгавтомс,改进
943,verbessern::V,вадрялгавтомс,改进
944,ändern::V,полавтомс,改变
945,graben::V,чувомс,挖
946,graben::V,таргамс,挖
947,beugen::V,мендемс,弯下
948,biegen::V,комавтомс,弯
949,drehen::V,чаравтомс,转动
950,drehen::V,велявтнемс,转动
951,wenden::V,велявтомс,转动
952,umdrehen::V,велявтомс,转动
953,heben::V,кепедемс,举起
954,hochheben::V,кепедемс,抬高
955,ergreifen::V,кундамс,抓住
956,halten::V,кирдемс,拿着
957,drücken::V,нуемс,压
958,schieben::V,шаштомс,推
959,kratzen::V,ангордамс,搔
960,lecken::V,нолсемс,舔
961,beißen::V,сускомс,咬
962,abreißen::V,сеземс,撕下
963,abschneiden::V,печкемс,切断
964,binden::V,кодамс,捆
965,binden::V,сюлмамс,捆
966,stecken::V,сялгомс,插
967,brechen::V,синдемс,断裂
968,brechen::V,калавтомс,断裂
969,klopfen::V,калтаямс,敲
970,hauen::V,чавомс,揍
971,kleben::V,педявтнемс,粘
972,reiben::V,ёзамс,摩擦
973,streichen::V,вадемс,涂
974,schleifen::V,човамс,拖曳
975,schneiden::V,керямс,切
976,rütteln::V,чукамс,颠簸
977,rütteln::V,лыкавтомс,颠簸
978,schütteln::V,чукамс,摇动
979,schwenken::V,яхолемс,摇动
980,schütten::V,каямс,倒
981,füllen::V,пештямс,填满
982,einwickeln::V,тапарямс,包
983,tragen::V,кандомс,提
984,schleppen::V,ускомс,扛
985,ziehen::V,ускомс,拉
986,aufbewahren::V,ванстомс,保存
987,werfen::V,ёртомс,扔
988,fangen::V,кундамс,捕捉
989,packen::V,кундамс,抓住
990,verstecken::V,кекшемс,藏
991,teilen::V,явомс,分
992,schicken::V,кучомс,派遣
993,bringen::V,кандомс,带来
994,hinzufügen::V,путомс,添加
995,hinzufügen::V,максомс,添加
996,bekommen::V,саемс,得到
997,erhalten::V,саемс,接到
998,nehmen::V,саемс,拿
999,wählen::V,кочкамс,挑选
1000,auswählen::V,кочкамс,选择
1001,bewahren::V,ванстомс,保持
1002,behindern::V,кирдемс,防碍
1003,verderben::V,коламс,败坏
1004,beschädigen::V,теемс зыян,损坏
1005,zerbrechen::V,коламс,破碎
1006,zerreißen::V,сеземс,撕碎
1007,zerstören::V,калавтомс,毁坏
1008,verbrennen::V,пултамс,燃烧
1009,geben::V,максомс,给
1010,reichen::V,максомс,递给
1011,schenken::V,каземс,赠送
1012,versprechen::V,алтамс,许诺
1013,wünschen::V,арсемс,祝
1014,loben::V,шнамс,表扬
1015,küssen::V,палсемс,亲
1016,wiegen::V,нурсемс,轻摇
1017,zudecken::V,тавадомс,盖上
1018,zudecken::V,вельтямс,盖上
1019,wecken::V,стявтомс,唤起
1020,zeigen::V,невтемс,指
1021,führen::V,ветямс,带领
1022,lehren::V,тонавтомс,教
1023,unterrichten::V,тонавтомс,讲课
1024,aufziehen::V,трямс,抚养
1025,aufziehen::V,кастомс,抚养
1026,leiten::V,ветямс,领导
1027,leiten::V,азоркстамс,领导
1028,antreiben::V,ветямс,催促
1029,lassen::V,кармавтомс,让
1030,einladen::V,тердемс,邀请
1031,vereinigen::V,вейсэндямс,统一
1032,vereinigen::V,вейс путомс,统一
1033,vereinigen::V,вейс пурнамс,统一
1034,besuchen::V,варштамс,参观
1035,treffen::V,вастомс,会面
1036,sich versammeln::V,промокшномс,聚集
1037,spielen::V,налксемс,玩
1038,singen::V,морамс,唱歌
1039,tanzen::V,киштемс,跳舞
1040,sich trennen::V,явомс,分别
1041,verlassen::V,кадомс,离开
1042,retten::V,идемс,救
1043,bewachen::V,ванстомс,守卫
1044,schützen::V,аштемс,保护
1045,verteidigen::V,ваномс,保卫
1046,sich schlagen::V,тюремс,打架
1047,schießen::V,ледемс,射击
1048,siegen::V,изнямс,获胜
1049,ärgern::V,кежейгавтомс,激怒
1050,schlagen::V,токамс,打
1051,treten::V,тапамс,踢
1052,stechen::V,пупамс,刺
1053,stoßen::V,тулкадемс,撞
1054,stehlen::V,саламс,盗窃
1055,stören::V,пирямс ки,干扰
1056,belästigen::V,а максомс,打搅
1057,belästigen::V,а кадомс оймамо,打搅
1058,verbergen::V,сёпомс,隐藏
1059,verbergen::V,кекшемс,隐藏
1060,täuschen::V,манямс,欺骗
1061,betrügen::V,манчемс,欺骗
1062,töten::V,чавномс,杀
1063,töten::V,маштнемс,杀
1064,wohnen::V,эрямс,居住
1065,arbeiten::V,важодемс,工作
1066,sammeln::V,пурнамс,收集
1067,pflücken::V,ноцковтнемс,采
1068,jagen::V,кундамс,打猎
1069,fischen::V,калонь кундамс,捕鱼
1070,fassen::V,кундамс,捉住
1071,hüten::V,ваномс,守护
1072,treiben::V,панемс,漂
1073,anbinden::V,сюлмамс,拴
1074,füttern::V,андомс,喂
1075,melken::V,потявтомс,挤奶
1076,hacken::V,лазномс,剁细
1077,gießen::V,валомс,浇
1078,reifen::V,кенеремс,成熟
1079,zubereiten::V,анокстамс,
1080,kochen::V,пидемс,煮
1081,backen::V,пидемс,烤
1082,braten::V,пуштамс,煎
1083,umrühren::V,човорямс,搅拌
1084,stricken::V,кодамс,织
1085,nähen::V,стамс,缝
1086,färben::V,артомс,染色
1087,reinigen::V,урядамс,清洁
1088,waschen::V,муськемс,洗
1089,abwischen::V,нардамс,擦掉
1090,spülen::V,ёрвалдомс,清洗
1091,fegen::V,тенсемс,扫
1092,kehren::V,тенсемс,打扫
1093,baden::V,экшелямс,给...洗澡
1094,sich waschen::V,шлямс,洗澡
1095,ausziehen::V,кайсевтемс,脱
1096,anziehen::V,оршамс,穿
1097,sich anziehen::V,оршамс,穿衣
1098,kämmen::V,судрямс,梳
1099,schmücken::V,мазылгавтомс,装饰
1100,schmücken::V,наряжамс,装饰
1101,sagen::V,меремс,说
1102,sprechen::V,кортамс,说
1103,reden::V,кортамс,讲
1104,sich unterhalten::V,кортнемс,聊天
1105,fragen::V,кевкстемс,问
1106,bitten::V,вешемс,请
1107,erzählen::V,ёвтнемс,叙述
1108,mitteilen::V,ёвтамс,通知
1109,nennen::V,лемдемс,叫做
1110,nennen::V,путомс лем,叫做
1111,rufen::V,тердемс,叫
1112,rufen::V,серьгедемс,叫
1113,prahlen::V,шнамс пря,吹牛
1114,übersetzen::V,ютавтомс,翻译
1115,denken::V,арсемс,想
1116,glauben::V,кемемс,以为
1117,bemerken::V,неемс,发觉
1118,erkennen::V,содамс,识别
1119,begreifen::V,пачкодемс,理解
1120,verstehen::V,чарькодемс,明白
1121,lernen::V,тонавтнемс,学
1122,wissen::V,содамс,知道
1123,sich erinnern an::V,ледстямс,回忆
1124,vergessen::V,стувтомс,忘记
1125,messen::V,онкстнемс,测量
1126,zählen::V,ловомс,数
1127,rechnen::V,ловомс,计算
1128,lesen::V,ловномс,读
1129,malen::V,рисовамс,画
1130,zeichnen::V,рисовамс,绘制
1131,schreiben::V,сёрмадомс,写
1132,besitzen::V,улемс,占有
1133,besitzen::V,улемс азорокс,占有
1134,kaufen::V,рамамс,买
1135,verkaufen::V,миемс,卖
1136,bezahlen::V,пандомс,付钱
1137,zahlen::V,пандомс,支付
1138,beherrschen::V,азоркстамс,统治
1139,ertragen::V,кирдемс,忍耐
