,Concept_ID,be,hr
187,Vogel::N,птушка,ptica
188,Schwarm::N,чарада,roj
189,Schwarm::N,чарада,jato
190,Huhn::N,курыца,kokoš
191,Hahn::N,певень,kokot
192,Hahn::N,певень,pijevac
193,Gans::N,гусь,guska
194,Adler::N,арол,orao
195,Ente::N,качка,patka
196,Eule::N,сава,sova
197,Kranich::N,жораў,ždral
198,Kranich::N,журавель,ždral
199,Krähe::N,варона,vrana
200,Kuckuck::N,зязюля,kukavica
201,Schwan::N,лебедзь,labud
202,Fisch::N,рыба,riba
203,Barsch::N,акунь,grgeč
204,Hecht::N,шчупак,štuka
205,Schlange[Tier]::N,змяя,guja
206,Schlange[Tier]::N,змяя,zmija
207,Wurm::N,чарвяк,crv
208,Spinne::N,павук,pauk
209,Ameise::N,мурашка,mrav
210,Laus::N,вош,uš
211,Mücke::N,камар,komarac
212,Fliege::N,муха,muha
213,Schmetterling::N,матыль,leptir
214,Beere::N,ягада,boba
215,Beere::N,ягада,bobica
216,Apfel::N,яблык,jabuka
217,Pilz::N,грыб,pečurka
218,Zwiebel::N,цыбуля,luk
219,Zwiebel::N,цыбуля,kapula
220,Saat::N,семя,sjemenje
221,Korn::N,зерне,zrno
222,Heu::N,сена,sijeno
223,Schale::N,шалупінне,kora
224,Schale::N,шалупінне,ljuska
225,Grube::N,яма,jama
226,Falle::N,пастка,zamka
227,Falle::N,пастка,klopka
228,Schlinge::N,сіло,uzao
229,Schlinge::N,сіло,petlja
230,Spur::N,след,trag
231,Spur::N,след,slijed
232,Asche::N,попел,pepeo
233,Dreck::N,бруд,blato
234,Eisen::N,жалеза,željezo
235,Gold::N,золата,zlato
236,Silber::N,сребра,srebro
237,Kohle::N,вугаль,ugalj
238,Kohle::N,вугаль,ugljen
239,Glas::N,шкло,staklo
240,Lehm::N,гліна,glina
241,Lehm::N,гліна,ilovača
242,Sand::N,пясок,pijesak
243,Mensch::N,чалавек,čovjek
244,Mann::N,мужчына,muškarac
245,Frau::N,жанчына,žena
246,Kind::N,дзіця,čedo
247,Kind::N,дзіця,dijete
248,Junge::N,хлопчык,momče
249,Junge::N,хлопчык,dječak
250,Mädchen::N,дзяўчынка,djevojka
251,Mädchen::N,дзяўчынка,djevojčica
252,Familie::N,сямʼя,obitelj
253,Familie::N,сямʼя,porodica
254,Großvater::N,дзядуля,djed
255,Großmutter::N,бабуля,baka
256,Eltern::N,бацькі,roditelji
257,Vater::N,бацька,otac
258,Mutter::N,маці,majka
259,Sohn::N,сын,sin
260,Tochter::N,дачка,kći
261,Tochter::N,дачка,kćerka
262,Bruder::N,брат,brat
263,Schwester::N,сястра,sestra
264,Onkel::N,дзядзька,čika
265,Onkel::N,дзядзька,ujak
266,Tante::N,цётка,ujna
267,Tante::N,цётка,tetka
268,Ehemann::N,муж,muž
269,Ehemann::N,муж,suprug
270,Ehefrau::N,жонка,žena
271,Ehefrau::N,жонка,supruga
272,Freude::N,радасць,radost
273,Gelächter::N,смех,grohot
274,Glück::N,шчасце,sreća
275,Kummer::N,гора,jad
276,Kummer::N,гора,briga
277,Wunsch::N,жаданне,želja
278,Lust::N,цяга,volja
279,Geist::N,дух,duh
280,Gedanke::N,думка,misao
281,Gedächtnis::N,памяць,pamćenje
282,Verstand::N,розум,um
283,Verstand::N,розум,razum
284,Sinn::N,сэнс,smisao
285,Sinn::N,сэнс,značenje
286,Grund::N,зачэпка,razlog
287,Wahrheit::N,праўда,istina
288,Gespräch::N,размова,razgovor
289,Märchen::N,казка,bajka
290,Erzählung::N,расказ,priča
291,Erzählung::N,расказ,pripovijest
292,Erzählung::N,апавяданне,priča
293,Erzählung::N,апавяданне,pripovijest
294,Nachricht::N,вестка,vijest
295,Nachricht::N,паведамленне,vijest
296,Neuigkeit::N,навіна,novost
297,Name::N,імя,ime
298,Rätsel::N,загадка,zagonetka
299,Rede::N,прамова,govor
300,Rede::N,прамова,besjeda
301,Sprache::N,мова,jezik
302,Stimme::N,голас,glas
303,Wort::N,слова,riječ
304,Zeichen::N,знак,znak
305,Ruf::N,кліч,povik
306,Ruf::N,кліч,poklik
307,Lärm::N,шум,buka
308,Lärm::N,шум,galama
309,Laut::N,гук,zvuk
310,Ton::N,гучанне,ton
311,Lied::N,песня,pjesma
312,Ruhe::N,спакой,tišina
313,Ruhe::N,спакой,počinak
314,Leute::N,людзі,ljudi
315,Volk::N,народ,puk
316,Volk::N,народ,narod
317,Arbeit::N,праца,rad
318,Arbeit::N,праца,posao
319,Arbeit::N,работа,rad
320,Arbeit::N,работа,posao
321,Gast::N,госць,gost
322,Geschenk::N,падарунак,dar
323,Geschenk::N,падарунак,poklon
324,Spiel::N,гульня,igra
325,Gesellschaft::N,таварыства,društvo
326,Gesellschaft::N,таварыства,kompanija
327,Hilfe::N,дапамога,pomoć
328,Freund::N,друг,prijatelj
329,Freund::N,сябар,prijatelj
330,Kamerad::N,прыяцель,drug
331,Kamerad::N,прыяцель,drugar
332,Angelegenheit::N,справа,posao
333,Anzahl::N,колькасць,broj
334,Anzahl::N,колькасць,brojnost
335,Art::N,від,vid
336,Art::N,від,vrst
337,Stück::N,кусок,komad
338,Stück::N,кавалак,komad
339,Teil::N,частка,dio
340,Hälfte::N,палова,polovina
341,Hälfte::N,палавіна,polovina
342,Kreis::N,круг,krug
343,Kreuz::N,крыж,križ
344,Linie::N,лінія,crta
345,Strich::N,рыса,crta
346,Abstand::N,прамежак,razmak
347,Abstand::N,прамежак,odstojanje
348,Entfernung::N,адлегласць,udaljenost
349,Gegend::N,мясцовасць,kraj
350,Gegend::N,мясцовасць,predeo
351,Platz::N,месца,mjesto
352,Ort::N,месца,mjesto
353,Seite::N,бок,bok
354,Seite::N,бок,strana
355,Mitte::N,сярэдзіна,sredina
356,Gegenstand::N,прадмет,predmet
357,Sache::N,рэч,posao
358,Rand::N,край,rub
359,Rand::N,край,kraj
360,Kante::N,руб,brid
361,Kante::N,руб,ivica
362,Kante::N,кант,brid
363,Kante::N,кант,ivica
364,Ecke::N,вугал,ugao
365,Spitze::N,кончык,vrh
366,Spitze::N,кончык,šiljak
367,Ende::N,канец,konac
368,Loch::N,дзірка,rupa
369,Winkel::N,вугал,kut
370,Winkel::N,вугал,ugao
371,Muster::N,узор,uzor
372,Größe::N,памер,veličina
373,Länge::N,даўжыня,duljina
374,Höhe::N,вышыня,visina
375,Gewicht::N,вага,težina
376,Menge::N,колькасць,mnoštvo
377,Menge::N,колькасць,količina
378,Haufen::N,куча,hrpa
379,Haufen::N,куча,gomila
380,Reihe::N,рад,red
381,Boot::N,лодка,čun
382,Boot::N,лодка,čamac
383,Ruder::N,вясло,veslo
384,Schlitten::N,сані,saone
385,Ski::N,лыжа,ski
386,Ski::N,лыжа,smučka
387,Lagerfeuer::N,вогнішча,logorska vatra
388,Last::N,цяжар,tovar
389,Gang::N,ход,hod
390,Schritt::N,шаг,korak
391,Schritt::N,крок,korak
392,Norden::N,поўнач,sjever
393,Süden::N,поўдзень,jug
394,Westen::N,захад,zapad
395,Osten::N,усход,istok
396,Holz::N,дрэва,drvo
397,Holz::N,драўніна,drvo
398,Brett::N,дошка,daska
399,Platte::N,пліта,ploča
400,Stütze::N,падпорка,potpora
401,Stange::N,жэрдка,motka
402,Stock::N,палка,štap
403,Stock::N,палка,palica
404,Stab::N,шост,štap
405,Stab::N,шост,šipka
406,Rohr::N,труба,cijev
407,Haus::N,дом,kuća
408,Heim::N,дом,dom
409,Heim::N,хата,dom
410,Ofen::N,печ,peć
411,Fußboden::N,падлога,pod
412,Tisch::N,стол,stol
413,Tisch::N,стол,trpeza
414,Stuhl::N,стул,stolac
415,Stuhl::N,стул,stolica
416,Stuhl::N,крэсла,stolac
417,Stuhl::N,крэсла,stolica
418,Wiege::N,калыска,kolijevka
419,Bett::N,ложак,krevet
420,Bett::N,ложак,postelja
421,Bett::N,пасцель,krevet
422,Bett::N,пасцель,postelja
423,Regal::N,паліца,polica
424,Kiste::N,скрынка,sanduk
425,Fenster::N,акно,prozor
426,Tür::N,дзверы,vrata
427,Tor::N,вароты,vrata
428,Tor::N,вароты,kapija
429,Zaun::N,агароджа,plot
430,Zaun::N,агароджа,ograda
431,Dach::N,дах,krov
432,Leiter::N,лесвіца,ljestve
433,Leiter::N,лесвіца,ljestvice
434,Besen::N,мятла,metla
435,Spaten::N,лапата,ašov
436,Spaten::N,жалязняк,ašov
437,Schaufel::N,шуфлік,lopata
438,Schaufel::N,лапатка,lopata
439,Gabel::N,відэлец,viljuška
440,Löffel::N,лыжка,žlica
441,Messer::N,нож,nož
442,Nagel::N,цвік,čavao
443,Netz::N,сетка,mreža
444,Haken::N,крук,kuka
445,Griff::N,ручка,držak
446,Griff::N,ручка,ručica
447,Schloss::N,замок,brava
448,Bild::N,карціна,slika
449,Figur::N,фігура,figura
450,Puppe::N,лялька,lutka
451,Beutel::N,мяшок,kesa
452,Bündel::N,вязка,snop
453,Bündel::N,вязка,svežanj
454,Tasche::N,торба,torba
455,Tasche::N,торба,taška
456,Eimer::N,вядро,kabao
457,Deckel::N,накрыўка,poklopac
458,Geschirr::N,пасуда,suđe
459,Geschirr::N,пасуда,posuđe
460,Sack::N,мех,džak
461,Sack::N,мех,vreća
462,Tasse::N,кубак,šalica
463,Topf::N,каструля,lonac
464,Kessel::N,кацёл,kazan
465,Essen::N,ежа,obrok
466,Nahrung::N,харч,hrana
467,Speise::N,страва,jelo
468,Fleisch::N,мяса,meso
469,Getreide::N,збожжа,žito
470,Getreide::N,збожжа,žitarice
471,Brei::N,каша,kaša
472,Brot::N,хлеб,kruh
473,Scheibe::N,луста,kriška
474,Scheibe::N,скібка,kriška
475,Fett::N,тлушч,mast
476,Fett::N,тлушч,salo
477,Butter::N,масла,buter
478,Butter::N,масла,maslac
479,Öl::N,алей,ulje
480,Salz::N,соль,sol
481,Suppe::N,суп,supa
482,Honig::N,мёд,med
483,Milch::N,малако,mlijeko
484,Tee::N,чай,čaj
485,Tee::N,гарбата,čaj
486,Leder::N,скура,koža
487,Wolle::N,воўна,vuna
488,Stoff::N,тканіна,štof
489,Stoff::N,тканіна,tkanina
490,Nadel::N,іголка,igla
491,Faden::N,нітка,nit
492,Faden::N,нітка,konac
493,Knopf::N,гузік,dugme
494,Knoten::N,вузел,čvor
495,Knoten::N,вузел,uzao
496,Farbe::N,фарба,farba
497,Kleidung::N,адзенне,odjeća
498,Hemd::N,кашуля,košulja
499,Kragen::N,каўнер,ovratnik
500,Ärmel::N,рукаў,rukav
501,Hose::N,штаны,hlače
502,Gürtel::N,пояс,pas
503,Gürtel::N,пояс,pojas
504,Mütze::N,шапка,kapa
505,Schuh::N,чаравік,cipela
506,Stiefel::N,бот,čizma
507,Ring::N,кольца,prsten
508,Band::N,стужка,vrpca
509,Kamm::N,расчоска,češalj
510,Spiegel::N,люстра,zrcalo
511,Spiegel::N,люстра,ogledalo
512,Riemen::N,рэмень,kaiš
513,Riemen::N,рэмень,remen
514,Schnur::N,вяроўка,vrpca
515,Leine::N,павадок,uzica
516,Decke::N,коўдра,ćebe
517,Decke::N,коўдра,pokrivač
518,Kissen::N,падушка,jastuk
519,Tuch::N,хустка,rubac
520,Tuch::N,хустка,marama
521,Handtuch::N,ручнік,ručnik
522,Kraft::N,сіла,snaga
523,Stärke::N,моц,jakost
524,Gesundheit::N,здароўе,zdravlje
525,Krankheit::N,хвароба,bolest
526,Schmerz::N,боль,bol
527,Wunde::N,рана,rana
528,Fieber::N,гарачка,groznica
529,Fieber::N,ліхаманка,groznica
530,Arznei::N,лекі,lijek
531,Brücke::N,мост,most
532,Brücke::N,мост,ćuprija
533,Brunnen::N,калодзеж,bunar
534,Brunnen::N,калодзеж,zdenac
535,Weide::N,паша,paša
536,Weide::N,паша,pašnjak
537,Pfad::N,сцежка,staza
538,Weg::N,шлях,put
539,Weg::N,дарога,put
540,Straße::N,вуліца,drum
541,Straße::N,вуліца,cesta
542,Dorf::N,вёска,selo
543,Stadt::N,горад,grad
544,Stadt::N,горад,varoš
545,Brief::N,ліст,list
546,Brief::N,ліст,pismo
547,Brief::N,пісьмо,list
548,Brief::N,пісьмо,pismo
549,Buch::N,кніга,knjiga
550,Buchstabe::N,літара,slovo
551,Zeitung::N,газета,novine
552,Leben::N,жыццё,život
553,Tod::N,смерць,smrt
554,Grab::N,магіла,raka
555,Kirche::N,касцёл,crkva
556,Kirche::N,царква,crkva
557,Sünde::N,грэх,grijeh
558,Gott::N,бог,bog
559,Arbeiter::N,рабочы,radnik
560,Chef::N,начальнік,šef
561,Meister::N,майстар,majstor
562,Arzt::N,урач,liječnik
563,Lehrer::N,настаўнік,učitelj
564,Geld::N,грошы,novac
565,Geschäft::N,заняцце,posao
566,Geschäft::N,заняцце,trgovina
567,Laden::N,крама,dućan
568,Laden::N,магазін,dućan
569,Preis::N,цана,cijena
570,Ware::N,тавар,roba
571,Nutzen::N,выгада,korist
572,Reichtum::N,багацце,bogatstvo
573,Welt::N,свет,svijet
574,Land::N,краіна,zemlja
575,Staat::N,дзяржава,država
576,König::N,кароль,kralj
577,Macht::N,улада,moć
578,Macht::N,улада,vlast
579,Grenze::N,граніца,granica
580,Krieg::N,вайна,rat
581,Feind::N,вораг,neprijatelj
582,Gewalt::N,насілле,sila
583,Gewalt::N,насілле,nasilje
584,Kampf::N,барацьба,boj
585,Kampf::N,барацьба,borba
586,Bogen[Waffe]::N,лук,luk
587,Pfeil::N,страла,strijela
588,Gewehr::N,ружжо,puška
589,Fehler::N,памылка,pogreška
590,Fehler::N,памылка,griješka
591,Lüge::N,хлусня,laž
592,Schaden::N,шкода,šteta
593,Unglück::N,ліха,nesreća
594,Unglück::N,бядота,nesreća
595,Schuld::N,віна,krivnja
596,Alter::N,узрост,dob
597,Schluss::N,канец,kraj
598,Schluss::N,канец,konac
599,Zeit::N,час,doba
600,Zeit::N,час,vrijeme
601,Tag::N,дзень,dan
602,Morgen::N,ранак,jutro
603,Morgen::N,раніца,jutro
604,Mittag::N,паўдня,podne
605,Mittag::N,поўдзень,podne
606,Abend::N,вечар,veče
607,Abend::N,вечар,večer
608,Nacht::N,ноч,noć
609,Woche::N,тыдзень,sedmica
610,Monat::N,месяц,mjesec
611,Jahr::N,год,godina
612,Frühling::N,вясна,proljeće
613,Sommer::N,лета,ljeto
614,Herbst::N,восень,jesen
615,Winter::N,зіма,zima
616,Januar::N,студзень,januar
617,Januar::N,студзень,siječanj
618,Februar::N,люты,veljača
619,Februar::N,люты,februar
620,März::N,сакавік,mart
621,März::N,сакавік,ožujak
622,April::N,красавік,april
623,April::N,красавік,travanj
624,Mai::N,май,maj
625,Mai::N,май,svibanj
626,Mai::N,травень,maj
627,Mai::N,травень,svibanj
628,Juni::N,чэрвень,juni
629,Juni::N,чэрвень,lipanj
630,Juli::N,ліпень,juli
631,Juli::N,ліпень,srpanj
632,August::N,жнівень,august
633,August::N,жнівень,kolovoz
634,September::N,верасень,rujan
635,September::N,верасень,septembar
636,Oktober::N,кастрычнік,oktobar
637,Oktober::N,кастрычнік,listopad
638,November::N,лістапад,studeni
639,November::N,лістапад,novembar
640,Dezember::N,снежань,prosinac
641,Montag::N,панядзелак,ponedjeljak
642,Montag::N,панядзелак,ponedjeljnik
643,Dienstag::N,аўторак,utorak
644,Dienstag::N,аўторак,utornik
645,Mittwoch::N,серада,srijeda
646,Donnerstag::N,чацвер,četvrtak
647,Freitag::N,пятніца,petak
648,Samstag::N,субота,subota
649,Sonntag::N,нядзеля,nedjelja
650,groß::A,вялікі,velik
651,klein::A,маленькі,mali
652,klein::A,маленькі,malen
653,lang::A,доўгі,dug
654,lang::A,доўгі,dugačak
655,kurz::A,кароткі,kratak
656,breit::A,шырокі,širok
657,schmal::A,вузкі,uski
658,schmal::A,вузкі,uzak
659,dicht::A,густы,gust
660,dick[Gegenstand]::A,тоўсты,debeo
661,dünn::A,тонкі,tanak
662,fein::A,тонкі,fin
663,fein::A,тонкі,tanak
664,fest::A,моцны,čvrst
665,flach::A,плоскі,ravan
666,flach::A,плоскі,plosnat
667,glatt::A,гладкі,gladak
668,hart::A,цвёрды,tvrd
669,weich::A,мяккі,mek
670,weich::A,мяккі,mekan
671,rund::A,круглы,okrugao
672,spitz::A,спічасты,oštar
673,spitz::A,спічасты,šiljast
674,spitz::A,востраканцовы,oštar
675,spitz::A,востраканцовы,šiljast
676,scharf::A,востры,oštar
677,scharf::A,востры,bridak
678,stumpf::A,тупы,tup
679,schwer::A,цяжкі,težak
680,schön::A,прыгожы,krasan
681,heiß::A,гарачы,vruć
682,warm::A,цёплы,topao
683,kalt::A,холадны,hladan
684,kühl::A,халаднаваты,hladan
685,frisch::A,свежы,svjež
686,feucht::A,вільготны,vlažan
687,nass::A,мокры,mokar
688,trocken::A,сухі,suh
689,voll::A,поўны,pun
690,leer::A,пусты,prazan
691,offen::A,адкрыты,otvoren
692,offen::A,адчынены,otvoren
693,geschlossen::A,закрыты,zatvoren
694,geschlossen::A,зачынены,zatvoren
695,sauber::A,чысты,čist
696,schmutzig::A,брудны,nečist
697,schmutzig::A,брудны,blatan
698,roh::A,сыры,sirov
699,reif::A,спелы,zreo
700,lecker::A,смачны,tečan
701,lecker::A,смачны,ukusan
702,süß::A,салодкі,sladak
703,bitter::A,горкі,gorak
704,sauer::A,кіслы,kiseo
705,hell::A,светлы,vedar
706,hell::A,светлы,svijetao
707,dunkel::A,цёмны,taman
708,schwarz::A,чорны,crn
709,weiß::A,белы,bio
710,weiß::A,белы,bijel
711,rot::A,чырвоны,crven
712,gelb::A,жоўты,žut
713,blau::A,сіні,plav
714,blau::A,сіні,modar
715,grün::A,зялёны,zelen
716,grau::A,шэры,siv
717,bunt::A,пяресты,šaren
718,billig::A,танны,jeftin
719,teuer::A,дарагі,skup
720,wertvoll::A,цэнны,vrijedan
721,wertvoll::A,цэнны,dragocjen
722,wertvoll::A,каштоўны,vrijedan
723,wertvoll::A,каштоўны,dragocjen
724,blind::A,сляпы,slijep
725,taub::A,глухі,gluh
726,kräftig::A,магутны,snažan
727,stark::A,сільны,jak
728,stark::A,сільны,snažan
729,schwach::A,слабы,slab
730,fett::A,тлусты,pretio
731,schlank::A,стройны,vitak
732,hübsch::A,чароўны,zgodan
733,böse::A,злы,zao
734,böse::A,злы,opak
735,dumm::A,дурны,glup
736,faul::A,лянівы,lijen
737,fleißig::A,руплівы,radin
738,fleißig::A,руплівы,marljiv
739,geizig::A,прагны,škrt
740,klug::A,разумны,razborit
741,geschickt::A,умелы,vješt
742,lieb::A,мілы,drag
743,lustig::A,вясёлы,veseo
744,sanft::A,ласкавы,blag
745,hungrig::A,галодны,gladan
746,krank::A,хворы,bolestan
747,nackt::A,голы,nag
748,traurig::A,сумны,tužan
749,traurig::A,сумны,žalostan
750,lebendig::A,жывы,živ
751,gut::A,добры,dobar
752,schlecht::A,кепскі,loš
753,schlecht::A,кепскі,rđav
754,richtig::A,правільны,tačan
755,richtig::A,правільны,ispravan
756,schlimm::A,агідны,zao
757,schlimm::A,агідны,zločest
758,wahr::A,сапраўдны,istinit
759,alt::A,стары,star
760,neu::A,новы,nov
761,ehemalig::A,былы,bivši
762,alt[Lebewesen]::A,стары,star
763,jung::A,малады,mlad
764,arm::A,бедны,ubog
765,arm::A,бедны,siromašan
766,reich::A,багаты,bogat
767,bekannt::A,знаёмы,poznat
768,berühmt::A,славуты,čuven
769,berühmt::A,славуты,slavan
770,fremd::A,чужы,tuđ
771,fremd::A,чужы,stran
772,verschieden::A,розны,razan
773,verschieden::A,розны,različan
774,nah::A,блізкі,blizak
775,fern::A,далёкі,dalek
776,fern::A,далёкі,daljnji
777,linker::A,левы,lijevi
778,rechter::A,правы,desni
779,anderer::A,іншы,drugi
780,anderer::A,іншы,drugačiji
781,anderer::A,другі,drugi
782,anderer::A,другі,drugačiji
783,erster::A,першы,prvi
784,zweiter::A,другі,drugi
785,dritter::A,трэці,treći
786,letzter::A,апошні,zadnji
787,allein::ADV,сам,sam
788,allein::ADV,адзін,sam
789,auf einmal::ADV,адразу,istodobno
790,zusammen::ADV,разам,skupa
791,zusammen::ADV,разам,zajedno
792,lange::ADV,доўга,dugo
793,plötzlich::ADV,раптам,naglo
794,plötzlich::ADV,раптам,iznenada
795,sofort::ADV,зараз,odmah
796,später::ADV,пазней,kasnije
797,jetzt::ADV,цяпер,sad
798,jetzt::ADV,цяпер,sada
799,heute::ADV,сёння,danas
800,morgen::ADV,заўтра,sutra
801,bald::ADV,хутка,skoro
802,bald::ADV,хутка,doskora
803,bald::ADV,неўзабаве,skoro
804,bald::ADV,неўзабаве,doskora
805,dann::ADV,потым,zatim
806,gestern::ADV,учора,juče
807,gestern::ADV,учора,jučer
808,einst::ADV,аднойчы,negda
809,einst::ADV,аднойчы,nekada
810,damals::ADV,тады,tada
811,damals::ADV,тады,onda
812,danach::ADV,затым,poslije
813,danach::ADV,затым,nakon toga
814,vorher::ADV,раней,prije
815,vorher::ADV,раней,prije toga
816,zuerst::ADV,спярша,prvo
817,zuerst::ADV,спярша,najprije
818,zuerst::ADV,спачатку,prvo
819,zuerst::ADV,спачатку,najprije
820,einmal::ADV,адзін раз,jednom
821,einmal::ADV,адзін раз,jedanput
822,manchmal::ADV,часам,katkad
823,manchmal::ADV,часам,katkada
824,oft::ADV,часта,često
825,immer::ADV,заўсёды,vazda
826,immer::ADV,заўсёды,uvijek
827,niemals::ADV,ніколі,nikad
828,niemals::ADV,ніколі,nikada
829,hier::ADV,тут,tu
830,hier::ADV,тут,ovdje
831,hierhin::ADV,сюды,amo
