,Concept_ID,hu,sl
62,Schlaf::N,alvás,sèn
63,Schlaf::N,alvás,spánec
64,Traum::N,álom,sánje
65,Himmel::N,ég,nebó
66,Himmel::N,menny,nebó
67,Sonne::N,nap,sónce
68,Mond::N,hold,lúna
69,Mond::N,hold,mésec
70,Stern::N,csillag,zvézda
71,Luft::N,levegő,zràk
72,Wind::N,szél,véter
73,Welle::N,hullám,vál
74,Wasser::N,víz,vôda
75,Stein::N,kő,kámen
76,Boden::N,föld,tlà
77,Boden::N,talaj,tlà
78,Erde::N,föld,pŕst
79,Erde::N,föld,zêmlja
80,Staub::N,por,práh
81,Rauch::N,füst,dìm
82,Funke::N,szikra,ískra
83,Feuer::N,tűz,ôgenj
84,Licht::N,fény,lúč
85,Schatten::N,árnyék,sénca
86,Wetter::N,idő,vrême
87,Wetter::N,időjárás,vrême
88,Nebel::N,köd,meglà
89,Wolke::N,felhő,oblák
90,Regen::N,eső,dèž
91,Schnee::N,hó,snég
92,Eis::N,jég,léd
93,Frost::N,fagy,zmrzál
94,Kälte::N,hideg,mràz
95,Hitze::N,hő,pripéka
96,Hitze::N,hőség,pripéka
97,Raureif::N,zúzmara,ívje
98,Raureif::N,zúzmara,slána
99,Regenbogen::N,szivárvány,mávrica
100,Donner::N,dörgés,gròm
101,Donner::N,mennydörgés,gròm
102,Strömung::N,áramlat,strúja
103,Tropfen::N,csepp,káplja
104,Schaum::N,hab,péna
105,Schaum::N,tajték,péna
106,Schmutz::N,piszok,nesnága
107,See::N,tó,jézero
108,Sumpf::N,mocsár,močvírje
109,Moor::N,láp,bárje
110,Wiese::N,rét,trávnik
111,Wiese::N,mező,trávnik
112,Wald::N,erdő,lés
113,Wald::N,erdő,gòzd
114,Hügel::N,domb,brég
115,Hügel::N,domb,goríca
116,Anhöhe::N,magaslat,gríč
117,Anhöhe::N,magaslat,višína
118,Berg::N,hegy,gôra
119,Berg::N,hegy,planína
120,Gipfel::N,csúcs,vŕh
121,Höhle::N,barlang,jáma
122,Höhle::N,barlang,votlína
123,Abhang::N,lejtő,pobóčje
124,Quelle::N,forrás,izvír
125,Bach::N,patak,pôtok
126,Fluss::N,folyó,réka
127,Ufer::N,part,brég
128,Küste::N,tengerpart,obála
129,Küste::N,tengerpart,obréžje
130,Festland::N,szárazföld,celína
131,Festland::N,szárazföld,kopnína
132,Meer::N,tenger,mórje
133,Bucht::N,öböl,zalív
134,Insel::N,sziget,ôtok
135,Blume::N,virág,cvetlíca
136,Gras::N,fű,tráva
137,Wurzel::N,gyökér,korenína
138,Baum::N,fa,drevó
139,Stamm::N,tő,dêblo
140,Stamm::N,törzs,dêblo
141,Rinde::N,kéreg,lúbje
142,Rinde::N,kéreg,skórja
143,Ast::N,ág,véja
144,Zweig::N,gally,véja
145,Blatt::N,levél,líst
146,Birke::N,nyír,bréza
147,Kiefer[Baum]::N,fenyő,bòr
148,Weide[Baum]::N,fűz,vŕba
149,Tanne::N,fenyő,hója
150,Horn::N,szarv,róg
151,Feder::N,toll,peró
152,Fell::N,szőr,kŕzno
153,Fell::N,bunda,kŕzno
154,Flügel::N,szárny,krílo
155,Klaue::N,köröm,párkelj
156,Kralle::N,karom,krémpelj
157,Schwanz::N,farok,rèp
158,Ei::N,tojás,jájce
159,Nest::N,fészek,gnézdo
160,Bau::N,odú,brlòg
161,Tier::N,állat,živál
162,Herde::N,nyáj,čréda
163,Herde::N,csorda,čréda
164,Kuh::N,tehén,kráva
165,Bulle::N,bika,bìk
166,Pferd::N,ló,kònj
167,Schaf::N,juh,ôvca
168,Schaf::N,birka,ôvca
169,Schwein::N,sertés,svínja
170,Hund::N,eb,pès
171,Hund::N,kutya,pès
172,Katze::N,macska,máčka
173,Bär::N,medve,mêdved
174,Eichhörnchen::N,mókus,véverica
175,Elch::N,jávorszarvas,lós
176,Fuchs::N,róka,lisíca
177,Hase::N,nyúl,zájec
178,Maus::N,egér,mìš
179,Wolf::N,farkas,vólk
180,Vogel::N,madár,ptìč
181,Vogel::N,madár,ptíca
182,Schwarm::N,raj,játa
183,Huhn::N,tyúk,kokóš
184,Hahn::N,kakas,petêlin
185,Gans::N,lúd,gós
186,Gans::N,liba,gós
187,Adler::N,sas,ôrel
188,Ente::N,kacsa,ráca
189,Eule::N,bagoly,sôva
190,Kranich::N,daru,žerjàv
191,Krähe::N,varjú,vrána
192,Kuckuck::N,kakukk,kúkavica
193,Schwan::N,hattyú,labód
194,Fisch::N,hal,ríba
195,Barsch::N,sügér,ostríž
196,Hecht::N,csuka,ščúka
197,Schlange[Tier]::N,kígyó,káča
198,Wurm::N,kukac,čr̀v
199,Wurm::N,kukac,glísta
200,Spinne::N,pók,pájek
201,Ameise::N,hangya,mrávlja
202,Laus::N,tetű,úš
203,Mücke::N,szúnyog,komár
204,Fliege::N,légy,múha
205,Schmetterling::N,lepke,metúlj
206,Schmetterling::N,pillangó,metúlj
207,Beere::N,bogyó,jágoda
208,Apfel::N,alma,jábolko
209,Pilz::N,gomba,góba
210,Zwiebel::N,hagyma,čebúla
211,Saat::N,vetőmag,séme
212,Korn::N,mag,zŕno
213,Korn::N,szem,zŕno
214,Heu::N,széna,senó
215,Schale::N,héj,lupína
216,Grube::N,verem,jáma
217,Falle::N,csapda,pást
218,Schlinge::N,tőr,zánka
219,Schlinge::N,tőr,pêtlja
220,Spur::N,nyom,sléd
221,Asche::N,hamu,pepél
222,Dreck::N,sár,bláto
223,Dreck::N,piszok,bláto
224,Eisen::N,vas,želézo
225,Gold::N,arany,zlató
226,Silber::N,ezüst,srebró
227,Kohle::N,szén,ógel
228,Glas::N,üveg,stêklo
229,Lehm::N,agyag,ílo
230,Lehm::N,vályog,ílo
231,Sand::N,homok,pések
232,Mensch::N,ember,člôvek
233,Mann::N,úr,móž
234,Mann::N,úr,môški
235,Mann::N,férfi,móž
236,Mann::N,férfi,môški
237,Frau::N,nő,gospá
238,Frau::N,nő,žénska
239,Frau::N,asszony,gospá
240,Frau::N,asszony,žénska
241,Kind::N,gyerek,déte
242,Kind::N,gyerek,otròk
243,Kind::N,gyermek,déte
244,Kind::N,gyermek,otròk
245,Junge::N,fiú,fànt
246,Junge::N,fiú,déček
247,Mädchen::N,lány,deklè
248,Mädchen::N,lány,déklica
249,Familie::N,család,družína
250,Großvater::N,nagyapa,dèd
251,Großvater::N,nagyapa,dédek
252,Großmutter::N,nagyanya,bábica
253,Eltern::N,szülők,stárši
254,Vater::N,apa,ôče
255,Vater::N,atya,ôče
256,Mutter::N,anya,máma
257,Sohn::N,fiú,sín
258,Tochter::N,lány,hčí
259,Tochter::N,lány,hčérka
260,Bruder::N,fivér,bràt
261,Bruder::N,testvér,bràt
262,Schwester::N,nővér,sêstra
263,Schwester::N,lánytestvér,sêstra
264,Onkel::N,nagybácsi,újec
265,Onkel::N,nagybácsi,stríc
266,Tante::N,nagynéni,têta
267,Tante::N,nagynéni,strína
268,Ehemann::N,férj,móž
269,Ehemann::N,férj,sopróg
270,Ehefrau::N,feleség,žêna
271,Ehefrau::N,feleség,sopróga
272,Freude::N,öröm,rádost
273,Freude::N,öröm,vesêlje
274,Gelächter::N,nevetés,sméh
275,Gelächter::N,nevetés,grohòt
276,Gelächter::N,hahotázás,sméh
277,Gelächter::N,hahotázás,grohòt
278,Glück::N,boldogság,sréča
279,Kummer::N,bánat,gorjé
280,Wunsch::N,óhaj,žêlja
281,Lust::N,kedv,poželênje
282,Geist::N,elme,dúša
283,Geist::N,szellem,dúša
284,Gedanke::N,gondolat,mísel
285,Gedächtnis::N,emlékezet,pámet
286,Verstand::N,ész,
287,Verstand::N,értelem,
288,Sinn::N,értelem,pomèn
289,Sinn::N,értelem,smísel
290,Grund::N,ok,vzròk
291,Grund::N,alap,vzròk
292,Wahrheit::N,igaz,resníca
293,Wahrheit::N,igazság,resníca
294,Gespräch::N,beszélgetés,pogóvor
295,Märchen::N,mese,právljica
296,Erzählung::N,elbeszélés,povést
297,Nachricht::N,hír,sporočílo
298,Nachricht::N,híradás,sporočílo
299,Neuigkeit::N,újság,novóst
300,Name::N,név,imé
301,Rätsel::N,rejtvény,ugánka
302,Rede::N,beszéd,góvor
303,Rede::N,szónoklat,góvor
304,Sprache::N,nyelv,jêzik
305,Stimme::N,hang,glás
306,Wort::N,szó,beséda
307,Zeichen::N,jel,znák
308,Ruf::N,kiáltás,klíc
309,Lärm::N,zaj,hrúp
310,Lärm::N,zaj,trúšč
311,Laut::N,hang,glás
312,Ton::N,hang,tón
313,Lied::N,dal,pésem
314,Lied::N,ének,pésem
315,Ruhe::N,csend,pokòj
316,Ruhe::N,nyugalom,pokòj
317,Leute::N,emberek,ljudjé
318,Volk::N,nép,národ
319,Arbeit::N,dolog,délo
320,Gast::N,vendég,gòst
321,Geschenk::N,ajándék,darílo
322,Spiel::N,játék,ígra
323,Gesellschaft::N,társaság,drúžba
324,Hilfe::N,segítség,pomóč
325,Freund::N,barát,prijátelj
326,Kamerad::N,társ,továriš
327,Angelegenheit::N,ügy,zadéva
328,Anzahl::N,szám,števílo
329,Art::N,faj,vŕsta
330,Art::N,fajta,vŕsta
331,Stück::N,darab,kós
332,Teil::N,rész,dél
333,Hälfte::N,fél,polovíca
334,Kreis::N,kör,króg
335,Kreis::N,kör,kolobár
336,Kreuz::N,kereszt,kríž
337,Linie::N,vonal,próga
338,Strich::N,vonás,čŕta
339,Abstand::N,köz,preslédek
340,Entfernung::N,távolság,oddáljenost
341,Gegend::N,táj,kràj
342,Gegend::N,táj,dežêla
343,Gegend::N,vidék,kràj
344,Gegend::N,vidék,dežêla
345,Platz::N,hely,prôstor
346,Ort::N,hely,mésto
347,Seite::N,fél,bòk
348,Seite::N,fél,strán
349,Seite::N,oldal,bòk
350,Seite::N,oldal,strán
351,Mitte::N,közép,sredína
352,Gegenstand::N,tárgy,prédmet
353,Sache::N,dolog,réč
354,Sache::N,dolog,stvár
355,Rand::N,szél,kràj
356,Rand::N,perem,kràj
357,Rand::N,szegély,kràj
358,Kante::N,él,rób
359,Ecke::N,sarok,vogál
360,Ecke::N,szöglet,vogál
361,Spitze::N,csúcs,óst
362,Ende::N,vég,kônec
363,Loch::N,lyuk,lúknja
364,Winkel::N,szög,kót
365,Muster::N,minta,vzórec
366,Größe::N,nagyság,veličína
367,Länge::N,hossz,dolžína
368,Länge::N,hosszúság,dolžína
369,Höhe::N,magasság,vršína
370,Gewicht::N,súly,téža
371,Menge::N,sokaság,količína
372,Menge::N,mennyiség,količína
373,Haufen::N,halom,kùp
374,Haufen::N,halom,kopíca
375,Reihe::N,sor,níz
376,Reihe::N,sor,vŕsta
377,Boot::N,csónak,čóln
378,Ruder::N,evező,vêslo
379,Schlitten::N,szánkó,saní
380,Ski::N,sí,smučí
381,Lagerfeuer::N,tábortűz,táborni ôgenj
382,Last::N,teher,tôvor
383,Gang::N,járás,hòd
384,Schritt::N,lépés,korák
385,Norden::N,észak,séver
386,Süden::N,dél,júg
387,Westen::N,nyugat,zapàd
388,Osten::N,kelet,vzhòd
389,Holz::N,fa,lés
390,Brett::N,deszka,deskà
391,Platte::N,lap,plôča
392,Platte::N,lemez,plôča
393,Stütze::N,támasz,opóra
394,Stütze::N,támasz,zaslómba
395,Stütze::N,támaszték,opóra
396,Stütze::N,támaszték,zaslómba
397,Stange::N,rúd,gréd
398,Stange::N,pózna,gréd
399,Stock::N,pálca,pálica
400,Stab::N,bot,pálica
401,Rohr::N,cső,cév
402,Haus::N,ház,híša
403,Heim::N,otthon,dóm
404,Ofen::N,kályha,péč
405,Fußboden::N,padló,pòd
406,Tisch::N,asztal,míza
407,Stuhl::N,szék,stòl
408,Wiege::N,bölcső,zíbel
409,Bett::N,ágy,póstelja
410,Regal::N,polc,políca
411,Regal::N,állvány,políca
412,Kiste::N,láda,zabòj
413,Fenster::N,ablak,ôkno
414,Tür::N,ajtó,vráta
415,Tor::N,kapu,velíka vráta
416,Zaun::N,kerítés,ográja
417,Dach::N,tető,stréha
418,Leiter::N,létra,léstev
419,Besen::N,seprű,mêtla
420,Spaten::N,ásó,lopáta
421,Schaufel::N,lapát,lopáta
422,Gabel::N,villa,vílice
423,Löffel::N,kanál,žlíca
424,Messer::N,kés,nòž
425,Nagel::N,szeg,žebèlj
426,Netz::N,háló,mréža
427,Haken::N,kampó,kljúka
428,Griff::N,nyél,ročáj
429,Griff::N,nyél,oprijèm
430,Griff::N,fogantyú,ročáj
431,Griff::N,fogantyú,oprijèm
432,Schloss::N,zár,ključávnica
433,Bild::N,kép,slíka
434,Figur::N,alak,figúra
435,Figur::N,alak,postáva
436,Puppe::N,bábu,lútka
437,Beutel::N,zacskó,môšnja
438,Bündel::N,köteg,cúla
439,Bündel::N,köteg,svéženj
440,Tasche::N,táska,tórba
441,Tasche::N,táska,tobôlec
442,Eimer::N,vödör,vêdro
443,Deckel::N,fedő,pokròv
444,Deckel::N,fedő,poklópec
445,Deckel::N,fedél,pokròv
446,Deckel::N,fedél,poklópec
447,Geschirr::N,edény,posóda
448,Sack::N,zsák,vréča
449,Tasse::N,csésze,skodélica
450,Topf::N,fazék,lônec
451,Kessel::N,üst,kôtel
452,Kessel::N,bogrács,kôtel
453,Essen::N,evés,hrána
454,Essen::N,étkezés,hrána
455,Nahrung::N,ennivaló,živílo
456,Speise::N,étel,jéd
457,Fleisch::N,hús,mesó
458,Getreide::N,gabona,žíto
459,Brei::N,pép,káša
460,Brei::N,kása,káša
461,Brot::N,kenyér,krùh
462,Scheibe::N,szelet,réženj
463,Fett::N,háj,mást
464,Fett::N,háj,maščôba
465,Fett::N,zsír,mást
466,Fett::N,zsír,maščôba
467,Butter::N,vaj,máslo
468,Öl::N,olaj,ólje
469,Salz::N,só,sól
470,Suppe::N,leves,júha
471,Honig::N,méz,méd
472,Milch::N,tej,mléko
473,Tee::N,tea,čáj
474,Leder::N,bőr,úsnje
475,Wolle::N,gyapjú,vólna
476,Stoff::N,szövet,blagó
477,Nadel::N,tű,ígla
478,Faden::N,fonál,nít
479,Knopf::N,gomb,gúmb
480,Knoten::N,csomó,vôzel
481,Farbe::N,szín,bárva
482,Farbe::N,festék,bárva
483,Kleidung::N,ruha,obléka
484,Kleidung::N,ruházat,obléka
485,Hemd::N,ing,srájca
486,Kragen::N,gallér,ovrátnik
487,Ärmel::N,ujj,rokáv
488,Hose::N,gatya,hláče
489,Hose::N,nadrág,hláče
490,Gürtel::N,öv,pás
491,Mütze::N,sapka,kápa
492,Mütze::N,sapka,čépica
493,Schuh::N,cipő,čévelj
494,Stiefel::N,csizma,škórenj
495,Ring::N,gyűrű,pŕstan
496,Band::N,szalag,trák
497,Kamm::N,fésű,glavník
498,Spiegel::N,tükör,zrcálo
499,Spiegel::N,tükör,ogledálo
500,Riemen::N,szíj,jêrmen
501,Schnur::N,zsinór,vŕvca
502,Leine::N,póráz,konôpec
503,Decke::N,takaró,odéja
504,Kissen::N,párna,blazína
505,Tuch::N,kendő,pŕt
506,Tuch::N,kendő,rúta
507,Handtuch::N,törülköző,brisáča
508,Kraft::N,erő,síla
509,Stärke::N,erő,jákost
510,Stärke::N,erősség,jákost
511,Gesundheit::N,egészség,zdrávje
512,Krankheit::N,kór,bolézen
513,Krankheit::N,betegség,bolézen
514,Schmerz::N,fájdalom,ból
515,Schmerz::N,fájdalom,bolečína
516,Wunde::N,seb,rána
517,Fieber::N,láz,vročína
518,Arznei::N,orvosság,lék
519,Arznei::N,orvosság,zdravílo
520,Arznei::N,gyógyszer,lék
521,Arznei::N,gyógyszer,zdravílo
522,Brücke::N,híd,móst
523,Brunnen::N,kút,vodnják
524,Weide::N,legelő,páša
525,Pfad::N,ösvény,stezà
526,Weg::N,út,pót
527,Straße::N,út,césta
528,Dorf::N,falu,vás
529,Stadt::N,város,mésto
530,Brief::N,levél,písmo
531,Buch::N,könyv,knjíga
532,Buchstabe::N,betű,čŕka
533,Zeitung::N,újság,čásnik
534,Zeitung::N,hírlap,čásnik
535,Leben::N,élet,življênje
536,Tod::N,halál,smŕt
537,Grab::N,sír,gròb
538,Kirche::N,templom,cérkev
539,Sünde::N,bűn,gréh
540,Sünde::N,vétek,gréh
541,Gott::N,isten,bóg
542,Arbeiter::N,munkás,délavec
543,Chef::N,főnök,šéf
544,Meister::N,mester,mójster
545,Arzt::N,orvos,zdravník
546,Lehrer::N,tanár,učítelj
547,Lehrer::N,tanító,učítelj
548,Geld::N,pénz,denár
549,Geschäft::N,üzlet,kupčíja
550,Laden::N,bolt,trgovína
551,Preis::N,ár,céna
552,Ware::N,áru,róba
553,Nutzen::N,haszon,príd
554,Reichtum::N,gazdagság,bogástvo
555,Welt::N,világ,svét
556,Land::N,ország,dežêla
557,Staat::N,állam,držáva
558,König::N,király,králj
559,Macht::N,hatalom,oblást
560,Grenze::N,határ,mêja
561,Krieg::N,háború,vôjna
562,Feind::N,ellenség,sovrážnik
563,Gewalt::N,erőszak,nasílje
564,Kampf::N,harc,bòj
565,Kampf::N,harc,bórba
566,Bogen[Waffe]::N,íj,lók
567,Pfeil::N,nyíl,puščíca
568,Gewehr::N,puska,púška
569,Gewehr::N,fegyver,púška
570,Fehler::N,hiba,zmóta
571,Lüge::N,hazugság,láž
572,Schaden::N,kár,okvára
573,Unglück::N,csapás,nesréča
574,Unglück::N,balszerencse,nesréča
575,Schuld::N,bűn,krívda
576,Alter::N,kor,dôba
577,Schluss::N,vég,kônec
578,Schluss::N,befejezés,kônec
579,Zeit::N,idő,čàs
580,Tag::N,nap,dán
581,Morgen::N,reggel,jútro
582,Mittag::N,dél,póldan
583,Abend::N,este,večér
584,Nacht::N,éj,nóč
585,Nacht::N,éjszaka,nóč
586,Woche::N,hét,téden
587,Monat::N,hó,mésec
588,Monat::N,hónap,mésec
589,Jahr::N,év,léto
590,Frühling::N,tavasz,pomlád
591,Sommer::N,nyár,polétje
592,Herbst::N,ősz,jesén
593,Winter::N,tél,zíma
594,Januar::N,január,jánuar
595,Februar::N,február,fébruar
596,März::N,március,márec
597,April::N,április,apríl
598,Mai::N,május,máj
599,Juni::N,június,júnij
600,Juli::N,július,júlij
601,August::N,augusztus,avgúst
602,September::N,szeptember,septêmber
603,Oktober::N,október,október
604,November::N,november,novêmber
605,Dezember::N,december,decémber
606,Montag::N,hétfő,ponedéljek
607,Dienstag::N,kedd,tôrek
608,Mittwoch::N,szerda,sréda
609,Donnerstag::N,csütörtök,četŕtek
610,Freitag::N,péntek,pétek
611,Samstag::N,szombat,sobóta
612,Sonntag::N,vasárnap,nedélja
613,groß::A,nagy,vêlik
614,klein::A,pici,májhen
615,klein::A,kicsi,májhen
616,lang::A,hosszú,dólg
617,kurz::A,rövid,krátek
618,breit::A,széles,širòk
619,schmal::A,keskeny,ózek
620,dicht::A,sűrű,góst
621,dick[Gegenstand]::A,vastag,dêbel
622,dünn::A,vékony,tánek
623,fein::A,vékony,drôben
624,fest::A,szilárd,tŕden
625,flach::A,sík,plán
626,flach::A,sík,plòsk
627,flach::A,lapos,plán
628,flach::A,lapos,plòsk
629,glatt::A,sima,gládek
630,hart::A,kemény,tŕd
631,weich::A,puha,mehák
632,rund::A,kerek,okrógel
633,spitz::A,hegyes,šílast
634,scharf::A,éles,óster
635,stumpf::A,tompa,tóp
636,stumpf::A,tompa,skŕhan
637,stumpf::A,életlen,tóp
638,stumpf::A,életlen,skŕhan
639,schwer::A,nehéz,têžek
640,schwer::A,súlyos,têžek
641,schön::A,szép,lép
642,schön::A,szép,krásen
643,heiß::A,forró,vròč
644,warm::A,meleg,tôpel
645,kalt::A,hideg,mŕzel
646,kalt::A,hideg,hláden
647,kühl::A,hűs,hláden
648,kühl::A,hűvös,hláden
649,frisch::A,üde,svéž
650,frisch::A,friss,svéž
651,feucht::A,nedves,vlážen
652,nass::A,vizes,móker
653,trocken::A,száraz,súh
654,voll::A,telt,póln
655,leer::A,üres,prázen
656,offen::A,nyílt,odpŕt
657,offen::A,nyitott,odpŕt
658,geschlossen::A,zárt,zapŕt
659,geschlossen::A,csukott,zapŕt
660,sauber::A,tiszta,číst
661,sauber::A,tiszta,líčen
662,schmutzig::A,piszkos,umázan
663,schmutzig::A,szennyes,umázan
664,roh::A,nyers,suròv
665,reif::A,érett,zrèl
666,lecker::A,finom,okúsen
667,süß::A,édes,sládek
668,bitter::A,keserű,grenák
669,sauer::A,savanyú,kísel
670,hell::A,világos,svetèl
671,dunkel::A,sötét,temèn
672,schwarz::A,fekete,čŕn
673,weiß::A,fehér,bél
674,rot::A,vörös,rdèč
675,gelb::A,sárga,žólt
676,gelb::A,sárga,rumèn
677,blau::A,kék,móder
678,grün::A,zöld,zelèn
679,grau::A,ősz,sív
680,grau::A,szürke,sív
681,bunt::A,tarka,písan
682,bunt::A,színes,písan
683,billig::A,olcsó,pocéni
684,teuer::A,drága,drág
685,wertvoll::A,értékes,dragocén
686,blind::A,vak,slép
687,taub::A,süket,glúh
688,kräftig::A,erős,močán
689,stark::A,erős,ják
690,schwach::A,gyenge,šíbek
691,schwach::A,erőtlen,šíbek
692,fett::A,hájas,dêbel
693,schlank::A,karcsú,vítek
694,hübsch::A,csinos,lép
695,böse::A,rossz,zèl
696,böse::A,rossz,hudôben
697,böse::A,gonosz,zèl
698,böse::A,gonosz,hudôben
699,dumm::A,buta,glúp
700,dumm::A,buta,bédast
701,dumm::A,ostoba,glúp
702,dumm::A,ostoba,bédast
703,faul::A,lusta,lén
704,fleißig::A,szorgalmas,marljív
705,geizig::A,fukar,škŕt
706,geizig::A,fösvény,škŕt
707,klug::A,okos,pámeten
708,klug::A,eszes,pámeten
709,geschickt::A,ügyes,spréten
710,lieb::A,drága,míl
711,lieb::A,drága,ljúb
712,lieb::A,kedves,míl
713,lieb::A,kedves,ljúb
714,lustig::A,víg,vesél
715,lustig::A,vidám,vesél
716,sanft::A,enyhe,láhek
717,hungrig::A,éhes,láčen
718,krank::A,beteg,bolán
719,nackt::A,csupasz,nág
720,nackt::A,meztelen,nág
721,traurig::A,bús,túžen
722,traurig::A,szomorú,túžen
723,lebendig::A,élő,žív
724,gut::A,jó,dóber
725,schlecht::A,rossz,malopríden
726,richtig::A,helyes,pravílen
727,schlimm::A,rossz,húd
728,wahr::A,igaz,resníčen
729,alt::A,ó,stàr
730,alt::A,régi,stàr
731,neu::A,új,nòv
732,ehemalig::A,volt,nekdánji
733,ehemalig::A,egykori,nekdánji
734,alt[Lebewesen]::A,öreg,stàr
735,jung::A,fiatal,mlád
736,arm::A,szegény,ubóg
737,arm::A,szegény,réven
738,reich::A,gazdag,bogàt
739,bekannt::A,ismert,znán
740,bekannt::A,ismeretes,znán
741,berühmt::A,híres,sláven
742,berühmt::A,híres,znamenít
743,fremd::A,idegen,túj
744,verschieden::A,különböző,razlíčen
745,nah::A,közeli,blížnji
746,fern::A,távoli,dáleč
747,linker::A,bal,lévi
748,rechter::A,jobb,désni
749,anderer::A,más,drúgi
750,anderer::A,másik,drúgi
751,erster::A,első,pŕvi
752,zweiter::A,második,drúgi
753,dritter::A,harmadik,trétji
754,letzter::A,utolsó,poslédnji
755,allein::ADV,egyedül,sám
756,auf einmal::ADV,egyszerre,obênem
757,zusammen::ADV,együtt,skúpaj
758,zusammen::ADV,összesen,skúpaj
759,lange::ADV,sokáig,dólgo
760,lange::ADV,hosszan,dólgo
761,plötzlich::ADV,hirtelen,náglo
762,plötzlich::ADV,hirtelen,nenádoma
763,plötzlich::ADV,egyszerre,náglo
764,plötzlich::ADV,egyszerre,nenádoma
765,sofort::ADV,rögtön,prècej
766,sofort::ADV,tüstént,prècej
767,später::ADV,későn,poznêje
768,jetzt::ADV,most,zdàj
769,heute::ADV,ma,dánes
770,morgen::ADV,holnap,jútri
771,bald::ADV,majd,kmálu
772,bald::ADV,nemsokára,kmálu
773,dann::ADV,akkor,nató
774,gestern::ADV,tegnap,včéraj
775,einst::ADV,hajdan,nékdaj
776,damals::ADV,akkor,tedàj
777,damals::ADV,akkor,takràt
778,damals::ADV,akkoriban,tedàj
779,damals::ADV,akkoriban,takràt
780,danach::ADV,azután,potèm
781,vorher::ADV,előbb,poprèj
782,zuerst::ADV,először,spŕva
783,einmal::ADV,egyszer,ênkrat
784,manchmal::ADV,néha,včásih
785,manchmal::ADV,olykor,včásih
786,oft::ADV,sokszor,pogósto
787,immer::ADV,mindig,védno
788,immer::ADV,mindig,zméraj
789,niemals::ADV,sohasem,nikdàr
790,hier::ADV,itt,tù
791,hier::ADV,itt,túkaj
792,hierhin::ADV,erre,sèmkaj
793,von hier::ADV,innen,od tú
794,dort::ADV,ott,tàm
795,dorthin::ADV,oda,tjà
796,geradeaus::ADV,egyenesen,rávno napréj
797,vorwärts::ADV,előre,napréj
798,rückwärts::ADV,hátrafelé,zádaj
799,zurück::ADV,hátra,nazáj
800,zurück::ADV,vissza,nazáj
801,unten::ADV,alul,dôli
802,unten::ADV,alul,spôdaj
803,hinab::ADV,le,dôl
804,hinab::ADV,lefelé,dôl
805,oben::ADV,fenn,gôri
806,oben::ADV,fenn,zgôraj
807,oben::ADV,felül,gôri
808,oben::ADV,felül,zgôraj
809,hinauf::ADV,fel,gôr
810,hinauf::ADV,felfelé,gôr
811,überall::ADV,mindenütt,povsód
812,nicht::ADV,nem,ne
813,ein wenig::ADV,egy kicsit,málo
814,kaum::ADV,alig,kómaj
815,sehr::ADV,nagyon,zeló
816,so::ADV,úgy,takó
817,noch::ADV,még,še
818,nur::ADV,csak,samó
819,nur::ADV,csupán,samó
820,schon::ADV,már,žè
821,wieder::ADV,ismét,spét
822,wieder::ADV,megint,spét
823,vergebens::ADV,hiába,zamàn
824,vergebens::ADV,hiába,zastónj
825,vor::PRP,előtt,pred
826,hinter::PRP,mögött,za
