,Concept_ID,es,la
717,berühmt::A,célebre,celeber
718,berühmt::A,célebre,illustris
719,fremd::A,extraño,peregrinus
720,verschieden::A,diverso,varius
721,verschieden::A,distinto,varius
722,verschieden::A,diferente,varius
723,nah::A,cercano,propinquus
724,fern::A,lejano,longinquus
725,linker::A,izquierdo,sinister
726,rechter::A,derecho,dexter
727,anderer::A,otro,alius
728,erster::A,primero,primus
729,zweiter::A,segundo,secundus
730,dritter::A,tercero,tertius
731,letzter::A,último,ultimus
732,allein::ADV,a solo,solum
733,auf einmal::ADV,de una vez,simul
734,zusammen::ADV,juntos,una
735,lange::ADV,mucho tiempo,diu
736,plötzlich::ADV,de repente,subito
737,plötzlich::ADV,de repente,repente
738,sofort::ADV,en seguida,statim
739,später::ADV,más tarde,postea
740,jetzt::ADV,ahora,nunc
741,heute::ADV,hoy,hodie
742,morgen::ADV,mañana,cras
743,bald::ADV,pronto,mox
744,bald::ADV,en breve,mox
745,dann::ADV,luego,deinde
746,dann::ADV,entonces,deinde
747,gestern::ADV,ayer,heri
748,einst::ADV,antaño,olim
749,damals::ADV,entonces,tum
750,danach::ADV,después,postea
751,vorher::ADV,antes,antea
752,zuerst::ADV,primero,primo
753,einmal::ADV,una vez,semel
754,manchmal::ADV,a veces,interdum
755,oft::ADV,a menudo,saepe
756,oft::ADV,con frecuencia,saepe
757,immer::ADV,siempre,semper
758,niemals::ADV,jamás,numquam
759,hier::ADV,aquí,hic
760,hierhin::ADV,acá,huc
761,von hier::ADV,desde aquí,hinc
762,dort::ADV,ahí,ibi
763,dort::ADV,allí,ibi
764,dorthin::ADV,allí,eo
765,dorthin::ADV,hacia allí,eo
766,geradeaus::ADV,todo derecho,recte
767,vorwärts::ADV,adelante,porro
768,rückwärts::ADV,hacia atrás,retro
769,zurück::ADV,atrás,retro
770,unten::ADV,abajo,infra
771,hinab::ADV,hacia abajo,pessum
772,oben::ADV,arriba,supra
773,hinauf::ADV,hacia arriba,sursum
774,überall::ADV,por todas partes,ubique
775,nicht::ADV,no,non
776,ein wenig::ADV,un poco,paulum
777,kaum::ADV,apenas,vix
778,kaum::ADV,apenas,aegre
779,sehr::ADV,muy,valde
780,sehr::ADV,muy,magnopere
781,sehr::ADV,mucho,valde
782,sehr::ADV,mucho,magnopere
783,so::ADV,tan,ita
784,noch::ADV,aún,etiam
785,noch::ADV,todavía,etiam
786,nur::ADV,solamente,solum
787,nur::ADV,solamente,tantum
788,schon::ADV,ya,iam
789,wieder::ADV,de nuevo,rursus
790,vergebens::ADV,en vano,frustra
791,vor::PRP,antes de,ante
792,vor::PRP,delante de,ante
793,hinter::PRP,tras,post
794,hinter::PRP,detrás de,post
795,unter::PRP,bajo,sub
796,unter::PRP,debajo de,sub
797,durch::PRP,por,per
798,durch::PRP,a través de,per
799,neben::PRP,al lado de,iuxta
800,zwischen::PRP,entre,inter
801,wegen::PRP,por,propter
802,wegen::PRP,a causa de,propter
803,dies::PRN,esto,hoc
804,das::PRN,eso,id
805,das::PRN,esto,id
806,alles::PRN,todo,omnia
807,ich::PRN,yo,ego
808,du::PRN,tú,tu
809,er::PRN,él,is
810,er::PRN,él,ille
811,wir::PRN,nosotros,nos
812,ihr::PRN,vosotros,vos
813,sie::PRN,ellos,ii
814,sie::PRN,ellos,illi
815,was::FPRN,qué,quid
816,wer::FPRN,quién,quis
817,wo::FADV,dónde,ubi
818,wohin::FADV,adónde,quo
819,wohin::FADV,hacia dónde,quo
820,wie::FADV,cómo,quomodo
821,warum::FADV,por qué,cur
822,wieviel::FNUM,cuánto,quantum
823,eins::NUM,uno,unus
824,zwei::NUM,dos,duo
825,drei::NUM,tres,tres
826,vier::NUM,cuatro,quattuor
827,fünf::NUM,cinco,quinque
828,sechs::NUM,seis,sex
829,sieben::NUM,siete,septem
830,acht::NUM,ocho,octo
831,neun::NUM,nueve,novem
832,zehn::NUM,diez,decem
833,elf::NUM,once,undecim
834,zwölf::NUM,doce,duodecim
835,zwanzig::NUM,veinte,viginti
836,dreißig::NUM,treinta,triginta
837,vierzig::NUM,cuarenta,quadraginta
838,fünfzig::NUM,cincuenta,quinquaginta
839,sechzig::NUM,sesenta,sexaginta
840,siebzig::NUM,setenta,septuaginta
841,achtzig::NUM,ochenta,octoginta
