,Concept_ID,ta,pl
59,Schlaf::N,தூக்கம்,sen
60,Traum::N,கனவு,sen
61,Himmel::N,வானம்,niebo
62,Sonne::N,சூரியன்,słońce
63,Mond::N,சந்திரன்,księżyc
64,Stern::N,நட்சத்திரம்,gwiazda
65,Luft::N,காறறு,powietrze
66,Wind::N,காற்று,wiatr
67,Welle::N,அலை,fala
68,Wasser::N,நீர்,woda
69,Stein::N,கல்,kamień
70,Boden::N,தரை,grunt
71,Erde::N,மண்,ziemia
72,Staub::N,தூசி,pył
73,Staub::N,தூசி,kurz
74,Rauch::N,புகை,dym
75,Funke::N,தீப்பொறி,iskra
76,Feuer::N,தீ,ogień
77,Licht::N,வெளிச்சம்,światło
78,Schatten::N,நிழல்,cień
79,Wetter::N,வானிலை,pogoda
80,Nebel::N,பனிமூட்டம்,mgła
81,Wolke::N,மேகம்,obłok
82,Wolke::N,மேகம்,chmura
83,Regen::N,மழை,deszcz
84,Schnee::N,உறைபனி,śnieg
85,Eis::N,பனிக்கட்டி,lód
86,Frost::N,உறைபனி,mróz
87,Kälte::N,குளிர்ந்த,chłód
88,Hitze::N,சூடு,gorąco
89,Raureif::N,உறைபனி வெண்திரை,szron
90,Regenbogen::N,வானவில்,tęcza
91,Donner::N,இடி,grzmot
92,Strömung::N,நீரோட்டம்,nurt
93,Tropfen::N,துளி,kropla
94,Schaum::N,நுரை,piana
95,Schmutz::N,அழுக்கு,brud
96,See::N,ஏரி,jezioro
97,Sumpf::N,சதுப்பு நிலம்,bagno
98,Moor::N,முட்புதற்காடு,bagno
99,Wiese::N,பசும் புல்தரை,łąka
100,Wald::N,காடு,las
101,Hügel::N,குன்று,pagórek
102,Anhöhe::N,பதுக்கை,wzgórze
103,Berg::N,மலை,góra
104,Gipfel::N,உச்சி மாநாடு,szczyt
105,Gipfel::N,உச்சி மாநாடு,wierzchołek
106,Höhle::N,குகை,pieczara
107,Abhang::N,சரிவு,stok
108,Abhang::N,சரிவு,zbocze
109,Quelle::N,மூலம்,zdrój
110,Quelle::N,மூலம்,źródło
111,Bach::N,ஓடை,potok
112,Bach::N,ஓடை,strumień
113,Fluss::N,ஆறு,rzeka
114,Ufer::N,நீர்க்கரை,brzeg
115,Küste::N,கடற்கரை,wybrzeże
116,Festland::N,நிலம்,ląd
117,Meer::N,கடல்,morze
118,Bucht::N,சிறுகுடா,zatoka
119,Insel::N,தீவு,wyspa
120,Blume::N,பூ,kwiat
121,Gras::N,புல்தரை,trawa
122,Wurzel::N,வேர்,korzeń
123,Baum::N,மரம்,drzewo
124,Stamm::N,அடிமரம்,pień
125,Rinde::N,பட்டை,kora
126,Rinde::N,மரப்பட்டை,kora
127,Ast::N,கினை,gałąź
128,Zweig::N,குச்சி,gałąź
129,Blatt::N,இலை,liść
130,Birke::N,பிர்ச் மரம்,brzoza
131,Kiefer[Baum]::N,தேவதாரு மரம்,sosna
132,Weide[Baum]::N,மர வகைகளுள் ஒன்று,wierzba
133,Tanne::N,சாதிக்கய்,jodła
134,Horn::N,கொம்பு,róg
135,Feder::N,இறகு,pióro
136,Fell::N,மென்முடி,futro
137,Flügel::N,இறக்கை,skrzydło
138,Klaue::N,நகம்,szpon
139,Kralle::N,நகம்,pazur
140,Schwanz::N,வால்,ogon
141,Ei::N,முட்டை,jajko
142,Nest::N,கூடு,gniazdo
143,Bau::N,குகை,nora
144,Tier::N,விலங்கு,zwierzę
145,Herde::N,கூட்டம்,stado
146,Herde::N,கூட்டம்,trzoda
147,Kuh::N,பசு,krowa
148,Bulle::N,காளை,byk
149,Pferd::N,குதிரை,koń
150,Schaf::N,செம்மறிஆடு,owca
151,Schwein::N,பன்றி,świnia
152,Hund::N,நாய்,pies
153,Katze::N,பூனை,kot
154,Katze::N,பூனை,kotka
155,Bär::N,கரடி,niedźwiedż
156,Eichhörnchen::N,அணில்,wiewiórka
157,Elch::N,கடம்பை,łóś
158,Fuchs::N,நரி,lis
159,Hase::N,முயல்,zając
160,Maus::N,எலி,mysz
161,Wolf::N,ஓநாய்,wilk
162,Vogel::N,பறவை,ptak
163,Schwarm::N,தொகுதி,stado
164,Huhn::N,கோழிக்குஞசு,kura
165,Hahn::N,சேவல்,kogut
166,Gans::N,பெண் வாத்து,gęś
167,Adler::N,பருநது,orzeł
168,Ente::N,வாத்து,kaczka
169,Eule::N,ஆந்தை,sowa
170,Kranich::N,நாரை,żuraw
171,Krähe::N,காகம்,wrona
172,Kuckuck::N,குயில்,kukułka
173,Schwan::N,அன்னம்,łabędż
174,Fisch::N,மீன்,ryba
175,Barsch::N,பேர்ச்,okoń
176,Hecht::N,கோலாச்சி மீன்,szczupak
177,Schlange[Tier]::N,பாம்பு,wąż
178,Schlange[Tier]::N,பாம்பு,żmija
179,Wurm::N,புழு,robak
180,Spinne::N,சிலந்தி,pająk
181,Ameise::N,எறும்பு,mrówka
182,Laus::N,பேன்,wesz
183,Mücke::N,கொசுவினப்பூச்சி,komar
184,Fliege::N,ஈ,mucha
185,Schmetterling::N,வண்ணத்துப்பூச்சி,motyl
186,Beere::N,சதைப்பழம்,jagoda
187,Apfel::N,ஆப்பிள பழம்,jabłko
188,Pilz::N,காளான்,grzyb
189,Zwiebel::N,வெங்காயம்,cebula
190,Saat::N,விதை,siew
191,Korn::N,தானியம்,ziarno
192,Heu::N,வைக்கோல்,siano
193,Schale::N,தோல்,łupina
194,Grube::N,குழி,dół
195,Grube::N,குழி,jama
196,Falle::N,பொறி,pułapka
197,Schlinge::N,கண்ணி,sidła
198,Spur::N,சுவடு,ślad
199,Asche::N,சாம்பல்,popiół
200,Dreck::N,அழுக்கு,brud
201,Eisen::N,இரும்பு,żelazo
202,Gold::N,தங்கம்,złoto
203,Silber::N,வெள்ளி,srebro
204,Kohle::N,நிலக்கரி,węgiel
205,Glas::N,கண்ணாடி,szkło
206,Lehm::N,களிமண்,glina
207,Sand::N,மணல்,piasek
208,Mensch::N,மனிதர்கள்,człowiek
209,Mann::N,மனிதன்,mężczyzna
210,Frau::N,பெண்,kobieta
211,Kind::N,குழந்தை,dziecko
212,Junge::N,பையன்,chłopak
213,Junge::N,பையன்,chłopiec
214,Mädchen::N,சிறுமி,dziewczynka
215,Familie::N,குடும்பம்,rodzina
216,Großvater::N,தாத்தா,dziadek
217,Großmutter::N,பாட்டி,babka
218,Eltern::N,பெற்றோர்,rodzice
219,Vater::N,தந்தை,ojciec
220,Mutter::N,தாய்,matka
221,Sohn::N,மகன்,syn
222,Tochter::N,மகள்,córka
223,Bruder::N,சகோதரன்,brat
224,Schwester::N,அக்கா,siostra
225,Onkel::N,தாய் மாமன்,wuj
226,Onkel::N,தாய் மாமன்,stryj
227,Tante::N,அத்தை,ciotka
228,Ehemann::N,கணவன்,mąż
229,Ehefrau::N,மனைவி,żona
230,Freude::N,கொண்டாட்டம்,radość
231,Gelächter::N,சிரிப்பு,śmiech
232,Glück::N,மகிழ்ச்சி,szczęście
233,Kummer::N,துயரம்,zmartwienie
234,Wunsch::N,விருப்பம்,życzenie
235,Lust::N,விருப்பம்,chęć
236,Lust::N,விருப்பம்,ochota
237,Geist::N,ஆன்மா,duch
238,Gedanke::N,எண்ணம்,myśl
239,Gedächtnis::N,ஞாபகம்,pamięć
240,Verstand::N,மனம்,rozum
241,Sinn::N,அர்த்தம்,zmysł
242,Grund::N,காரணம்,powód
243,Wahrheit::N,உண்நை,prawda
244,Gespräch::N,பெசு,rozmowa
245,Märchen::N,நம்பத்தகாத கதை,bajka
246,Erzählung::N,கதை,opowiadanie
247,Nachricht::N,செய்தி,wiadomość
248,Neuigkeit::N,செய்தி,nowina
249,Name::N,பெயர்,imię
250,Rätsel::N,புதிர்,zagadka
251,Rede::N,பேச்சு,mowa
252,Sprache::N,மொழி,język
253,Stimme::N,குரல்,głos
254,Wort::N,வார்த்தை,słowo
255,Zeichen::N,குறி,znak
256,Ruf::N,அழைப்பு,wołanie
257,Lärm::N,சத்தம்,hałas
258,Lärm::N,சத்தம்,zgiełk
259,Laut::N,ஒலி,dźwięk
260,Ton::N,குரல்,ton
261,Ton::N,குரல்,dźwięk
262,Lied::N,பாட்டு,pieśń
263,Lied::N,பாட்டு,piosenka
264,Ruhe::N,அமைதி,spokój
265,Leute::N,மக்கள்,ludzie
266,Volk::N,மக்கள்,naród
267,Arbeit::N,வேலை,praca
268,Arbeit::N,வேலை,robota
269,Gast::N,விருந்தாளி,gość
270,Geschenk::N,பரிசுப் பொருள்,prezent
271,Geschenk::N,பரிசுப் பொருள்,podarunek
272,Spiel::N,விளையாட்டு,gra
273,Spiel::N,விளையாட்டு,zabawa
274,Gesellschaft::N,சமுதாயம்,towarzystwo
275,Hilfe::N,உதவி,pomoc
276,Freund::N,நண்பன்,przyjaciel
277,Kamerad::N,உடனிருப்பவன்,kolega
278,Angelegenheit::N,செய்தி,sprawa
279,Anzahl::N,எண்ணிக்கை,ilość
280,Art::N,வகை,rodzaj
281,Stück::N,துண்டம்,kawałek
282,Teil::N,பகுதி,część
283,Hälfte::N,பாதி,połowa
284,Kreis::N,வட்டம்,krąg
285,Kreuz::N,சிலுவை,krzyż
286,Linie::N,கோடு,linia
287,Strich::N,வாத நோய்,kreska
288,Abstand::N,இடைவெளி,odstęp
289,Entfernung::N,தூரம்,odległość
290,Gegend::N,வட்டாரம்,okolica
291,Platz::N,வெற்றிடம்,miejsce
292,Ort::N,இடம்,miejsce
293,Seite::N,பக்கம்,bok
294,Seite::N,பக்கம்,strona
295,Mitte::N,இடைப்பகுதி,środek
296,Gegenstand::N,உருப்படி,przedmiot
297,Sache::N,பொருள்,rzecz
298,Rand::N,தொங்கு,skraj
299,Rand::N,தொங்கு,krawędź
300,Kante::N,விளிம்பு,kant
301,Kante::N,விளிம்பு,krawędź
302,Ecke::N,மூலை,róg
303,Spitze::N,முனை,ostrze
304,Ende::N,முடிவு,koniec
305,Loch::N,துளை,dziura
306,Winkel::N,கோணம்,kąt
307,Winkel::N,கோணம்,kącik
308,Muster::N,பாங்கு,wzór
309,Größe::N,அளவு,rozmiar
310,Größe::N,அளவு,wielkość
311,Länge::N,நீளம்,długość
312,Höhe::N,உயரம்,wysokość
313,Gewicht::N,எடை,ciężar
314,Menge::N,தொகை,ilość
315,Haufen::N,குவியல்,kupa
316,Reihe::N,வரிசை,rząd
317,Reihe::N,வரிசை,szereg
318,Boot::N,படகு,łódź
319,Boot::N,படகு,łódka
320,Ruder::N,துடுப்பு,wiosło
321,Schlitten::N,சகடையிலா வண்டி,sanki
322,Ski::N,பனிச் சறுக்கல்,narta
323,Lagerfeuer::N,மூட்டம்,ognisko
324,Last::N,பாரம்,ciężar
325,Last::N,பாரம்,brzemię
326,Gang::N,நடை,chód
327,Schritt::N,காலடி,krok
328,Norden::N,வடக்கு,północ
329,Süden::N,தெற்கு,południe
330,Westen::N,மேற்கு திசை,zachód
331,Osten::N,கிழக்கு,wschód
332,Holz::N,மரக்கட்டை,drzewo
333,Brett::N,பலகை,deska
334,Platte::N,பலகம்,płyta
335,Stütze::N,அடைப்புகன்,podpora
336,Stange::N,கம்பம்,drąg
337,Stange::N,கம்பம்,żerdź
338,Stock::N,குச்சி,kij
339,Stock::N,குச்சி,laska
340,Stab::N,கம்பு,pręt
341,Rohr::N,குழாய்,rura
342,Haus::N,வீடு,dom
343,Heim::N,வீடு,dom
344,Ofen::N,அடுப்பு,piec
345,Fußboden::N,தரை,podłoga
346,Tisch::N,மேசை,stół
347,Stuhl::N,நாற்காலி,krzesło
348,Wiege::N,தொட்டில்,kołyska
349,Bett::N,படுக்கை,łóżko
350,Bett::N,படுக்கை,pościel
351,Regal::N,அலமாரி,regał
352,Kiste::N,பெட்டி,skrzynia
353,Fenster::N,சாளரம்,okno
354,Tür::N,கதவு,drzwi
355,Tor::N,வாசற்கதவு,brama
356,Zaun::N,வேலி,płot
357,Zaun::N,வேலி,parkan
358,Dach::N,கூரை,dach
359,Leiter::N,ஏணி,drabina
360,Besen::N,விளக்குமாறு,miotła
361,Spaten::N,மண்வெட்டி,rydel
362,Schaufel::N,அடிதண்டா,łopata
363,Gabel::N,முட்கரண்டி,widelec
364,Löffel::N,கரண்டி,łyżka
365,Messer::N,கத்தி,nóż
366,Nagel::N,ஆணி,gwóźdź
367,Netz::N,வலை,sieć
368,Haken::N,கொக்கி,hak
369,Griff::N,கைப்பிடி,chwyt
370,Schloss::N,பூட்டு,zamek
371,Bild::N,படம்,obraz
372,Figur::N,எண்ணிக்கை,figura
373,Puppe::N,பொம்மை,lalka
374,Beutel::N,பை,torba
375,Bündel::N,பொதி,wiązka
376,Tasche::N,பை,torba
377,Eimer::N,வாளி,kubeł
378,Eimer::N,வாளி,wiadro
379,Deckel::N,உறை,przykrywka
380,Geschirr::N,பாத்திரம்,statki
381,Geschirr::N,பாத்திரம்,naczynia
382,Sack::N,பை,worek
383,Tasse::N,கிண்ணம்,filiżanka
384,Topf::N,பானை,garnek
385,Kessel::N,கெண்டி,kocioł
386,Essen::N,உணவருந்துதல்,jedzenie
387,Nahrung::N,உணவு,pokarm
388,Nahrung::N,உணவு,pożywienie
389,Speise::N,உணவு வகை,potrawa
390,Speise::N,உணவு வகை,jedzenie
391,Fleisch::N,இறைச்சி,mięso
392,Getreide::N,மக்காச்சோளம்,zboże
393,Brei::N,கஞ்சி,kasza
394,Brot::N,ரொட்டி,chleb
395,Scheibe::N,துண்டு,kromka
396,Fett::N,கொழுப்பு,tłuszcz
397,Butter::N,வெண்ணெய்,masło
398,Öl::N,எண்ணெய்,olej
399,Salz::N,உப்பு,sól
400,Suppe::N,ரசம்,zupa
401,Honig::N,தேன்,miód
402,Milch::N,பால்,mleko
403,Tee::N,தெனீர்,herbata
404,Leder::N,பதம் செய்யப்பட்ட தோல்,skóra
405,Wolle::N,கம்பளி,wełna
406,Stoff::N,துணி,tkanina
407,Stoff::N,துணி,materiał
408,Nadel::N,ஊசி,igła
409,Faden::N,நூல்,nić
410,Faden::N,நூல்,nitka
411,Knopf::N,பொத்தான்,guzik
412,Knoten::N,முடிச்சு,węzeł
413,Farbe::N,வண்ணக் குழம்பு,farba
414,Kleidung::N,ஆடைகள்,odzież
415,Hemd::N,சட்டை,koszula
416,Kragen::N,கழுத்துப் பட்டை,kołnierz
417,Ärmel::N,சட்டைக்கை,rękaw
418,Hose::N,கால்சட்டை,spodnie
419,Gürtel::N,பெல்ட்,pasek
420,Mütze::N,தொப்பி,czapka
421,Schuh::N,காலணி,but
422,Schuh::N,காலணி,bucik
423,Stiefel::N,காலணி,but
424,Stiefel::N,காலணி,kozak
425,Ring::N,மோதிரம்,pierścień
426,Band::N,நாடா,wstęga
427,Kamm::N,கீப்பு,grzebień
428,Spiegel::N,ஆடி,lustro
429,Spiegel::N,கண்ணாடி,lustro
430,Riemen::N,வார்,rzemień
431,Schnur::N,கயிறு,sznur
432,Leine::N,தோல்வார்,smycz
433,Decke::N,போர்வை,kołdra
434,Kissen::N,தலையணை,poduszka
435,Tuch::N,துணி,chustka
436,Handtuch::N,தண்டு,ręcznik
437,Kraft::N,நிர்பந்தம்,moc
438,Kraft::N,நிர்பந்தம்,siła
439,Stärke::N,பலம்,moc
440,Stärke::N,பலம்,siła
441,Gesundheit::N,ஆரோக்கியம்,zdrowie
442,Krankheit::N,நோய்,choroba
443,Schmerz::N,வலி,ból
444,Wunde::N,காயம்,rana
445,Fieber::N,காய்ச்சல்,gorączka
446,Arznei::N,மருந்து,lekarstwo
447,Brücke::N,பாலம்,most
448,Brunnen::N,கேணி,studnia
449,Weide::N,மேய்ச்சல் நிலம்,pastwisko
450,Pfad::N,நடை வழி,ścieżka
451,Weg::N,வழி,droga
452,Straße::N,சாலை,ulica
453,Dorf::N,கிராமம்,wieś
454,Stadt::N,நகரம்,miasto
455,Brief::N,கடிதம்,list
456,Buch::N,புத்தகம்,książka
457,Buchstabe::N,எழத்து,litera
458,Zeitung::N,செய்தித்தாள்,gazeta
459,Zeitung::N,செய்தித்தாள்,dziennik
460,Leben::N,வாழ்க்கை,życie
461,Tod::N,மரணம்,śmierć
462,Grab::N,சமாதி,grób
463,Kirche::N,தேவாலயம்,kościół
464,Sünde::N,பாவம்,grzech
465,Gott::N,கடவுள்,bóg
466,Arbeiter::N,தொழிலாளி,robotnik
467,Chef::N,மேலாளர்,szef
468,Meister::N,தலைவன்,mistrz
469,Meister::N,தலைவன்,majster
470,Arzt::N,மருத்துவர்,lekarz
471,Lehrer::N,ஆசிரியர்,nauczyciel
472,Geld::N,பணம்,pieniądze
473,Geschäft::N,வாணிபம்,sprawa
474,Geschäft::N,வாணிபம்,interes
475,Laden::N,கடை,sklep
476,Preis::N,விலை,cena
477,Ware::N,சாமன்கள்,towar
478,Nutzen::N,இலாபம்,pożytek
479,Reichtum::N,சொத்து,bogactwo
480,Welt::N,உலகம்,świat
481,Land::N,நாடு,kraj
482,Staat::N,நாடு,państwo
483,König::N,அரசன்,król
484,Macht::N,அதிகாரம்,władza
485,Grenze::N,எல்லை,granica
486,Krieg::N,போர்,wojna
487,Feind::N,எதிரி,wróg
488,Gewalt::N,வன்முறை,władza
489,Kampf::N,போராட்டம்,bój
490,Kampf::N,போராட்டம்,walka
491,Bogen[Waffe]::N,வில்,łuk
492,Pfeil::N,அம்பு,strzała
493,Gewehr::N,துப்பாக்கி,karabin
494,Fehler::N,தவறு,błąd
495,Lüge::N,பொய்,kłamstwo
496,Schaden::N,சேதாரம்,szkoda
497,Unglück::N,இடையூறு,nieszczęście
498,Schuld::N,குற்றம்,wina
499,Alter::N,வயது,wiek
500,Schluss::N,முடிவு,koniec
501,Schluss::N,முடிவு,zakończenie
502,Zeit::N,காலம்,czas
503,Tag::N,நாள்,dzień
504,Morgen::N,காலை நேரம்,ranek
505,Morgen::N,காலை நேரம்,poranek
506,Mittag::N,மதியம்,południe
507,Abend::N,மாலைப் பொழுது,wieczór
508,Nacht::N,இரவு,noc
509,Woche::N,வாரம்,tydzień
510,Monat::N,மாதம்,miesiąc
511,Jahr::N,வருடம்,rok
512,Frühling::N,வசந்தம்,wiosna
513,Sommer::N,கோடை,lato
514,Herbst::N,இலையுதிர் காலம்,jesień
515,Winter::N,குளிர்காலம்,zima
516,Januar::N,ஜனவரி,styczeń
517,Februar::N,பிபரவரி மாதம்,luty
518,März::N,மார்ச் மாதம்,marzec
519,April::N,ஏப்ரல் மாதம்,kwiecień
520,Mai::N,மே மாதம்,maj
521,Juni::N,ஜூன் மாதம்,czerwiec
522,Juli::N,ஜூலை மாதம்,lipiec
523,August::N,ஆகஸ்ட் மாதம்,sierpień
524,September::N,செப்டம்பர் மாதம்,wrzesień
525,Oktober::N,அக்டோபர் மாதம்,październik
526,November::N,நவம்பர் மாதம்,listopad
527,Dezember::N,டிசம்பர்,grudzień
528,Montag::N,திங்கட் கிழமை,poniedziałek
529,Dienstag::N,செவ்வாய்க்கிழமை,wtorek
530,Mittwoch::N,புதன் கிழமை,środa
531,Donnerstag::N,வியாழக் கிழமை,czwartek
532,Freitag::N,வெள்ளிக்கிழமை,piątek
533,Samstag::N,சனிக்கிழமை,sobota
534,Sonntag::N,ஞாயிறுக் கிழமை,niedziela
535,groß::A,பெரிய,duży
536,groß::A,பெரிய,wielki
537,klein::A,சிறிய,mały
538,lang::A,நீண்ட,długi
539,kurz::A,குட்டையான,krótki
540,breit::A,அகலமான,szeroki
541,schmal::A,குறுகலான,wąski
542,dicht::A,அடர்த்தியான,gęsty
543,dick[Gegenstand]::A,தடித்த,gruby
544,dünn::A,சன்னமான,cienki
545,fein::A,மெல்லிய,drobny
546,fest::A,உறுதியாள,mocny
547,fest::A,உறுதியாள,twardy
548,flach::A,தட்டையான,płaski
549,glatt::A,வழுவழுப்பான,gładki
550,hart::A,கடினமான,twardy
551,weich::A,மென்மையான,miękki
552,rund::A,உருண்டையான,okrągły
553,spitz::A,திகந்தமாக,spiczasty
554,scharf::A,கூரான,ostry
555,stumpf::A,உளம் திறந்த,tępy
556,schwer::A,கனமான,ciężki
557,schön::A,அழகான,ładny
558,schön::A,அழகான,piękny
559,heiß::A,சூடான,gorący
560,warm::A,இதமான,ciepły
561,kalt::A,குளிர்ச்சியான,zimny
562,kühl::A,குளிர்ச்சியான,chłodny
563,frisch::A,சுத்தமான,świeży
564,feucht::A,ஈரமான,wilgotny
565,nass::A,ஈரமான,mokry
566,trocken::A,உலர்ந்த,suchy
567,voll::A,நிரம்பிய,pełny
568,leer::A,காலியான,pusty
569,leer::A,காலியான,próżny
570,offen::A,திறந்த,otwarty
571,geschlossen::A,மூடப்பட்ட,zamknięty
572,sauber::A,சுத்தமான,czysty
573,schmutzig::A,அழக்கான,brudny
574,roh::A,கச்சா,surowy
575,reif::A,பழுத்த,dojrzały
576,lecker::A,சுவைமிக்க,smaczny
577,süß::A,இனிப்பான,słodki
578,bitter::A,கசப்பான,gorzki
579,sauer::A,புளிப்பாக,kwaśny
580,hell::A,பளபளப்பான,jasny
581,dunkel::A,கருமையான,ciemny
582,schwarz::A,கருப்பு வண்ண,czarny
583,weiß::A,வெண்மையன,biały
584,rot::A,சிவப்பு,czerwony
585,gelb::A,மஞ்சள் வண்ணம்,żółty
586,blau::A,நீல வண்ண,błękitny
587,blau::A,நீல வண்ண,niebieski
588,grün::A,பச்சை வண்ண,zielony
589,grau::A,சாம்பல் நிற,szary
590,bunt::A,வண்ண மயமான,barwny
591,billig::A,மலிவான,tani
592,teuer::A,விலை அதிகமான,drogi
593,wertvoll::A,மதிப்புள்ள,cenny
594,blind::A,பார்வையற்ற,ślepy
595,taub::A,செவிடான,głuchy
596,kräftig::A,வலிமையான,mocny
597,stark::A,பலமான,silny
598,schwach::A,பலவீனமான,słaby
599,fett::A,பருமனாக,tłusty
600,schlank::A,ஒல்லியான,smukły
601,hübsch::A,அழகிய,ładny
602,böse::A,கேடு விளைவிக்கும்,zły
603,dumm::A,முட்டாள்தனமான,głupi
604,faul::A,சோம்பலான,leniwy
605,fleißig::A,ஊக்கந்தளராத,pilny
606,geizig::A,கஞேசத்தனமான,skąpy
607,klug::A,சாதுரியமான,mądry
608,geschickt::A,திறமையள்ள,zręczny
609,lieb::A,அன்புக்குரிய,miły
610,lustig::A,களிப்புமிக்க,wesoły
611,sanft::A,சாதுவான,łagodny
612,hungrig::A,பசியுடன்,głodny
613,krank::A,நோயுற்று,chory
614,nackt::A,ஆடையற்ற,nagi
615,traurig::A,சோகமான,smutny
616,lebendig::A,பிழைப்பு,żywy
617,gut::A,நல்ல,dobry
618,schlecht::A,கெட்ட,zły
619,richtig::A,சரியான,słuszny
620,richtig::A,சரியான,właściwy
621,schlimm::A,அருவருப்பான,zły
622,wahr::A,உண்மையான,prawdziwy
623,alt::A,பழைய,stary
624,neu::A,புதிய,nowy
625,ehemalig::A,முன்நாள்,były
626,alt[Lebewesen]::A,வயதான,stary
627,jung::A,இளமையான,młody
628,arm::A,ஏழ்மையான,ubogi
629,arm::A,ஏழ்மையான,biedny
630,reich::A,செல்வம் படைத்த,bogaty
631,bekannt::A,பழக்கப்பட்ட,znany
632,berühmt::A,புகழ்பெற்ற,słynny
633,fremd::A,அயல் நாட்டு,obcy
634,fremd::A,அயல் நாட்டு,cudzy
635,verschieden::A,வித்தியாசமான,różny
636,nah::A,பக்கத்தில் உள்ள,bliski
637,fern::A,தொலை தூரத்தில்,daleki
638,linker::A,மீந்திருக்கும்,lewy
639,rechter::A,வலதுபக்கம்,prawy
640,anderer::A,மற்ற,inny
641,erster::A,முதனமையான,pierwszy
642,zweiter::A,இரண்டாவது,drugi
643,dritter::A,மூன்றாவது,trzeci
644,letzter::A,கடைசி,ostatni
645,allein::ADV,தனியாக,sam
646,auf einmal::ADV,தடீரென்று,naraz
647,zusammen::ADV,சேர்ந்து,razem
648,lange::ADV,அதிக நோம்,długo
649,plötzlich::ADV,தடீரென்று,nagle
650,sofort::ADV,உடனடியாக,natychmiast
651,später::ADV,பிறகு,później
652,jetzt::ADV,இப்பொழது,teraz
653,jetzt::ADV,இப்பொழது,obecnie
654,heute::ADV,இன்று,dziś
655,heute::ADV,இன்று,dzisiaj
656,morgen::ADV,நாளைக்கு,jutro
657,bald::ADV,சீக்கிரம்,wkrótce
658,dann::ADV,அப்பொழுது,potem
659,gestern::ADV,நேற்று,wczoraj
660,einst::ADV,ஒரே முறை,kiedyś
661,einst::ADV,ஒரே முறை,niegdyś
662,damals::ADV,அப்பொழுது,wtedy
663,damals::ADV,அப்பொழுது,wówczas
664,danach::ADV,பிற்பாடு,następnie
665,vorher::ADV,முன்பாக,przedtem
666,zuerst::ADV,முதலில்,naprzód
667,zuerst::ADV,முதலில்,najpierw
668,einmal::ADV,ஒரே முறை,raz
669,manchmal::ADV,சில நேரங்களில்,czasem
670,oft::ADV,அடிக்கடி,często
671,immer::ADV,எப்பொழுதும்,zawsze
672,niemals::ADV,ஒருபோதும் இல்லை,nigdy
673,hier::ADV,இங்கே,tu
674,hier::ADV,இங்கே,tutaj
675,hierhin::ADV,இவ்விடத்திற்கு,tu
676,von hier::ADV,இனி,stąd
677,dort::ADV,அங்கே,tam
678,dorthin::ADV,அவ்விடத்திற்கு,tam
679,geradeaus::ADV,முன்னாலிருக்கும்,prosto
680,vorwärts::ADV,முன்புறமாக,naprzód
681,rückwärts::ADV,பின்னோக்கி,wstecz
682,zurück::ADV,பின்பக்கம்,z powrotem
683,unten::ADV,கீழாக,u dołu
684,unten::ADV,கீழாக,na dole
685,hinab::ADV,கீழ் நோக்கி,na_dół
