,Concept_ID,zh,cv
325,Gewicht::N,重量,йывӑрӑш
326,Menge::N,数量,йыш
327,Haufen::N,堆,купа
328,Reihe::N,行,рет
329,Boot::N,小船,кимӗ
330,Ruder::N,奖,кӗсмен
331,Schlitten::N,雪橇,ҫуна
332,Ski::N,雪板,йӗлтӗр
333,Lagerfeuer::N,营火,вут
334,Lagerfeuer::N,营火,кӑвайт
335,Last::N,负担,сулмаклӑх
336,Last::N,负担,йывӑр япала
337,Gang::N,行走,куҫӑм
338,Schritt::N,步伐,утӑм
339,Schritt::N,步伐,пусӑм
340,Norden::N,北,ҫурҫӗр
341,Süden::N,南,кӑнтӑр
342,Westen::N,西,анӑҫ
343,Westen::N,西,хӗвел анӑҫ
344,Osten::N,东,хӗвел тухӑҫ
345,Holz::N,木材,йывӑҫ
346,Brett::N,木板,хӑма
347,Platte::N,平板,плита
348,Stütze::N,支架,ура
349,Stange::N,杆,шерте
350,Stock::N,棒,патак
351,Stab::N,棍,шӑчӑ
352,Rohr::N,管子,пӑрӑх
353,Haus::N,房屋,ҫурт
354,Heim::N,家,кил
355,Ofen::N,炉子,кӑмака
356,Fußboden::N,地板,урай
357,Tisch::N,桌子,сӗтел
358,Stuhl::N,椅子,пукан
359,Wiege::N,摇蓝,сӑпка
360,Bett::N,床,кравать
361,Regal::N,架子,ҫӳлӗк
362,Regal::N,架子,сентре
363,Kiste::N,箱子,ещӗк
364,Kiste::N,箱子,сунтӑх
365,Fenster::N,窗户,чӳрече
366,Tür::N,门,алӑк
367,Tor::N,大门,хапха
368,Zaun::N,篱笆,хӳме
369,Dach::N,屋顶,тӑрӑ
370,Leiter::N,梯子,пусма
371,Besen::N,扫帚,шӑпӑр
372,Spaten::N,铁锹,кӗреҫе
373,Schaufel::N,铁锹,кӗреҫе
374,Gabel::N,叉,вилка
375,Löffel::N,食匙,кашӑк
376,Messer::N,刀,ҫӗҫӗ
377,Nagel::N,钉子,пӑта
378,Netz::N,网,тетел
379,Haken::N,钩子,йӑрхах
380,Haken::N,钩子,ҫекӗл
381,Griff::N,把柄,хӑлӑп
382,Schloss::N,锁,ҫӑра
383,Bild::N,图画,сӑн
384,Bild::N,图画,сӑнлӑх
385,Bild::N,图画,картина
386,Figur::N,人像,кӗлетке
387,Puppe::N,娃娃,пукане
388,Beutel::N,袋子,михӗ
389,Bündel::N,捆,ҫыхӑ
390,Bündel::N,捆,тӗрке
391,Tasche::N,手提包,сумка
392,Eimer::N,桶,витре
393,Deckel::N,盖子,хупӑ
394,Geschirr::N,餐具,савӑт-сапа
395,Sack::N,袋子,михӗ
396,Tasse::N,杯子,курка
397,Topf::N,锅,кастрюль
398,Kessel::N,水壶,хуран
399,Essen::N,进餐,апат
400,Nahrung::N,食物,апат-ҫимӗс
401,Speise::N,菜肴,апат
402,Speise::N,菜肴,ҫимӗҫ
403,Fleisch::N,肉,аш
404,Fleisch::N,肉,какай
405,Getreide::N,谷物,тырӑ
406,Brei::N,粥,пӑтӑ
407,Brot::N,面包,ҫӑкӑр
408,Scheibe::N,片,чӗлӗ
409,Scheibe::N,片,касӑк
410,Fett::N,脂肪,ҫу
411,Butter::N,黄油,ҫу
412,Öl::N,油,ҫу
413,Salz::N,盐,тӑвар
414,Suppe::N,汤,яшка
415,Honig::N,蜂蜜,пыл
416,Milch::N,奶,сӗт
417,Tee::N,茶,чей
418,Leder::N,皮革,сӑран
419,Wolle::N,毛线,ҫӑм
420,Stoff::N,织物,тӗртӗм
421,Nadel::N,针,йӗп
422,Faden::N,线,ҫип
423,Knopf::N,纽扣,тӳме
424,Knoten::N,结,йӑлӑ
425,Farbe::N,颜色,сӑрӑ
426,Kleidung::N,衣服,тум
427,Kleidung::N,衣服,ҫипуҫ
428,Kleidung::N,衣服,тум-тир
429,Hemd::N,衬衫,кӗпе
430,Kragen::N,领子,ҫуха
431,Ärmel::N,袖子,ҫанӑ
432,Hose::N,裤子,шӑлавар
433,Gürtel::N,腰带,пиҫиххи
434,Mütze::N,帽子,ҫӗлӗк
435,Schuh::N,鞋,пушмак
436,Schuh::N,鞋,ботинок
437,Stiefel::N,靴子,атӑ
438,Ring::N,戒指,ҫӗрӗ
439,Band::N,带子,хаю
440,Band::N,带子,йӗсме
441,Kamm::N,梳子,тура
442,Spiegel::N,镜子,тӗкӗр
443,Spiegel::N,镜子,куҫ кӗски
444,Riemen::N,皮带,чӗн
445,Schnur::N,绳子,кантра
446,Leine::N,皮带,касмӑк
447,Decke::N,被子,утиял
448,Kissen::N,软垫,ҫытар
449,Kissen::N,软垫,минтер
450,Tuch::N,巾,тутӑр
451,Handtuch::N,手巾,ал шӑлли
452,Kraft::N,力,вӑй
453,Kraft::N,力,хӑват
454,Stärke::N,力量,хал
455,Stärke::N,力量,хӑват
456,Gesundheit::N,健康,хал
457,Gesundheit::N,健康,сывлӑх
458,Krankheit::N,病,чир
459,Schmerz::N,痛,ырату
460,Wunde::N,伤口,суран
461,Fieber::N,发烧,сив чир
462,Arznei::N,药,эмел
463,Brücke::N,桥,кӗпер
464,Brunnen::N,井,ҫӑл
465,Brunnen::N,井,пусӑ
466,Weide::N,牧场,ҫаран
467,Pfad::N,小路,йӗр
468,Pfad::N,小路,сукмак
469,Weg::N,路,ҫул
470,Weg::N,路,ҫул-йӗр
471,Straße::N,街,ҫӳрев
472,Straße::N,街,ҫул ҫӳрени
473,Dorf::N,村庄,ял
474,Stadt::N,城市,хула
475,Brief::N,信,ҫыру
476,Buch::N,书,кӗнеке
477,Buchstabe::N,字母,сас палли
478,Zeitung::N,报纸,хаҫат
479,Leben::N,生命,пурнӑҫ
480,Tod::N,死亡,вилӗм
481,Grab::N,坟墓,масар шӑтӑкӗ
482,Kirche::N,教堂,чиркӳ
483,Sünde::N,罪,ҫылӑх
484,Gott::N,上帝,турӑ
485,Arbeiter::N,工人,рабочи
486,Chef::N,上司,пуҫлӑх
487,Meister::N,师傅,ӑста
488,Meister::N,师傅,мастер
489,Arzt::N,医生,врач
490,Arzt::N,医生,тухтӑр
491,Lehrer::N,教师,учитель
492,Lehrer::N,教师,вӗрентекен
493,Geld::N,钱,укҫа
494,Geschäft::N,交易,бизнес
495,Laden::N,商店,магазин
496,Preis::N,价格,хак
497,Ware::N,商品,тавар
498,Nutzen::N,好处,пайта
499,Reichtum::N,财富,мул
500,Welt::N,世界,тӗнче
501,Land::N,国家,ҫӗр-шыв
502,Staat::N,国家,патшàлӑх
503,König::N,国王,король
504,Macht::N,权力,власть
505,Grenze::N,边界,чикӗ
506,Krieg::N,战争,вӑрҫӑ
507,Feind::N,敌人,тӑшман
508,Gewalt::N,暴力,ирӗксӗрлӳ
509,Kampf::N,战斗,кӗрешӳ
510,Bogen[Waffe]::N,弓,ухӑ
511,Pfeil::N,箭,ҫӗмрен
512,Pfeil::N,箭,ухӑ йӗппи
513,Gewehr::N,枪,пӑшал
514,Fehler::N,错误,йӑнӑш
515,Lüge::N,谎话,суя
516,Lüge::N,谎话,ултав
517,Schaden::N,损失,сиен
518,Unglück::N,不幸,шар
519,Unglück::N,不幸,инкек
520,Schuld::N,过错,айӑп
521,Alter::N,年龄,ҫул шучӗ
522,Schluss::N,结束,пӗтни
523,Schluss::N,结束,пӗтмӗш
524,Zeit::N,时间,вӑхӑт
525,Tag::N,天,кун
526,Morgen::N,早晨,ир
527,Mittag::N,中午,кӑнтӑрла
528,Abend::N,晚上,каҫ
529,Nacht::N,夜,каҫ
530,Woche::N,星期,эрне
531,Monat::N,月,уйӑх
532,Jahr::N,年,ҫулталӑк
533,Frühling::N,春天,ҫур
534,Frühling::N,春天,ҫуркунне
535,Sommer::N,夏天,ҫу
536,Sommer::N,夏天,ҫулла
537,Herbst::N,秋天,кӗр
538,Herbst::N,秋天,кӗркунне
539,Winter::N,冬天,хӗл
540,Winter::N,冬天,хӗлле
541,Januar::N,一月,январь
542,Februar::N,二月,февраль
543,Februar::N,二月,кӗҫӗн кӑрлач
544,März::N,三月,март
545,März::N,三月,пуш уйӑхӗ
546,April::N,四月,апрель
547,Mai::N,五月,май
548,Juni::N,六月,июнь
549,Juli::N,七月,июль
550,August::N,八月,август
551,September::N,九月,сентябрь
552,September::N,九月,авӑн уйӑхӗ
553,Oktober::N,十月,октябрь
554,November::N,十一月,ноябрь
555,Dezember::N,十二月,раштав
556,Dezember::N,十二月,декабрь
557,Montag::N,星期一,тунти кун
558,Dienstag::N,星期二,ытлари кун
559,Mittwoch::N,星期三,юн кун
560,Donnerstag::N,星期四,кӗҫнерни кун
561,Freitag::N,星期五,эрне кун
562,Samstag::N,星期六,шӑмат кун
563,Sonntag::N,星期日,вырсарни кун
564,groß::A,大,пысӑк
565,klein::A,小,пӗчӗк
566,lang::A,长,вӑрӑм
567,kurz::A,短,кӗске
568,breit::A,宽,сарлака
569,schmal::A,细长的,ансӑр
570,dicht::A,密,йӑвӑ
571,dick[Gegenstand]::A,厚,хулӑн
572,dünn::A,薄,ҫинҫе
573,dünn::A,薄,ҫӳхе
574,fein::A,细小,тарай
575,fein::A,细小,вӗлтӗрти
576,fest::A,固体,тӗреклӗ
577,flach::A,平坦,лаптак
578,glatt::A,光滑,такӑр
579,hart::A,硬,хытӑ
580,weich::A,软,ҫемҫе
581,rund::A,圆,ҫавра
582,spitz::A,尖,шӗвӗр
583,scharf::A,锋利,ҫивӗч
584,stumpf::A,钝,мӑка
585,stumpf::A,钝,пуклак
586,stumpf::A,钝,тӗрӗнчӗк
587,stumpf::A,钝,ӑнкарусӑр
588,schwer::A,重,йывӑр
589,schön::A,美丽,илемлӗ
590,heiß::A,烫,вӗри
591,warm::A,暖和,ӑшӑ
592,kalt::A,冷,сивӗ
593,kühl::A,凉,уҫӑ
594,frisch::A,新鲜,уҫӑ
595,feucht::A,潮湿,йӗпе
596,nass::A,湿,нӳрӗ
597,trocken::A,干,типӗ
598,voll::A,满,тулли
599,leer::A,空,пушӑ
600,offen::A,敞开,уҫӑ
601,geschlossen::A,关闭,хупӑ
602,sauber::A,干净,таса
603,schmutzig::A,肮脏,пылчӑклӑ
604,schmutzig::A,肮脏,вараланчӑк
605,roh::A,生,чӗрӗ
606,reif::A,成熟,пулнӑ
607,reif::A,成熟,пиҫӗхнӗ
608,reif::A,成熟,аталаннӑ
609,reif::A,成熟,пиҫсе ҫитнӗ
610,lecker::A,好吃,тутлӑ
611,lecker::A,好吃,техӗмлӗ
612,süß::A,甜,пылак
613,bitter::A,苦,йӳҫӗ
614,sauer::A,酸,йӳҫӗ
615,sauer::A,酸,йӳҫек
616,sauer::A,酸,кӑвасак
617,hell::A,亮,ҫутӑ
618,dunkel::A,阴暗,тӗттӗм
619,schwarz::A,黑,хура
620,weiß::A,白,шурӑ
621,rot::A,红,хӗрлӗ
622,gelb::A,黄,сарӑ
623,blau::A,蓝,кӑвак
624,grün::A,绿,симӗс
625,grün::A,绿,пиҫмен
626,grün::A,绿,ӑс пухман
627,grau::A,灰色,кӑвак
628,bunt::A,五彩,чӑпар
629,billig::A,便宜,йӳнӗ
630,teuer::A,贵,хаклӑ
631,wertvoll::A,贵重,паха
632,blind::A,瞎,суккӑр
633,taub::A,聋,хӑлхасӑр
634,kräftig::A,强壮,хӑватлӑ
635,stark::A,强壮,вирлӗ
636,schwach::A,弱,халсӑр
637,fett::A,胖,самӑр
638,fett::A,胖,мӑнтӑр
639,schlank::A,苗条,йӑрӑс
640,schlank::A,苗条,яштака
641,hübsch::A,漂亮,хитре
642,böse::A,邪恶,усал
643,dumm::A,笨,ухмах
644,faul::A,懒惰,наян
645,faul::A,懒惰,юлхав
646,faul::A,懒惰,ӳркенчӗк
647,fleißig::A,勤奋,хастар
648,geizig::A,吝啬,хытӑ
649,klug::A,聪明,ӑслӑ
650,geschickt::A,灵巧,ӑста
651,lieb::A,可爱,савнӑ
652,lustig::A,快乐,хаваслӑ
653,sanft::A,柔和,ачаш
654,hungrig::A,饥饿,выҫӑ
655,krank::A,患病,чирлӗ
656,nackt::A,裸体,ҫара
657,traurig::A,悲哀,салхуллӑ
658,lebendig::A,活,чӗрӗ
659,gut::A,好,аван
660,gut::A,好,лайӑх
661,schlecht::A,坏,япӑх
662,schlecht::A,坏,начар
663,richtig::A,正确,тӗрӗс
664,schlimm::A,糟糕,йӗрӗнчӗк
665,wahr::A,真,чӑн
666,alt::A,旧,кивӗ
667,neu::A,新,ҫӗнӗ
668,ehemalig::A,以前,пулнӑ
669,alt[Lebewesen]::A,老,ватӑ
670,jung::A,年轻,яш
671,jung::A,年轻,ҫамрӑк
672,arm::A,贫穷,чухӑн
673,reich::A,富裕,пуян
674,bekannt::A,出名,пӗлӗш
675,berühmt::A,著名,чаплӑ
676,fremd::A,陌生,ют
677,verschieden::A,不同,расна
678,nah::A,近,ҫывӑх
679,nah::A,近,ҫывӑхри
680,fern::A,遥远,инҫе
681,fern::A,遥远,аякри
682,linker::A,左,сулахай
683,rechter::A,右,сылтӑм
684,anderer::A,别的,урӑх
685,erster::A,第一,пӗрремӗш
686,zweiter::A,第二,иккӗмӗш
687,dritter::A,第三,виҫҫӗмӗш
688,letzter::A,最后,юлашки
689,allein::ADV,单独,пӗччен
690,auf einmal::ADV,同时,кӗмӗрккен
691,zusammen::ADV,一起,пӗрле
692,lange::ADV,许久,вӑрах
693,plötzlich::ADV,忽然,сасартӑк
694,sofort::ADV,立刻,тӳрех
695,später::ADV,以后,кайран
696,jetzt::ADV,现在,халь
697,jetzt::ADV,现在,халӗ
698,heute::ADV,今天,паян
699,morgen::ADV,明天,ыран
700,bald::ADV,即将,халех
701,bald::ADV,即将,кӗҫех
702,dann::ADV,然后,унтан
703,gestern::ADV,昨天,ӗнер
704,einst::ADV,曾经,пӗррехинче
705,damals::ADV,当时,ун чухне
706,damals::ADV,当时,апла пулсан
707,danach::ADV,随后,унтан
708,vorher::ADV,事先,малтан
709,zuerst::ADV,首先,пирвай
710,einmal::ADV,一次,пӗррехинче
711,manchmal::ADV,有时,хӑш чухне
712,oft::ADV,时常,тӑтӑш
713,immer::ADV,总是,ялан
714,niemals::ADV,从未,нихӑҫан та
715,hier::ADV,这里,кунта
716,hierhin::ADV,到这里,кунта
717,von hier::ADV,由此,кунтан
718,dort::ADV,那里,унта
719,dort::ADV,那里,ҫавӑнта
720,dorthin::ADV,到那里,унта
721,dorthin::ADV,到那里,ҫавӑнта
722,geradeaus::ADV,一直往前,тикӗс
723,vorwärts::ADV,向前,малалла
724,rückwärts::ADV,向后,хыҫала
725,zurück::ADV,退后,каялла
726,unten::ADV,下面,аялта
727,hinab::ADV,向下,аялта
728,oben::ADV,上面,ҫӳлте
729,hinauf::ADV,向上,ҫӳле
730,überall::ADV,到处,таҫта та
731,überall::ADV,到处,пур ҫӗрте те
732,überall::ADV,到处,кирек ӑҫта та
733,nicht::ADV,不,мар
734,ein wenig::ADV,一点儿,пӑртак
735,kaum::ADV,几乎不,аран
736,sehr::ADV,很,питӗ
737,so::ADV,如此,апла
738,noch::ADV,还,татах
739,nur::ADV,只,ҫех
740,schon::ADV,已经,ӗнтӗ
741,wieder::ADV,又,каллех
742,vor::PRP,在...面前,умӗнче
743,hinter::PRP,在...背后,кайра
744,unter::PRP,在...下面,айне
745,unter::PRP,在...下面,айӗпе
746,unter::PRP,在...下面,айӗнче
747,unter::PRP,在...下面,ҫитеспе
748,durch::PRP,穿过,витӗр
749,neben::PRP,在...旁,патӗнче
750,zwischen::PRP,在...之间,хушшинче
751,wegen::PRP,由于,пула
752,wegen::PRP,由于,пирки
753,dies::PRN,这,ку
754,dies::PRN,这,ҫак
755,das::PRN,那,ҫав
