,Concept_ID,ru,el
258,Geist::N,дух,πνέυμα
259,Gedanke::N,мысль,σκέψη
260,Gedächtnis::N,память,μνήμη
261,Verstand::N,ум,νους
262,Sinn::N,смысл,νόημα
263,Grund::N,повод,λόγος
264,Wahrheit::N,правда,αλήθεια
265,Gespräch::N,беседа,συνομιλία
266,Märchen::N,сказка,παραμύθι
267,Erzählung::N,рассказ,διήγημα
268,Nachricht::N,сообщение,είδηση
269,Neuigkeit::N,новость,νέο
270,Name::N,имя,όνομα
271,Rätsel::N,загадка,αίνιγμα
272,Rede::N,речь,λόγος
273,Rede::N,речь,ομιλία
274,Sprache::N,язык,γλώσσα
275,Stimme::N,голос,φωνή
276,Wort::N,слово,λέξη
277,Zeichen::N,знак,σημείο
278,Ruf::N,зов,κραυγή
279,Lärm::N,шум,θόρυβος
280,Laut::N,звук,ήχος
281,Ton::N,звучание,ήχος
282,Ton::N,звучание,τόνος
283,Lied::N,песня,τραγούδι
284,Ruhe::N,покой,ησυχία
285,Leute::N,люди,κόσμος
286,Leute::N,люди,άνθρωποι
287,Volk::N,народ,λαός
288,Arbeit::N,работа,εργασία
289,Gast::N,гость,επισκέπτης
290,Geschenk::N,подарок,δώρο
291,Spiel::N,игра,παιχνίδι
292,Gesellschaft::N,общество,κοινωνία
293,Hilfe::N,помощь,βοήθεια
294,Freund::N,друг,φίλος
295,Kamerad::N,приятель,σύντροφος
296,Angelegenheit::N,дело,υπόθεση
297,Anzahl::N,количество,αριθμός
298,Art::N,вид,είδος
299,Stück::N,кусок,κομμάτι
300,Teil::N,часть,μέρος
301,Hälfte::N,половина,μισό
302,Kreis::N,круг,κύκλος
303,Kreuz::N,крест,σταυρός
304,Linie::N,линия,γραμμή
305,Strich::N,черта,γραμμή
306,Abstand::N,промежуток,απόσταση
307,Entfernung::N,расстояние,απόσταση
308,Gegend::N,местность,περιοχή
309,Gegend::N,местность,τοποθεσία
310,Platz::N,пространство,χώρος
311,Ort::N,место,τόπος
312,Seite::N,сторона,πλευρά
313,Mitte::N,середина,μέση
314,Gegenstand::N,предмет,αντικείμενο
315,Sache::N,вещь,πράγμα
316,Rand::N,край,άκρη
317,Rand::N,край,χείλος
318,Kante::N,ребро,άκρη
319,Ecke::N,угол,γωνιά
320,Spitze::N,кончик,μύτη
321,Ende::N,конец,άκρη
322,Loch::N,дыра,τρύπα
323,Winkel::N,угол,γωνία
324,Muster::N,узор,σχέδιο
325,Größe::N,размер,μέγεθος
326,Länge::N,длина,μήκος
327,Höhe::N,высота,ύψος
328,Gewicht::N,вес,βάρος
329,Menge::N,количество,ποσότητα
330,Haufen::N,куча,σωρός
331,Reihe::N,ряд,αράδα
332,Boot::N,лодка,βάρκα
333,Ruder::N,весло,κουπί
334,Schlitten::N,сани,έλκηθρο
335,Ski::N,лыжа,σκι
336,Lagerfeuer::N,костер,φωτιά
337,Last::N,тяжесть,φορτίο
338,Gang::N,ход,δρόμος
339,Schritt::N,шаг,βήμα
340,Norden::N,север,βορράς
341,Süden::N,юг,νότος
342,Westen::N,запад,δύση
343,Osten::N,восток,ανατολή
344,Holz::N,древесина,ξύλο
345,Brett::N,доска,σανίδι
346,Platte::N,плита,πλάκα
347,Stütze::N,подпорка,στήριγμα
348,Stange::N,жердь,ραβδί
349,Stange::N,жердь,κοντός
350,Stock::N,палка,ξύλο
351,Stock::N,палка,μπαστούνι
352,Stab::N,шест,ραβδί
353,Rohr::N,труба,σωλήνας
354,Haus::N,дом,σπίτι
355,Heim::N,дом,σπίτι
356,Ofen::N,печь,σόμπα
357,Ofen::N,печь,θερμάστρα
358,Fußboden::N,пол,πάτωμα
359,Tisch::N,стол,τραπέζι
360,Stuhl::N,стул,καρέκλα
361,Wiege::N,колыбель,κούνια
362,Bett::N,постель,κρεβάτι
363,Regal::N,полка,ράφι
364,Kiste::N,ящик,κιβώτιο
365,Fenster::N,окно,παράθυρο
366,Tür::N,дверь,πόρτα
367,Tor::N,ворота,πύλη
368,Zaun::N,забор,φράχτης
369,Dach::N,крыша,στέγη
370,Leiter::N,лестница,σκάλα
371,Leiter::N,лестница,κλίμακα
372,Besen::N,метла,σκούπα
373,Spaten::N,лопата,φτυάρι
374,Schaufel::N,совок,φτυάρι
375,Gabel::N,вилка,πιρούνι
376,Löffel::N,ложка,κουτάλι
377,Messer::N,нож,μαχαίρι
378,Nagel::N,гвоздь,καρφί
379,Netz::N,сеть,δίχτυ
380,Haken::N,крюк,γάντζος
381,Haken::N,крюк,αγκίστρι
382,Griff::N,ручка,λαβή
383,Schloss::N,замок,κλειδαριά
384,Bild::N,картина,εικόνα
385,Figur::N,фигура,ανάστημα
386,Puppe::N,кукла,κούκλα
387,Beutel::N,мешок,πουγγί
388,Bündel::N,связка,δεμάτι
389,Tasche::N,сумка,τσάντα
390,Eimer::N,ведро,κουβάς
391,Deckel::N,крышка,καπάκι
392,Geschirr::N,посуда,σκεύη
393,Sack::N,мешок,σάκος
394,Tasse::N,чашка,φλιτζάνι
395,Topf::N,кастрюля,χύτρα
396,Kessel::N,котел,καζάνι
397,Essen::N,еда,φαγητό
398,Nahrung::N,пища,τροφή
399,Speise::N,блюдо,φαγητό
400,Speise::N,кушанье,φαγητό
401,Fleisch::N,мясо,κρέας
402,Getreide::N,хлеб,σιτάρι
403,Brei::N,каша,χυλός
404,Brot::N,хлеб,ψωμί
405,Brot::N,хлеб,άρτος
406,Scheibe::N,ломоть,φέτα
407,Fett::N,жир,πάχος
408,Butter::N,масло,βούτυρο
409,Öl::N,масло,λάδι
410,Salz::N,соль,αλάτι
411,Suppe::N,суп,σούπα
412,Honig::N,мед,μέλι
413,Milch::N,молоко,γάλα
414,Tee::N,чай,τσάι
415,Leder::N,кожа,πετσί
416,Wolle::N,шерсть,μαλλί
417,Stoff::N,ткань,ύφασμα
418,Nadel::N,игла,βελόνα
419,Faden::N,нитка,κλωστή
420,Knopf::N,пуговица,κουμπί
421,Knoten::N,узел,κόμπος
422,Farbe::N,краска,μπογιά
423,Kleidung::N,одежда,ρούχα
424,Kleidung::N,одежда,ενδυμασία
425,Hemd::N,рубашка,πουκάμισο
426,Kragen::N,воротник,κολάρο
427,Ärmel::N,рукав,μανίκι
428,Hose::N,брюки,πανταλόνι
429,Gürtel::N,пояс,ζώνη
430,Mütze::N,шапка,σκούφος
431,Schuh::N,ботинок,παπούτσι
432,Stiefel::N,сапог,μπότα
433,Ring::N,кольцо,δαχτυλίδι
434,Band::N,лента,κορδέλα
435,Kamm::N,расческа,χτένα
436,Spiegel::N,зеркало,καθρέφτης
437,Riemen::N,ремень,λουρί
438,Schnur::N,веревка,κορδόνι
439,Leine::N,поводок,σχοινί
440,Decke::N,одеяло,κουβέρτα
441,Kissen::N,подушка,μαξιλάρι
442,Tuch::N,платок,πανί
443,Tuch::N,платок,μαντήλι
444,Handtuch::N,полотенце,πετσέτα
445,Kraft::N,сила,δύναμη
446,Stärke::N,крепость,ισχύς
447,Stärke::N,крепость,δύναμη
448,Gesundheit::N,здоровье,υγεία
449,Krankheit::N,болезнь,αρρώστια
450,Schmerz::N,боль,πόνος
451,Wunde::N,рана,πληγή
452,Fieber::N,лихорадка,πυρετός
453,Fieber::N,температура,πυρετός
454,Arznei::N,лекарство,φάρμακο
455,Brücke::N,мост,γέφυρα
456,Brunnen::N,колодец,πηγάδι
457,Weide::N,пастбище,βοσκή
458,Pfad::N,тропа,μονοπάτι
459,Weg::N,путь,δρόμος
460,Weg::N,дорога,δρόμος
461,Straße::N,улица,οδός
462,Straße::N,улица,δρόμος
463,Straße::N,дорога,οδός
464,Straße::N,дорога,δρόμος
465,Dorf::N,деревня,χωριό
466,Stadt::N,город,πόλη
467,Brief::N,письмо,γράμμα
468,Brief::N,письмо,επιστολή
469,Buch::N,книга,βιβλίο
470,Buchstabe::N,буква,γράμμα
471,Zeitung::N,газета,εφημερίδα
472,Leben::N,жизнь,ζωή
473,Leben::N,жизнь,βίος
474,Tod::N,смерть,θάνατος
475,Grab::N,могила,τάφος
476,Kirche::N,церковь,εκκλησία
477,Sünde::N,грех,αμαρτία
478,Gott::N,бог,θεός
479,Arbeiter::N,рабочий,εργάτης
480,Chef::N,начальник,προϊστάμενος
481,Meister::N,мастер,μάστορας
482,Meister::N,мастер,αρχιτεχνίτης
483,Arzt::N,врач,γιατρός
484,Lehrer::N,учитель,δάσκαλος
485,Geld::N,деньги,λεφτά
486,Geld::N,деньги,χρήματα
487,Geschäft::N,занятие,συναλλαγή
488,Laden::N,магазин,μαγαζί
489,Laden::N,магазин,κατάστημα
490,Preis::N,цена,τιμή
491,Ware::N,товар,εμπόρευμα
492,Nutzen::N,выгода,όφελος
493,Reichtum::N,богатство,πλούτος
494,Welt::N,мир,κόσμος
495,Land::N,страна,χώρα
496,Staat::N,государство,κράτος
497,Staat::N,государство,πολιτεία
498,König::N,король,βασιλιάς
499,Macht::N,власть,εξουσία
500,Grenze::N,граница,σύνορα
501,Krieg::N,война,πόλεμος
502,Feind::N,враг,εχθρός
503,Gewalt::N,насилие,βία
504,Kampf::N,борьба,αγώνας
505,Bogen[Waffe]::N,лук,τόξο
506,Pfeil::N,стрела,σαΐτα
507,Gewehr::N,ружье,τουφέκι
508,Fehler::N,ошибка,λάθος
509,Fehler::N,ошибка,σφάλμα
510,Lüge::N,ложь,ψέμα
511,Lüge::N,ложь,ψεύδος
512,Schaden::N,вред,ζημία
513,Unglück::N,беда,δυστυχία
514,Schuld::N,вина,ενοχή
515,Schuld::N,вина,φταίξιμο
516,Alter::N,возраст,ηλικία
517,Schluss::N,окончание,τέλος
518,Zeit::N,время,χρόνος
519,Tag::N,день,μέρα
520,Tag::N,день,ημέρα
521,Morgen::N,утро,πρωί
522,Mittag::N,полдень,μεσημέρι
523,Abend::N,вечер,βράδυ
524,Nacht::N,ночь,νύχτα
525,Woche::N,неделя,εβδομάδα
526,Monat::N,месяц,μήνας
527,Jahr::N,год,έτος
528,Jahr::N,год,χρόνος
529,Frühling::N,весна,άνοιξη
530,Sommer::N,лето,καλοκαίρι
531,Herbst::N,осень,φθινόπωρο
532,Winter::N,зима,χειμώνας
533,Januar::N,январь,Ιανουάριος
534,Februar::N,февраль,Φεβρουάριος
535,März::N,март,Μάρτιος
536,April::N,апрель,Απρίλιος
537,Mai::N,май,Μάιος
538,Juni::N,июнь,Ιούνιος
539,Juli::N,июль,Ιούλιος
540,August::N,август,Αύγουστος
541,September::N,сентябрь,Σεπτέμβριος
542,Oktober::N,октябрь,Οκτώβριος
543,November::N,ноябрь,Νοέμβριος
544,Dezember::N,декабрь,Δεκέμβριος
545,Montag::N,понедельник,Δευτέρα
546,Dienstag::N,вторник,Τρίτη
547,Mittwoch::N,среда,Τετάρτη
548,Donnerstag::N,четверг,Πέμπτη
549,Freitag::N,пятница,Παρασκευή
550,Samstag::N,суббота,Σάββατο
551,Sonntag::N,воскресенье,Κυριακή
552,groß::A,большой,μεγάλος
553,klein::A,маленький,μικρός
554,lang::A,длинный,μακρύς
555,kurz::A,короткий,κοντός
556,breit::A,широкий,φαρδύς
557,schmal::A,узкий,στενός
558,dicht::A,густой,πυκνός
559,dick[Gegenstand]::A,толстый,παχύς
560,dick[Gegenstand]::A,толстый,χοντρός
561,dünn::A,тонкий,ψιλός
562,dünn::A,тонкий,λεπτός
563,fein::A,тонкий,ψιλός
564,fest::A,крепкий,στερεός
565,flach::A,плоский,επίπεδος
566,glatt::A,гладкий,λείος
567,glatt::A,гладкий,ομαλός
568,hart::A,твердый,σκληρός
569,weich::A,мягкий,μαλακός
570,rund::A,круглый,στρογγυλός
571,spitz::A,остроконечный,μυτερός
572,scharf::A,острый,κοφτερός
573,stumpf::A,тупой,αμβλύς
574,schwer::A,тяжелый,βαρύς
575,schön::A,красивый,ωραίος
576,schön::A,красивый,όμορφος
577,heiß::A,жаркий,ζεστός
578,warm::A,теплый,θερμός
579,kalt::A,холодный,κρύος
580,kalt::A,холодный,ψυχρός
581,kühl::A,прохладный,δροσερός
582,frisch::A,свежий,νωπός
583,frisch::A,свежий,φρέσκος
584,feucht::A,влажный,υγρός
585,nass::A,мокрый,βρεγμένος
586,trocken::A,сухой,ξηρός
587,trocken::A,сухой,στεγνός
588,voll::A,полный,γεμάτος
589,voll::A,наполненный,γεμάτος
590,leer::A,пустой,άδειος
591,offen::A,открытый,ανοιχτός
592,geschlossen::A,закрытый,κλειστός
593,sauber::A,чистый,καθαρός
594,schmutzig::A,грязный,βρώμικος
595,schmutzig::A,грязный,λερωμένος
596,roh::A,сырой,ωμός
597,reif::A,зрелый,ώριμος
598,lecker::A,вкусный,νόστιμος
599,süß::A,сладкий,γλυκός
600,bitter::A,горький,πικρός
601,sauer::A,кислый,ξινός
602,hell::A,светлый,φωτεινός
603,dunkel::A,темный,σκοτεινός
604,schwarz::A,черный,μαύρος
605,schwarz::A,черный,μελανός
606,weiß::A,белый,άσπρος
607,rot::A,красный,κόκκινος
608,gelb::A,желтый,κίτρινος
609,blau::A,синий,μπλε
610,blau::A,синий,γαλανός
611,grün::A,зеленый,πράσινος
612,grau::A,серый,γκρίζος
613,bunt::A,пестрый,ποικιλόχρωπος
614,billig::A,дешевый,φτηνός
615,teuer::A,дорогой,ακριβός
616,wertvoll::A,ценный,πολύτιμος
617,blind::A,слепой,τυφλός
618,taub::A,глухой,κουφός
619,kräftig::A,могучий,δυνατός
620,stark::A,сильный,γερός
621,schwach::A,слабый,αδύνατος
622,fett::A,жирный,παχύς
623,schlank::A,стройный,λεπτός
624,schlank::A,стройный,λυγερός
625,hübsch::A,прелестный,όμορφος
626,hübsch::A,прелестный,χαριτωμένος
627,böse::A,злой,κακός
628,dumm::A,глупый,κουτός
629,dumm::A,глупый,ανόητος
630,faul::A,ленивый,τεμπέλης
631,fleißig::A,прилежный,εργατικός
632,geizig::A,жадный,τσιγγούνης
633,klug::A,умный,έξυπνος
634,geschickt::A,искусный,επιδέξιος
635,lieb::A,милый,φίλος
636,lieb::A,милый,αγαπητός
637,lustig::A,веселый,εύθυμος
638,lustig::A,веселый,χαρούμενος
639,sanft::A,нежный,ήπιος
640,hungrig::A,голодный,πεινασμένος
641,krank::A,больной,άρρωστος
642,nackt::A,голый,γυμνός
643,traurig::A,грустный,λυπημένος
644,lebendig::A,живой,ζωντανός
645,gut::A,хороший,καλός
646,schlecht::A,плохой,κακός
647,richtig::A,правильный,σωστός
648,schlimm::A,отвратительный,άσχημος
649,schlimm::A,мерзкий,άσχημος
650,wahr::A,настоящий,αληθής
651,wahr::A,настоящий,αληθινός
652,alt::A,старый,παλιός
653,neu::A,новый,νέος
654,neu::A,новый,καινούργιος
655,ehemalig::A,бывший,παλιός
656,alt[Lebewesen]::A,пожилой,γέρος
657,jung::A,молодой,νέος
658,arm::A,бедный,φτωχός
659,reich::A,богатый,πλούσιος
660,bekannt::A,знакомый,γνωστός
661,berühmt::A,знаменитый,περίφημος
662,berühmt::A,знаменитый,ξακουσμένος
663,fremd::A,чужой,ξένος
664,verschieden::A,разный,διαφορετικός
665,nah::A,близкий,κοντινός
666,fern::A,далекий,μακριά
667,linker::A,левый,αριστερός
668,rechter::A,правый,δεξιός
669,anderer::A,другой,άλλος
670,erster::A,первый,πρώτος
671,zweiter::A,второй,δεύτερος
672,dritter::A,третий,τρίτος
673,letzter::A,последний,τελευταίος
674,allein::ADV,один,μόνος
675,auf einmal::ADV,сразу,εφάπαξ
676,zusammen::ADV,вместе,μαζί
677,lange::ADV,долго,πολύν καιρό
678,plötzlich::ADV,вдруг,έξαφνα
679,sofort::ADV,тотчас,αμέσως
680,später::ADV,позже,αργότερα
681,jetzt::ADV,сейчас,τώρα
682,heute::ADV,сегодня,σήμερα
683,morgen::ADV,завтра,αύριο
684,bald::ADV,скоро,σε λίγο
685,bald::ADV,скоро,εντός ολίγου
686,dann::ADV,потом,ύστερα
687,gestern::ADV,вчера,χτες
688,einst::ADV,однажды,ποτέ
689,einst::ADV,однажды,άλλοτε
690,damals::ADV,тогда,τότε
691,danach::ADV,затем,μετά
692,danach::ADV,затем,ύστερα
693,vorher::ADV,раньше,πριν
694,vorher::ADV,раньше,προηγουμένως
695,zuerst::ADV,сперва,πρώτα
696,einmal::ADV,раз,μία φορά
697,manchmal::ADV,иногда,κάποτε
698,oft::ADV,часто,συχνά
699,oft::ADV,часто,πολλές φορές
700,immer::ADV,всегда,πάντα
701,immer::ADV,всегда,πάντοτε
702,niemals::ADV,никогда,ποτέ
703,hier::ADV,здесь,εδώ
704,hierhin::ADV,сюда,εδώ
705,von hier::ADV,отсюда,από δω
706,dort::ADV,там,εκεί
707,dorthin::ADV,туда,προς τα κει
708,geradeaus::ADV,прямо,κατευθείαν
709,vorwärts::ADV,вперед,εμπρός
710,rückwärts::ADV,назад,πίσω
711,zurück::ADV,обратно,πίσω
712,unten::ADV,внизу,κάτω
713,hinab::ADV,вниз,προς τα κάτω
714,oben::ADV,наверху,πάνω
715,oben::ADV,наверху,επάνω
716,hinauf::ADV,вверх,προς τα πάνω
717,überall::ADV,везде,παντού
718,nicht::ADV,не,δεν
719,ein wenig::ADV,немного,λιγάκι
720,kaum::ADV,едва,μόλις
721,sehr::ADV,очень,πολύ
722,so::ADV,так,έτσι
723,noch::ADV,еще,ακόμα
724,nur::ADV,только,μόνο
725,schon::ADV,уже,ήδη
726,schon::ADV,уже,κιόλας
727,wieder::ADV,опять,ξανά
728,vergebens::ADV,напрасно,μάταια
729,vor::PRP,перед,μπροστά σε
730,vor::PRP,перед,μπροστά από
731,hinter::PRP,за,πίσω από 
732,hinter::PRP,позади,πίσω από 
733,unter::PRP,под,υπό
734,unter::PRP,под,κάτω από
735,durch::PRP,сквозь,διά
736,durch::PRP,сквозь,διά μέσου
737,neben::PRP,возле,δίπλα σε
738,zwischen::PRP,между,μεταξύ
739,zwischen::PRP,между,ανάμεσα σε
740,wegen::PRP,из-за,για
741,wegen::PRP,из-за,λόγω
742,dies::PRN,это,αυτό
743,das::PRN,то,το
744,alles::PRN,все,όλα
745,ich::PRN,я,εγώ
746,du::PRN,ты,σύ
747,du::PRN,ты,εσύ
748,er::PRN,он,αυτός
749,wir::PRN,мы,εμείς
750,ihr::PRN,вы,εσείς
751,sie::PRN,они,αυτοί
752,was::FPRN,что,τι
753,wer::FPRN,кто,ποιος
754,wo::FADV,где,πού
