,Concept_ID,br,sq
457,Kraft::N,nerzh,forcë
458,Stärke::N,nerzhder,koll
459,Gesundheit::N,yec'hed,shëndet
460,Krankheit::N,klañved,sëmundje
461,Schmerz::N,poan,dhimbje
462,Schmerz::N,droug,dhimbje
463,Wunde::N,gloazadenn,plagë
464,Fieber::N,terzhienn,ethe
465,Arznei::N,louzoù,ilaç
466,Brücke::N,pont,urë
467,Brunnen::N,puñs,pus
468,Weide::N,prad,kullotë
469,Pfad::N,gwenodenn,ravë
470,Pfad::N,gwenodenn,shteg
471,Weg::N,hent,udhë
472,Weg::N,hent,shteg
473,Straße::N,ru,rrugë
474,Straße::N,hent,rrugë
475,Dorf::N,kêr,fshat
476,Dorf::N,kêr,katund
477,Dorf::N,kêriadenn,fshat
478,Dorf::N,kêriadenn,katund
479,Stadt::N,kêr,qytet
480,Brief::N,lizher,letër
481,Buch::N,levr,libër
482,Buchstabe::N,lizherenn,shkronjë
483,Zeitung::N,kazetenn,gazetë
484,Leben::N,buhez,jetë
485,Tod::N,marv,mortje
486,Grab::N,bez,varr
487,Kirche::N,iliz,kishë
488,Sünde::N,pec'hed,mëkat
489,Sünde::N,pec'hed,gjynah
490,Gott::N,doue,hy
491,Gott::N,doue,zot
492,Arbeiter::N,labourer,punëtor
493,Arbeiter::N,micherour,punëtor
494,Chef::N,penn,shef
495,Chef::N,penn,drejtues
496,Meister::N,mestr,mjeshtër
497,Arzt::N,mezeg,mjek
498,Arzt::N,mezeg,doktor
499,Arzt::N,medisin,mjek
500,Arzt::N,medisin,doktor
501,Lehrer::N,skolaer,mësues
502,Lehrer::N,skolaer,arsimtar
503,Lehrer::N,kelenner,mësues
504,Lehrer::N,kelenner,arsimtar
505,Geld::N,arc'hant,para
506,Geld::N,arc'hant,holla
507,Geschäft::N,stal,ujdi
508,Geschäft::N,stal,biznes
509,Laden::N,stal,dyqan
510,Preis::N,priz,çmim
511,Ware::N,marc'hadourezh,mall
512,Nutzen::N,gounidegezh,dobi
513,Nutzen::N,gounidegezh,leverdi
514,Nutzen::N,lañs,dobi
515,Nutzen::N,lañs,leverdi
516,Nutzen::N,profit,dobi
517,Nutzen::N,profit,leverdi
518,Nutzen::N,spleit,dobi
519,Nutzen::N,spleit,leverdi
520,Reichtum::N,pinvidigezh,kamje
521,Reichtum::N,pinvidigezh,pasuri
522,Welt::N,douar,botë
523,Land::N,bro,vend
524,Staat::N,stad,shtet
525,König::N,roue,mbret
526,Macht::N,galloud,fuqi
527,Macht::N,galloud,pushtet
528,Grenze::N,harzoù,kufi
529,Krieg::N,brezel,luftë
530,Feind::N,eneber,armik
531,Gewalt::N,tâerder,dhunë
532,Kampf::N,kann,luftim
533,Bogen[Waffe]::N,gwareg,hark
534,Pfeil::N,saezh,shigjetë
535,Gewehr::N,fuzuilh,pushkë
536,Fehler::N,fazi,gafë
537,Fehler::N,fazi,gabim
538,Lüge::N,gaou,gënjeshtër
539,Schaden::N,gwall,dëm
540,Schaden::N,gwall,zarar
541,Unglück::N,gwalleur,fatkeqësi
542,Schuld::N,kablusted,faj
543,Schuld::N,pec'hedigezh,faj
544,Alter::N,oad,moshë
545,Schluss::N,diwezh,fund
546,Zeit::N,amzer,kohë
547,Tag::N,deizh,ditë
548,Morgen::N,beure,mëngjes
549,Morgen::N,mintin,mëngjes
550,Mittag::N,kreisteiz,mesditë
551,Abend::N,abardaez,mbrëmje
552,Nacht::N,noz,natë
553,Woche::N,sizhun,javë
554,Monat::N,miz,muaj
555,Jahr::N,bloaz,vit
556,Frühling::N,nevezamzer,pranverë
557,Sommer::N,hañv,verë
558,Herbst::N,diskaramzer,vjeshtë
559,Winter::N,goañv,dimër
560,Januar::N,Genver,janar
561,Februar::N,C'hwevrer,shkurt
562,März::N,Meurzh,mars
563,April::N,Ebrel,prill
564,Mai::N,Mae,maj
565,Juni::N,Mezheven,qershor
566,Juli::N,Gouhere,korrik
567,August::N,Eost,gusht
568,September::N,Gwengolo,shtator
569,Oktober::N,Here,tetor
570,November::N,Du,nëntor
571,Dezember::N,Kerzu,dhjetor
572,Montag::N,Lun,hënë
573,Dienstag::N,Meurzh,martë
574,Mittwoch::N,Merc'her,mërkurë
575,Donnerstag::N,Yaou,enjte
576,Freitag::N,Gwener,premte
577,Samstag::N,Sadorn,shtunë
578,Sonntag::N,Sul,diel
579,groß::A,bras,madh
580,klein::A,bihan,vogël
581,lang::A,hir,gjatë
582,kurz::A,berr,shkurtër
583,breit::A,ledan,gjerë
584,schmal::A,strizh,ngushtë
585,dicht::A,stank,dendur
586,dick[Gegenstand]::A,tev,trashë
587,dünn::A,moan,hollë
588,fein::A,munut,imët
589,fest::A,start,fortë
590,flach::A,plaen,sheshtë
591,glatt::A,lintr,rrafshët
592,glatt::A,levn,rrafshët
593,hart::A,kalet,fortë
594,weich::A,blot,butë
595,rund::A,ront,rrumbullakët
596,spitz::A,poentet,majëmprehtë
597,scharf::A,dremm,mprehtë
598,stumpf::A,talsoc'h,topitur
599,schwer::A,pounner,rëndë
600,schön::A,kaer,bukur
601,heiß::A,tomm,nxehtë
602,warm::A,tomm,ngrohtë
603,kalt::A,yen,ftohtë
604,kühl::A,yen,freskët
605,frisch::A,fresk,pastër
606,feucht::A,gleb,lagësht
607,nass::A,gleb,lagur
608,trocken::A,sec'h,thatë
609,voll::A,leun,plotë
610,leer::A,goullo,bosh
611,leer::A,goullo,zbrazët
612,offen::A,digor,hapur
613,geschlossen::A,serr,mbyllur
614,sauber::A,naet,dëlirë
615,schmutzig::A,lous,ndyrë
616,roh::A,kriz,gjallë
617,reif::A,darev,arrirë
618,lecker::A,lipous,shijshëm
619,lecker::A,saourus,shijshëm
620,süß::A,dous,ëmbël
621,bitter::A,c'hwerv,hidhur
622,sauer::A,trenk,thartë
623,hell::A,sklaer,me dritë
624,dunkel::A,teñval,errët
625,schwarz::A,du,i zi
626,weiß::A,gwenn,bardhë
627,rot::A,ruz,kuq
628,gelb::A,melen,verdhë
629,blau::A,glas,blu
630,blau::A,glas,kaltër
631,grün::A,gwer,blertë
632,grün::A,gwer,gjelbër
633,grau::A,louet,hirtë
634,grau::A,louet,bojë hiri
635,bunt::A,liesliv,shumëngjyrëshëm
636,billig::A,marc'had-mat,lirë
637,teuer::A,ker,shtrenjtë
638,wertvoll::A,prizius,çmuar
639,wertvoll::A,prizius,vlershëm
640,blind::A,dall,qorr
641,blind::A,dall,verbër
642,taub::A,bouzar,shurdhër
643,kräftig::A,start,fuqishëm
644,stark::A,kreñv,fortë
645,schwach::A,gwan,dobët
646,fett::A,lard,dhjamur
647,schlank::A,sinkl,hollë
648,hübsch::A,koant,bukur
649,hübsch::A,koant,hijshëm
650,böse::A,gwall,keq
651,dumm::A,glep,teveqel
652,faul::A,lezirek,dembel
653,fleißig::A,studius,zellshëm
654,geizig::A,tost,kurnac
655,geizig::A,tost,dorështrënguar
656,klug::A,speredek,mençur
657,geschickt::A,dornet,aftë
658,lieb::A,koant,dashur
659,lustig::A,laouen,gëzuar
660,sanft::A,flour,butë
661,hungrig::A,marnaon,uritur
662,krank::A,klañv,sëmurë
663,nackt::A,noazh,lakuriq
664,nackt::A,noazh,zhveshur
665,traurig::A,trist,trishtuar
666,lebendig::A,bev,gjallë
667,gut::A,mad,mirë
668,schlecht::A,fall,keq
669,schlecht::A,gwall,keq
670,richtig::A,reizh,drejtë
671,schlimm::A,gwall,keq
672,wahr::A,gwir,vërtetë
673,alt::A,kozh,vjetër
674,neu::A,nevez,i ri
675,ehemalig::A,kozh,dikurshëm
676,alt[Lebewesen]::A,kozh,plak
677,jung::A,yaouank,i ri
678,arm::A,paour,varfër
679,arm::A,paour,vobektë
680,reich::A,pinvidik,pasur
681,bekannt::A,anavezet,njohur
682,berühmt::A,brudet,famshëm
683,fremd::A,dizanav,huaj
684,verschieden::A,disheñel,ndryshëm
685,nah::A,nes,afërt
686,fern::A,diabell,largët
687,linker::A,kleiz,majtë
688,rechter::A,dehoù,djathtë
689,anderer::A,all,tjetër
690,erster::A,kentañ,parë
691,zweiter::A,eil,dytë
692,dritter::A,trede,i tretë
693,letzter::A,diwezhañ,fundit
694,allein::ADV,e-unan,vetëm
695,auf einmal::ADV,ar un dro,njëkohësisht
696,zusammen::ADV,asambles,bashkë
697,zusammen::ADV,asambles,së bashku
698,lange::ADV,pell,për një kohë të gjatë
699,plötzlich::ADV,en un taol,befas
700,sofort::ADV,diouzhtu,menjëherë
701,sofort::ADV,diouzhtu,aty për aty
702,später::ADV,diwezhatoc'h,më vonë
703,jetzt::ADV,bremañ,tash
704,heute::ADV,hiziv,sot
705,morgen::ADV,arc'hoazh,nesër
706,bald::ADV,hepdale,shpejt
707,bald::ADV,hepdale,së shpejti
708,dann::ADV,a-c'houde,pastaj
709,gestern::ADV,dec'h,dje
710,einst::ADV,gwechall,dikur
711,damals::ADV,neuze,atëherë
712,danach::ADV,goude,mandej
713,vorher::ADV,diagent,më parë
714,zuerst::ADV,da gentañ,së pari
715,einmal::ADV,ur wech,njëherë
716,manchmal::ADV,a-wechoù,nganjëherë
717,oft::ADV,alies,shpesh
718,immer::ADV,atav,përherë
719,immer::ADV,atav,gjithnjë
720,immer::ADV,bepred,përherë
721,immer::ADV,bepred,gjithnjë
722,niemals::ADV,gwech ebet,kurrë
723,niemals::ADV,gwech ebet,asnjëherë
724,hier::ADV,amañ,këtu
725,hierhin::ADV,dre amañ,knej
726,von hier::ADV,alemañ,që këtej
727,von hier::ADV,alemañ,prej këtej
728,dort::ADV,aze,aty
729,dort::ADV,aze,atje
730,dort::ADV,ahont,aty
731,dort::ADV,ahont,atje
732,dorthin::ADV,di,anej
733,dorthin::ADV,aze,anej
734,dorthin::ADV,ahont,anej
735,geradeaus::ADV,war-eeun,drejt
736,vorwärts::ADV,war-raok,mbroth
737,vorwärts::ADV,war-raok,përpara
738,rückwärts::ADV,war-lerc'h,mbrapsht
739,zurück::ADV,war-dreñv,prapa
740,zurück::ADV,war-dreñv,mbrapsht
741,unten::ADV,en traoñ,poshtë
742,hinab::ADV,a-izel,përposh
743,oben::ADV,en nec'h,lart
744,oben::ADV,en nec'h,sipër
745,hinauf::ADV,e-krec'h,lart
746,hinauf::ADV,e-krec'h,përpjetë
747,überall::ADV,dre-holl,kudo
748,nicht::ADV,ne ... ket,s'
749,nicht::ADV,ne ... ket,nuk
750,ein wenig::ADV,un tammig,një tis
751,kaum::ADV,a-boan,mezi
752,sehr::ADV,-tre,fort
753,sehr::ADV,-tre,shumë
754,sehr::ADV,-kenañ,fort
755,sehr::ADV,-kenañ,shumë
756,so::ADV,evel-se,ashtu
757,so::ADV,evel-se,kështu
758,noch::ADV,c'hoazh,ende
759,noch::ADV,c'hoazh,akoma
760,nur::ADV,hepken,vetëm
761,schon::ADV,dija,tashmë
762,wieder::ADV,adarre,përsëri
763,vor::PRP,dirak,para
764,hinter::PRP,a-drek,prapa
765,hinter::PRP,a-drek,mbrapa
766,hinter::PRP,a-dreñv,prapa
767,hinter::PRP,a-dreñv,mbrapa
768,unter::PRP,dindan,nën
769,durch::PRP,dre,nëpër
770,neben::PRP,e-kichen,pranë
771,neben::PRP,e-kichen,përbri
772,zwischen::PRP,etre,midis
773,zwischen::PRP,etre,ndërmjet
774,wegen::PRP,abalamour da,për
775,dies::PRN,hemañ,ky
776,das::PRN,se,ky
777,das::PRN,hennezh,ky
778,alles::PRN,pep tra,gjithçka
779,ich::PRN,me,unë
780,du::PRN,te,ti
781,er::PRN,eñ,ai
782,wir::PRN,ni,ne
783,ihr::PRN,c'hwi,ju
784,sie::PRN,int,ata
785,was::FPRN,petra,ç'
786,was::FPRN,petra,çfarë
787,wer::FPRN,piv,kush
788,wo::FADV,pelec'h,ku
789,wohin::FADV,da belec'h,për ku
790,wie::FADV,penaos,si
791,warum::FADV,perak,pse
792,warum::FADV,perak,përse
793,wieviel::FNUM,pet,sa
794,eins::NUM,unan,një
795,zwei::NUM,daou,dy
796,drei::NUM,tri,tre
797,vier::NUM,pevar,katër
798,fünf::NUM,pemp,pesë
799,sechs::NUM,c'hwec'h,gjashtë
