,Concept_ID,tr,da
113,Höhle::N,in,hule
114,Höhle::N,mağara,hule
115,Abhang::N,bayır,skrænt
116,Abhang::N,bayır,skråning
117,Quelle::N,pınar,kilde
118,Quelle::N,kaynak,kilde
119,Bach::N,çay,bæk
120,Bach::N,dere,bæk
121,Fluss::N,nehir,flod
122,Ufer::N,kıyı,bred
123,Ufer::N,sahil,bred
124,Küste::N,kıyı,kyst
125,Küste::N,sahil,kyst
126,Festland::N,kara,fastland
127,Meer::N,deniz,hav
128,Bucht::N,koy,bugt
129,Bucht::N,körfez,bugt
130,Insel::N,ada,ø
131,Blume::N,çiçek,blomst
132,Gras::N,ot,græs
133,Gras::N,çim,græs
134,Wurzel::N,kök,rod
135,Baum::N,ağaç,træ
136,Stamm::N,gövde,stamme
137,Rinde::N,kabuk,bark
138,Ast::N,dal,gren
139,Ast::N,budak,gren
140,Zweig::N,dal,kvist
141,Blatt::N,yaprak,blad
142,Birke::N,huş,birk
143,Kiefer[Baum]::N,çam,fyrretræ
144,Weide[Baum]::N,söğüt,piletræ
145,Tanne::N,çam,gran
146,Tanne::N,köknar,gran
147,Horn::N,boynuz,horn
148,Feder::N,tüy,fjer
149,Fell::N,post,skind
150,Flügel::N,kanat,vinge
151,Klaue::N,pençe,klov
152,Kralle::N,tırnak,klo
153,Schwanz::N,kuyruk,hale
154,Ei::N,yumurta,æg
155,Nest::N,yuva,rede
156,Bau::N,in,bo
157,Tier::N,hayvan,dyr
158,Herde::N,sürü,flok
159,Kuh::N,inek,ko
160,Bulle::N,boğa,tyr
161,Pferd::N,at,hest
162,Pferd::N,beygir,hest
163,Schaf::N,koyun,får
164,Schwein::N,domuz,gris
165,Hund::N,it,hund
166,Hund::N,köpek,hund
167,Katze::N,kedi,kat
168,Bär::N,ayı,bjørn
169,Eichhörnchen::N,sincap,egern
170,Elch::N,büyük kuzey geyiği,elg
171,Fuchs::N,tilki,ræv
172,Hase::N,tavşan,hare
173,Maus::N,fare,mus
174,Maus::N,sıçan,mus
175,Wolf::N,kurt,ulv
176,Vogel::N,kuş,fugl
177,Schwarm::N,sürü,sværm
178,Huhn::N,tavuk,høne
179,Hahn::N,horoz,hane
180,Gans::N,kaz,gås
181,Adler::N,kartal,ørn
182,Adler::N,karakuş,ørn
183,Ente::N,ördek,and
184,Eule::N,baykuş,ugle
185,Kranich::N,turna,trane
186,Krähe::N,karga,krage
187,Kuckuck::N,guguk,gøg
188,Schwan::N,kuğu,svane
189,Fisch::N,balık,fisk
190,Barsch::N,hani,aborre
191,Barsch::N,levrek,aborre
192,Hecht::N,turnabalığı,gedde
193,Schlange[Tier]::N,yılan,slange
194,Wurm::N,kurt,orm
195,Wurm::N,solucan,orm
196,Spinne::N,örümcek,edderkop
197,Ameise::N,karınca,myre
198,Laus::N,bit,lus
199,Mücke::N,sivrisinek,myg
200,Fliege::N,sinek,flue
201,Schmetterling::N,kelebek,sommerfugl
202,Beere::N,tane,bær
203,Apfel::N,elma,æble
204,Pilz::N,mantar,svamp
205,Zwiebel::N,soğan,løg
206,Saat::N,ekin,sæd
207,Korn::N,tane,korn
208,Heu::N,kuru ot,hø
209,Schale::N,kabuk,skræl
210,Grube::N,çukur,grav
211,Falle::N,tuzak,fælde
212,Schlinge::N,ilmik,snare
213,Spur::N,iz,spor
214,Asche::N,kül,aske
215,Dreck::N,pislik,snavs
216,Eisen::N,demir,jern
217,Gold::N,altın,guld
218,Silber::N,gümüş,sølv
219,Kohle::N,kömür,kul
220,Glas::N,cam,glas
221,Lehm::N,balçık,ler
222,Sand::N,kum,sand
223,Mensch::N,insan,mennesge
224,Mann::N,adam,mand
225,Mann::N,erkek,mand
226,Frau::N,bayan,kvinde
227,Kind::N,çocuk,barn
228,Junge::N,erkek çocuk,dreng
229,Mädchen::N,kız,pige
230,Familie::N,aile,familie
231,Großvater::N,dede,bedstefar
232,Großvater::N,büyükbaba,bedstefar
233,Großmutter::N,nine,bedstemor
234,Großmutter::N,büyükanne,bedstemor
235,Eltern::N,ebeveyn,forældre
236,Eltern::N,ana baba,forældre
237,Vater::N,ata,far
238,Vater::N,baba,far
239,Mutter::N,ana,mor
240,Mutter::N,anne,mor
241,Sohn::N,oğul,søn
242,Tochter::N,kız,datter
243,Tochter::N,kız evlât,datter
244,Bruder::N,abi,bror
245,Bruder::N,erkek kardeş,bror
246,Schwester::N,abla,søster
247,Schwester::N,kız kardeş,søster
248,Onkel::N,dayı,onkel
249,Tante::N,hala,tante
250,Tante::N,teyze,tante
251,Ehemann::N,koca,ægtemand
252,Ehefrau::N,karı,hustru
253,Freude::N,neşe,glæde
254,Freude::N,sevinç,glæde
255,Gelächter::N,gülme,latter
256,Gelächter::N,kahkaha,latter
257,Glück::N,mutluluk,lykke
258,Kummer::N,dert,sorg
259,Kummer::N,keder,sorg
260,Wunsch::N,arzu,ønske
261,Wunsch::N,istek,ønske
262,Lust::N,arzu,lyst
263,Lust::N,heves,lyst
264,Geist::N,tin,ånd
265,Gedanke::N,fikir,tanke
266,Gedanke::N,düşünce,tanke
267,Gedächtnis::N,bellek,hukommelse
268,Verstand::N,zekâ,forstand
269,Sinn::N,anlam,mening
270,Sinn::N,anlam,betydning
271,Grund::N,sebep,grund
272,Wahrheit::N,doğruluk,sandhed
273,Wahrheit::N,gerçeklik,sandhed
274,Gespräch::N,görüşme,samtale
275,Märchen::N,masal,eventyr
276,Erzählung::N,öykü,fortælling
277,Erzählung::N,hikâye,fortælling
278,Nachricht::N,haber,efterretning
279,Neuigkeit::N,haber,nyhed
280,Name::N,ad,navn
281,Name::N,isim,navn
282,Rätsel::N,bilmece,gåde
283,Rede::N,söylev,tale
284,Rede::N,konuşma,tale
285,Sprache::N,dil,sprog
286,Sprache::N,lisan,sprog
287,Stimme::N,ses,stemme
288,Wort::N,kelime,ord
289,Zeichen::N,işaret,tegn
290,Ruf::N,çağırma,råb
291,Lärm::N,şamata,larm
292,Lärm::N,gürültü,larm
293,Laut::N,ses,lyd
294,Ton::N,ses,tone
295,Lied::N,türkü,sang
296,Ruhe::N,sakinlik,ro
297,Ruhe::N,sakinlik,hvile
298,Leute::N,halk,folk
299,Leute::N,halk,mennesker
300,Leute::N,insanlar,folk
301,Leute::N,insanlar,mennesker
302,Volk::N,ulus,folk
303,Volk::N,millet,folk
304,Arbeit::N,iş,arbejde
305,Arbeit::N,çalışma,arbejde
306,Gast::N,konuk,gæst
307,Gast::N,misafir,gæst
308,Geschenk::N,hediye,gave
309,Geschenk::N,armağan,gave
310,Spiel::N,oyun,leg
311,Gesellschaft::N,çevre,selskab
312,Gesellschaft::N,arkadaşlık,selskab
313,Hilfe::N,yardım,hjælp
314,Freund::N,dost,ven
315,Freund::N,arkadaş,ven
316,Kamerad::N,arkadaş,kammerat
317,Angelegenheit::N,iş,sag
318,Angelegenheit::N,iş,anliggende
319,Angelegenheit::N,husus,sag
320,Angelegenheit::N,husus,anliggende
321,Anzahl::N,sayı,antal
322,Art::N,çeşit,art
323,Stück::N,tane,stykke
324,Stück::N,parça,stykke
325,Teil::N,kısım,del
326,Hälfte::N,yarı,halvdel
327,Kreis::N,daire,cirkel
328,Kreuz::N,haç,kors
329,Kreuz::N,haç,kryds
330,Linie::N,hat,linie
331,Linie::N,çizgi,linie
332,Strich::N,çizgi,streg
333,Abstand::N,aralık,afstand
334,Entfernung::N,mesafe,afstand
335,Entfernung::N,uzaklık,afstand
336,Gegend::N,yöre,egn
337,Platz::N,yer,plads
338,Ort::N,yer,sted
339,Seite::N,yan,side
340,Seite::N,taraf,side
341,Mitte::N,orta,midte
342,Mitte::N,merkez,midte
343,Gegenstand::N,şey,genstand
344,Sache::N,iş,sag
345,Sache::N,şey,sag
346,Rand::N,kenar,rand
347,Kante::N,kenar,kant
348,Ecke::N,köşe,hjørne
349,Spitze::N,uç,spids
350,Spitze::N,baş,spids
351,Ende::N,uç,ende
352,Loch::N,oyuk,hul
353,Loch::N,delik,hul
354,Winkel::N,köşe,vinkel
355,Muster::N,örnek,mønster
356,Größe::N,büyüklük,størrelse
357,Länge::N,uzunluk,længde
358,Höhe::N,yükseklik,højde
359,Gewicht::N,ağırlık,vægt
360,Menge::N,miktar,mængde
361,Haufen::N,küme,bunke
362,Haufen::N,yığın,bunke
363,Reihe::N,sıra,række
364,Boot::N,kayık,båd
365,Boot::N,sandal,båd
366,Ruder::N,kürek,åre
367,Schlitten::N,kızak,kælk
368,Schlitten::N,kızak,slæde
369,Ski::N,kayak,ski
370,Lagerfeuer::N,kamp ateşi,lejrbål
371,Last::N,yük,last
372,Last::N,yük,byrde
373,Gang::N,gidiş,gang
374,Gang::N,yürüyüş,gang
375,Schritt::N,adım,skridt
376,Norden::N,kuzey,nord
377,Süden::N,güney,syd
378,Westen::N,batı,vest
379,Osten::N,doğu,øst
380,Holz::N,ağaç,træ
381,Holz::N,tahta,træ
382,Brett::N,tahta,bræt
383,Platte::N,levha,plade
384,Stütze::N,dayak,støtte
385,Stütze::N,destek,støtte
386,Stange::N,çubuk,stang
387,Stock::N,sopa,stok
388,Stock::N,değnek,stok
389,Stab::N,sırık,stav
390,Stab::N,baston,stav
391,Rohr::N,boru,rør
392,Haus::N,ev,hus
393,Heim::N,ev,hjem
394,Heim::N,yurt,hjem
395,Ofen::N,soba,ovn
396,Fußboden::N,taban,gulv
397,Fußboden::N,döşeme,gulv
398,Tisch::N,masa,bord
399,Stuhl::N,iskemle,stol
400,Stuhl::N,sandalye,stol
401,Wiege::N,beşik,vugge
402,Bett::N,yatak,seng
403,Regal::N,raf,reol
404,Kiste::N,sandık,kasse
405,Fenster::N,pencere,vindue
406,Tür::N,kapı,dør
407,Tor::N,kapı,port
408,Zaun::N,çit,stakit
409,Dach::N,dam,tag
410,Dach::N,çatı,tag
411,Leiter::N,merdiven,stige
412,Besen::N,süpürge,kost
413,Spaten::N,bel,spade
414,Schaufel::N,kürek,skovl
415,Gabel::N,çatal,gaffel
416,Löffel::N,kaşık,ske
417,Messer::N,bıçak,kniv
418,Nagel::N,çivi,søm
419,Netz::N,ağ,net
420,Haken::N,çengel,krog
421,Griff::N,kulp,tag
422,Griff::N,kulp,håndtag
423,Griff::N,tutamak,tag
424,Griff::N,tutamak,håndtag
425,Schloss::N,kilit,lås
426,Bild::N,imaj,billede
427,Bild::N,resim,billede
428,Figur::N,şekil,figur
429,Figur::N,heykel,figur
430,Puppe::N,kukla,dukke
431,Beutel::N,kese,pose
432,Beutel::N,torba,pose
433,Bündel::N,deste,bylt
434,Bündel::N,deste,bundt
435,Tasche::N,çanta,taske
436,Eimer::N,kova,spand
437,Deckel::N,kapak,låg
438,Geschirr::N,kap kacak,husgeråd
439,Sack::N,torba,sæk
440,Tasse::N,fincan,kop
441,Topf::N,tencere,gryde
442,Kessel::N,kazan,kedel
443,Essen::N,yemek,måltid
444,Nahrung::N,gıda,mad
445,Nahrung::N,gıda,næring
446,Nahrung::N,besin,mad
447,Nahrung::N,besin,næring
448,Speise::N,yemek,ret
449,Fleisch::N,et,kød
450,Getreide::N,tahıl,korn
451,Getreide::N,hububat,korn
452,Brei::N,ezme,grød
453,Brot::N,ekmek,brød
454,Scheibe::N,dilim,skive
455,Fett::N,yağ,fedt
456,Butter::N,tereyağı,smør
457,Öl::N,yağ,olie
458,Öl::N,akar yağ,olie
459,Salz::N,tuz,salt
460,Suppe::N,çorba,suppe
461,Honig::N,bal,honning
462,Milch::N,süt,mælk
463,Tee::N,çay,te
464,Leder::N,deri,skind
465,Leder::N,meşin,skind
466,Wolle::N,yün,uld
467,Stoff::N,kumaş,stof
468,Nadel::N,iğne,nål
469,Faden::N,tire,tråd
470,Faden::N,iplik,tråd
471,Knopf::N,düğme,knap
472,Knoten::N,düğüm,knude
473,Farbe::N,boya,farve
474,Kleidung::N,giyim,påklædning
475,Hemd::N,gömlek,skjorte
476,Kragen::N,yaka,krave
477,Ärmel::N,yen,ærme
478,Ärmel::N,elbise kolu,ærme
479,Hose::N,pantolon,bukser
480,Gürtel::N,kuşak,bælte
481,Mütze::N,bere,hue
482,Mütze::N,kasket,hue
483,Schuh::N,kundura,sko
484,Schuh::N,ayakkabı,sko
485,Stiefel::N,çizme,støvle
486,Ring::N,yüzük,ring
487,Band::N,bağ,bånd
488,Band::N,şerit,bånd
489,Kamm::N,tarak,kam
490,Spiegel::N,ayna,spejl
491,Riemen::N,kayış,rem
492,Schnur::N,ip,snor
493,Schnur::N,sicim,snor
494,Leine::N,kayış,snor
495,Decke::N,örtü,tæppe
496,Decke::N,yorgan,tæppe
497,Kissen::N,yastık,pude
498,Tuch::N,bez,sjaltørklæde
499,Handtuch::N,havlu,håndklæde
500,Kraft::N,güç,kraft
501,Kraft::N,kuvvet,kraft
502,Stärke::N,kuvvet,styrke
503,Gesundheit::N,sağlık,sundhed
504,Krankheit::N,hastalık,sygdom
505,Schmerz::N,ağrı,smerte
506,Schmerz::N,sancı,smerte
507,Wunde::N,yara,sår
508,Fieber::N,ateş,feber
509,Arznei::N,ilâç,medicin
510,Arznei::N,ilâç,lægemiddel
511,Brücke::N,köprü,bro
512,Brunnen::N,kuyu,brønd
513,Brunnen::N,çeşme,brønd
514,Weide::N,otlak,græsgang
515,Pfad::N,patika,sti
516,Pfad::N,keçiyolu,sti
517,Weg::N,yol,vej
518,Straße::N,yol,gade
519,Straße::N,cadde,gade
520,Dorf::N,köy,landsby
521,Stadt::N,kent,by
522,Stadt::N,şehir,by
523,Brief::N,mektup,brev
524,Buch::N,kitap,bog
525,Buchstabe::N,harf,bogstav
526,Zeitung::N,gazete,avis
527,Leben::N,hayat,liv
528,Tod::N,ölüm,død
529,Grab::N,kabir,grav
530,Kirche::N,kilise,kirke
531,Sünde::N,günah,synd
532,Gott::N,tanrı,gud
533,Arbeiter::N,işçi,arbejder
534,Chef::N,şef,chef
535,Chef::N,müdür,chef
536,Meister::N,usta,mester
537,Arzt::N,hekim,læge
538,Arzt::N,doktor,læge
539,Lehrer::N,hoca,lærer
540,Lehrer::N,öğretmen,lærer
541,Geld::N,para,penge
542,Geschäft::N,ticaret,forretning
543,Laden::N,dükkân,butik
544,Laden::N,dükkân,forretning
545,Preis::N,fiyat,pris
546,Ware::N,mal,vare
547,Nutzen::N,fayda,nytte
548,Reichtum::N,servet,rigdom
549,Reichtum::N,zenginlik,rigdom
550,Welt::N,dünya,verden
551,Land::N,ülke,land
552,Staat::N,devlet,stat
553,König::N,kral,konge
554,Macht::N,kudret,magt
555,Macht::N,iktidar,magt
556,Grenze::N,had,grænse
557,Grenze::N,sınır,grænse
558,Krieg::N,savaş,krig
559,Feind::N,düşman,fjende
560,Gewalt::N,zor,vold
561,Gewalt::N,cebir,vold
562,Kampf::N,savaş,kamp
563,Bogen[Waffe]::N,yay,bue
564,Pfeil::N,ok,pil
565,Gewehr::N,tüfek,gevær
566,Fehler::N,hata,fejl
567,Fehler::N,yanlış,fejl
568,Lüge::N,yalan,løgn
569,Schaden::N,zarar,skade
570,Unglück::N,felâket,uheld
571,Unglück::N,felâket,ulykke
572,Unglück::N,talihsizlik,uheld
573,Unglück::N,talihsizlik,ulykke
574,Schuld::N,suç,skyld
575,Schuld::N,kabahat,skyld
576,Alter::N,yaş,alder
577,Schluss::N,son,slut
578,Schluss::N,son,slutning
579,Zeit::N,zaman,tid
580,Tag::N,gün,dag
581,Morgen::N,sabah,morgen
582,Mittag::N,öğle,middag
583,Abend::N,akşam,aften
584,Nacht::N,gece,nat
585,Woche::N,hafta,uge
586,Monat::N,ay,måned
587,Jahr::N,yıl,år
588,Jahr::N,sene,år
589,Frühling::N,ilkbahar,forår
590,Sommer::N,yaz,sommer
591,Herbst::N,güz,efterår
592,Herbst::N,sonbahar,efterår
593,Winter::N,kış,vinter
594,Januar::N,ocak,januar
595,Februar::N,şubat,februar
596,März::N,mart,marts
597,April::N,nisan,april
598,Mai::N,mayıs,maj
599,Juni::N,haziran,juni
600,Juli::N,temmuz,juli
601,August::N,ağustos,august
602,September::N,eylül,september
603,Oktober::N,ekim,oktober
604,November::N,kasım,november
605,Dezember::N,aralık,december
606,Montag::N,pazartesi,mandag
607,Dienstag::N,salı,tirsdag
608,Mittwoch::N,çarşamba,onsdag
609,Donnerstag::N,perşembe,torsdag
610,Freitag::N,cuma,fredag
611,Samstag::N,cumartesi,lørdag
612,Sonntag::N,pazar,søndag
613,groß::A,büyük,stor
614,klein::A,ufak,lille
615,klein::A,küçük,lille
616,lang::A,uzun,lang
617,kurz::A,kısa,kort
618,breit::A,enli,bred
619,breit::A,geniş,bred
620,schmal::A,dar,smal
621,dicht::A,sık,tæt
622,dicht::A,yoğun,tæt
623,dick[Gegenstand]::A,kalın,tyk
624,dick[Gegenstand]::A,iri,tyk
625,dünn::A,ince,tynd
626,fein::A,ince,fin
627,fein::A,narin,fin
628,fest::A,sabit,fast
629,fest::A,sağlam,fast
630,flach::A,düz,flad
631,flach::A,yassı,flad
632,glatt::A,düz,glat
633,hart::A,katı,hård
634,weich::A,yumuşak,blød
635,rund::A,yuvarlak,rund
636,spitz::A,sivri,spids
637,scharf::A,keskin,skarp
638,stumpf::A,kör,sløv
639,stumpf::A,kör,stump
640,schwer::A,ağır,tung
641,schön::A,güzel,skøn
642,heiß::A,kızgın,hed
643,warm::A,sıcak,varm
644,kalt::A,soğuk,kold
645,kühl::A,serin,kølig
646,frisch::A,taze,frisk
647,feucht::A,nemli,fugtig
648,feucht::A,rutubetli,fugtig
649,nass::A,yaş,våd
650,nass::A,ıslak,våd
651,trocken::A,kuru,tør
652,voll::A,dolu,fuld
653,voll::A,dolmuş,fuld
654,leer::A,boş,tom
655,offen::A,açık,åben
656,geschlossen::A,kapalı,lukket
657,sauber::A,pak,ren
658,sauber::A,temiz,ren
659,schmutzig::A,pis,snavset
660,schmutzig::A,kirli,snavset
661,roh::A,çiğ,rå
662,reif::A,olgun,moden
663,lecker::A,lezzetli,lækker
664,süß::A,tatlı,sød
665,süß::A,şekerli,sød
666,bitter::A,acı,bitter
667,sauer::A,ekşi,sur
668,hell::A,aydınlık,lys
669,dunkel::A,karanlık,mørk
670,schwarz::A,kara,sort
671,schwarz::A,siyah,sort
672,weiß::A,ak,hvid
673,weiß::A,beyaz,hvid
674,rot::A,kırmızı,rød
675,gelb::A,sarı,gul
676,blau::A,mavi,blå
677,grün::A,yeşil,grøn
678,grau::A,boz,grå
679,bunt::A,renkli,broget
680,billig::A,ucuz,billig
681,teuer::A,pahalı,dyr
682,wertvoll::A,değerli,værdifuld
683,blind::A,kör,blind
684,taub::A,sağır,døv
685,kräftig::A,dinç,kraftig
686,kräftig::A,kuvvetli,kraftig
687,stark::A,güçlü,stærk
688,stark::A,kuvvetli,stærk
689,schwach::A,zayıf,svag
690,schwach::A,güçsüz,svag
691,fett::A,şişman,fed
692,schlank::A,narin,slank
693,hübsch::A,güzel,køn
694,hübsch::A,sevimli,køn
695,böse::A,kötü,ond
696,böse::A,kötü,slem
697,dumm::A,aptal,dum
698,faul::A,tembel,doven
699,fleißig::A,çalışkan,flittig
700,geizig::A,cimri,gerrig
701,klug::A,zekî,klog
702,klug::A,akıllı,klog
703,geschickt::A,becerikli,dygtig
704,geschickt::A,becerikli,behændig
705,lieb::A,sevimli,rar
706,lustig::A,neşeli,lystig
707,sanft::A,nazik,blid
708,hungrig::A,aç,sulten
709,krank::A,hasta,syg
710,krank::A,rahatsız,syg
711,nackt::A,çıplak,nøgen
712,traurig::A,kederli,bedrøvet
713,traurig::A,üzüntülü,bedrøvet
714,lebendig::A,canlı,levende
715,gut::A,iyi,god
716,schlecht::A,kötü,dårlig
717,richtig::A,doğru,rigtig
718,schlimm::A,kötü,slem
719,wahr::A,doğru,sand
720,wahr::A,gerçek,sand
721,alt::A,eski,gammel
722,neu::A,yeni,ny
723,ehemalig::A,önceki,forhenværende
724,alt[Lebewesen]::A,yaşlı,gammel
725,jung::A,genç,ung
726,arm::A,fakir,fattig
727,reich::A,zengin,rig
728,bekannt::A,bilinen,kendt
729,berühmt::A,ünlü,berømt
730,berühmt::A,meşhur,berømt
731,fremd::A,yabancı,fremmed
732,verschieden::A,ayrı,forskellig
733,verschieden::A,farklı,forskellig
734,nah::A,yakın,nær
735,nah::A,bitişik,nær
736,fern::A,uzak,fjern
737,linker::A,sol,venstre
738,rechter::A,sağ,højre
739,anderer::A,diğer,anden
740,erster::A,ilk,første
741,erster::A,birinci,første
742,zweiter::A,ikinci,anden
743,dritter::A,üçüncü,tredje
744,letzter::A,son,sidste
745,letzter::A,sonuncu,sidste
746,allein::ADV,yalnız,alene
747,allein::ADV,tek başına,alene
748,auf einmal::ADV,birden,på én gang
749,zusammen::ADV,beraber,sammen
750,zusammen::ADV,birlikte,sammen
751,lange::ADV,çok,længe
752,lange::ADV,uzun,længe
753,plötzlich::ADV,ansızın,pludselig
754,plötzlich::ADV,birdenbire,pludselig
755,sofort::ADV,hemen,straks
756,sofort::ADV,derhal,straks
757,später::ADV,daha sonra,senere
758,jetzt::ADV,şimdi,nu
759,heute::ADV,bugün,i dag
760,morgen::ADV,yarın,i morgen
761,bald::ADV,yakında,snart
762,dann::ADV,sonra,så
763,gestern::ADV,dün,i går
764,einst::ADV,eskiden,engang
765,damals::ADV,o zamanlar,dengang
766,danach::ADV,sonradan,derefter
767,danach::ADV,ondan sonra,derefter
768,vorher::ADV,önce,før
769,vorher::ADV,önce,forud
770,vorher::ADV,önceden,før
771,vorher::ADV,önceden,forud
772,zuerst::ADV,ilk önce,først
773,einmal::ADV,bir defa,en gang
774,manchmal::ADV,bazan,sommetider
775,oft::ADV,sık sık,ofte
776,oft::ADV,çok defa,ofte
777,immer::ADV,daima,altid
778,immer::ADV,her zaman,altid
779,niemals::ADV,asla değil,aldrig
780,niemals::ADV,hiçbir zaman,aldrig
781,hier::ADV,burada,her
782,hierhin::ADV,buraya,hid
783,hierhin::ADV,buraya,herhen
784,von hier::ADV,buradan,herfra
785,dort::ADV,orada,der
786,dort::ADV,şurada,der
787,dorthin::ADV,oraya,derhen
788,dorthin::ADV,şuraya,derhen
789,geradeaus::ADV,doğru,lige ud
790,vorwärts::ADV,ileri,fremad
791,rückwärts::ADV,geri,baglæns
792,zurück::ADV,geriye,tilbage
793,unten::ADV,aşağıda,nede
794,unten::ADV,aşağıda,forneden
795,hinab::ADV,aşağıya,ned
796,hinab::ADV,aşağıya,nedad
797,oben::ADV,yukarıda,oppe
798,oben::ADV,yukarıda,ovenpå
799,hinauf::ADV,yukarı,op
800,hinauf::ADV,yukarı,opad
801,hinauf::ADV,yukarıya,op
802,hinauf::ADV,yukarıya,opad
803,überall::ADV,her yerde,overalt
804,nicht::ADV,-mi-,ikke
805,nicht::ADV,değil,ikke
806,ein wenig::ADV,biraz,lidt
807,kaum::ADV,dar,knap
808,kaum::ADV,dar,næppe
809,kaum::ADV,hemen hemen değil,knap
810,kaum::ADV,hemen hemen değil,næppe
811,sehr::ADV,pek,meget
812,sehr::ADV,gayet,meget
813,so::ADV,öyle,så
814,so::ADV,böyle,så
815,noch::ADV,hâlâ,endnu
816,noch::ADV,henüz,endnu
817,nur::ADV,ancak,kun
818,nur::ADV,ancak,bare
819,nur::ADV,yalnız,kun
820,nur::ADV,yalnız,bare
821,schon::ADV,çoktan,alt
822,schon::ADV,çoktan,allerede
823,wieder::ADV,tekrar,igen
824,wieder::ADV,yeniden,igen
825,vergebens::ADV,boşuna,forgæves
826,vor::PRP,önünde,foran
827,vor::PRP,önünde,uden for
828,hinter::PRP,arkasında,bag
829,hinter::PRP,arkasında,bagved
830,unter::PRP,altında,under
831,durch::PRP,sayesinde,gennem
832,durch::PRP,sayesinde,igennem
833,durch::PRP,ortasından,gennem
834,durch::PRP,ortasından,igennem
835,neben::PRP,yanında,ved siden af
836,zwischen::PRP,arasında,mellem
837,wegen::PRP,dolayı,på grund af
838,dies::PRN,bu,dette
839,das::PRN,o,det
840,das::PRN,şu,det
841,alles::PRN,hepsi,alt
842,alles::PRN,her şey,alt
843,ich::PRN,ben,jeg
844,du::PRN,sen,du
845,er::PRN,o,han
