,Concept_ID,vep,be
111,Sumpf::N,so,багна
112,Moor::N,so,балота
113,Wiese::N,nit,луг
114,Wald::N,mec,лес
115,Hügel::N,kukaz,узгорак
116,Anhöhe::N,kukaz,узвышша
117,Berg::N,mägi,гара
118,Gipfel::N,ladv,вяршыня
119,Höhle::N,mägionduz,пячора
120,Abhang::N,paute,схіл
121,Quelle::N,lähte,крыніца
122,Bach::N,oja,ручай
123,Fluss::N,jogi,рака
124,Ufer::N,rand,бераг
125,Küste::N,randišt,узбярэжжа
126,Festland::N,kuivma,суша
127,Meer::N,meri,мора
128,Bucht::N,laht,бухта
129,Insel::N,sar',востраў
130,Blume::N,änik,кветка
131,Gras::N,hein,трава
132,Wurzel::N,jur',корань
133,Baum::N,pu,дрэва
134,Stamm::N,tüvi,ствол
135,Rinde::N,kor',кара
136,Ast::N,oks,сук
137,Zweig::N,oks,галіна
138,Zweig::N,barb,галіна
139,Blatt::N,lehtez,ліст
140,Birke::N,koiv,бяроза
141,Kiefer[Baum]::N,pedai,хвоя
142,Kiefer[Baum]::N,pedai,сасна
143,Weide[Baum]::N,raid,вярба
144,Tanne::N,kuz',яліна
145,Horn::N,sar'v,рог
146,Feder::N,höuneh,пяро
147,Fell::N,nahk,шкура
148,Flügel::N,suug,крыло
149,Klaue::N,künz',кіпцюр
150,Kralle::N,künz',лапа
151,Schwanz::N,händ,хвост
152,Ei::N,muna,яйка
153,Nest::N,peza,гняздо
154,Bau::N,uru,нара
155,Tier::N,živat,жывёла
156,Herde::N,kogo,статак
157,Kuh::N,lehm,карова
158,Bulle::N,härg,бык
159,Pferd::N,hebo,конь
160,Schaf::N,lambaz,авечка
161,Schwein::N,siga,свіння
162,Hund::N,koir,сабака
163,Katze::N,kaži,кошка
164,Bär::N,kondi,мядзведзь
165,Eichhörnchen::N,orav,вавёрка
166,Elch::N,hirb',лось
167,Fuchs::N,reboi,ліса
168,Hase::N,jäniš,заяц
169,Maus::N,hir',мыш
170,Wolf::N,händikaz,воўк
171,Vogel::N,lind,птах
172,Vogel::N,lind,птушка
173,Schwarm::N,parveh,чарада
174,Huhn::N,kana,курыца
175,Hahn::N,kukoi,певень
176,Gans::N,hanh',гусь
177,Adler::N,orl,арол
178,Ente::N,sorz,качка
179,Eule::N,hir'pulo,сава
180,Kranich::N,kurg,жораў
181,Kranich::N,kurg,журавель
182,Krähe::N,variš,варона
183,Kuckuck::N,kägi,зязюля
184,Schwan::N,joucen,лебедзь
185,Fisch::N,kala,рыба
186,Barsch::N,ahven,акунь
187,Hecht::N,haug',шчупак
188,Schlange[Tier]::N,kü,змяя
189,Schlange[Tier]::N,mado,змяя
190,Wurm::N,mado,чарвяк
191,Spinne::N,hämähouk,павук
192,Ameise::N,murahaine,мурашка
193,Laus::N,täi,вош
194,Mücke::N,säs'k,камар
195,Fliege::N,kärbhaine,муха
196,Schmetterling::N,lipkaine,матыль
197,Beere::N,marj,ягада
198,Apfel::N,jablok,яблык
199,Pilz::N,sen',грыб
200,Pilz::N,babuk,грыб
201,Zwiebel::N,lauk,цыбуля
202,Saat::N,semned,семя
203,Korn::N,jüvä,зерне
204,Korn::N,vill',зерне
205,Heu::N,hein,сена
206,Schale::N,kor',шалупінне
207,Grube::N,kop,яма
208,Falle::N,rida,пастка
209,Schlinge::N,rihm,сіло
210,Spur::N,jäl'g,след
211,Asche::N,tuhk,попел
212,Dreck::N,redu,бруд
213,Dreck::N,pačak,бруд
214,Eisen::N,raud,жалеза
215,Gold::N,kuld,золата
216,Silber::N,hobed,сребра
217,Kohle::N,hil',вугаль
218,Glas::N,stökol,шкло
219,Lehm::N,savi,гліна
220,Sand::N,lete,пясок
221,Mensch::N,mez',чалавек
222,Mensch::N,ristit,чалавек
223,Mann::N,mez',мужчына
224,Frau::N,naine,жанчына
225,Kind::N,laps',дзіця
226,Junge::N,poig,хлопчык
227,Junge::N,prihaine,хлопчык
228,Mädchen::N,neičukaine,дзяўчынка
229,Familie::N,kanz,сямʼя
230,Familie::N,pereh,сямʼя
231,Großvater::N,ded,дзядуля
232,Großmutter::N,bab,бабуля
233,Eltern::N,vanhembad,бацькі
234,Eltern::N,kazvatajad,бацькі
235,Vater::N,tat,бацька
236,Mutter::N,mam,маці
237,Sohn::N,poig,сын
238,Tochter::N,tütär,дачка
239,Bruder::N,veik,брат
240,Bruder::N,vell',брат
241,Schwester::N,čiža,сястра
242,Schwester::N,sizar,сястра
243,Onkel::N,däd',дзядзька
244,Tante::N,tädi,цётка
245,Ehemann::N,mužik,муж
246,Ehefrau::N,ak,жонка
247,Freude::N,ilo,радасць
248,Freude::N,ihastuz,радасць
249,Gelächter::N,nagr,смех
250,Glück::N,oza,шчасце
251,Kummer::N,gor'a,гора
252,Wunsch::N,taht,жаданне
253,Lust::N,himo,цяга
254,Geist::N,heng,дух
255,Gedanke::N,meletuz,думка
256,Gedächtnis::N,mušt,памяць
257,Verstand::N,mel',розум
258,Sinn::N,jüvä,сэнс
259,Grund::N,sü,зачэпка
260,Wahrheit::N,tozi,праўда
261,Gespräch::N,lodu,размова
262,Gespräch::N,pagin,размова
263,Märchen::N,sarn,казка
264,Erzählung::N,sanutez,расказ
265,Erzählung::N,sanutez,апавяданне
266,Nachricht::N,tedotuz,вестка
267,Nachricht::N,tedotuz,паведамленне
268,Neuigkeit::N,uzištuz,навіна
269,Name::N,nimi,імя
270,Rätsel::N,ozoitez,загадка
271,Rede::N,pagin,прамова
272,Rede::N,sanad,прамова
273,Sprache::N,kel',мова
274,Stimme::N,än',голас
275,Wort::N,sana,слова
276,Zeichen::N,znam,знак
277,Ruf::N,kida,кліч
278,Ruf::N,kucund,кліч
279,Lärm::N,judu,шум
280,Laut::N,kulund,гук
281,Ton::N,kulund,гучанне
282,Lied::N,pajo,песня
283,Ruhe::N,lebu,спакой
284,Leute::N,rahvaz,людзі
285,Volk::N,rahvaz,народ
286,Arbeit::N,tö,праца
287,Arbeit::N,tö,работа
288,Arbeit::N,rad,праца
289,Arbeit::N,rad,работа
290,Gast::N,adiv,госць
291,Geschenk::N,lahj,падарунак
292,Spiel::N,vänd,гульня
293,Gesellschaft::N,sebr,таварыства
294,Hilfe::N,abu,дапамога
295,Freund::N,sebranik,друг
296,Freund::N,sebranik,сябар
297,Kamerad::N,sebranik,прыяцель
298,Angelegenheit::N,azj,справа
299,Anzahl::N,lugu,колькасць
300,Art::N,rod,від
301,Art::N,rodsugu,від
302,Stück::N,pala,кусок
303,Stück::N,pala,кавалак
304,Stück::N,supal,кусок
305,Stück::N,supal,кавалак
306,Teil::N,pala,частка
307,Hälfte::N,pol',палова
308,Hälfte::N,pol',палавіна
309,Kreis::N,ümbruz,круг
310,Kreis::N,kehkruz,круг
311,Kreuz::N,rist,крыж
312,Linie::N,pird,лінія
313,Strich::N,pird,рыса
314,Abstand::N,keskust,прамежак
315,Entfernung::N,matk,адлегласць
316,Gegend::N,taho,мясцовасць
317,Platz::N,avaruz',месца
318,Ort::N,koht,месца
319,Seite::N,pol',бок
320,Seite::N,kül'g,бок
321,Mitte::N,kesk,сярэдзіна
322,Gegenstand::N,kalu,прадмет
323,Sache::N,azj,рэч
324,Rand::N,röun,край
325,Kante::N,röun,руб
326,Kante::N,röun,кант
327,Ecke::N,saum,вугал
328,Spitze::N,agjaine,кончык
329,Ende::N,agj,канец
330,Loch::N,reig,дзірка
331,Winkel::N,čoga,вугал
332,Winkel::N,saum,вугал
333,Muster::N,kirjam,узор
334,Größe::N,suruz',памер
335,Länge::N,piduz,даўжыня
336,Höhe::N,korktuz',вышыня
337,Gewicht::N,jügu,вага
338,Gewicht::N,vedäduz,вага
339,Menge::N,äjüz',колькасць
340,Haufen::N,kogo,куча
341,Reihe::N,rivi,рад
342,Boot::N,veneh,лодка
343,Ruder::N,air,вясло
344,Schlitten::N,regi,сані
345,Schlitten::N,regut,сані
346,Ski::N,suks',лыжа
347,Lagerfeuer::N,nodj,вогнішча
348,Lagerfeuer::N,pažag,вогнішча
349,Last::N,jüguz,цяжар
350,Gang::N,astund,ход
351,Schritt::N,hašk,шаг
352,Schritt::N,hašk,крок
353,Norden::N,pohjoine,поўнач
354,Süden::N,suvi,поўдзень
355,Westen::N,päivlaskm,захад
356,Osten::N,päivnouzm,усход
357,Holz::N,pu,дрэва
358,Holz::N,pu,драўніна
359,Brett::N,laud,дошка
360,Platte::N,keitim,пліта
361,Stütze::N,tugi,падпорка
362,Stange::N,arz',жэрдка
363,Stock::N,kalu,палка
364,Stab::N,seibaz,шост
365,Rohr::N,torv,труба
366,Haus::N,pert',дом
367,Heim::N,kodi,дом
368,Heim::N,kodi,хата
369,Ofen::N,päč,печ
370,Fußboden::N,lava,падлога
371,Tisch::N,laud,стол
372,Tisch::N,stal'c,стол
373,Stuhl::N,ištim,стул
374,Stuhl::N,ištim,крэсла
375,Wiege::N,kätte,калыска
376,Bett::N,sija,ложак
377,Bett::N,sija,пасцель
378,Bett::N,magaduzsija,ложак
379,Bett::N,magaduzsija,пасцель
380,Regal::N,palič,паліца
381,Kiste::N,mülütim,скрынка
382,Fenster::N,ikun,акно
383,Tür::N,uks',дзверы
384,Tor::N,verai,вароты
385,Zaun::N,aid,агароджа
386,Dach::N,katuz,дах
387,Leiter::N,pordhad,лесвіца
388,Besen::N,lud,мятла
389,Besen::N,vast,мятла
390,Spaten::N,labid,лапата
391,Spaten::N,labid,жалязняк
392,Schaufel::N,labid,шуфлік
393,Schaufel::N,labid,лапатка
394,Gabel::N,hangoine,відэлец
395,Löffel::N,luzik,лыжка
396,Messer::N,veič,нож
397,Nagel::N,nagl,цвік
398,Netz::N,verk,сетка
399,Haken::N,kouk,крук
400,Griff::N,kägä,ручка
401,Griff::N,varz',ручка
402,Schloss::N,lukkol,замок
403,Bild::N,kuva,карціна
404,Figur::N,figur,фігура
405,Puppe::N,tätüine,лялька
406,Beutel::N,havad,мяшок
407,Bündel::N,toppaz,вязка
408,Bündel::N,käč,вязка
409,Tasche::N,sumk,торба
410,Eimer::N,vädr,вядро
411,Deckel::N,katuz,накрыўка
412,Geschirr::N,astii,пасуда
413,Sack::N,havad,мех
414,Tasse::N,čašk,кубак
415,Topf::N,pada,каструля
416,Kessel::N,katil,кацёл
417,Essen::N,sönd,ежа
418,Nahrung::N,söm,харч
419,Speise::N,sömine,страва
420,Fleisch::N,liha,мяса
421,Getreide::N,vill',збожжа
422,Brei::N,pudr,каша
423,Brot::N,leib,хлеб
424,Scheibe::N,bibaleh,луста
425,Scheibe::N,bibaleh,скібка
426,Scheibe::N,šlik,луста
427,Scheibe::N,šlik,скібка
428,Fett::N,razv,тлушч
429,Butter::N,voi,масла
430,Öl::N,voi,алей
431,Salz::N,sol,соль
432,Suppe::N,lem',суп
433,Suppe::N,keitoz,суп
434,Honig::N,mezi,мёд
435,Milch::N,maid,малако
436,Tee::N,čai,чай
437,Tee::N,čai,гарбата
438,Leder::N,nahk,скура
439,Wolle::N,vill,воўна
440,Stoff::N,kangaz,тканіна
441,Nadel::N,negl,іголка
442,Faden::N,nit',нітка
443,Knopf::N,nübl',гузік
444,Knoten::N,sol'm,вузел
445,Farbe::N,muju,фарба
446,Kleidung::N,sobad,адзенне
447,Hemd::N,paid,кашуля
448,Kragen::N,kagluz,каўнер
449,Ärmel::N,hijam,рукаў
450,Hose::N,štanad,штаны
451,Gürtel::N,vö,пояс
452,Mütze::N,šapuk,шапка
453,Schuh::N,keng',чаравік
454,Stiefel::N,sapug,бот
455,Ring::N,rengaz,кольца
456,Band::N,lentaine,стужка
457,Kamm::N,suga,расчоска
458,Spiegel::N,zerkol,люстра
459,Riemen::N,vö,рэмень
460,Schnur::N,nor,вяроўка
461,Leine::N,talutimnor,павадок
462,Decke::N,sijakatuz,коўдра
463,Kissen::N,pöluz,падушка
464,Tuch::N,paik,хустка
465,Handtuch::N,käzipaik,ручнік
466,Kraft::N,vägi,сіла
467,Stärke::N,vahvuz',моц
468,Gesundheit::N,tervhuz,здароўе
469,Krankheit::N,läžund,хвароба
470,Schmerz::N,kibu,боль
471,Wunde::N,čapatez,рана
472,Fieber::N,säru,гарачка
473,Fieber::N,säru,ліхаманка
474,Arznei::N,zel'l',лекі
475,Brücke::N,sild,мост
476,Brunnen::N,kaiv,калодзеж
477,Weide::N,omaluine,паша
478,Pfad::N,tehut,сцежка
479,Weg::N,te,шлях
480,Weg::N,te,дарога
481,Straße::N,te,вуліца
482,Dorf::N,külä,вёска
483,Stadt::N,lidn,горад
484,Brief::N,kirjeine,ліст
485,Brief::N,kirjeine,пісьмо
486,Buch::N,kirj,кніга
487,Buchstabe::N,kirjam,літара
488,Zeitung::N,lehtez,газета
489,Leben::N,elo,жыццё
490,Tod::N,surm,смерць
491,Grab::N,kaum,магіла
492,Kirche::N,jumalanpert',касцёл
493,Kirche::N,jumalanpert',царква
494,Sünde::N,grähk,грэх
495,Gott::N,jumal,бог
496,Arbeiter::N,radnik,рабочы
497,Chef::N,pämez',начальнік
498,Meister::N,mastar,майстар
499,Arzt::N,lekar',урач
500,Lehrer::N,opendai,настаўнік
501,Geld::N,rahad,грошы
502,Geschäft::N,biznes,заняцце
503,Laden::N,lauk,крама
504,Laden::N,lauk,магазін
505,Preis::N,arv,цана
506,Ware::N,tavar,тавар
507,Nutzen::N,liža,выгада
508,Reichtum::N,kodielo,багацце
509,Reichtum::N,kal'huz',багацце
510,Welt::N,mail'm,свет
511,Land::N,ma,краіна
512,Staat::N,valdkund,дзяржава
513,König::N,kunigaz,кароль
514,Macht::N,vald,улада
515,Grenze::N,röun,граніца
516,Krieg::N,soda,вайна
517,Feind::N,vihanik,вораг
518,Feind::N,vastustai,вораг
519,Gewalt::N,vägivald,насілле
520,Kampf::N,tora,барацьба
521,Bogen[Waffe]::N,taug,лук
522,Pfeil::N,nol,страла
523,Gewehr::N,oružj,ружжо
524,Fehler::N,viga,памылка
525,Lüge::N,kelastuz,хлусня
526,Schaden::N,pahuz',шкода
527,Unglück::N,bed,ліха
528,Unglück::N,bed,бядота
529,Unglück::N,gor'a,ліха
530,Unglück::N,gor'a,бядота
531,Schuld::N,värhuz',віна
532,Alter::N,igä,узрост
533,Schluss::N,lop,канец
534,Zeit::N,aig,час
535,Tag::N,päiv,дзень
536,Morgen::N,homendez,ранак
537,Morgen::N,homendez,раніца
538,Mittag::N,keskpäiv,паўдня
539,Mittag::N,keskpäiv,поўдзень
540,Abend::N,eht,вечар
541,Nacht::N,ö,ноч
542,Woche::N,nedal',тыдзень
543,Monat::N,ku,месяц
544,Jahr::N,voz',год
545,Frühling::N,keväz',вясна
546,Sommer::N,keza,лета
547,Herbst::N,sügüz',восень
548,Winter::N,tal'v,зіма
549,Januar::N,viluku,студзень
550,Februar::N,uhoku,люты
551,März::N,keväz'ku,сакавік
552,April::N,sulaku,красавік
553,Mai::N,semendku,май
554,Mai::N,semendku,травень
555,Juni::N,kezaku,чэрвень
556,Juli::N,heinku,ліпень
557,August::N,eloku,жнівень
558,September::N,sügüz'ku,верасень
559,Oktober::N,reduku,кастрычнік
560,November::N,kül'mku,лістапад
561,Dezember::N,tal'vku,снежань
562,Montag::N,ezmärg,панядзелак
563,Dienstag::N,tožnarg,аўторак
564,Mittwoch::N,koumanz'päiv,серада
565,Donnerstag::N,nellänz'päiv,чацвер
566,Freitag::N,pätnič,пятніца
567,Freitag::N,videnz'päiv,пятніца
568,Samstag::N,sobat,субота
569,Sonntag::N,pühäpäiv,нядзеля
570,groß::A,sur',вялікі
571,groß::A,järed,вялікі
572,klein::A,pen',маленькі
573,klein::A,pičuine,маленькі
574,lang::A,pit'k,доўгі
575,kurz::A,lühüd,кароткі
576,breit::A,leved,шырокі
577,schmal::A,kaid,вузкі
578,dicht::A,tihed,густы
579,dick[Gegenstand]::A,paks,тоўсты
580,dünn::A,hoik,тонкі
581,fein::A,hen,тонкі
582,fest::A,luja,моцны
583,fest::A,ninev,моцны
584,flach::A,lapak,плоскі
585,glatt::A,siled,гладкі
586,hart::A,kova,цвёрды
587,weich::A,pehmed,мяккі
588,rund::A,kehker,круглы
589,spitz::A,nügu,спічасты
590,spitz::A,nügu,востраканцовы
591,spitz::A,terav,спічасты
592,spitz::A,terav,востраканцовы
593,scharf::A,terav,востры
594,stumpf::A,tül'c,тупы
595,schwer::A,jüged,цяжкі
596,schön::A,čoma,прыгожы
597,heiß::A,räk,гарачы
598,warm::A,läm',цёплы
599,kalt::A,vilu,холадны
600,kühl::A,raibak,халаднаваты
601,kühl::A,viluhk,халаднаваты
602,frisch::A,lahed,свежы
603,feucht::A,neps,вільготны
604,feucht::A,toreh,вільготны
605,nass::A,märg,мокры
606,trocken::A,kuiv,сухі
607,voll::A,täuz',поўны
608,leer::A,joudai,пусты
609,offen::A,avoin,адкрыты
610,offen::A,avoin,адчынены
611,offen::A,avol'jaine,адкрыты
612,offen::A,avol'jaine,адчынены
613,geschlossen::A,saubaline,закрыты
614,geschlossen::A,saubaline,зачынены
615,sauber::A,puhtaz,чысты
616,schmutzig::A,redukaz,брудны
617,roh::A,rohk,сыры
618,roh::A,toreh,сыры
619,reif::A,küps,спелы
620,lecker::A,magukaz,смачны
621,süß::A,maged,салодкі
622,bitter::A,karged,горкі
623,sauer::A,muiged,кіслы
624,hell::A,kirkas,светлы
625,hell::A,valgei,светлы
626,dunkel::A,pimed,цёмны
627,schwarz::A,must,чорны
628,weiß::A,vauged,белы
629,rot::A,rusked,чырвоны
630,gelb::A,pakuine,жоўты
631,blau::A,sinine,сіні
632,grün::A,vihand,зялёны
633,grau::A,hahk,шэры
634,bunt::A,kirjav,пяресты
635,billig::A,odav,танны
636,teuer::A,kalliž,дарагі
637,wertvoll::A,arvokas,цэнны
638,wertvoll::A,arvokas,каштоўны
639,blind::A,soged,сляпы
640,taub::A,kurdiž,глухі
641,kräftig::A,vägev,магутны
642,stark::A,vahv,сільны
643,stark::A,vägekaz,сільны
644,schwach::A,väll',слабы
645,fett::A,razvakaz,тлусты
646,schlank::A,kapos,стройны
647,hübsch::A,čoma,чароўны
648,böse::A,äred,злы
649,böse::A,käred,злы
650,dumm::A,el'getoi,дурны
651,faul::A,lašk,лянівы
652,fleißig::A,radonnavedii,руплівы
653,geizig::A,ažlak,прагны
654,klug::A,melev,разумны
655,klug::A,melekaz,разумны
656,geschickt::A,mahtokaz,умелы
657,lieb::A,izo,мілы
658,lieb::A,sula,мілы
659,lustig::A,ilokaz,вясёлы
660,sanft::A,laskav,ласкавы
661,hungrig::A,näl'ghine,галодны
662,krank::A,läžui,хворы
663,nackt::A,alastoi,голы
664,traurig::A,opalahine,сумны
665,lebendig::A,eläb,жывы
666,gut::A,hüvä,добры
667,schlecht::A,huba,кепскі
668,richtig::A,oiged,правільны
669,schlimm::A,paha,агідны
670,wahr::A,todesine,сапраўдны
671,alt::A,vanh,стары
672,neu::A,uz',новы
673,ehemalig::A,edeline,былы
674,alt[Lebewesen]::A,ravaz,стары
675,jung::A,nor',малады
676,arm::A,gol'l',бедны
677,reich::A,elokaz,багаты
678,bekannt::A,tutab,знаёмы
679,berühmt::A,tetab,славуты
680,fremd::A,veraz,чужы
681,verschieden::A,erazvuitte,розны
682,nah::A,läheline,блізкі
683,fern::A,edahaine,далёкі
684,linker::A,hura,левы
685,rechter::A,oiged,правы
686,anderer::A,toine,іншы
687,anderer::A,toine,другі
688,erster::A,ezmäine,першы
689,zweiter::A,toine,другі
690,dritter::A,koumanz',трэці
691,letzter::A,jäl'gmäine,апошні
692,allein::ADV,üksnäze,сам
693,allein::ADV,üksnäze,адзін
694,auf einmal::ADV,ühten aigan,адразу
695,zusammen::ADV,ühtes,разам
696,lange::ADV,hätken,доўга
697,plötzlich::ADV,äkkid,раптам
698,sofort::ADV,kerdalaz,зараз
699,später::ADV,möhemba,пазней
700,jetzt::ADV,nügüd',цяпер
701,heute::ADV,tämbei,сёння
702,morgen::ADV,homen,заўтра
703,bald::ADV,pigai,хутка
704,bald::ADV,pigai,неўзабаве
705,dann::ADV,sid',потым
706,gestern::ADV,eglai,учора
707,einst::ADV,ende,аднойчы
708,einst::ADV,kerdan,аднойчы
709,damals::ADV,siloi,тады
710,danach::ADV,sid',затым
711,vorher::ADV,ende,раней
712,zuerst::ADV,ezmäi,спярша
713,zuerst::ADV,ezmäi,спачатку
714,einmal::ADV,kerdan,адзін раз
715,manchmal::ADV,erašti,часам
716,oft::ADV,paksus,часта
717,immer::ADV,kaiken,заўсёды
718,niemals::ADV,ei nikonz,ніколі
719,hier::ADV,täs,тут
720,hier::ADV,tägä,тут
721,hierhin::ADV,tänna,сюды
722,von hier::ADV,täspäi,адсюль
723,von hier::ADV,täspäi,адгэтуль
724,von hier::ADV,sid'päi,адсюль
725,von hier::ADV,sid'päi,адгэтуль
726,dort::ADV,sigä,там
727,dorthin::ADV,sinna,туды
728,dorthin::ADV,nakkale,туды
729,geradeaus::ADV,kohtha,прама
730,vorwärts::ADV,edehe,наперад
731,rückwärts::ADV,sel'gin,назад
732,zurück::ADV,tagaze,назад
733,unten::ADV,alahan,унізе
734,hinab::ADV,alaz,уніз
735,hinab::ADV,alahaks,уніз
736,oben::ADV,ülähän,угары
737,oben::ADV,ülähän,наверсе
738,hinauf::ADV,ülez,угару
739,hinauf::ADV,ülähäks,угару
740,überall::ADV,kaikjal,усюды
741,nicht::ADV,ei,не
742,ein wenig::ADV,vähän,трошкі
743,kaum::ADV,habi,ледзьве
744,sehr::ADV,lujas,вельмі
745,so::ADV,muga,так
746,so::ADV,ninga,так
747,noch::ADV,völ,яшчэ
748,nur::ADV,järg,толькі
749,nur::ADV,vaiše,толькі
750,schon::ADV,jo,ужо
751,wieder::ADV,möst,зноў
752,vergebens::ADV,uhtei,дарма
753,vergebens::ADV,uhtei,дарэмна
754,vor::PRP,edes,перад
755,hinter::PRP,taga,за
756,hinter::PRP,taga,ззаду
757,unter::PRP,al,пад
758,durch::PRP,läbi,праз
759,durch::PRP,kal't,праз
760,neben::PRP,rindal,каля
761,zwischen::PRP,keskes,між
762,zwischen::PRP,keskes,паміж
763,wegen::PRP,tagut,з-за
764,dies::PRN,nece,гэта
765,das::PRN,se,тое
766,alles::PRN,kaik,усё
767,ich::PRN,minä,я
768,du::PRN,sinä,ты
769,er::PRN,hän,ён
770,wir::PRN,mö,мы
771,ihr::PRN,tö,вы
772,sie::PRN,hö,яны
773,was::FPRN,mi,што
774,wer::FPRN,ken,хто
775,wo::FADV,kus,дзе
776,wohin::FADV,kuna,куды
777,wie::FADV,kut,як
778,wie::FADV,mit',як
779,warum::FADV,mikš,чаму
780,wieviel::FNUM,äjak,колькі
781,wieviel::FNUM,kuverz',колькі
782,eins::NUM,üks',адзін
783,zwei::NUM,kaks',два
784,drei::NUM,koume,тры
785,vier::NUM,nel'l',чатыры
786,fünf::NUM,viž,пяць
787,sechs::NUM,kuz',шесць
788,sieben::NUM,seičeme,сем
789,acht::NUM,kahesa,восем
790,neun::NUM,ühesa,дзевяць
791,zehn::NUM,kümne,дзесяць
792,elf::NUM,üks'toštkümne,адзінаццаць
793,zwölf::NUM,kaks'toštkümne,дванаццаць
794,zwanzig::NUM,kaks'kümne,дваццаць
795,dreißig::NUM,koumekümne,трыццаць
796,vierzig::NUM,nel'l'kümne,сорак
797,fünfzig::NUM,vižkümne,пядзесят
798,sechzig::NUM,kuz'kümne,шесдзесят
799,siebzig::NUM,seičemekümne,семдзесят
800,achtzig::NUM,kahesakümne,восемдзесят
801,neunzig::NUM,ühesakümne,дзевяноста
802,hundert::NUM,sada,сто
803,tausend::NUM,tuha,тысяча
804,und::CNJ,i,і
805,und::CNJ,i,ды
806,und::CNJ,da,і
807,und::CNJ,da,ды
808,oder::CNJ,vai,або
809,stehen::V,seišta,стаяць
810,sitzen::V,ištta,сядзець
811,liegen::V,venuda,ляжаць
812,hängen::V,ripta,вісець
813,werden::V,lindä,стаць
814,werden::V,lindä,зрабіцца
815,werden::V,tehtas,стаць
816,werden::V,tehtas,зрабіцца
817,passieren::V,ozaitas,трапіцца
818,beginnen::V,augotadas,пачацца
819,enden::V,loptas,кончыцца
