,Concept_ID,en,it
878,trocknen::V,dry,asciugarsi
879,sieden::V,boil,bollire
880,faulen::V,rot,marcire
881,verfaulen::V,decay,imputridire
882,reißen::V,snap,strapparsi
883,versinken::V,sink,affondare
884,vergehen::V,pass,passare
885,erscheinen::V,appear,apparire
886,erscheinen::V,appear,comparire
887,verschwinden::V,disappear,sparire
888,verschwinden::V,disappear,scomparire
889,sinken::V,drop,calare
890,sinken::V,drop,scendere
891,abnehmen::V,decrease,diminuire
892,zunehmen::V,increase,aumentare
893,steigen::V,rise,salire
894,steigen::V,rise,montare
895,wachsen::V,grow,crescere
896,glänzen::V,shine,splèndere
897,funkeln::V,sparkle,brillare
898,funkeln::V,sparkle,scintillare
899,lärmen::V,be noisy,strepitare
900,lärmen::V,be noisy,fare chiasso
901,läuten::V,chime,suonare
902,klingeln::V,ring,suonare
903,klirren::V,tinkle,tintinnare
904,brausen::V,roar,rombare
905,brausen::V,roar,rumoreggiare
906,rauschen::V,rustle,frusciare
907,klingen::V,sound,suonare
908,bellen::V,bark,latrare
909,bellen::V,bark,abbaiare
910,heulen::V,howl,urlare
911,heulen::V,howl,ululare
912,blasen::V,blow,soffiare
913,pfeifen::V,whistle,fischiare
914,schreien::V,shout,gridare
915,stöhnen::V,groan,gèmere
916,zittern::V,tremble,tremare
917,leben::V,be alive,vìvere
918,geboren werden::V,be born,nàscere
919,atmen::V,breathe,respirare
920,trinken::V,drink,bere
921,essen::V,eat,mangiare
922,schlucken::V,swallow,inghiottire
923,müde werden::V,get tired,stancarsi
924,einschlafen::V,fall asleep,addormentarsi
925,schlafen::V,sleep,dormire
926,aufwachen::V,wake up,svegliarsi
927,aufstehen::V,get up,levarsi
928,sich erholen::V,relax,riposarsi
929,krank werden::V,fall ill,ammalarsi
930,krank sein::V,be ill,èssere malato
931,schmerzen::V,ache,dolere
932,husten::V,cough,tossire
933,genesen::V,recover,guarire
934,sterben::V,die,morire
935,umkommen::V,perish,perire
936,sich bewegen::V,move,agitarsi
937,sich rühren::V,budge,muòversi
938,sich erheben::V,stand up,alzarsi
939,sich setzen::V,sit down,sedersi
940,hinfallen::V,tumble,cadere
941,laufen::V,walk,camminare
942,laufen::V,walk,andare a piedi
943,schreiten::V,pace,andare
944,schreiten::V,pace,procedere
945,spazierengehen::V,go for a walk,passeggiare
946,spazierengehen::V,go for a walk,andare a passeggio
947,eilen::V,rush,andare in fretta
948,sich beeilen::V,hurry,affrettarsi
949,sausen::V,dash,volare
950,sausen::V,dash,correre
951,rennen::V,run,correre
952,springen::V,jump,saltare
953,klettern::V,climb,arrampicarsi
954,schaukeln::V,seesaw,fare l'altalena
955,kriechen::V,creep,strisciare
956,schwimmen::V,swim,nuotare
957,tauchen::V,dive,tuffarsi
958,tauchen::V,dive,immèrgersi
959,rudern::V,row,remare
960,fahren::V,drive,andare
961,fahren::V,drive,viaggiare
962,fliegen::V,fly,volare
963,gehen::V,go,andare
964,weggehen::V,go away,andàrsene
965,weggehen::V,go away,andare via
966,abfahren::V,depart,partire
967,anhalten::V,stop,fermarsi
968,hineingehen::V,go in,entrare
969,eintreten::V,enter,entrare
970,kommen::V,come,venire
971,ankommen::V,arrive,arrivare
972,zurückkommen::V,come back,ritornare
973,bleiben::V,stay,restare
974,bleiben::V,stay,rimanere
975,warten::V,wait,aspettare
976,erwarten::V,wait for,attèndere
977,suchen::V,seek,cercare
978,suchen::V,look for,cercare
979,finden::V,find,trovare
980,versuchen::V,try,tentare
981,vorbereiten::V,prepare,preparare
982,lieben::V,love,amare
983,mögen::V,like,piacere a
984,mögen::V,like,volere bene a
985,lachen::V,laugh,rìdere
986,rühren::V,move,commuòvere
987,weinen::V,weep,piàngere
988,schimpfen::V,grumble,imprecare
989,sich ärgern::V,be annoyed,stizzirsi
990,sich ärgern::V,be annoyed,arrabbiarsi
991,sich fürchten::V,be afraid,avere paura
992,fürchten::V,be afraid of,temere
993,fliehen::V,flee,fuggire
994,flüchten::V,escape,sfuggire
995,sehen::V,see,vedere
996,anschauen::V,look at,guardare
997,ansehen::V,watch,guardare
998,hören::V,hear,udire
999,hören::V,hear,sentire
1000,zuhören::V,listen,ascoltare
1001,probieren::V,taste,degustare
1002,probieren::V,taste,assaggiare
1003,riechen::V,smell,sentire
1004,fühlen::V,feel,sentire
1005,scheinen::V,seem,parere
1006,scheinen::V,seem,sembrare
1007,zu sehen sein::V,show,vedersi
1008,vernehmen::V,hear,sentire
1009,vernehmen::V,hear,percepire
1010,frieren::V,be cold,aver freddo
1011,tun::V,do,fare
1012,können::V,can,sapere
1013,wollen::V,want,volere
1014,anfangen::V,start,iniziare
1015,anfangen::V,start,cominciare
1016,beenden::V,finish,finire
1017,beenden::V,finish,terminare
1018,aufhören::V,stop,finire
1019,aufhören::V,stop,cessare
1020,gelingen::V,succeed,riuscire
1021,geraten::V,turn out,stare
1022,öffnen::V,open,aprire
1023,schließen::V,close,chiùdere
1024,stellen::V,put,porre
1025,stellen::V,put,mettere
1026,setzen::V,place,porre
1027,setzen::V,place,mettere
1028,legen::V,lay,posare
1029,legen::V,lay,mettere
1030,berühren::V,touch,toccare
1031,verbinden::V,connect,unire
1032,verbinden::V,connect,congiùngere
1033,bedecken::V,cover,coprire
1034,bedecken::V,cover,ricoprire
1035,aufhängen::V,hang up,attaccare
1036,anzünden::V,light,accèndere
1037,anzünden::V,light,incendiare
1038,aufheben::V,pick up,raccògliere
1039,zurücklassen::V,leave,lasciare
1040,zurücklassen::V,leave,lasciare indietro
1041,verlieren::V,lose,pèrdere
1042,fallen lassen::V,drop,lasciare cadere
1043,machen::V,make,fare
1044,herstellen::V,produce,produrre
1045,herstellen::V,produce,fabbricare
1046,bauen::V,build,costruire
1047,reparieren::V,mend,riparare
1048,verbessern::V,improve,migliorare
1049,ändern::V,alter,mutare
1050,ändern::V,alter,cambiare
1051,graben::V,dig,scavare
1052,beugen::V,bow,chinare
1053,beugen::V,bow,flettere
1054,biegen::V,bend,tòrcere
1055,drehen::V,spin,girare
1056,wenden::V,turn,girare
1057,wenden::V,turn,voltare
1058,umdrehen::V,turn around,rivoltare
1059,heben::V,raise,levare
1060,hochheben::V,lift,levare
1061,hochheben::V,lift,sollevare
1062,ergreifen::V,seize,afferrare
1063,halten::V,hold,tenere
1064,drücken::V,press,premere
1065,schieben::V,push,spìngere
1066,kratzen::V,scrape,grattare
1067,kratzen::V,scrape,graffiare
1068,lecken::V,lick,leccare
1069,beißen::V,bite,mòrdere
1070,abreißen::V,tear off,staccarsi
1071,abreißen::V,tear off,strapparsi
1072,abschneiden::V,cut off,tagliare
1073,binden::V,tie,legare
1074,binden::V,tie,bendare
1075,stecken::V,stick,ficcare
1076,brechen::V,break,rompere
1077,klopfen::V,knock,bàttere
1078,hauen::V,hit,picchiare
1079,kleben::V,glue,incollare
1080,reiben::V,rub,fregare
1081,streichen::V,spread,spalmare
1082,schleifen::V,grind,arrotare
1083,schneiden::V,cut,tagliare
1084,rütteln::V,jolt,scuòtere
1085,schütteln::V,shake,agitare
1086,schütteln::V,shake,scuòtere
1087,schwenken::V,swing,agitare
1088,schwenken::V,swing,sventolare
1089,schütten::V,pour,versare
1090,füllen::V,fill,riempire
1091,einwickeln::V,wrap,involtare
1092,tragen::V,carry,portare
1093,schleppen::V,drag,trainare
1094,schleppen::V,drag,trascinare
1095,ziehen::V,pull,tirare
1096,aufbewahren::V,keep,custodire
1097,aufbewahren::V,keep,conservare
1098,werfen::V,throw,gettare
1099,werfen::V,throw,lanciare
1100,fangen::V,catch,prèndere
1101,fangen::V,catch,acchiappare
1102,packen::V,grab,pigliare
1103,packen::V,grab,afferrare
1104,verstecken::V,hide,nascondere
1105,teilen::V,divide,divìdere
1106,schicken::V,send,inviare
1107,bringen::V,bring,portare
1108,bringen::V,bring,apportare
1109,hinzufügen::V,add,aggiùngere
1110,bekommen::V,get,ricevere
1111,erhalten::V,receive,ricevere
1112,nehmen::V,take,prèndere
1113,wählen::V,choose,elèggere
1114,wählen::V,choose,scegliere
1115,auswählen::V,select,scegliere
1116,bewahren::V,preserve,conservare
1117,behindern::V,hinder,impedire
1118,verderben::V,spoil,guastare
1119,beschädigen::V,damage,danneggiare
1120,zerbrechen::V,break,rompere
1121,zerbrechen::V,break,spezzare
1122,zerreißen::V,tear,stracciare
1123,zerstören::V,destroy,distrùggere
1124,verbrennen::V,burn,bruciare
1125,geben::V,give,dare
1126,reichen::V,hand,pòrgere
1127,schenken::V,give,regalare
1128,versprechen::V,promise,promettere
1129,wünschen::V,wish,augurare
1130,loben::V,praise,lodare
1131,küssen::V,kiss,baciare
1132,wiegen::V,rock,cullare
1133,wiegen::V,rock,dondolare
1134,zudecken::V,cover,coprire
1135,wecken::V,wake,svegliare
1136,zeigen::V,show,indicare
1137,führen::V,guide,guidare
1138,führen::V,guide,condurre
1139,lehren::V,teach,insegnare
1140,unterrichten::V,instruct,istruire
1141,unterrichten::V,instruct,insegnare
1142,aufziehen::V,bring up,allevare
1143,leiten::V,lead,avviare
1144,leiten::V,lead,dirìgere
1145,antreiben::V,urge,incitare
1146,lassen::V,let,fare
1147,einladen::V,invite,invitare
1148,vereinigen::V,unite,unire
1149,besuchen::V,visit,visitare
1150,besuchen::V,visit,far vìsita a
1151,treffen::V,meet,incontrare
1152,sich versammeln::V,assemble,rinunirsi
1153,spielen::V,play,giocare
1154,singen::V,sing,cantare
1155,tanzen::V,dance,danzare
1156,sich trennen::V,separate,separarsi
1157,verlassen::V,leave,lasciare
1158,verlassen::V,leave,abbandonare
1159,retten::V,rescue,salvare
1160,bewachen::V,guard,custodire
1161,schützen::V,protect,protèggere
1162,verteidigen::V,defend,difèndere
1163,sich schlagen::V,brawl,bàttersi
1164,schießen::V,shoot,sparare
1165,siegen::V,win,vìncere
1166,ärgern::V,annoy,stizzire
1167,schlagen::V,beat,bàttere
1168,treten::V,kick,calciare
1169,stechen::V,sting,pùngere
1170,stoßen::V,shove,urtare
1171,stoßen::V,shove,spìngere
1172,stehlen::V,steal,rubare
1173,stören::V,disturb,disturbare
1174,belästigen::V,bother,molestare
1175,belästigen::V,bother,importunare
1176,verbergen::V,conceal,celare
1177,verbergen::V,conceal,nascondere
1178,täuschen::V,deceive,ingannare
1179,betrügen::V,cheat,frodare
1180,betrügen::V,cheat,truffare
1181,töten::V,kill,uccìdere
1182,wohnen::V,dwell,abitare
1183,arbeiten::V,work,lavorare
1184,sammeln::V,gather,raccògliere
1185,sammeln::V,gather,collezionare
1186,pflücken::V,pick,cògliere
1187,jagen::V,hunt,cacciare
1188,fischen::V,fish,pescare
1189,fassen::V,catch,catturare
1190,fassen::V,catch,acchiappare
1191,hüten::V,herd,pascolare
1192,treiben::V,drive,spìngere
1193,anbinden::V,tie up,legare
1194,anbinden::V,tie up,attaccare
1195,füttern::V,feed,dar da mangiare a
1196,melken::V,milk,mùngere
1197,hacken::V,chop,tritare
1198,hacken::V,chop,spaccare
1199,gießen::V,water,annaffiare
1200,reifen::V,ripen,maturare
1201,zubereiten::V,cook,preparare
1202,kochen::V,boil,cuòcere
1203,backen::V,bake,cuòcere
1204,backen::V,bake,cuòcere al forno
1205,braten::V,fry,frìggere
1206,braten::V,fry,arrostire
1207,umrühren::V,stir,mescolare
1208,stricken::V,knit,llavorare a maglia
1209,nähen::V,sew,cucire
1210,färben::V,dye,tìngere
1211,reinigen::V,clean,pulire
1212,reinigen::V,clean,nettare
1213,waschen::V,wash,lavare
1214,abwischen::V,wipe,asciugare
1215,spülen::V,rinse,lavare
1216,spülen::V,rinse,sciacquare
1217,fegen::V,sweep,spazzare
1218,kehren::V,sweep,spazzare
1219,baden::V,bath,bagnarsi
1220,baden::V,bath,fare il bagno
1221,sich waschen::V,wash,lavarsi
1222,ausziehen::V,take off,tògliersi
1223,anziehen::V,put on,mettersi
1224,anziehen::V,put on,indossare
1225,sich anziehen::V,get dressed,vestirsi
1226,kämmen::V,comb,pettinare
1227,schmücken::V,decorate,ornare
1228,schmücken::V,decorate,decorare
1229,sagen::V,say,dire
1230,sprechen::V,speak,parlare
1231,reden::V,talk,parlare
1232,sich unterhalten::V,chat,conversare
1233,fragen::V,ask,chièdere
1234,fragen::V,ask,domandare
1235,bitten::V,request,pregare
1236,erzählen::V,tell,narrare
1237,erzählen::V,tell,raccontare
1238,mitteilen::V,convey,comunicare
1239,nennen::V,name,nominare
1240,rufen::V,call,chiamare
1241,prahlen::V,brag,vantarsi
1242,übersetzen::V,translate,tradurre
1243,denken::V,think,pensare
1244,glauben::V,believe,credere
1245,bemerken::V,notice,notare
1246,bemerken::V,notice,osservare
1247,erkennen::V,recognize,riconoscere
1248,begreifen::V,grasp,capire
1249,begreifen::V,grasp,comprèndere
1250,verstehen::V,understand,intèndere
1251,verstehen::V,understand,comprèndere
1252,lernen::V,learn,imparare
1253,lernen::V,learn,apprèndere
1254,wissen::V,know,sapere
1255,sich erinnern an::V,remember,ricordare
1256,sich erinnern an::V,remember,ricordarsi di
1257,vergessen::V,forget,dimenticare
1258,messen::V,measure,misurare
1259,zählen::V,count,contare
1260,rechnen::V,calculate,contare
1261,rechnen::V,calculate,calcolare
1262,lesen::V,read,lèggere
1263,malen::V,paint,dipìngere
1264,zeichnen::V,draw,disegnare
1265,schreiben::V,write,scrìvere
1266,besitzen::V,own,possedere
1267,kaufen::V,buy,comprare
1268,kaufen::V,buy,acquistare
1269,verkaufen::V,sell,vendere
1270,bezahlen::V,pay for,pagare
1271,zahlen::V,pay,pagare
1272,beherrschen::V,rule,dominare
1273,ertragen::V,endure,sopportare
