,Concept_ID,xal,en
841,sterben::V,өңгрх,die
842,umkommen::V,үкх,perish
843,sich bewegen::V,көдлх,move
844,sich bewegen::V,көндрх,move
845,sich rühren::V,көндрх,budge
846,sich erheben::V,босх,stand up
847,sich setzen::V,суух,sit down
848,hinfallen::V,унх,tumble
849,hinfallen::V,киисх,tumble
850,laufen::V,йовх,walk
851,schreiten::V,алхх,pace
852,spazierengehen::V,сергҗ йовх,go for a walk
853,eilen::V,шулудх,rush
854,sich beeilen::V,адһх,hurry
855,sich beeilen::V,шамдх,hurry
856,sausen::V,хурдлх,dash
857,sausen::V,йир_хурдар_гүүх,dash
858,sausen::V,йир_хурдар_йовх,dash
859,rennen::V,гүүх,run
860,springen::V,һәрәдх,jump
861,klettern::V,давшх,climb
862,schaukeln::V,дүүдңндх,seesaw
863,kriechen::V,мөлкх,creep
864,schwimmen::V,усчх,swim
865,tauchen::V,булхх,dive
866,rudern::V,хәәвдх,row
867,fahren::V,йовх,drive
868,fliegen::V,нисх,fly
869,gehen::V,йовх,go
870,weggehen::V,йовх,go away
871,weggehen::V,одх,go away
872,weggehen::V,һарх,go away
873,weggehen::V,мөрлх,go away
874,abfahren::V,мордх,depart
875,anhalten::V,зогсх,stop
876,hineingehen::V,орх,go in
877,eintreten::V,орх,enter
878,kommen::V,ирх,come
879,ankommen::V,ирх,arrive
880,zurückkommen::V,орх,come back
881,bleiben::V,бәәх,stay
882,warten::V,күләх,wait
883,erwarten::V,күләх,wait for
884,suchen::V,хәәх,seek
885,suchen::V,хәәх,look for
886,finden::V,олх,find
887,versuchen::V,седх,try
888,vorbereiten::V,белдх,prepare
889,lieben::V,дурлх,love
890,mögen::V,таассгдх,like
891,lachen::V,инәх,laugh
892,rühren::V,уйрах,move
893,weinen::V,уульх,weep
894,schimpfen::V,харах,grumble
895,sich ärgern::V,уурлх,be annoyed
896,sich fürchten::V,әәх,be afraid
897,fürchten::V,әәх,be afraid of
898,fürchten::V,сүрдх,be afraid of
899,fliehen::V,зулх,flee
900,flüchten::V,орһх,escape
901,flüchten::V,зулх,escape
902,sehen::V,үзх,see
903,anschauen::V,харх,look at
904,ansehen::V,хәләх,watch
905,ansehen::V,үзх,watch
906,hören::V,соңсх,hear
907,zuhören::V,соңсх,listen
908,probieren::V,амсх,taste
909,riechen::V,үнрчлх,smell
910,fühlen::V,медх,feel
911,scheinen::V,болҗ медгдх,seem
912,scheinen::V,миниһәр болхла,seem
913,scheinen::V,болад бәәх,seem
914,zu sehen sein::V,үзгдх,show
915,vernehmen::V,соңсх,hear
916,frieren::V,даарх,be cold
917,tun::V,кех,do
918,können::V,чадх,can
919,wollen::V,дурлх,want
920,anfangen::V,эклх,start
921,beenden::V,дуусх,finish
922,aufhören::V,уурх,stop
923,gelingen::V,бүтх,succeed
924,gelingen::V,күцәх,succeed
925,geraten::V,болх,turn out
926,öffnen::V,секх,open
927,schließen::V,хаах,close
928,stellen::V,тәвх,put
929,setzen::V,суулһх,place
930,legen::V,тәвх,lay
931,berühren::V,көндәх,touch
932,verbinden::V,боох,connect
933,bedecken::V,хучх,cover
934,bedecken::V,бүркх,cover
935,aufhängen::V,өлгх,hang up
936,anzünden::V,асах,light
937,anzünden::V,шатах,light
938,aufheben::V,өөдән өргх,pick up
939,zurücklassen::V,үлдәх,leave
940,verlieren::V,геех,lose
941,fallen lassen::V,алдх,drop
942,machen::V,кех,make
943,herstellen::V,кех,produce
944,bauen::V,тосхх,build
945,reparieren::V,ясх,mend
946,verbessern::V,сәәрүлх,improve
947,ändern::V,хүврәх,alter
948,graben::V,малтх,dig
949,beugen::V,нуһлх,bow
950,biegen::V,матилһх,bend
951,drehen::V,эргүлх,spin
952,wenden::V,көмрх,turn
953,wenden::V,эргүлх,turn
954,umdrehen::V,эргүлх,turn around
955,heben::V,өргх,raise
956,heben::V,деер өргх,raise
957,hochheben::V,өргх,lift
958,ergreifen::V,бәрх,seize
959,halten::V,бәрх,hold
960,drücken::V,шахх,press
961,schieben::V,түлкх,push
962,kratzen::V,мааҗх,scrape
963,lecken::V,долах,lick
964,beißen::V,хазх,bite
965,abreißen::V,таслх,tear off
966,abschneiden::V,тәәрх,cut off
967,binden::V,боох,tie
968,stecken::V,шаах,stick
969,stecken::V,хатхх,stick
970,brechen::V,хамхлх,break
971,klopfen::V,цокх,knock
972,hauen::V,цокх,hit
973,kleben::V,наах,glue
974,reiben::V,зүлгх,rub
975,streichen::V,наах,spread
976,streichen::V,лашх,spread
977,streichen::V,түркх,spread
978,schleifen::V,хурцлх,grind
979,schneiden::V,хәәчлх,cut
980,rütteln::V,дәәвлүлх,jolt
981,schütteln::V,сегсрх,shake
982,schwenken::V,дайлх,swing
983,schütten::V,кех,pour
984,füllen::V,дүүргх,fill
985,einwickeln::V,орах,wrap
986,tragen::V,зөөх,carry
987,schleppen::V,чирх,drag
988,ziehen::V,татх,pull
989,aufbewahren::V,хадһлх,keep
990,werfen::V,хайх,throw
991,fangen::V,бәрх,catch
992,fangen::V,хавлх,catch
993,packen::V,бәрх,grab
994,verstecken::V,дүрх,hide
995,verstecken::V,бултулх,hide
996,teilen::V,хувах,divide
997,schicken::V,илгәх,send
998,bringen::V,авч ирх,bring
999,hinzufügen::V,немх,add
1000,bekommen::V,авх,get
1001,erhalten::V,авх ,receive
1002,nehmen::V,авх,take
1003,wählen::V,шүүх,choose
1004,auswählen::V,шүүх,select
1005,bewahren::V,хадһлх,preserve
1006,bewahren::V,кевтнь үлдәх,preserve
1007,bewahren::V,кевтнь бәәлһх,preserve
1008,behindern::V,харшлх,hinder
1009,verderben::V,үрәх,spoil
1010,beschädigen::V,эвдх,damage
1011,zerbrechen::V,күүлх,break
1012,zerbrechen::V,хамхлх,break
1013,zerreißen::V,шуучх,tear
1014,zerstören::V,эвдх,destroy
1015,verbrennen::V,шатах,burn
1016,geben::V,өгх,give
1017,reichen::V,өгх,hand
1018,schenken::V,белглх,give
1019,versprechen::V,амлх,promise
1020,wünschen::V,сә хәәх,wish
1021,loben::V,магтх,praise
1022,küssen::V,үмсх,kiss
1023,wiegen::V,саатулх,rock
1024,zudecken::V,бүркх,cover
1025,wecken::V,серүлх,wake
1026,zeigen::V,үзүлх,show
1027,führen::V,көтлх,guide
1028,lehren::V,заах,teach
1029,lehren::V,сурһх,teach
1030,unterrichten::V,сурһх,instruct
1031,unterrichten::V,багшлх,instruct
1032,aufziehen::V,өскәх,bring up
1033,leiten::V,һардх,lead
1034,leiten::V,толһалх,lead
1035,antreiben::V,шамдах,urge
1036,lassen::V,күч үзүлх,let
1037,einladen::V,үрх,invite
1038,vereinigen::V,хамцулх,unite
1039,besuchen::V,одх,visit
1040,treffen::V,харһх,meet
1041,sich versammeln::V,цуглрх,assemble
1042,sich versammeln::V,хурх,assemble
1043,spielen::V,наадх,play
1044,singen::V,дуулх,sing
1045,tanzen::V,биилх,dance
1046,sich trennen::V,хаһцх,separate
1047,verlassen::V,хайх,leave
1048,retten::V,әм аврх,rescue
1049,retten::V,әәмшгәс харсх,rescue
1050,bewachen::V,харх,guard
1051,bewachen::V,манх,guard
1052,schützen::V,харсх,protect
1053,verteidigen::V,харсх,defend
1054,sich schlagen::V,гүвдлдх,brawl
1055,schießen::V,хах,shoot
1056,siegen::V,диилх,win
1057,ärgern::V,уурлулх,annoy
1058,schlagen::V,цокх,beat
1059,schlagen::V,гүвдх,beat
1060,stechen::V,хатхх,sting
1061,stoßen::V,түлкчкх,shove
1062,stehlen::V,хулхалх,steal
1063,stören::V,һә болх,disturb
1064,belästigen::V,амр эс өгх,bother
1065,verbergen::V,нуух,conceal
1066,verbergen::V,бултулх,conceal
1067,täuschen::V,меклх,deceive
1068,betrügen::V,меклх,cheat
1069,betrügen::V,мек һарһх,cheat
1070,töten::V,алх,kill
1071,wohnen::V,бәәх,dwell
1072,arbeiten::V,көдлх,work
1073,sammeln::V,түүх,gather
1074,pflücken::V,түүх,pick
1075,pflücken::V,хурах,pick
1076,jagen::V,аңнх,hunt
1077,jagen::V,аңһучлх,hunt
1078,fischen::V,заһс аңнх,fish
1079,fassen::V,бәрх,catch
1080,hüten::V,хәрүлх,herd
1081,treiben::V,туух,drive
1082,anbinden::V,уйх,tie up
1083,füttern::V,теҗәх,feed
1084,melken::V,саах,milk
1085,hacken::V,чавчх,chop
1086,gießen::V,услх,water
1087,reifen::V,болх,ripen
1088,reifen::V,болвсрх,ripen
1089,zubereiten::V,белдх,cook
1090,kochen::V,чанх,boil
1091,kochen::V,болһх,boil
1092,backen::V,болһх,bake
1093,braten::V,хуурх,fry
1094,umrühren::V,самрх,stir
1095,stricken::V,өлгх,knit
1096,nähen::V,уйх,sew
1097,färben::V,будх,dye
1098,reinigen::V,цеврлх,clean
1099,waschen::V,уһах,wash
1100,abwischen::V,арчх,wipe
1101,spülen::V,зәәлх,rinse
1102,fegen::V,сәвүрдх,sweep
1103,kehren::V,сәвүрдх,sweep
1104,baden::V,өөмх,bath
1105,sich waschen::V,уһах,wash
1106,sich waschen::V,бийән уһаҗ,wash
1107,ausziehen::V,тәәлх,take off
1108,anziehen::V,өмсх,put on
1109,sich anziehen::V,хувцлх,get dressed
1110,kämmen::V,самлх,comb
1111,schmücken::V,чимх,decorate
1112,schmücken::V,кеерүлх,decorate
1113,sagen::V,келх,say
1114,sprechen::V,келх,speak
1115,reden::V,күүндх,talk
1116,reden::V,күр_кех,talk
1117,sich unterhalten::V,күүндх,chat
1118,fragen::V,сурх,ask
1119,bitten::V,эрх,request
1120,erzählen::V,келх,tell
1121,erzählen::V,келҗ өгх,tell
1122,mitteilen::V,медүлх,convey
1123,nennen::V,нерәдх,name
1124,nennen::V,нер өгх,name
1125,rufen::V,дуудх,call
1126,prahlen::V,көөрх,brag
1127,übersetzen::V,орчулх,translate
1128,denken::V,санх,think
1129,glauben::V,шүтх,believe
1130,glauben::V,нәәлх,believe
1131,bemerken::V,темдглх,notice
1132,erkennen::V,таньх,recognize
1133,erkennen::V,медх,recognize
1134,begreifen::V,медх,grasp
1135,verstehen::V,соңсх,understand
1136,lernen::V,сурх,learn
1137,wissen::V,медх,know
1138,sich erinnern an::V,санх,remember
1139,vergessen::V,мартх,forget
1140,messen::V,кемҗәлх,measure
1141,zählen::V,тоолх,count
1142,rechnen::V,тоолх,calculate
1143,lesen::V,умшх,read
1144,malen::V,зурх,paint
1145,zeichnen::V,зурх,draw
1146,schreiben::V,бичх,write
1147,besitzen::V,эзлх,own
1148,kaufen::V,хулдҗ авх,buy
1149,verkaufen::V,хулдх,sell
1150,verkaufen::V,гүүлгх,sell
1151,bezahlen::V,өгх,pay for
1152,zahlen::V,өгх,pay
1153,beherrschen::V,эзлх,rule
1154,ertragen::V,даах,endure
1155,treten::V,,kick
