,Concept_ID,ru,ce
380,Honig::N,мед,моз
381,Milch::N,молоко,шура
382,Tee::N,чай,чай
383,Leder::N,кожа,цӏока
384,Wolle::N,шерсть,тӏapгӏa
385,Stoff::N,ткань,кӏади
386,Nadel::N,игла,маха
387,Faden::N,нитка,тай
388,Knopf::N,пуговица,нуьйда
389,Knoten::N,узел,шад
390,Farbe::N,краска,сир
391,Farbe::N,краска,басар
392,Kleidung::N,одежда,бедар
393,Hemd::N,рубашка,коч
394,Kragen::N,воротник,кач
395,Ärmel::N,рукав,пхьош
396,Hose::N,брюки,хеча
397,Gürtel::N,пояс,доьхка
398,Mütze::N,шапка,куй
399,Schuh::N,ботинок,мача
400,Stiefel::N,сапог,этка
401,Ring::N,кольцо,чӏуг
402,Band::N,лента,лента
403,Kamm::N,расческа,ехк
404,Spiegel::N,зеркало,куьзга
405,Riemen::N,ремень,доьхка
406,Schnur::N,веревка,муш
407,Leine::N,поводок,кочатосу доьхка
408,Decke::N,одеяло,юргӏа
409,Kissen::N,подушка,гIайба
410,Tuch::N,платок,исхар
411,Handtuch::N,полотенце,гата
412,Kraft::N,сила,гӏора
413,Stärke::N,крепость,гӏап
414,Gesundheit::N,здоровье,могашалла
415,Krankheit::N,болезнь,цамгар
416,Schmerz::N,боль,лазар
417,Wunde::N,рана,чов
418,Fieber::N,лихорадка,xорша
419,Fieber::N,температура,xорша
420,Arznei::N,лекарство,молха
421,Brücke::N,мост,тӏай
422,Brunnen::N,колодец,гӏу
423,Weide::N,пастбище,дак
424,Pfad::N,тропа,тача
425,Weg::N,путь,некъ
426,Weg::N,дорога,некъ
427,Straße::N,улица,урам
428,Straße::N,дорога,урам
429,Dorf::N,деревня,юрт
430,Stadt::N,город,гӏала
431,Brief::N,письмо,кехат
432,Buch::N,книга,жайна
433,Buchstabe::N,буква,элп
434,Zeitung::N,газета,газет
435,Leben::N,жизнь,дахар
436,Tod::N,смерть,далар
437,Tod::N,смерть,ӏожалла
438,Grab::N,могила,каш
439,Kirche::N,церковь,килс
440,Sünde::N,грех,къа
441,Gott::N,бог,дела
442,Arbeiter::N,рабочий,белхало
443,Chef::N,начальник,хьаькам
444,Meister::N,мастер,говзанча
445,Arzt::N,врач,лор
446,Lehrer::N,учитель,хьехархо
447,Geld::N,деньги,aхча
448,Geschäft::N,занятие,туька
449,Laden::N,магазин,туька
450,Preis::N,цена,мах
451,Ware::N,товар,хlума
452,Nutzen::N,выгода,пайда
453,Reichtum::N,богатство,хьал
454,Welt::N,мир,дуьне
455,Land::N,страна,мохк
456,Staat::N,государство,пачхьалкх
457,König::N,король,паччахь
458,Macht::N,власть,ӏедал
459,Grenze::N,граница,доза
460,Krieg::N,война,тӏом
461,Feind::N,враг,мостагӏ
462,Gewalt::N,насилие,гӏело
463,Kampf::N,борьба,къийсам
464,Bogen[Waffe]::N,лук,
465,Pfeil::N,стрела,пха
466,Gewehr::N,ружье,топ
467,Fehler::N,ошибка,гӏалат
468,Lüge::N,ложь,аьшпаш
469,Schaden::N,вред,зен
470,Unglück::N,беда,бала
471,Schuld::N,вина,бехк
472,Alter::N,возраст,хан
473,Schluss::N,окончание,чакхе
474,Zeit::N,время,хан
475,Tag::N,день,де
476,Morgen::N,утро,ӏуьйре
477,Mittag::N,полдень,делкъе
478,Abend::N,вечер,суьйре
479,Nacht::N,ночь,буьйса
480,Woche::N,неделя,кӏира
481,Monat::N,месяц,бутт
482,Jahr::N,год,шо
483,Frühling::N,весна,бӏаьсте
484,Sommer::N,лето,аьхке
485,Herbst::N,осень,гуьйре
486,Winter::N,зима,ӏа
487,Januar::N,январь,январь
488,Februar::N,февраль,февраль
489,März::N,март,март
490,April::N,апрель,апрель
491,Mai::N,май,май
492,Juni::N,июнь,июнь
493,Juli::N,июль,июль
494,August::N,август,август
495,September::N,сентябрь,сентябрь
496,Oktober::N,октябрь,октябрь
497,November::N,ноябрь,ноябрь
498,Dezember::N,декабрь,декабрь
499,Montag::N,понедельник,оршот
500,Dienstag::N,вторник,шинара
501,Mittwoch::N,среда,кхаара
502,Donnerstag::N,четверг,еара
503,Freitag::N,пятница,пӏераска
504,Samstag::N,суббота,шот
505,Sonntag::N,воскресенье,кӏиранде
506,groß::A,большой,доккха
507,klein::A,маленький,кегий
508,lang::A,длинный,еха
509,kurz::A,короткий,доца
510,breit::A,широкий,шуьйра
511,schmal::A,узкий,готта
512,dicht::A,густой,луьста
513,dick[Gegenstand]::A,толстый,стомма
514,dünn::A,тонкий,дуткъа
515,fein::A,тонкий,ховха
516,fest::A,крепкий,чӏогӏа
517,flach::A,плоский,чӏапа
518,glatt::A,гладкий,шера
519,hart::A,твердый,чӏогӏa
520,weich::A,мягкий,кӏеда
521,rund::A,круглый,горга
522,spitz::A,остроконечный,ира
523,scharf::A,острый,ира
524,stumpf::A,тупой,аьртa
525,schwer::A,тяжелый,деза
526,schön::A,красивый,хаза
527,heiß::A,жаркий,довха
528,warm::A,теплый,довха
529,kalt::A,холодный,шийла
530,kühl::A,прохладный,шийла
531,frisch::A,свежий,керла
532,feucht::A,влажный,тӏуьна
533,nass::A,мокрый,тӏеда
534,trocken::A,сухой,eкъа
535,voll::A,полный,дуьзна
536,voll::A,наполненный,дуьзна
537,leer::A,пустой,яьсса
538,offen::A,открытый,диллина
539,geschlossen::A,закрытый,дӏакъевлина
540,geschlossen::A,закрытый,дӏачӏагӏдина
541,sauber::A,чистый,цӏена
542,schmutzig::A,грязный,боьха
543,roh::A,сырой,буьйда
544,reif::A,зрелый,хилла
545,lecker::A,вкусный,чоме
546,süß::A,сладкий,мерза
547,bitter::A,горький,къаьхьа
548,sauer::A,кислый,муьста
549,hell::A,светлый,сирла
550,dunkel::A,темный,бодане
551,schwarz::A,черный,ӏаьржа
552,weiß::A,белый,кӏайн
553,rot::A,красный,цӏен
554,gelb::A,желтый,можа
555,blau::A,синий,сийна
556,grün::A,зеленый,баьццара
557,grau::A,серый,cира
558,grau::A,серый,мокха
559,bunt::A,пестрый,къорза
560,billig::A,дешевый,дораха
561,teuer::A,дорогой,деза
562,wertvoll::A,ценный,мехала
563,blind::A,слепой,бӏаьрзе
564,taub::A,глухой,къора
565,kräftig::A,могучий,нуьцкъала
566,stark::A,сильный,зоьртала
567,stark::A,сильный,нуьцкъала
568,schwach::A,слабый,гӏорасиза
569,fett::A,жирный,дерстана
570,schlank::A,стройный,куц долу
571,hübsch::A,прелестный,хаза
572,böse::A,злой,вон
573,dumm::A,глупый,сонта
574,faul::A,ленивый,мало ен
575,fleißig::A,прилежный,тӏера
576,geizig::A,жадный,пис
577,geizig::A,жадный,сутара
578,klug::A,умный,хьекъале
579,geschickt::A,искусный,тӏахъаьлла
580,lieb::A,милый,хьоме
581,lustig::A,веселый,самукъане
582,sanft::A,нежный,кlеда
583,hungrig::A,голодный,меца
584,krank::A,больной,цомгуш долу
585,nackt::A,голый,дерзана
586,traurig::A,грустный,самукъане воцу
587,lebendig::A,живой,дийна
588,gut::A,хороший,дика
589,schlecht::A,плохой,вон
590,richtig::A,правильный,нийса
591,schlimm::A,отвратительный,вон
592,schlimm::A,мерзкий,вон
593,wahr::A,настоящий,бакъдолу
594,alt::A,старый,къена
595,neu::A,новый,керла
596,ehemalig::A,бывший,хилла
597,alt[Lebewesen]::A,пожилой,къена
598,jung::A,молодой,къона
599,arm::A,бедный,къен
600,reich::A,богатый,хьоле
601,bekannt::A,знакомый,девзаш долу
602,berühmt::A,знаменитый,цӏеяхана
603,fremd::A,чужой,нехан
604,verschieden::A,разный,тайп-тайпанара
605,nah::A,близкий,гергара
606,fern::A,далекий,гена
607,fern::A,далекий,генара
608,linker::A,левый,аьрру
609,rechter::A,правый,аьтту
610,anderer::A,другой,кхин
611,erster::A,первый,хьалхара
612,zweiter::A,второй,шолгIа
613,dritter::A,третий,кхоалгӏа
614,letzter::A,последний,тӏаьххьара
615,allein::ADV,один,цхьаъ
616,auf einmal::ADV,сразу,цу сохьтта
617,zusammen::ADV,вместе,цхьана
618,lange::ADV,долго,дукха
619,plötzlich::ADV,вдруг,цIеххьана
620,sofort::ADV,тотчас,цу сохьтта
621,später::ADV,позже,тӏаьхьо
622,jetzt::ADV,сейчас,хӏинца
623,heute::ADV,сегодня,тахана
624,morgen::ADV,завтра,кхана
625,bald::ADV,скоро,кеста
626,dann::ADV,потом,тӏаккха
627,gestern::ADV,вчера,селхана
628,einst::ADV,однажды,цкъа
629,damals::ADV,тогда,хӏетахьь
630,danach::ADV,затем,тӏаккха
631,vorher::ADV,раньше,хьалхa
632,zuerst::ADV,сперва,хьалха
633,einmal::ADV,раз,цкъа
634,manchmal::ADV,иногда,цкъаццкъа
635,oft::ADV,часто,кест-кеста
636,immer::ADV,всегда,даим
637,niemals::ADV,никогда,цкъа а
638,hier::ADV,здесь,кхузахь
639,hierhin::ADV,сюда,кхуза
640,von hier::ADV,отсюда,кхузара
641,dort::ADV,там,цигахь
642,dorthin::ADV,туда,цига
643,geradeaus::ADV,прямо,нийса дӏа
644,vorwärts::ADV,вперед,хьалха
645,rückwärts::ADV,назад,юха
646,zurück::ADV,обратно,юха
647,unten::ADV,внизу,лахахь
648,hinab::ADV,вниз,охьа
649,oben::ADV,наверху,лакхахь
650,hinauf::ADV,вверх,хьала
651,überall::ADV,везде,массанхьа
652,nicht::ADV,не,ца
653,ein wenig::ADV,немного,кӏеззиг
654,kaum::ADV,едва,халла
655,sehr::ADV,очень,вуно
656,so::ADV,так,
657,noch::ADV,еще,кхин
658,nur::ADV,только,бен ...ца
659,schon::ADV,уже,хӏинцале
660,wieder::ADV,опять,юха а
661,vergebens::ADV,напрасно,эрна
662,vor::PRP,перед,хьалха
663,hinter::PRP,за,тӏехьа
664,hinter::PRP,позади,тӏехьа
665,unter::PRP,под,кIелахь
666,durch::PRP,сквозь,чекх
667,neben::PRP,возле,юххе
668,zwischen::PRP,между,юккъехь
669,wegen::PRP,из-за,дуьхьа
670,dies::PRN,это,и
671,dies::PRN,это,иза
672,das::PRN,то,и
673,das::PRN,то,иза
674,alles::PRN,все,дерриг
675,ich::PRN,я,cо
676,du::PRN,ты,хьо
677,er::PRN,он,и
678,er::PRN,он,иза
679,wir::PRN,мы,тхо
680,wir::PRN,мы,вай
681,ihr::PRN,вы,шу
682,sie::PRN,они,уьш
683,was::FPRN,что,хӏун
684,wer::FPRN,кто,мила
685,wo::FADV,где,мичaхь
686,wohin::FADV,куда,мича
687,wie::FADV,как,муха
688,warum::FADV,почему,хӏунда
689,wieviel::FNUM,сколько,мел
690,wieviel::FNUM,сколько,маса
691,eins::NUM,один,цхьаъ
692,zwei::NUM,два,шиъ
693,drei::NUM,три,кхоъ
694,vier::NUM,четыре,диъ
695,fünf::NUM,пять,пхиъ
696,sechs::NUM,шесть,ялх
697,sieben::NUM,семь,ворхӏ
698,acht::NUM,восемь,бархӏ
699,neun::NUM,девять,исс
700,zehn::NUM,десять,итт
701,elf::NUM,одиннадцать,цхьайтта
702,zwölf::NUM,двенадцать,шийтта
703,zwanzig::NUM,двадцать,ткъа
704,dreißig::NUM,тридцать,ткъе итт
705,vierzig::NUM,сорок,шовзткъа
706,fünfzig::NUM,пятьдесят,шовзткъе итт
707,sechzig::NUM,шестьдесят,кхузткъа
708,siebzig::NUM,семьдесят,кхузткъе итт
709,achtzig::NUM,восемьдесят,дезткъа
710,neunzig::NUM,девяносто,дезткъе итт
711,hundert::NUM,сто,бӏе
712,tausend::NUM,тысяча,эзар
713,und::CNJ,и,a
714,oder::CNJ,или,я
715,oder::CNJ,либо,я
716,stehen::V,стоять,латта
717,sitzen::V,сидеть,хиъна ӏан
718,liegen::V,лежать,ӏилла
719,hängen::V,висеть,кхаза
720,werden::V,стать,хила
721,passieren::V,случиться,хила
722,beginnen::V,начаться,доло
723,enden::V,кончиться,дӏадерза
724,wechseln::V,меняться,хийца
725,aufgehen[Sonne]::V,взойти,кхета
726,untergehen[Sonne]::V,зайти,чубуза
727,scheinen[Sonne]::V,светить,серло яла
728,donnern::V,греметь,къекъа
729,wehen::V,дуть,хьекха
730,strömen::V,литься,эха
731,fließen::V,течь,охьаэха
732,sich drehen::V,вращаться,хьийза
733,schwanken::V,колебаться,леста
734,schwingen::V,качаться,лесто
735,fallen::V,падать,охьакхета
736,brennen::V,гореть,дага
737,rauchen::V,дымить,оза
738,regnen::V,дождить,догlа догlу
739,gefrieren::V,замерзнуть,гӏоро
740,tauen::V,таять,даша
741,schmelzen::V,плавиться,лала
742,trocknen::V,сохнуть,дакъо
743,sieden::V,кипеть,кхехка
744,faulen::V,гнить,дахкадала
745,verfaulen::V,сгнить,дахкадала
746,reißen::V,рваться,хеда
747,versinken::V,тонуть,хичудаха
748,vergehen::V,проходить,дlаэха
749,erscheinen::V,появиться,схьадала
750,erscheinen::V,появиться,ӏоттадала
751,verschwinden::V,исчезнуть,къайладала
752,sinken::V,спадать,лахдала
753,abnehmen::V,уменьшиться,
754,zunehmen::V,увеличиваться,лакхадала
755,steigen::V,подниматься,хьаладала
756,wachsen::V,расти,кхиа
757,glänzen::V,блестеть,лепа
758,funkeln::V,сверкать,къега
759,lärmen::V,шуметь,гӏовгӏаян
760,läuten::V,звонить,детта
761,klingeln::V,звонить,дека
762,klirren::V,звякать,дека
763,brausen::V,бушевать,хьаьдда даха
764,rauschen::V,шелестеть,леста
765,klingen::V,звучать,дека
766,bellen::V,лаять,лета
767,heulen::V,выть,угӏа
768,blasen::V,дунуть,хӏуп баха
769,pfeifen::V,свистеть,шок етта
770,schreien::V,кричать,мохь бетта
771,stöhnen::V,стонать,узарш дан
772,zittern::V,дрожать,дега
773,leben::V,жить,даха
774,geboren werden::V,родиться,хила
775,atmen::V,дышать,садеӏа
776,trinken::V,пить,мала
777,essen::V,есть,кхалла
778,essen::V,кушать,кхалла
779,schlucken::V,глотать,къурдбан
780,müde werden::V,устать,кӏаддала
781,einschlafen::V,заснуть,наб кхета
782,schlafen::V,спать,вижа
783,schlafen::V,спать,наб ян
784,schlafen::V,спать,дижина хила
785,aufwachen::V,проснуться,самадала
786,aufstehen::V,встать,гӏатта
787,sich erholen::V,отдыхать,садаӏа
788,krank werden::V,заболеть,цомгуш хила
789,krank sein::V,болеть,цомгуш хила
790,schmerzen::V,болеть,лаза
791,schmerzen::V,болеть,ӏийжа
792,husten::V,кашлять,йовхарш етта
793,genesen::V,поправиться,тадала
794,sterben::V,умереть,дала
795,umkommen::V,погибнуть,хӏаллакхила
796,sich bewegen::V,двигаться,лела
797,sich rühren::V,шевельнуться,меттахъхьен
798,sich erheben::V,встать,хьалагlатта
799,sich setzen::V,сесть,хаа
800,hinfallen::V,упасть,дожа
801,hinfallen::V,упасть,охьакхета
802,laufen::V,ходить,вада
803,laufen::V,ходить,хьада
804,schreiten::V,шагать,болар дан
805,schreiten::V,шагать,ког баккха
806,spazierengehen::V,гулять,доладала
807,eilen::V,спешить,сихдала
808,sich beeilen::V,торопиться,сихдала
