,Concept_ID,mrj,ka
97,Raureif::N,пöрш,თრთვილი
98,Regenbogen::N,шанавӹл,ცისარტყელა
99,Donner::N,хӹдӹртӹш,ქუხილი
100,Strömung::N,йогы,დინება
101,Tropfen::N,капльы,წვეთი
102,Tropfen::N,капльык,წვეთი
103,Schaum::N,шонг,ქაფი
104,Schaum::N,шонг,დორბლი
105,Schmutz::N,лявӹрӓ,ჭუჭყი
106,Schmutz::N,лявӹрӓ,ტალახი
107,See::N,йӓр,ტბა
108,Sumpf::N,лӱкӹ,ჭაობი
109,Moor::N,куп,ტორფნარი
110,Wiese::N,алык,ველი
111,Wiese::N,алык,მდელო
112,Wald::N,шӹргӹ,ტყე
113,Hügel::N,пӱгӹрикӓ,ბორცვი
114,Anhöhe::N,кӱкшикӓ,მაღლობი
115,Berg::N,кырык,მთა
116,Gipfel::N,неркӓ,მწვერვალი
117,Höhle::N,ы́раж,მღვიმე
118,Höhle::N,ы́раж,გამოქვებული
119,Abhang::N,полом,ფერდობი
120,Quelle::N,вӹдсӹнзӓ,წყარო
121,Quelle::N,вӹдсӹнзӓ,სათავე
122,Bach::N,ӓнгӹр,რუ
123,Bach::N,ӓнгӹр,ნაკადული
124,Fluss::N,вӹд,მდინარე
125,Ufer::N,сир,კიდე
126,Ufer::N,сир,ნაპირი
127,Küste::N,сир,ნაპირი
128,Festland::N,мӱлӓндӹ,ხმელეთი
129,Meer::N,тангыж,ზღვა
130,Bucht::N,вӹдъял,ყურე
131,Insel::N,острок,კუნძული
132,Blume::N,пеледӹш,ყვავილი
133,Gras::N,шуды,ბალახი
134,Wurzel::N,важ,ძირი
135,Wurzel::N,важ,ფესვი
136,Baum::N,пушӓнгӹ,ხე
137,Stamm::N,пушӓнгӹ тӹнг,ტანი
138,Rinde::N,каргыж,ქერქი
139,Ast::N,укш,ტოტი
140,Zweig::N,укш,შტო
141,Blatt::N,листӹ,ფოთოლი
142,Birke::N,куги,არყი
143,Kiefer[Baum]::N,йӓктӹ,ფიჭვი
144,Weide[Baum]::N,уа,ტირიფი
145,Tanne::N,кож,ნაძვი
146,Horn::N,шур,რქა
147,Feder::N,пын,ფრთა
148,Fell::N,кавашты,ტყავი
149,Flügel::N,шылдыр,ფრთა
150,Klaue::N,кӹч,კლანჭი
151,Kralle::N,лапа,ტორი
152,Schwanz::N,пач,კუდი
153,Ei::N,мыны,კვერცხი
154,Nest::N,пӹжӓш,ბუდე
155,Bau::N,ыраж,სორო
156,Tier::N,во́льык,ნადირი
157,Tier::N,во́льык,ცხოველი
158,Herde::N,кӹтö,ფარა
159,Kuh::N,ышкал,ფური
160,Kuh::N,ышкал,ძროხა
161,Bulle::N,ӱшкӱж,ხარი
162,Pferd::N,имни,რაში
163,Pferd::N,имни,ცხენი
164,Schaf::N,шарык,ცხვარი
165,Schwein::N,сасна,ღორი
166,Hund::N,пи,ძაღლი
167,Katze::N,коти,კატა
168,Bär::N,мöскӓ,დათვი
169,Eichhörnchen::N,ур,ციყვი
170,Elch::N,шарды,ცხენ-ირემი
171,Fuchs::N,рӹвӹж,მელა
172,Hase::N,морен,კურდღელი
173,Maus::N,каля,თაგვი
174,Wolf::N,пирӹ,მგელი
175,Vogel::N,кек,ჩიტი
176,Vogel::N,кек,ფრინველი
177,Schwarm::N,цуца,გუნდი
178,Huhn::N,цӹвӹ,დედალი
179,Hahn::N,ӓптӓн,მამალი
180,Gans::N,комбы,ბატი
181,Adler::N,кучкыж,არწივი
182,Ente::N,лыды,იხვი
183,Eule::N,тымана,ბუ
184,Kranich::N,тырня,წერო
185,Kranich::N,тыртня,წერო
186,Krähe::N,лудыгарак,ყვავი
187,Kuckuck::N,куку,გუგული
188,Schwan::N,йӱксӹ,გედი
189,Fisch::N,кол,თევზი
190,Barsch::N,алангы,ქორჭილა
191,Hecht::N,нуж,ქარიყლაპია
192,Hecht::N,нужгол,ქარიყლაპია
193,Schlange[Tier]::N,кӹшкы,გველი
194,Wurm::N,шукш,ჭია
195,Spinne::N,ӓнгӹремшӹ,ობობა
196,Ameise::N,кыткы,ჭიანჭველა
197,Laus::N,ти,ტილი
198,Laus::N,ти,მკბენარი
199,Mücke::N,кужнер,კოღო
200,Mücke::N,кужынер,კოღო
201,Fliege::N,шӹнгӓ,ბუზი
202,Schmetterling::N,лӹпӹ,პეპელა
203,Beere::N,мöр,კენკრა
204,Apfel::N,олма,ვაშლი
205,Pilz::N,понгы,სოკო
206,Zwiebel::N,охыра,ხახვი
207,Saat::N,нӱшмӹ,თესლი
208,Saat::N,нӱшмӱ,თესლი
209,Korn::N,пӹрцӹ,მარცვალი
210,Heu::N,шуды,თივა
211,Schale::N,аваха,ჩენჩო
212,Schale::N,карлангы,ჩენჩო
213,Grube::N,йӓм,ორმო
214,Falle::N,лӱдӹ,ხაფანგი
215,Falle::N,лӱдӹш,ხაფანგი
216,Schlinge::N,онгы,მახე
217,Spur::N,кишӓ,კვალი
218,Asche::N,ломых,ფერფლი
219,Asche::N,ломпыж,ფერფლი
220,Dreck::N,лявӹрӓ,ტალახი
221,Dreck::N,лявӹрӓ,სიბინძურე
222,Eisen::N,кӹртни,რკინა
223,Gold::N,шöртни,ოქრო
224,Gold::N,шöртньӹ,ოქრო
225,Silber::N,ши,ვერცხლი
226,Kohle::N,шӱ,ნახშირი
227,Glas::N,охоница,მინა
228,Lehm::N,шун,თიხა
229,Sand::N,ошма,ქვიშა
230,Mensch::N,эдем,ადამიანი
231,Mann::N,пӱэргӹ,კაცი
232,Frau::N,ӹдӹрӓмӓш,ქალი
233,Kind::N,ӓзӓ,ბავშვი
234,Kind::N,шачшы,ბავშვი
235,Junge::N,рвезӹ,ვაჟი
236,Junge::N,ӹрвезӹ,ვაჟი
237,Mädchen::N,ӹдӹрӓш,გოგო
238,Familie::N,йиш,ოჯახი
239,Familie::N,семня,ოჯახი
240,Großvater::N,тьоти,პაპა
241,Großvater::N,тьоти,ბაბუა
242,Großmutter::N,папа,ბებია
243,Großmutter::N,папа,დიდედა
244,Eltern::N,ӓтя-ӓвӓ,მშობლები
245,Vater::N,ӓтя,მამა
246,Mutter::N,ӓвӓ,დედა
247,Sohn::N,эргӹ,ვაჟიშვილი
248,Tochter::N,ӹдӹр,ქალიშვილი
249,Bruder::N,ӹза,ძმა
250,Schwester::N,ӓкӓ,და
251,Onkel::N,кугуза,ბიძა
252,Tante::N,куака,დეიდა
253,Tante::N,куака,მამიდა
254,Ehemann::N,мары,ქმარი
255,Ehefrau::N,вӓтӹ,ცოლი
256,Freude::N,ӹвӹртӹмӓш,სიხარული
257,Gelächter::N,ваштылмаш,სიცილი
258,Glück::N,пиӓл,ბედნიერება
259,Kummer::N,ясы,მწუხარება
260,Wunsch::N,охата,წადილი
261,Wunsch::N,охата,სურვილი
262,Wunsch::N,шанымаш,წადილი
263,Wunsch::N,шанымаш,სურვილი
264,Lust::N,шӓр,წადილი
265,Lust::N,охата,წადილი
266,Lust::N,шанымаш,წადილი
267,Geist::N,тух,სული
268,Gedanke::N,шанымаш,ფიქრი
269,Gedächtnis::N,ӓш,მეხსიერება
270,Verstand::N,ыш,ჭკუა
271,Verstand::N,ыш,გონება
272,Sinn::N,кын,მნიშვნელობა
273,Grund::N,вир,მიზეზი
274,Wahrheit::N,тöр,სიმართლე
275,Wahrheit::N,тöр,ჭეშმარიტება
276,Gespräch::N,хытырымаш,ბაასი
277,Gespräch::N,хытырымаш,საუბარი
278,Märchen::N,ямак,არაკი
279,Märchen::N,ямак,ზღაპარი
280,Erzählung::N,шайыштмаш,თქმულება
281,Nachricht::N,увертӓрӹмӓш,ცნობა
282,Nachricht::N,увертӓрӹмӓш,ამბავი
283,Neuigkeit::N,увер,სიახლე
284,Name::N,лӹм,სახელი
285,Rätsel::N,тышты,გამოცანა
286,Rede::N,шая,სიტყვა
287,Rede::N,шамак,სიტყვა
288,Sprache::N,йӹлмӹ,ენა
289,Stimme::N,юк,ხმა
290,Wort::N,шамак,სიტყვა
291,Zeichen::N,палӹ,ნიშანი
292,Ruf::N,сӹгӹрӹмӓш,ძახილი
293,Lärm::N,юкланымащ,ხმაური
294,Laut::N,юк,ხმა
295,Laut::N,юк,ბგერა
296,Ton::N,юк,ტონი
297,Lied::N,мыры,სიმღერა
298,Ruhe::N,тыр,სიწყნარე
299,Leute::N,эдемвлӓ,ადამიანები
300,Volk::N,халык,ერი
301,Volk::N,халык,ხალხი
302,Arbeit::N,пӓшӓ,მუშაობა
303,Gast::N,хына,სტუმარი
304,Geschenk::N,подарка,საჩუქარი
305,Spiel::N,мадыш,თამაში
306,Gesellschaft::N,йӓл,საზოგადოება
307,Gesellschaft::N,йӓлвлӓ,საზოგადოება
308,Hilfe::N,палшык,შველა
309,Hilfe::N,палшык,დახმარება
310,Freund::N,тӓнг,მეგობარი
311,Kamerad::N,тос,ამხანაგი
312,Angelegenheit::N,дела,საქმე
313,Angelegenheit::N,йела,საქმე
314,Angelegenheit::N,йыла,საქმე
315,Angelegenheit::N,пӓшӓ,საქმე
316,Anzahl::N,шот,ოდენობა
317,Art::N,цӹре,სახეობა
318,Stück::N,лаштык,ნატეხი
319,Teil::N,пай,წილი
320,Teil::N,часть,წილი
321,Hälfte::N,пел,ნახევარი
322,Kreis::N,тӹртӹш,წრე
323,Kreuz::N,крестӹ,ჯვარი
324,Abstand::N,ло,მანძილი
325,Entfernung::N,ло,სიშორე
326,Gegend::N,вӓр,არე
327,Gegend::N,вӓр,მხარე
328,Platz::N,вӓр,ფართობი
329,Ort::N,вӓр,ადგილი
330,Seite::N,öрдӹж,მხარე
331,Mitte::N,ло,შუა
332,Gegenstand::N,хӓдӹр,საგანი
333,Sache::N,хӓдӹр,ნივთი
334,Rand::N,шöр,კიდე
335,Kante::N,шöр,ნაწიბული
336,Ecke::N,лык,კუთხე
337,Spitze::N,вуй,წვეტი
338,Ende::N,вуй,ბოლო
339,Ende::N,мычаш,ბოლო
340,Loch::N,ыраж,ხვრელი
341,Winkel::N,лык,კუთხე
342,Muster::N,тӹрлец,მოხატულობა
343,Größe::N,кӱкшӹц,ზომა
344,Größe::N,кӱкшӹц,სიდიდე
345,Länge::N,кыт,სიგრძე
346,Höhe::N,кӱкшӹц,სიმაღლე
347,Gewicht::N,нелӹц,წონა
348,Menge::N,шот,რაოდენობა
349,Haufen::N,ара,გროვა
350,Reihe::N,ряд,რიგი
351,Reihe::N,ряд,წყება
352,Boot::N,пыш,გემი
353,Ruder::N,вешлӓ,ხოფი
354,Ruder::N,вешлӓ,ნიჩაბი
355,Schlitten::N,тир,მარხილი
356,Ski::N,ечӹ,თხილამური
357,Lagerfeuer::N,тыл,კოცონი
358,Last::N,нелӹц,ტვირთი
359,Gang::N,ход,სვლა
360,Schritt::N,ашкыл,ბიჯი
361,Norden::N,йыдпелвел,ჩრდილოეთი
362,Süden::N,кечӹвӓлвел,სამხრეთი
363,Westen::N,кечӹ шӹцмӹ,დასავლეთი
364,Osten::N,ирвел,აღმოსავლეთი
365,Osten::N,кечӹ лӱлтмӹ,აღმოსავლეთი
366,Holz::N,пушӓнгӹ,ხე
367,Brett::N,ханга,დაფა
368,Brett::N,ханга,ფიცარი
369,Platte::N,плитӓ,თლილი ქვა
370,Stütze::N,цӓрӓк,საყრდენი
371,Stange::N,равы,ჭოკი
372,Stange::N,намаш,ჭოკი
373,Stock::N,панды,კეტი
374,Stab::N,равы,ლატანი
375,Rohr::N,пыч,მილაკი
376,Haus::N,пöрт,სახლი
377,Heim::N,пöрт,ოჯახის კერა
378,Ofen::N,камака,ღუმელი
379,Fußboden::N,седӹрӓ,იატაკი
380,Tisch::N,стöл,სუფრა
381,Tisch::N,стöл,მაგიდა
382,Stuhl::N,пöкен,სკამი
383,Wiege::N,шипкӓ,აკვანი
384,Bett::N,койка,საწოლი
385,Bett::N,койка,სარეცელი
386,Bett::N,кравать,საწოლი
387,Bett::N,кравать,სარეცელი
388,Regal::N,полицӓ,თაროები
389,Kiste::N,шӱ́ндӹк,ყუთი
390,Kiste::N,шӱ́ндӹк,სკივრი
391,Fenster::N,окня,ფანჯარა
392,Fenster::N,окня,სარკმელი
393,Tür::N,амаса,ბჭე
394,Tür::N,амаса,კარი
395,Tor::N,хапка,ჭიშკარი
396,Zaun::N,забор,ღობე
397,Zaun::N,забор,გალავანი
398,Dach::N,левӓш,სახურავი
399,Leiter::N,ташкалтыш,კიბე
400,Besen::N,сало,ცოცხი
401,Besen::N,салко,ცოცხი
402,Spaten::N,кольмы,ნიჩაბი
403,Schaufel::N,лоток,ბარი
404,Gabel::N,ви́лка,ჩანგალი
405,Löffel::N,савала,კოვზი
406,Messer::N,кӹзӹ,დანა
407,Nagel::N,пыда,ლურსმანი
408,Netz::N,вӓпш,ბადე
409,Haken::N,крӱк,კავი
410,Haken::N,крӱк,კაუჭი
411,Haken::N,кагак,კავი
412,Haken::N,кагак,კაუჭი
413,Griff::N,кычем,ტარი
414,Schloss::N,замок,კლიტე
415,Schloss::N,замок,საკეტი
416,Schloss::N,сыравач,კლიტე
417,Schloss::N,сыравач,საკეტი
418,Bild::N,картин,სურათი
419,Figur::N,кӓн,ფიგურა
420,Puppe::N,поханя,თოჯინა
421,Beutel::N,мешӓк,პარკი
422,Bündel::N,топ,გალა
423,Bündel::N,топ,ასხმა
424,Bündel::N,пидӹш,გალა
425,Bündel::N,пидӹш,ასხმა
426,Bündel::N,кӹлдӹш,გალა
427,Bündel::N,кӹлдӹш,ასხმა
428,Tasche::N,сумкы,ჩანთა
429,Eimer::N,ведӹрӓ,ჩამჩა
430,Deckel::N,комдыш,ხუფი
431,Deckel::N,комдыш,სარქველი
432,Geschirr::N,ӓтӹ,ჭურჭელი
433,Sack::N,мешӓк,ტომარა
434,Tasse::N,цӓшкӓ,ფინჯანი
435,Topf::N,ми́ска,ქოთანი
436,Kessel::N,пад,ქვაბი
437,Essen::N,качкыш,ჭამა
438,Essen::N,качкыш-йӱш,ჭამა
439,Nahrung::N,качкыш,საზრდო
440,Nahrung::N,качкыш,საკვები
441,Nahrung::N,качкыш-йӱш,საზრდო
442,Nahrung::N,качкыш-йӱш,საკვები
443,Speise::N,няня,საჭმელი
444,Fleisch::N,пай,ხორცი
445,Getreide::N,киндӹ,მარცვლოვანი
446,Brei::N,шӹрӓш,ფაფა
447,Brot::N,сыкыр,პური
448,Scheibe::N,ламыт,ნაჭერი
449,Scheibe::N,лаштык,ნაჭერი
450,Fett::N,кая,ქონი
451,Fett::N,кая,ცხიმი
452,Butter::N,ӱ,კარაქი
453,Öl::N,ӱ,ზეთი
454,Salz::N,санзал,მარილი
455,Suppe::N,лем,სუფი
456,Honig::N,мӱ,თაფლი
457,Milch::N,шӹшер,რძე
458,Tee::N,чӓй,ჩაი
459,Leder::N,шарга,ტყავი
460,Leder::N,кавашты,ტყავი
461,Wolle::N,миж,მატყლი
462,Stoff::N,матер,ქსოვილი
463,Stoff::N,матери,ქსოვილი
464,Nadel::N,им,ნემსი
465,Faden::N,шӹртӹ,ძაფი
466,Faden::N,шӹртӹ,მკედი
467,Knopf::N,полдыш,ღილი
468,Knoten::N,пӱкшем,ნასკვი
469,Farbe::N,чиӓ,საღებავი
470,Farbe::N,крӓскӓ,საღებავი
471,Kleidung::N,выргем,ტანსაცმელი
472,Hemd::N,тыгыр,ხალათი
473,Hemd::N,тыгыр,პერანგი
474,Kragen::N,шӱ,საყელო
475,Ärmel::N,шокш,სახელო
476,Hose::N,ялаш,შარვალი
477,Gürtel::N,ӹштӹ,ქამარი
478,Mütze::N,упш,ქუდი
479,Schuh::N,ту́фльы,ფეხსაცმელი
480,Stiefel::N,кем,ჩექმა
481,Ring::N,шӓргӓш,ბეჭედი
482,Band::N,лемтӓ,ბაფთი
483,Kamm::N,шерге,სავარცხელი
484,Spiegel::N,тӹгӹр,სარკე
485,Riemen::N,прӓжӓ,ღვედი
486,Schnur::N,кӓндӹра,ლარი
487,Leine::N,керем,ჯაჭვი
488,Decke::N,одеял,საბანი
489,Kissen::N,кӹпцӹк,ბალიში
490,Tuch::N,савыц,მაუდი
491,Tuch::N,савыц,თავშალი
492,Handtuch::N,шӹргӹсавыц,ხელსახოცი
493,Handtuch::N,шӹргӹмсавыц,ხელსახოცი
494,Kraft::N,ви,ძალა
495,Stärke::N,ви,ღონე
496,Gesundheit::N,шу,ჯანმრთელობა
497,Gesundheit::N,шулык,ჯანმრთელობა
498,Krankheit::N,мыж,სენი
499,Krankheit::N,мыж,ავადმყოფობა
500,Schmerz::N,карштыш,ტკივილი
501,Wunde::N,шушыр,იარი
502,Wunde::N,шушыр,ჭრილობა
503,Fieber::N,ӱштӹмыж,ციება
504,Arznei::N,лекӓрцӹ,წამალი
505,Brücke::N,кӹвер,ხიდი
506,Brunnen::N,вӹдсӹнзӓ,ჭა
507,Weide::N,ныр,საძოვარი
508,Pfad::N,ялгорны,ბილიკი
509,Weg::N,корны,გზა
510,Straße::N,корны,შარაგზა
511,Dorf::N,сола,დაბა
512,Dorf::N,сола,სოფელი
513,Stadt::N,города,ქალაქი
514,Brief::N,сирмӓш,წერილი
515,Buch::N,книгӓ,წიგნი
516,Buchstabe::N,буква́,ასო
517,Zeitung::N,газет,გაზეთი
518,Zeitung::N,кайзет,გაზეთი
519,Leben::N,житя,სიცოცხლე
520,Tod::N,смöрт,სიკვდილი
521,Grab::N,шӹгер,სამარე
522,Grab::N,шӹгер,საფლავი
523,Grab::N,мыгилӓ,სამარე
524,Grab::N,мыгилӓ,საფლავი
525,Grab::N,шӹгерлӓ,სამარე
526,Grab::N,шӹгерлӓ,საფლავი
527,Kirche::N,церкӹ,ეკლესია
528,Sünde::N,сулык,ცოდვა
529,Gott::N,йымы,ღმერთი
530,Arbeiter::N,пӓшӓзӹ,მუშა
531,Chef::N,вуй,გამგე
532,Meister::N,мастар,ოსტატი
533,Arzt::N,доктор,ექიმი
534,Arzt::N,доктор,მკურნალი
535,Lehrer::N,тымдышы,მასწავლებელი
536,Geld::N,окса,ფული
537,Geschäft::N,торге́йӹмӓш,საქმე
538,Geschäft::N,торге́йӹмӓш,ბიზნესი
539,Laden::N,лапка,დუქანი
540,Laden::N,лапка,მაღაზია
541,Laden::N,магазин,დუქანი
542,Laden::N,магазин,მაღაზია
543,Preis::N,ӓк,ფასი
544,Ware::N,товар,საქონელი
545,Nutzen::N,пайда,ხეირი
546,Reichtum::N,перке,სიმდიდრე
547,Welt::N,сӓндӓлӹк,მსოფლიო
548,Welt::N,свет,მსოფლიო
549,Land::N,сӓндӓлӹк,მხარე
550,Land::N,сӓндӓлӹк,ქვეყანა
551,Staat::N,кугижӓншӹ,სახელმწიფო
552,König::N,король,მეფე
553,Macht::N,власть,ძლიერება
554,Grenze::N,пӹсмӓн,ზღვარი
555,Krieg::N,вырсы,ომი
556,Feind::N,тышман,მტერი
557,Gewalt::N,ви,სისასტიკე
558,Kampf::N,кредӓлмӓш,ბრძოლა
559,Bogen[Waffe]::N,янгеж,მშვილდი
560,Pfeil::N,пикш,ისარი
561,Pfeil::N,пикш,მახვილი
562,Gewehr::N,пичӓл,თოფი
563,Gewehr::N,пичӓл,შაშხანა
564,Fehler::N,самынь,შეცდომა
565,Lüge::N,шая,სიცრუე
566,Schaden::N,вре́дӓ,ვნება
567,Unglück::N,пёда,ხიფათი
568,Unglück::N,пёда,უბედურება
569,Unglück::N,тымаша,ხიფათი
570,Unglück::N,тымаша,უბედურება
571,Schuld::N,вуйнамат,ბრალი
572,Alter::N,иӓш,ასაკი
573,Alter::N,игечӹ,ასაკი
574,Schluss::N,пӹтӓртӹш,ბოლო
575,Schluss::N,пӹтӓртӹш,დასასრული
576,Zeit::N,веремӓ,დრო
577,Tag::N,кечӹ,დღე
578,Morgen::N,ир,დილა
579,Morgen::N,ирок,დილა
580,Mittag::N,кечӹвӓл,შუადღე
581,Abend::N,вады,საღამო
582,Nacht::N,йыд,ღამე
583,Woche::N,ӓрня,კვირა
584,Monat::N,тӹ́лзӹ,თვე
585,Jahr::N,год,წელი
586,Frühling::N,шошым,გაზაფხული
587,Sommer::N,кӓнгӹж,ზაფხული
588,Herbst::N,шӹжӹ,შემოდგომა
589,Winter::N,тел,ზამთარი
590,Winter::N,телӹ,ზამთარი
591,Januar::N,январ,იანვარი
592,Januar::N,январь,იანვარი
593,Februar::N,февраль,თებერვალი
594,März::N,март,მარტი
595,April::N,апрель,აპრილი
596,Mai::N,май,მაისი
597,Juni::N,июнь,ივნისი
598,Juli::N,июль,ივლისი
599,August::N,август,აგვისტო
600,September::N,сентябрь,სექტემბერი
601,Oktober::N,октябрь,ოქტომბერი
602,November::N,ноябрь,ნოემბერი
603,Dezember::N,декавыр,დეკემბერი
604,Montag::N,шачмы,ორშაბათი
605,Dienstag::N,кышкыжмы,სამშაბათი
606,Mittwoch::N,вӹрчегӹ,ოთხშაბათი
607,Donnerstag::N,изӓрня,ხუთშაბათი
608,Freitag::N,когарня,პარასკევი
609,Samstag::N,кукшыгечӹ,შაბათი
610,Sonntag::N,рушӓрня,კვირა
611,groß::A,кого,დიდი
612,klein::A,изи,მცირე
613,klein::A,изи,პატარა
614,lang::A,кужы,გრძელი
615,kurz::A,кӹтӹк,მოკლე
616,breit::A,кымда,ფართო
617,breit::A,кымда,განიერი
618,schmal::A,ӓнгӹсӹр,ვიწრო
619,schmal::A,ӓнгӹсӹр,წვრილი
620,dicht::A,шӹре,მჭიდრო
621,dick[Gegenstand]::A,кӹжгӹ,სქელი
622,dünn::A,вӹцкӹж,წვრილი
623,fein::A,пыльга,თხელი
624,fest::A,цаткыды,მყარი
625,flach::A,тӓлякӓ,ბრტყელი
626,glatt::A,ягылгы,გლუ
627,hart::A,пингӹдӹ,მაგარი
628,weich::A,пышкыды,რბილი
629,rund::A,тӹртӹш,მრგვალი
630,spitz::A,кашар,წვეტიანი
631,scharf::A,кашар,მჭრელი
632,stumpf::A,нӹшкӹ,ბლაგვი
633,schwer::A,нелӹ,მძიმე
634,schön::A,цевер,ლამაზი
635,schön::A,олмыдшы,ლამაზი
636,heiß::A,шокшы,ცხელი
637,warm::A,шокшы,თბილი
638,kalt::A,ӱштӹ,ცივი
639,kühl::A,юалгы,გრილი
640,kühl::A,йонгата,გრილი
641,frisch::A,йонгата,სუფთა
642,feucht::A,ӹлӹкшӹ,ნოტიო
643,feucht::A,вӹдӹжгӹ,ნოტიო
644,nass::A,начкы,სველი
645,trocken::A,кукшы,მშრალი
646,voll::A,темшӹ,სავსე
647,voll::A,темыман,სავსე
648,leer::A,йӓрӓ,ცარიელი
649,offen::A,виш,ღია
650,offen::A,виш,გაშლილი
651,geschlossen::A,чӱчмӹ,დახურული
652,geschlossen::A,тӹкӹлӓлтшӹ,დახურული
653,sauber::A,ире,სუფთა
654,sauber::A,ире,წმინდა
655,schmutzig::A,шоран,ტალახიანი
656,schmutzig::A,лявӹрӓн,ტალახიანი
657,schmutzig::A,шорангшы,ტალახიანი
658,roh::A,пеле кӱшӹ,უმი
659,reif::A,кӱшӹ,მწიფე
660,lecker::A,тотан,გემრიელი
661,süß::A,мӱӓн,ტკბილი
662,bitter::A,качы,მწარე
663,sauer::A,шапы,მჟავე
664,hell::A,соты,ნათელი
665,hell::A,валгыды,ნათელი
666,dunkel::A,пӹц,ბნელი
667,dunkel::A,пӹцкемӹш,ბნელი
668,schwarz::A,шим,შავი
669,weiß::A,ош,თეთრი
670,weiß::A,ошы,თეთრი
671,rot::A,якшаргы,წითელი
672,gelb::A,сар,ყვითელი
673,gelb::A,сары,ყვითელი
674,blau::A,симсӹ,ლურჯი
675,blau::A,симсӹ,ცისფერი
676,grün::A,ыжар,მწვანე
677,grau::A,луды,რუხი
678,grau::A,луды,ნაცრისფერი
679,bunt::A,ала,ჭრელი
680,bunt::A,ала,ფერადი
681,billig::A,шулдаш,იაფი
682,teuer::A,шергӹ,ძვირი
