,Concept_ID,sk,uz
86,Raureif::N,inovať,qirov
87,Regenbogen::N,dúha,kamalak
88,Donner::N,hrom,guldur
89,Strömung::N,prúdenie,oqim
90,Tropfen::N,kvapka,tomchi
91,Schaum::N,pena,ko'pik
92,Schmutz::N,špina,gard
93,Schmutz::N,nečistota,gard
94,See::N,jazero,ko'l
95,Sumpf::N,bahno,botqoq
96,Moor::N,močiar,qir-adir
97,Wiese::N,lúka,o'tzor
98,Wald::N,les,o'rmon
99,Wald::N,hora,o'rmon
100,Hügel::N,vŕšok,tepa
101,Anhöhe::N,výšina,adir
102,Anhöhe::N,vyvýšenina,adir
103,Berg::N,hora,tog'
104,Gipfel::N,vrchol,cho'qqi
105,Höhle::N,jaskyňa,kavak
106,Abhang::N,úbočie,to'sh
107,Quelle::N,prameň,buloq
108,Bach::N,potok,o'zan
109,Fluss::N,rieka,daryo
110,Ufer::N,breh,sohil
111,Küste::N,pobrežie,qirg'oq
112,Festland::N,pevnina,materik
113,Meer::N,more,dengiz
114,Bucht::N,záliv,qo'ltiq
115,Bucht::N,zátoka,qo'ltiq
116,Insel::N,ostrov,orol
117,Blume::N,kvet,gul
118,Blume::N,kvetina,gul
119,Gras::N,tráva,sabza
120,Wurzel::N,koreň,tub
121,Wurzel::N,koreň,tomir
122,Baum::N,strom,daraxt
123,Stamm::N,kmeň,o'simta
124,Rinde::N,kôra,qobiq
125,Ast::N,konár,shox
126,Zweig::N,vetva,butoq
127,Blatt::N,list,barg
128,Birke::N,breza,qayin
129,Kiefer[Baum]::N,sosna,qarag'ay
130,Kiefer[Baum]::N,borovica,qarag'ay
131,Weide[Baum]::N,vŕba,shum
132,Tanne::N,jedľa,archa
133,Horn::N,roh,mugiz
134,Feder::N,pero,par
135,Fell::N,koža,mo'yna
136,Fell::N,kožušina,mo'yna
137,Flügel::N,krídlo,qanot
138,Klaue::N,paznecht,tirnoq
139,Kralle::N,pazúr,tirnoq
140,Schwanz::N,chvost,quyruq
141,Ei::N,vajce,tuxum
142,Ei::N,vajíčko,tuxum
143,Nest::N,hniezdo,oshyon
144,Bau::N,nora,o'pqon
145,Tier::N,zviera,hayvon
146,Herde::N,stádo,gala
147,Kuh::N,krava,inak
148,Bulle::N,býk,ho'kiz
149,Pferd::N,kôň,ot
150,Schaf::N,ovca,qo'y
151,Schwein::N,sviňa,cho'chqa
152,Hund::N,pes,it
153,Katze::N,mačka,mushuk
154,Bär::N,medveď,ayiq
155,Eichhörnchen::N,veverička,tiyin
156,Elch::N,los,los
157,Fuchs::N,líška,tulki
158,Hase::N,zajac,kuyon
159,Maus::N,myš,sichqon
160,Wolf::N,vlk,bo'ri
161,Vogel::N,vták,qush
162,Schwarm::N,roj,to'da
163,Huhn::N,kurča,tovuq
164,Huhn::N,sliepka,tovuq
165,Hahn::N,kohút,xo'roz
166,Gans::N,hus,g'oz
167,Adler::N,orol,burgut
168,Ente::N,kačka,o'rdak
169,Ente::N,kačica,o'rdak
170,Eule::N,sova,boyo'g'li
171,Kranich::N,žeriav,turna
172,Krähe::N,vrana,qarg'a
173,Kuckuck::N,kukučka,kakku
174,Schwan::N,labuť,oqkush
175,Fisch::N,ryba,baliq
176,Barsch::N,ostriež,olabug'a
177,Hecht::N,šťuka,cho'rtan
178,Schlange[Tier]::N,had,ilon
179,Wurm::N,červ,qurt
180,Spinne::N,pavúk,o'rgimchak
181,Ameise::N,mravec,chumoli
182,Laus::N,voš,bit
183,Mücke::N,komár,chivin
184,Fliege::N,mucha,pashsha
185,Schmetterling::N,motýľ,kapalak
186,Beere::N,bobuľa,meva
187,Apfel::N,jablko,olma
188,Pilz::N,hríb,qo'ziqorin
189,Zwiebel::N,cibuľa,piyoz
190,Saat::N,osivo,äkin
191,Korn::N,zrno,zarra
192,Heu::N,seno,xashak
193,Schale::N,šupa,po'choq
194,Schale::N,škrupina,po'choq
195,Grube::N,jama,co'ra
196,Falle::N,pasca,qopqon
197,Falle::N,klepec,qopqon
198,Schlinge::N,slučka,sirtmoq
199,Spur::N,stopa,iz
200,Asche::N,popol,kul
201,Dreck::N,kal,kir
202,Dreck::N,blato,kir
203,Eisen::N,železo,temir
204,Gold::N,zlato,tilla
205,Silber::N,striebro,kumush
206,Kohle::N,uhlie,ko'mir
207,Glas::N,sklo,oyna
208,Lehm::N,íl,loy
209,Lehm::N,hlina,loy
210,Sand::N,piesok,qum
211,Mensch::N,človek,odam
212,Mann::N,muž,ärkak
213,Mann::N,chlap,ärkak
214,Frau::N,žena,ayol
215,Kind::N,dieťa,bola
216,Kind::N,dieťa,kichkintoy
217,Junge::N,chlapec,bola
218,Mädchen::N,dievka,qiz
219,Familie::N,rodina,oila
220,Großvater::N,dedo,buva
221,Großvater::N,dedo,katta ota
222,Großvater::N,starý otec,buva
223,Großvater::N,starý otec,katta ota
224,Großmutter::N,babička,buvi
225,Großmutter::N,babička,katta oyi
226,Großmutter::N,stará mať,buvi
227,Großmutter::N,stará mať,katta oyi
228,Eltern::N,rodičia,ota-ona
229,Vater::N,otec,ota
230,Mutter::N,mať,ona
231,Mutter::N,matka,ona
232,Sohn::N,syn,o'g'il
233,Tochter::N,dcéra,qiz
234,Bruder::N,brat,og'a
235,Bruder::N,brat,uka
236,Schwester::N,sestra,opa
237,Schwester::N,sestra,singil
238,Onkel::N,ujo,amaki
239,Onkel::N,strýko,amaki
240,Tante::N,teta,amma
241,Tante::N,teta,xola
242,Tante::N,tetka,amma
243,Tante::N,tetka,xola
244,Ehemann::N,muž,är
245,Ehemann::N,manžel,är
246,Ehefrau::N,žena,rafiqa
247,Ehefrau::N,manželka,rafiqa
248,Freude::N,radosť,ayish
249,Gelächter::N,smiech,kulgi
250,Glück::N,šťastie,saodat
251,Kummer::N,žiaľ,g'am
252,Kummer::N,zármutok,g'am
253,Wunsch::N,prianie,orzu
254,Lust::N,chuť,rag'bat
255,Geist::N,duch,ruh
256,Gedanke::N,myšlienka,fikr
257,Gedächtnis::N,pamäť,äs
258,Verstand::N,rozum,aql
259,Sinn::N,zmysel,ma'ni
260,Grund::N,dôvod,sabab
261,Grund::N,príčina,sabab
262,Wahrheit::N,pravda,haq
263,Gespräch::N,reč,gap
264,Gespräch::N,rozhovor,gap
265,Märchen::N,rozprávka,ärtak
266,Erzählung::N,poviedka,rivoyat
267,Nachricht::N,správa,xabar
268,Neuigkeit::N,novinka,yangilik
269,Name::N,meno,ot
270,Rätsel::N,záhada,topishmoq
271,Rätsel::N,hádanka,topishmoq
272,Rede::N,reč,nutq
273,Sprache::N,reč,til
274,Sprache::N,jazyk,til
275,Stimme::N,hlas,ovoz
276,Wort::N,slovo,so'z
277,Zeichen::N,znak,alomat
278,Ruf::N,volanie,chaqiriq
279,Ruf::N,zavolanie,chaqiriq
280,Lärm::N,hluk,taraq
281,Lärm::N,hurhaj,taraq
282,Laut::N,zvuk,tovush
283,Ton::N,tón,un
284,Ton::N,zvuk,un
285,Lied::N,pieseň,ashula
286,Ruhe::N,pokoj,tinchlik
287,Leute::N,ľudia,xaloyiq
288,Volk::N,ľud,xalq
289,Volk::N,národ,xalq
290,Arbeit::N,práca,ish
291,Arbeit::N,robota,ish
292,Gast::N,hosť,mehmon
293,Geschenk::N,dar,hadya
294,Spiel::N,hra,o'yin
295,Gesellschaft::N,spoločnosť,jamiyat
296,Hilfe::N,pomoc,yordam
297,Freund::N,priateľ,do'st
298,Kamerad::N,kamarát,yo'ldosh
299,Angelegenheit::N,vec,daxl
300,Angelegenheit::N,záležitosť,daxl
301,Anzahl::N,počet,son
302,Anzahl::N,množstvo,son
303,Art::N,druh,tur
304,Stück::N,kus,parcha
305,Stück::N,kúsok,parcha
306,Teil::N,časť,bo'lak
307,Hälfte::N,polka,yarim
308,Hälfte::N,polovica,yarim
309,Kreis::N,kruh,aylana
310,Kreuz::N,kríž,xoch
311,Linie::N,línia,liniya
312,Strich::N,čiara,chiziq
313,Abstand::N,vzdialenosť,oralik
314,Entfernung::N,vzdialenosť,uzoqlik
315,Gegend::N,kraj,yer
316,Gegend::N,krajina,yer
317,Platz::N,miesto,oralig
318,Ort::N,miesto,joy
319,Seite::N,bok,yon
320,Seite::N,strana,yon
321,Mitte::N,stred,o'rta
322,Gegenstand::N,predmet,ashyo
323,Sache::N,vec,buyum
324,Rand::N,kraj,chek
325,Rand::N,okraj,chek
326,Kante::N,hrana,tig'
327,Ecke::N,roh,burchak
328,Spitze::N,hrot,uch
329,Spitze::N,špička,uch
330,Ende::N,koniec,oxir
331,Loch::N,diera,teshik
332,Winkel::N,kút,go'sha
333,Muster::N,vzor,nusha
334,Muster::N,vzorka,nusha
335,Größe::N,veľkosť,kattalik
336,Länge::N,dĺžka,uzunlik
337,Höhe::N,výška,yuksaklik
338,Gewicht::N,váha,solmoq
339,Menge::N,množstvo,miqdor
340,Haufen::N,hŕba,uyum
341,Reihe::N,rad,saf
342,Boot::N,čln,qayiq
343,Ruder::N,veslo,äshkak
344,Schlitten::N,sane,chana
345,Ski::N,lyža,chang'i
346,Lagerfeuer::N,táborák,gulxan
347,Last::N,ťarcha,yuk
348,Last::N,bremeno,yuk
349,Gang::N,chôdza,yurish
350,Schritt::N,krok,qadam
351,Norden::N,sever,shimol
352,Süden::N,juh,janub
353,Westen::N,západ,g'arb
354,Osten::N,východ,sharq
355,Holz::N,drevo,yog'och
356,Brett::N,doska,taxta
357,Platte::N,doska,tabaqa
358,Platte::N,platňa,tabaqa
359,Stütze::N,opora,tayanchi
360,Stange::N,tyč,qo'noq
361,Stock::N,palica,tayoq
362,Stab::N,palica,gavron
363,Rohr::N,rúra,tarnov
364,Haus::N,dom,uy
365,Heim::N,domov,makon
366,Ofen::N,pec,pechka
367,Ofen::N,kachle,pechka
368,Fußboden::N,dlážka,pol
369,Fußboden::N,podlaha,pol
370,Tisch::N,stôl,mosa
371,Stuhl::N,stolička,o'rindiq
372,Wiege::N,kolíska,beshik
373,Bett::N,lôžko,yotoq
374,Bett::N,posteľ,yotoq
375,Regal::N,regál,tokcha
376,Regal::N,polica,tokcha
377,Kiste::N,debna,sandiq
378,Fenster::N,okno,deraza
379,Fenster::N,oblok,deraza
380,Tür::N,dvere,äshik
381,Tor::N,vráta,darvoza
382,Zaun::N,plot,panjara
383,Zaun::N,ohrada,panjara
384,Dach::N,krov,tom
385,Dach::N,strecha,tom
386,Leiter::N,rebrík,narvon
387,Leiter::N,rebrina,narvon
388,Besen::N,metla,supurgi
389,Spaten::N,rýľ,bel
390,Schaufel::N,lopata,kurak
391,Gabel::N,vidlička,bilka
392,Löffel::N,lyžica,qoshiq
393,Messer::N,nôž,pichoq
394,Nagel::N,klinec,mix
395,Netz::N,sieť,to'r
396,Haken::N,hák,ilgak
397,Haken::N,háčik,ilgak
398,Griff::N,rukoväť,sop
399,Griff::N,rukoväť,tutqich
400,Schloss::N,zámka,qulf
401,Bild::N,obraz,rasm
402,Figur::N,figúra,shakl
403,Puppe::N,bábka,ko'g'irchoq
404,Puppe::N,bábika,ko'g'irchoq
405,Beutel::N,vrece,to'rva
406,Beutel::N,vrecko,to'rva
407,Bündel::N,uzlík,bog'lam
408,Bündel::N,zväzok,bog'lam
409,Tasche::N,taška,kissa
410,Tasche::N,kabelka,kissa
411,Eimer::N,vedro,chelak
412,Deckel::N,vrchnák,qopqoq
413,Deckel::N,pokrývka,qopqoq
414,Geschirr::N,nádoba,idish
415,Sack::N,mech,qop
416,Sack::N,vrece,qop
417,Tasse::N,šálka,piyola
418,Topf::N,hrniec,tuvak
419,Kessel::N,kotol,qozon
420,Essen::N,jedlo,tomoq
421,Nahrung::N,strava,emak
422,Nahrung::N,potrava,emak
423,Speise::N,jedlo,taom
424,Fleisch::N,mäso,go'sht
425,Getreide::N,obilie,g'alla
426,Brei::N,kaša,bo'tqa
427,Brot::N,chlieb,non
428,Scheibe::N,kotúč,disk
429,Scheibe::N,krajec,disk
430,Fett::N,tuk,moy
431,Fett::N,masť,moy
432,Butter::N,maslo,yog'
433,Öl::N,olej,moy
434,Salz::N,soľ,tuz
435,Suppe::N,polievka,sho'rva
436,Honig::N,med,asal
437,Milch::N,mlieko,sut
438,Tee::N,čaj,choy
439,Leder::N,koža,charm
440,Wolle::N,vlna,jun
441,Stoff::N,súkno,mato
442,Nadel::N,ihla,igna
443,Faden::N,niť,ip
444,Faden::N,vlákno,ip
445,Knopf::N,gombík,tugma
446,Knoten::N,uzol,tugun
447,Farbe::N,farba,bo'yok
448,Kleidung::N,šaty,kiyim
449,Kleidung::N,šatstvo,kiyim
450,Hemd::N,košeľa,ko'ylak
451,Kragen::N,golier,yoqa
452,Ärmel::N,rukáv,yeng
453,Hose::N,nohavice,shim
454,Gürtel::N,pás,tasma
455,Gürtel::N,opasok,tasma
456,Mütze::N,čiapka,shapka
457,Schuh::N,obuv,but
458,Schuh::N,topánka,but
459,Stiefel::N,čižma,botinka
460,Ring::N,prsteň,yuzuk
461,Band::N,stuha,rishta
462,Kamm::N,hrebeň,taroq
463,Spiegel::N,zrkadlo,ko'zgu
464,Riemen::N,remeň,qayish
465,Schnur::N,šnúra,bog'ich
466,Leine::N,vodidlo,etak
467,Decke::N,deka,odyol
468,Decke::N,prikrývka,odyol
469,Kissen::N,poduška,yostiq
470,Tuch::N,šatka,gazlama
471,Handtuch::N,uterák,sochiq
472,Kraft::N,moc,kuch
473,Stärke::N,sila,quvvat
474,Gesundheit::N,zdravie,sog'lik
475,Krankheit::N,nemoc,kasallik
476,Krankheit::N,choroba,kasallik
477,Schmerz::N,bolesť,og'riq
478,Wunde::N,rana,yara
479,Fieber::N,horúčka,bezgak
480,Arznei::N,liek,dori
481,Brücke::N,most,ko'prik
482,Brunnen::N,studňa,buloq
483,Weide::N,pastva,yaylov
484,Pfad::N,chodník,dorojka
485,Weg::N,cesta,yo'l
486,Straße::N,hradská,ko'cha
487,Dorf::N,dedina,ovul
488,Stadt::N,mesto,shahar
489,Brief::N,list,maktub
490,Buch::N,kniha,kitob
491,Buchstabe::N,litera,harf
492,Buchstabe::N,písmeno,harf
493,Zeitung::N,noviny,gazet
494,Leben::N,život,hayot
495,Tod::N,smrť,o'lim
496,Grab::N,hrob,go'r
497,Kirche::N,kostol,cherkov
498,Sünde::N,hriech,gunoh
499,Gott::N,boh,olloh
500,Arbeiter::N,robotník,ishchi
501,Arbeiter::N,pracnovík,ishchi
502,Chef::N,šéf,rais
503,Chef::N,riaditeľ,rais
504,Meister::N,majster,usta
505,Arzt::N,lekár,hakim
506,Lehrer::N,učiteľ,muallim
507,Geld::N,peniaze,pul
508,Geschäft::N,obchod,savdo
509,Laden::N,obchod,do'kon
510,Preis::N,cena,baho
511,Ware::N,tovar,mol
512,Nutzen::N,osoh,foyda
513,Nutzen::N,úžitok,foyda
514,Reichtum::N,bohatstvo,boylik
515,Welt::N,svet,olam
516,Land::N,územie,o'lka
517,Land::N,krajina,o'lka
518,Staat::N,štát,davlat
519,König::N,kráľ,qirol
520,Macht::N,moc,iqtidor
521,Macht::N,mocnosť,iqtidor
522,Grenze::N,hranica,chegara
523,Krieg::N,vojna,harb
524,Feind::N,nepriateľ,dushman
525,Gewalt::N,násilie,zo'rlik
526,Kampf::N,boj,kurash
527,Bogen[Waffe]::N,luk,yoy
528,Pfeil::N,šíp,o'q
529,Pfeil::N,strela,o'q
530,Gewehr::N,puška,vintovka
531,Fehler::N,omyl,xato
532,Fehler::N,chyba,xato
533,Lüge::N,lož,yolg'on
534,Schaden::N,ujma,ziyon
535,Schaden::N,škoda,ziyon
536,Unglück::N,nešťastie,balo
537,Schuld::N,vina,ayb
538,Schuld::N,previnenie,ayb
539,Alter::N,vek,yosh
540,Schluss::N,záver,tamom
541,Schluss::N,koniec,tamom
542,Zeit::N,čas,vaqt
543,Tag::N,deň,kun
544,Morgen::N,ráno,saboh
545,Mittag::N,poludnie,kun tushlik
546,Abend::N,večer,oqshom
547,Nacht::N,noc,tun
548,Woche::N,týždeň,hafta
549,Monat::N,mesiac,oy
550,Jahr::N,rok,yil
551,Frühling::N,jar,bahor
552,Sommer::N,leto,yoz
553,Herbst::N,jeseň,kuz
554,Herbst::N,jeseň,xazon
555,Winter::N,zima,qish
556,Januar::N,január,yanvar'
557,Februar::N,február,fevral'
558,März::N,marec,mart
559,April::N,apríl,aprel'
560,Mai::N,máj,may
561,Juni::N,jún,iyun'
562,Juli::N,júl,iyul'
563,August::N,august,avgust
564,September::N,september,sentyabr'
565,Oktober::N,október,oktyabr'
566,November::N,november,noyabr'
567,Dezember::N,december,dekabr'
568,Montag::N,pondelok,dushanba
569,Dienstag::N,utorok,seshanba
570,Mittwoch::N,streda,chorshanba
571,Donnerstag::N,štvrtok,payshanba
572,Freitag::N,piatok,juma
573,Samstag::N,sobota,shanba
574,Sonntag::N,nedeľa,yakshanba
575,groß::A,veľký,buyuk
576,klein::A,malý,kichik
577,lang::A,dlhý,uzun
578,kurz::A,krátky,qisqa
579,breit::A,široký,keng
580,schmal::A,úzky,änsiz
581,dicht::A,hustý,quyuq
582,dick[Gegenstand]::A,tlstý,qalin
583,dünn::A,tenký,ingichka
584,fein::A,jemný,mayin
585,fest::A,pevný,qattiq
586,flach::A,rovný,yalpoq
587,flach::A,plochý,yalpoq
588,glatt::A,hladký,tekis
589,hart::A,tvrdý,qattiq
590,weich::A,mäkký,yumshoq
591,rund::A,guľatý,yumaloq
592,rund::A,okrúhly,yumaloq
593,spitz::A,končitý,uchli
594,scharf::A,ostrý,keskir
595,stumpf::A,tupý,to'mtoq
596,schwer::A,ťažký,salmoqli
597,schön::A,pekný,go'zal
598,schön::A,krásny,go'zal
599,heiß::A,horúci,qiziq
600,warm::A,teplý,issiq
601,kalt::A,studený,sovuq
602,kühl::A,chladný,salqin
603,frisch::A,svieži,toza
604,feucht::A,vlhký,namli
605,feucht::A,zvlhnutý,namli
606,nass::A,mokrý,nam
607,trocken::A,suchý,quruq
608,voll::A,plný,to'la
609,leer::A,prázdny,puch
610,offen::A,otvorený,ochiq
611,geschlossen::A,zavretý,berk
612,sauber::A,čistý,ozoda
613,schmutzig::A,špinavý,kir
614,roh::A,surový,xom
615,reif::A,zrelý,pishiq
616,lecker::A,chutný,shirin
617,süß::A,sladký,shirin
618,bitter::A,horký,achchiq
619,sauer::A,kyslý,achchiq
620,hell::A,jasný,yorug'
621,hell::A,svetlý,yorug'
622,dunkel::A,temný,qorong'i
623,schwarz::A,čierny,qora
624,weiß::A,biely,oq
625,rot::A,červený,qizil
626,gelb::A,žltý,sariq
627,blau::A,modrý,zangori
628,blau::A,belasý,zangori
629,grün::A,zelený,yashil
630,grau::A,šedý,bo'z
631,bunt::A,pestrý,ola
632,billig::A,lacný,arzon
633,teuer::A,drahý,qimmat
634,wertvoll::A,cenný,qimmat
635,blind::A,slepý,ko'r
636,taub::A,hluchý,garang
637,kräftig::A,silný,kuchli
638,stark::A,silný,quvvatli
639,schwach::A,slabý,kuchsiz
640,schwach::A,bezvládny,kuchsiz
641,fett::A,tučný,semiz
642,schlank::A,štíhly,ingichka
643,hübsch::A,šumný,ko'rkam
644,hübsch::A,švárny,ko'rkam
645,böse::A,zlý,yovuz
646,dumm::A,hlúpy,aqlsiz
647,faul::A,lenivý,ärinchak
648,fleißig::A,snaživý,ishchan
649,fleißig::A,usilovný,ishchan
650,geizig::A,skupý,qurumsoq
651,geizig::A,lakomý,qurumsoq
652,klug::A,múdry,oqil
653,klug::A,bystrý,oqil
654,geschickt::A,zručný,äpchil
655,geschickt::A,šikovný,äpchil
656,lieb::A,milý,aziz
657,lustig::A,veselý,chaqchaq
658,sanft::A,nežný,asta
659,hungrig::A,lačný,och
660,hungrig::A,hladný,och
661,krank::A,chorý,kasal
662,krank::A,nemocný,kasal
663,nackt::A,nahý,yalang
664,traurig::A,smutný,xafa
665,lebendig::A,živý,hayotiy
666,gut::A,dobrý,soz
667,schlecht::A,zlý,yomon
668,richtig::A,správny,rost
669,schlimm::A,zlý,yovuz
670,schlimm::A,nepríjemný,yovuz
671,wahr::A,pravý,haqiqiy
672,wahr::A,pravdivý,haqiqiy
673,alt::A,starý,äski
674,neu::A,nový,yangi
675,ehemalig::A,bývalý,sobiq
676,alt[Lebewesen]::A,starý,qari
677,jung::A,mladý,navqiron
678,arm::A,chudobný,abgor
679,reich::A,bohatý,boy
680,bekannt::A,známy,ma'lum
681,berühmt::A,slávny,mashhur
682,berühmt::A,povestný,mashhur
683,fremd::A,cudzí,yot
684,verschieden::A,rôzny,turli
685,verschieden::A,rozličný,turli
686,nah::A,blízky,yaqindagi
687,fern::A,ďaleký,uzoq
688,linker::A,ľavý,so'l
689,rechter::A,pravý,o'ng
690,anderer::A,iný,boshqa
691,anderer::A,druhý,boshqa
692,erster::A,prvý,birinchi
693,zweiter::A,druhý,ikkinchi
694,dritter::A,tretí,uchinchi
695,letzter::A,ostatný,oxirgi
696,letzter::A,posledný,oxirgi
697,allein::ADV,sám,o'zicha
698,auf einmal::ADV,zároveň,varakay
699,zusammen::ADV,spolu,barobar
700,zusammen::ADV,spoločne,barobar
701,lange::ADV,dlho,uzoq
702,plötzlich::ADV,náhle,qo'qqisdan
703,sofort::ADV,hneď,darrov
704,sofort::ADV,ihneď,darrov
705,später::ADV,neskoršie,so'ngra
706,jetzt::ADV,teraz,hozirgina
707,heute::ADV,dnes,bugun
708,morgen::ADV,zajtra,ärta
709,bald::ADV,skoro,toz
710,dann::ADV,nato,keyin
711,dann::ADV,potom,keyin
712,gestern::ADV,včera,kecha
713,einst::ADV,kedysi,avvallari
714,einst::ADV,niekedy,avvallari
715,damals::ADV,vtedy,ugal
716,danach::ADV,potom,so'ngra
717,danach::ADV,podľa toho,so'ngra
718,vorher::ADV,napred,avval
719,vorher::ADV,predtým,avval
720,zuerst::ADV,najprv,avval
721,einmal::ADV,raz,bir marta
722,einmal::ADV,jedenkrát,bir marta
723,manchmal::ADV,občas,onda-sonda
724,manchmal::ADV,niekedy,onda-sonda
725,oft::ADV,často,tez-tez
726,immer::ADV,vždy,har vaqt
727,immer::ADV,ustavične,har vaqt
728,niemals::ADV,nikdy,hargiz
729,hier::ADV,tu,shu erda
730,hierhin::ADV,sem,beri
731,hierhin::ADV,tade,beri
732,von hier::ADV,odtiaľto,shu erdan
733,dort::ADV,tam,ana
734,dorthin::ADV,ta,u yerga
735,dorthin::ADV,tam,u yerga
736,geradeaus::ADV,rovno,to'g'ri
737,geradeaus::ADV,priamo,to'g'ri
738,vorwärts::ADV,napred,ilgari
739,rückwärts::ADV,nazad,qoloq
740,zurück::ADV,späť,orqada
741,zurück::ADV,naspäť,orqada
742,unten::ADV,dolu,pastda
743,unten::ADV,naspodku,pastda
744,hinab::ADV,dolu,tubanga
745,oben::ADV,hore,ustida
746,oben::ADV,navrchu,ustida
747,hinauf::ADV,hore,yuqorida
748,hinauf::ADV,navrch,yuqorida
749,überall::ADV,všade,har erda
750,nicht::ADV,nie,ämas
751,ein wenig::ADV,trocha,biroz
752,kaum::ADV,ledva,arang
753,sehr::ADV,veľmi,ancha
754,so::ADV,tak,shunday
755,so::ADV,takto,shunday
756,noch::ADV,ešte,hali
757,nur::ADV,len,yolg'iz
758,schon::ADV,už,endi
759,wieder::ADV,zasa,yana
760,vergebens::ADV,márne,bekorga
761,vergebens::ADV,nadarmo,bekorga
762,vor::PRP,pred,burun
763,hinter::PRP,za,ketida
764,unter::PRP,pod,ostida
765,durch::PRP,cez,bo'ylab
766,neben::PRP,pri,yonida
767,neben::PRP,vedľa,yonida
768,zwischen::PRP,medzi,orada
769,wegen::PRP,pre,sababli
770,wegen::PRP,kvôli,sababli
771,dies::PRN,to,o'sha
772,dies::PRN,táto,o'sha
773,das::PRN,to,narigi
774,alles::PRN,všetko,har nima
775,ich::PRN,ja,men
776,du::PRN,ty,sen
777,er::PRN,on,u
778,wir::PRN,my,biz
779,ihr::PRN,vy,siz
780,sie::PRN,oni,ular
781,was::FPRN,čo,nima
782,wer::FPRN,kto,kim
783,wo::FADV,kde,qaerda
784,wohin::FADV,kam,qayerga
785,wie::FADV,ako,qanday
786,warum::FADV,prečo,nega
787,wieviel::FNUM,koľko,qancha
788,eins::NUM,jeden,bir
789,zwei::NUM,dva,ikki
790,drei::NUM,tri,uch
791,vier::NUM,štyri,to'rt
792,fünf::NUM,päť,besh
793,sechs::NUM,šesť,olti
794,sieben::NUM,sedem,etti
795,acht::NUM,osem,sakkiz
796,neun::NUM,deväť,to'qqiz
797,zehn::NUM,desať,o'n
798,elf::NUM,jedenásť,o'n bir
799,zwölf::NUM,dvanásť,o'n ikki
800,zwanzig::NUM,dvadsať,yigirma
801,dreißig::NUM,tridsať,o'ttiz
802,vierzig::NUM,štyridsať,qirq
803,fünfzig::NUM,päťdesiat,ällik
804,sechzig::NUM,šesťdesiat,oltmish
805,siebzig::NUM,sedemdesiat,etmish
