,Concept_ID,bn,bg
63,Traum::N,স্বপ্ন,сън
64,Himmel::N,আকাশ,небе
65,Sonne::N,সূর্য,слънце
66,Mond::N,চন্দ্র,луна
67,Mond::N,চন্দ্র,месец
68,Stern::N,নক্ষত্র,звезда
69,Luft::N,বায়ু,въздух
70,Wind::N,বাতাস,вятър
71,Welle::N,ঢেউ,вълна
72,Welle::N,তরঙ্গ,вълна
73,Wasser::N,জল,вода
74,Stein::N,ঢিল,камък
75,Stein::N,প্রস্তর,камък
76,Boden::N,ভূতল,земя
77,Boden::N,ভূতল,почва
78,Erde::N,ভূমি,земя
79,Erde::N,ভূমি,почва
80,Staub::N,ধুলা,прах
81,Rauch::N,ধোঁয়া,дим
82,Rauch::N,ধোঁয়া,пушек
83,Funke::N,স্ফুলিঙ্গ,искра
84,Feuer::N,অগ্নি,огън
85,Licht::N,আলো,светлина
86,Schatten::N,ছায়া,сянка
87,Wetter::N,আবহাওয়া,време
88,Nebel::N,কুহেলিকা,мъгла
89,Wolke::N,মেঘ,облак
90,Regen::N,বৃষ্টি,дъжд
91,Schnee::N,তুষার,сняг
92,Eis::N,বরফ,лед
93,Frost::N,তুষার,мраз
94,Kälte::N,শৈত্য,студ
95,Hitze::N,তাপ,жега
96,Hitze::N,তাপ,горещина
97,Raureif::N,তুহিন,скреж
98,Raureif::N,তুহিন,слана
99,Regenbogen::N,রামধনু,дъга
100,Donner::N,বজ্রধ্বনি,гръм
101,Strömung::N,স্রোত,течение
102,Tropfen::N,ফোঁটা,капка
103,Schaum::N,ফেনা,пяна
104,Schmutz::N,ধুলা,кал
105,Schmutz::N,ধুলা,мръсотия
106,See::N,হ্রদ,езеро
107,Sumpf::N,জলা,блато
108,Moor::N,মাঠ,мочурище
109,Wiese::N,তৃণভূমি,ливада
110,Wald::N,বন,гора
111,Hügel::N,পাহাড়,рид
112,Hügel::N,পাহাড়,хълм
113,Anhöhe::N,টিলা,могила
114,Anhöhe::N,টিলা,възвишение
115,Berg::N,পর্বত,планина
116,Gipfel::N,শীর্ষ,връх
117,Höhle::N,গুহা,пещера
118,Abhang::N,ঢাল,склон
119,Abhang::N,ঢাল,стръмнина
120,Quelle::N,উৎস,извор
121,Bach::N,ক্ষুদ্র নদী,поток
122,Fluss::N,নদী,река
123,Ufer::N,উপকূল,бряг
124,Küste::N,তীর,бряг
125,Küste::N,তীর,крайбрежие
126,Festland::N,ভূমি,суша
127,Meer::N,সমুদ্র,море
128,Bucht::N,উপসাগর,залив
129,Insel::N,দ্বীপ,остров
130,Blume::N,ফুল,цвете
131,Gras::N,ঘাস,трева
132,Wurzel::N,শিকড়,корен
133,Baum::N,গাছ,дърво
134,Stamm::N,স্কন্ধ,стъбло
135,Rinde::N,বল্কল,кора
136,Ast::N,শাখা,клон
137,Zweig::N,ডাল,клон
138,Blatt::N,পর্ণ,лист
139,Birke::N,ভুর্জ,бреза
140,Kiefer[Baum]::N,পাইন গাছ,бор
141,Weide[Baum]::N,উইলো,върба
142,Tanne::N,দেবদারূ গাছ,ела
143,Horn::N,শিং,рог
144,Feder::N,পালক,перо
145,Fell::N,রোম,кожа
146,Flügel::N,ডানা,крило
147,Klaue::N,নখর,нокът
148,Kralle::N,নখর,нокът
149,Schwanz::N,লেজ,опашка
150,Ei::N,ডিম,яйце
151,Nest::N,কুলায়,гнездо
152,Bau::N,ডেরা,дупка
153,Tier::N,জন্তু,животно
154,Herde::N,ঝাঁক,стадо
155,Kuh::N,গোরু,крава
156,Bulle::N,বৃষ,бик
157,Pferd::N,ঘোড়া,кон
158,Schaf::N,ভেড়া,овца
159,Schwein::N,শূকর,свиня
160,Hund::N,কুকুর,куче
161,Katze::N,বেড়াল,котка
162,Bär::N,ভল্লুক,мечка
163,Eichhörnchen::N,কাঠবিড়াল,катерица
164,Elch::N,হরিণবিশেষ,лос
165,Fuchs::N,পাঁতিশিয়াল,лисица
166,Hase::N,শশক,заек
167,Maus::N,নেংটি ইঁদুর,мишка
168,Wolf::N,নেকড়ে,вълк
169,Vogel::N,পক্ষী,птица
170,Schwarm::N,ঝাঁক,рой
171,Schwarm::N,ঝাঁক,рояк
172,Huhn::N,মোরগ,кокошка
173,Hahn::N,কুক্কুট,петел
174,Gans::N,হংসী,гъска
175,Adler::N,ইগল,орел
176,Ente::N,হংসী,патица
177,Eule::N,পেচক,сова
178,Kranich::N,সারস,жерав
179,Krähe::N,কাক,врана
180,Kuckuck::N,কোকিল,кукувица
181,Schwan::N,মরাল,лебед
182,Fisch::N,মাছ,риба
183,Barsch::N,মৎন্যবিশেষ,костур
184,Hecht::N,বানমাছ,щука
185,Schlange[Tier]::N,সর্প,змия
186,Wurm::N,কীট,червей
187,Spinne::N,মাকড়সা,паяк
188,Ameise::N,পিপীলিকা,мравка
189,Laus::N,উকুন,въшка
190,Mücke::N,মশা,комар
191,Fliege::N,মাছি,муха
192,Schmetterling::N,প্রজাপতি,пеперуда
193,Beere::N,বেরি,плод
194,Apfel::N,আপেল,ябълка
195,Pilz::N,ছত্রক,гъба
196,Zwiebel::N,পিয়াজ,лук
197,Zwiebel::N,পিয়াজ,кромид
198,Saat::N,বীজ,семе
199,Korn::N,শস্য,зърно
200,Heu::N,খড়,сено
201,Schale::N,খোসা,кора
202,Grube::N,গর্ত,яма
203,Grube::N,গর্ত,дупка
204,Falle::N,ফাঁদ,примка
205,Schlinge::N,পাশ,клуп
206,Spur::N,চিহ্ন,диря
207,Spur::N,চিহ্ন,следа
208,Asche::N,ভস্ম,пепел
209,Dreck::N,ময়লা,кал
210,Eisen::N,লোহা,желязо
211,Gold::N,স্বর্ণ,злато
212,Silber::N,রৌপ্য,сребро
213,Kohle::N,অঙ্গার,въглища
214,Glas::N,কাচ,стъкло
215,Lehm::N,মৃত্তিকা,глина
216,Sand::N,বালি,пясък
217,Mensch::N,নর,човек
218,Mensch::N,মানুষ,човек
219,Mann::N,মানুষ,мъж
220,Frau::N,নারী,жена
221,Kind::N,বাচ্চা,дете
222,Junge::N,ছেলে,момче
223,Mädchen::N,মেয়ে,момиче
224,Familie::N,পরিবার,фамилия
225,Familie::N,পরিবার,семейство
226,Großvater::N,মাতামহ,дядо
227,Großmutter::N,মাতামহী,баба
228,Eltern::N,মাতাপিতা,родители
229,Vater::N,পিতা,баща
230,Mutter::N,মাতা,майка
231,Sohn::N,ছেলে,син
232,Tochter::N,মেয়ে,дъщеря
233,Bruder::N,দাদা,брат
234,Schwester::N,বোন,сестра
235,Schwester::N,দিদি,сестра
236,Onkel::N,মামা,чичо
237,Onkel::N,মামা,вуйчо
238,Tante::N,মাসী,леля
239,Ehemann::N,স্বামী,съпруг
240,Ehefrau::N,পত্নী,съпруга
241,Freude::N,উল্লাস,радост
242,Gelächter::N,হাসি,смях
243,Glück::N,সুখ,щастие
244,Kummer::N,দুঃখ,тъга
245,Wunsch::N,আকাঙ্ক্ষা,желание
246,Lust::N,বাসনা,желание
247,Geist::N,আত্না,дух
248,Gedanke::N,চিন্তা,мисъл
249,Gedächtnis::N,স্মরণশক্তি,памет
250,Verstand::N,মন,ум
251,Verstand::N,মন,разум
252,Sinn::N,পদার্থ,смисъл
253,Grund::N,কারণ,причина
254,Wahrheit::N,সত্য,правда
255,Gespräch::N,কথাবার্তা,разговор
256,Märchen::N,রূপকথা,приказка
257,Erzählung::N,গল্প,разказ
258,Nachricht::N,তথ্য,вест
259,Nachricht::N,তথ্য,известие
260,Neuigkeit::N,খবরাখবর,новина
261,Name::N,নাম,име
262,Rätsel::N,ধাঁধা,гатанка
263,Rede::N,বক্তৃতা,реч
264,Rede::N,বক্তৃতা,слово
265,Sprache::N,ভাষা,език
266,Stimme::N,স্বর,глас
267,Wort::N,শব্দ,дума
268,Zeichen::N,প্রতীক,знак
269,Ruf::N,ডাক,зов
270,Lärm::N,হৈচৈ,шум
271,Lärm::N,হৈচৈ,глъчка
272,Laut::N,ধ্বনি,звук
273,Ton::N,স্বর,тон
274,Lied::N,গান,песен
275,Ruhe::N,শান্তি,тишина
276,Ruhe::N,শান্তি,спокойствие
277,Leute::N,প্রজাপুঞ্জ,хора
278,Volk::N,জাতি,народ
279,Arbeit::N,চাকরি,труд
280,Arbeit::N,চাকরি,работа
281,Gast::N,অতিথি,гост
282,Geschenk::N,উপহার,дар
283,Geschenk::N,উপহার,подарък
284,Spiel::N,খেলা,игра
285,Gesellschaft::N,সঙ্গিগণ,общество
286,Hilfe::N,সাহায্য,помощ
287,Freund::N,বন্ধু,приятел
288,Kamerad::N,সঙ্গী,другар
289,Angelegenheit::N,বিষয়,работа
290,Anzahl::N,পরিমাণ,брой
291,Anzahl::N,পরিমাণ,количество
292,Art::N,রকম,вид
293,Stück::N,টুকরো,къс
294,Stück::N,টুকরো,парче
295,Teil::N,অংশ,дял
296,Teil::N,অংশ,част
297,Hälfte::N,অর্ধেক,половина
298,Kreis::N,বৃত্ত,кръг
299,Kreuz::N,ক্রুশ,кръст
300,Linie::N,রেখা,черта
301,Strich::N,কষি,щрих
302,Strich::N,কষি,черта
303,Abstand::N,ফাঁক,дистанция
304,Abstand::N,ফাঁক,разстояние
305,Entfernung::N,ব্যবধান,разстояние
306,Gegend::N,ক্ষেত্র,местност
307,Platz::N,জায়গা,място
308,Ort::N,স্থান,място
309,Seite::N,পার্শ্ব,страна
310,Mitte::N,মধ্য,среда
311,Gegenstand::N,জিনিস,предмет
312,Sache::N,বস্তু,вещ
313,Rand::N,কানা,ръб
314,Kante::N,ধার,ръб
315,Kante::N,ধার,кант
316,Ecke::N,কোণ,ъгъл
317,Spitze::N,ডগা,връх
318,Spitze::N,ডগা,острие
319,Ende::N,প্রান্ত,край
320,Loch::N,গর্ত,дупка
321,Winkel::N,কোণ,кът
322,Winkel::N,কোণ,ъгъл
323,Muster::N,নমুন্,десен
324,Muster::N,নমুন্,образец
325,Größe::N,আয়তন,големина
326,Länge::N,দৈর্ঘ্য,дължина
327,Höhe::N,উচ্চতা,висота
328,Höhe::N,উচ্চতা,височина
329,Gewicht::N,ওজন,тегло
330,Gewicht::N,ওজন,тежест
331,Menge::N,পরিমাণ,количество
332,Haufen::N,পুঞ্জ,куп
333,Haufen::N,পুঞ্জ,грамада
334,Reihe::N,শ্রেণী,ред
335,Reihe::N,শ্রেণী,редица
336,Boot::N,নৌকা,лодка
337,Ruder::N,দাঁড়,весло
338,Ruder::N,দাঁড়,гребло
339,Schlitten::N,স্নেজ্-গাড়ি,шейна
340,Ski::N,শী,ски
341,Lagerfeuer::N,অগ্নি,огнище
342,Last::N,বোঝা,товар
343,Gang::N,হণ্টন,ход
344,Gang::N,হণ্টন,вървеж
345,Schritt::N,পদ,стъпка
346,Norden::N,উত্তরদিক্,север
347,Süden::N,দক্ষিণদিক,юг
348,Westen::N,পশ্চিমদিক্,запад
349,Osten::N,পূর্বদিক,изток
350,Holz::N,কাঠ,дърво
351,Brett::N,তক্তা,дъска
352,Platte::N,ফলক,
353,Stütze::N,নাগদণ্ড,
354,Stange::N,দণ্ড,прът
355,Stange::N,দণ্ড,върлина
356,Stock::N,ছড়ি,прът
357,Stock::N,ছড়ি,тояга
358,Stab::N,যষ্টি,прът
359,Rohr::N,নল,цев
360,Rohr::N,নল,тръба
361,Haus::N,ঘর,къща
362,Heim::N,বাসা,дом
363,Ofen::N,স্টোভ্,печка
364,Fußboden::N,গহতল,под
365,Tisch::N,মেজ,маса
366,Tisch::N,টেবিল,маса
367,Stuhl::N,চেয়ার,стол
368,Stuhl::N,কেদারা,стол
369,Wiege::N,দোলনা,люлка
370,Bett::N,শয্যা,легло
371,Bett::N,শয্যা,креват
372,Regal::N,তাক,рафт
373,Regal::N,তাক,етажерка
374,Kiste::N,বাক্স,кутия
375,Kiste::N,বাক্স,сандък
376,Fenster::N,জানালা,прозорец
377,Tür::N,দ্বার,врата
378,Tor::N,দ্বার,врата
379,Zaun::N,বেড়া,ограда
380,Dach::N,ছাদ,покрив
381,Leiter::N,মই,стълба
382,Besen::N,গুল্মবিশেষ,метла
383,Spaten::N,কোদাল,лопата
384,Schaufel::N,বেলচা,лопата
385,Gabel::N,কাঁটা,вилица
386,Löffel::N,চামচ,лъжица
387,Messer::N,ছুরি,нож
388,Nagel::N,পেরেক,гвоздей
389,Netz::N,জাল,мрежа
390,Haken::N,কাচি,кука
391,Haken::N,কাচি,закачалка
392,Griff::N,হাতল,ръчка
393,Griff::N,হাতল,дръжка
394,Schloss::N,তালা,брава
395,Schloss::N,তালা,ключалка
396,Bild::N,ছবি,картина
397,Bild::N,চিত্র,картина
398,Figur::N,আকার,фигура
399,Puppe::N,পুতুল,кукла
400,Beutel::N,বটুয়া,кесия
401,Bündel::N,আঁটি,връзка
402,Tasche::N,থলি,чанта
403,Eimer::N,বাল্তি,кофа
404,Deckel::N,আবরণ,капак
405,Deckel::N,আবরণ,похлупак
406,Geschirr::N,থালা-বাসন,съдове
407,Sack::N,বস্তা,чувал
408,Tasse::N,কাপ,чаша
409,Topf::N,পাত্র,гърне
410,Topf::N,পাত্র,тенджера
411,Kessel::N,কেটলি,котел
412,Essen::N,আহার,ядене
413,Nahrung::N,খাদ্য,храна
414,Speise::N,খাদ্য,ястие
415,Fleisch::N,মাংস,месо
416,Getreide::N,শস্য,зърнено храни
417,Brei::N,মণ্ড,каша
418,Brot::N,রুটি,хляб
419,Scheibe::N,ফালি,резен
420,Fett::N,মেদ,мазнина
421,Butter::N,মাখন,масло
422,Öl::N,তৈল,олио
423,Öl::N,তৈল,оливия
424,Salz::N,নুন,сол
425,Suppe::N,শুরুয়া,супа
426,Honig::N,মধু,мед
427,Milch::N,দুধ,мляко
428,Tee::N,চা,чай
429,Leder::N,পাকা চামড়া,кожа
430,Wolle::N,পশম,вълна
431,Stoff::N,বস্ত্র,плат
432,Stoff::N,বস্ত্র,материал
433,Nadel::N,সুচ,игла
434,Faden::N,সূত্র,конец
435,Knopf::N,বোতাম,копче
436,Knoten::N,গিঁট,възел
437,Farbe::N,রং,боя
438,Kleidung::N,কাপড়,дрехи
439,Kleidung::N,কাপড়,облекло
440,Hemd::N,শার্ট,риза
441,Kragen::N,গলবন্ধ,яка
442,Ärmel::N,আস্তিন্,ръкав
443,Hose::N,ট্রাউজার,панталони
444,Gürtel::N,কটিবন্ধ,пояс
445,Gürtel::N,কটিবন্ধ,колан
446,Mütze::N,টুপি,каскет
447,Mütze::N,টুপি,фуражка
448,Schuh::N,জুতো,обувка
449,Stiefel::N,বুট,ботуш
450,Ring::N,আংটি,пръстен
451,Band::N,ফিতা,лента
452,Band::N,ফিতা,връзка
453,Kamm::N,চিরুনি,гребен
454,Spiegel::N,আয়না,огледало
455,Riemen::N,চাবুক,каиш
456,Riemen::N,চাবুক,ремък
457,Schnur::N,দড়ি,връв
458,Leine::N,শিকল,връв
459,Leine::N,শিকল,въже
460,Decke::N,কম্বল,покривка
461,Kissen::N,উপাধান,възглавница
462,Tuch::N,বস্ত্র,сукно
463,Handtuch::N,তোয়ালে,пешкир
464,Handtuch::N,তোয়ালে,кърпа за лице
465,Kraft::N,জোর,мощ
466,Kraft::N,জোর,сила
467,Stärke::N,শক্তি,сила
468,Gesundheit::N,স্বাস্থ্য,здраве
469,Krankheit::N,অসুখ,болест
470,Krankheit::N,ব্যামো,болест
471,Schmerz::N,যন্ত্রণা,болка
472,Wunde::N,ক্ষত,рана
473,Fieber::N,জ্বর,треска
474,Fieber::N,জ্বর,температура
475,Arznei::N,ঔষধ,лек
476,Arznei::N,ঔষধ,лекарство
477,Brücke::N,সেতু,мост
478,Brunnen::N,কূপ,чешма
479,Brunnen::N,কূপ,кладенец
480,Weide::N,পশুচারণভূমি,паша
481,Weide::N,পশুচারণভূমি,пасище
482,Pfad::N,পথ,пътека
483,Weg::N,পথ,път
484,Straße::N,রাস্তা,шосе
485,Dorf::N,গ্রাম,село
486,Stadt::N,শহর,град
487,Brief::N,চিঠি,писмо
488,Buch::N,বই,книга
489,Buchstabe::N,অক্ষর,буква
490,Zeitung::N,সংবাদপত্র,вестник
491,Leben::N,জীবন,живот
492,Tod::N,মৃত্যু,смърт
493,Grab::N,কবর,гроб
494,Kirche::N,গির্জা,църква
495,Sünde::N,পাপ,грях
496,Gott::N,দেবতা,бог
497,Arbeiter::N,শ্রমিক,работник
498,Chef::N,নেতা,шеф
499,Chef::N,নেতা,началник
500,Meister::N,ব্যক্তি,майстор
501,Arzt::N,চিকিৎসক,лекар
502,Lehrer::N,অধ্যাপক,учител
503,Geld::N,মুদ্রা,пари
504,Geld::N,টাকাপয়সা,пари
505,Geschäft::N,ব্যস্ততা,сделка
506,Laden::N,দোকান,дюкян
507,Laden::N,দোকান,магазин
508,Preis::N,মূল্য,цена
509,Ware::N,পণ্যদ্রব্য,стока
510,Nutzen::N,সুবিধা,полза
511,Nutzen::N,সুবিধা,облага
512,Reichtum::N,ধনদৌলত,богатство
513,Welt::N,জগৎ,свят
514,Land::N,খেত,страна
515,Staat::N,রাষ্ট্র,щат
516,Staat::N,রাষ্ট্র,държава
517,König::N,রাজা,крал
518,Macht::N,প্রভাব,мощ
519,Macht::N,প্রভাব,власт
520,Grenze::N,সীমা,граница
521,Krieg::N,যুদ্ধ,война
522,Feind::N,শত্রু,враг
523,Feind::N,শত্রু,неприятел
524,Gewalt::N,জোর,сила
525,Gewalt::N,জোর,насилие
526,Kampf::N,লড়াই,борба
527,Kampf::N,লড়াই,сражение
528,Bogen[Waffe]::N,ধনুক,лък
529,Pfeil::N,বাণ,стрела
530,Gewehr::N,বন্দুক,пушка
531,Fehler::N,ভুল,грешка
532,Lüge::N,মিথ্যা,лъжа
533,Schaden::N,ক্ষতি,повреда
534,Unglück::N,দুর্ভাগ্য,нещастие
535,Schuld::N,অপরাধ,вина
536,Alter::N,আয়ু,възраст
537,Schluss::N,শেষ,край
538,Zeit::N,সময়,време
539,Tag::N,দিন,ден
540,Morgen::N,সকাল,утро
541,Morgen::N,সকাল,сутрин
542,Mittag::N,মধ্যাহু,обед
543,Mittag::N,মধ্যাহু,пладне
544,Abend::N,সন্ধ্যা,вечер
545,Nacht::N,রাত্রি,нощ
546,Woche::N,সপ্তাহ,седмица
547,Monat::N,মাস,месец
548,Jahr::N,সৌরবর্ষ,година
549,Frühling::N,বসন্তকাল,пролет
550,Sommer::N,গ্রীষ্মকাল,лято
551,Herbst::N,শরংঋতু,есен
552,Winter::N,শীতকাল,зима
553,Januar::N,জানুয়ারী,януари
554,Februar::N,ফেব্রুয়ারী,февруари
555,März::N,মার্চ,март
556,April::N,এপ্রিল,април
557,Mai::N,মে,май
558,Juni::N,জুন,юни
559,Juli::N,জুলাই,юли
560,August::N,অগাস্ট,август
561,September::N,সেপ্টেম্বর,септември
562,Oktober::N,অক্টোবর,октомври
563,November::N,নভেম্বর,ноември
564,Dezember::N,ডিসেম্বর,декември
565,Montag::N,সোমবার,понеделник
566,Dienstag::N,মঙ্গলবার,вторник
567,Mittwoch::N,বুধবার,сряда
568,Donnerstag::N,বৃহম্পতিবার,четвъртък
569,Freitag::N,শুক্রবার,петък
570,Samstag::N,শনিবার,събота
571,Sonntag::N,রবিবার,неделя
572,groß::A,বৃহৎ,едър
573,groß::A,বৃহৎ,голям
574,klein::A,ছোট,малък
575,klein::A,ছোট,дребен
576,lang::A,দীর্ঘ,дълъг
577,kurz::A,খর্ব,къс
578,kurz::A,হ্রস্ব,къс
579,breit::A,চওড়া,широк
580,schmal::A,সরু,тесен
581,dicht::A,ঘন,гъст
582,dick[Gegenstand]::A,পুরু,дебел
583,dünn::A,কৃশ,тънък
584,fein::A,সূক্ষ্ম,фин
585,fein::A,সূক্ষ্ম,тънък
586,fest::A,দৃঢ়,твърд
587,fest::A,দৃঢ়,плътен
588,flach::A,সমতল,равен
589,flach::A,সমতল,плосък
590,glatt::A,মসৃণ,гладък
591,hart::A,শক্ত,твърд
592,hart::A,শক্ত,корав
593,weich::A,নরম,мек
594,rund::A,গোলাকার,кръгъл
595,spitz::A,তীক্ষ্ন,островръх
596,scharf::A,শাণিত,остър
597,stumpf::A,ভোঁতা,тъп
598,schwer::A,ভারী,тежък
599,schön::A,সুন্দর,хубав
600,schön::A,সুন্দর,красив
601,heiß::A,গরম,жарък
602,warm::A,ঈষদুষ্ণ,топъл
603,kalt::A,ঠাণ্ডা,студен
604,kühl::A,শীতল,хладен
605,frisch::A,তাজা,свеж
606,feucht::A,ভিজা,влажен
607,nass::A,ভিজা,мокър
608,trocken::A,শুষ্ক,сух
609,voll::A,পূর্ণ,пълен
610,leer::A,খালি,празен
611,offen::A,খোলা,откровен
612,geschlossen::A,বন্ধ,закрит
613,geschlossen::A,বন্ধ,затворен
614,sauber::A,নির্মল,чист
615,schmutzig::A,নোংরা,мръсен
616,roh::A,কাঁচা,суров
617,reif::A,পাকা,зрял
618,lecker::A,সুস্বাদ,вкусен
619,süß::A,মিষ্ট,сладък
620,bitter::A,তিক্ত,горчив
621,sauer::A,টক,кисел
622,hell::A,উজ্জ্বল,ясен
623,hell::A,উজ্জ্বল,светъл
624,dunkel::A,অন্ধকারময়,тъмен
625,schwarz::A,কালো,черен
626,weiß::A,সাদা,бял
627,rot::A,লাল,червен
628,gelb::A,হলদে,жълт
629,blau::A,নীল,син
630,grün::A,সবুজ,зелен
631,grau::A,ছাই-রঙা,сив
632,bunt::A,রঙিন,шарен
633,bunt::A,রঙিন,пъстър
634,billig::A,সস্তা,евтин
635,teuer::A,আক্রা,скъп
636,wertvoll::A,মহার্ঘ,ценен
637,blind::A,কানা,сляп
638,taub::A,বধির,глух
639,kräftig::A,বিশাল,силен
640,stark::A,শক্তিশালী,здрав
641,stark::A,শক্তিশালী,силен
642,schwach::A,দুর্বল,слаб
643,fett::A,মোটা,тлъст
644,schlank::A,কৃশ,тънък
645,schlank::A,কৃশ,строен
646,hübsch::A,সুন্দর,хубав
647,böse::A,খারাপ,зъл
648,dumm::A,মূর্খ,глупав
649,faul::A,শ্রমবিমুখ,ленив
650,faul::A,শ্রমবিমুখ,мързелив
651,fleißig::A,পরিশ্রমী,прилежен
652,geizig::A,ব্যয়কুণ্ঠ,скъпернически
653,klug::A,দক্ষ,умен
654,klug::A,দক্ষ,разумен
655,geschickt::A,পটু,умел
656,geschickt::A,পটু,сръчен
657,lieb::A,প্রেয়,мил
658,lieb::A,প্রেয়,драг
659,lustig::A,প্রফুল্ল,весел
660,sanft::A,নম্র,нежен
661,sanft::A,নম্র,кротък
662,hungrig::A,ক্ষুধার্ত,гладен
663,krank::A,অসুস্থ,болен
664,nackt::A,উলঙ্গ,гол
665,traurig::A,দুঃখিত,тъжен
666,traurig::A,দুঃখিত,печален
667,lebendig::A,জীবিত,жив
668,gut::A,ভালো,добър
669,schlecht::A,মন্দ,лош
670,richtig::A,ঠিক,правилен
671,schlimm::A,কদর্য,лош
672,wahr::A,বাস্তব,верен
673,wahr::A,বাস্তব,истински
674,alt::A,পুরাতন,стар
675,alt::A,পুরাতন,древен
676,neu::A,নব,нов
677,neu::A,নূতন,нов
678,ehemalig::A,পূর্বকালীন,бивш
679,alt[Lebewesen]::A,বৃদ্ধ,стар
680,jung::A,তরুণ,млад
681,arm::A,ক্ষুদ্র,беден
682,reich::A,ধনবান্,богат
683,bekannt::A,সুপরিচিত,познат
684,bekannt::A,সুপরিচিত,известен
685,berühmt::A,বিখ্যাত,почут
686,berühmt::A,বিখ্যাত,известен
687,fremd::A,বিদেশি,чужд
688,verschieden::A,বিসদৃশ,разен
689,verschieden::A,বিসদৃশ,различен
690,nah::A,নিকটবতী,близък
691,fern::A,দুরবতী,далечен
692,linker::A,বাম,ляв
693,rechter::A,ডান,прав
694,rechter::A,ডাইন,прав
695,anderer::A,অন্যতর,друг
696,erster::A,প্রথম,пръв
697,erster::A,প্রথম,първи
698,zweiter::A,দ্বিতীয়,втори
699,dritter::A,তৃতীয়,трети
700,letzter::A,সর্বশেষ,последен
701,allein::ADV,একক,само
702,auf einmal::ADV,জলদি,същевременно
703,zusammen::ADV,একসঙ্গে,заедно
704,lange::ADV,লম্বা,дълго
705,plötzlich::ADV,হঠাৎ,изведнъж
706,sofort::ADV,মুহ্ণর্তমধ্যে,веднага
707,später::ADV,পশ্চাতে,по-късно
708,jetzt::ADV,এখন,сега
709,heute::ADV,আজ,днес
710,morgen::ADV,আগামিকাল,утре
711,bald::ADV,অস্পকালমধ্যে,скоро
712,dann::ADV,তখন,после
713,dann::ADV,তখন,тогава
714,gestern::ADV,গতকাল,вчера
715,einst::ADV,একবার মাত্র,някога
716,damals::ADV,তখন,тогава
717,danach::ADV,পরে,после
718,danach::ADV,পরে,след това
719,vorher::ADV,আগে,преди
720,vorher::ADV,আগে,преди това
721,zuerst::ADV,আগে,най-напред
722,einmal::ADV,একবার,веднъж
723,einmal::ADV,একবার,един път
724,manchmal::ADV,কখনও কখনও,понякога
725,oft::ADV,ঘনঘন,често
726,immer::ADV,সর্বদা,винаги
727,niemals::ADV,কখলও নহে,никога
728,hier::ADV,এখানে,тук
729,hier::ADV,এখানে,тука
730,hierhin::ADV,এখানে,насам
731,von hier::ADV,ত্রই স্তান হইতে,оттук
732,von hier::ADV,ত্রই স্তান হইতে,оттука
733,dort::ADV,ওখানে,там
734,dorthin::ADV,ওখানে,натам
735,dorthin::ADV,ওখানে,нататък
736,geradeaus::ADV,অগ্রগামী,направо
737,vorwärts::ADV,সন্মুখিকে,напред
