,Concept_ID,zh,kn
114,Rinde::N,树皮,ತೂಗಟಿ
115,Ast::N,树枝,ಶಾಖೆ
116,Zweig::N,树枝,ರೆಂಬೆ
117,Blatt::N,叶子,ಎಲೆ
118,Birke::N,桦木,ಬರ್ಚ್ ಮರ
119,Kiefer[Baum]::N,松树,ದೇವದಾರು ಮರ
120,Weide[Baum]::N,柳树,ವಿಲೋಮರ
121,Tanne::N,冷杉,ಭದ್ರದಾರು
122,Horn::N,角,ಕೊಂಬು
123,Feder::N,羽毛,ಪುಕ್ಕ
124,Fell::N,皮毛,ರೋಮ
125,Flügel::N,翅膀,ರೆಕ್ಕೆ
126,Klaue::N,爪子,ಪಂಜ
127,Kralle::N,爪子,ಉಗುರು
128,Schwanz::N,尾巴,ಬಾಲ
129,Ei::N,蛋,ಮೊಟ್ಟೆ
130,Nest::N,巢,ಗೂಡು
131,Bau::N,穴,ಅಡಗುದಾಣ
132,Tier::N,动物,ಪ್ರಾಣಿ
133,Herde::N,群,ಗುಂಪು
134,Kuh::N,母牛,ಹಸು
135,Bulle::N,公牛,ಗೂಳಿ
136,Pferd::N,马,ಕುದುರೆ
137,Schaf::N,羊,ಕುರಿ
138,Schwein::N,猪,ಹಂದಿ
139,Hund::N,狗,ನಾಯಿ
140,Katze::N,猫,ಬೆಕ್ಕು
141,Bär::N,熊,ಕರಡಿ
142,Eichhörnchen::N,松鼠,ಉಡುತೆ
143,Elch::N,麋鹿,ಕಡವೆ
144,Fuchs::N,狐狸,ನರಿ
145,Hase::N,兔子,ಮೊಲ
146,Maus::N,老鼠,ಇಲಿ
147,Wolf::N,狼,ತೋಳ
148,Vogel::N,鸟,ಪಕ್ಷಿ
149,Schwarm::N,群,ಗುಂಪು
150,Huhn::N,鸡,ಚಿಕ್
151,Hahn::N,公鸡,ಹುಂಜ
152,Gans::N,鹅,ವರಟೆ
153,Adler::N,鹰,ಗರುಡ
154,Ente::N,鸭,ಬಾತು
155,Eule::N,猫头鹰,ಗೂಬೆ
156,Kranich::N,鹤,ಕೊಕ್ಕರ
157,Krähe::N,乌鸦,ಕಾಗೆ
158,Kuckuck::N,布谷鸟,ಕೋಗಿಲೆ
159,Schwan::N,天鹅,ಹಂಸಪಕ್ಷಿ
160,Fisch::N,鱼,ಮೀನು
161,Barsch::N,鲈鱼,ಪರ್ಚ್ ಮೀನು
162,Hecht::N,狗鱼,ಪೈಕ್ ಮೀನು
163,Schlange[Tier]::N,蛇,ಹಾವು
164,Wurm::N,蠕虫,ಹುಳು
165,Spinne::N,蜘蛛,ಊರ್ಣನಾಭ
166,Ameise::N,蚂蚁,ಇರುವೆ
167,Laus::N,虱子,ಹೇನು
168,Mücke::N,蚊子,ಸೊಳ್ಳೆ
169,Fliege::N,苍蝇,ನೊಣ
170,Schmetterling::N,蝴蝶,ಪತಂಗ
171,Beere::N,将果,ನಯವಣ್ಣು
172,Apfel::N,苹果,ಸೇಬು
173,Pilz::N,蘑菇,ಅಣಬೆ
174,Zwiebel::N,洋葱,ನೀರುಳ್ಳಿ
175,Saat::N,种子,ಬಿತ್ತ
176,Korn::N,谷粒,ಬೀಜ
177,Heu::N,干草,ಕರಡ
178,Schale::N,壳,ಹೊಟ್ಟು
179,Grube::N,坑,ಗುಂಡಿ
180,Falle::N,圈套,ಬೋನು
181,Schlinge::N,活扣,ಉರುಲು
182,Spur::N,踪迹,ಜಾಡು
183,Asche::N,灰烬,ಬೂದಿ
184,Dreck::N,污垢,ಹೊಲಸು
185,Eisen::N,铁,ಕಬ್ಬಿಣ
186,Gold::N,金子,ಚಿನ್ನ
187,Silber::N,银,ಬೆಳ್ಳಿ
188,Kohle::N,煤,ಕಲ್ಲಿದ್ದಲು
189,Glas::N,玻璃,ಗಾಜು
190,Lehm::N,粘土,ಜೇಡಿಮಣ್ಣು
191,Sand::N,沙,ಮರಳು
192,Mensch::N,人,ಪುರುಷ
193,Mann::N,男子,ಆಳು
194,Frau::N,妇女,ಹೆಣ್ಣು
195,Kind::N,小孩,ಮಗು
196,Junge::N,男孩,ಹುಡುಗ
197,Mädchen::N,女孩,ಹುಡುಗಿ
198,Familie::N,家庭,ಕುಟುಂಬ
199,Großvater::N,祖父,ಅಜ್ಜ
200,Großmutter::N,祖母,ಅಮ್ಮ
201,Eltern::N,父母,ಹೆತ್ತವರು
202,Vater::N,父亲,ತಂದೆ
203,Mutter::N,母亲,ಅಮ್ಮ
204,Sohn::N,儿子,ಮಗ 
205,Tochter::N,女儿,ಮಗಳು
206,Bruder::N,兄弟,ತಮ್ಮ
207,Schwester::N,姐妹,ತಂಗಿ
208,Onkel::N,伯父,ಸೋದರಮಾವ
209,Onkel::N,伯父,ದೊಡ್ಡಪ್ಪ
210,Tante::N,阿姨,ಚಿಕ್ಕಮ್ಮ
211,Ehemann::N,丈夫,ಗಂಡ
212,Ehefrau::N,妻子,ಹೆಂಡತಿ
213,Freude::N,愉快,ನಲಿವು
214,Gelächter::N,大笑,ನಗೆ
215,Glück::N,运气,ಆನಂದ
216,Kummer::N,苦恼,ದುಃಖ
217,Wunsch::N,愿望,ಬಯಕೆ
218,Lust::N,乐趣,ಇಷ್ಟ
219,Geist::N,精神,ಆತ್ಮ
220,Gedanke::N,思想,ಯೋಚನೆ
221,Gedächtnis::N,记性,ಸ್ಮರಣೆ
222,Verstand::N,理智,ಮನಸ್ಸು
223,Sinn::N,感觉,ಅರ್ಥ
224,Grund::N,理由,ಕಾರಣ
225,Wahrheit::N,真理,ಸತ್ಯ
226,Gespräch::N,谈话,ಸಂಭಾಷಣೆ
227,Märchen::N,童话,ಸುಳ್ಳು ಕಥೆ
228,Erzählung::N,故事,ಕಥೆ
229,Nachricht::N,消息,ಸಂದೇಶ
230,Neuigkeit::N,新闻,ಸುದ್ದಿ
231,Name::N,名字,ಹೆಸರು
232,Rätsel::N,谜语,ಒಗಟು
233,Rede::N,讲话,ಮಾತು
234,Sprache::N,语言,ಭಾಷೆ
235,Stimme::N,声音,ಧ್ವನಿ
236,Wort::N,词,ಮಾತು
237,Zeichen::N,标记,ಗುರುತು
238,Ruf::N,呼喊,ಕೂಗು
239,Lärm::N,噪音,ಸದ್ದು
240,Laut::N,响声,ಶಬ್ದ
241,Ton::N,声音,ನಾದ
242,Lied::N,歌曲,ಗಾನ
243,Ruhe::N,安静,ಶಾಂತಿ
244,Leute::N,人们,ಮಂದಿ
245,Volk::N,人民,ಜನಾಂಗ
246,Arbeit::N,劳动,ಕೆಲಸ
247,Gast::N,客人,ಅತಿಥಿ
248,Geschenk::N,礼物,ಕಾಣಿಕೆ
249,Spiel::N,游戏,ಆಟ
250,Gesellschaft::N,陪同,ಸಂಗ
251,Hilfe::N,帮助,ಸಹಾಯ
252,Freund::N,朋友,ಸ್ನೇಹಿತ
253,Kamerad::N,同志,ಜೊತೆಗಾರ
254,Angelegenheit::N,事情,ವಿಚಾರ
255,Anzahl::N,数目,ಎಣಿಕೆ
256,Art::N,种类,ತರ
257,Stück::N,块,ತುಂಡು
258,Teil::N,部分,ಭಾಗ
259,Hälfte::N,一半,ಅರ್ಧ
260,Kreis::N,圆,ವೃತ್ತ
261,Kreuz::N,十字架,ಶಿಲುಬೆ
262,Linie::N,线条,ರೀಖೆ
263,Strich::N,划,ಗೀಟು
264,Abstand::N,距离,ಅಂತರ
265,Entfernung::N,距离,ದೂರ
266,Gegend::N,地区,ವಿಸ್ತೀರ್ಣ
267,Platz::N,场所,ಅಂತರ
268,Ort::N,地点,ಸ್ಥಳ
269,Seite::N,面,ಪಕ್ಷ
270,Mitte::N,中间,ನಡು
271,Gegenstand::N,物品,ವಸ್ತು
272,Sache::N,物,ವಸ್ತು
273,Rand::N,边,ಅಂಚು
274,Kante::N,棱,ಅಂಚು
275,Ecke::N,角,ಮೂಲೆ
276,Spitze::N,尖,ತುದಿ
277,Ende::N,结尾,ಕೊನೆ
278,Loch::N,洞,ತೂತು
279,Winkel::N,角度,ಕೋನ
280,Muster::N,模型,ನಮೂನೆ
281,Größe::N,大小,ಪ್ರಮಾಣ
282,Länge::N,长度,ಉದ್ದ
283,Höhe::N,高度,ಎತ್ತರ
284,Gewicht::N,重量,ತೂಕ
285,Menge::N,数量,ಮೊತ್ತ
286,Haufen::N,堆,ರಾಶಿ
287,Reihe::N,行,ಸಾಲು
288,Boot::N,小船,ದೋಣಿ
289,Ruder::N,奖,ಹುಟ್ಟು
290,Schlitten::N,雪橇,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
291,Ski::N,雪板,ಜಾರುಪಟ್ಟಿ
292,Lagerfeuer::N,营火,ಶಿಬಿರಾಗ್ನಿ
293,Last::N,负担,ಹೊರೆ
294,Gang::N,行走,ತಿರುಗಾಟ
295,Schritt::N,步伐,ಹೆಜ್ಜೆ
296,Norden::N,北,ಉತ್ತರ
297,Süden::N,南,ದಕ್ಷಿಣ
298,Westen::N,西,ಪಶ್ಚಿಮ
299,Osten::N,东,ಮೂಡಲು
300,Holz::N,木材,ಚೌಬೀನೆ
301,Brett::N,木板,ಹಲಗೆ
302,Platte::N,平板,ಹಲಗೆ
303,Stütze::N,支架,ಆಸರೆ
304,Stange::N,杆,ಕಂಬ
305,Stock::N,棒,ಕೋಲು
306,Stab::N,棍,ದೊಣ್ಣೆ
307,Rohr::N,管子,ನಳಿಕೆ
308,Haus::N,房屋,ಮನೆ
309,Heim::N,家,ಗೃಹ
310,Ofen::N,炉子,ಒಲೆ
311,Fußboden::N,地板,ನೆಲ
312,Tisch::N,桌子,ಮೇಜು
313,Stuhl::N,椅子,ಕುರ್ಚಿ
314,Wiege::N,摇蓝,ತೊಟ್ಟಿಲು
315,Bett::N,床,ಹಾಸಿಗೆ
316,Regal::N,架子,ಬೀರು
317,Kiste::N,箱子,ಪಟ್ಟಿಗೆ
318,Fenster::N,窗户,ಕಿಟಕಿ
319,Tür::N,门,ಬಾಗಿಲು
320,Tor::N,大门,ಹೆಬ್ಬಾಗಿಲು
321,Zaun::N,篱笆,ಬೇಲಿ
322,Dach::N,屋顶,ಮಾಳಿಗೆ
323,Leiter::N,梯子,ಏಣಿ
324,Besen::N,扫帚,ಪೊರಕೆ
325,Spaten::N,铁锹,ಗುದ್ದಲಿ
326,Schaufel::N,铁锹,ಸನಿಕೆ
327,Gabel::N,叉,ಕವಲು
328,Löffel::N,食匙,ಚಮಚ
329,Messer::N,刀,ಚಾಕು
330,Nagel::N,钉子,ಆಣಿ
331,Netz::N,网,ಬಲೆ
332,Haken::N,钩子,ಕೊಂಡಿ
333,Griff::N,把柄,ಹಿಡಿ
334,Schloss::N,锁,ವೀಗ
335,Bild::N,图画,ಚಿತ್ರ
336,Figur::N,人像,ಆಕಾರ
337,Puppe::N,娃娃,ಗೊಂಬೆ
338,Beutel::N,袋子,ಸಂಚಿ
339,Bündel::N,捆,ಕಟ್ಟು
340,Tasche::N,手提包,ಚೀಲ
341,Eimer::N,桶,ಬಾನೆ
342,Deckel::N,盖子,ಮುಚ್ಚಳ
343,Geschirr::N,餐具,ಭಕ್ಷ್ಯಗಳು
344,Sack::N,袋子,ಮೂಟೆ
345,Tasse::N,杯子,ಬಟ್ಟಲು
346,Topf::N,锅,ಮಡಕೆ
347,Kessel::N,水壶,ಕೆಟಲ್
348,Essen::N,进餐,ಊಟ
349,Nahrung::N,食物,ಆಹಾರ
350,Speise::N,菜肴,ಊಟ
351,Fleisch::N,肉,ಮಾಂಸ
352,Getreide::N,谷物,ಧಾನ್ಯ
353,Brei::N,粥,ಗಂಜಿ
354,Brot::N,面包,ರೊಟ್ಟಿ
355,Scheibe::N,片,ಹೋಳು
356,Fett::N,脂肪,ಕೊಬ್ಬು
357,Butter::N,黄油,ಬೆಣ್ಣೆ
358,Öl::N,油,ಎಣ್ಣೆ
359,Salz::N,盐,ಉಪ್ಪು
360,Suppe::N,汤,ಎಸರು
361,Honig::N,蜂蜜,ಮಧು
362,Milch::N,奶,ಹಾಲು
363,Tee::N,茶,ಚಹ
364,Leder::N,皮革,ಚಕ್ಕಳ
365,Wolle::N,毛线,ಉಣ್ಣೆ
366,Stoff::N,织物,ಬಟ್ಟೆ
367,Nadel::N,针,ಸೂಜಿ
368,Faden::N,线,ದಾರ
369,Knopf::N,纽扣,ಗುಂಡು
370,Knoten::N,结,ಗಂಟು
371,Farbe::N,颜色,ಬಣ್ಣ
372,Kleidung::N,衣服,ಅರಿವೆ
373,Hemd::N,衬衫,ಅಂಗಿ
374,Kragen::N,领子,ಕುತ್ತಿಗೆಪಟ್ಟಿ
375,Ärmel::N,袖子,ತೋಳು
376,Hose::N,裤子,ಇಜಾರ
377,Gürtel::N,腰带,ಬೆಲ್ಟು
378,Mütze::N,帽子,ಟೋಪಿ
379,Schuh::N,鞋,ಪಾದರಕ್ಷೆ
380,Stiefel::N,靴子,ಬೂಟು
381,Ring::N,戒指,ಉಂಗುರ
382,Band::N,带子,ರಿಬ್ಬನ್
383,Kamm::N,梳子,ಹಣಿಗೆ
384,Spiegel::N,镜子,ಕನ್ನಡಿ
385,Riemen::N,皮带,ಬಾರು
386,Schnur::N,绳子,ಹುರಿ
387,Leine::N,皮带,ಹಗ್ಗ
388,Decke::N,被子,ಕಂಬಳಿ
389,Kissen::N,软垫,ದಿಂಬು
390,Tuch::N,巾,ಕೊರಳ ಬಟ್ಟೆ
391,Handtuch::N,手巾,ಚೌಕ
392,Kraft::N,力,ಬಲ
393,Stärke::N,力量,ಶಕ್ತಿ
394,Gesundheit::N,健康,ಆರೋಗ್ಯ
395,Krankheit::N,病,ರೋಗ
396,Schmerz::N,痛,ನೋವು
397,Wunde::N,伤口,ಗಾಯ
398,Fieber::N,发烧,ಜ್ವರ
399,Arznei::N,药,ಔಷಧ
400,Brücke::N,桥,ಸೇತುವೆ
401,Brunnen::N,井,ಬಾವಿ
402,Weide::N,牧场,ಗೋಮಾಳ
403,Pfad::N,小路,ದಾರಿ
404,Weg::N,路,ಹಾದಿ
405,Straße::N,街,ರಸ್ತೆ
406,Dorf::N,村庄,ಹಳ್ಳಿ
407,Stadt::N,城市,ಪಟ್ಟಣ
408,Brief::N,信,ಕಾಗದ
409,Buch::N,书,ಪುಸ್ತಕ
410,Buchstabe::N,字母,ಅಕ್ಷರ
411,Zeitung::N,报纸,ವಾರ್ತಾಪತ್ರಿಕೆ
412,Leben::N,生命,ಜೀವನ
413,Tod::N,死亡,ಮರಣ
414,Grab::N,坟墓,ಗೋರಿ
415,Kirche::N,教堂,ಚರ್ಚು
416,Sünde::N,罪,ಪಾಪ
417,Gott::N,上帝,ದೇವರು
418,Arbeiter::N,工人,ಕೆಲಸಗಾರ
419,Chef::N,上司,ದಣಿ
420,Meister::N,师傅,ಶಿಕ್ಷಕ
421,Arzt::N,医生,ವೈದ್ಯ
422,Lehrer::N,教师,ಉಪಾಧ್ಯಾಯ
423,Geld::N,钱,ಹಣ
424,Geschäft::N,交易,ವಾಣಿಜ್ಯ
425,Laden::N,商店,ಅಂಗಡಿ
426,Preis::N,价格,ಬೆಲೆ
427,Ware::N,商品,ಸರಕು
428,Nutzen::N,好处,ಲಾಭ
429,Reichtum::N,财富,ಸಂಪತ್ತು
430,Welt::N,世界,ಭೂಲೋಕ
431,Land::N,国家,ದೇಶ
432,Staat::N,国家,ರಾಜ್ಯ
433,König::N,国王,ರಾಜ
434,Macht::N,权力,ಅಧಿಕಾರ
435,Grenze::N,边界,ಗಡಿ
436,Krieg::N,战争,ಯುದ್ಧ
437,Feind::N,敌人,ಶತ್ರು
438,Gewalt::N,暴力,ಹಿಂಸೆ
439,Kampf::N,战斗,ಹೋರಾಟ
440,Bogen[Waffe]::N,弓,ಬಿಲ್ಲು
441,Pfeil::N,箭,ಅಂಬು
442,Gewehr::N,枪,ಬಂದೂಕು
443,Fehler::N,错误,ತಪ್ಪು
444,Lüge::N,谎话,ಸುಳ್ಳು
445,Schaden::N,损失,ಹಾನಿ
446,Unglück::N,不幸,ಅಪಾಯ
447,Schuld::N,过错,ದೋಷ
448,Alter::N,年龄,ಮುಪ್ಪು
449,Schluss::N,结束,ಮುಕ್ತಾಯ
450,Zeit::N,时间,ಕಾಲ
451,Tag::N,天,ದಿನ
452,Morgen::N,早晨,ಮುಂಜಾನೆ
453,Mittag::N,中午,ನಡುಹಗಲು
454,Abend::N,晚上,ಸಂಜೆ
455,Nacht::N,夜,ರಾತ್ರಿ
456,Woche::N,星期,ವಾರ
457,Monat::N,月,ತಿಂಗಳು
458,Jahr::N,年,ಸಂವತ್ಸರ
459,Frühling::N,春天,ವಸಂತ
460,Sommer::N,夏天,ಬಿಸಿಲುಕಾಲ
461,Herbst::N,秋天,ಶರತ್ಕಾಲ
462,Winter::N,冬天,ಚಳಿಗಾಲ
463,Januar::N,一月,ನಾಲ್ಚಳಿ
464,Februar::N,二月,ಅಯ್ಚಳಿ
465,März::N,三月,ಮೊಬ್ಬೇಸಿಗೆ
466,April::N,四月,ಇಬ್ಬೇಸಿಗೆ
467,Mai::N,五月,ಮುಬ್ಬೇಸಿಗೆ
468,Juni::N,六月,ಮೊಮ್ಮಳೆ
469,Juli::N,七月,ಇಮ್ಮಳೆ
470,August::N,八月,ಮುಮ್ಮಳೆ
471,September::N,九月,ನಾಲ್ಮಳೆ
472,Oktober::N,十月,ಮೊಚ್ಚಳಿ
473,November::N,十一月,ಇಚ್ಚಳಿ
474,Dezember::N,十二月,ಮುಚ್ಚಳಿ
475,Montag::N,星期一,ಸೋಮುವಾರ
476,Dienstag::N,星期二,ಮಂಗಳವಾರ
477,Mittwoch::N,星期三,ಬುಧವಾರ
478,Donnerstag::N,星期四,ಗುರುವಾರ
479,Freitag::N,星期五,ಶುಕ್ರವಾರ
480,Samstag::N,星期六,ಶನಿವಾರ
481,Sonntag::N,星期日,ಭಾನುವಾರ
482,groß::A,大,ದೊಡ್ಡ
483,klein::A,小,ಪುಟ್ಟ
484,lang::A,长,ದೀರ್ಘ
485,kurz::A,短,ಚಕ್ಕ
486,breit::A,宽,ಅಗಲವಾದ
487,schmal::A,细长的,ಇಕ್ಕಟ್ಟಾದ
488,dicht::A,密,ದಟ್ಟ
489,dick[Gegenstand]::A,厚,ದಟ್ಟ
490,dünn::A,薄,ತೆಳು
491,fein::A,细小,ಕೋಮಲ
492,fest::A,固体,ಘನ
493,flach::A,平坦,ಚಪ್ಪಟೆ
494,glatt::A,光滑,ನಯ
495,hart::A,硬,ಗಟ್ಟಿ
496,weich::A,软,ಮೃದುವಾದ
497,rund::A,圆,ವರ್ತುಳ
498,spitz::A,尖,ಮೊನಚಾದ
499,scharf::A,锋利,ತೀಕ್ಷ್ಣ
500,stumpf::A,钝,ಮೊಂಡು
501,schwer::A,重,ಭಾರಿ
502,schön::A,美丽,ಸುಂದರ
503,heiß::A,烫,ಬಿಸಿ
504,warm::A,暖和,ಬಿಸಿ
505,kalt::A,冷,ತಣ್ಣನೆಯ
506,kühl::A,凉,ತಂಪಾದ
507,frisch::A,新鲜,ನಿರ್ಮಲ
508,feucht::A,潮湿,ಒದ್ದೆಯಾದ
509,nass::A,湿,ಒದ್ದೆಯಾದ
510,trocken::A,干,ಶುಷ್ಕ
511,voll::A,满,ತುಂಬಿದ
512,leer::A,空,ಖಾಲಿ
513,offen::A,敞开,ಮುಚ್ಚಲ್ಲದ
514,geschlossen::A,关闭,ಮುಚ್ಚಿದ
515,sauber::A,干净,ಶುದ್ಧ
516,schmutzig::A,肮脏,ಅಶುದ್ಧ
517,roh::A,生,ಹಸಿ
518,reif::A,成熟,ಹಣ್ಣಾದ
519,lecker::A,好吃,ಗುಚಿಕರ
520,süß::A,甜,ಸಿಹಿ
521,bitter::A,苦,ಕಹಿ
522,sauer::A,酸,ಹುಳಿಯಾದ
523,hell::A,亮,ಹೊಳೆಯುವ
524,dunkel::A,阴暗,ಮಬ್ಬಾದ
525,schwarz::A,黑,ಕಪ್ಪು
526,weiß::A,白,ಬಿಳಿಯ
527,rot::A,红,ಕೆಂಪು
528,gelb::A,黄,ಹಳದಯ
529,blau::A,蓝,ನೀಲ
530,grün::A,绿,ಕಾಯಾದ
531,grau::A,灰色,ಬೂದುಬಣ್ಣದ
532,bunt::A,五彩,ವರ್ಣರಂಜಿತ
533,billig::A,便宜,ಅಗ್ಗ
534,teuer::A,贵,ದುಬಾರಿಯಾದ
535,wertvoll::A,贵重,ಅಮೂಲ್ಯ
536,blind::A,瞎,ಅಂಧ
537,taub::A,聋,ಕಿವುಡಾದ
538,kräftig::A,强壮,ಪ್ರಬಲ
539,stark::A,强壮,ಶಕ್ತಿವಂತ
540,schwach::A,弱,ದುರ್ಬಲ
541,fett::A,胖,ಕೊಬ್ಬಿದ
542,schlank::A,苗条,ತೆಳ್ಳಗಿನ
543,hübsch::A,漂亮,ಅಂದವಾದ
544,böse::A,邪恶,ಕೆಟ್ಟ
545,dumm::A,笨,ಮಂದ
546,faul::A,懒惰,ಆಲಸ
547,fleißig::A,勤奋,ಕಡಗುವ
548,geizig::A,吝啬,ಜುಗ್ಗ
549,klug::A,聪明,ಚತುರ
550,geschickt::A,灵巧,ದಕ್ಷ
551,lieb::A,可爱,ಪ್ರಿಯ
552,lustig::A,快乐,ಖುಷಿಯಾದ
553,sanft::A,柔和,ಸೌಮ್ಯ
554,hungrig::A,饥饿,ಹಸಿದ
555,krank::A,患病,ಅಸ್ವಸ್ಥ
556,nackt::A,裸体,ನಗ್ನ
557,traurig::A,悲哀,ದುಃಖಿತ
558,lebendig::A,活,ಜೀವಂತ
559,gut::A,好,ಒಳ್ಳೆಯ
560,schlecht::A,坏,ದುಷ್ಟ
561,richtig::A,正确,ಸರಿ
562,schlimm::A,糟糕,ಅಸಹ್ಯ
563,wahr::A,真,ನಿಜ
564,alt::A,旧,ಮುದಿ
565,neu::A,新,ಹೊಸ
566,ehemalig::A,以前,ಮಾಜೀ
567,alt[Lebewesen]::A,老,ವೃದ್ಧ
568,jung::A,年轻,ಎಳ
569,arm::A,贫穷,ಬಡ
570,reich::A,富裕,ಶ್ರೀಮಂತ
571,bekannt::A,出名,ಅಪ್ತ
572,berühmt::A,著名,ಪ್ರಸಿದ್ಧ
573,fremd::A,陌生,ಪರಕೀಯ
574,verschieden::A,不同,ಬೇರೆ
575,nah::A,近,ಹತ್ತಿರವಾದ
576,fern::A,遥远,ದೂರದ
577,linker::A,左,ಎಡ
578,rechter::A,右,ಬಲ
579,anderer::A,别的,ಇತರ
580,erster::A,第一,ಪ್ರಥಮ
581,zweiter::A,第二,ದ್ವಿತೀಯ
