,Concept_ID,os,sq
1397,kämmen::V,æрфасын,kreh
1398,schmücken::V,фӕлындын,hijeshoj
1399,sagen::V,зæгъын,them
1400,sprechen::V,дзурын,flas
1401,reden::V,ныхас кӕнын,fjalos
1402,reden::V,ныхас кӕнын,fjalëtoj
1403,sich unterhalten::V,ныхас кæнын,bisedoj
1404,fragen::V,фӕрсын,pyes
1405,bitten::V,курын,lus
1406,bitten::V,курын,lutem
1407,erzählen::V,радзурын,rrëfej
1408,erzählen::V,ратаурæгъ кæнын,rrëfej
1409,mitteilen::V,фехъусын кæнын,kumtoj
1410,nennen::V,хонын,quaj
1411,rufen::V,сидын,thërras
1412,prahlen::V,ӕппӕлын,mburrem
1413,prahlen::V,ӕппӕлын,kapardisem
1414,übersetzen::V,ратæлмац кæнын,përkthej
1415,denken::V,ӕнхъӕлын,mendoj
1416,denken::V,хъуыды кӕнын,mendoj
1417,glauben::V,уырнын,besoj
1418,bemerken::V,фенын,vërej
1419,erkennen::V,базонын,njoh
1420,erkennen::V,базонын,shquaj
1421,begreifen::V,ӕмбарын,marr vesh
1422,begreifen::V,бамбарын,marr vesh
1423,lernen::V,ахуыр кӕнын,mësoj
1424,wissen::V,зонын,di
1425,sich erinnern an::V,зæрдыл æрлæууын,kujtoj
1426,sich erinnern an::V,æрымысын,kujtoj
1427,sich erinnern an::V,æрбаймысын,kujtoj
1428,sich erinnern an::V,æрхъуыды кæнын,kujtoj
1429,vergessen::V,ферох кæнын,harroj
1430,vergessen::V,айрох кæнын,harroj
1431,messen::V,барын,mas
1432,zählen::V,нымайын,njeh
1433,rechnen::V,хынцын,llogaris
1434,lesen::V,кӕсын,lexoj
1435,lesen::V,кӕсын,këndoj
1436,lesen::V,фӕрсын,lexoj
1437,lesen::V,фӕрсын,këndoj
1438,malen::V,ныв кӕнын,lyej
1439,zeichnen::V,ныв кӕнын,vizatoj
1440,schreiben::V,фыссын,shkruaj
1441,besitzen::V,хицау уын,kam
1442,kaufen::V,балхӕнын,blej
1443,verkaufen::V,уӕй кӕнын,shes
1444,bezahlen::V,бафидын,paguaj
1445,zahlen::V,фидын,paguaj
1446,beherrschen::V,æлдариуæг кæнын,zotëroj
1447,ertragen::V,бавзарын,duroj
1448,Leine::N,,rrip
1449,rauschen::V,,fëshfërij
1450,treten::V,,shtyj
1451,treten::V,,shtyj më këmbë
1452,verstehen::V,,marr vesh
