,Concept_ID,ps,mn
218,Laus::N,سپږه,бөөс
219,Mücke::N,ماشی,шумуул
220,Fliege::N,مچ,ялаа
221,Schmetterling::N,پتنګ,эрвээхэй
222,Beere::N,مېوۍ,жимсгэнэ
223,Apfel::N,مڼه,алим
224,Pilz::N,خرېړی,мөөг
225,Zwiebel::N,پیاز,сонгино
226,Saat::N,تخم,тариа
227,Korn::N,تخم,үр
228,Korn::N,تخم,мөхлөг
229,Korn::N,دانه,үр
230,Korn::N,دانه,мөхлөг
231,Heu::N,بوس,өвс
232,Heu::N,پروړه,өвс
233,Schale::N,پوستکی,хальс
234,Grube::N,کنده,алам
235,Grube::N,کنده,нүх
236,Falle::N,دام,хавх
237,Falle::N,دام,занга
238,Falle::N,لومه,хавх
239,Falle::N,لومه,занга
240,Schlinge::N,کړۍ,урхи
241,Spur::N,نښه,мөр
242,Asche::N,آس,үнс
243,Asche::N,ایره,үнс
244,Dreck::N,ناپاکي,хир
245,Eisen::N,اوسپنه,төмөр
246,Gold::N,سره زر,алт
247,Silber::N,نقره,мөнгө
248,Silber::N,سپین زر,мөнгө
249,Kohle::N,سکور,нүүрс
250,Kohle::N,سکاره,нүүрс
251,Glas::N,ښيښه,шил
252,Lehm::N,خټه,шавар
253,Sand::N,شګه,элс
254,Mensch::N,انسان,хүн
255,Mann::N,سړی,эр
256,Mann::N,سړی,эрэгтэй
257,Mann::N,نارینه,эр
258,Mann::N,نارینه,эрэгтэй
259,Frau::N,ښځه,эмэгтэй
260,Frau::N,ښځه,хатагтай
261,Kind::N,بچی,хүүхэд
262,Kind::N,ماشوم,хүүхэд
263,Junge::N,هلک,хүү
264,Mädchen::N,نجلۍ,охин
265,Mädchen::N,نجلۍ,бүсгүй
266,Familie::N,کورنۍ,айл
267,Großvater::N,بابا,өвгөн аав
268,Großmutter::N,انا,эмэг эх
269,Großmutter::N,انا,эмгээ
270,Eltern::N,مور او پلار,эцэг эх
271,Vater::N,پلار,аав
272,Vater::N,پلار,эцэг
273,Mutter::N,مور,эх
274,Mutter::N,مور,ээж
275,Sohn::N,زوی,хүү
276,Tochter::N,لور,охин
277,Bruder::N,ورور,ах
278,Bruder::N,ورور,дүү
279,Schwester::N,خور,эгч
280,Schwester::N,خور,охин дүү
281,Onkel::N,تره,авга ах
282,Onkel::N,تره,нагац ах
283,Onkel::N,ماما,авга ах
284,Onkel::N,ماما,нагац ах
285,Tante::N,خاله,авга эгч
286,Tante::N,خاله,нагац эгч
287,Ehemann::N,مېړه,нөхөр
288,Ehefrau::N,مېرمن,эхнэр
289,Ehefrau::N,مېرمن,гэргий
290,Freude::N,خوشحالي,баяр
291,Freude::N,خوشحالي,баясгалан
292,Gelächter::N,خندا,инээдэм
293,Glück::N,بخت,жаргалан
294,Kummer::N,غم,гаслан
295,Wunsch::N,هيله,ерөөл
296,Wunsch::N,غوښتنه,ерөөл
297,Lust::N,شوق,дур
298,Lust::N,شوق,хүсэл
299,Lust::N,مینه,дур
300,Lust::N,مینه,хүсэл
301,Geist::N,روح,оюун
302,Gedanke::N,فکر,сэтгэл
303,Gedächtnis::N,یاد,ой
304,Gedächtnis::N,یاد,цээж
305,Gedächtnis::N,حافظه,ой
306,Gedächtnis::N,حافظه,цээж
307,Verstand::N,عقل,ухаан
308,Verstand::N,شعور,ухаан
309,Sinn::N,معنی,утга
310,Grund::N,علت,учир
311,Grund::N,اساس,учир
312,Wahrheit::N,حقیقت,үнэн
313,Gespräch::N,مرکه,яриа
314,Gespräch::N,خبرې اترې,яриа
315,Märchen::N,افسانه,явган үлгэр
316,Erzählung::N,قصه,тууж
317,Erzählung::N,کیسه,тууж
318,Nachricht::N,خبر,мэдээ
319,Neuigkeit::N,نوی خبر,сонин
320,Name::N,نوم,нэр
321,Rätsel::N,کیسۍ,оньсого
322,Rätsel::N,چیستان,оньсого
323,Rede::N,وینا,хэлсэн үг
324,Sprache::N,ژبه,хэл
325,Stimme::N,غږ,дуу
326,Stimme::N,اواز,дуу
327,Wort::N,لغت,үг
328,Wort::N,کلمه,үг
329,Zeichen::N,نښه,тамга
330,Zeichen::N,نښه,тэмдэг
331,Zeichen::N,اشاره,тамга
332,Zeichen::N,اشاره,тэмдэг
333,Ruf::N,ږغ,дуудлага
334,Ruf::N,بلنه,дуудлага
335,Lärm::N,غالمغال,шуугиан
336,Lärm::N,غالمغال,чимээ
337,Laut::N,ږغ,анир
338,Laut::N,ږغ,дуу
339,Ton::N,اواز,авиа
340,Ton::N,اواز,аялгуу
341,Lied::N,غزله,дуу
342,Lied::N,سندره,дуу
343,Ruhe::N,ارامي,энх
344,Ruhe::N,ارامي,тайван
345,Leute::N,خلک,хүмүүс
346,Volk::N,ولس,улс
347,Arbeit::N,کار,ажил
348,Arbeit::N,کار,хөдөлмөр
349,Gast::N,مېلمه,зочин
350,Gast::N,مېلمه,айлчин
351,Geschenk::N,تحفه,бэлэг
352,Geschenk::N,سوغات,бэлэг
353,Spiel::N,لوبه,наадам
354,Spiel::N,لوبه,тоглоом
355,Gesellschaft::N,ډله,хамт байх
356,Hilfe::N,کومک,тусламж
357,Hilfe::N,مرسته,тусламж
358,Freund::N,ملګری,найз
359,Freund::N,ملګری,нөхөр
360,Kamerad::N,انډيوال,хань
361,Kamerad::N,انډيوال,нөхөр
362,Angelegenheit::N,موضوع,хэрэг
363,Anzahl::N,شمېر,тоо
364,Anzahl::N,تعداد,тоо
365,Art::N,ډول,төрөл
366,Art::N,ډول,янз
367,Stück::N,ټوټه,хэсэг
368,Teil::N,برخه,хувь
369,Teil::N,برخه,хэсэг
370,Hälfte::N,نیم,хагас
371,Kreis::N,دایره,тойрог
372,Kreis::N,دایره,хүрээ
373,Kreuz::N,صلیب,загалмай
374,Linie::N,خط,шугам
375,Linie::N,لیکه,шугам
376,Strich::N,کرښه,зураас
377,Abstand::N,فاصله,зай
378,Entfernung::N,واټن,зай
379,Entfernung::N,واټن,хол ойр
380,Gegend::N,سیمه,хавь
381,Gegend::N,سیمه,газар
382,Gegend::N,منطقه,хавь
383,Gegend::N,منطقه,газар
384,Platz::N,ځای,зай
385,Platz::N,ځای,завсар
386,Ort::N,ځای,газар
387,Ort::N,ځای,байр
388,Seite::N,مخ,тал
389,Seite::N,مخ,этгээд
390,Seite::N,اړخ,тал
391,Seite::N,اړخ,этгээд
392,Mitte::N,وسط,төв
393,Mitte::N,وسط,дунд
394,Mitte::N,مینځ,төв
395,Mitte::N,مینځ,дунд
396,Gegenstand::N,شی,юм
397,Sache::N,شی,үйл
398,Sache::N,شی,хэрэг
399,Sache::N,څيز,үйл
400,Sache::N,څيز,хэрэг
401,Rand::N,څنډه,зах
402,Rand::N,څنډه,хөвөө
403,Rand::N,کناره,зах
404,Rand::N,کناره,хөвөө
405,Kante::N,اړخ,ирмэг
406,Ecke::N,ګوټ,өнцөг
407,Spitze::N,څوکه,үзүүр
408,Ende::N,څوکه,зах
409,Ende::N,څوکه,үзүүр
410,Loch::N,سوری,цоорхой
411,Loch::N,سوری,онгорхой
412,Winkel::N,کنج,өнцөг
413,Winkel::N,کوتی,өнцөг
414,Muster::N,نمونه,хээ
415,Muster::N,نمونه,угалз
416,Größe::N,قد,хэмжээ
417,Größe::N,لويوالی,хэмжээ
418,Länge::N,طول,урт
419,Länge::N,اوږد والی,урт
420,Höhe::N,جګوالی,өндөр
421,Gewicht::N,وزن,жин
422,Menge::N,اندازه,тоо
423,Haufen::N,کوټه,бөөн
424,Reihe::N,صف,эгнээ
425,Reihe::N,کتار,эгнээ
426,Boot::N,قايق,завь
427,Ruder::N,چپه,сэлүүр
428,Schlitten::N,ښویېدونی,чарга
429,Ski::N,سکي,цана
430,Lagerfeuer::N,اور,түүдэг
431,Last::N,بار,ачаа
432,Last::N,پېټی,ачаа
433,Gang::N,تګ,явдал
434,Schritt::N,ګام,алхам
435,Norden::N,شمال,умар
436,Süden::N,سوېل,урд
437,Süden::N,سوېل,өмнө
438,Westen::N,لوېدېځ,өрнө
439,Westen::N,لوېدېځ,баруун
440,Osten::N,شرق,зүүн
441,Osten::N,شرق,дорно
442,Osten::N,ختیځ,зүүн
443,Osten::N,ختیځ,дорно
444,Holz::N,لرګی,мод
445,Brett::N,تخته,банз
446,Platte::N,تخته,хавтан
447,Stütze::N,تکیوان,тулгуур
448,Stütze::N,تکیوان,тулга
449,Stange::N,ډاګه,сургааг
450,Stock::N,لرګی,саваа
451,Stab::N,چيخله,таяг
452,Rohr::N,نل,хоолой
453,Haus::N,کور,гэр
454,Haus::N,کور,байшин
455,Heim::N,کور,гэр
456,Ofen::N,تودنۍ,зуух
457,Ofen::N,تودنۍ,пийшин
458,Fußboden::N,غولی,шал
459,Tisch::N,مېز,ширээ
460,Stuhl::N,چوکۍ,сандал
461,Wiege::N,زانګو,өлгий
462,Bett::N,کټ,ор
463,Bett::N,چپرکټ,ор
464,Regal::N,تاخچۍ,тавиур
465,Kiste::N,صندوق,авдар
466,Kiste::N,صندوق,хайрцаг
467,Fenster::N,کړکۍ,гэгээвч
468,Tür::N,دروازه,үүд
469,Tür::N,دروازه,хаалга
470,Tor::N,دروازه,хаалга
471,Zaun::N,کټاره,хашаа
472,Dach::N,بام,дээвэр
473,Leiter::N,زينه,шат
474,Besen::N,جارو,хамуур
475,Besen::N,جارو,туужуу
476,Spaten::N,یوم,хүрз
477,Schaufel::N,بېلچه,хүрз
478,Gabel::N,پنجه,сэрээ
479,Löffel::N,کاشوغه,халбага
480,Messer::N,چاقو,хутга
481,Nagel::N,ميخ,хадаас
482,Netz::N,جال,өөш
483,Netz::N,جال,тор
484,Haken::N,څنګک,гох
485,Griff::N,لاستی,иш
486,Griff::N,لاستی,сэнж
487,Schloss::N,کلپ,цуурга
488,Schloss::N,کلپ,цоож
489,Bild::N,رسم,зураг
490,Figur::N,قدوقامت,баримал
491,Puppe::N,ګوډۍ,хүүхэлдэй
492,Beutel::N,کڅوړه,агсаа
493,Beutel::N,کڅوړه,уут
494,Bündel::N,دسته,боодол
495,Tasche::N,بکس,цүнх
496,Tasche::N,توبره,цүнх
497,Eimer::N,سطل,хөнөг
498,Eimer::N,سطل,хувин
499,Deckel::N,سرپوښ,таг
500,Deckel::N,سرپوښ,хавхаг
501,Geschirr::N,لوښی,сав суулга
502,Sack::N,جوال,шуудай
503,Tasse::N,پیاله,аяга
504,Topf::N,دېګی,тогоо
505,Kessel::N,دېګ,тогоо
506,Essen::N,خوراک,идээ
507,Nahrung::N,خوراک,хүнс
508,Speise::N,خواړه,идээ
509,Fleisch::N,غوښه,мах
510,Getreide::N,غله,будаа
511,Brei::N,اوګره,богшмол
512,Brei::N,اوګره,будаа
513,Brot::N,ډوډۍ,талх
514,Scheibe::N,مړۍ,зүсэм
515,Scheibe::N,مړۍ,хэрчим
516,Fett::N,غوړي,өөх
517,Butter::N,کوچ,тос
518,Öl::N,تېل,тос
519,Salz::N,مالګه,давс
520,Suppe::N,شوربا,шөл
521,Honig::N,شات,бал
522,Milch::N,شوده,сүү
523,Tee::N,چای,цай
524,Leder::N,څرمن,арьс
525,Leder::N,څرمن,савхи
526,Wolle::N,پشم,ноос
527,Wolle::N,پشم,унгас
528,Stoff::N,ټوټه,бөс
529,Nadel::N,ستن,зүү
530,Faden::N,تار,боолт
531,Faden::N,تار,утас
532,Knopf::N,تڼۍ,товч
533,Knopf::N,تکمه,товч
534,Knoten::N,غوټه,зангилаа
535,Farbe::N,رنګ,будаг
536,Kleidung::N,کالي,хувцас
537,Hemd::N,کميس,цамц
538,Kragen::N,غاړه,зах заам
539,Ärmel::N,لستوڼی,ханцуй
540,Hose::N,پطلون,өмд
541,Gürtel::N,کمربند,бүс
542,Mütze::N,خولۍ,малгай
543,Mütze::N,خولۍ,бүрх
544,Schuh::N,بوټ,туфли
545,Stiefel::N,موزه,гутал
546,Ring::N,ګوته,бөгж
547,Band::N,فيته,тууз
548,Kamm::N,ګمنځ,сам
549,Spiegel::N,ایینه,толь
550,Spiegel::N,هنداره,толь
551,Riemen::N,تسمه,тасам
552,Riemen::N,تسمه,сур
553,Schnur::N,مزی,татлага
554,Leine::N,رسۍ,оосор
555,Decke::N,بړستن,хөнжил
556,Decke::N,بړستن,хучлага
557,Kissen::N,بالښت,дэр
558,Tuch::N,ټیکری,алчуур
559,Tuch::N,ټیکری,даавуу
560,Handtuch::N,دسمال,алчуур
561,Kraft::N,زور,чадал
562,Kraft::N,زور,хүч
563,Kraft::N,توان,чадал
564,Kraft::N,توان,хүч
565,Stärke::N,قوت,эрч
566,Stärke::N,قوت,тэнхээ
567,Gesundheit::N,صحت,бие
568,Gesundheit::N,صحت,эрүүл мэнд
569,Gesundheit::N,روغتیا,бие
570,Gesundheit::N,روغتیا,эрүүл мэнд
571,Krankheit::N,مرض,эмгэг
572,Krankheit::N,ناروغي,эмгэг
573,Schmerz::N,درد,өвчин
574,Wunde::N,ټپ,шарх
575,Wunde::N,زخم,шарх
576,Fieber::N,تبه,халуун
577,Arznei::N,دوا,эм
578,Arznei::N,دارو,эм
579,Brücke::N,پول,гүүр
580,Brunnen::N,څاه,худаг
581,Brunnen::N,کوهی,худаг
582,Weide::N,وله,бэлчээр
583,Pfad::N,تړه,жим
584,Pfad::N,تړه,зөрөг
585,Weg::N,لیار,зам
586,Weg::N,لیار,харгуй
587,Straße::N,سړک,зам
588,Straße::N,سړک,харгуй
589,Dorf::N,کلی,тосгон
590,Dorf::N,کلی,гацаа
591,Stadt::N,ښار,хот
592,Brief::N,لیک,захидал
593,Brief::N,لیک,захиа
594,Brief::N,مکتوب,захидал
595,Brief::N,مکتوب,захиа
596,Buch::N,کتاب,ном
597,Buch::N,کتاب,бичиг
598,Buchstabe::N,حرف,үсэг
599,Buchstabe::N,توری,үсэг
600,Zeitung::N,اخبار,сонин
601,Leben::N,ژوند,амь
602,Leben::N,ژوند,амьдрал
603,Tod::N,مرګ,үхэл
604,Tod::N,مړینه,үхэл
605,Grab::N,قبر,булш
606,Grab::N,ډورۍ,булш
607,Kirche::N,کلیسا,сүм
608,Sünde::N,ګناه,нүгэл
609,Sünde::N,ګناه,хилэнц
610,Gott::N,خدای,бурхан
611,Arbeiter::N,کاریګر,ажилчин
612,Arbeiter::N,کاریګر,хөдөлмөрчин
613,Chef::N,آمر,дарга
614,Meister::N,استاد,дархан
615,Arzt::N,طبیب,эмч
616,Arzt::N,ډاکټر,эмч
617,Lehrer::N,معلم,багш
618,Lehrer::N,ښوونکی,багш
619,Geld::N,پیسې,цаас
620,Geld::N,پیسې,мөнгө
621,Geschäft::N,سوداګري,наймаа
622,Laden::N,دکان,дэлгүүр
623,Laden::N,مغازه,дэлгүүр
624,Preis::N,بیه,үнэ
625,Ware::N,مال,таваар
626,Ware::N,مال,бараа
627,Nutzen::N,ګټه,ашиг
628,Reichtum::N,شتمني,баялаг
629,Welt::N,نړۍ,дэлхий
630,Welt::N,نړۍ,орчлон
631,Welt::N,دنیا,дэлхий
632,Welt::N,دنیا,орчлон
633,Land::N,هېواد,улс
634,Land::N,هېواد,орон
635,Staat::N,دولت,төр
636,Staat::N,دولت,гүрэн
637,König::N,باچا,ван
638,König::N,پادشاه,ван
639,Macht::N,قدرت,засаг
640,Grenze::N,حد,хил
641,Grenze::N,سرحد,хил
642,Krieg::N,جګړه,дайн
643,Feind::N,دښمن,дайсан
644,Gewalt::N,زور,хүчирхэх
645,Gewalt::N,تشدد,хүчирхэх
646,Kampf::N,جنګ,тэмцэл
647,Kampf::N,جنګ,байлдаан
648,Kampf::N,مبارزه,тэмцэл
649,Kampf::N,مبارزه,байлдаан
650,Bogen[Waffe]::N,لیندۍ,нум
651,Pfeil::N,غشی,годил
652,Pfeil::N,غشی,сум
653,Gewehr::N,ټوپک,буу
654,Fehler::N,خطا,эндэл
655,Fehler::N,خطا,алдаа
656,Fehler::N,غلطي,эндэл
657,Fehler::N,غلطي,алдаа
658,Lüge::N,دروغ,худал
659,Schaden::N,زیان,хор
660,Schaden::N,زیان,хөнөөл
661,Schaden::N,تاوان,хор
662,Schaden::N,تاوان,хөнөөл
663,Unglück::N,بدبختي,гай
664,Unglück::N,بدبختي,гамшиг
665,Schuld::N,ګناه,гэм
666,Schuld::N,ګناه,буруу
667,Alter::N,منګ,нас
668,Schluss::N,اخر,эцэс
669,Schluss::N,اخر,төгсгөл
670,Zeit::N,وخت,цаг
671,Tag::N,ورځ,өдөр
672,Morgen::N,سبا,өглөө
673,Morgen::N,سهار,өглөө
674,Mittag::N,غرمه,үд
675,Abend::N,ماښام,үдэш
676,Nacht::N,شپه,шөнө
677,Woche::N,اونۍ,долоо хоног
678,Monat::N,مياشت,сар
679,Jahr::N,کال,жил
680,Frühling::N,پسرلی,хавар
681,Sommer::N,دوبی,зун
682,Herbst::N,منی,намар
683,Herbst::N,خزان,намар
684,Winter::N,ژمی,өвөл
685,Januar::N,جنوري,нэгдүгээр сар
686,Februar::N,فبروري,хоёрдугаар сар
687,März::N,مارچ,гуравдугаар сар
688,April::N,اپریل,дөрөвдүгээр сар
689,Mai::N,مې,тавдугаар сар
690,Juni::N,جون,зургаадугаар сар
691,Juli::N,جولای,долдугаар сар
692,August::N,اګست,наймдугаар сар
693,September::N,سپټامبر,есдүгээр сар
694,Oktober::N,اکتوبر,аравдугаар сар
695,November::N,نومبر,арван нэгдүгээр сар
696,Dezember::N,دسمبر,арван хоёрдугаар сар
697,Montag::N,دوشنبه,даваа
698,Dienstag::N,سه شنبه,мягмар
699,Mittwoch::N,چارشنبه,лхагва
700,Donnerstag::N,پنجشنبه,пүрэв
701,Freitag::N,جمعه,баасан
702,Samstag::N,خالي,бямба
703,Sonntag::N,یکشنبه,ням
704,groß::A,لوی,их
705,groß::A,لوی,том
706,klein::A,وړوکی,бага
707,klein::A,وړوکی,жаахан
708,lang::A,اوړد,урт
709,kurz::A,لنډ,охор
710,kurz::A,لنډ,богино
711,breit::A,پراخه,өргөн
712,schmal::A,تنګ,уйтан
713,schmal::A,تنګ,нарийн
714,dicht::A,ګڼ,нягт
715,dicht::A,ګڼ,чигжүү
716,dick[Gegenstand]::A,پنډ,зузаан
717,dünn::A,نری,нимгэн
718,fein::A,نازک,нарийн
719,fest::A,کلک,бөх
720,fest::A,کلک,хатуу
721,fest::A,ټینګ,бөх
722,fest::A,ټینګ,хатуу
723,flach::A,هوار,хавтгай
724,glatt::A,ښوی,цагаан
725,hart::A,کلک,хатуу
726,weich::A,نرم,зөөлөн
727,weich::A,پوست,зөөлөн
728,rund::A,ګرد,дугуй
729,rund::A,ګرد,дугариг
730,spitz::A,تېره,шовх
731,spitz::A,تېره,шовгор
732,scharf::A,تېز,хурц
733,scharf::A,تېز,иртэй
734,scharf::A,تېره,хурц
735,scharf::A,تېره,иртэй
736,stumpf::A,پڅ,мохоо
737,schwer::A,دروند,хүнд
738,schön::A,ښکلی,гуа
739,schön::A,ښکلی,сайхан
740,heiß::A,تود,халуун
741,warm::A,تود,дулаан
742,kalt::A,ېخ,хүйтэн
743,kalt::A,سوړ,хүйтэн
744,kühl::A,ېخ,сэрүүн
745,kühl::A,سوړ,сэрүүн
746,frisch::A,تازه,эрүүл
747,frisch::A,تازه,жихүүн
748,feucht::A,مرطوب,чийгтэй
749,nass::A,لوند,нойтон
750,trocken::A,وچ,хатсан
751,voll::A,ډک,дүүрэн
752,leer::A,خالی,хоосон
753,offen::A,خلاص,онгорхой
754,offen::A,پرانیستی,онгорхой
755,geschlossen::A,تړلی,битүү
756,geschlossen::A,تړلی,хаалтай
757,sauber::A,پاک,цэвэр
758,sauber::A,پاک,хиргүй
759,schmutzig::A,چټل,бохир
760,schmutzig::A,چټل,хиртэй
761,roh::A,خام,түүхий
762,reif::A,پوخ,болсон
763,reif::A,رسېدلی,болсон
764,lecker::A,خوندور,амттай
765,lecker::A,مزه دار,амттай
766,süß::A,خوږ,амттай
767,süß::A,خوږ,чихэрлэг
768,süß::A,شیرین,амттай
