,Concept_ID,la,myv
153,Ei::N,ovum,ал
154,Nest::N,nidus,пизэ
155,Bau::N,cavum,варя
156,Bau::N,cavum,пизе
157,Bau::N,latibulum,варя
158,Bau::N,latibulum,пизе
159,Tier::N,bestia,ракша
160,Herde::N,grex,стада
161,Kuh::N,vacca,скал
162,Bulle::N,taurus,бука
163,Pferd::N,equus,лишме
164,Schaf::N,ovis,реве
165,Schwein::N,sus,туво
166,Schwein::N,porcus,туво
167,Hund::N,canis,пине
168,Hund::N,canis,киска
169,Katze::N,felis,псака
170,Bär::N,ursus,овто
171,Eichhörnchen::N,sciurus,ур
172,Elch::N,alces,сярдо
173,Fuchs::N,vulpes,ривезь
174,Hase::N,lepus,нумоло
175,Maus::N,mus,чеерь
176,Wolf::N,lupus,верьгиз
177,Vogel::N,avis,нармунь
178,Schwarm::N,examen,полк
179,Schwarm::N,examen,стада
180,Huhn::N,gallina,сараз
181,Hahn::N,gallus,атякш
182,Gans::N,anser,гала
183,Gans::N,anser,мацей
184,Adler::N,aquila,куцькан
185,Adler::N,aquila,тумоатякш
186,Ente::N,anas,яксярго
187,Eule::N,ulula,корж
188,Eule::N,noctua,корж
189,Kranich::N,grus,карго
190,Krähe::N,cornix,варака
191,Kuckuck::N,cuculus,куко
192,Schwan::N,olor,локсей
193,Schwan::N,cycnus,локсей
194,Fisch::N,piscis,кал
195,Barsch::N,perca,окунь
196,Hecht::N,esox,щука
197,Schlange[Tier]::N,serpens,гуй
198,Wurm::N,vermis,сукс
199,Spinne::N,aranea,шанжав
200,Ameise::N,formica,коткудав
201,Laus::N,pediculus,сий
202,Mücke::N,culex,сеське
203,Fliege::N,musca,карво
204,Schmetterling::N,papilio,нимиляв
205,Beere::N,baca,умарь
206,Apfel::N,malum,умарь
207,Pilz::N,fungus,панго
208,Zwiebel::N,cepa,чурька
209,Saat::N,seges,видьметь
210,Korn::N,granum,сюро
211,Heu::N,faenum,тикше
212,Schale::N,putamen,кедь
213,Schale::N,putamen,ваткавкс
214,Grube::N,fovea,латко
215,Falle::N,pedica,тувор
216,Falle::N,pedica,кундамка
217,Schlinge::N,laqueus,килькш
218,Spur::N,vestigium,челькс
219,Spur::N,vestigium,пильгеки
220,Asche::N,cinis,кулов
221,Dreck::N,lutum,рудаз
222,Eisen::N,ferrum,кшни
223,Gold::N,aurum,сырне
224,Silber::N,argentum,сия
225,Kohle::N,carbo,сэдь
226,Kohle::N,carbo,уголия
227,Glas::N,vitrum,сулика
228,Lehm::N,lutum,сёвонь
229,Sand::N,arena,човар
230,Mensch::N,homo,ломань
231,Mann::N,vir,аля
232,Mann::N,vir,цёраломань
233,Frau::N,mulier,ава
234,Kind::N,puer,эйкакш
235,Kind::N,infans,эйкакш
236,Junge::N,puer,цёрыне
237,Mädchen::N,puella,тейтерне
238,Familie::N,familia,семия
239,Großvater::N,avus,покштя
240,Großmutter::N,avia,баба
241,Eltern::N,parentes,тетят-ават
242,Vater::N,pater,тетя
243,Mutter::N,mater,ава
244,Sohn::N,filius,цёра
245,Tochter::N,filia,тейтерь
246,Bruder::N,frater,леля
247,Bruder::N,frater,ялакс
248,Schwester::N,soror,сазор
249,Onkel::N,patruus,леля
250,Onkel::N,avunculus,леля
251,Tante::N,amita,патя
252,Ehemann::N,maritus,мирде
253,Ehefrau::N,uxor,ни
254,Freude::N,gaudium,кеняркс
255,Freude::N,laetitia,кеняркс
256,Gelächter::N,risus,ракамо
257,Gelächter::N,risus,пейдема
258,Glück::N,felicitas,уцяска
259,Kummer::N,aegritudo,рискс
260,Kummer::N,aegritudo,мелявкс
261,Wunsch::N,voluntas,мель
262,Wunsch::N,voluntas,бажамо
263,Wunsch::N,desiderium,мель
264,Wunsch::N,desiderium,бажамо
265,Lust::N,libido,бажамо
266,Lust::N,voluptas,бажамо
267,Geist::N,mens,ойме
268,Geist::N,animus,ойме
269,Gedanke::N,sententia,мель
270,Gedächtnis::N,memoria,мель
271,Verstand::N,ratio,прев
272,Verstand::N,ingenium,прев
273,Sinn::N,sensus,толк
274,Sinn::N,sensus,смысла
275,Grund::N,causa,тувтал
276,Wahrheit::N,veritas,видечи
277,Gespräch::N,sermo,кортнема
278,Märchen::N,fabula,ёвкс
279,Erzählung::N,fabula,ёвтнема
280,Erzählung::N,narratio,ёвтнема
281,Nachricht::N,nuntius,куля
282,Neuigkeit::N,novitas,куля
283,Name::N,nomen,лем
284,Rätsel::N,aenigma,содамоёвкс
285,Rede::N,oratio,кортамо
286,Sprache::N,lingua,кель
287,Stimme::N,vox,ваигель
288,Wort::N,verbum,вал
289,Wort::N,vocabulum,вал
290,Zeichen::N,signum,теште
291,Ruf::N,clamor,тердема
292,Lärm::N,strepitus,шалнома
293,Laut::N,sonus,вайгель
294,Ton::N,sonus,гайнема
295,Lied::N,carmen,моро
296,Ruhe::N,quies,оймамо
297,Leute::N,homines,ломанть
298,Volk::N,populus,народ
299,Arbeit::N,labor,тев
300,Gast::N,hospes,инже
301,Gast::N,conviva,инже
302,Geschenk::N,munus,казне
303,Spiel::N,ludus,налксема
304,Gesellschaft::N,societas,община
305,Hilfe::N,auxilium,лездамо
306,Hilfe::N,subsidium,лездамо
307,Freund::N,amicus,оя
308,Freund::N,amicus,ялга
309,Kamerad::N,socius,оя
310,Kamerad::N,socius,ялга
311,Angelegenheit::N,res,тев
312,Anzahl::N,numerus,ламоксчи
313,Art::N,genus,вид
314,Stück::N,frustum,пакш
315,Stück::N,frustum,пелькс
316,Stück::N,fragmentum,пакш
317,Stück::N,fragmentum,пелькс
318,Teil::N,pars,часть
319,Teil::N,pars,пелькс
320,Hälfte::N,dimidium,пель
321,Hälfte::N,dimidium,пелькс
322,Kreis::N,orbis,кирькс
323,Kreis::N,circus,кирькс
324,Kreuz::N,crux,крёст
325,Linie::N,linea,кикс
326,Strich::N,lineamentum,межа
327,Abstand::N,intervallum,ютко
328,Entfernung::N,spatium,ютко
329,Gegend::N,loca,тарка
330,Gegend::N,loca,пертьпелькс
331,Gegend::N,regio,тарка
332,Gegend::N,regio,пертьпелькс
333,Platz::N,locus,васолкс
334,Ort::N,locus,тарка
335,Seite::N,latus,ён
336,Seite::N,latus,чире
337,Mitte::N,medium,куншка
338,Gegenstand::N,res,предмет
339,Sache::N,res,тев
340,Sache::N,res,веща
341,Rand::N,margo,пе
342,Rand::N,margo,чире
343,Kante::N,angulus,ирдез
344,Ecke::N,angulus,ужо
345,Spitze::N,cacumen,пряне
346,Spitze::N,cacumen,пе
347,Ende::N,caput,пе
348,Loch::N,foramen,варя
349,Winkel::N,angulus,ужо
350,Muster::N,exemplum,сёрма
351,Größe::N,magnitudo,сэрь
352,Größe::N,magnitudo,покшолма
353,Länge::N,longitudo,кувалмо
354,Höhe::N,altitudo,сэрь
355,Höhe::N,altitudo,пандо
356,Gewicht::N,pondus,сталмо
357,Menge::N,copia,лововкс
358,Haufen::N,acervus,мар
359,Haufen::N,acervus,валявкс
360,Reihe::N,ordo,ряд
361,Boot::N,navicula,венч
362,Ruder::N,remus,милё
363,Schlitten::N,sclodia,нурдт
364,Ski::N,narta,сокс
365,Lagerfeuer::N,ignis,толбандя
366,Last::N,onus,сталмо
367,Last::N,onus,кандома
368,Gang::N,cursus,молема
369,Gang::N,cursus,якамо
370,Schritt::N,gradus,эскелькс
371,Norden::N,septentriones,якшамо ёнкс
372,Süden::N,meridies,лембе ёнкс
373,Westen::N,occidens,чивалгома
374,Osten::N,oriens,чилисема
375,Holz::N,lignum,чувто
376,Brett::N,tabula,лаз
377,Platte::N,lamina,плита
378,Stütze::N,adminiculum,неже
379,Stange::N,pertica,олга
380,Stock::N,baculum,мандо
381,Stab::N,scipio,олога
382,Rohr::N,tubus,турба
383,Haus::N,aedes,кудо
384,Heim::N,domicilium,кудо
385,Ofen::N,fornax,каштомо
386,Fußboden::N,solum,киякс
387,Tisch::N,mensa,столь
388,Stuhl::N,sella,стул
389,Wiege::N,cunae,лавсь
390,Wiege::N,cunae,нурямот
391,Bett::N,lectus,ацамо
392,Regal::N,foruli,лався
393,Regal::N,foruli,лавсяланго
394,Kiste::N,cista,горобия
395,Kiste::N,cista,сундук
396,Fenster::N,fenestra,вальма
397,Tür::N,ianua,кенкш
398,Tor::N,porta,ортат
399,Zaun::N,saepes,пирявт
400,Zaun::N,saepes,пирвякс
401,Dach::N,tectum,кудопря
402,Leiter::N,scalae,кузтема
403,Besen::N,scopae,тенсть
404,Spaten::N,pala,койме
405,Schaufel::N,pala,кече
406,Schaufel::N,pala,келей койме
407,Gabel::N,fuscinula,сянгине
408,Löffel::N,coclear,пенч
409,Messer::N,culter,пеель
410,Nagel::N,clavus,эске
411,Netz::N,rete,алтыма
412,Haken::N,hamus,кечказ
413,Griff::N,manubrium,кедне
414,Schloss::N,claustra,замок
415,Schloss::N,claustra,панжома
416,Bild::N,tabula,картина
417,Bild::N,pictura,картина
418,Figur::N,statunculum,рунго
419,Puppe::N,pupa,няка
420,Beutel::N,sacculus,кескав
421,Bündel::N,fascis,керькс
422,Tasche::N,sacculus,юдма
423,Eimer::N,situla,ведра
424,Deckel::N,operculum,велькс
425,Geschirr::N,vasa,кедьге
426,Sack::N,saccus,кескав
427,Tasse::N,pocillum,чакш
428,Topf::N,olla,кастрюля
429,Kessel::N,aenum,котёл
430,Essen::N,cena,ярсамо
431,Nahrung::N,cibus,ярсамопель
432,Nahrung::N,alimenta,ярсамопель
433,Speise::N,cibus,ярсамопель
434,Fleisch::N,caro,сывель
435,Getreide::N,frumentum,сюро
436,Brei::N,puls,каша
437,Brot::N,panis,кши
438,Scheibe::N,frustum,кочом
439,Scheibe::N,frustum,сускомо
440,Fett::N,pingue,куя
441,Butter::N,butȳrum,ой
442,Öl::N,oleum,ой
443,Salz::N,sal,сал
444,Suppe::N,ius,ям
445,Honig::N,mel,медь
446,Milch::N,lac,ловсо
447,Tee::N,thea,чай
448,Leder::N,corium,киське
449,Wolle::N,lana,пона
450,Stoff::N,textum,коцт
451,Nadel::N,acus,салмукс
452,Faden::N,filum,суре
453,Knopf::N,bulla,пов
454,Knoten::N,nodus,сюлмо
455,Farbe::N,pigmentum,артомапель
456,Kleidung::N,vestimenta,оршамот
457,Hemd::N,tunica,панар
458,Kragen::N,collare,сиве
459,Ärmel::N,manica,ожа
460,Hose::N,bracae,понкст
461,Gürtel::N,cingulum,каркс
462,Mütze::N,pilleus,чапка
463,Schuh::N,calceus,туфля
464,Stiefel::N,pero,кем
465,Stiefel::N,caliga,кем
466,Ring::N,anulus,суркс
467,Band::N,redimiculum,лента
468,Kamm::N,pecten,сурсеме
469,Spiegel::N,speculum,чавачамо
470,Riemen::N,lorum,кшнань каркс
471,Schnur::N,linum,пикс
472,Leine::N,retinaculum,ведьме
473,Decke::N,lodix,вельтямо
474,Kissen::N,pulvinus,тодов
475,Tuch::N,velum,паця
476,Handtuch::N,mantele,нардамо
477,Kraft::N,vis,вий
478,Stärke::N,robur,виевчи
479,Gesundheit::N,valetudo,шумбрачи
480,Krankheit::N,morbus,орма
481,Krankheit::N,morbus,сэредема
482,Schmerz::N,dolor,сэредькс
483,Wunde::N,vulnus,керявкс
484,Fieber::N,febris,маштыкс
485,Arznei::N,remedium,ормаменькс
486,Brücke::N,pons,сэдь
487,Brücke::N,pons,мадамо
488,Brunnen::N,puteus,лисьма
489,Weide::N,pascua,ракшань ванома тарка
490,Pfad::N,semita,ян
491,Weg::N,iter,ки
492,Straße::N,via,ки
493,Dorf::N,vicus,веле
494,Stadt::N,urbs,ош
495,Stadt::N,oppidum,ош
496,Brief::N,epistula,сёрма
497,Buch::N,liber,книга
498,Buchstabe::N,littera,буква
499,Zeitung::N,diurnum,газета
500,Leben::N,vita,эрямо
501,Tod::N,mors,кулома
502,Grab::N,sepulcrum,калмо
503,Kirche::N,ecclesia,церькова
504,Sünde::N,peccatum,чумочи
505,Gott::N,deus,паз
506,Arbeiter::N,operarius,робочей
507,Chef::N,praefectus,прявт
508,Meister::N,magister,кол тевень тенця
509,Arzt::N,medicus,врач
510,Lehrer::N,magister,учитель
511,Lehrer::N,magister,тонавтыця
512,Geld::N,aes,ярмак
513,Geld::N,pecunia,ярмак
514,Geschäft::N,negotium,ладязь тев
515,Laden::N,taberna,лавка
516,Preis::N,pretium,питне
517,Ware::N,merx,миевкс
518,Ware::N,merx,рамавкс
519,Nutzen::N,utilitas,паро
520,Nutzen::N,utilitas,лезэ
521,Reichtum::N,opes,сюпавчи
522,Reichtum::N,divitiae,сюпавчи
523,Welt::N,mundus,мир
524,Welt::N,mundus,мастор ланго
525,Land::N,terra,мастор
526,Staat::N,res publica,государства
527,König::N,rex,король
528,Macht::N,potestas,азорксчи
529,Grenze::N,limes,буен тешкс
530,Krieg::N,bellum,война
531,Feind::N,inimicus,душман
532,Gewalt::N,vis,нарьгамо
533,Kampf::N,pugna,тюрема
534,Bogen[Waffe]::N,arcus,нал
535,Pfeil::N,sagitta,нал
536,Gewehr::N,sclopetum,ружия
537,Gewehr::N,sclopetum,винтовка
538,Fehler::N,error,ильведькс
539,Fehler::N,error,ильведевкс
540,Lüge::N,mendacium,манчема
541,Lüge::N,mendacium,кенгелема
542,Schaden::N,damnum,зыян
543,Schaden::N,detrimentum,зыян
544,Unglück::N,miseria,зыян
545,Unglück::N,calamitas,зыян
546,Schuld::N,culpa,чумочи
547,Alter::N,aetas,шка
548,Schluss::N,finis,пе
549,Zeit::N,tempus,шка
550,Zeit::N,tempus,пинге
551,Tag::N,dies,чи
552,Morgen::N,mane,валске
553,Mittag::N,meridies,чикуншка
554,Abend::N,vesper,чокшнэ
555,Nacht::N,nox,ве
556,Woche::N,septimana,недля
557,Monat::N,mensis,ков
558,Jahr::N,annus,ие
559,Frühling::N,ver,тундо
560,Sommer::N,aestas,кизэ
561,Herbst::N,autumnus,сёксь
562,Winter::N,hiems,теле
563,Januar::N,Ianuarius,якшамков
564,Februar::N,Februarius,февраль
565,März::N,Martius,март
566,April::N,Aprilis,апрель
567,Mai::N,Maius,май
568,Juni::N,Iunius,июнь
569,Juli::N,Iulius,июль
570,August::N,Augustus,август
571,September::N,September,сентября
572,Oktober::N,Octobris,октября
573,November::N,Novembris,ноября
574,Dezember::N,December,декабря
575,Montag::N,dies lunae,пондельник
576,Dienstag::N,dies Martis ,овторник
577,Mittwoch::N,dies Mercurii,серёда
578,Donnerstag::N,dies Iovis,цетьверьг
579,Freitag::N,dies Veneris,пеця
580,Samstag::N,dies Saturni,субута
581,Samstag::N,dies Saturni,шлямочи
582,Sonntag::N,dominicus,недлячи
583,Sonntag::N,dies solis,недлячи
584,groß::A,magnus,ине
585,groß::A,magnus,покш
586,klein::A,parvus,вишка
587,lang::A,longus,кувака
588,kurz::A,brevis,нурькине
589,breit::A,latus,келей
590,schmal::A,angustus,теине
591,dicht::A,densus,тусто
592,dick[Gegenstand]::A,crassus,эчке
593,dünn::A,tenuis,човине
594,fein::A,subtilis,човине
595,fest::A,solidus,кеме
596,fest::A,stabilis,кеме
597,flach::A,planus,лапужа
598,glatt::A,levis,валаня
599,hart::A,durus,калгодо
600,weich::A,mollis,чевте
601,rund::A,rotundus,кеверь
602,spitz::A,acutus,пшти
603,scharf::A,acer,пшти
604,stumpf::A,hebes,ношка
605,schwer::A,gravis,стака
606,schön::A,pulcher,мазый
607,schön::A,formosus,мазый
608,heiß::A,fervidus,пси
609,warm::A,calidus,лембе
610,kalt::A,frigidus,якшамо
611,kühl::A,frigidus,экше
612,frisch::A,recens,свежа
613,feucht::A,umidus,летьке
614,nass::A,madidus,начко
615,trocken::A,aridus,коське
616,voll::A,plenus,пешксе
617,leer::A,vacuus,чаво
618,offen::A,apertus,панжадо
619,offen::A,apertus,виде
620,geschlossen::A,clausus,пекстазь
621,geschlossen::A,clausus,сёлгозь
622,sauber::A,lautus,ванькс
623,schmutzig::A,sordidus,ливезев
624,roh::A,crudus,верек
625,reif::A,maturus,кенерезь
626,lecker::A,delicatus,тантей
627,süß::A,dulcis,ламбамо
628,bitter::A,amarus,сэпей
629,bitter::A,acerbus,сэпей
630,sauer::A,acidus,чапамо
631,hell::A,clarus,валдо
632,dunkel::A,obscurus,чопода
633,schwarz::A,niger,раужо
634,weiß::A,albus,ашо
635,rot::A,ruber,якстере
636,gelb::A,flavus,ожо
637,blau::A,caeruleus,сэнь
638,grün::A,viridis,пиже
639,grau::A,canus,шержев
640,bunt::A,varius,сёрмав
641,billig::A,vilis,аволь питней
642,teuer::A,carus,питней
643,wertvoll::A,pretiosus,питней
644,blind::A,caecus,сокор
645,taub::A,surdus,амариця
646,kräftig::A,robustus,пек виев
647,stark::A,firmus,виев
648,stark::A,validus,виев
649,schwach::A,debilis,лавшо
650,schwach::A,infirmus,лавшо
651,fett::A,crassus,куя
652,schlank::A,procerus,виде ронга
653,hübsch::A,pulcher,мазый
654,böse::A,improbus,кежей
655,dumm::A,stultus,чавола
656,dumm::A,stultus,превтеме
657,dumm::A,stupidus,чавола
658,dumm::A,stupidus,превтеме
659,faul::A,piger,нузякс
660,fleißig::A,sedulus,мелень путыця
661,geizig::A,avarus,скупой
662,klug::A,prudens,превей
663,geschickt::A,sollers,маштозь теезь
664,lieb::A,carus,вадря
665,lustig::A,iocosus,весёла
666,sanft::A,clemens,сэтьме
667,hungrig::A,impastus,вачо
668,krank::A,aeger,сэредиця
669,nackt::A,nudus,штапо
670,traurig::A,maestus,нусманя
671,lebendig::A,vivus,эриця
672,gut::A,bonus,паро
673,schlecht::A,malus,берянь
674,richtig::A,rectus,виде
675,schlimm::A,malus,берянь
676,wahr::A,verus,алкуксонь
677,alt::A,antiquus,ташто
678,neu::A,novus,од
679,ehemalig::A,pristinus,икелень
680,alt[Lebewesen]::A,vetus,сыре
681,jung::A,iuvenis,од
682,arm::A,pauper,кажов
683,reich::A,dives,сюпав
684,bekannt::A,notus,содавикс
685,berühmt::A,celeber,содавикс
686,berühmt::A,illustris,содавикс
687,fremd::A,peregrinus,лия
688,fremd::A,peregrinus,асодавикс
689,verschieden::A,varius,эрьва
690,nah::A,propinquus,а васолонь
691,fern::A,longinquus,умонь
692,fern::A,longinquus,кезэрень
693,linker::A,sinister,керш
694,rechter::A,dexter,вить
695,anderer::A,alius,лия
696,erster::A,primus,васень
697,erster::A,primus,васенце
698,zweiter::A,secundus,омбоце
699,dritter::A,tertius,колмоце
700,letzter::A,ultimus,меельце
701,allein::ADV,solum,башка
702,allein::ADV,solum,ськамонзо
703,auf einmal::ADV,simul,вейсэ
704,zusammen::ADV,una,вейс
705,zusammen::ADV,una,вейсэ
706,lange::ADV,diu,кувать
707,plötzlich::ADV,subito,апак учо
708,plötzlich::ADV,repente,апак учо
709,sofort::ADV,statim,курок
710,sofort::ADV,statim,нейке
711,später::ADV,postea,мейле
712,jetzt::ADV,nunc,ней
713,heute::ADV,hodie,течи
714,morgen::ADV,cras,ванды
715,bald::ADV,mox,курок
716,dann::ADV,deinde,мейле
717,dann::ADV,deinde,седе мейле
718,gestern::ADV,heri,исяк
719,einst::ADV,olim,весть
720,einst::ADV,olim,зярдо-бути
721,damals::ADV,tum,сестэ
722,danach::ADV,postea,мейле
723,danach::ADV,postea,седе мейле
724,vorher::ADV,antea,васняяк
725,zuerst::ADV,primo,васня
726,einmal::ADV,semel,весть
727,manchmal::ADV,interdum,лиясто
728,oft::ADV,saepe,сеетьстэ
729,immer::ADV,semper,свал
730,niemals::ADV,numquam,а зярдояк
731,hier::ADV,hic,тесэ
732,hierhin::ADV,huc,тей
733,von hier::ADV,hinc,тестэ
734,dort::ADV,ibi,тосо
735,dorthin::ADV,eo,тов
736,geradeaus::ADV,recte,витьстэ
737,vorwärts::ADV,porro,икелев
738,rückwärts::ADV,retro,мекев
739,zurück::ADV,retro,мекев
740,unten::ADV,infra,ало
741,hinab::ADV,pessum,алов
742,oben::ADV,supra,вере
743,hinauf::ADV,sursum,верев
744,überall::ADV,ubique,эрьва косо
745,nicht::ADV,non,а
746,ein wenig::ADV,paulum,аламошка
747,kaum::ADV,vix,ансяк
748,kaum::ADV,aegre,ансяк
749,sehr::ADV,valde,пек
750,sehr::ADV,valde,вельть
751,sehr::ADV,magnopere,пек
752,sehr::ADV,magnopere,вельть
753,so::ADV,ita,истя
754,noch::ADV,etiam,таго
755,nur::ADV,solum,ансяк
756,nur::ADV,tantum,ансяк
757,schon::ADV,iam,уш
758,wieder::ADV,rursus,таго
759,vergebens::ADV,frustra,стяко
760,vor::PRP,ante,икеле
761,hinter::PRP,post,вельде
762,unter::PRP,sub,ало
763,durch::PRP,per,пачк
764,neben::PRP,iuxta,вакссо
765,zwischen::PRP,inter,ютксо
766,wegen::PRP,propter,кис
767,wegen::PRP,propter,коряс
768,wegen::PRP,propter,кувалт
769,dies::PRN,hoc,те
770,das::PRN,id,те
771,das::PRN,id,тона
772,alles::PRN,omnia,весе
773,alles::PRN,omnia,весемесь
774,ich::PRN,ego,мон
775,du::PRN,tu,тон
776,er::PRN,is,сон
777,er::PRN,ille,сон
778,wir::PRN,nos,минь
779,ihr::PRN,vos,тынь
780,sie::PRN,ii,сынь
781,sie::PRN,illi,сынь
782,was::FPRN,quid,мезе
783,wer::FPRN,quis,ки
784,wo::FADV,ubi,косо
785,wohin::FADV,quo,ков
786,wohin::FADV,quo,козо
787,wie::FADV,quomodo,кода
788,warum::FADV,cur,мекс
789,wieviel::FNUM,quantum,зяро
790,eins::NUM,unus,вейке
791,zwei::NUM,duo,кавто
792,drei::NUM,tres,колмо
793,vier::NUM,quattuor,ниле
794,fünf::NUM,quinque,вете
795,sechs::NUM,sex,кото
796,sieben::NUM,septem,сисем
797,acht::NUM,octo,кавксо
798,neun::NUM,novem,вейксэ
799,zehn::NUM,decem,кемень
800,elf::NUM,undecim,кевейкее
801,zwölf::NUM,duodecim,кемгавтово
802,zwanzig::NUM,viginti,комсь
803,dreißig::NUM,triginta,колоньгемень
804,vierzig::NUM,quadraginta,ниленьгемень
805,fünfzig::NUM,quinquaginta,ведьгемень
806,sechzig::NUM,sexaginta,кодгемень
807,siebzig::NUM,septuaginta,сизьгемень
808,achtzig::NUM,octoginta,кавксоньгемень
809,neunzig::NUM,nonaginta,вейксэньгемень
810,hundert::NUM,centum,сядо
811,tausend::NUM,mille,тыща
812,und::CNJ,et,ды
813,und::CNJ,-que,ды
814,oder::CNJ,vel,или
815,stehen::V,stare,аштемс стядо
816,sitzen::V,sedere,аштемс озадо
817,liegen::V,iacere,мадезь аштемс
818,hängen::V,pendere,нурьгемс
819,werden::V,fieri,арамс
820,passieren::V,accidere,лисэмс
821,beginnen::V,incipere,ушодомс
822,enden::V,finem habere,лоткамс
