,Concept_ID,hy,et
249,Ehefrau::N,կին ամուսին,naine
250,Ehefrau::N,կին ամուսին,abikaasa
251,Freude::N,ուրախություն,rõõm
252,Gelächter::N,ծիծաղ,naer
253,Glück::N,երջանկություն,õnn
254,Kummer::N,վիշտ,mure
255,Kummer::N,վիշտ,kurbus
256,Wunsch::N,ցանկություն,soov
257,Lust::N,փափագ,himu
258,Lust::N,իղձ,himu
259,Geist::N,ոգի,vaim
260,Gedanke::N,միտք,mõte
261,Gedächtnis::N,հիշողություն,mälu
262,Verstand::N,խելք,aru
263,Verstand::N,խելք,mõistus
264,Sinn::N,իմաստ,tähendus
265,Grund::N,պատճառ,põhjus
266,Wahrheit::N,ճշմարտություն,tõde
267,Gespräch::N,զրույց,kõne
268,Gespräch::N,զրույց,vestlus
269,Märchen::N,պայիկի պատմություն,muinasjutt
270,Erzählung::N,պատմվածք,jutustus
271,Erzählung::N,պատմություն,jutustus
272,Nachricht::N,հաղորդագրություն,teade
273,Neuigkeit::N,լուր,uudis
274,Neuigkeit::N,նորություն,uudis
275,Name::N,անուն,nimi
276,Rätsel::N,բարդ խնդիր,mõistatus
277,Rede::N,ճառ,kõne
278,Rede::N,ելույթ,kõne
279,Sprache::N,լեզու,keel
280,Stimme::N,ձայն,hääl
281,Wort::N,բառ,sõna
282,Zeichen::N,նշան,märk
283,Ruf::N,կոչ,hüüe
284,Ruf::N,կանչ,hüüe
285,Lärm::N,աղմուկ,müra
286,Laut::N,հնչյուն,hääl
287,Laut::N,ձայն,hääl
288,Ton::N,տոն,toon
289,Lied::N,երգ,laul
290,Ruhe::N,անդորրություն,rahu
291,Ruhe::N,անդորրություն,vaikus
292,Leute::N,մարդիկ,inimesed
293,Volk::N,ազգ,rahvas
294,Arbeit::N,գործ,töö
295,Arbeit::N,աշխատանք,töö
296,Gast::N,հյուր,külaline
297,Geschenk::N,նվեր,kingitus
298,Spiel::N,խաղ,mäng
299,Gesellschaft::N,ընկերություն,selts
300,Hilfe::N,օգնությթուն,abi
301,Freund::N,ընկեր,sõber
302,Freund::N,բարեկամ,sõber
303,Kamerad::N,ուղեկից,sõber
304,Angelegenheit::N,բան,asi
305,Angelegenheit::N,գործ,asi
306,Anzahl::N,քանակ,arv
307,Anzahl::N,քանակ,hulk
308,Anzahl::N,գումար,arv
309,Anzahl::N,գումար,hulk
310,Art::N,տեսակ,liik
311,Stück::N,կտոր,tükk
312,Teil::N,մաս,osa
313,Hälfte::N,կես,pool
314,Kreis::N,շիջանակ,ring
315,Kreuz::N,խաչ,rist
316,Linie::N,գիծ,joon
317,Strich::N,գիծ,joon
318,Abstand::N,անջրպետ,vahe
319,Entfernung::N,հեռավորություն,kaugus
320,Entfernung::N,հեռավորություն,vahemaa
321,Gegend::N,շրջան,ümbrus
322,Platz::N,տարածություն,ruum
323,Ort::N,տեղ,paik
324,Ort::N,վայր,paik
325,Seite::N,կողմ,pool
326,Mitte::N,մեջտեղ,keskpaik
327,Gegenstand::N,առարկա,ese
328,Sache::N,բան,ese
329,Rand::N,վերջք,äär
330,Rand::N,վերջք,serv
331,Kante::N,եզր,kant
332,Ecke::N,անկյուն,nurk
333,Spitze::N,ծայր,teravik
334,Ende::N,ծայր,ots
335,Ende::N,ծայր,jupp
336,Loch::N,անցք,auk
337,Winkel::N,անկյուն,nurk
338,Muster::N,օրինակ,muster
339,Größe::N,մեծություն,suurus
340,Länge::N,երկարություն,pikkus
341,Höhe::N,բարձրություն,kõrgus
342,Gewicht::N,կշիռ,kaal
343,Gewicht::N,կշիռ,raskus
344,Menge::N,քանակ,arv
345,Menge::N,քանակ,hulk
346,Haufen::N,դեզ,hunnik
347,Haufen::N,կույտ,hunnik
348,Reihe::N,շարք,rivi
349,Reihe::N,կարգ,rivi
350,Boot::N,նավակ,paat
351,Ruder::N,թի,aer
352,Ruder::N,թիակ,aer
353,Schlitten::N,բալխիր,saan
354,Ski::N,դահուկ,suusk
355,Lagerfeuer::N,բացօդեայ կրակ,lõke
356,Last::N,բեռ,koorem
357,Gang::N,զբոսանք,käik
358,Schritt::N,քայլ,samm
359,Norden::N,հյուսիս,põhi
360,Süden::N,հարավ,lõuna
361,Westen::N,արեւմուտք,lääs
362,Osten::N,արեւելք,ida
363,Holz::N,փայտ,puu
364,Brett::N,տախտակ,saelaud
365,Platte::N,թիթեղ,plaat
366,Stütze::N,նեցուկ,tugi
367,Stange::N,ձող,latt
368,Stange::N,ձող,teivas
369,Stock::N,փայտ,kepp
370,Stab::N,ցուպ,varras
371,Stab::N,գավազան,varras
372,Rohr::N,խողովակ,toru
373,Haus::N,տուն,maja
374,Heim::N,տուն,kodu
375,Ofen::N,վառարան,ahi
376,Fußboden::N,հատակ,põrand
377,Tisch::N,սեղան,laud
378,Stuhl::N,աթոռ,tool
379,Wiege::N,օրորոց,häll
380,Wiege::N,օրորոց,kätki
381,Bett::N,անկողին,voodi
382,Regal::N,դարակ,riiul
383,Kiste::N,տուփ,kast
384,Fenster::N,պատուհան,aken
385,Tür::N,դուռ,uks
386,Tor::N,դարպաս,värav
387,Zaun::N,ցանկապատ,aed
388,Zaun::N,ցանկապատ,tara
389,Dach::N,տանիք,katus
390,Dach::N,կտուր,katus
391,Leiter::N,սանդուղք,redel
392,Besen::N,ավել,luud
393,Spaten::N,բահ,labidas
394,Schaufel::N,թի,kühvel
395,Gabel::N,պատառաքաղ,kahvel
396,Löffel::N,գդալ,lusikas
397,Messer::N,դանակ,nuga
398,Nagel::N,մեխ,nael
399,Netz::N,ցանց,võrk
400,Haken::N,կարթ,haak
401,Haken::N,կարթ,konks
402,Griff::N,կոթ,sang
403,Griff::N,կոթ,käepide
404,Griff::N,բռնակ,sang
405,Griff::N,բռնակ,käepide
406,Schloss::N,կողպեք,lukk
407,Bild::N,նկար,pilt
408,Bild::N,պատկեր,pilt
409,Figur::N,քանդակ,kuju
410,Figur::N,քանդակ,kujund
411,Figur::N,պատկեր,kuju
412,Figur::N,պատկեր,kujund
413,Puppe::N,տիկնիկ,nukk
414,Beutel::N,տոպրակ,paun
415,Bündel::N,կապոց,kimp
416,Tasche::N,պայուսակ,kott
417,Eimer::N,դույլ,pang
418,Eimer::N,դույլ,ämber
419,Deckel::N,կափարիչ,kaas
420,Geschirr::N,ամանեղեն,nõud
421,Sack::N,պարկ,kott
422,Sack::N,տոպրակ,kott
423,Tasse::N,թաս,tass
424,Tasse::N,գավաթ,tass
425,Topf::N,անոթ,pada
426,Kessel::N,կաթսա,pada
427,Essen::N,կերակուր,söök
428,Nahrung::N,ուտելիք,toit
429,Speise::N,խորտիկ,roog
430,Speise::N,կերակուր,roog
431,Fleisch::N,միս,liha
432,Getreide::N,հացահատիկ,teravili
433,Brei::N,լանդակ,puder
434,Brot::N,հաց,sai
435,Brot::N,հաց,leib
436,Scheibe::N,կտոր,viil
437,Scheibe::N,կտոր,viilukas
438,Scheibe::N,պատառ,viil
439,Scheibe::N,պատառ,viilukas
440,Fett::N,ճարպ,rasv
441,Butter::N,կարագ,või
442,Öl::N,ձեթ,õli
443,Salz::N,աղ,sool
444,Suppe::N,սուպ,supp
445,Suppe::N,ապուր,supp
446,Honig::N,մեղր,mesi
447,Milch::N,կաթ,piim
448,Tee::N,թեյ,tee
449,Leder::N,կաշի,nahk
450,Wolle::N,բուրդ,vill
451,Stoff::N,գործվածք,kangas
452,Nadel::N,ասեղ,nõel
453,Faden::N,թել,niit
454,Knopf::N,կոճակ,nööp
455,Knoten::N,հանգույց,sõlm
456,Farbe::N,ներկ,värv
457,Kleidung::N,հագուստ,riided
458,Kleidung::N,հագուստ,riietus
459,Hemd::N,վերնաշապիկ,särk
460,Kragen::N,օձիք,krae
461,Ärmel::N,թեւք,varrukas
462,Hose::N,շալվար,püksid
463,Gürtel::N,գոտի,vöö
464,Mütze::N,կեպի,müts
465,Schuh::N,կոշիկ,king
466,Stiefel::N,երկարաճիթ կոշիկ,saabas
467,Ring::N,զնգալ,sõrmus
468,Band::N,ժապավեն,lint
469,Kamm::N,սանր,kamm
470,Spiegel::N,հայելի,peegel
471,Riemen::N,փոկ,rihm
472,Schnur::N,լար,nöör
473,Leine::N,փոկ,jalutusrihm
474,Decke::N,վերմակ,tekk
475,Kissen::N,բարձ,padi
476,Tuch::N,թաշկինակ,kalev
477,Handtuch::N,սրբիչ,käterätik
478,Kraft::N,ուժ,jõud
479,Stärke::N,պնդություն,tugevus
480,Stärke::N,ամրություն,tugevus
481,Gesundheit::N,առողջություն,tervis
482,Krankheit::N,ախտ,haigus
483,Krankheit::N,հիվանդություն,haigus
484,Schmerz::N,ցավ,valu
485,Schmerz::N,տանջանք,valu
486,Wunde::N,վերք,haav
487,Fieber::N,տենդ,palavik
488,Arznei::N,դեղ,ravim
489,Brücke::N,կամուրջ,sild
490,Brunnen::N,հոր,kaev
491,Brunnen::N,ջրհոր,kaev
492,Weide::N,արոտավայր,karjamaa
493,Pfad::N,արահետ,rada
494,Weg::N,ուղի,tee
495,Straße::N,ճանապարհ,tee
496,Dorf::N,գյուղ,küla
497,Stadt::N,քաղաք,linn
498,Brief::N,նամակ,kiri
499,Buch::N,գիրք,raamat
500,Buchstabe::N,տառ,täht
501,Buchstabe::N,գիր,täht
502,Zeitung::N,լրագիր,ajaleht
503,Leben::N,կյանք,elu
504,Tod::N,մահ,surm
505,Grab::N,գերեզման,haud
506,Kirche::N,եկեղեցի,kirik
507,Sünde::N,մեղք,patt
508,Gott::N,աստված,jumal
509,Arbeiter::N,բանվոր,tööline
510,Arbeiter::N,աշխատող,tööline
511,Chef::N,տեր,ülemus
512,Chef::N,տեր,juhataja
513,Meister::N,վարպետ,meister
514,Arzt::N,բժիշկ,arst
515,Lehrer::N,ուսուցիչ,õpetaja
516,Geld::N,փող,raha
517,Geschäft::N,գործ,äri
518,Geschäft::N,աշխատանք,äri
519,Laden::N,կրպակ,pood
520,Laden::N,կրպակ,kauplus
521,Laden::N,խանութ,pood
522,Laden::N,խանութ,kauplus
523,Preis::N,գին,hind
524,Ware::N,ապրանք,kaup
525,Nutzen::N,օգուտ,tulu
526,Nutzen::N,օգուտ,kasulikkus
527,Reichtum::N,հարստություն,rikkus
528,Welt::N,աշխարհ,maailm
529,Land::N,երկիր,maa
530,Staat::N,պետություն,riik
531,König::N,արքա,kuningas
532,König::N,թագավոր,kuningas
533,Macht::N,իշխանություն,võim
534,Grenze::N,սահման,piir
535,Krieg::N,պատերազմ,sõda
536,Feind::N,թշնամի,vaenlane
537,Gewalt::N,բռնություն,väevõim
538,Gewalt::N,սաստկություն,väevõim
539,Kampf::N,մարտ,võitlus
540,Bogen[Waffe]::N,աղեղ,vibu
541,Pfeil::N,նետ,nool
542,Gewehr::N,հրացան,püss
543,Fehler::N,սխալ,viga
544,Lüge::N,սուտ,vale
545,Schaden::N,վնաս,kahju
546,Unglück::N,դժբախտություն,häda
547,Unglück::N,դժբախտություն,õnnetus
548,Schuld::N,պակասություն,süü
549,Alter::N,հասակ,iga
550,Schluss::N,վերջ,lõpp
551,Schluss::N,վախճան,lõpp
552,Zeit::N,ժամանակ,aeg
553,Tag::N,օր,päev
554,Morgen::N,առավոտ,hommik
555,Mittag::N,կեսօր,lõuna
556,Mittag::N,կեսօր,keskpäev
557,Abend::N,երեկո,õhtu
558,Nacht::N,գիշեր,öö
559,Woche::N,շաբաթ,nädal
560,Monat::N,ամիս,kuu
561,Jahr::N,տարի,aasta
562,Frühling::N,գարուն,kevad
563,Sommer::N,ամառ,suvi
564,Herbst::N,աշուն,sügis
565,Winter::N,ձմեռ,talv
566,Januar::N,հունվար,jaanuar
567,Februar::N,փետրվար,veebruar
568,März::N,մարտ,märts
569,April::N,ապրիլ,aprill
570,Mai::N,մայիս,mai
571,Juni::N,հունիս,juuni
572,Juli::N,հուլիս,juuli
573,August::N,օգոստոս,august
574,September::N,սեպտեմբեր,september
575,Oktober::N,հոկտեմբեր,oktoober
576,November::N,նոյեմբեր,november
577,Dezember::N,դեկտեմբեր,detsember
578,Montag::N,երկուշաբթի,esmaspäev
579,Dienstag::N,երեքշաբթի,teisipäev
580,Mittwoch::N,չորեքշաբթի,kesknädal
581,Donnerstag::N,հինգշաբթի,neljapäev
582,Freitag::N,ուրբաթ,reede
583,Samstag::N,շաբաթ,laupäev
584,Sonntag::N,կիրակի,pühapäev
585,groß::A,մեծ,suur
586,groß::A,խոշոր,suur
587,klein::A,պստիկ,väike
588,klein::A,պստիկ,pisike
589,klein::A,փոքրիկ,väike
590,klein::A,փոքրիկ,pisike
591,lang::A,երկար,pikk
592,kurz::A,կարճ,lühike
593,breit::A,լայն,lai
594,schmal::A,նեղ,kitsas
595,dicht::A,խիտ,tihe
596,dick[Gegenstand]::A,հաստ,jäme
597,dünn::A,բարակ,õhuke
598,dünn::A,բարակ,peenike
599,fein::A,նուրբ,peen
600,fein::A,նուրբ,õhuke
601,fest::A,ամուր,püsiv
602,fest::A,ամուր,kindel
603,fest::A,պինդ,püsiv
604,fest::A,պինդ,kindel
605,flach::A,տափակ,lame
606,flach::A,տափակ,tasane
607,glatt::A,հարթ,sile
608,hart::A,կարծր,kõva
609,weich::A,մեղմ,pehme
610,weich::A,փափուկ,pehme
611,rund::A,կլոր,ümar
612,spitz::A,սրածայր,torkav
613,scharf::A,սուր,terav
614,stumpf::A,գուլ,nüri
615,schwer::A,ծանր,raske
616,schön::A,սիրուն,kena
617,schön::A,գեղեցիկ,kena
618,heiß::A,թեժ,kuum
619,heiß::A,թեժ,palav
620,warm::A,տաք,soe
621,warm::A,ջերմ,soe
622,kalt::A,ցուրտ,külm
623,kühl::A,զով,jahe
624,frisch::A,թարմ,värske
625,feucht::A,ղոնավ,niiske
626,nass::A,թաց,märg
627,trocken::A,ցամաք,kuiv
628,voll::A,լի,täis
629,voll::A,լիքը,täis
630,leer::A,դատարկ,tühi
631,offen::A,բաց,avatud
632,offen::A,բաց,lahtine
633,geschlossen::A,գոց,suletud
634,sauber::A,մաքուր,puhas
635,schmutzig::A,կեղտոտ,räpane
636,schmutzig::A,կեղտոտ,määrdunud
637,roh::A,հում,toores
638,reif::A,հասած,küps
639,reif::A,հասուն,küps
640,lecker::A,համեղ,hõrk
641,lecker::A,համեղ,maitsev
642,süß::A,անուշ,magus
643,bitter::A,կծու,mõru
644,sauer::A,թթու,hapu
645,sauer::A,թթված,hapu
646,hell::A,պայծառ,hele
647,hell::A,խելամիտ,hele
648,dunkel::A,մութ,pime
649,schwarz::A,սեւ,must
650,weiß::A,սպիտակ,valge
651,rot::A,կարմիր,punane
652,gelb::A,դեղին,kollane
653,blau::A,կապույտ,sinine
654,grün::A,կանաչ,roheline
655,grau::A,գորշ,hall
656,bunt::A,գոյնզգոյն,kirju
657,bunt::A,գոյնզգոյն,värviline
658,billig::A,էժան,odav
659,teuer::A,թանկ,kallis
660,wertvoll::A,թանկարժեք,väärtuslik
661,blind::A,կույր,pime
662,taub::A,խուլ,kurt
663,kräftig::A,հզոր,jõuline
664,stark::A,ուժեղ,tugev
665,schwach::A,տկար,nõrk
666,schwach::A,տկար,jõuetu
667,schwach::A,թույլ,nõrk
668,schwach::A,թույլ,jõuetu
669,fett::A,գեր,rasvane
670,schlank::A,նիհար,sale
671,hübsch::A,գրավիչ,kena
672,hübsch::A,սիրունիկ,kena
673,böse::A,չար,tige
674,dumm::A,հիմար,juhm
675,dumm::A,հիմար,rumal
676,faul::A,ծույլ,laisk
677,fleißig::A,ջանասեր,virk
678,fleißig::A,ջանասեր,hoolas
679,fleißig::A,փութաջան,virk
680,fleißig::A,փութաջան,hoolas
681,geizig::A,ագահ,ihne
682,geizig::A,կծծի,ihne
683,klug::A,խելոք,tark
684,klug::A,խելոք,arukas
685,klug::A,խելոք,mõistlik
686,klug::A,ընդունակ,tark
687,klug::A,ընդունակ,arukas
688,klug::A,ընդունակ,mõistlik
689,geschickt::A,ճարտար,osav
690,lieb::A,սիրելի,armas
691,lustig::A,զվարթ,lõbus
692,sanft::A,հեզ,õrn
693,hungrig::A,քաղցած,näljane
694,krank::A,հիվանդ,haige
695,nackt::A,մերկ,alasti
696,traurig::A,տխուր,kurb
697,lebendig::A,կենդանի,elus
698,gut::A,լավ,hea
699,schlecht::A,վատ,halb
700,richtig::A,ձիշտ,õige
701,schlimm::A,լղրճուկ,paha
702,wahr::A,ճիշտ,tõene
703,wahr::A,իրական,tõene
704,alt::A,հին,vana
705,neu::A,նոր,uus
706,ehemalig::A,նախկին,endine
707,alt[Lebewesen]::A,ծեր,vana
708,alt[Lebewesen]::A,պառավ,vana
709,jung::A,մատաղ,noor
710,arm::A,աղքատ,vaene
711,reich::A,հարուստ,rikas
712,bekannt::A,ծանոթ,teada
713,bekannt::A,ծանոթ,tuttav
714,berühmt::A,հայտնի,tuntud
715,berühmt::A,հռչակավոր,tuntud
716,fremd::A,օտար,võõras
717,verschieden::A,տարբեր,erinev
718,nah::A,մոտ,lähedane
719,nah::A,մերձ,lähedane
720,fern::A,հեռավոր,kauge
721,linker::A,ձախ,vasak
722,rechter::A,աջ,parem
723,anderer::A,այլ,muu
724,anderer::A,այլ,teine
725,anderer::A,ուրիշ,muu
726,anderer::A,ուրիշ,teine
727,erster::A,առաջին,esimene
728,zweiter::A,երկրորդ,teine
729,dritter::A,երրորդ,kolmas
730,letzter::A,վերջին,viimane
731,allein::ADV,միայնակ,üksi
732,auf einmal::ADV,միասնաբար,korraga
733,auf einmal::ADV,միասնաբար,ühekorraga
734,zusammen::ADV,միասին,koos
735,zusammen::ADV,միասին,üheskoos
736,zusammen::ADV,իրար հետ,koos
737,zusammen::ADV,իրար հետ,üheskoos
738,lange::ADV,երկար ժամանակ,kaua
739,plötzlich::ADV,հանկարծ,äkki
740,plötzlich::ADV,հանկարծ,järsku
741,sofort::ADV,իսկույն,kohe
742,später::ADV,ավելի ուշ,hiljem
743,später::ADV,հետո,hiljem
744,jetzt::ADV,այժմ,nüüd
745,heute::ADV,այսօր,täna
746,morgen::ADV,վաղը,homme
747,bald::ADV,շուտով,pea
748,bald::ADV,շուտով,varsti
749,dann::ADV,ապա,siis
750,dann::ADV,հետո,siis
751,gestern::ADV,երեկ,eile
752,einst::ADV,հին ատեն,vanasti
753,damals::ADV,ատէնին,tookord
754,danach::ADV,ապա,seejärel
755,danach::ADV,այն ժամանակ,seejärel
756,vorher::ADV,առաջ,enne
757,zuerst::ADV,նախ,enne
758,zuerst::ADV,նախ,esmalt
759,einmal::ADV,մի անգամ,kord
760,einmal::ADV,մի անգամ,üks kord
761,manchmal::ADV,երբեմն,mõnikord
762,oft::ADV,հաճախ,tihti
763,oft::ADV,հաճախ,sageli
764,immer::ADV,միշտ,ikka
765,immer::ADV,միշտ,alati
766,niemals::ADV,երբեք,mitte kunagi
767,hier::ADV,այստեղ,siin
