,Concept_ID,ce,fr
82,Eis::N,ша,glace
83,Frost::N,шело,gel
84,Frost::N,шело,gelée
85,Kälte::N,шело,froid
86,Hitze::N,йовхо,chaleur
87,Raureif::N,йис,givre
88,Regenbogen::N,стелаӏад,arc-en-ciel
89,Donner::N,ткъес,tonnerre
90,Strömung::N,дӏаэхар,courant
91,Strömung::N,дӏасалелар,courant
92,Tropfen::N,тӏадам,goutte
93,Schaum::N,чопа,écume
94,Schaum::N,чопа,mousse
95,Schmutz::N,хатт,boue
96,Schmutz::N,хатт,saleté
97,See::N,ӏам,lac
98,Sumpf::N,уьшал,marais
99,Sumpf::N,уьшал,marécage
100,Moor::N,уьшал,tourbière
101,Wiese::N,бай,pré
102,Wald::N,хьун,bois
103,Wald::N,хьун,forêt
104,Hügel::N,гу,coteau
105,Hügel::N,гу,colline
106,Hügel::N,шу,coteau
107,Hügel::N,шу,colline
108,Hügel::N,барз,coteau
109,Hügel::N,барз,colline
110,Anhöhe::N,акъари,éminence
111,Anhöhe::N,акъари,élévation
112,Berg::N,лам,mont
113,Berg::N,лам,montagne
114,Gipfel::N,бохь,cime
115,Gipfel::N,бохь,sommet
116,Höhle::N,хьех,caverne
117,Abhang::N,басе,pente
118,Abhang::N,басе,versant
119,Quelle::N,шовда,source
120,Quelle::N,шовда,fontaine
121,Bach::N,татол,ruisseau
122,Fluss::N,хи,fleuve
123,Fluss::N,хи,rivière
124,Ufer::N,хийист,bord
125,Ufer::N,хийист,rivage
126,Küste::N,йист,côte
127,Festland::N,латта,terre ferme
128,Meer::N,xӏорд,mer
129,Bucht::N,чож,baie
130,Insel::N,гӏайре,île
131,Blume::N,зезаг,fleur
132,Gras::N,буц,herbe
133,Wurzel::N,орам,racine
134,Baum::N,дитт,arbre
135,Stamm::N,гӏад,tronc
136,Stamm::N,тайпа,tronc
137,Rinde::N,кевстиг,écorce
138,Ast::N,га,branche
139,Zweig::N,га,rameau
140,Blatt::N,гӏа,feuille
141,Birke::N,дакх,bouleau
142,Kiefer[Baum]::N,бага,pin
143,Weide[Baum]::N,дак,saule
144,Tanne::N,база,sapin
145,Horn::N,маӏа,corne
146,Feder::N,пелаг,plume
147,Fell::N,цӏока,peau
148,Flügel::N,тӏам,aile
149,Klaue::N,мӏара,serre
150,Kralle::N,тlод,ongle
151,Kralle::N,тlод,griffe
152,Schwanz::N,цӏога,queue
153,Ei::N,xӏoa,œuf
154,Nest::N,бен,nid
155,Bau::N,lуьрг,terrier
156,Tier::N,дийнат,animal
157,Herde::N,жа,troupeau
158,Kuh::N,етт,vache
159,Bulle::N,сту,taureau
160,Pferd::N,говр,cheval
161,Schaf::N,жий,mouton
162,Schaf::N,уьстагӏ,mouton
163,Schwein::N,хьакха,porc
164,Schwein::N,хьакха,cochon
165,Hund::N,жӏаьла,chien
166,Katze::N,цициг,chat
167,Bär::N,ча,ours
168,Eichhörnchen::N,тарсал,écureuil
169,Elch::N,сай,élan
170,Fuchs::N,цхьогал,renard
171,Hase::N,пхьагал,lièvre
172,Maus::N,дахка,souris
173,Wolf::N,борз,loup
174,Vogel::N,олхазар,oiseau
175,Huhn::N,котам,poule
176,Hahn::N,нӏаьна,coq
177,Hahn::N,боргӏал,coq
178,Gans::N,гӏаз,oie
179,Adler::N,aьрзу,aigle
180,Ente::N,бад,canard
181,Eule::N,бухӏа,hibou
182,Kranich::N,гӏаргӏули,grue
183,Krähe::N,къиг,corneille
184,Kuckuck::N,aттйокх,coucou
185,Schwan::N,гӏургӏаз,cygne
186,Fisch::N,чӏара,poisson
187,Barsch::N,окунь,perche
188,Hecht::N,гӏазкхийн чӏара,brochet
189,Schlange[Tier]::N,лаьхьа,serpent
190,Wurm::N,нӏаьна,ver
191,Spinne::N,гезг,araignée
192,Ameise::N,зингат,fourmi
193,Laus::N,меза,pou
194,Laus::N,гӏениг,pou
195,Mücke::N,чуьрк,moucheron
196,Fliege::N,моза,mouche
197,Schmetterling::N,полла,papillon
198,Beere::N,цӏазам,baie
199,Apfel::N,ӏаж,pomme
200,Pilz::N,жӏаьлин нускал,champignon
201,Zwiebel::N,xох,oignon
202,Saat::N,чlу,semence
203,Korn::N,буьртиг,grain
204,Heu::N,йол,foin
205,Schale::N,пардо,pelure
206,Grube::N,ор,fosse
207,Falle::N,кӏело,piège
208,Spur::N,лар,trace
209,Asche::N,чим,cendre
210,Dreck::N,мода,crotte
211,Eisen::N,эчиг,fer
212,Gold::N,деши,or
213,Silber::N,дети,argent
214,Kohle::N,кӏора,charbon
215,Glas::N,aнгали,verre
216,Lehm::N,поппар,glaise
217,Sand::N,гӏум,sable
218,Mensch::N,адам,homme
219,Mann::N,майра,homme
220,Frau::N,зуда,femme
221,Kind::N,бер,enfant
222,Junge::N,жимха,garçon
223,Mädchen::N,жима йоӏ,fille
224,Mädchen::N,жима йоӏ,jeune fille
225,Familie::N,доьзал,famille
226,Großvater::N,ненада,grand-père
227,Großmutter::N,денана,grand-mère
228,Eltern::N,да-нана,parents
229,Vater::N,да,père
230,Mutter::N,нана,mère
231,Sohn::N,кӏант,fils
232,Tochter::N,йоӏ,fille
233,Bruder::N,ваша,frère
234,Schwester::N,йиша,sœur
235,Onkel::N,деваша,oncle
236,Tante::N,дейиша,tante
237,Ehemann::N,майра,mari
238,Ehemann::N,майра,époux
239,Ehefrau::N,зуда,femme
240,Ehefrau::N,зуда,épouse
241,Freude::N,самукъа,joie
242,Freude::N,самукъа,plaisir
243,Freude::N,хазахетар,joie
244,Freude::N,хазахетар,plaisir
245,Gelächter::N,белам,rires
246,Glück::N,ирс,bonheur
247,Kummer::N,бала,peine
248,Kummer::N,бала,chagrin
249,Wunsch::N,лаам,désir
250,Lust::N,лаам,envie
251,Geist::N,са,esprit
252,Gedanke::N,ойла,idée
253,Gedanke::N,ойла,pensée
254,Gedächtnis::N,диццадалар,mémoire
255,Verstand::N,хьекъал,raison
256,Sinn::N,маьӏна,sens
257,Grund::N,бахьана,cause
258,Grund::N,бахьана,raison
259,Wahrheit::N,бакъдерг,vérité
260,Gespräch::N,къамел,conversation
261,Märchen::N,туьйра,conte
262,Märchen::N,туьйра,conte de fées
263,Erzählung::N,дийцар,conte
264,Erzählung::N,дийцар,narration
265,Nachricht::N,хаам,message
266,Neuigkeit::N,керланиг,nouvelle
267,Name::N,цӏе,nom
268,Rätsel::N,хӏетал-метал,énigme
269,Rätsel::N,хӏетал-метал,devinette
270,Rede::N,къамел,parole
271,Rede::N,къамел,discours
272,Sprache::N,мотт,langue
273,Sprache::N,мотт,langage
274,Stimme::N,aз,voix
275,Wort::N,дош,mot
276,Zeichen::N,билгало,signe
277,Ruf::N,кхайкхар,cri
278,Ruf::N,кхайкхар,appel
279,Lärm::N,гӏовгӏа,bruit
280,Laut::N,аз,son
281,Ton::N,aз,ton
282,Lied::N,илли,chant
283,Lied::N,илли,chanson
284,Ruhe::N,тийналла,calme
285,Ruhe::N,тийналла,tranquillité
286,Leute::N,нах,gens
287,Volk::N,халкъ,peuple
288,Arbeit::N,болх,travail
289,Gast::N,хьаша,hôte
290,Gast::N,хьаша,invité
291,Geschenk::N,совгӏат,cadeau
292,Geschenk::N,совгӏат,présent
293,Spiel::N,ловзар,jeu
294,Gesellschaft::N,юкъаралла,compagnie
295,Hilfe::N,гӏо,aide
296,Hilfe::N,гӏо,secours
297,Freund::N,доттагl,ami
298,Kamerad::N,накъост,copain
299,Kamerad::N,накъост,camarade
300,Angelegenheit::N,гӏуллакх,affaire
301,Anzahl::N,терахь,nombre
302,Stück::N,юьхк,morceau
303,Teil::N,дакъа,part
304,Teil::N,дакъа,partie
305,Hälfte::N,ах,moitié
306,Kreis::N,го,cercle
307,Kreuz::N,жӏара,croix
308,Linie::N,сиз,ligne
309,Strich::N,сиз,trait
310,Abstand::N,юкъ,écart
311,Gegend::N,мeттиг,région
312,Gegend::N,мeттиг,contrée
313,Platz::N,майда,place
314,Ort::N,меттиг,lieu
315,Ort::N,меттиг,endroit
316,Seite::N,aгӏo,côté
317,Mitte::N,юкъ,milieu
318,Gegenstand::N,хӏума,objet
319,Sache::N,хӏума,chose
320,Rand::N,йист,bord
321,Kante::N,йист,arête
322,Ecke::N,са,coin
323,Ecke::N,са,tournant
324,Spitze::N,ралла,cime
325,Spitze::N,ралла,pointe
326,Ende::N,юьхьиг,bout
327,Loch::N,ӏуьрг,trou
328,Winkel::N,са,coin
329,Winkel::N,са,réduit
330,Muster::N,дагар,dessin
331,Muster::N,тӏамар,dessin
332,Größe::N,барам,grandeur
333,Länge::N,йохалла,longueur
334,Höhe::N,локхалла,hauteur
335,Höhe::N,локхалла,altitude
336,Gewicht::N,йозалла,poids
337,Menge::N,дукхалла,quantité
338,Haufen::N,сал,tas
339,Haufen::N,оьла,tas
340,Reihe::N,рагӏ,file
341,Reihe::N,рагӏ,rangée
342,Reihe::N,могӏа,file
343,Reihe::N,могӏа,rangée
344,Boot::N,кема,canot
345,Boot::N,кема,bateau
346,Ruder::N,пийсиг,rame
347,Ruder::N,пийсиг,aviron
348,Schlitten::N,салаз,traîneau
349,Ski::N,когсалаз,ski
350,Lagerfeuer::N,цӏе,feu de camp
351,Last::N,дукъ,charge
352,Last::N,дукъ,fardeau
353,Gang::N,лелар,tour
354,Gang::N,лелар,marche
355,Schritt::N,гӏулч,pas
356,Norden::N,къилбаседе,nord
357,Süden::N,къилбе,sud
358,Westen::N,малхбузе,ouest
359,Westen::N,малхбузе,occident
360,Osten::N,малхбале,est
361,Osten::N,малхбале,orient
362,Holz::N,дечиг,bois
363,Brett::N,у,planche
364,Platte::N,у,plaque
365,Stütze::N,гӏopтоp,appui
366,Stütze::N,гӏopтоp,soutien
367,Stange::N,гӏуркх,barre
368,Stange::N,гӏуркх,perche
369,Stock::N,ӏаса,canne
370,Stab::N,гӏаж,bâton
371,Rohr::N,биргӏа,tube
372,Rohr::N,биргӏа,tuyau
373,Haus::N,цӏа,maison
374,Heim::N,кхерч,maison
375,Ofen::N,кхерч,poêle
376,Fußboden::N,цӏенкъа,plancher
377,Tisch::N,шун,table
378,Stuhl::N,гӏант,chaise
379,Wiege::N,ага,berceau
380,Bett::N,маьнга,lit
381,Regal::N,терхи,étagère
382,Kiste::N,яьшка,caisse
383,Fenster::N,кор,fenêtre
384,Tür::N,неӏ,porte
385,Tor::N,ков,porte
386,Tor::N,ков,portail
387,Zaun::N,керт,clôture
388,Dach::N,тхов,toit
389,Leiter::N,лами,échelle
390,Besen::N,нуй,balai
391,Spaten::N,бел,bêche
392,Schaufel::N,аьшкал,pelle
393,Gabel::N,мӏара,fourchette
394,Löffel::N,ӏайг,cuiller
395,Messer::N,урс,couteau
396,Nagel::N,хьостам,clou
397,Netz::N,бой,filet
398,Haken::N,мӏара,croc
399,Haken::N,мӏара,crochet
400,Schloss::N,чӏега,serrure
401,Bild::N,сурт,image
402,Bild::N,сурт,tableau
403,Puppe::N,тайниг,poupée
404,Beutel::N,гали,sac
405,Beutel::N,гали,petit sac
406,Bündel::N,кочар,paquet
407,Bündel::N,кочар,faisceau
408,Tasche::N,тӏоьрмиг,sac
409,Eimer::N,чийлик,seau
410,Deckel::N,негӏар,couvercle
411,Geschirr::N,пхьегӏа,vaisselle
412,Sack::N,гали,sac
413,Tasse::N,кад,tasse
414,Topf::N,яй,pot
415,Topf::N,яй,marmite
416,Kessel::N,яй,chaudron
417,Essen::N,юург,repas
418,Essen::N,юург,manger
419,Nahrung::N,кхача,nourriture
420,Speise::N,юург,plat
421,Fleisch::N,жижиг,viande
422,Getreide::N,буьртиг,blé
423,Getreide::N,буьртиг,céréales
424,Brei::N,xудар,purée
425,Brei::N,xудар,bouillie
426,Brot::N,бепиг,pain
427,Brot::N,кхаллар,pain
428,Scheibe::N,цастар,tranche
429,Fett::N,мохь,graisse
430,Butter::N,налха,beurre
431,Öl::N,даьтта,huile
432,Salz::N,туьха,sel
433,Suppe::N,чорпа,soupe
434,Suppe::N,чорпа,potage
435,Honig::N,моз,miel
436,Milch::N,шура,lait
437,Tee::N,чай,thé
438,Leder::N,цӏока,cuir
439,Wolle::N,тӏapгӏa,laine
440,Stoff::N,кӏади,tissu
441,Stoff::N,кӏади,étoffe
442,Nadel::N,маха,aiguille
443,Faden::N,тай,fil
444,Knopf::N,нуьйда,bouton
445,Knoten::N,шад,nœud
446,Farbe::N,сир,peinture
447,Farbe::N,басар,peinture
448,Kleidung::N,бедар,vêtements
449,Kleidung::N,бедар,habillement
450,Hemd::N,коч,chemise
451,Kragen::N,кач,col
452,Ärmel::N,пхьош,manche
453,Hose::N,хеча,pantalon
454,Gürtel::N,доьхка,ceinture
455,Mütze::N,куй,bonnet
456,Mütze::N,куй,casquette
457,Schuh::N,мача,soulier
458,Schuh::N,мача,chaussure
459,Stiefel::N,этка,botte
460,Ring::N,чӏуг,bague
461,Band::N,лента,ruban
462,Kamm::N,ехк,peigne
463,Spiegel::N,куьзга,glace
464,Spiegel::N,куьзга,miroir
465,Riemen::N,доьхка,lanière
466,Riemen::N,доьхка,courroie
467,Schnur::N,муш,corde
468,Schnur::N,муш,ficelle
469,Leine::N,кочатосу доьхка,laisse
470,Decke::N,юргӏа,couverture
471,Kissen::N,гIайба,oreiller
472,Tuch::N,исхар,drap
473,Tuch::N,исхар,fichu
474,Handtuch::N,гата,serviette
475,Handtuch::N,гата,essuie-mains
476,Kraft::N,гӏора,force
477,Stärke::N,гӏап,vigueur
478,Gesundheit::N,могашалла,santé
479,Krankheit::N,цамгар,maladie
480,Schmerz::N,лазар,douleur
481,Wunde::N,чов,plaie
482,Wunde::N,чов,blessure
483,Fieber::N,xорша,fièvre
484,Arznei::N,молха,remède
485,Arznei::N,молха,médecine
486,Brücke::N,тӏай,pont
487,Brunnen::N,гӏу,puits
488,Weide::N,дак,pâturage
489,Pfad::N,тача,sentier
490,Weg::N,некъ,voie
491,Weg::N,некъ,chemin
492,Straße::N,урам,route
493,Dorf::N,юрт,village
494,Stadt::N,гӏала,cité
495,Stadt::N,гӏала,ville
496,Brief::N,кехат,lettre
497,Buch::N,жайна,livre
498,Buchstabe::N,элп,lettre
499,Buchstabe::N,элп,caractère
500,Zeitung::N,газет,journal
501,Leben::N,дахар,vie
502,Tod::N,далар,mort
503,Tod::N,ӏожалла,mort
504,Grab::N,каш,tombe
505,Kirche::N,килс,église
506,Sünde::N,къа,péché
507,Gott::N,дела,dieu
508,Arbeiter::N,белхало,ouvrier
509,Arbeiter::N,белхало,travailleur
510,Chef::N,хьаькам,chef
511,Chef::N,хьаькам,patron
512,Meister::N,говзанча,maître
513,Arzt::N,лор,médecin
514,Lehrer::N,хьехархо,professeur
515,Lehrer::N,хьехархо,instituteur
516,Geld::N,aхча,argent
517,Geschäft::N,туька,affaire
518,Geschäft::N,туька,commerce
519,Laden::N,туька,magasin
520,Laden::N,туька,boutique
521,Preis::N,мах,prix
522,Ware::N,хlума,marchandise
523,Nutzen::N,пайда,profit
524,Reichtum::N,хьал,richesse
525,Welt::N,дуьне,monde
526,Land::N,мохк,pays
527,Staat::N,пачхьалкх,État
528,König::N,паччахь,roi
529,Macht::N,ӏедал,pouvoir
530,Macht::N,ӏедал,puissance
531,Grenze::N,доза,frontière
532,Krieg::N,тӏом,guerre
533,Feind::N,мостагӏ,ennemi
534,Gewalt::N,гӏело,violence
535,Kampf::N,къийсам,lutte
536,Kampf::N,къийсам,combat
537,Pfeil::N,пха,flèche
538,Gewehr::N,топ,fusil
539,Fehler::N,гӏалат,faute
540,Fehler::N,гӏалат,erreur
541,Lüge::N,аьшпаш,mensonge
542,Schaden::N,зен,dégât
543,Schaden::N,зен,dommage
544,Unglück::N,бала,malheur
545,Schuld::N,бехк,faute
546,Schuld::N,бехк,culpabilité
547,Alter::N,хан,âge
548,Schluss::N,чакхе,fin
549,Zeit::N,хан,temps
550,Tag::N,де,jour
551,Tag::N,де,journée
552,Morgen::N,ӏуьйре,matin
553,Morgen::N,ӏуьйре,matinée
554,Mittag::N,делкъе,midi
555,Abend::N,суьйре,soir
556,Abend::N,суьйре,soirée
557,Nacht::N,буьйса,nuit
558,Woche::N,кӏира,semaine
559,Monat::N,бутт,mois
560,Jahr::N,шо,an
561,Jahr::N,шо,année
562,Frühling::N,бӏаьсте,printemps
563,Sommer::N,аьхке,été
564,Herbst::N,гуьйре,automne
565,Winter::N,ӏа,hiver
566,Januar::N,январь,janvier
567,Februar::N,февраль,février
568,März::N,март,mars
569,April::N,апрель,avril
570,Mai::N,май,mai
571,Juni::N,июнь,juin
572,Juli::N,июль,juillet
573,August::N,август,août
574,September::N,сентябрь,septembre
575,Oktober::N,октябрь,octobre
576,November::N,ноябрь,novembre
577,Dezember::N,декабрь,décembre
578,Montag::N,оршот,lundi
579,Dienstag::N,шинара,mardi
580,Mittwoch::N,кхаара,mercredi
581,Donnerstag::N,еара,jeudi
582,Freitag::N,пӏераска,vendredi
583,Samstag::N,шот,samedi
584,Sonntag::N,кӏиранде,dimanche
585,groß::A,доккха,grand
586,klein::A,кегий,petit
587,lang::A,еха,long
588,kurz::A,доца,court
589,breit::A,шуьйра,large
590,schmal::A,готта,étroit
591,dicht::A,луьста,dense
592,dick[Gegenstand]::A,стомма,épais
593,dünn::A,дуткъа,mince
594,fein::A,ховха,fin
595,fein::A,ховха,menu
596,fest::A,чӏогӏа,ferme
597,fest::A,чӏогӏа,solide
598,flach::A,чӏапа,plat
599,glatt::A,шера,poli
600,glatt::A,шера,lisse
601,hart::A,чӏогӏa,dur
602,weich::A,кӏеда,mou
603,rund::A,горга,rond
604,spitz::A,ира,aigu
605,spitz::A,ира,pointu
606,scharf::A,ира,tranchant
607,stumpf::A,аьртa,mousse
608,stumpf::A,аьртa,émoussé
609,schwer::A,деза,lourd
610,schwer::A,деза,pesant
611,schön::A,хаза,beau
612,heiß::A,довха,chaud
613,heiß::A,довха,très chaud
614,warm::A,довха,chaud
615,kalt::A,шийла,froid
616,kühl::A,шийла,frais
617,frisch::A,керла,frais
618,feucht::A,тӏуьна,humide
619,nass::A,тӏеда,mouillé
620,trocken::A,eкъа,sec
621,voll::A,дуьзна,plein
622,voll::A,дуьзна,rempli
623,leer::A,яьсса,vide
624,offen::A,диллина,ouvert
625,geschlossen::A,дӏакъевлина,clos
626,geschlossen::A,дӏакъевлина,fermé
627,geschlossen::A,дӏачӏагӏдина,clos
628,geschlossen::A,дӏачӏагӏдина,fermé
629,sauber::A,цӏена,net
630,sauber::A,цӏена,propre
631,schmutzig::A,боьха,sale
632,schmutzig::A,боьха,crasseux
633,roh::A,буьйда,cru
634,roh::A,буьйда,brut
635,reif::A,хилла,mûr
636,lecker::A,чоме,délicieux
637,lecker::A,чоме,appétissant
638,süß::A,мерза,doux
639,bitter::A,къаьхьа,amer
640,sauer::A,муьста,aigre
641,hell::A,сирла,clair
642,dunkel::A,бодане,sombre
643,schwarz::A,ӏаьржа,noir
644,weiß::A,кӏайн,blanc
645,rot::A,цӏен,rouge
646,gelb::A,можа,jaune
647,blau::A,сийна,bleu
648,grün::A,баьццара,vert
649,grau::A,cира,gris
650,grau::A,мокха,gris
651,bunt::A,къорза,multicolore
652,billig::A,дораха,bon marché
653,teuer::A,деза,cher
654,wertvoll::A,мехала,précieux
655,blind::A,бӏаьрзе,aveugle
656,taub::A,къора,sourd
657,kräftig::A,нуьцкъала,fort
658,kräftig::A,нуьцкъала,vigoureux
659,stark::A,зоьртала,fort
660,stark::A,зоьртала,puissant
661,stark::A,нуьцкъала,fort
662,stark::A,нуьцкъала,puissant
663,schwach::A,гӏорасиза,faible
664,fett::A,дерстана,gras
665,schlank::A,куц долу,svelte
666,hübsch::A,хаза,joli
667,böse::A,вон,mauvais
668,dumm::A,сонта,sot
669,dumm::A,сонта,bête
670,faul::A,мало ен,fainéant
671,faul::A,мало ен,paresseux
672,fleißig::A,тӏера,appliqué
673,geizig::A,пис,avare
674,geizig::A,сутара,avare
675,klug::A,хьекъале,intelligent
676,geschickt::A,тӏахъаьлла,habile
677,lieb::A,хьоме,cher
678,lieb::A,хьоме,gentil
679,lustig::A,самукъане,gai
680,lustig::A,самукъане,joyeux
681,sanft::A,кlеда,doux
682,hungrig::A,меца,affamé
683,krank::A,цомгуш долу,malade
684,nackt::A,дерзана,nu
685,traurig::A,самукъане воцу,triste
686,lebendig::A,дийна,vivant
687,gut::A,дика,bon
688,schlecht::A,вон,mauvais
689,richtig::A,нийса,juste
690,richtig::A,нийса,correct
691,schlimm::A,вон,grave
692,schlimm::A,вон,mauvais
693,wahr::A,бакъдолу,vrai
694,wahr::A,бакъдолу,véritable
695,alt::A,къена,vieux
696,neu::A,керла,neuf
697,neu::A,керла,nouveau
698,ehemalig::A,хилла,ancien
699,alt[Lebewesen]::A,къена,âgé
700,alt[Lebewesen]::A,къена,vieux
701,jung::A,къона,jeune
702,arm::A,къен,pauvre
703,reich::A,хьоле,riche
704,bekannt::A,девзаш долу,connu
705,berühmt::A,цӏеяхана,fameux
706,berühmt::A,цӏеяхана,célèbre
707,fremd::A,нехан,étranger
708,verschieden::A,тайп-тайпанара,différent
709,nah::A,гергара,lié
710,nah::A,гергара,proche
711,fern::A,гена,éloigné
712,fern::A,гена,lointain
713,fern::A,генара,éloigné
714,fern::A,генара,lointain
715,linker::A,аьрру,gauche
716,rechter::A,аьтту,droit
717,anderer::A,кхин,autre
718,erster::A,хьалхара,premier
719,zweiter::A,шолгIа,second
720,zweiter::A,шолгIа,deuxième
721,dritter::A,кхоалгӏа,troisième
722,letzter::A,тӏаьххьара,dernier
723,allein::ADV,цхьаъ,seul
724,auf einmal::ADV,цу сохьтта,à la fois
725,zusammen::ADV,цхьана,ensemble
726,lange::ADV,дукха,longtemps
727,plötzlich::ADV,цIеххьана,tout à coup
728,sofort::ADV,цу сохьтта,immédiatement
729,später::ADV,тӏаьхьо,plus tard
730,jetzt::ADV,хӏинца,maintenant
731,heute::ADV,тахана,aujourd'hui
732,morgen::ADV,кхана,demain
733,bald::ADV,кеста,bientôt
734,dann::ADV,тӏаккха,puis
735,dann::ADV,тӏаккха,ensuite
736,gestern::ADV,селхана,hier
737,einst::ADV,цкъа,jadis
738,einst::ADV,цкъа,autrefois
739,damals::ADV,хӏетахьь,alors
740,damals::ADV,хӏетахьь,à l'époque
741,danach::ADV,тӏаккха,après
742,danach::ADV,тӏаккха,ensuite
743,vorher::ADV,хьалхa,auparavant
744,zuerst::ADV,хьалха,d'abord
745,zuerst::ADV,хьалха,premièrement
746,einmal::ADV,цкъа,une fois
747,manchmal::ADV,цкъаццкъа,parfois
748,manchmal::ADV,цкъаццкъа,quelquefois
749,oft::ADV,кест-кеста,souvent
750,immer::ADV,даим,toujours
751,niemals::ADV,цкъа а,ne ... jamais
752,hier::ADV,кхузахь,ici
753,hierhin::ADV,кхуза,par ici
754,von hier::ADV,кхузара,d'ici
755,dort::ADV,цигахь,là
756,dort::ADV,цигахь,là-bas
757,dorthin::ADV,цига,y
758,dorthin::ADV,цига,par là
759,geradeaus::ADV,нийса дӏа,tout droit
760,vorwärts::ADV,хьалха,en avant
761,rückwärts::ADV,юха,en arrière
762,zurück::ADV,юха,de retour
763,unten::ADV,лахахь,en bas
764,unten::ADV,лахахь,au-dessous
765,hinab::ADV,охьа,en bas
766,hinab::ADV,охьа,vers le bas
767,oben::ADV,лакхахь,dessus
768,oben::ADV,лакхахь,en haut
769,hinauf::ADV,хьала,en haut
770,hinauf::ADV,хьала,vers le haut
771,überall::ADV,массанхьа,partout
772,nicht::ADV,ца,ne ... pas
773,ein wenig::ADV,кӏеззиг,un peu
774,kaum::ADV,халла,à peine
775,sehr::ADV,вуно,très
776,noch::ADV,кхин,encore
777,nur::ADV,бен ...ца,seulement
778,nur::ADV,бен ...ца,ne ... que
779,schon::ADV,хӏинцале,déjà
780,wieder::ADV,юха а,de nouveau
781,vergebens::ADV,эрна,en vain
782,vor::PRP,хьалха,devant
783,hinter::PRP,тӏехьа,derrière
784,unter::PRP,кIелахь,sous
785,unter::PRP,кIелахь,au-dessous de
786,durch::PRP,чекх,par
787,durch::PRP,чекх,à travers
788,neben::PRP,юххе,à côté de
789,zwischen::PRP,юккъехь,entre
790,wegen::PRP,дуьхьа,à cause de
791,dies::PRN,и,ceci
792,dies::PRN,иза,ceci
793,das::PRN,и,ce
794,das::PRN,и,cela
795,das::PRN,иза,ce
796,das::PRN,иза,cela
797,alles::PRN,дерриг,tout
798,ich::PRN,cо,je
799,ich::PRN,cо,moi
800,du::PRN,хьо,tu
801,du::PRN,хьо,toi
802,er::PRN,и,il
803,er::PRN,и,lui
804,er::PRN,иза,il
805,er::PRN,иза,lui
806,wir::PRN,тхо,nous
807,wir::PRN,вай,nous
808,ihr::PRN,шу,vous
809,sie::PRN,уьш,ils
810,sie::PRN,уьш,elles
811,was::FPRN,хӏун,que
812,was::FPRN,хӏун,quoi
813,wer::FPRN,мила,qui
814,wo::FADV,мичaхь,où
815,wohin::FADV,мича,où
