,Concept_ID,nl,ko
87,Frost::N,vorst,혹한
88,Kälte::N,kou,추위
89,Kälte::N,kou,차가움
90,Kälte::N,koude,추위
91,Kälte::N,koude,차가움
92,Hitze::N,hitte,고온
93,Hitze::N,hitte,더위
94,Raureif::N,rijp,
95,Regenbogen::N,regenboog,무지개
96,Donner::N,donder,뇌명
97,Strömung::N,stroming,유동
98,Tropfen::N,druppel,물방울
99,Schaum::N,schuim,포말
100,Schmutz::N,vuil,때
101,See::N,meer,호수
102,Sumpf::N,moeras,습지
103,Moor::N,veen,저습지
104,Wiese::N,wei,목초지
105,Wiese::N,weide,목초지
106,Wald::N,bos,숲
107,Hügel::N,heuvel,언덕
108,Anhöhe::N,hoogte,언덕
109,Berg::N,berg,산
110,Gipfel::N,top,졀졍
111,Höhle::N,hol,공동
112,Abhang::N,helling,몰매
113,Quelle::N,bron,근원
114,Bach::N,beek,내
115,Fluss::N,stroom,강
116,Ufer::N,wal,강변
117,Ufer::N,wal,바닷가
118,Ufer::N,oever,강변
119,Ufer::N,oever,바닷가
120,Küste::N,kust,해변
121,Küste::N,kust,해변가
122,Festland::N,vasteland,본토
123,Meer::N,zee,바다
124,Bucht::N,baai,협만
125,Bucht::N,inham,협만
126,Insel::N,eiland,섬
127,Blume::N,bloem,꽃
128,Gras::N,gras,풀
129,Wurzel::N,wortel,뿌리
130,Baum::N,boom,나무
131,Stamm::N,stam,대
132,Rinde::N,schors,나무껍질
133,Ast::N,tak,가지
134,Zweig::N,twijg,가지
135,Blatt::N,blad,잎
136,Birke::N,berk,자작나무
137,Kiefer[Baum]::N,den,소나무
138,Weide[Baum]::N,wilg,쉬양버들
139,Tanne::N,spar,전나무
140,Horn::N,hoorn,뿔
141,Feder::N,veer,깃털
142,Feder::N,pluim,깃털
143,Fell::N,vel,피혁모피
144,Flügel::N,vleugel,날개
145,Klaue::N,klauw,갈고리 발톺
146,Kralle::N,klauw,발툭
147,Schwanz::N,staart,꼬리
148,Ei::N,ei,알
149,Nest::N,nest,보금자리
150,Bau::N,hol,굴
151,Tier::N,dier,짐승
152,Herde::N,kudde,가축의떼
153,Kuh::N,koe,암소
154,Bulle::N,stier,황소
155,Pferd::N,paard,말
156,Schaf::N,schaap,양
157,Schwein::N,varken,돼지
158,Hund::N,hond,개
159,Katze::N,kat,고양이
160,Bär::N,beer,콤
161,Eichhörnchen::N,eekhoorntje,다람쥐
162,Elch::N,eland,고라니
163,Fuchs::N,vos,여우
164,Hase::N,haas,토끼
165,Maus::N,muis,쥐
166,Wolf::N,wolf,늑대
167,Vogel::N,vogel,새
168,Schwarm::N,zwerm,뗴
169,Huhn::N,kip,암탉
170,Huhn::N,hoen,암탉
171,Hahn::N,haan,수탉
172,Gans::N,gans,거위
173,Adler::N,arend,수리
174,Ente::N,eend,오리
175,Eule::N,uil,부엉이
176,Kranich::N,kraanvogel,두루미
177,Krähe::N,kraai,까마귀
178,Kuckuck::N,koekoek,뻐꾸기
179,Schwan::N,zwaan,배조
180,Fisch::N,vis,물고기
181,Barsch::N,baars,농어
182,Hecht::N,snoek,에속스
183,Schlange[Tier]::N,slang,뱀
184,Wurm::N,worm,벌레
185,Spinne::N,spin,거미
186,Ameise::N,mier,개미
187,Laus::N,luis,이
188,Mücke::N,mug,모기
189,Fliege::N,vlieg,날기
190,Schmetterling::N,vlinder,나비
191,Beere::N,bes,장과
192,Apfel::N,appel,사과
193,Pilz::N,paddestoel,고방이
194,Zwiebel::N,ui,양파
195,Saat::N,zaad,씨
196,Korn::N,graan,알맹이
197,Korn::N,korrel,알맹이
198,Heu::N,hooi,건초
199,Schale::N,schil,피상
200,Grube::N,kuil,
201,Falle::N,val,함정
202,Schlinge::N,strop,올가미
203,Schlinge::N,strop,멜빵붕대
204,Spur::N,spoor,발지국
205,Asche::N,as,재
206,Dreck::N,drek,똥
207,Dreck::N,drek,오물
208,Eisen::N,ijzer,쇠
209,Eisen::N,ijzer,철
210,Gold::N,goud,항금
211,Silber::N,zilver,은
212,Kohle::N,kool,슻
213,Glas::N,glas,유리
214,Lehm::N,klei,찰흙
215,Sand::N,zand,모래
216,Mensch::N,mens,사람
217,Mann::N,man,남자
218,Frau::N,vrouw,여자
219,Kind::N,kind,아이
220,Junge::N,jongen,소녁
221,Mädchen::N,meisje,소녀
222,Familie::N,gezin,가족
223,Familie::N,familie,가족
224,Großvater::N,grootvader,할아버지
225,Großmutter::N,grootmoeder,할머니
226,Eltern::N,ouders,어버오
227,Vater::N,vader,아버지
228,Mutter::N,moeder,어머니
229,Sohn::N,zoon,아들
230,Tochter::N,dochter,딸기
231,Bruder::N,broer,형제
232,Bruder::N,broeder,형제
233,Schwester::N,zus,누이
234,Schwester::N,zuster,누이
235,Onkel::N,oom,백부
236,Tante::N,tante,아주머니
237,Ehemann::N,echtgenoot,남편
238,Ehefrau::N,echtgenote,아내
239,Freude::N,vreugde,기쁨
240,Gelächter::N,gelach,웃음
241,Glück::N,geluk,즐거움
242,Kummer::N,verdriet,슬픔
243,Wunsch::N,wens,소망
244,Wunsch::N,verlangen,소망
245,Lust::N,zin,
246,Lust::N,lust,
247,Geist::N,geest,할기
248,Gedanke::N,gedachte,상념
249,Gedächtnis::N,geheugen,기억
250,Verstand::N,verstand,분별
251,Verstand::N,verstand,지능
252,Sinn::N,betekenis,센스
253,Grund::N,reden,까닭
254,Wahrheit::N,waarheid,참
255,Wahrheit::N,waarheid,진실
256,Gespräch::N,gesprek,대화
257,Märchen::N,sprookje,동화
258,Erzählung::N,verhaal,이야기
259,Nachricht::N,tijding,
260,Neuigkeit::N,nieuws,뉴스
261,Neuigkeit::N,nieuwtje,뉴스
262,Name::N,naam,이름
263,Rätsel::N,raadsel,수수께끼
264,Rede::N,rede,연설
265,Sprache::N,taal,말
266,Stimme::N,stem,목소리
267,Wort::N,woord,낱말
268,Zeichen::N,teken,신호
269,Ruf::N,roep,부름
270,Lärm::N,lawaai,소동
271,Laut::N,klank,음성
272,Laut::N,geluid,음성
273,Ton::N,toon,목소리
274,Ton::N,klank,목소리
275,Lied::N,lied,노래
276,Ruhe::N,rust,쉼
277,Ruhe::N,stilte,쉼
278,Leute::N,lui,사람들
279,Leute::N,mensen,사람들
280,Volk::N,volk,국중
281,Arbeit::N,werk,근로
282,Arbeit::N,werk,너무
283,Arbeit::N,arbeid,근로
284,Arbeit::N,arbeid,너무
285,Gast::N,gast,손님
286,Geschenk::N,cadeau,행하
287,Geschenk::N,geschenk,행하
288,Spiel::N,spel,무리
289,Gesellschaft::N,gezelschap,교제
290,Hilfe::N,hulp,거들음
291,Hilfe::N,hulp,보좌
292,Freund::N,vriend,친구
293,Kamerad::N,maat,동실자
294,Kamerad::N,metgezel,동실자
295,Angelegenheit::N,zaak,용무
296,Angelegenheit::N,aangelegenheid,용무
297,Anzahl::N,tal,어떤
298,Anzahl::N,tal,수
299,Anzahl::N,aantal,어떤
300,Anzahl::N,aantal,수
301,Art::N,slag,정류
302,Art::N,soort,정류
303,Stück::N,stuk,일부분
304,Teil::N,deel,몱
305,Teil::N,deel,구훠
306,Hälfte::N,helft,2분의
307,Kreis::N,kring,고리
308,Kreis::N,cirkel,고리
309,Kreuz::N,kruis,열십자
310,Linie::N,lijn,선
311,Strich::N,haal,스침
312,Strich::N,streep,스침
313,Abstand::N,afstand,거리
314,Entfernung::N,afstand,거리
315,Gegend::N,streek,곳
316,Gegend::N,streek,부금
317,Platz::N,ruimte,장소
318,Ort::N,oord,장소
319,Ort::N,plaats,장소
320,Seite::N,zij,옆면
321,Seite::N,kant,옆면
322,Seite::N,zijde,옆면
323,Mitte::N,midden,궁간
324,Gegenstand::N,voorwerp,항목
325,Sache::N,zaak,뭉에
326,Rand::N,rand,가
327,Rand::N,boord,가
328,Kante::N,kant,귀퉁
329,Ecke::N,hoek,구석
330,Spitze::N,punt,끝
331,Spitze::N,punt,참단
332,Spitze::N,spits,끝
333,Spitze::N,spits,참단
334,Ende::N,einde,말당
335,Ende::N,uiteinde,말당
336,Loch::N,gat,빙옷
337,Winkel::N,hoek,각도
338,Muster::N,dessin,본
339,Muster::N,dessin,견복
340,Muster::N,patroon,본
341,Muster::N,patroon,견복
342,Größe::N,grootte,신장
343,Länge::N,lengte,길이긺
344,Höhe::N,hoogte,높이
345,Gewicht::N,gewicht,추
346,Menge::N,hoeveelheid,수양
347,Haufen::N,hoop,퇴적
348,Reihe::N,rij,열
349,Reihe::N,reeks,열
350,Boot::N,boot,보트
351,Ruder::N,roeiriem,노
352,Schlitten::N,slee,썰매
353,Schlitten::N,slede,썰매
354,Ski::N,ski,스키
355,Lagerfeuer::N,kampvuur,캠프의 모닥불
356,Last::N,last,무거운짐
357,Last::N,vracht,무거운짐
358,Gang::N,wandeling,걸음
359,Schritt::N,stap,보조
360,Schritt::N,schrede,보조
361,Norden::N,noorden,북쪽 
362,Süden::N,zuiden,남쪽
363,Westen::N,westen,서쪽
364,Osten::N,oosten,동쪽
365,Holz::N,hout,목재
366,Brett::N,plank,마루널
367,Platte::N,plaat,탤
368,Platte::N,plaat,금속판
369,Stütze::N,stut,버팀목
370,Stütze::N,steun,버팀목
371,Stange::N,stang,장대
372,Stock::N,stok,막대기
373,Stab::N,staf,작대기
374,Rohr::N,pijp,갈대
375,Haus::N,huis,집
376,Heim::N,tehuis,집
377,Ofen::N,kachel,아궁이
378,Fußboden::N,vloer,마루
379,Tisch::N,tafel,탁자
380,Stuhl::N,stoel,의자
381,Wiege::N,wieg,발상지
382,Bett::N,bed,침대
383,Regal::N,rek,서가
384,Kiste::N,kist,짐궤
385,Fenster::N,raam,눔
386,Fenster::N,venster,눔
387,Tür::N,deur,문
388,Tor::N,poort,대문
389,Zaun::N,omheining,담장
390,Dach::N,dak,지붕
391,Leiter::N,ladder,사닥다리
392,Besen::N,bezem,비
393,Spaten::N,schop,가래
394,Schaufel::N,schep,삽
395,Gabel::N,vork,갈래
396,Löffel::N,lepel,숟가락
397,Messer::N,mes,나이프
398,Nagel::N,spijker,발툽
399,Netz::N,net,그물
400,Haken::N,haak,갈고리
401,Griff::N,handvat,움켜쥠
402,Schloss::N,slot,자물쇠
403,Bild::N,beeld,그림
404,Figur::N,figuur,몸메
405,Puppe::N,pop,인형
406,Beutel::N,zak,클
407,Beutel::N,buidel,클
408,Bündel::N,pak,자근다발
409,Bündel::N,bundel,자근다발
410,Tasche::N,tas,가방
411,Eimer::N,emmer,동이
412,Deckel::N,deksel,뚜껑
413,Geschirr::N,vaatwerk,식시
414,Sack::N,zak,조갑
415,Tasse::N,kop,차잔
416,Topf::N,pan,단지
417,Kessel::N,ketel,주전자
418,Essen::N,eten,먹기
419,Nahrung::N,voedsel,식료
420,Speise::N,spijs,음식물
421,Fleisch::N,vlees,고기
422,Getreide::N,graan,곡물
423,Brei::N,pap,젤리
424,Brei::N,brij,젤리
425,Brot::N,brood,빵
426,Scheibe::N,plak,원반
427,Scheibe::N,snede,원반
428,Fett::N,vet,기름
429,Butter::N,boter,버터
430,Öl::N,olie,올리브유
431,Salz::N,zout,소금
432,Suppe::N,soep,국
433,Suppe::N,soep,수프
434,Honig::N,honing,감미
435,Milch::N,melk,유즙
436,Tee::N,thee,차
437,Leder::N,leer,가죽
438,Leder::N,leder,가죽
439,Wolle::N,wol,양털
440,Stoff::N,stof,패료
441,Nadel::N,naald,바늘
442,Faden::N,draad,콘실
443,Knopf::N,knoop,단추
444,Knoten::N,knoop,곁절
445,Farbe::N,verf,색
446,Kleidung::N,kledij,옷입기
447,Kleidung::N,kleding,옷입기
448,Hemd::N,hemd,속옷
449,Kragen::N,kraag,깃
450,Ärmel::N,mouw,소매
451,Hose::N,broek,바지
452,Hose::N,pantalon,바지
453,Gürtel::N,riem,밴드
454,Gürtel::N,gordel,밴드
455,Mütze::N,muts,모자
456,Schuh::N,schoen,구두
457,Stiefel::N,laars,장화
458,Ring::N,ring,고리
459,Band::N,lint,리본
460,Kamm::N,kam,빗
461,Spiegel::N,spiegel,거울
462,Riemen::N,riem,가죽끈
463,Schnur::N,koord,밧줄
464,Leine::N,lijn,고삐줄
465,Decke::N,deken,이부자리
466,Kissen::N,kussen,깔개
467,Tuch::N,doek,천
468,Handtuch::N,handdoek,수건
469,Kraft::N,kracht,세력
470,Stärke::N,sterkte,힘
471,Gesundheit::N,gezondheid,위생
472,Krankheit::N,ziekte,병
473,Schmerz::N,pijn,아픔고통
474,Wunde::N,wond,상처
475,Fieber::N,koorts,열별
476,Arznei::N,medicament,약
477,Arznei::N,geneesmiddel,약
478,Brücke::N,brug,교량
479,Brunnen::N,put,원천
480,Brunnen::N,bron,원천
481,Weide::N,wei,목장
482,Weide::N,weide,목장
483,Pfad::N,pad,좁은길
484,Weg::N,weg,길
485,Straße::N,baan,길
486,Straße::N,straat,길
487,Dorf::N,dorp,촌
488,Dorf::N,dorp,촌락
489,Stadt::N,stad,도시
490,Brief::N,brief,서한
491,Buch::N,boek,책
492,Buchstabe::N,letter,문자
493,Zeitung::N,krant,신문
494,Zeitung::N,dagblad,신문
495,Leben::N,leven,삶
496,Tod::N,dood,죽음
497,Grab::N,graf,무덤
498,Kirche::N,kerk,교회
499,Sünde::N,zonde,부정
500,Gott::N,god,하느님
501,Arbeiter::N,arbeider,일하는사람
502,Chef::N,chef,사장
503,Meister::N,meester,명인
504,Meister::N,meester,대가
505,Arzt::N,arts,의사
506,Arzt::N,dokter,의사
507,Lehrer::N,leraar,교사
508,Lehrer::N,onderwijzer,교사
509,Geld::N,geld,돈
510,Geschäft::N,zaak,일
511,Laden::N,winkel,가게
512,Preis::N,prijs,가격
513,Ware::N,waar,상품
514,Nutzen::N,nut,이익
515,Nutzen::N,voordeel,이익
516,Reichtum::N,rijkdom,많음
517,Welt::N,wereld,세상
518,Land::N,land,지방
519,Staat::N,staat,국가
520,König::N,koning,국왕
521,Macht::N,macht,힘
522,Grenze::N,grens,국경
523,Krieg::N,oorlog,전쟁
524,Feind::N,vijand,적
525,Gewalt::N,geweld,권력
526,Kampf::N,strijd,전투
527,Kampf::N,gevecht,전투
528,Bogen[Waffe]::N,boog,활
529,Pfeil::N,pijl,화살
530,Gewehr::N,geweer,무기
531,Fehler::N,fout,오류
532,Lüge::N,leugen,거짓말
533,Schaden::N,schade,손상
534,Unglück::N,tegenspoed,불행
535,Schuld::N,schuld,부채
536,Alter::N,leeftijd,연령
537,Schluss::N,slot,마감
538,Zeit::N,tijd,때
539,Zeit::N,tijd,시간
540,Tag::N,dag,하루
541,Morgen::N,morgen,이침
542,Morgen::N,ochtend,이침
543,Mittag::N,middag,대낮
544,Abend::N,avond,저녁
545,Nacht::N,nacht,밤
546,Woche::N,week,근무일
547,Monat::N,maand,달
548,Jahr::N,jaar,해
549,Frühling::N,lente,봄
550,Frühling::N,voorjaar,봄
551,Sommer::N,zomer,여름
552,Herbst::N,herfst,가을
553,Winter::N,winter,겨울
554,Januar::N,januari,일월
555,Februar::N,februari,이월
556,März::N,maart,삼월
557,April::N,april,사월
558,Mai::N,mei,오월
559,Juni::N,juni,유월
560,Juli::N,juli,칠월
561,August::N,augustus,팔월
562,September::N,september,구월
563,Oktober::N,oktober,시월
564,November::N,november,십일월
565,Dezember::N,december,십이월
566,Montag::N,maandag,월요일
567,Dienstag::N,dinsdag,화요일
568,Mittwoch::N,woensdag,수요일
569,Donnerstag::N,donderdag,모교일
570,Freitag::N,vrijdag,그묘일
571,Samstag::N,zaterdag,토요일
572,Sonntag::N,zondag,일요일
573,groß::A,groot,큰
574,klein::A,klein,자근
575,lang::A,lang,긴
576,kurz::A,kort,짧은
577,breit::A,breed,넓은
578,schmal::A,smal,좁은
579,dicht::A,dicht,농밀한
580,dick[Gegenstand]::A,dik,두꺼운
581,dünn::A,dun,얇은
582,fein::A,fijn,미세한
583,fest::A,vast,굳은
584,flach::A,plat,얕은
585,glatt::A,glad,반들반들한
586,hart::A,hard,굳은
587,weich::A,week,연한
588,rund::A,rond,둥근
589,spitz::A,spits,뾰족한
590,spitz::A,puntig,뾰족한
591,scharf::A,scherp,날카로운
592,stumpf::A,stomp,무딘
593,schwer::A,zwaar,무거운
594,schön::A,mooi,멋진
595,schön::A,fraai,멋진
596,heiß::A,heet,뜨거운
597,warm::A,warm,따뜻한
598,kalt::A,koud,찬
599,kühl::A,koel,서늘한
600,frisch::A,fris,신선한
601,feucht::A,vochtig,축축한
602,nass::A,nat,젖은
603,trocken::A,droog,마른
604,voll::A,vol,완전한
605,leer::A,leeg,빈
606,offen::A,open,열린
607,geschlossen::A,gesloten,닫힌
608,sauber::A,net,깨끗한
609,sauber::A,schoon,깨끗한
610,schmutzig::A,vuil,더러운
611,roh::A,rauw,날게잇의
612,reif::A,rijp,이근
613,lecker::A,lekker,맛있는
614,süß::A,zoet,단
615,bitter::A,bitter,찌르는듯한
616,sauer::A,zuur,산성의
617,hell::A,licht,밝은
618,hell::A,helder,밝은
619,dunkel::A,donker,어두운
620,schwarz::A,zwart,검은
621,weiß::A,wit,하얀
622,rot::A,rood,붉은
623,gelb::A,geel,황색
624,blau::A,blauw,푸른
625,grün::A,groen,녹색의
626,grau::A,grijs,회색의
627,bunt::A,bont,알록달록한
628,billig::A,goedkoop,싼
629,teuer::A,duur,값비산
630,wertvoll::A,kostbaar,가치가많은
631,wertvoll::A,waardevol,가치가많은
632,blind::A,blind,눈먼
633,taub::A,doof,무감간한
634,kräftig::A,krachtig,강장한
635,stark::A,sterk,강한
636,schwach::A,zwak,약한
637,fett::A,vet,실찐
638,schlank::A,slank,호리호리한
639,hübsch::A,leuk,예쁜
640,böse::A,kwaad,나쁜
641,dumm::A,dom,어리석은
642,faul::A,lui,너덜너덜한
643,fleißig::A,vlijtig,근면한
644,geizig::A,gierig,인색한
645,klug::A,slim,
646,klug::A,schrander,
647,klug::A,verstandig,
648,geschickt::A,handig,교묘한
649,geschickt::A,vaardig,교묘한
650,lieb::A,lief,친애하는
651,lustig::A,vrolijk,유쾌한
652,sanft::A,zacht,온화한
653,hungrig::A,hongerig,배고픈
654,krank::A,ziek,병든
655,nackt::A,naakt,벌거벗은
656,traurig::A,treurig,슬픈
657,traurig::A,bedroefd,슬픈
658,lebendig::A,levend,살아있는
659,gut::A,goed,좋은
660,schlecht::A,slecht,나쁜
661,richtig::A,juist,바른
662,schlimm::A,erg,못된
663,schlimm::A,kwaad,못된
664,wahr::A,waar,참된
665,alt::A,oud,늙은
666,neu::A,nieuw,새
667,ehemalig::A,voormalig,전의
668,alt[Lebewesen]::A,oud,낡은
669,jung::A,jong,젊은
670,arm::A,arm,가난한
671,reich::A,rijk,풍부한
672,bekannt::A,bekend,저명한
673,berühmt::A,beroemd,유명한
674,fremd::A,vreemd,타처이
675,verschieden::A,verscheiden,따른
676,verschieden::A,verschillend,따른
677,nah::A,nabij,가까운
678,nah::A,nabijgelegen,가까운
679,fern::A,ver,먼
680,linker::A,linker,왼쭉의
681,rechter::A,rechter,오른쪽의
682,anderer::A,andere,다른
683,erster::A,eerste,첫째
684,zweiter::A,tweede,둘째
685,dritter::A,derde,셋째
686,letzter::A,laatste,의후자의
687,allein::ADV,alleen,훌로
688,auf einmal::ADV,ineens,갑자기
689,auf einmal::ADV,tegelijk,갑자기
690,zusammen::ADV,samen,모아서
691,zusammen::ADV,bijeen,모아서
692,lange::ADV,lang,오래
693,plötzlich::ADV,eensklaps,둘연한
694,plötzlich::ADV,plotsklaps,둘연한
695,sofort::ADV,terstond,즉시
696,sofort::ADV,aanstonds,즉시
697,sofort::ADV,onmiddelijk,즉시
698,später::ADV,later,보다늦은
699,jetzt::ADV,nu,목하
700,jetzt::ADV,nou,목하
701,jetzt::ADV,thans,목하
702,heute::ADV,heden,오늘
703,heute::ADV,vandaag,오늘
704,morgen::ADV,morgen,내일
705,bald::ADV,gauw,곱
706,bald::ADV,weldra,곱
707,dann::ADV,dan,그경우에
708,dann::ADV,toen,그경우에
709,gestern::ADV,gisteren,어제
710,einst::ADV,eens,옛날에
711,damals::ADV,toen,그때에
712,damals::ADV,destijds,그때에
713,danach::ADV,daarna,그 뒤에
714,vorher::ADV,vooraf,미리
715,vorher::ADV,van tevoren,미리
716,zuerst::ADV,eerst,최초로
717,zuerst::ADV,het eerst,최초로
718,einmal::ADV,eens,한번
719,einmal::ADV,eenmaal,한번
720,manchmal::ADV,soms,땓대로
721,oft::ADV,vaak,땓대로
722,oft::ADV,dikwijls,땓대로
723,immer::ADV,altijd,늘
724,niemals::ADV,nooit,결코...(하지)않다
725,hier::ADV,hier,여기
726,hierhin::ADV,hierheen,여기로
727,von hier::ADV,van hier,
728,von hier::ADV,hiervandaan,
729,dort::ADV,daar,거기
730,dort::ADV,ginds,거기
731,dorthin::ADV,daarheen,저기예
732,geradeaus::ADV,rechtuit,곧장
733,geradeaus::ADV,rechtdoor,곧장
734,vorwärts::ADV,vooruit,앞으로
735,vorwärts::ADV,voorwaarts,앞으로
736,rückwärts::ADV,achteruit,뒤로
737,rückwärts::ADV,achterwaarts,뒤로
738,zurück::ADV,terug,제자리로
739,unten::ADV,beneden,아래에
740,unten::ADV,onderaan,아래에
741,hinab::ADV,omlaag,아래쪽으로
742,hinab::ADV,naar beneden,아래쪽으로
743,oben::ADV,boven,위에
744,hinauf::ADV,omhoog,위쪽으로
745,hinauf::ADV,naar boven,위쪽으로
746,überall::ADV,alom,도처에
747,überall::ADV,overal,도처에
748,nicht::ADV,niet,안
749,ein wenig::ADV,wat,적음
750,kaum::ADV,amper,가의
751,kaum::ADV,nauwelijks,가의
752,sehr::ADV,erg,자주
753,sehr::ADV,zeer,자주
754,so::ADV,zo,그와같이
755,noch::ADV,nog,아직
756,nur::ADV,maar,다만
757,nur::ADV,alleen,다만
758,schon::ADV,al,이미
759,schon::ADV,reeds,이미
760,wieder::ADV,weer,다시
761,wieder::ADV,terug,다시
762,vergebens::ADV,vergeefs,헛되이
763,vergebens::ADV,tevergeefs,헛되이
764,vor::PRP,voor,앞에
765,hinter::PRP,achter,뒤에
766,unter::PRP,onder,잍에
767,unter::PRP,beneden,잍에
768,durch::PRP,door,통고하여
769,neben::PRP,naast,와나란히
770,zwischen::PRP,tussen,의사이로
771,wegen::PRP,wegens,때문에
772,wegen::PRP,vanwege,때문에
773,dies::PRN,dit,이
774,das::PRN,dat,저
775,alles::PRN,alles,모든것
776,ich::PRN,ik,나
777,du::PRN,je,너
778,du::PRN,jij,너
779,er::PRN,hij,그
780,wir::PRN,we,우리
781,wir::PRN,wij,우리
782,ihr::PRN,jullie,너희들
783,sie::PRN,ze,그들
784,sie::PRN,zij,그들
785,was::FPRN,wat,뭣
786,wer::FPRN,wie,누구
787,wo::FADV,waar,어디
788,wohin::FADV,waarheen,어디로
789,wie::FADV,hoe,어떻게
790,warum::FADV,waarom,왜
791,wieviel::FNUM,hoeveel,얼마만큰
792,eins::NUM,één,하나
793,zwei::NUM,twee,둘
794,drei::NUM,drie,셋
795,vier::NUM,vier,넷
796,fünf::NUM,vijf,다섯
797,sechs::NUM,zes,여섯
798,sieben::NUM,zeven,일곱
799,acht::NUM,acht,여덟
800,neun::NUM,negen,아홉
801,zehn::NUM,tien,열
802,elf::NUM,elf,열하나
803,zwölf::NUM,twaalf,열둘
804,zwanzig::NUM,twintig,스물
805,dreißig::NUM,dertig,서름
806,vierzig::NUM,veertig,마흔
807,fünfzig::NUM,vijftig,숸
808,sechzig::NUM,zestig,에순
809,siebzig::NUM,zeventig,일흔
810,achtzig::NUM,tachtig,여든
811,neunzig::NUM,negentig,아흔
812,hundert::NUM,honderd,백
813,tausend::NUM,duizend,천
814,und::CNJ,en,와
815,oder::CNJ,of,아니면
816,stehen::V,staan,서다
817,sitzen::V,zitten,앉다
818,liegen::V,liggen,눕다
819,hängen::V,hangen,달다
820,werden::V,worden,되다
821,passieren::V,gebeuren,지장옶다
822,beginnen::V,beginnen,시작되다
823,enden::V,eindigen,큳내다
824,wechseln::V,wijzigen,병경하다
825,wechseln::V,veranderen,병경하다
826,aufgehen[Sonne]::V,opgaan,뜨다
827,untergehen[Sonne]::V,ondergaan,지다
828,scheinen[Sonne]::V,schijnen,빛나다
829,donnern::V,donderen,천둥치다
830,wehen::V,waaien,풀다
831,strömen::V,stromen,흐르다
832,fließen::V,vloeien,흐르다
833,sich drehen::V,draaien,돌다
834,sich drehen::V,zich draaien,돌다
835,schwanken::V,wankelen,동요하다
836,schwingen::V,zwieren,흔들다
837,fallen::V,vallen,떨어지다
838,brennen::V,branden,타다
839,rauchen::V,roken,김이나다
840,regnen::V,regenen,비가오다
841,gefrieren::V,bevriezen,얼다
842,tauen::V,dooien,녹다
843,schmelzen::V,smelten,녹다
844,trocknen::V,drogen,홈치다
845,sieden::V,koken,끓다
846,sieden::V,zieden,끓다
847,faulen::V,rotten,부패하다
848,verfaulen::V,verrotten,썩다
849,reißen::V,scheuren,지바찢다
850,versinken::V,verzinken,가라앉다
851,vergehen::V,vergaan,지나가다
852,erscheinen::V,opdagen,나타나다
853,erscheinen::V,verschijnen,나타나다
