,Concept_ID,ru,cs
149,Ei::N,яйцо,vejce
150,Nest::N,гнездо,hnízdo
151,Bau::N,нора,nora
152,Tier::N,животное,zvíře
153,Herde::N,стадо,stádo
154,Kuh::N,корова,kráva
155,Bulle::N,бык,býk
156,Pferd::N,лошадь,kůň
157,Schaf::N,овца,ovce
158,Schwein::N,свинья,vepř
159,Schwein::N,свинья,prase
160,Hund::N,собака,pes
161,Katze::N,кошка,kočka
162,Bär::N,медведь,medvěd
163,Eichhörnchen::N,белка,veverka
164,Elch::N,лось,los
165,Fuchs::N,лиса,liška
166,Hase::N,заяц,zajíc
167,Maus::N,мышь,myš
168,Wolf::N,волк,vlk
169,Vogel::N,птица,pták
170,Schwarm::N,стая,roj
171,Schwarm::N,стая,hejno
172,Huhn::N,курица,kuře
173,Huhn::N,курица,slepice
174,Hahn::N,петух,kohout
175,Gans::N,гусь,husa
176,Adler::N,орел,orel
177,Ente::N,утка,kachna
178,Eule::N,сова,sova
179,Kranich::N,журавль,jeřáb
180,Krähe::N,ворона,vrána
181,Kuckuck::N,кукушка,kukačka
182,Schwan::N,лебедь,labuť
183,Fisch::N,рыба,ryba
184,Barsch::N,окунь,okoun
185,Hecht::N,щука,štika
186,Schlange[Tier]::N,змея,had
187,Wurm::N,червяк,červ
188,Spinne::N,паук,pavouk
189,Ameise::N,муравей,mravenec
190,Laus::N,вошь,veš
191,Mücke::N,комар,komár
192,Fliege::N,муха,moucha
193,Schmetterling::N,бабочка,motýl
194,Beere::N,ягода,bobule
195,Apfel::N,яблоко,jablko
196,Pilz::N,гриб,houba
197,Zwiebel::N,луковица,cibule
198,Saat::N,семя,osivo
199,Korn::N,зерно,zrno
200,Heu::N,сено,seno
201,Schale::N,шелуха,slupka
202,Schale::N,шелуха,skořápka
203,Grube::N,яма,jáma
204,Falle::N,ловушка,past
205,Falle::N,ловушка,léčka
206,Schlinge::N,силок,smyčka
207,Spur::N,след,stopa
208,Asche::N,зола,popel
209,Asche::N,пепел,popel
210,Dreck::N,грязь,špína
211,Eisen::N,железо,železo
212,Gold::N,золото,zlato
213,Silber::N,серебро,stříbro
214,Kohle::N,уголь,uhlí
215,Glas::N,стекло,sklo
216,Lehm::N,глина,jíl
217,Lehm::N,глина,hlína
218,Sand::N,песок,písek
219,Mensch::N,человек,člověk
220,Mann::N,мужчина,muž
221,Frau::N,женщина,žena
222,Kind::N,ребенок,dítě
223,Junge::N,мальчик,hoch
224,Junge::N,мальчик,chlapec
225,Mädchen::N,девочка,děvče
226,Familie::N,семья,rodina
227,Großvater::N,дедушка,děd
228,Großvater::N,дедушка,dědeček
229,Großmutter::N,бабушка,babička
230,Eltern::N,родители,rodiče
231,Vater::N,отец,otec
232,Mutter::N,мать,matka
233,Sohn::N,сын,syn
234,Tochter::N,дочь,dcera
235,Bruder::N,брат,bratr
236,Schwester::N,сестра,sestra
237,Onkel::N,дядя,strýc
238,Tante::N,тетя,teta
239,Ehemann::N,муж,choť
240,Ehemann::N,муж,manžel
241,Ehefrau::N,жена,choť
242,Ehefrau::N,жена,manželka
243,Freude::N,радость,radost
244,Gelächter::N,смех,smích
245,Glück::N,счастье,štěstí
246,Kummer::N,горе,žal
247,Kummer::N,горе,trápení
248,Wunsch::N,желание,přání
249,Lust::N,влечение,chuť
250,Geist::N,дух,duch
251,Gedanke::N,мысль,myšlenka
252,Gedächtnis::N,память,paměť
253,Verstand::N,ум,rozum
254,Sinn::N,смысл,smysl
255,Grund::N,повод,důvod
256,Wahrheit::N,правда,pravda
257,Gespräch::N,беседа,rozhovor
258,Märchen::N,сказка,pohádka
259,Erzählung::N,рассказ,povídka
260,Nachricht::N,сообщение,zpráva
261,Neuigkeit::N,новость,novina
262,Neuigkeit::N,новость,novinka
263,Name::N,имя,jméno
264,Rätsel::N,загадка,hádanka
265,Rede::N,речь,řeč
266,Rede::N,речь,proslov
267,Sprache::N,язык,řeč
268,Sprache::N,язык,jazyk
269,Stimme::N,голос,hlas
270,Wort::N,слово,slovo
271,Zeichen::N,знак,znamení
272,Ruf::N,зов,zavolání
273,Lärm::N,шум,hluk
274,Laut::N,звук,zvuk
275,Ton::N,звучание,tón
276,Lied::N,песня,píseň
277,Ruhe::N,покой,klid
278,Ruhe::N,покой,pokoj
279,Leute::N,люди,lidé
280,Volk::N,народ,národ
281,Arbeit::N,работа,práce
282,Gast::N,гость,host
283,Geschenk::N,подарок,dar
284,Spiel::N,игра,hra
285,Gesellschaft::N,общество,společnost
286,Hilfe::N,помощь,pomoc
287,Freund::N,друг,přítel
288,Kamerad::N,приятель,kamarád
289,Angelegenheit::N,дело,záležitost
290,Anzahl::N,количество,počet
291,Art::N,вид,druh
292,Stück::N,кусок,kus
293,Stück::N,кусок,kousek
294,Teil::N,часть,díl
295,Teil::N,часть,část
296,Hälfte::N,половина,půl
297,Kreis::N,круг,kruh
298,Kreuz::N,крест,kříž
299,Linie::N,линия,linka
300,Strich::N,черта,čára
301,Strich::N,черта,čárka
302,Abstand::N,промежуток,vzdálenost
303,Entfernung::N,расстояние,vzdálenost
304,Gegend::N,местность,krajina
305,Platz::N,пространство,prostor
306,Ort::N,место,místo
307,Seite::N,сторона,strana
308,Mitte::N,середина,střed
309,Mitte::N,середина,prostředek
310,Gegenstand::N,предмет,předmět
311,Sache::N,вещь,věc
312,Rand::N,край,kraj
313,Rand::N,край,okraj
314,Kante::N,ребро,hrana
315,Ecke::N,угол,roh
316,Spitze::N,кончик,hrot
317,Spitze::N,кончик,špička
318,Ende::N,конец,konec
319,Loch::N,дыра,díra
320,Winkel::N,угол,kout
321,Muster::N,узор,vzor
322,Größe::N,размер,velikost
323,Länge::N,длина,délka
324,Höhe::N,высота,výška
325,Gewicht::N,вес,váha
326,Menge::N,количество,množství
327,Haufen::N,куча,kupa
328,Haufen::N,куча,hromada
329,Reihe::N,ряд,řada
330,Reihe::N,ряд,řádek
331,Boot::N,лодка,člun
332,Ruder::N,весло,veslo
333,Schlitten::N,сани,sáně
334,Ski::N,лыжа,lyže
335,Lagerfeuer::N,костер,táborák
336,Last::N,тяжесть,náklad
337,Last::N,тяжесть,břemeno
338,Gang::N,ход,chůze
339,Gang::N,ход,chodba
340,Schritt::N,шаг,krok
341,Norden::N,север,sever
342,Süden::N,юг,jih
343,Westen::N,запад,západ
344,Osten::N,восток,východ
345,Holz::N,древесина,dřevo
346,Brett::N,доска,prkno
347,Platte::N,плита,deska
348,Stütze::N,подпорка,opěra
349,Stange::N,жердь,tyč
350,Stange::N,жердь,tyčka
351,Stock::N,палка,hůlka
352,Stab::N,шест,hůl
353,Rohr::N,труба,trubka
354,Haus::N,дом,dům
355,Heim::N,дом,domov
356,Ofen::N,печь,kamna
357,Fußboden::N,пол,podlaha
358,Tisch::N,стол,stůl
359,Stuhl::N,стул,židle
360,Wiege::N,колыбель,kolébka
361,Bett::N,постель,postel
362,Regal::N,полка,regál
363,Regal::N,полка,police
364,Kiste::N,ящик,bedna
365,Fenster::N,окно,okno
366,Tür::N,дверь,dveře
367,Tor::N,ворота,vrata
368,Zaun::N,забор,plot
369,Dach::N,крыша,střecha
370,Leiter::N,лестница,žebřík
371,Besen::N,метла,koště
372,Besen::N,метла,smeták
373,Spaten::N,лопата,rýč
374,Schaufel::N,совок,lopata
375,Gabel::N,вилка,vidlička
376,Löffel::N,ложка,lžíce
377,Messer::N,нож,nůž
378,Nagel::N,гвоздь,hřebík
379,Netz::N,сеть,síť
380,Haken::N,крюк,hák
381,Griff::N,ручка,držadlo
382,Schloss::N,замок,zámek
383,Bild::N,картина,obraz
384,Figur::N,фигура,figura
385,Puppe::N,кукла,panenka
386,Beutel::N,мешок,pytlík
387,Bündel::N,связка,svazek
388,Tasche::N,сумка,taška
389,Tasche::N,сумка,brašna
390,Eimer::N,ведро,kýbl
391,Eimer::N,ведро,vědro
392,Deckel::N,крышка,víko
393,Deckel::N,крышка,příklop
394,Geschirr::N,посуда,nádobí
395,Sack::N,мешок,pytel
396,Tasse::N,чашка,šálek
397,Topf::N,кастрюля,hrnec
398,Kessel::N,котел,kotel
399,Essen::N,еда,jídlo
400,Nahrung::N,пища,strava
401,Nahrung::N,пища,potrava
402,Speise::N,блюдо,jídlo
403,Speise::N,кушанье,jídlo
404,Fleisch::N,мясо,maso
405,Getreide::N,хлеб,obilí
406,Brei::N,каша,kaše
407,Brot::N,хлеб,chléb
408,Scheibe::N,ломоть,krajíc
409,Fett::N,жир,tuk
410,Fett::N,жир,omastek
411,Butter::N,масло,máslo
412,Öl::N,масло,olej
413,Salz::N,соль,sůl
414,Suppe::N,суп,polévka
415,Honig::N,мед,med
416,Milch::N,молоко,mléko
417,Tee::N,чай,čaj
418,Leder::N,кожа,kůže
419,Wolle::N,шерсть,vlna
420,Stoff::N,ткань,látka
421,Nadel::N,игла,jehla
422,Faden::N,нитка,nit
423,Knopf::N,пуговица,knoflík
424,Knoten::N,узел,uzel
425,Farbe::N,краска,barva
426,Kleidung::N,одежда,šaty
427,Kleidung::N,одежда,šatstvo
428,Hemd::N,рубашка,košile
429,Kragen::N,воротник,límec
430,Ärmel::N,рукав,rukáv
431,Hose::N,брюки,kalhoty
432,Gürtel::N,пояс,pás
433,Gürtel::N,пояс,opasek
434,Mütze::N,шапка,čepice
435,Schuh::N,ботинок,bota
436,Stiefel::N,сапог,holínka
437,Ring::N,кольцо,prsten
438,Band::N,лента,pásek
439,Kamm::N,расческа,hřeben
440,Spiegel::N,зеркало,zrcadlo
441,Riemen::N,ремень,řemen
442,Schnur::N,веревка,šňůra
443,Leine::N,поводок,vodítko
444,Decke::N,одеяло,pokrývka
445,Decke::N,одеяло,přikrývka
446,Kissen::N,подушка,polštář
447,Tuch::N,платок,šátek
448,Handtuch::N,полотенце,ručník
449,Kraft::N,сила,síla
450,Stärke::N,крепость,síla
451,Gesundheit::N,здоровье,zdraví
452,Krankheit::N,болезнь,nemoc
453,Krankheit::N,болезнь,choroba
454,Schmerz::N,боль,bolest
455,Wunde::N,рана,rána
456,Fieber::N,лихорадка,horečka
457,Fieber::N,температура,horečka
458,Arznei::N,лекарство,lék
459,Brücke::N,мост,most
460,Brunnen::N,колодец,studna
461,Weide::N,пастбище,pastva
462,Weide::N,пастбище,pastvina
463,Pfad::N,тропа,pěšina
464,Weg::N,путь,cesta
465,Weg::N,дорога,cesta
466,Straße::N,улица,silnice
467,Straße::N,дорога,silnice
468,Dorf::N,деревня,vesnice
469,Stadt::N,город,město
470,Brief::N,письмо,dopis
471,Buch::N,книга,kniha
472,Buchstabe::N,буква,písmeno
473,Zeitung::N,газета,noviny
474,Leben::N,жизнь,život
475,Tod::N,смерть,smrt
476,Grab::N,могила,hrob
477,Kirche::N,церковь,kostel
478,Sünde::N,грех,hřích
479,Gott::N,бог,bůh
480,Arbeiter::N,рабочий,dělník
481,Arbeiter::N,рабочий,pracovník
482,Chef::N,начальник,šéf
483,Chef::N,начальник,vedoucí
484,Meister::N,мастер,mistr
485,Arzt::N,врач,lékař
486,Lehrer::N,учитель,učitel
487,Geld::N,деньги,peníze
488,Geschäft::N,занятие,obchod
489,Laden::N,магазин,krám
490,Preis::N,цена,cena
491,Ware::N,товар,zboží
492,Nutzen::N,выгода,užitek
493,Reichtum::N,богатство,bohatství
494,Welt::N,мир,svět
495,Land::N,страна,země
496,Staat::N,государство,stát
497,König::N,король,král
498,Macht::N,власть,moc
499,Macht::N,власть,mocnost
500,Grenze::N,граница,hranice
501,Krieg::N,война,válka
502,Feind::N,враг,nepřítel
503,Gewalt::N,насилие,násilí
504,Kampf::N,борьба,boj
505,Bogen[Waffe]::N,лук,luk
506,Pfeil::N,стрела,šíp
507,Gewehr::N,ружье,puška
508,Gewehr::N,ружье,ručnice
509,Fehler::N,ошибка,chyba
510,Lüge::N,ложь,lež
511,Schaden::N,вред,škoda
512,Unglück::N,беда,neštěstí
513,Schuld::N,вина,vina
514,Alter::N,возраст,věk
515,Schluss::N,окончание,konec
516,Zeit::N,время,čas
517,Tag::N,день,den
518,Morgen::N,утро,ráno
519,Morgen::N,утро,jitro
520,Mittag::N,полдень,poledne
521,Abend::N,вечер,večer
522,Nacht::N,ночь,noc
523,Woche::N,неделя,týden
524,Monat::N,месяц,měsíc
525,Jahr::N,год,rok
526,Frühling::N,весна,jaro
527,Sommer::N,лето,léto
528,Herbst::N,осень,podzim
529,Winter::N,зима,zima
530,Januar::N,январь,leden
531,Februar::N,февраль,únor
532,März::N,март,březen
533,April::N,апрель,duben
534,Mai::N,май,květen
535,Juni::N,июнь,červen
536,Juli::N,июль,červenec
537,August::N,август,srpen
538,September::N,сентябрь,září
539,Oktober::N,октябрь,říjen
540,November::N,ноябрь,listopad
541,Dezember::N,декабрь,prosinec
542,Montag::N,понедельник,pondělí
543,Montag::N,понедельник,pondělek
544,Dienstag::N,вторник,úterý
545,Mittwoch::N,среда,středa
546,Donnerstag::N,четверг,čtvrtek
547,Freitag::N,пятница,pátek
548,Samstag::N,суббота,sobota
549,Sonntag::N,воскресенье,neděle
550,groß::A,большой,velký
551,klein::A,маленький,malý
552,lang::A,длинный,dlouhý
553,kurz::A,короткий,krátký
554,breit::A,широкий,široký
555,schmal::A,узкий,úzký
556,dicht::A,густой,hustý
557,dick[Gegenstand]::A,толстый,tlustý
558,dünn::A,тонкий,tenký
559,fein::A,тонкий,jemný
560,fest::A,крепкий,pevný
561,flach::A,плоский,plochý
562,flach::A,плоский,placatý
563,glatt::A,гладкий,hladký
564,hart::A,твердый,tvrdý
565,weich::A,мягкий,měkký
566,rund::A,круглый,kulatý
567,rund::A,круглый,okrouhlý
568,spitz::A,остроконечный,špičatý
569,scharf::A,острый,ostrý
570,stumpf::A,тупой,tupý
571,schwer::A,тяжелый,těžký
572,schön::A,красивый,pěkný
573,schön::A,красивый,krásný
574,heiß::A,жаркий,horký
575,warm::A,теплый,teplý
576,kalt::A,холодный,studený
577,kühl::A,прохладный,chladný
578,frisch::A,свежий,svěží
579,feucht::A,влажный,vlhký
580,nass::A,мокрый,mokrý
581,trocken::A,сухой,suchý
582,voll::A,полный,plný
583,voll::A,наполненный,plný
584,leer::A,пустой,prázdný
585,offen::A,открытый,otevřený
586,geschlossen::A,закрытый,zavřený
587,sauber::A,чистый,čistý
588,schmutzig::A,грязный,špinavý
589,roh::A,сырой,syrový
590,reif::A,зрелый,zralý
591,lecker::A,вкусный,chutný
592,süß::A,сладкий,sladký
593,bitter::A,горький,hořký
594,sauer::A,кислый,kyselý
595,hell::A,светлый,světlý
596,dunkel::A,темный,temný
597,schwarz::A,черный,černý
598,weiß::A,белый,bílý
599,rot::A,красный,rudý
600,rot::A,красный,červený
601,gelb::A,желтый,žlutý
602,blau::A,синий,modrý
603,grün::A,зеленый,zelený
604,grau::A,серый,šedý
605,grau::A,серый,šedivý
606,bunt::A,пестрый,pestrý
607,billig::A,дешевый,levný
608,billig::A,дешевый,laciný
609,teuer::A,дорогой,drahý
610,wertvoll::A,ценный,cenný
611,blind::A,слепой,slepý
612,taub::A,глухой,hluchý
613,kräftig::A,могучий,silný
614,stark::A,сильный,silný
615,schwach::A,слабый,slabý
616,fett::A,жирный,tučný
617,fett::A,жирный,tlustý
618,schlank::A,стройный,štíhlý
619,hübsch::A,прелестный,hezký
620,böse::A,злой,zlý
621,dumm::A,глупый,hloupý
622,faul::A,ленивый,líný
623,fleißig::A,прилежный,pilný
624,geizig::A,жадный,lakomý
625,klug::A,умный,chytrý
626,geschickt::A,искусный,šikovný
627,lieb::A,милый,milý
628,lustig::A,веселый,veselý
629,sanft::A,нежный,mírný
630,hungrig::A,голодный,hladový
631,krank::A,больной,nemocný
632,nackt::A,голый,nahý
633,traurig::A,грустный,smutný
634,traurig::A,грустный,truchlivý
635,lebendig::A,живой,živý
636,gut::A,хороший,dobrý
637,schlecht::A,плохой,špatný
638,richtig::A,правильный,pravý
639,richtig::A,правильный,správný
640,schlimm::A,отвратительный,zlý
641,schlimm::A,мерзкий,zlý
642,wahr::A,настоящий,pravdivý
643,alt::A,старый,starý
644,neu::A,новый,nový
645,ehemalig::A,бывший,bývalý
646,alt[Lebewesen]::A,пожилой,starý
647,jung::A,молодой,mladý
648,arm::A,бедный,chudý
649,reich::A,богатый,bohatý
650,bekannt::A,знакомый,známý
651,berühmt::A,знаменитый,slavný
652,fremd::A,чужой,cizí
653,verschieden::A,разный,různý
654,verschieden::A,разный,rozličný
655,nah::A,близкий,blízký
656,fern::A,далекий,daleký
657,linker::A,левый,levý
658,rechter::A,правый,pravý
659,anderer::A,другой,jiný
660,erster::A,первый,první
661,zweiter::A,второй,druhý
662,dritter::A,третий,třetí
663,letzter::A,последний,poslední
664,allein::ADV,один,sám
665,auf einmal::ADV,сразу,najednou
666,zusammen::ADV,вместе,spolu
667,zusammen::ADV,вместе,dohromady
668,lange::ADV,долго,dlouho
669,plötzlich::ADV,вдруг,vtom
670,plötzlich::ADV,вдруг,náhle
671,sofort::ADV,тотчас,hned
672,sofort::ADV,тотчас,ihned
673,später::ADV,позже,později
674,jetzt::ADV,сейчас,teď
675,jetzt::ADV,сейчас,nyní
676,heute::ADV,сегодня,dnes
677,heute::ADV,сегодня,dneska
678,morgen::ADV,завтра,zítra
679,bald::ADV,скоро,brzo
680,dann::ADV,потом,pak
681,dann::ADV,потом,potom
682,gestern::ADV,вчера,včera
683,einst::ADV,однажды,kdysi
684,damals::ADV,тогда,tehdy
685,damals::ADV,тогда,tenkrát
686,danach::ADV,затем,podle toho
687,vorher::ADV,раньше,dříve
688,vorher::ADV,раньше,napřed
689,zuerst::ADV,сперва,nejprve
690,zuerst::ADV,сперва,nejdříve
691,einmal::ADV,раз,jednou
692,manchmal::ADV,иногда,někdy
693,oft::ADV,часто,často
694,immer::ADV,всегда,vždy
695,immer::ADV,всегда,stále
696,niemals::ADV,никогда,nikdy
697,hier::ADV,здесь,zde
698,hier::ADV,здесь,tady
699,hierhin::ADV,сюда,sem
700,von hier::ADV,отсюда,odtud
701,dort::ADV,там,tam
702,dorthin::ADV,туда,tam
703,geradeaus::ADV,прямо,rovně
704,vorwärts::ADV,вперед,kupředu
705,rückwärts::ADV,назад,zpět
706,zurück::ADV,обратно,zpět
707,zurück::ADV,обратно,nazpět
708,unten::ADV,внизу,dole
709,hinab::ADV,вниз,dolů
710,oben::ADV,наверху,nahoře
711,oben::ADV,наверху,navrchu
712,hinauf::ADV,вверх,nahoru
713,überall::ADV,везде,všude
714,nicht::ADV,не,ne
715,ein wenig::ADV,немного,trochu
716,kaum::ADV,едва,sotva
717,sehr::ADV,очень,velmi
718,sehr::ADV,очень,velice
719,so::ADV,так,tak
720,so::ADV,так,takto
721,noch::ADV,еще,ještě
722,nur::ADV,только,jen
723,nur::ADV,только,jenom
724,schon::ADV,уже,už
725,schon::ADV,уже,již
726,wieder::ADV,опять,zase
727,vergebens::ADV,напрасно,marně
728,vor::PRP,перед,před
729,hinter::PRP,за,za
730,hinter::PRP,позади,za
731,unter::PRP,под,pod
732,durch::PRP,сквозь,skrz
733,neben::PRP,возле,vedle
734,zwischen::PRP,между,mezi
735,wegen::PRP,из-за,pro
736,dies::PRN,это,toto
737,dies::PRN,это,tohle
738,das::PRN,то,to
739,alles::PRN,все,všechno
740,ich::PRN,я,já
741,du::PRN,ты,ty
742,er::PRN,он,on
743,wir::PRN,мы,my
744,ihr::PRN,вы,vy
745,sie::PRN,они,oni
746,was::FPRN,что,co
747,wer::FPRN,кто,kdo
748,wo::FADV,где,kde
749,wohin::FADV,куда,kam
750,wie::FADV,как,jak
751,warum::FADV,почему,proč
752,wieviel::FNUM,сколько,kolik
753,eins::NUM,один,jeden
754,zwei::NUM,два,dva
755,drei::NUM,три,tři
756,vier::NUM,четыре,čtyři
757,fünf::NUM,пять,pět
758,sechs::NUM,шесть,šest
759,sieben::NUM,семь,sedm
760,acht::NUM,восемь,osm
761,neun::NUM,девять,devět
762,zehn::NUM,десять,deset
763,elf::NUM,одиннадцать,jedenáct
764,zwölf::NUM,двенадцать,dvanáct
765,zwanzig::NUM,двадцать,dvacet
766,dreißig::NUM,тридцать,třicet
767,vierzig::NUM,сорок,čtyřicet
768,fünfzig::NUM,пятьдесят,padesát
769,sechzig::NUM,шестьдесят,šedesát
770,siebzig::NUM,семьдесят,sedmdesát
771,achtzig::NUM,восемьдесят,osmdesát
772,neunzig::NUM,девяносто,devadesát
773,hundert::NUM,сто,sto
774,tausend::NUM,тысяча,tisíc
775,und::CNJ,и,a
776,oder::CNJ,или,nebo
777,oder::CNJ,либо,nebo
778,stehen::V,стоять,stát
779,sitzen::V,сидеть,sedět
780,liegen::V,лежать,ležet
781,hängen::V,висеть,viset
782,werden::V,стать,stát se
783,passieren::V,случиться,stát se
784,beginnen::V,начаться,počít
785,enden::V,кончиться,končit
786,enden::V,кончиться,skončit
787,wechseln::V,меняться,měnit se
788,aufgehen[Sonne]::V,взойти,vyjít
789,untergehen[Sonne]::V,зайти,zapadnout
790,scheinen[Sonne]::V,светить,svítit
791,donnern::V,греметь,hřmět
792,wehen::V,дуть,vát
793,wehen::V,дуть,vanout
794,strömen::V,литься,proudit
795,fließen::V,течь,téct
796,sich drehen::V,вращаться,točit se
797,schwanken::V,колебаться,kolísat
798,schwanken::V,колебаться,houpat se
799,schwingen::V,качаться,kývat se
800,fallen::V,падать,padat
801,brennen::V,гореть,hořet
802,rauchen::V,дымить,kouřit
803,regnen::V,дождить,pršet
804,gefrieren::V,замерзнуть,zamrznout
805,tauen::V,таять,tát
806,schmelzen::V,плавиться,tavit
807,trocknen::V,сохнуть,schnout
808,sieden::V,кипеть,vřít
809,faulen::V,гнить,hnít
810,verfaulen::V,сгнить,shnít
811,reißen::V,рваться,roztrhat se
812,versinken::V,тонуть,topit se
813,versinken::V,тонуть,ponořit se
814,vergehen::V,проходить,plynout
815,erscheinen::V,появиться,objevit se
816,verschwinden::V,исчезнуть,zmizet
817,sinken::V,спадать,klesat
818,abnehmen::V,уменьшиться,ubýt
819,zunehmen::V,увеличиваться,přibýt
820,steigen::V,подниматься,stoupat
821,wachsen::V,расти,růst
822,glänzen::V,блестеть,lesknout se
823,funkeln::V,сверкать,jiskřit se
824,lärmen::V,шуметь,dělat hluk
825,läuten::V,звонить,zvonit
826,klingeln::V,звонить,zvonit
827,klirren::V,звякать,řinčet
828,brausen::V,бушевать,hučet
829,rauschen::V,шелестеть,šumět
830,klingen::V,звучать,znít
831,bellen::V,лаять,štěkat
832,heulen::V,выть,výt
833,blasen::V,дунуть,foukat
834,pfeifen::V,свистеть,pískat
835,schreien::V,кричать,křičet
836,stöhnen::V,стонать,sténat
837,zittern::V,дрожать,třást se
838,leben::V,жить,žít
839,geboren werden::V,родиться,rodit se
840,atmen::V,дышать,dýchat
841,trinken::V,пить,pít
842,essen::V,есть,jíst
843,essen::V,кушать,jíst
844,schlucken::V,глотать,polykat
845,müde werden::V,устать,unavit se
846,einschlafen::V,заснуть,usnout
