,Concept_ID,it,cs
161,Ei::N,uovo,vejce
162,Nest::N,nido,hnízdo
163,Bau::N,covo,nora
164,Tier::N,bestia,zvíře
165,Tier::N,animale,zvíře
166,Herde::N,gregge,stádo
167,Kuh::N,vacca,kráva
168,Bulle::N,toro,býk
169,Pferd::N,cavallo,kůň
170,Schaf::N,pècora,ovce
171,Schwein::N,porco,vepř
172,Schwein::N,porco,prase
173,Schwein::N,maiale,vepř
174,Schwein::N,maiale,prase
175,Hund::N,cane,pes
176,Katze::N,gatta,kočka
177,Bär::N,orso,medvěd
178,Eichhörnchen::N,scoiàttolo,veverka
179,Elch::N,alce,los
180,Fuchs::N,volpe,liška
181,Hase::N,lepre,zajíc
182,Maus::N,topo,myš
183,Maus::N,sorcio,myš
184,Wolf::N,lupo,vlk
185,Vogel::N,uccello,pták
186,Schwarm::N,stormo,roj
187,Schwarm::N,stormo,hejno
188,Huhn::N,gallina,kuře
189,Huhn::N,gallina,slepice
190,Hahn::N,gallo,kohout
191,Gans::N,oca,husa
192,Adler::N,àquila,orel
193,Ente::N,ànatra,kachna
194,Eule::N,gufo,sova
195,Eule::N,civetta,sova
196,Kranich::N,gru,jeřáb
197,Krähe::N,cornacchia,vrána
198,Kuckuck::N,cuccù,kukačka
199,Kuckuck::N,cùculo,kukačka
200,Schwan::N,cigno,labuť
201,Fisch::N,pesce,ryba
202,Barsch::N,pèrsico,okoun
203,Hecht::N,luccio,štika
204,Schlange[Tier]::N,serpente,had
205,Wurm::N,baco,červ
206,Wurm::N,verme,červ
207,Spinne::N,ragno,pavouk
208,Ameise::N,formica,mravenec
209,Laus::N,pidocchio,veš
210,Mücke::N,zanzara,komár
211,Fliege::N,mosca,moucha
212,Schmetterling::N,farfalla,motýl
213,Beere::N,bacca,bobule
214,Apfel::N,mela,jablko
215,Pilz::N,fungo,houba
216,Zwiebel::N,cipolla,cibule
217,Saat::N,semente,osivo
218,Korn::N,grano,zrno
219,Heu::N,fieno,seno
220,Schale::N,buccia,slupka
221,Schale::N,buccia,skořápka
222,Grube::N,cava,jáma
223,Grube::N,fossa,jáma
224,Falle::N,tràppola,past
225,Falle::N,tràppola,léčka
226,Schlinge::N,laccio,smyčka
227,Spur::N,traccia,stopa
228,Asche::N,cenere,popel
229,Dreck::N,fango,špína
230,Eisen::N,ferro,železo
231,Gold::N,oro,zlato
232,Silber::N,argento,stříbro
233,Kohle::N,carbone,uhlí
234,Glas::N,vetro,sklo
235,Lehm::N,argilla,jíl
236,Lehm::N,argilla,hlína
237,Sand::N,arena,písek
238,Sand::N,sabbia,písek
239,Mensch::N,uomo,člověk
240,Mensch::N,èssere umano,člověk
241,Mann::N,uomo,muž
242,Frau::N,donna,žena
243,Kind::N,bambino,dítě
244,Junge::N,ragazzo,hoch
245,Junge::N,ragazzo,chlapec
246,Mädchen::N,ragazza,děvče
247,Familie::N,famiglia,rodina
248,Großvater::N,nonno,děd
249,Großvater::N,nonno,dědeček
250,Großmutter::N,nonna,babička
251,Eltern::N,genitori,rodiče
252,Vater::N,padre,otec
253,Mutter::N,madre,matka
254,Sohn::N,figlio,syn
255,Tochter::N,figlia,dcera
256,Bruder::N,fratello,bratr
257,Schwester::N,sorella,sestra
258,Onkel::N,zio,strýc
259,Tante::N,zia,teta
260,Ehemann::N,marito,choť
261,Ehemann::N,marito,manžel
262,Ehefrau::N,moglie,choť
263,Ehefrau::N,moglie,manželka
264,Freude::N,gioia,radost
265,Freude::N,piacere,radost
266,Gelächter::N,risata,smích
267,Glück::N,felicità,štěstí
268,Kummer::N,afflizione,žal
269,Kummer::N,afflizione,trápení
270,Wunsch::N,desiderio,přání
271,Lust::N,voglia,chuť
272,Geist::N,mente,duch
273,Geist::N,spìrito,duch
274,Gedanke::N,idea,myšlenka
275,Gedanke::N,pensiero,myšlenka
276,Gedächtnis::N,memoria,paměť
277,Verstand::N,intelletto,rozum
278,Sinn::N,senso,smysl
279,Sinn::N,significato,smysl
280,Grund::N,causa,důvod
281,Grund::N,motivo,důvod
282,Grund::N,ragione,důvod
283,Wahrheit::N,verità,pravda
284,Gespräch::N,discorso,rozhovor
285,Gespräch::N,conversazione,rozhovor
286,Märchen::N,fiaba,pohádka
287,Märchen::N,fàvola,pohádka
288,Erzählung::N,racconto,povídka
289,Erzählung::N,narrazione,povídka
290,Nachricht::N,messaggio,zpráva
291,Neuigkeit::N,notizia,novina
292,Neuigkeit::N,notizia,novinka
293,Name::N,nome,jméno
294,Rätsel::N,indovinello,hádanka
295,Rede::N,discorso,řeč
296,Rede::N,discorso,proslov
297,Sprache::N,lingua,řeč
298,Sprache::N,lingua,jazyk
299,Sprache::N,linguaggio,řeč
300,Sprache::N,linguaggio,jazyk
301,Stimme::N,voce,hlas
302,Wort::N,parola,slovo
303,Zeichen::N,segno,znamení
304,Zeichen::N,segnale,znamení
305,Ruf::N,chiamata,zavolání
306,Lärm::N,chiasso,hluk
307,Lärm::N,strèpito,hluk
308,Laut::N,suono,zvuk
309,Ton::N,tono,tón
310,Lied::N,canto,píseň
311,Lied::N,canzone,píseň
312,Ruhe::N,calma,klid
313,Ruhe::N,calma,pokoj
314,Ruhe::N,tranquillità,klid
315,Ruhe::N,tranquillità,pokoj
316,Leute::N,gente,lidé
317,Volk::N,pòpolo,národ
318,Arbeit::N,lavoro,práce
319,Gast::N,òspite,host
320,Gast::N,invitato,host
321,Geschenk::N,regalo,dar
322,Spiel::N,gioco,hra
323,Gesellschaft::N,compagnìa,společnost
324,Hilfe::N,aiuto,pomoc
325,Hilfe::N,soccorso,pomoc
326,Freund::N,amico,přítel
327,Kamerad::N,camerata,kamarád
328,Angelegenheit::N,affare,záležitost
329,Angelegenheit::N,faccenda,záležitost
330,Anzahl::N,nùmero,počet
331,Anzahl::N,quantità,počet
332,Art::N,tipo,druh
333,Art::N,specie,druh
334,Stück::N,pezzo,kus
335,Stück::N,pezzo,kousek
336,Teil::N,parte,díl
337,Teil::N,parte,část
338,Hälfte::N,metà,půl
339,Kreis::N,cìrcolo,kruh
340,Kreuz::N,croce,kříž
341,Linie::N,lìnea,linka
342,Strich::N,tratto,čára
343,Strich::N,tratto,čárka
344,Abstand::N,distanza,vzdálenost
345,Entfernung::N,distanza,vzdálenost
346,Entfernung::N,lontananza,vzdálenost
347,Gegend::N,regione,krajina
348,Platz::N,posto,prostor
349,Platz::N,spazio,prostor
350,Ort::N,luogo,místo
351,Ort::N,località,místo
352,Seite::N,lato,strana
353,Seite::N,parte,strana
354,Mitte::N,mezzo,střed
355,Mitte::N,mezzo,prostředek
356,Mitte::N,centro,střed
357,Mitte::N,centro,prostředek
358,Gegenstand::N,oggetto,předmět
359,Sache::N,cosa,věc
360,Rand::N,orlo,kraj
361,Rand::N,orlo,okraj
362,Rand::N,bordo,kraj
363,Rand::N,bordo,okraj
364,Kante::N,spìgolo,hrana
365,Ecke::N,canto,roh
366,Spitze::N,punta,hrot
367,Spitze::N,punta,špička
368,Ende::N,capo,konec
369,Ende::N,estremità,konec
370,Loch::N,buco,díra
371,Winkel::N,àngolo,kout
372,Muster::N,disegno,vzor
373,Größe::N,taglia,velikost
374,Größe::N,grandezza,velikost
375,Länge::N,lunghezza,délka
376,Höhe::N,altezza,výška
377,Gewicht::N,peso,váha
378,Menge::N,quantità,množství
379,Haufen::N,cùmulo,kupa
380,Haufen::N,cùmulo,hromada
381,Haufen::N,mucchio,kupa
382,Haufen::N,mucchio,hromada
383,Reihe::N,fila,řada
384,Reihe::N,fila,řádek
385,Boot::N,barca,člun
386,Boot::N,battello,člun
387,Ruder::N,remo,veslo
388,Schlitten::N,slitta,sáně
389,Ski::N,sci,lyže
390,Lagerfeuer::N,falò,táborák
391,Lagerfeuer::N,fuoco di bivacco,táborák
392,Last::N,càrico,náklad
393,Last::N,càrico,břemeno
394,Gang::N,andata,chůze
395,Gang::N,andata,chodba
396,Schritt::N,passo,krok
397,Norden::N,nord,sever
398,Norden::N,settentrione,sever
399,Süden::N,sud,jih
400,Süden::N,meridione,jih
401,Westen::N,òvest,západ
402,Westen::N,occidente,západ
403,Osten::N,est,východ
404,Osten::N,oriente,východ
405,Holz::N,legno,dřevo
406,Brett::N,asse,prkno
407,Brett::N,tàvola,prkno
408,Platte::N,lastra,deska
409,Platte::N,piastra,deska
410,Stütze::N,supporto,opěra
411,Stange::N,sbarra,tyč
412,Stange::N,sbarra,tyčka
413,Stange::N,pèrtica,tyč
414,Stange::N,pèrtica,tyčka
415,Stock::N,verga,hůlka
416,Stock::N,bastone,hůlka
417,Stock::N,bacchetta,hůlka
418,Stab::N,asta,hůl
419,Rohr::N,tubo,trubka
420,Haus::N,casa,dům
421,Heim::N,casa,domov
422,Ofen::N,stufa,kamna
423,Fußboden::N,pavimento,podlaha
424,Tisch::N,tàvolo,stůl
425,Stuhl::N,sedia,židle
426,Wiege::N,culla,kolébka
427,Bett::N,letto,postel
428,Regal::N,scaffale,regál
429,Regal::N,scaffale,police
430,Kiste::N,cassa,bedna
431,Fenster::N,finestra,okno
432,Tür::N,porta,dveře
433,Tor::N,portone,vrata
434,Zaun::N,recinto,plot
435,Dach::N,tetto,střecha
436,Leiter::N,scala,žebřík
437,Leiter::N,scala a pioli,žebřík
438,Besen::N,scopa,koště
439,Besen::N,scopa,smeták
440,Spaten::N,vanga,rýč
441,Schaufel::N,pala,lopata
442,Gabel::N,forchetta,vidlička
443,Löffel::N,cucchiaio,lžíce
444,Messer::N,coltello,nůž
445,Nagel::N,chiodo,hřebík
446,Netz::N,rete,síť
447,Haken::N,uncino,hák
448,Griff::N,mànico,držadlo
449,Griff::N,maniglia,držadlo
450,Schloss::N,serratura,zámek
451,Bild::N,quadro,obraz
452,Bild::N,immàgine,obraz
453,Figur::N,figura,figura
454,Puppe::N,bàmbola,panenka
455,Beutel::N,borsa,pytlík
456,Beutel::N,sacchetto,pytlík
457,Bündel::N,fascio,svazek
458,Bündel::N,fagotto,svazek
459,Tasche::N,borsa,taška
460,Tasche::N,borsa,brašna
461,Eimer::N,secchio,kýbl
462,Eimer::N,secchio,vědro
463,Deckel::N,coperchio,víko
464,Deckel::N,coperchio,příklop
465,Geschirr::N,stoviglie,nádobí
466,Sack::N,sacco,pytel
467,Tasse::N,tazza,šálek
468,Topf::N,pèntola,hrnec
469,Kessel::N,paiolo,kotel
470,Kessel::N,calderone,kotel
471,Essen::N,pasto,jídlo
472,Essen::N,mangiare,jídlo
473,Nahrung::N,cibo,strava
474,Nahrung::N,cibo,potrava
475,Nahrung::N,alimento,strava
476,Nahrung::N,alimento,potrava
477,Speise::N,piatto,jídlo
478,Fleisch::N,carne,maso
479,Getreide::N,cereali,obilí
480,Brei::N,purè,kaše
481,Brei::N,pappa,kaše
482,Brot::N,pane,chléb
483,Scheibe::N,fetta,krajíc
484,Scheibe::N,trancia,krajíc
485,Fett::N,grasso,tuk
486,Fett::N,grasso,omastek
487,Butter::N,burro,máslo
488,Öl::N,olio,olej
489,Salz::N,sale,sůl
490,Suppe::N,zuppa,polévka
491,Suppe::N,minestra,polévka
492,Honig::N,miele,med
493,Milch::N,latte,mléko
494,Tee::N,tè,čaj
495,Leder::N,pelle,kůže
496,Wolle::N,lana,vlna
497,Stoff::N,panno,látka
498,Stoff::N,tessuto,látka
499,Nadel::N,ago,jehla
500,Faden::N,filo,nit
501,Knopf::N,bottone,knoflík
502,Knoten::N,nodo,uzel
503,Farbe::N,pittura,barva
504,Kleidung::N,vestiti,šaty
505,Kleidung::N,vestiti,šatstvo
506,Kleidung::N,vestiario,šaty
507,Kleidung::N,vestiario,šatstvo
508,Hemd::N,camicia,košile
509,Kragen::N,bàvero,límec
510,Kragen::N,colletto,límec
511,Ärmel::N,mànica,rukáv
512,Hose::N,calzoni,kalhoty
513,Gürtel::N,cintura,pás
514,Gürtel::N,cintura,opasek
515,Mütze::N,berretto,čepice
516,Schuh::N,scarpa,bota
517,Stiefel::N,stivale,holínka
518,Ring::N,anello,prsten
519,Band::N,nastro,pásek
520,Band::N,fettuccia,pásek
521,Kamm::N,pèttine,hřeben
522,Spiegel::N,specchio,zrcadlo
523,Riemen::N,cinghia,řemen
524,Schnur::N,corda,šňůra
525,Leine::N,guinzaglio,vodítko
526,Decke::N,coperta,pokrývka
527,Decke::N,coperta,přikrývka
528,Kissen::N,cuscino,polštář
529,Kissen::N,guanciale,polštář
530,Tuch::N,fazzoletto,šátek
531,Handtuch::N,asciugamano,ručník
532,Kraft::N,forza,síla
533,Stärke::N,forza,síla
534,Stärke::N,vigore,síla
535,Stärke::N,fortezza,síla
536,Gesundheit::N,salute,zdraví
537,Krankheit::N,malattìa,nemoc
538,Krankheit::N,malattìa,choroba
539,Schmerz::N,dolore,bolest
540,Wunde::N,piaga,rána
541,Wunde::N,ferita,rána
542,Fieber::N,febbre,horečka
543,Arznei::N,fàrmaco,lék
544,Arznei::N,medicina,lék
545,Brücke::N,ponte,most
546,Brunnen::N,pozzo,studna
547,Weide::N,pàscolo,pastva
548,Weide::N,pàscolo,pastvina
549,Pfad::N,sentiero,pěšina
550,Weg::N,via,cesta
551,Weg::N,cammino,cesta
552,Straße::N,strada,silnice
553,Dorf::N,paese,vesnice
554,Dorf::N,villaggio,vesnice
555,Stadt::N,città,město
556,Brief::N,lèttera,dopis
557,Buch::N,libro,kniha
558,Buchstabe::N,lèttera,písmeno
559,Zeitung::N,giornale,noviny
560,Leben::N,vita,život
561,Tod::N,morte,smrt
562,Grab::N,tomba,hrob
563,Grab::N,sepolcro,hrob
564,Kirche::N,chiesa,kostel
565,Sünde::N,peccato,hřích
566,Gott::N,dio,bůh
567,Arbeiter::N,operaio,dělník
568,Arbeiter::N,operaio,pracovník
569,Arbeiter::N,lavoratore,dělník
570,Arbeiter::N,lavoratore,pracovník
571,Chef::N,capo,šéf
572,Chef::N,capo,vedoucí
573,Chef::N,padrone,šéf
574,Chef::N,padrone,vedoucí
575,Meister::N,mastro,mistr
576,Meister::N,maestro,mistr
577,Arzt::N,mèdico,lékař
578,Arzt::N,dottore,lékař
579,Lehrer::N,professore,učitel
580,Geld::N,soldi,peníze
581,Geld::N,denaro,peníze
582,Geschäft::N,affare,obchod
583,Geschäft::N,negozio,obchod
584,Laden::N,negozio,krám
585,Preis::N,prezzo,cena
586,Ware::N,merce,zboží
587,Nutzen::N,ùtile,užitek
588,Nutzen::N,profitto,užitek
589,Reichtum::N,ricchezza,bohatství
590,Welt::N,mondo,svět
591,Land::N,paese,země
592,Staat::N,Stato,stát
593,König::N,re,král
594,Macht::N,potere,moc
595,Macht::N,potere,mocnost
596,Grenze::N,confine,hranice
597,Grenze::N,frontiera,hranice
598,Krieg::N,guerra,válka
599,Feind::N,nemico,nepřítel
600,Gewalt::N,violenza,násilí
601,Kampf::N,lotta,boj
602,Bogen[Waffe]::N,arco,luk
603,Pfeil::N,freccia,šíp
604,Gewehr::N,fucile,puška
605,Gewehr::N,fucile,ručnice
606,Fehler::N,errore,chyba
607,Fehler::N,sbaglio,chyba
608,Lüge::N,bugìa,lež
609,Lüge::N,menzogna,lež
610,Schaden::N,danno,škoda
611,Unglück::N,sfortuna,neštěstí
612,Schuld::N,colpa,vina
613,Alter::N,età,věk
614,Schluss::N,fine,konec
615,Zeit::N,tempo,čas
616,Tag::N,giorno,den
617,Tag::N,giornata,den
618,Morgen::N,mattina,ráno
619,Morgen::N,mattina,jitro
620,Mittag::N,mezzogiorno,poledne
621,Abend::N,sera,večer
622,Abend::N,serata,večer
623,Nacht::N,notte,noc
624,Woche::N,settimana,týden
625,Monat::N,mese,měsíc
626,Jahr::N,anno,rok
627,Frühling::N,primavera,jaro
628,Sommer::N,estate,léto
629,Herbst::N,autunno,podzim
630,Winter::N,inverno,zima
631,Januar::N,gennaio,leden
632,Februar::N,febbraio,únor
633,März::N,marzo,březen
634,April::N,aprile,duben
635,Mai::N,maggio,květen
636,Juni::N,giugno,červen
637,Juli::N,luglio,červenec
638,August::N,agosto,srpen
639,September::N,settembre,září
640,Oktober::N,ottobre,říjen
641,November::N,novembre,listopad
642,Dezember::N,dicembre,prosinec
643,Montag::N,lunedì,pondělí
644,Montag::N,lunedì,pondělek
645,Dienstag::N,martedì,úterý
646,Mittwoch::N,mercoledì,středa
647,Donnerstag::N,giovedì,čtvrtek
648,Freitag::N,venerdì,pátek
649,Samstag::N,sàbato,sobota
650,Sonntag::N,domenica,neděle
651,groß::A,grande,velký
652,klein::A,pìccolo,malý
653,lang::A,lungo,dlouhý
654,kurz::A,corto,krátký
655,breit::A,largo,široký
656,schmal::A,stretto,úzký
657,dicht::A,denso,hustý
658,dick[Gegenstand]::A,spesso,tlustý
659,dünn::A,sottile,tenký
660,fein::A,fine,jemný
661,fein::A,delicato,jemný
662,fest::A,sodo,pevný
663,fest::A,fisso,pevný
664,flach::A,piano,plochý
665,flach::A,piano,placatý
666,flach::A,piatto,plochý
667,flach::A,piatto,placatý
668,glatt::A,liscio,hladký
669,hart::A,duro,tvrdý
670,weich::A,molle,měkký
671,rund::A,rotondo,kulatý
672,rund::A,rotondo,okrouhlý
673,spitz::A,aguzzo,špičatý
674,spitz::A,appuntito,špičatý
675,scharf::A,affilato,ostrý
676,scharf::A,tagliente,ostrý
677,stumpf::A,smussato,tupý
678,schwer::A,pesante,těžký
679,schön::A,bello,pěkný
680,schön::A,bello,krásný
681,heiß::A,caldo,horký
682,heiß::A,bollente,horký
683,warm::A,caldo,teplý
684,kalt::A,freddo,studený
685,kühl::A,fresco,chladný
686,frisch::A,fresco,svěží
687,feucht::A,ùmido,vlhký
688,nass::A,bagnato,mokrý
689,trocken::A,secco,suchý
690,voll::A,pieno,plný
691,leer::A,vuoto,prázdný
692,offen::A,aperto,otevřený
693,geschlossen::A,chiuso,zavřený
694,sauber::A,netto,čistý
695,sauber::A,pulito,čistý
696,schmutzig::A,sporco,špinavý
697,schmutzig::A,sùdicio,špinavý
698,roh::A,crudo,syrový
699,reif::A,maturo,zralý
700,lecker::A,ghiotto,chutný
701,lecker::A,squisito,chutný
702,süß::A,dolce,sladký
703,bitter::A,amaro,hořký
704,sauer::A,aspro,kyselý
705,sauer::A,acerbo,kyselý
706,hell::A,chiaro,světlý
707,dunkel::A,buio,temný
708,dunkel::A,oscuro,temný
709,schwarz::A,nero,černý
710,weiß::A,bianco,bílý
711,rot::A,rosso,rudý
712,rot::A,rosso,červený
713,gelb::A,giallo,žlutý
714,blau::A,blu,modrý
715,blau::A,azzurro,modrý
716,grün::A,verde,zelený
717,grau::A,grigio,šedý
718,grau::A,grigio,šedivý
719,bunt::A,variopinto,pestrý
720,billig::A,a buon prezzo,levný
721,billig::A,a buon prezzo,laciný
722,billig::A,a buon mercato,levný
723,billig::A,a buon mercato,laciný
724,teuer::A,caro,drahý
725,wertvoll::A,prezioso,cenný
726,blind::A,cieco,slepý
727,taub::A,sordo,hluchý
728,kräftig::A,forte,silný
729,kräftig::A,robusto,silný
730,stark::A,forte,silný
731,stark::A,vigoroso,silný
732,schwach::A,dèbole,slabý
733,fett::A,grasso,tučný
734,fett::A,grasso,tlustý
735,schlank::A,snello,štíhlý
736,schlank::A,slanciato,štíhlý
737,hübsch::A,bello,hezký
738,hübsch::A,carino,hezký
739,böse::A,cattivo,zlý
740,dumm::A,stùpido,hloupý
741,faul::A,pigro,líný
742,fleißig::A,diligente,pilný
743,geizig::A,avaro,lakomý
744,klug::A,intelligente,chytrý
745,geschickt::A,àbile,šikovný
746,lieb::A,caro,milý
747,lustig::A,gaio,veselý
748,lustig::A,allegro,veselý
749,sanft::A,dolce,mírný
750,hungrig::A,affamato,hladový
751,krank::A,malato,nemocný
752,krank::A,infermo,nemocný
753,nackt::A,nudo,nahý
754,traurig::A,triste,smutný
755,traurig::A,triste,truchlivý
756,lebendig::A,vivo,živý
757,gut::A,buono,dobrý
758,schlecht::A,cattivo,špatný
759,richtig::A,giusto,pravý
760,richtig::A,giusto,správný
761,schlimm::A,grave,zlý
762,wahr::A,vero,pravdivý
763,alt::A,vecchio,starý
764,neu::A,nuovo,nový
765,ehemalig::A,vecchio,bývalý
766,ehemalig::A,d'una_volta,bývalý
767,alt[Lebewesen]::A,anziano,starý
768,jung::A,giovane,mladý
769,arm::A,pòvero,chudý
770,reich::A,ricco,bohatý
771,bekannt::A,noto,známý
772,bekannt::A,conosciuto,známý
773,berühmt::A,famoso,slavný
774,berühmt::A,cèlebre,slavný
775,fremd::A,estràneo,cizí
776,fremd::A,straniero,cizí
777,verschieden::A,diverso,různý
778,verschieden::A,diverso,rozličný
779,verschieden::A,differente,různý
780,verschieden::A,differente,rozličný
781,nah::A,vicino,blízký
782,nah::A,propinquo,blízký
783,fern::A,lontano,daleký
784,linker::A,sinistro,levý
785,rechter::A,destro,pravý
786,anderer::A,altro,jiný
787,erster::A,primo,první
788,zweiter::A,secondo,druhý
789,dritter::A,terzo,třetí
790,letzter::A,ùltimo,poslední
791,allein::ADV,solo,sám
792,allein::ADV,da solo,sám
793,auf einmal::ADV,insieme,najednou
794,zusammen::ADV,insieme,spolu
795,zusammen::ADV,insieme,dohromady
796,lange::ADV,a lungo,dlouho
797,plötzlich::ADV,all'improvviso,vtom
798,plötzlich::ADV,all'improvviso,náhle
799,sofort::ADV,sùbito,hned
800,sofort::ADV,sùbito,ihned
801,sofort::ADV,all'istante,hned
802,sofort::ADV,all'istante,ihned
803,später::ADV,più tardi,později
804,jetzt::ADV,ora,teď
805,jetzt::ADV,ora,nyní
806,jetzt::ADV,adesso,teď
807,jetzt::ADV,adesso,nyní
808,heute::ADV,oggi,dnes
809,heute::ADV,oggi,dneska
810,morgen::ADV,domani,zítra
811,bald::ADV,presto,brzo
812,bald::ADV,tra poco,brzo
813,dann::ADV,allora,pak
814,dann::ADV,allora,potom
815,gestern::ADV,ieri,včera
816,einst::ADV,prima,kdysi
817,einst::ADV,un tempo,kdysi
818,damals::ADV,allora,tehdy
819,damals::ADV,allora,tenkrát
820,danach::ADV,poi,podle toho
821,danach::ADV,dopo,podle toho
822,vorher::ADV,prima,dříve
823,vorher::ADV,prima,napřed
824,zuerst::ADV,prima,nejprve
825,zuerst::ADV,prima,nejdříve
826,zuerst::ADV,dapprima,nejprve
827,zuerst::ADV,dapprima,nejdříve
828,einmal::ADV,una volta,jednou
829,manchmal::ADV,talvolta,někdy
830,manchmal::ADV,qualche volta,někdy
831,oft::ADV,spesso,často
832,immer::ADV,sempre,vždy
833,immer::ADV,sempre,stále
