,Concept_ID,br,ps
351,Westen::N,kuzh-heol,لوېدېځ
352,Osten::N,reter,شرق
353,Osten::N,reter,ختیځ
354,Osten::N,sav-heol,شرق
355,Osten::N,sav-heol,ختیځ
356,Holz::N,koad,لرګی
357,Brett::N,plankenn,تخته
358,Platte::N,plakenn,تخته
359,Stütze::N,harp,تکیوان
360,Stange::N,sparl,ډاګه
361,Stock::N,bazh,لرګی
362,Stab::N,bazh,چيخله
363,Rohr::N,tub,نل
364,Rohr::N,korz,نل
365,Haus::N,ti,کور
366,Heim::N,kêr,کور
367,Ofen::N,forn,تودنۍ
368,Fußboden::N,plañchod,غولی
369,Tisch::N,taol,مېز
370,Stuhl::N,kador,چوکۍ
371,Wiege::N,kavell,زانګو
372,Bett::N,gwele,کټ
373,Bett::N,gwele,چپرکټ
374,Regal::N,estajerenn,تاخچۍ
375,Kiste::N,kased,صندوق
376,Fenster::N,prenestr,کړکۍ
377,Tür::N,dor,دروازه
378,Tor::N,portal,دروازه
379,Zaun::N,sklotur,کټاره
380,Dach::N,toenn,بام
381,Leiter::N,skeul,زينه
382,Besen::N,skubell,جارو
383,Spaten::N,pal,یوم
384,Schaufel::N,pal,بېلچه
385,Gabel::N,fourchetez,پنجه
386,Löffel::N,loa,کاشوغه
387,Messer::N,kontell,چاقو
388,Nagel::N,tach,ميخ
389,Netz::N,roued,جال
390,Haken::N,krog,څنګک
391,Griff::N,kemer,لاستی
392,Schloss::N,potenn,کلپ
393,Bild::N,skeudenn,رسم
394,Figur::N,skeud,قدوقامت
395,Figur::N,figur,قدوقامت
396,Puppe::N,merc'hodenn,ګوډۍ
397,Beutel::N,sac'h,کڅوړه
398,Bündel::N,feskenn,دسته
399,Tasche::N,sac'h,بکس
400,Tasche::N,sac'h,توبره
401,Eimer::N,sailh,سطل
402,Deckel::N,pallenn,سرپوښ
403,Geschirr::N,listriaj,لوښی
404,Sack::N,sac'h,جوال
405,Tasse::N,tas,پیاله
406,Topf::N,pod,دېګی
407,Kessel::N,chaodouron,دېګ
408,Essen::N,pred,خوراک
409,Nahrung::N,boued,خوراک
410,Speise::N,meuz,خواړه
411,Fleisch::N,kig,غوښه
412,Getreide::N,ed,غله
413,Brei::N,yod,اوګره
414,Brot::N,bara,ډوډۍ
415,Scheibe::N,tailhenn,مړۍ
416,Fett::N,lard,غوړي
417,Butter::N,amann,کوچ
418,Öl::N,eoul,تېل
419,Salz::N,holen,مالګه
420,Suppe::N,soubenn,شوربا
421,Honig::N,mel,شات
422,Milch::N,laezh,شوده
423,Tee::N,te,چای
424,Leder::N,lêr,څرمن
425,Wolle::N,gloan,پشم
426,Stoff::N,danvez,ټوټه
427,Nadel::N,nadoz,ستن
428,Faden::N,neudenn,تار
429,Knopf::N,bouton,تڼۍ
430,Knopf::N,bouton,تکمه
431,Knoten::N,skoulm,غوټه
432,Farbe::N,liv,رنګ
433,Kleidung::N,dilhad,کالي
434,Hemd::N,roc'hed,کميس
435,Kragen::N,gouzoug,غاړه
436,Ärmel::N,milgin,لستوڼی
437,Hose::N,bragoù,پطلون
438,Gürtel::N,gouriz,کمربند
439,Mütze::N,boned,خولۍ
440,Schuh::N,botez,بوټ
441,Stiefel::N,botez,موزه
442,Ring::N,gwalenn,ګوته
443,Band::N,bagad,فيته
444,Kamm::N,krib,ګمنځ
445,Spiegel::N,melezour,ایینه
446,Spiegel::N,melezour,هنداره
447,Riemen::N,lerenn,تسمه
448,Schnur::N,kordenn,مزی
449,Leine::N,roll,رسۍ
450,Decke::N,golo,بړستن
451,Kissen::N,goubenner,بالښت
452,Tuch::N,mezher,ټیکری
453,Handtuch::N,toailhon,دسمال
454,Kraft::N,nerzh,زور
455,Kraft::N,nerzh,توان
456,Stärke::N,nerzhder,قوت
457,Gesundheit::N,yec'hed,صحت
458,Gesundheit::N,yec'hed,روغتیا
459,Krankheit::N,klañved,مرض
460,Krankheit::N,klañved,ناروغي
461,Schmerz::N,poan,درد
462,Schmerz::N,droug,درد
463,Wunde::N,gloazadenn,ټپ
464,Wunde::N,gloazadenn,زخم
465,Fieber::N,terzhienn,تبه
466,Arznei::N,louzoù,دوا
467,Arznei::N,louzoù,دارو
468,Brücke::N,pont,پول
469,Brunnen::N,puñs,څاه
470,Brunnen::N,puñs,کوهی
471,Weide::N,prad,وله
472,Pfad::N,gwenodenn,تړه
473,Weg::N,hent,لیار
474,Straße::N,ru,سړک
475,Straße::N,hent,سړک
476,Dorf::N,kêr,کلی
477,Dorf::N,kêriadenn,کلی
478,Stadt::N,kêr,ښار
479,Brief::N,lizher,لیک
480,Brief::N,lizher,مکتوب
481,Buch::N,levr,کتاب
482,Buchstabe::N,lizherenn,حرف
483,Buchstabe::N,lizherenn,توری
484,Zeitung::N,kazetenn,اخبار
485,Leben::N,buhez,ژوند
486,Tod::N,marv,مرګ
487,Tod::N,marv,مړینه
488,Grab::N,bez,قبر
489,Grab::N,bez,ډورۍ
490,Kirche::N,iliz,کلیسا
491,Sünde::N,pec'hed,ګناه
492,Gott::N,doue,خدای
493,Arbeiter::N,labourer,کاریګر
494,Arbeiter::N,micherour,کاریګر
495,Chef::N,penn,آمر
496,Meister::N,mestr,استاد
497,Arzt::N,mezeg,طبیب
498,Arzt::N,mezeg,ډاکټر
499,Arzt::N,medisin,طبیب
500,Arzt::N,medisin,ډاکټر
501,Lehrer::N,skolaer,معلم
502,Lehrer::N,skolaer,ښوونکی
503,Lehrer::N,kelenner,معلم
504,Lehrer::N,kelenner,ښوونکی
505,Geld::N,arc'hant,پیسې
506,Geschäft::N,stal,سوداګري
507,Laden::N,stal,دکان
508,Laden::N,stal,مغازه
509,Preis::N,priz,بیه
510,Ware::N,marc'hadourezh,مال
511,Nutzen::N,gounidegezh,ګټه
512,Nutzen::N,lañs,ګټه
513,Nutzen::N,profit,ګټه
514,Nutzen::N,spleit,ګټه
515,Reichtum::N,pinvidigezh,شتمني
516,Welt::N,douar,نړۍ
517,Welt::N,douar,دنیا
518,Land::N,bro,هېواد
519,Staat::N,stad,دولت
520,König::N,roue,باچا
521,König::N,roue,پادشاه
522,Macht::N,galloud,قدرت
523,Grenze::N,harzoù,حد
524,Grenze::N,harzoù,سرحد
525,Krieg::N,brezel,جګړه
526,Feind::N,eneber,دښمن
527,Gewalt::N,tâerder,زور
528,Gewalt::N,tâerder,تشدد
529,Kampf::N,kann,جنګ
530,Kampf::N,kann,مبارزه
531,Bogen[Waffe]::N,gwareg,لیندۍ
532,Pfeil::N,saezh,غشی
533,Gewehr::N,fuzuilh,ټوپک
534,Fehler::N,fazi,خطا
535,Fehler::N,fazi,غلطي
536,Lüge::N,gaou,دروغ
537,Schaden::N,gwall,زیان
538,Schaden::N,gwall,تاوان
539,Unglück::N,gwalleur,بدبختي
540,Schuld::N,kablusted,ګناه
541,Schuld::N,pec'hedigezh,ګناه
542,Alter::N,oad,منګ
543,Schluss::N,diwezh,اخر
544,Zeit::N,amzer,وخت
545,Tag::N,deizh,ورځ
546,Morgen::N,beure,سبا
547,Morgen::N,beure,سهار
548,Morgen::N,mintin,سبا
549,Morgen::N,mintin,سهار
550,Mittag::N,kreisteiz,غرمه
551,Abend::N,abardaez,ماښام
552,Nacht::N,noz,شپه
553,Woche::N,sizhun,اونۍ
554,Monat::N,miz,مياشت
555,Jahr::N,bloaz,کال
556,Frühling::N,nevezamzer,پسرلی
557,Sommer::N,hañv,دوبی
558,Herbst::N,diskaramzer,منی
559,Herbst::N,diskaramzer,خزان
560,Winter::N,goañv,ژمی
561,Januar::N,Genver,جنوري
562,Februar::N,C'hwevrer,فبروري
563,März::N,Meurzh,مارچ
564,April::N,Ebrel,اپریل
565,Mai::N,Mae,مې
566,Juni::N,Mezheven,جون
567,Juli::N,Gouhere,جولای
568,August::N,Eost,اګست
569,September::N,Gwengolo,سپټامبر
570,Oktober::N,Here,اکتوبر
571,November::N,Du,نومبر
572,Dezember::N,Kerzu,دسمبر
573,Montag::N,Lun,دوشنبه
574,Dienstag::N,Meurzh,سه شنبه
575,Mittwoch::N,Merc'her,چارشنبه
576,Donnerstag::N,Yaou,پنجشنبه
577,Freitag::N,Gwener,جمعه
578,Samstag::N,Sadorn,خالي
579,Sonntag::N,Sul,یکشنبه
580,groß::A,bras,لوی
581,klein::A,bihan,وړوکی
582,lang::A,hir,اوړد
583,kurz::A,berr,لنډ
584,breit::A,ledan,پراخه
585,schmal::A,strizh,تنګ
586,dicht::A,stank,ګڼ
587,dick[Gegenstand]::A,tev,پنډ
588,dünn::A,moan,نری
589,fein::A,munut,نازک
590,fest::A,start,کلک
591,fest::A,start,ټینګ
592,flach::A,plaen,هوار
593,glatt::A,lintr,ښوی
594,glatt::A,levn,ښوی
595,hart::A,kalet,کلک
596,weich::A,blot,نرم
597,weich::A,blot,پوست
598,rund::A,ront,ګرد
599,spitz::A,poentet,تېره
600,scharf::A,dremm,تېز
601,scharf::A,dremm,تېره
602,stumpf::A,talsoc'h,پڅ
603,schwer::A,pounner,دروند
604,schön::A,kaer,ښکلی
605,heiß::A,tomm,تود
606,warm::A,tomm,تود
607,kalt::A,yen,ېخ
608,kalt::A,yen,سوړ
609,kühl::A,yen,ېخ
610,kühl::A,yen,سوړ
611,frisch::A,fresk,تازه
612,feucht::A,gleb,مرطوب
613,nass::A,gleb,لوند
614,trocken::A,sec'h,وچ
615,voll::A,leun,ډک
616,leer::A,goullo,خالی
617,offen::A,digor,خلاص
618,offen::A,digor,پرانیستی
619,geschlossen::A,serr,تړلی
620,sauber::A,naet,پاک
621,schmutzig::A,lous,چټل
622,roh::A,kriz,خام
623,reif::A,darev,پوخ
624,reif::A,darev,رسېدلی
625,lecker::A,lipous,خوندور
626,lecker::A,lipous,مزه دار
627,lecker::A,saourus,خوندور
628,lecker::A,saourus,مزه دار
629,süß::A,dous,خوږ
630,süß::A,dous,شیرین
631,bitter::A,c'hwerv,تریخ
632,sauer::A,trenk,ټاک
633,sauer::A,trenk,تريو
634,hell::A,sklaer,روڼ
635,hell::A,sklaer,روښان
636,dunkel::A,teñval,تیاره
637,schwarz::A,du,تور
638,weiß::A,gwenn,سپين
639,rot::A,ruz,سور
640,gelb::A,melen,زېړ
641,blau::A,glas,شین
642,blau::A,glas,اسماني رنګه
643,grün::A,gwer,زرغون
644,grau::A,louet,خړ
645,bunt::A,liesliv,رنګارنګ
646,billig::A,marc'had-mat,ارزان
647,teuer::A,ker,ګران
648,wertvoll::A,prizius,قیمتي
649,blind::A,dall,ړوند
650,taub::A,bouzar,کوڼ
651,kräftig::A,start,قوی
652,stark::A,kreñv,قوی
653,stark::A,kreñv,تکړه
654,schwach::A,gwan,ضعیف
655,schwach::A,gwan,کمزوری
656,fett::A,lard,چاغ
657,schlank::A,sinkl,خوش اندام
658,hübsch::A,koant,ښکلی
659,hübsch::A,koant,ښایسته
660,böse::A,gwall,شریر
661,böse::A,gwall,قهرناک
662,dumm::A,glep,احمق
663,faul::A,lezirek,لټ
664,faul::A,lezirek,تنبل
665,fleißig::A,studius,زحمت کښ
666,geizig::A,tost,بخیل
667,klug::A,speredek,عاقل
668,klug::A,speredek,هوښیار
669,geschickt::A,dornet,ماهر
670,lieb::A,koant,عزیز
671,lieb::A,koant,محبوب
672,lustig::A,laouen,خوشحال
673,sanft::A,flour,پوست
674,sanft::A,flour,ملایم
675,hungrig::A,marnaon,وږی
676,krank::A,klañv,مريض
677,krank::A,klañv,ناروغ
678,nackt::A,noazh,لوڅ
679,traurig::A,trist,غمجن
680,lebendig::A,bev,ژوندی
681,gut::A,mad,ښه
682,schlecht::A,fall,بد
683,schlecht::A,fall,خراب
684,schlecht::A,gwall,بد
685,schlecht::A,gwall,خراب
686,richtig::A,reizh,سم
687,richtig::A,reizh,صحیح
688,schlimm::A,gwall,بد
689,schlimm::A,gwall,مخوف
690,wahr::A,gwir,واقعي
691,alt::A,kozh,زوړ
692,neu::A,nevez,نوی
693,ehemalig::A,kozh,پخوانی
694,alt[Lebewesen]::A,kozh,زوړ
695,jung::A,yaouank,ځوان
696,arm::A,paour,غریب
697,arm::A,paour,بې وزله
698,reich::A,pinvidik,شتمن
699,reich::A,pinvidik,دولتمند
700,bekannt::A,anavezet,اشنا
701,berühmt::A,brudet,مشهور
702,fremd::A,dizanav,پردی
703,fremd::A,dizanav,بېګانه
704,verschieden::A,disheñel,مختلف
705,nah::A,nes,نژدې
706,fern::A,diabell,لیری
707,linker::A,kleiz,چپ
708,linker::A,kleiz,کیڼ
709,rechter::A,dehoù,ښی
710,anderer::A,all,بل
711,erster::A,kentañ,لومړی
712,zweiter::A,eil,دوهم
713,dritter::A,trede,درېم
714,letzter::A,diwezhañ,آخرنی
715,letzter::A,diwezhañ,وروستی
716,allein::ADV,e-unan,یوازې
717,auf einmal::ADV,ar un dro,په یوه وخت کی
718,zusammen::ADV,asambles,یو ځای
719,lange::ADV,pell,ډېر وخت
720,lange::ADV,pell,ډېره موده
721,plötzlich::ADV,en un taol,ناببره
722,plötzlich::ADV,en un taol,یوناڅاپه
723,sofort::ADV,diouzhtu,فوراً
724,sofort::ADV,diouzhtu,سمدلاسه
725,später::ADV,diwezhatoc'h,وروسته
726,jetzt::ADV,bremañ,اوس
727,heute::ADV,hiziv,نن
728,morgen::ADV,arc'hoazh,سبا
729,bald::ADV,hepdale,ژر
730,dann::ADV,a-c'houde,پس
731,dann::ADV,a-c'houde,وروسته
732,gestern::ADV,dec'h,پرون
733,einst::ADV,gwechall,پخوا
734,damals::ADV,neuze,هغه وخت
735,danach::ADV,goude,بیا
736,vorher::ADV,diagent,دمخه
737,zuerst::ADV,da gentañ,لومړی
738,einmal::ADV,ur wech,یو ځل
739,manchmal::ADV,a-wechoù,ګاهی ګاهی
740,oft::ADV,alies,ډېر ځله
741,immer::ADV,atav,تل
742,immer::ADV,atav,همېشه
743,immer::ADV,bepred,تل
744,immer::ADV,bepred,همېشه
745,niemals::ADV,gwech ebet,هیڅکله نه
746,hier::ADV,amañ,دلته
747,hierhin::ADV,dre amañ,دلته
748,hierhin::ADV,dre amañ,دې ځای ته
749,von hier::ADV,alemañ,د دې ځای نه
750,dort::ADV,aze,هلته
751,dort::ADV,ahont,هلته
752,dorthin::ADV,di,هلته
753,dorthin::ADV,di,هغه ځای ته
754,dorthin::ADV,aze,هلته
755,dorthin::ADV,aze,هغه ځای ته
756,dorthin::ADV,ahont,هلته
757,dorthin::ADV,ahont,هغه ځای ته
758,geradeaus::ADV,war-eeun,مخامخ
759,vorwärts::ADV,war-raok,مخ پهٔ وړاندې
760,rückwärts::ADV,war-lerc'h,بېرته
761,zurück::ADV,war-dreñv,بېرته
762,unten::ADV,en traoñ,لاندي
763,hinab::ADV,a-izel,ښکته
764,oben::ADV,en nec'h,پورته
765,hinauf::ADV,e-krec'h,پاس
766,überall::ADV,dre-holl,هره خوا
767,nicht::ADV,ne ... ket,نه
768,ein wenig::ADV,un tammig,یو څه
769,kaum::ADV,a-boan,ایله
770,sehr::ADV,-tre,ډېر
771,sehr::ADV,-tre,زيات
772,sehr::ADV,-kenañ,ډېر
773,sehr::ADV,-kenañ,زيات
774,so::ADV,evel-se,داسې
775,so::ADV,evel-se,دومره
776,noch::ADV,c'hoazh,نور
777,nur::ADV,hepken,تش
778,nur::ADV,hepken,صرف
779,schon::ADV,dija,دمخه
780,wieder::ADV,adarre,بیا
