,Concept_ID,ba,eu
81,Licht::N,яҡтылыҡ,argi
82,Schatten::N,күләгә,itzal
83,Schatten::N,күләгә,geriza
84,Wetter::N,һауа торошо,eguraldi
85,Nebel::N,төман,laino
86,Wolke::N,болот,hodei
87,Regen::N,ямғыр,euri
88,Schnee::N,ҡар,elur
89,Eis::N,боҙ,horma
90,Frost::N,һалҡын,izotzaldi
91,Kälte::N,һыуыҡ,hotz
92,Hitze::N,томра,bero
93,Hitze::N,эҫелек,bero
94,Raureif::N,ҡырау,antzigar
95,Regenbogen::N,йәйғор,ostadar
96,Regenbogen::N,йәйғор,ortzadar
97,Donner::N,күк күкрәү,ostots
98,Donner::N,күк күкрәү,ihurtzuri
99,Strömung::N,ағым,laster
100,Tropfen::N,тамсы,xorta
101,Schaum::N,күбек,bits
102,Schmutz::N,батҡаҡ,lohi
103,Schmutz::N,батҡаҡ,zikin
104,See::N,күл,laku
105,See::N,күл,aintzira
106,Sumpf::N,һаҙлык,zingira
107,Moor::N,һаҙ,zohikaztegi
108,Wiese::N,болон,larre
109,Wiese::N,болон,belardi
110,Wald::N,урман,baso
111,Wald::N,урман,oihan
112,Hügel::N,түбә,muino
113,Hügel::N,түбә,pentoka
114,Anhöhe::N,түбә,garai
115,Anhöhe::N,түбә,goragune
116,Anhöhe::N,ҡалҡыулыҡ,garai
117,Anhöhe::N,ҡалҡыулыҡ,goragune
118,Berg::N,тау,mendi
119,Gipfel::N,түбә,gain
120,Gipfel::N,түбә,tontor
121,Höhle::N,мәмерйә,kobazulo
122,Abhang::N,ипкен,aldapa
123,Quelle::N,шишмә,iturri
124,Quelle::N,шишмә,iturbegi
125,Bach::N,шишмә,lats
126,Bach::N,шишмә,erreka
127,Fluss::N,йылға,ibai
128,Fluss::N,йылға,uhaitz
129,Ufer::N,яр,bazter
130,Küste::N,яр буйы,itsasalde
131,Festland::N,ҡоро ер,lehor
132,Meer::N,диңгез,itsaso
133,Bucht::N,бухта,golko
134,Insel::N,үтрау,irla
135,Insel::N,үтрау,uharte
136,Blume::N,сәскә,lili
137,Gras::N,үлән,belar
138,Wurzel::N,тамыр,zuztar
139,Wurzel::N,тамыр,sustrai
140,Baum::N,ағас,zuhaitz
141,Stamm::N,олон,enbor
142,Stamm::N,көбәк,enbor
143,Rinde::N,ҡабыҡ,azal
144,Ast::N,ботаҡ,adar
145,Zweig::N,ботаҡ,abar
146,Zweig::N,тармаҡ,abar
147,Blatt::N,япраҡ,hosto
148,Birke::N,ҡайын,urki
149,Kiefer[Baum]::N,ҡарғай,ler
150,Weide[Baum]::N,тал,zume
151,Weide[Baum]::N,тал,sahats
152,Tanne::N,шыршы,izei
153,Horn::N,мөғөҙ,adar
154,Feder::N,ҡауырһын,luma
155,Feder::N,ҡауырһын,hegaki
156,Fell::N,тире,ile
157,Fell::N,тире,larru
158,Flügel::N,ҡанат,hego
159,Klaue::N,тырнаҡ,atzapar
160,Kralle::N,аяҡ,erpe
161,Kralle::N,аяҡ,atzapar
162,Schwanz::N,ҡойроҡ,isats
163,Schwanz::N,ҡойроҡ,buztan
164,Ei::N,йомортҡа,arrautza
165,Nest::N,оя,habia
166,Bau::N,оң,ohantze
167,Tier::N,жайуан,abere
168,Tier::N,жайуан,piztia
169,Tier::N,йыртҡыс,abere
170,Tier::N,йыртҡыс,piztia
171,Herde::N,көтөү,saldo
172,Herde::N,көтөү,abere talde
173,Kuh::N,һыйыр,behi
174,Bulle::N,үгеҙ,zezen
175,Pferd::N,ат,zaldi
176,Schaf::N,һарыҡ,ardi
177,Schwein::N,сусҡа,urde
178,Schwein::N,сусҡа,txerri
179,Hund::N,эт,txakur
180,Katze::N,бесәй,katu
181,Bär::N,айыу,hartz
182,Eichhörnchen::N,тейен,urtxintxa
183,Elch::N,мышы,altze
184,Fuchs::N,төлкө,azeri
185,Hase::N,ҡуян,erbi
186,Maus::N,сысҡан,sagu
187,Wolf::N,бүре,otso
188,Vogel::N,ҡош,txori
189,Vogel::N,ҡош,hegazti
190,Schwarm::N,көтөү,aldra
191,Huhn::N,тауыҡ,oilo
192,Hahn::N,әтәс,oilar
193,Gans::N,ҡаҙ,antzara
194,Adler::N,бөркөт,arrano
195,Ente::N,өйрәк,ahate
196,Eule::N,өкө,hontza
197,Eule::N,ябалаҡ,hontza
198,Kranich::N,торна,kurrilo
199,Krähe::N,ҡарға,bele
200,Kuckuck::N,кәкүк,kuku
201,Schwan::N,аҡҡош,beltxarga
202,Fisch::N,балыҡ,arrain
203,Barsch::N,алабуға,perka
204,Hecht::N,суртан,lutxo
205,Schlange[Tier]::N,йылан,suge
206,Wurm::N,селяүсен,har
207,Spinne::N,үрмәксе,armiarma
208,Ameise::N,ҡырмыҫҡа,inurri
209,Laus::N,бет,zorri
210,Mücke::N,серәкәй,eltxo
211,Fliege::N,себен,euli
212,Schmetterling::N,күбәләк,pinpirin
213,Schmetterling::N,күбәләк,tximeleta
214,Beere::N,еләк,baia
215,Apfel::N,алма,sagar
216,Pilz::N,бәшмәк,onddo
217,Pilz::N,бәшмәк,perretxiko
218,Zwiebel::N,һуган,tipula
219,Saat::N,орлоҡ,haziak
220,Korn::N,иген,ale
221,Korn::N,иген,pikor
222,Heu::N,бесән,belar ondu
223,Schale::N,ҡабыҡ,azal
224,Grube::N,соҡор,hobi
225,Falle::N,тоҙак,harrapagailu
226,Falle::N,ҡапҡан,harrapagailu
227,Schlinge::N,тоҙак,bilur
228,Schlinge::N,тоҙак,xedera
229,Spur::N,әҫер,lorratz
230,Asche::N,көл,errauts
231,Dreck::N,батҡаҡ,satsukeria
232,Eisen::N,тимер,burdina
233,Gold::N,алтын,urre
234,Gold::N,алтын,urregorri
235,Silber::N,көмөш,zilar
236,Silber::N,көмөш,urrezuri
237,Kohle::N,күмер,ikatz
238,Glas::N,быяла,beira
239,Lehm::N,балсыҡ,buztin
240,Sand::N,ҡом,harea
241,Sand::N,ҡом,hondar
242,Mensch::N,кеше,gizaki
243,Mann::N,ир,gizon
244,Frau::N,ҡатын,andere
245,Frau::N,ҡатын,emakume
246,Kind::N,бала,haur
247,Junge::N,малай,mutil
248,Mädchen::N,ҡыҙ,neska
249,Mädchen::N,ҡыҙыҡай,neska
250,Familie::N,ғаилә,sendi
251,Familie::N,ғаилә,familia
252,Großvater::N,олатай,aitona
253,Großvater::N,олатай,aitatxi
254,Großmutter::N,әбәй,amona
255,Großmutter::N,әбәй,amatxi
256,Eltern::N,ата-әсә,gurasoak
257,Vater::N,атай,aita
258,Mutter::N,әсә,ama
259,Sohn::N,ул,seme
260,Tochter::N,ҡыҙ,alaba
261,Bruder::N,агай,neba
262,Bruder::N,агай,anaia
263,Schwester::N,алай,ahizpa
264,Schwester::N,һеңле,ahizpa
265,Onkel::N,ағай,osaba
266,Tante::N,апай,izeba
267,Ehemann::N,ир,senar
268,Ehefrau::N,ҡатын,emazte
269,Freude::N,шатлыҡ,poz
270,Freude::N,шатлыҡ,pozkari
271,Freude::N,ҡыуаныс,poz
272,Freude::N,ҡыуаныс,pozkari
273,Gelächter::N,көлөү,barre
274,Gelächter::N,көлөү,karkara
275,Glück::N,бәхет,zori
276,Kummer::N,ҡайғы,xangrin
277,Kummer::N,ҡайғы,atsekabe
278,Wunsch::N,теләк,nahi
279,Wunsch::N,теләк,nahikunde
280,Lust::N,әүәҫлек,gogo
281,Geist::N,аң,gogo
282,Geist::N,рух,gogo
283,Gedanke::N,уй,gogoeta
284,Gedanke::N,фекер,gogoeta
285,Gedächtnis::N,хәтер,oroimen
286,Gedächtnis::N,хәтер,gogoramen
287,Verstand::N,аҡыл,adimen
288,Verstand::N,аҡыл,ulermen
289,Sinn::N,мәғәня,zentzu
290,Grund::N,сәбәп,zergati
291,Wahrheit::N,дөрөҫлөк,egia
292,Gespräch::N,әңгәмә,hizketa
293,Gespräch::N,әңгәмә,elkarrizketa
294,Märchen::N,әкиәт,ipuin
295,Erzählung::N,хикәйә,edesti
296,Erzählung::N,хикәйә,kontakizun
297,Nachricht::N,хәбәр,albiste
298,Neuigkeit::N,яңылыҡ,berri
299,Name::N,исем,izen
300,Rätsel::N,йомаҡ,asmakizun
301,Rede::N,телмәр,hitzaldi
302,Rede::N,телмәр,mintzaldi
303,Sprache::N,тел,hizkuntza
304,Sprache::N,телмәр,hizkuntza
305,Stimme::N,тауыш,ahots
306,Wort::N,һүҙ,hitz
307,Zeichen::N,билдә,agerbide
308,Zeichen::N,билдә,agergarri
309,Ruf::N,саҡырыу,dei
310,Lärm::N,шаулау,zarata
311,Lärm::N,шаулау,harrabots
312,Laut::N,тауыш,hots
313,Ton::N,яңғырау,tonu
314,Ton::N,яңғырау,soinu
315,Lied::N,йыр,abesti
316,Ruhe::N,ял,nasaitasun
317,Ruhe::N,тыныслыҡ,nasaitasun
318,Leute::N,кешеләр,jende
319,Volk::N,халҡ,herri
320,Volk::N,халҡ,populu
321,Arbeit::N,эш,lan
322,Gast::N,ҡунаҡ,arrotz
323,Gast::N,ҡунаҡ,apopilo
324,Geschenk::N,бүләк,opari
325,Spiel::N,уйын,jolas
326,Gesellschaft::N,йәмғиәт,gizarte
327,Hilfe::N,ярҙам,helpide
328,Hilfe::N,ярҙам,laguntza
329,Freund::N,дуҫ,lagun
330,Kamerad::N,иптәш,adiskide
331,Kamerad::N,иптәш,lagunkide
332,Angelegenheit::N,әш,afera
333,Anzahl::N,һан,kopuru
334,Art::N,төр,mota
335,Stück::N,киҫәк,puska
336,Teil::N,өлөш,atal
337,Hälfte::N,ярты,erdi
338,Kreis::N,түңәрәк,biribilki
339,Kreuz::N,тәре,gurutze
340,Linie::N,һыҙыҡ,linea
341,Strich::N,һыҙат,marra
342,Abstand::N,ара,tarte
343,Entfernung::N,алыҫлыҡ,urrunera
344,Gegend::N,урын,alderdi
345,Gegend::N,урын,eskualde
346,Platz::N,арауыҡ,leku
347,Ort::N,ерҙәр,toki
348,Ort::N,урындар,toki
349,Ort::N,эш урыны,toki
350,Seite::N,яҡ,albo
351,Mitte::N,урталыҡ,erdi
352,Gegenstand::N,нәмә,gauzaki
353,Sache::N,нәмә,gauza
354,Sache::N,әйбер,gauza
355,Rand::N,сит,ertz
356,Kante::N,ҡабырға,ertz
357,Kante::N,ян,ertz
358,Ecke::N,мөйөш,kantoi
359,Spitze::N,ос,punta
360,Ende::N,аҙаҡ,buru
361,Ende::N,аҙаҡ,mutur
362,Loch::N,тишек,zulo
363,Winkel::N,мөйөш,zoko
364,Winkel::N,мөйөш,bazter
365,Muster::N,биҙәк,eredu
366,Muster::N,биҙәк,marrazki
367,Größe::N,ҙурлыҡ,kaizu
368,Größe::N,ҙурлыҡ,tamaina
369,Länge::N,оҙонлоҡ,luzera
370,Höhe::N,бейеклек,goiera
371,Höhe::N,бейеклек,garaiera
372,Gewicht::N,үлсәү,hazta
373,Menge::N,һан,kopuru
374,Haufen::N,өйөм,pila
375,Haufen::N,өйөм,mendoi
376,Reihe::N,рәт,ilara
377,Reihe::N,рәт,errenkada
378,Boot::N,кәмә,potin
379,Boot::N,кәмә,txalupa
380,Ruder::N,ишкәк,arraun
381,Schlitten::N,сана,lera
382,Schlitten::N,сана,narra
383,Ski::N,саңгы,eski
384,Lagerfeuer::N,костер,su
385,Last::N,ауырлыҡ,zama
386,Last::N,ауырлыҡ,karga
387,Gang::N,барыу,ibilera
388,Schritt::N,аҙым,pauso
389,Schritt::N,аҙым,urrats
390,Norden::N,төньяҡ,ipar
391,Norden::N,төньяҡ,iparralde
392,Süden::N,көньяҡ,hego
393,Süden::N,көньяҡ,hegoalde
394,Westen::N,көнбайыш,sartalde
395,Westen::N,көнбайыш,mendebalde
396,Osten::N,көнсығыш,ekialde
397,Osten::N,көнсығыш,sortalde
398,Holz::N,үағас,zur
399,Brett::N,таҡта,ohol
400,Platte::N,плита,lauza
401,Stütze::N,терәк,irozgarri
402,Stütze::N,терәк,bermagailu
403,Stange::N,кәртә,haga
404,Stock::N,таяҡ,makila
405,Stab::N,ҡолға,makila
406,Rohr::N,торба,hodi
407,Haus::N,өй,etxe
408,Haus::N,йорт,etxe
409,Heim::N,өй,etxe
410,Heim::N,өй,etxaleku
411,Ofen::N,мейес,berogailu
412,Fußboden::N,енес,zoru
413,Tisch::N,өҫтәл,mahai
414,Stuhl::N,ултырғыс,aulki
415,Wiege::N,бишек,kuma
416,Wiege::N,бишек,sehaska
417,Bett::N,карауат,ohe
418,Bett::N,карауат,ohatze
419,Regal::N,кәштә,apalategi
420,Kiste::N,йәшинк,kutxa
421,Fenster::N,тәҙрә,leiho
422,Tür::N,ишек,ate
423,Tor::N,ҡапҡа,atari
424,Zaun::N,ҡойма,hesi
425,Dach::N,түбә,teilatu
426,Dach::N,ҡыйыҡ,teilatu
427,Leiter::N,баҫҡыс,zurubi
428,Besen::N,һепертке,erratz
429,Spaten::N,көрәк,burdinpala
430,Schaufel::N,көрәк,pala
431,Gabel::N,сәнске,sardexka
432,Löffel::N,ҡалаҡ,koilara
433,Messer::N,бысаҡ,aizto
434,Nagel::N,сөй,iltze
435,Netz::N,ау,sare
436,Haken::N,ыргаҡ,mako
437,Griff::N,тотҡа,eskutoki
438,Schloss::N,йоҙаҡ,sarraila
439,Bild::N,картина,irudi
440,Figur::N,һын,figura
441,Puppe::N,ҡурсаҡ,panpina
442,Puppe::N,ҡурсаҡ,andrakila
443,Beutel::N,тоҡ,zorro
444,Bündel::N,төргәк,azao
445,Bündel::N,төргәк,espal
446,Tasche::N,сумка,poltsa
447,Eimer::N,биҙрә,treska
448,Deckel::N,ҡапҡас,tapa
449,Deckel::N,ҡапҡас,estalki
450,Geschirr::N,һауыт-һаба,baxera
451,Geschirr::N,һауыт-һаба,ontziteria
452,Sack::N,тоҡ,zaku
453,Tasse::N,сынаяҡ,kikara
454,Topf::N,кәстрүл,ontzi
455,Topf::N,кәстрүл,lapiko
456,Kessel::N,ҡаҙан,pazia
457,Essen::N,ашау,janaldi
458,Nahrung::N,аҙыҡ,jan
459,Speise::N,аш,jaki
460,Fleisch::N,ит,okela
461,Fleisch::N,ит,haragi
462,Getreide::N,иген,labore
463,Getreide::N,ашлыҡ,labore
464,Brei::N,бутҡа,ahi
465,Brei::N,бутҡа,pure
466,Brot::N,икмәк,ogi
467,Scheibe::N,телем,xerra
468,Scheibe::N,телем,pirripita
469,Fett::N,май,urin
470,Fett::N,май,koipe
471,Butter::N,май,gurin
472,Öl::N,май буяуы,olio
473,Salz::N,тоҙ,gatz
474,Suppe::N,һурпа,zopa
475,Suppe::N,һурпа,salda
476,Honig::N,бал,ezti
477,Milch::N,һөт,esne
478,Tee::N,сәй,te
479,Leder::N,күн,larru
480,Wolle::N,йөн,artile
481,Stoff::N,туҡыма,ehun
482,Nadel::N,энә,orratz
483,Nadel::N,энә,jostorratz
484,Faden::N,еп,hari
485,Knopf::N,төймә,botoi
486,Knoten::N,төйөн,korapilo
487,Farbe::N,буяу,pintura
488,Kleidung::N,кейем,arropa
489,Kleidung::N,кейем,jantziak
490,Hemd::N,күлдәк,atorra
491,Hemd::N,күлдәк,alkandora
492,Kragen::N,яға,idun
493,Ärmel::N,ең,mahuka
494,Hose::N,салбар,prakak
495,Hose::N,салбар,galtzak
496,Gürtel::N,ҡайыш,gerriko
497,Mütze::N,бүрк,txano
498,Mütze::N,бүрк,txapel
499,Schuh::N,туфли,oski
500,Schuh::N,туфли,oinetako
501,Stiefel::N,итек,bota
502,Ring::N,йөҙөк,uztai
503,Ring::N,балдаҡ,uztai
504,Band::N,таҫма,zinta
505,Band::N,таҫма,xingola
506,Kamm::N,тараҡ,orrazi
507,Spiegel::N,көзгө,mirail
508,Riemen::N,ҡайыш,uhal
509,Schnur::N,бау,lokailu
510,Leine::N,бау,lotura
511,Decke::N,одеяд,burusi
512,Kissen::N,мендәр,kuxin
513,Tuch::N,яулыҡ,zapi
514,Tuch::N,яулыҡ,oihal
515,Handtuch::N,таҫтамал,eskuzapi
516,Handtuch::N,таҫтамал,eskuoihal
517,Kraft::N,көс,indar
518,Stärke::N,көс,indar
519,Gesundheit::N,һаулыҡ,osasun
520,Krankheit::N,сир,eritasun
521,Krankheit::N,сир,gaixotasun
522,Krankheit::N,ауырыу,eritasun
523,Krankheit::N,ауырыу,gaixotasun
524,Schmerz::N,һыҙлау,min
525,Schmerz::N,әрнеү,min
526,Wunde::N,йәрәхәт,zauri
527,Fieber::N,тапма,sukar
528,Fieber::N,биҙгәк,sukar
529,Arznei::N,дарыу,osagai
530,Arznei::N,дарыу,sendagai
531,Brücke::N,күпер,zubi
532,Brunnen::N,ҡоҙоҡ,putzu
533,Weide::N,көтөүлек,alha
534,Weide::N,көтөүлек,bazkaleku
535,Pfad::N,һуҡмаҡ,zidor
536,Pfad::N,һуҡмаҡ,bidexka
537,Weg::N,юл,bide
538,Straße::N,урам,errepide
539,Dorf::N,ауыл,herri
540,Stadt::N,ҡала,hiri
541,Brief::N,хат,gutun
542,Brief::N,хат,eskutitz
543,Buch::N,китап,liburu
544,Buch::N,кенәгә,liburu
545,Buchstabe::N,хәреф,hizki
546,Zeitung::N,гәзит,egunkari
547,Leben::N,йәшәү,bizi
548,Leben::N,йәшәү,bizitza
549,Tod::N,үлем,herio
550,Tod::N,үлем,heriotza
551,Grab::N,ҡәбер,hobi
552,Grab::N,ҡәбер,hilobi
553,Kirche::N,сиркәү,eliza
554,Sünde::N,гөнаһ,hoben
555,Sünde::N,гөнаһ,bekatu
556,Gott::N,алла,jainko
557,Gott::N,хоҙай,jainko
558,Arbeiter::N,эшсе,langile
559,Arbeiter::N,эшсе,behargin
560,Chef::N,башлыҡ,nagusi
561,Meister::N,оҫта,maisu
562,Arzt::N,врач,osagile
563,Arzt::N,врач,sendagile
564,Lehrer::N,уҡытыусы,irakasle
565,Geld::N,аҡса,diru
566,Geschäft::N,эш,negozio
567,Laden::N,магазин,denda
568,Laden::N,магазин,saltegi
569,Preis::N,хаҡ,prezio
570,Preis::N,хаҡ,salneurri
571,Ware::N,тауар,salgai
572,Nutzen::N,файҙа,onura
573,Nutzen::N,файҙа,probetxu
574,Reichtum::N,байлыҡ,aberastasun
575,Welt::N,донъя,ludi
576,Welt::N,донъя,mundu
577,Land::N,ил,herrialde
578,Staat::N,дәүләт,estatu
579,König::N,король,errege
580,Macht::N,власть,botere
581,Grenze::N,сик,muga
582,Krieg::N,һуғыш,guda
583,Feind::N,йылан,etsai
584,Feind::N,йылан,arerio
585,Gewalt::N,көслөк,bortxa
586,Gewalt::N,көслөк,bortizkeria
587,Kampf::N,көрәш,gudu
588,Kampf::N,көрәш,auska
589,Bogen[Waffe]::N,йәйә,arku
590,Pfeil::N,уҡ,gezi
591,Gewehr::N,мылтыҡ,fusil
592,Fehler::N,хата,huts
593,Fehler::N,хата,hutsegin
594,Lüge::N,ялған,gezur
595,Schaden::N,зыян,kalte
596,Schaden::N,зарар,kalte
597,Unglück::N,ҡаза,zoritxar
598,Unglück::N,ҡаза,zorigaitz
599,Schuld::N,ғәйеп,erru
600,Alter::N,йәш,adin
601,Schluss::N,һуң,bukaera
602,Schluss::N,аҙаҡ,bukaera
603,Zeit::N,мәл,aldi
604,Zeit::N,мәл,denbora
605,Zeit::N,заман,aldi
606,Zeit::N,заман,denbora
607,Tag::N,көн,egun
608,Morgen::N,иртә,goiz
609,Morgen::N,иртәнсәк,goiz
610,Mittag::N,төш,eguerdi
611,Abend::N,кис,arrats
612,Nacht::N,төн,gau
613,Woche::N,аҙна,aste
614,Monat::N,ай,hil
615,Jahr::N,йыл,urte
616,Frühling::N,яҙ,udalehen
617,Sommer::N,йәй,uda
618,Herbst::N,көз,udazken
619,Herbst::N,көз,neguantz
620,Winter::N,ҡыш,negu
621,Januar::N,ғинуар,urtarril
622,Februar::N,февраль,otsail
623,März::N,март,martxo
624,April::N,апрель,apiril
625,Mai::N,май,maiatz
626,Juni::N,июнь,ekain
627,Juli::N,июль,uztail
628,August::N,август,abuztu
629,September::N,сентябрь,irail
630,Oktober::N,октябрь,urri
631,November::N,ноябрь,azaro
632,Dezember::N,декабрь,abendu
633,Montag::N,дүшәмбе,astelehen
634,Dienstag::N,шишәмбе,astearte
635,Mittwoch::N,шаршамбы,asteazken
636,Donnerstag::N,кесаҙна,ostegun
637,Freitag::N,йома,ostiral
638,Samstag::N,шәмбе,larunbat
639,Sonntag::N,йәкшәмбе,igande
640,groß::A,ҙур,handi
641,klein::A,бәләкәс,txiki
642,lang::A,оҙон,luze
643,kurz::A,ҡыҫҡа,labur
644,breit::A,киң,zabal
645,schmal::A,тар,mehar
646,dicht::A,йыш,sarri
647,dicht::A,йыш,trinko
648,dicht::A,ҡуйы,sarri
649,dicht::A,ҡуйы,trinko
650,dick[Gegenstand]::A,ҡалын,lodi
651,dünn::A,йоҡа,mehe
652,dünn::A,нәҙек,mehe
653,fein::A,нескә,fin
654,fest::A,ныҡ,tinko
655,flach::A,яҫы,lau
656,flach::A,яҫы,ordoki
657,flach::A,ялпаҡ,lau
658,flach::A,ялпаҡ,ordoki
659,glatt::A,шыма,leun
660,hart::A,ҡаты,gogor
661,weich::A,йомшаҡ,bigun
662,weich::A,йомшаҡ,beratz
663,rund::A,түңәрәк,biribil
664,spitz::A,осло түбәле,puntadun
665,scharf::A,үткер,zorrotz
666,stumpf::A,утмәҫ,kamuts
667,schwer::A,ауыр,astun
668,schwer::A,ауыр,pisutsu
669,schön::A,матур,eder
670,heiß::A,эҫе,bero
671,heiß::A,эҫе,oso bero
672,warm::A,йылы,bero
673,kalt::A,һыуыҡ,hotz
674,kühl::A,һалҡынса,hotzil
675,frisch::A,һалҡынса,fresko
676,frisch::A,һалҡынса,hozkirri
677,feucht::A,еүеш,heze
678,feucht::A,дымлы,heze
679,nass::A,еүеш,busti
680,trocken::A,кипкән,siku
681,trocken::A,кипкән,lehor
682,voll::A,тулы,bete
683,leer::A,буш,huts
684,offen::A,асыҡ,ireki
685,geschlossen::A,ябыҡ,itxita
686,sauber::A,таҙа,xahu
687,sauber::A,таҙа,garbi
688,schmutzig::A,бысраҡ,lohi
689,schmutzig::A,бысраҡ,zikin
690,roh::A,сей,gordin
691,reif::A,өлгөрғән,umo
692,reif::A,өлгөрғән,heldu
693,lecker::A,тәмле,goxo
694,süß::A,тямле,goxo
695,süß::A,тәм-том,goxo
696,bitter::A,әсе,karmin
697,bitter::A,әсе,garratz
698,sauer::A,әсе,mingots
699,hell::A,яҡты,argi
700,dunkel::A,ҡараңғы,ilun
701,schwarz::A,ҡара,beltz
702,weiß::A,аҡ,zuri
703,rot::A,матур,gorri
704,rot::A,һылыу,gorri
705,rot::A,сибәр,gorri
706,gelb::A,һары,hori
707,blau::A,күк,urdin
708,grün::A,йәшел,berde
709,grün::A,йәшел,musker
710,grau::A,буҙ,urdin
711,grau::A,буҙ,urdinabar
712,bunt::A,сыбар,koloretsu
713,bunt::A,ала-ҡола,koloretsu
714,billig::A,арзан,merke
715,teuer::A,ҡыйбатлы,garesti
716,wertvoll::A,ҡиммәтле,baliotsu
717,blind::A,һуҡыр,itsu
718,taub::A,һаңғырау,gor
719,kräftig::A,көслө,kementsu
720,kräftig::A,ҡеүәтле,kementsu
721,stark::A,көслө,bizkor
722,stark::A,көслө,indartsu
723,stark::A,ҡеүәтле,bizkor
724,stark::A,ҡеүәтле,indartsu
725,schwach::A,көсһөҙ,ahul
726,schwach::A,көсһөҙ,indargabe
727,fett::A,һимеҙ,gizen
728,schlank::A,зифа,lerden
729,hübsch::A,матур,polit
730,böse::A,асыулы,tzar
731,böse::A,асыулы,gaizto
732,dumm::A,иҫәр,lelo
733,dumm::A,иҫәр,pello
734,faul::A,иренсәк,nagi
735,faul::A,иренсәк,alfer
736,fleißig::A,тырыш,maratz
737,fleißig::A,тырыш,lanzale
738,geizig::A,һаран,zeken
739,geizig::A,һаран,zikoitz
740,klug::A,аҡыллы,zuhur
741,geschickt::A,оҫта,trebe
742,geschickt::A,оҫта,antzetsu
743,lieb::A,яғымлы,maite
744,lieb::A,яғымлы,laztan
745,lustig::A,күңелле,alaitsu
746,sanft::A,йыуаш,eme
747,sanft::A,йыуаш,ezti
748,hungrig::A,ас,gose
749,krank::A,сирле,eri
750,krank::A,сирле,gaixo
751,krank::A,ауырыу,eri
752,krank::A,ауырыу,gaixo
753,nackt::A,яланғас,biluzi
754,traurig::A,яманһыу,itun
755,traurig::A,яманһыу,betilun
756,lebendig::A,тере,bizirik
757,lebendig::A,йәнле,bizirik
758,gut::A,яҡшы,on
759,schlecht::A,хөрт,txar
760,schlecht::A,алама,txar
761,richtig::A,дөрөҫ,zuzen
762,schlimm::A,хөрт,larri
763,schlimm::A,алама,larri
764,wahr::A,дөрөҫ,egiazko
765,alt::A,иҫке,zahar
766,alt::A,боронғо,zahar
767,neu::A,яңы,berri
768,ehemalig::A,элекке,lehengo
