,Concept_ID,te,kk
198,Heu::N,ఎండుగడ్డి,шөп
199,Schale::N,పొట్టు,қабық
200,Schale::N,పొట్టు,қабығы
201,Grube::N,గొయ్యి,ор
202,Falle::N,బోను,дұзақ
203,Falle::N,బోను,қақпан
204,Schlinge::N,ఉరి,ілмек
205,Spur::N,జాడ,із
206,Asche::N,బూడిద,күл
207,Dreck::N,ముఱికి,былғаныш
208,Eisen::N,ఇనుము,темір
209,Gold::N,బంగారము,алтын
210,Silber::N,వెండి,күміс
211,Kohle::N,నేలబొగ్గు,көмір
212,Glas::N,గాజు,шыны
213,Lehm::N,బంకమన్ను,балшық
214,Sand::N,ఇసుక,құм
215,Mensch::N,నరుడు,адам
216,Mann::N,పురుమడు,еркек
217,Mann::N,పురుమడు,ер адам
218,Frau::N,ఆడుది,бике
219,Frau::N,ఆడుది,қатын
220,Kind::N,బిడ్డ,бала
221,Kind::N,బిడ్డ,перзент
222,Junge::N,బాలుడు,бала
223,Junge::N,బాలుడు,ер бала
224,Mädchen::N,బాలిక,қыз
225,Familie::N,కుటుంబము,жанұя
226,Großvater::N,తాత,ата
227,Großmutter::N,అయ్యమ్మ,әже
228,Großmutter::N,అయ్యమ్మ,әжей
229,Eltern::N,తల్లితండ్రులు,ата-аналар
230,Vater::N,తండ్రి,әке
231,Mutter::N,తల్లి,ана
232,Sohn::N,కొడుకు,ұл
233,Tochter::N,కూతురు,қызым
234,Bruder::N,పోదరుడు,бауырым
235,Schwester::N,సోదరి,әпке
236,Onkel::N,మేనమామ,көке
237,Tante::N,మేనత్త,тәте
238,Tante::N,పినతల్లి,тәте
239,Ehemann::N,భర్త,ер
240,Ehefrau::N,భార్య,зайып
241,Freude::N,సంతోషము,қуаныш
242,Freude::N,సంతోషము,сүйініш
243,Freude::N,సంతోషము,шат-думан
244,Freude::N,సంతోషము,қуаныштылық
245,Gelächter::N,నవ్వు,күлу
246,Glück::N,సంతోషము,бақыт
247,Glück::N,సంతోషము,бақыттылық
248,Kummer::N,దుఃఖము,аза
249,Kummer::N,దుఃఖము,қайғы
250,Kummer::N,దుఃఖము,қасырет
251,Wunsch::N,కోరిక,мүдде
252,Lust::N,కోరిక,тәбет
253,Lust::N,కోరిక,ынтызар
254,Lust::N,కోరిక,құштарлық
255,Geist::N,ఆత్మ,рух
256,Gedanke::N,ఆలోచన,ой
257,Gedächtnis::N,జ్ఞాపకము,ес
258,Gedächtnis::N,జ్ఞాపకము,жады
259,Gedächtnis::N,జ్ఞాపకము,ақыл-ес
260,Verstand::N,మనస్సు,ақыл
261,Verstand::N,మనస్సు,парасат
262,Sinn::N,అర్థము,мән
263,Sinn::N,అర్థము,маныз
264,Sinn::N,అర్థము,мағына
265,Sinn::N,అర్థము,мән-мағына
266,Grund::N,కారణము,себеп
267,Wahrheit::N,సత్యము,рас
268,Gespräch::N,పంభాషణ,әңгіме
269,Märchen::N,అద్భుతకథ,ертеп
270,Märchen::N,అద్భుతకథ,ертек
271,Erzählung::N,కథ,әңгіме
272,Nachricht::N,వార్త,хабар
273,Neuigkeit::N,వార్త,жаңалық
274,Name::N,పేరు,ат
275,Name::N,పేరు,атау
276,Rätsel::N,చిక్కు,жұмбақ
277,Rede::N,ఉపన్యాసము,сөз
278,Sprache::N,భాష,тіл
279,Stimme::N,కంరథ్సని,үн
280,Stimme::N,కంరథ్సని,әуен
281,Stimme::N,కంరథ్సని,дауыс
282,Wort::N,మాట,сөз
283,Zeichen::N,గుర్తు,ишара
284,Ruf::N,పిలువు,айғай
285,Lärm::N,సందడి,айғай-шу
286,Lärm::N,సందడి,айғай-ұйғай
287,Laut::N,ధ్వని,дыбыс
288,Laut::N,ధ్వని,дауыс
289,Ton::N,స్వరము,әуен
290,Lied::N,పాట,ән
291,Lied::N,పాట,жыр
292,Lied::N,పాట,ән-жыр
293,Ruhe::N,గాలిలేమి,тыныштық
294,Leute::N,జనులు,кісілер
295,Volk::N,జాతి,халық
296,Arbeit::N,పని,еңбек
297,Gast::N,అతిధి,қонақ
298,Gast::N,అతిధి,мейман
299,Geschenk::N,దానము,қадия
300,Spiel::N,ఆట,ойын
301,Gesellschaft::N,జట్టు,қауым
302,Gesellschaft::N,జట్టు,жұртшылық
303,Hilfe::N,సాహాయ్యము,жэрдем
304,Freund::N,స్నేహితుడు,дос
305,Kamerad::N,చెలికాడు,дос-жар
306,Angelegenheit::N,విషయము,жұмыс
307,Anzahl::N,లెక్క,сан
308,Anzahl::N,లెక్క,саны
309,Art::N,జాతి,түр
310,Stück::N,తునుక,тілім
311,Teil::N,భాగము,үлес
312,Teil::N,భాగము,бөлшек
313,Hälfte::N,సగము,жарты
314,Kreis::N,వృత్తము,шеңбер
315,Kreuz::N,సిలువ,крест
316,Linie::N,గీత,сызық
317,Strich::N,గీత,сызық
318,Abstand::N,సందు,ара
319,Abstand::N,సందు,аралық
320,Entfernung::N,దూరము,аралық
321,Gegend::N,విస్తీర్ణము,өңір
322,Platz::N,ఎడము,орны
323,Ort::N,స్థలము,орын
324,Seite::N,ప్రక్క,жақ
325,Seite::N,ప్రక్క,бүйір
326,Mitte::N,నడిమి,ортасы
327,Gegenstand::N,పద్దు,зат
328,Gegenstand::N,పద్దు,нәрсе
329,Sache::N,వస్తువు,бұйым
330,Rand::N,అంచు,шет
331,Rand::N,అంచు,шеті
332,Kante::N,అంచు,қыр
333,Kante::N,అంచు,қыры
334,Ecke::N,మూల,қыры
335,Ecke::N,మూల,бұрыш
336,Spitze::N,మొన,ұшы
337,Ende::N,కొన,аяқ
338,Ende::N,కొన,соңы
339,Loch::N,రంధ్రము,тесік
340,Winkel::N,కోణము,мүйіс
341,Muster::N,మాదిరి,мәнер
342,Größe::N,పరిమాణము,ауқым
343,Größe::N,పరిమాణము,көлемдік
344,Länge::N,పొడుగు,бой
345,Länge::N,పొడుగు,ұзындық
346,Höhe::N,పొడుగు,жоғарылық
347,Höhe::N,పొడుగు,биіктік
348,Gewicht::N,భారము,салмақ
349,Menge::N,మొత్తము,мөлшер
350,Haufen::N,రాశి,үйме
351,Haufen::N,రాశి,үйінді
352,Reihe::N,వరుస,сап
353,Boot::N,పడవ,қайық
354,Ruder::N,అడక,ескек
355,Schlitten::N,సరవండ్లు,шана
356,Ski::N,స్కీ,шаңғы
357,Lagerfeuer::N,నెగడు,алау
358,Last::N,బరువు,ауырлық
359,Last::N,బరువు,ауыр зат
360,Gang::N,నడక,жүріс
361,Schritt::N,అడుగు,адым
362,Norden::N,ఉత్తరదిక్కు,солтүстік
363,Norden::N,ఉత్తరదిక్కు,терістік
364,Süden::N,దక్షిణము,оңтүстік
365,Westen::N,పడమర,батыс
366,Osten::N,తూర్పు,күншығыс
367,Holz::N,కొయ్య,ағаш
368,Holz::N,కొయ్య,сүрек
369,Brett::N,పలక,тақта
370,Platte::N,పలక,тақта
371,Stütze::N,వాల్సేడ్లు,тіреу
372,Stange::N,స్తంభము,қада
373,Stock::N,కఱ్ఱ,сойыл
374,Stab::N,కఱ్ఱ,сырық
375,Rohr::N,గొట్టము,құбыр
376,Haus::N,ఇల్లు,үй
377,Heim::N,స్వగృహము,үйлі
378,Heim::N,స్వగృహము,шаңырақ
379,Ofen::N,పొయ్యి,ошақ
380,Ofen::N,పొయ్యి,пеш
381,Fußboden::N,నేల,еден
382,Tisch::N,మేజా,үстел
383,Stuhl::N,కుర్చీ,орындық
384,Wiege::N,ఉయ్యాల,бесік
385,Bett::N,పడక,кереует
386,Bett::N,మంచం,кереует
387,Regal::N,అటక,сөре
388,Kiste::N,వెట్టె,жәшік
389,Fenster::N,కిటికి,терезе
390,Tür::N,ద్వారము,есік
391,Tor::N,ద్వారము,дарбаза
392,Zaun::N,కంచె,дуал
393,Dach::N,ఇంటివైకప్పు,шатыр
394,Leiter::N,నిచ్చెన,саты
395,Leiter::N,నిచ్చెన,басқыш
396,Besen::N,చీపురుకట్ట,сыпырғыш
397,Spaten::N,పాఱ,күрек
398,Schaufel::N,పాఱ,қалақ
399,Gabel::N,ముండ్లగరిటె,аша
400,Gabel::N,ముండ్లగరిటె,шанышқы
401,Löffel::N,గరిటె,қасық
402,Messer::N,కత్తి,пышақ
403,Nagel::N,మేకు,мық
404,Nagel::N,మేకు,шеге
405,Netz::N,వల,керегекөз
406,Haken::N,కొక్కెము,ілмек
407,Griff::N,పిడి,сап
408,Griff::N,పిడి,тұтқа
409,Schloss::N,తాళము,құлып
410,Schloss::N,తాళము,бекіткіш
411,Bild::N,చిత్రము,сурет
412,Figur::N,రూపము,тұлға
413,Puppe::N,బొమ్మ,қуыршақ
414,Beutel::N,సంచి,қапшық
415,Bündel::N,మూట,байлам
416,Tasche::N,సంచి,дорба
417,Eimer::N,చేద,шелек
418,Deckel::N,మూత,жапқыш
419,Geschirr::N,వంటకాలు,ыдыс
420,Sack::N,గోనెసంచి,қап
421,Tasse::N,గిన్నె,шыныаяқ
422,Topf::N,కుండ,кәстрөл
423,Kessel::N,నీరుకాచుపాత్ర,қазан
424,Essen::N,ఆహారము,ас
425,Nahrung::N,ఆహారము,ас
426,Nahrung::N,ఆహారము,тамақ
427,Speise::N,ఆహారము,тағам
428,Fleisch::N,మాంసము,ет
429,Getreide::N,ధాన్యము,дәнді
430,Brei::N,గుజ్జు,ботқа
431,Brot::N,రొట్టె,күлше
432,Scheibe::N,బద్ద,тілім
433,Fett::N,క్రొవ్వు,май
434,Butter::N,వెన్న,май
435,Öl::N,నూనె,май
436,Salz::N,ఉప్పు,тұз
437,Suppe::N,చారు,көже
438,Honig::N,తెనె,бал
439,Milch::N,పాలు,сүт
440,Tee::N,తేనీరు,шай
441,Leder::N,బాగుచేసివతోలు,көн
442,Wolle::N,ఉన్ని,жүн
443,Stoff::N,బట్ట,мата
444,Stoff::N,బట్ట,кездеме
445,Nadel::N,సూది,ине
446,Faden::N,దారము,жіп
447,Knopf::N,బొత్తాము,түйме
448,Knoten::N,ముడి,түйін
449,Farbe::N,రంగు,рең
450,Kleidung::N,బట్టలు,киім
451,Hemd::N,చొక్కాయ,жейде
452,Kragen::N,మాల,жаға
453,Ärmel::N,చొక్కాయచెయ్యి,жең
454,Hose::N,ఇజారు,шалбар
455,Gürtel::N,పటకా,белбеу
456,Mütze::N,టోపి,қалпақ
457,Schuh::N,పాదరక్ష,кебіс
458,Stiefel::N,బూటు,етік
459,Ring::N,ఉంగరము,жүзік
460,Band::N,నాడా,таспа
461,Kamm::N,దువ్వెన,тарақ
462,Spiegel::N,అద్దము,айна
463,Riemen::N,వాడా,қайыс
464,Schnur::N,దారము,жіп
465,Leine::N,వారు,тізгін
466,Decke::N,కంబళి,көрпе
467,Kissen::N,తలగడ,жастық
468,Tuch::N,బట్ట,орамал
469,Handtuch::N,తువాలు,сүлгі
470,Kraft::N,బలము,қуат
471,Kraft::N,బలము,қарқын
472,Kraft::N,బలము,әл-шама
473,Kraft::N,బలము,әл-дәрмен
474,Stärke::N,శక్తి,әл
475,Stärke::N,శక్తి,күш
476,Gesundheit::N,ఆరోగ్యము,денсаулык
477,Krankheit::N,రోగము,ауру
478,Schmerz::N,నొప్పి,ауру
479,Wunde::N,గాయము,зақым
480,Wunde::N,గాయము,жарақат
481,Fieber::N,జ్వరము,безгек
482,Fieber::N,జ్వరము,қалтырау
483,Fieber::N,జ్వరము,қызу көтерілуі
484,Arznei::N,మందు,дәрі
485,Arznei::N,మందు,дәрі-дәрмек
486,Brücke::N,వంతెన,көпір
487,Brunnen::N,బావి,құдық
488,Brunnen::N,కూపము,құдық
489,Brunnen::N,నుయ్యి,құдық
490,Weide::N,పచ్చికబయలు,өріс
491,Weide::N,పచ్చికబయలు,жайылым
492,Pfad::N,కాలిత్రోవ,жол
493,Weg::N,మార్గము,жол
494,Straße::N,బాట,жол
495,Dorf::N,గ్రామము,ауыл
496,Stadt::N,పట్టణము,қала
497,Stadt::N,పట్టణము,шаһар
498,Brief::N,జాబు,хат
499,Brief::N,జాబు,жазу
500,Buch::N,పుస్తకము,кітап
501,Buchstabe::N,అక్షరము,әріп
502,Buchstabe::N,అక్షరము,қаріп
503,Zeitung::N,వార్తాపత్రిక,газет
504,Leben::N,ప్రాణము,өмір
505,Leben::N,ప్రాణము,тіршілік
506,Tod::N,మరణము,опат
507,Grab::N,సమాధి,мола
508,Grab::N,సమాధి,мазар
509,Kirche::N,క్రెస్తవులగుడి,шіркеу
510,Sünde::N,పాపము,күнә
511,Gott::N,దేవుడు,алла
512,Gott::N,దేవుడు,құдай
513,Gott::N,దేవుడు,тәңірі
514,Gott::N,దేవుడు,пәруардігер
515,Gott::N,దేవుడు,жаратқан тәңірі
516,Arbeiter::N,పనిపాటుచేశేవాడు,жүмысшы
517,Chef::N,యజమానుడు,басшы
518,Chef::N,యజమానుడు,жұмыс басқарушысы
519,Meister::N,కళాకారుడు,шебер
520,Meister::N,కళాకారుడు,өнерпаз
521,Arzt::N,వైద్యుడు,дәрігер
522,Lehrer::N,ఉపాధ్యాయుడు,мұғалім
523,Geld::N,ద్రవ్యము,пұл
524,Geschäft::N,వ్యాపారము,бизнес
525,Laden::N,అంగడి,дүкен
526,Preis::N,వెల,ақы
527,Preis::N,వెల,құны
528,Preis::N,వెల,нарық
529,Ware::N,సరకులు,тауар
530,Nutzen::N,ప్రయోజనము,пайда
531,Reichtum::N,ధనము,бақ-дәулет
532,Welt::N,ప్రపంచము,әлем
533,Welt::N,ప్రపంచము,жиһан
534,Land::N,దేశము,аймақ
535,Staat::N,రాజ్యము,мемлекет
536,König::N,రాజు,патша
537,Macht::N,అధికారము,өкімет
538,Macht::N,అధికారము,қожалық
539,Grenze::N,సరిహద్దు,шек
540,Krieg::N,యుద్ధము,соғыс
541,Feind::N,శత్రువు,жау
542,Feind::N,శత్రువు,дұшпан
543,Gewalt::N,దౌర్జన్యము,зорлык
544,Gewalt::N,దౌర్జన్యము,зорлық-зомбылык
545,Kampf::N,పోట్లాట,күрес
546,Kampf::N,పోట్లాట,алыспақ
547,Bogen[Waffe]::N,విల్లు,саржа
548,Pfeil::N,బాణము,жебе
549,Gewehr::N,తుపాకి,қару
550,Fehler::N,తప్ప,әбес
551,Fehler::N,తప్ప,қаталық
552,Lüge::N,అసత్యము,өтірік
553,Schaden::N,నష్టము,зиян
554,Schaden::N,నష్టము,зарар
555,Unglück::N,దురదృష్టము,пәле
556,Unglück::N,దురదృష్టము,қасырет
557,Unglück::N,దురదృష్టము,ауыртпалық
558,Schuld::N,తప్పు,айыптылық
559,Alter::N,వయస్సు,жас
560,Alter::N,వయస్సు,жас шамасы
561,Schluss::N,ముగింపు,ада
562,Schluss::N,ముగింపు,бітуі
563,Zeit::N,కాలము,уақыт
564,Tag::N,దినము,күн
565,Morgen::N,ఉదయము,таң
566,Morgen::N,ఉదయము,таңертең
567,Mittag::N,మధ్యాహ్నము,талтүс
568,Abend::N,సాయంకాలము,кеш
569,Nacht::N,రత్రి,түн
570,Woche::N,వారము,апта
571,Monat::N,నెల,ай
572,Jahr::N,సంవత్సరము,жыл
573,Frühling::N,వసంతకాలము,көктем
574,Sommer::N,వేసవికాము,жаз
575,Herbst::N,ఆకురాలుకాలము,күз
576,Winter::N,శీతకాలము,қыс
577,Januar::N,జనవరి,каңтар
578,Februar::N,ఫిబ్రవరి,ақпан
579,März::N,మార్చి,наурыз
580,April::N,ఏప్రిలు,сәуір
581,Mai::N,మే,мамыр
582,Juni::N,జూన్,маусым
583,Juli::N,జూలై,шілде
584,August::N,ఆగస్టు,сүмбіле
585,August::N,ఆగస్టు,тамыз
586,September::N,సెప్ఠెంబరు,қыркүйек
587,Oktober::N,అక్టోబరు,ақырап
588,November::N,నవంబరు,қараша
589,Dezember::N,డిసెంబర్,желтоқсан
590,Montag::N,సోమవారము,дүйсенбі
591,Dienstag::N,మంగళవారము,сейсенбі
592,Mittwoch::N,బుధవారము,сәрсенбі
593,Donnerstag::N,గురువారము,бейсенбі
594,Freitag::N,శుక్రవారము,жұма
595,Samstag::N,శనివారము,сенбі
596,Sonntag::N,ఆదివారము,жексембі
597,groß::A,గొప్పైన,алпамсадай
598,klein::A,చిన్న,кішкене
599,klein::A,చిన్న,қарғадай
600,lang::A,పొడుగాటి,сопақ
601,lang::A,పొడుగాటి,сорайған
602,kurz::A,పొట్టి,кеспелтек
603,breit::A,వెడల్పైన,айдынды
604,schmal::A,ఇఱుకైన,қысық
605,dicht::A,దట్టమైన,жиі
606,dick[Gegenstand]::A,దట్టమైన,шомбал
607,dünn::A,పలుచని,жұқа
608,dünn::A,పలుచని,жіңішке
609,fein::A,నాజాకైన,қаңылтақ
610,fest::A,దృడమైవ,берік
611,fest::A,దృడమైవ,мызғымас
612,flach::A,చదువైన,жалпак
613,glatt::A,నున్నని,типыл
614,hart::A,కఠినమైన,қатты
615,weich::A,మృదువైన,жұмсақ
616,rund::A,గుండ్రని,домалақ
617,spitz::A,మొనగల,үшкір
618,scharf::A,పదనైన,сүйрік
619,stumpf::A,వాడిలేని,доғал
620,stumpf::A,వాడిలేని,өтпейтін
621,schwer::A,బరువ్తెన,салмақты
622,schön::A,సుందరమైన,сұлу
623,heiß::A,వేడియైన,ыссы
624,warm::A,వెచ్చని,жылы
625,kalt::A,చల్లని,аязды
626,kühl::A,చల్లని,салқын
627,frisch::A,తాజాయైన,таза
628,frisch::A,తాజాయైన,жаңа
629,feucht::A,చెమ్మగానున్న,нам
630,feucht::A,చెమ్మగానున్న,дымқылды
631,nass::A,తడిగామన్న,сулы
632,trocken::A,ఎండిన,құрғақ
633,voll::A,నిండు,толы
634,leer::A,శూన్యమైన,бос
635,offen::A,తెఱచియున్న,ашып қойылған
636,geschlossen::A,మూసిన,жабулы
637,sauber::A,పరిశుద్ధమైన,дақсыз
638,sauber::A,పరిశుద్ధమైన,мұнтаздай
639,schmutzig::A,ముఱికియైన,айғыз
640,schmutzig::A,ముఱికియైన,сатпақ
641,schmutzig::A,ముఱికియైన,сатал-сатал
642,roh::A,పచ్చి,шикі
643,reif::A,పండివ,піскен
644,lecker::A,రుచి గల,дәмді
645,süß::A,తియ్యని,тәтті
646,bitter::A,చేదైన,ащы
647,sauer::A,పుల్లని,қышқыл
648,hell::A,కాంతిగల,жарық
649,hell::A,కాంతిగల,жарқын
650,dunkel::A,చీకటియైన,қараңғы
651,schwarz::A,నల్లని,қара
652,weiß::A,తెలుపు,ақ
653,rot::A,ఎఱ్ఱని,қызыл
654,gelb::A,పసుపు పచ్చ,сары
655,blau::A,నీలవర్ణము,көк
656,grün::A,ఆకుపచ్చని,жасыл
657,grau::A,నెరిసిన,бозамық
658,bunt::A,రంగేలీ,алабажак
659,billig::A,చౌకయైన,арзан
660,teuer::A,వెలపొడుగైన,бағалы
661,wertvoll::A,విలుప్తెన,құнды
662,wertvoll::A,విలుప్తెన,қымбат
663,blind::A,గ్రుడ్డి,көзсіз
664,blind::A,గ్రుడ్డి,көр
665,blind::A,గ్రుడ్డి,көр_соқыр
666,taub::A,చెవిటి,керең
667,taub::A,చెవిటి,саңырау
668,kräftig::A,శక్తి గల,қуатты
669,kräftig::A,శక్తి గల,қарымды
670,stark::A,బలమైన,білекті
671,schwach::A,బలహీనమైన,әлсіз
672,schwach::A,బలహీనమైన,күшсіз
673,schwach::A,బలహీనమైన,қайратсыз
674,fett::A,క్రొవ్విన,семіз
675,schlank::A,సన్నని,ашаң
676,hübsch::A,సాగప్తెన,ажарлы
677,hübsch::A,సాగప్తెన,шырайлы
678,böse::A,చెడ్డ,өш
679,böse::A,చెడ్డ,сұм
680,böse::A,చెడ్డ,жауыз
681,dumm::A,తెలివిలేని,көкми
682,dumm::A,తెలివిలేని,ақымақ
