,Concept_ID,tt,ru
406,Salz::N,тоз,соль
407,Suppe::N,шулпа,суп
408,Honig::N,бал,мед
409,Milch::N,сөт,молоко
410,Tee::N,чәй,чай
411,Leder::N,күн,кожа
412,Wolle::N,йон,шерсть
413,Stoff::N,тукыма,ткань
414,Nadel::N,энә,игла
415,Faden::N,җеп,нитка
416,Knopf::N,төймә,пуговица
417,Knoten::N,төен,узел
418,Farbe::N,буяу,краска
419,Kleidung::N,кием,одежда
420,Hemd::N,күлмәк,рубашка
421,Kragen::N,яка,воротник
422,Ärmel::N,җиң,рукав
423,Hose::N,чалбар,брюки
424,Gürtel::N,билбау,пояс
425,Mütze::N,бүрек,шапка
426,Schuh::N,башмак,ботинок
427,Stiefel::N,итек,сапог
428,Ring::N,балдак,кольцо
429,Band::N,тасма,лента
430,Kamm::N,тарак,расческа
431,Spiegel::N,көзге,зеркало
432,Riemen::N,каеш,ремень
433,Schnur::N,бау,веревка
434,Leine::N,тезген,поводок
435,Decke::N,юрган,одеяло
436,Kissen::N,мендәр,подушка
437,Tuch::N,яулык,платок
438,Handtuch::N,сөлгә,полотенце
439,Kraft::N,егәр,сила
440,Kraft::N,дәрман,сила
441,Stärke::N,көч,крепость
442,Stärke::N,дәрман,крепость
443,Gesundheit::N,саулык,здоровье
444,Krankheit::N,чир,болезнь
445,Krankheit::N,хаста,болезнь
446,Krankheit::N,сырхау,болезнь
447,Schmerz::N,авырту,боль
448,Wunde::N,яра,рана
449,Wunde::N,җәрәхәт,рана
450,Fieber::N,бизгәк,лихорадка
451,Fieber::N,бизгәк,температура
452,Arznei::N,дару,лекарство
453,Brücke::N,күпер,мост
454,Brunnen::N,кое,колодец
455,Weide::N,утлавык,пастбище
456,Pfad::N,сукмак,тропа
457,Weg::N,юл,путь
458,Weg::N,юл,дорога
459,Straße::N,урам,улица
460,Straße::N,урам,дорога
461,Dorf::N,авыл,деревня
462,Stadt::N,шәһәр,город
463,Brief::N,хат,письмо
464,Buch::N,китап,книга
465,Buchstabe::N,хәреф,буква
466,Zeitung::N,газет,газета
467,Zeitung::N,газета,газета
468,Leben::N,гомер,жизнь
469,Leben::N,тормыш,жизнь
470,Leben::N,тереклек,жизнь
471,Tod::N,үлем,смерть
472,Grab::N,гүр,могила
473,Grab::N,кабер,могила
474,Kirche::N,чиркәү,церковь
475,Sünde::N,язык,грех
476,Sünde::N,гөнаһ,грех
477,Gott::N,алла,бог
478,Gott::N,ходай,бог
479,Arbeiter::N,эшче,рабочий
480,Chef::N,башлык,начальник
481,Meister::N,оста,мастер
482,Arzt::N,врач,врач
483,Arzt::N,табиб,врач
484,Lehrer::N,укытучы,учитель
485,Lehrer::N,мөгаллим,учитель
486,Geld::N,акча,деньги
487,Geschäft::N,эш,занятие
488,Laden::N,кибет,магазин
489,Laden::N,магазин,магазин
490,Preis::N,бәя,цена
491,Preis::N,бәһа,цена
492,Ware::N,товар,товар
493,Nutzen::N,файда,выгода
494,Reichtum::N,байлык,богатство
495,Welt::N,дөнья,мир
496,Land::N,ил,страна
497,Staat::N,дәүләт,государство
498,König::N,патша,король
499,Macht::N,хакимият,власть
500,Grenze::N,чик,граница
501,Krieg::N,сугыш,война
502,Feind::N,дошман,враг
503,Gewalt::N,көчләү,насилие
504,Kampf::N,көрәш,борьба
505,Bogen[Waffe]::N,җәя,лук
506,Pfeil::N,ук,стрела
507,Gewehr::N,мылтык,ружье
508,Fehler::N,хата,ошибка
509,Lüge::N,ялган,ложь
510,Schaden::N,зыян,вред
511,Schaden::N,зарар,вред
512,Unglück::N,бәла,беда
513,Schuld::N,гаеп,вина
514,Alter::N,яшь,возраст
515,Schluss::N,ахыр,окончание
516,Zeit::N,заман,время
517,Tag::N,көн,день
518,Morgen::N,иртә,утро
519,Mittag::N,өйлә,полдень
520,Abend::N,кич,вечер
521,Nacht::N,төн,ночь
522,Woche::N,атна,неделя
523,Monat::N,ай,месяц
524,Jahr::N,ел,год
525,Frühling::N,яз,весна
526,Sommer::N,җәй,лето
527,Herbst::N,көз,осень
528,Winter::N,кыш,зима
529,Januar::N,гыйнвар,январь
530,Februar::N,февраль,февраль
531,März::N,март,март
532,April::N,апрель,апрель
533,Mai::N,май,май
534,Juni::N,июнь,июнь
535,Juli::N,июль,июль
536,August::N,август,август
537,September::N,сентябрь,сентябрь
538,Oktober::N,октябрь,октябрь
539,November::N,ноябрь,ноябрь
540,Dezember::N,декабрь,декабрь
541,Montag::N,дүшәмбе,понедельник
542,Dienstag::N,сишәмбе,вторник
543,Mittwoch::N,чәршәмбе,среда
544,Donnerstag::N,атнакич,четверг
545,Donnerstag::N,пәнҗешәмбе,четверг
546,Freitag::N,җомга,пятница
547,Samstag::N,шимбә,суббота
548,Sonntag::N,якшәмбе,воскресенье
549,groß::A,зур,большой
550,klein::A,кечкенә,маленький
551,lang::A,озын,длинный
552,kurz::A,кыска,короткий
553,breit::A,киң,широкий
554,schmal::A,кысык,узкий
555,dicht::A,куе,густой
556,dick[Gegenstand]::A,калын,толстый
557,dünn::A,нечкә,тонкий
558,fein::A,нәзакәтле,тонкий
559,fest::A,нык,крепкий
560,flach::A,яссы,плоский
561,flach::A,ялпак,плоский
562,glatt::A,шома,гладкий
563,hart::A,каты,твердый
564,weich::A,йомшак,мягкий
565,rund::A,түгәрәк,круглый
566,spitz::A,очлы,остроконечный
567,scharf::A,үткен,острый
568,stumpf::A,үтмәс,тупой
569,schwer::A,салмак,тяжелый
570,schön::A,гүзәл,красивый
571,heiß::A,эссе,жаркий
572,warm::A,җылы,теплый
573,kalt::A,суык,холодный
574,kalt::A,салкын,холодный
575,kühl::A,салкынча,прохладный
576,frisch::A,салкынча,свежий
577,feucht::A,юеш,влажный
578,nass::A,дымлы,мокрый
579,trocken::A,коры,сухой
580,voll::A,тулы,полный
581,voll::A,тулы,наполненный
582,leer::A,буш,пустой
583,offen::A,ачык,открытый
584,geschlossen::A,йомык,закрытый
585,sauber::A,пакь,чистый
586,sauber::A,чиста,чистый
587,schmutzig::A,керле,грязный
588,schmutzig::A,пычрак,грязный
589,roh::A,чи,сырой
590,reif::A,өлгергән,зрелый
591,lecker::A,тәмле,вкусный
592,süß::A,татлы,сладкий
593,bitter::A,ачы,горький
594,sauer::A,әче,кислый
595,hell::A,якты,светлый
596,dunkel::A,кара,темный
597,schwarz::A,кара,черный
598,weiß::A,ак,белый
599,rot::A,кызыл,красный
600,gelb::A,сары,желтый
601,blau::A,күк,синий
602,grün::A,яшел,зеленый
603,grau::A,соры,серый
604,bunt::A,чуар,пестрый
605,billig::A,арзан,дешевый
606,teuer::A,хаклы,дорогой
607,wertvoll::A,кыйммәтле,ценный
608,blind::A,сукыр,слепой
609,blind::A,күзсез,слепой
610,taub::A,чукрак,глухой
611,taub::A,саңгырау,глухой
612,kräftig::A,егәрле,могучий
613,stark::A,нык,сильный
614,stark::A,базык,сильный
615,schwach::A,зәгыйфь,слабый
616,fett::A,симез,жирный
617,schlank::A,нәзек,стройный
618,hübsch::A,чибәр,прелестный
619,böse::A,усал,злой
620,dumm::A,акылсыз,глупый
621,faul::A,ялкау,ленивый
622,faul::A,иренчәк,ленивый
623,fleißig::A,тырыш,прилежный
624,fleißig::A,тырышучан,прилежный
625,geizig::A,саран,жадный
626,klug::A,акыллы,умный
627,geschickt::A,маһир,искусный
628,lieb::A,сөекле,милый
629,lustig::A,күңелле,веселый
630,sanft::A,басынкы,нежный
631,hungrig::A,ач,голодный
632,krank::A,чирле,больной
633,krank::A,сырхау,больной
634,nackt::A,шәрә,голый
635,traurig::A,ямансу,грустный
636,lebendig::A,тере,живой
637,gut::A,яхшы,хороший
638,schlecht::A,начар,плохой
639,richtig::A,дөрес,правильный
640,schlimm::A,әшәкә,отвратительный
641,schlimm::A,әшәкә,мерзкий
642,wahr::A,чып-чын,настоящий
643,alt::A,иске,старый
644,neu::A,яңа,новый
645,ehemalig::A,элекке,бывший
646,alt[Lebewesen]::A,карт,пожилой
647,jung::A,яшь,молодой
648,arm::A,фәкыйрь,бедный
649,reich::A,бай,богатый
650,bekannt::A,таныш,знакомый
651,berühmt::A,атаклы,знаменитый
652,fremd::A,ят,чужой
653,verschieden::A,төрле,разный
654,nah::A,якын,близкий
655,fern::A,ерак,далекий
656,linker::A,сул,левый
657,rechter::A,уң,правый
658,anderer::A,бүтән,другой
659,erster::A,беренче,первый
660,zweiter::A,икенче,второй
661,dritter::A,өченче,третий
662,letzter::A,ахыргы,последний
663,allein::ADV,ялгыз,один
664,auf einmal::ADV,бердән,сразу
665,zusammen::ADV,бергә,вместе
666,lange::ADV,озак,долго
667,plötzlich::ADV,искәрмәстән,вдруг
668,sofort::ADV,хәзер,тотчас
669,später::ADV,соңрак,позже
670,jetzt::ADV,хәзер,сейчас
671,heute::ADV,бүген,сегодня
672,morgen::ADV,иртәгә,завтра
673,bald::ADV,тиздән,скоро
674,dann::ADV,аннары,потом
675,gestern::ADV,кичә,вчера
676,einst::ADV,берчак,однажды
677,damals::ADV,ул вакытта,тогда
678,damals::ADV,ул чакта,тогда
679,danach::ADV,да,затем
680,vorher::ADV,элек,раньше
681,zuerst::ADV,башта,сперва
682,einmal::ADV,бер,раз
683,einmal::ADV,бер мәртәбә,раз
684,manchmal::ADV,кайчакта,иногда
685,oft::ADV,еш,часто
686,immer::ADV,һәркайчан,всегда
687,niemals::ADV,hичбер вакыт,никогда
688,hier::ADV,монда,здесь
689,hier::ADV,биредә,здесь
690,hierhin::ADV,монда,сюда
691,von hier::ADV,моннан,отсюда
692,dort::ADV,анда,там
693,dorthin::ADV,тегеләй,туда
694,geradeaus::ADV,турыдан-туры,прямо
695,vorwärts::ADV,алга,вперед
696,rückwärts::ADV,кире,назад
697,zurück::ADV,кире,обратно
698,unten::ADV,түбәндә,внизу
699,hinab::ADV,аска,вниз
700,oben::ADV,өстә,наверху
701,oben::ADV,югарыда,наверху
702,hinauf::ADV,өскә,вверх
703,überall::ADV,hәркайда,везде
704,nicht::ADV,түгел,не
705,ein wenig::ADV,бераз,немного
706,kaum::ADV,көчкә,едва
707,sehr::ADV,бик,очень
708,so::ADV,алай,так
709,noch::ADV,янә,еще
710,noch::ADV,тагын,еще
711,nur::ADV,фәкать,только
712,schon::ADV,инде,уже
713,wieder::ADV,янә,опять
714,wieder::ADV,тагын,опять
715,vergebens::ADV,юкка,напрасно
716,vor::PRP,алдыннан,перед
717,hinter::PRP,арттан,за
718,hinter::PRP,арттан,позади
719,unter::PRP,астында,под
720,durch::PRP,аша,сквозь
721,neben::PRP,тирәсендә,возле
722,zwischen::PRP,арасында,между
723,wegen::PRP,сәбәпле,из-за
724,dies::PRN,бу,это
725,das::PRN,ул,то
726,alles::PRN,һәммә,все
727,ich::PRN,мин,я
728,du::PRN,син,ты
729,er::PRN,ул,он
730,wir::PRN,без,мы
731,ihr::PRN,сез,вы
732,sie::PRN,ул,они
733,was::FPRN,ни,что
734,was::FPRN,нәрсә,что
735,wer::FPRN,кем,кто
736,wo::FADV,кайда,где
737,wohin::FADV,кая,куда
738,wie::FADV,ничек,как
739,warum::FADV,нигә,почему
740,wieviel::FNUM,ничә,сколько
741,eins::NUM,бер,один
742,zwei::NUM,ике,два
743,drei::NUM,өч,три
744,vier::NUM,дүрт,четыре
745,fünf::NUM,биш,пять
746,sechs::NUM,алты,шесть
747,sieben::NUM,җиде,семь
748,acht::NUM,сигез,восемь
749,neun::NUM,тугыз,девять
750,zehn::NUM,ун,десять
751,elf::NUM,унбер,одиннадцать
752,zwölf::NUM,унике,двенадцать
753,zwanzig::NUM,егерме,двадцать
754,dreißig::NUM,утыз,тридцать
755,vierzig::NUM,кырык,сорок
756,fünfzig::NUM,илле,пятьдесят
757,sechzig::NUM,алтмыш,шестьдесят
758,siebzig::NUM,җитмеш,семьдесят
759,achtzig::NUM,сиксән,восемьдесят
760,neunzig::NUM,туксан,девяносто
761,hundert::NUM,йөз,сто
762,tausend::NUM,мең,тысяча
763,und::CNJ,вә,и
764,oder::CNJ,яки,или
765,oder::CNJ,яки,либо
766,oder::CNJ,яисә,или
767,oder::CNJ,яисә,либо
768,stehen::V,тору,стоять
769,sitzen::V,утыру,сидеть
770,liegen::V,яту,лежать
771,hängen::V,эленү,висеть
772,werden::V,булу,стать
773,passieren::V,булу,случиться
774,beginnen::V,башлану,начаться
775,enden::V,бетү,кончиться
776,wechseln::V,үзгәртү,меняться
777,aufgehen[Sonne]::V,чыгу,взойти
778,untergehen[Sonne]::V,бату,зайти
779,scheinen[Sonne]::V,яктырту,светить
780,donnern::V,күкрәү,греметь
781,wehen::V,исү,дуть
782,strömen::V,агу,литься
783,fließen::V,агу,течь
784,sich drehen::V,бөтерелү,вращаться
785,schwanken::V,икеләнү,колебаться
786,schwingen::V,тирбәлү,качаться
787,fallen::V,егылу,падать
788,brennen::V,яну,гореть
789,rauchen::V,төтәү,дымить
790,rauchen::V,төтенләү,дымить
791,regnen::V,яву,дождить
792,gefrieren::V,кату,замерзнуть
793,tauen::V,эрү,таять
794,tauen::V,эретү,таять
795,schmelzen::V,эрү,плавиться
796,schmelzen::V,эретү,плавиться
797,trocknen::V,кибү,сохнуть
798,sieden::V,ургылу,кипеть
799,faulen::V,черү,гнить
800,verfaulen::V,черү,сгнить
801,reißen::V,өзелү,рваться
802,versinken::V,бату,тонуть
803,vergehen::V,авышу,проходить
804,erscheinen::V,пәйда булу,появиться
805,verschwinden::V,югалу,исчезнуть
806,verschwinden::V,юк булу,исчезнуть
807,sinken::V,кимү,спадать
808,sinken::V,кайту,спадать
809,abnehmen::V,азаю,уменьшиться
810,zunehmen::V,арту,увеличиваться
811,zunehmen::V,күбәю,увеличиваться
812,zunehmen::V,ишәю,увеличиваться
813,steigen::V,үсү,подниматься
814,wachsen::V,үсү,расти
815,glänzen::V,ялкылдау,блестеть
816,funkeln::V,ялтырау,сверкать
817,lärmen::V,шаулау,шуметь
818,läuten::V,шалтырату,звонить
819,klingeln::V,шалтырату,звонить
820,klirren::V,чылтырау,звякать
821,brausen::V,давыллау,бушевать
822,brausen::V,дулау,бушевать
823,rauschen::V,кыштырдау,шелестеть
824,klingen::V,ишетелү,звучать
825,bellen::V,өрү,лаять
826,heulen::V,улау,выть
827,blasen::V,өрү,дунуть
828,pfeifen::V,сызгырту,свистеть
829,schreien::V,кычкыру,кричать
830,stöhnen::V,ыңгырашу,стонать
