,Concept_ID,ps,sah
52,Herz::N,زړه,сүрэх
53,Magen::N,معده,куртах
54,Leber::N,ينه,быар
55,Leber::N,ځیګر,быар
56,Atem::N,نفس,тыын
57,Hunger::N,ولږه,аас
58,Träne::N,اوښکه,харах уута
59,Geschmack::N,مزه,амтан
60,Geschmack::N,خوند,амтан
61,Geruch::N,بوی,сыт
62,Schlaf::N,خوب,утуйуу
63,Traum::N,خوب,түүл
64,Himmel::N,اسمان,халлаан
65,Sonne::N,لمر,күн
66,Mond::N,سپوږمۍ,ый
67,Stern::N,ستوری,сулус
68,Luft::N,هوا,салгын
69,Wind::N,ورښ,тыал
70,Welle::N,موج,долгун
71,Welle::N,موج,балхаан
72,Wasser::N,اوبه,уу
73,Stein::N,ډبره,таас
74,Boden::N,مځکه,сир
75,Erde::N,خاوره,буор
76,Staub::N,ګرد,быыл
77,Staub::N,خاوره,быыл
78,Rauch::N,دود,буруо
79,Rauch::N,لوګی,буруо
80,Funke::N,سپرغۍ,кыым
81,Feuer::N,اور,уот
82,Licht::N,رڼا,уот
83,Schatten::N,سیوری,күлүк
84,Wetter::N,هوا,күн-дьыл
85,Nebel::N,لړه,туман
86,Wolke::N,ورېځ,былыт
87,Regen::N,وریا,самыыр
88,Regen::N,باران,самыыр
89,Schnee::N,واوره,хаар
90,Eis::N,یخ,муус
91,Eis::N,کنګل,муус
92,Frost::N,یخ,тымныы
93,Kälte::N,ساړه,тымныы
94,Hitze::N,تودوخي,куйаас
95,Raureif::N,سپینه پرخه,кырыа
96,Regenbogen::N,بوډۍ ټال,кустук
97,Regenbogen::N,سره زرغونه,кустук
98,Donner::N,تالنده,этиҥ
99,Strömung::N,بهېدنه,сүүрүк
100,Tropfen::N,قطره,таммах
101,Tropfen::N,قطره,хааппыла
102,Tropfen::N,څاڅکی,таммах
103,Tropfen::N,څاڅکی,хааппыла
104,Schaum::N,ځګ,күүгэн
105,Schmutz::N,ناپاکي,кир
106,See::N,جهیل,күөл
107,Sumpf::N,جبه,бадараан
108,Moor::N,جبه,дьэбэрэ
109,Wiese::N,چمن,ходуһа
110,Wiese::N,شنېلی,ходуһа
111,Wald::N,ځنګل,ойуур
112,Hügel::N,تپه,булгунньах
113,Anhöhe::N,غونډۍ,үрдэл
114,Berg::N,غ‍‍‍‍‍ر,хайа
115,Gipfel::N,څوکه,чыпчаал
116,Höhle::N,کاز,хайа_хаспаҕа
117,Höhle::N,کاز,көҥүс
118,Abhang::N,لمن,эниэ
119,Quelle::N,چینه,дьүүктэ
120,Bach::N,واله,үрүйэ
121,Fluss::N,سیند,өрүс
122,Ufer::N,غاړه,биэрэк
123,Küste::N,ساحل,кытыл
124,Festland::N,وچه,кураанах сир
125,Meer::N,بحر,муора
126,Meer::N,سمندر,муора
127,Bucht::N,کارۍ,хомо
128,Bucht::N,کارۍ,бухта
129,Insel::N,ټاپو,арыы
130,Insel::N,جزيره,арыы
131,Blume::N,ګل,сибэкки
132,Gras::N,واښه,от
133,Wurzel::N,ریښه,силис
134,Baum::N,ونه,мас
135,Stamm::N,ډډ,умнас
136,Rinde::N,پوستکی,хатырык
137,Ast::N,ښاخ,мутук
138,Zweig::N,څانګه,лабаа
139,Blatt::N,پاڼه,сэбирдэх
140,Birke::N,توس,хатыҥ
141,Kiefer[Baum]::N,نښتر,бэс
142,Weide[Baum]::N,وله,үөт
143,Weide[Baum]::N,وله,талах
144,Tanne::N,ناجو,харыйа
145,Horn::N,ښکر,муос
146,Feder::N,بڼکه,куорсун
147,Fell::N,پوستکی,тирии
148,Flügel::N,وزر,кынат
149,Klaue::N,پنجه,тыҥырах
150,Klaue::N,منګول,тыҥырах
151,Kralle::N,پنجه,баппаҕай
152,Kralle::N,منګول,баппаҕай
153,Schwanz::N,لکۍ,кутурук
154,Ei::N,وۍ,сымыыт
155,Ei::N,هګۍ,сымыыт
156,Nest::N,جاله,уйа
157,Bau::N,کاز,хороон
158,Tier::N,ژوی,кыыл
159,Tier::N,ژوی,харамай
160,Tier::N,حیوان,кыыл
161,Tier::N,حیوان,харамай
162,Herde::N,رمه,үөр
163,Herde::N,غېله,үөр
164,Kuh::N,غوا,ынах
165,Bulle::N,غوئی,оҕус
166,Pferd::N,آس,сылгы
167,Schaf::N,پسه,овца
168,Schwein::N,سرکوزی,сибиинньэ
169,Hund::N,سپی,ыт
170,Katze::N,پشه,куоска
171,Bär::N,خرس,эһэ
172,Eichhörnchen::N,خړ لمی,тииҥ
173,Elch::N,ګوزن,тайах
174,Fuchs::N,سپلم,саһыл
175,Hase::N,سوی,куобах
176,Maus::N,مږک,кутуйах
177,Wolf::N,لېوه,бөрө
178,Vogel::N,مرغه,көтөр
179,Schwarm::N,سېل,бөлөх
180,Huhn::N,چرګه,куурусса
181,Hahn::N,چرګ,бөтүүк
182,Gans::N,بته,хаас
183,Adler::N,عقاب,хотой
184,Ente::N,ایلۍ,кус
185,Eule::N,ګونګی,мэкчиргэ
186,Kranich::N,کلنګ,туруйа
187,Krähe::N,کارغه,тураах
188,Kuckuck::N,فاخته,кэҕэ
189,Schwan::N,قو,куба
190,Fisch::N,کب,балык
191,Fisch::N,ماهی,балык
192,Schlange[Tier]::N,مار,моҕой
193,Schlange[Tier]::N,مار,эриэн үөн
194,Wurm::N,چینجی,үөн
195,Spinne::N,غڼه,ооҕуй
196,Spinne::N,تارکښ,ооҕуй
197,Ameise::N,مېږی,кымырдаҕас
198,Laus::N,سپږه,быт
199,Mücke::N,ماشی,кумаар
200,Fliege::N,مچ,сахсырҕа
201,Schmetterling::N,پتنګ,лыах
202,Schmetterling::N,پتنګ,үрүмэччи
203,Beere::N,مېوۍ,отон
204,Apfel::N,مڼه,яблоко
205,Pilz::N,خرېړی,тэллэй
206,Zwiebel::N,پیاز,луук
207,Saat::N,تخم,сиэмэ
208,Korn::N,تخم,сиэмэ
209,Korn::N,دانه,сиэмэ
210,Heu::N,بوس,от
211,Heu::N,پروړه,от
212,Schale::N,پوستکی,хах
213,Grube::N,کنده,дьаама
214,Falle::N,دام,сохсо
215,Falle::N,لومه,сохсо
216,Schlinge::N,کړۍ,уктаа
217,Spur::N,نښه,суол
218,Asche::N,آس,күл
219,Asche::N,ایره,күл
220,Dreck::N,ناپاکي,бадараан
221,Eisen::N,اوسپنه,тимир
222,Gold::N,سره زر,көмүс
223,Gold::N,سره زر,кыһыл көмүс
224,Silber::N,نقره,көмүс
225,Silber::N,نقره,үрүҥ көмүс
226,Silber::N,سپین زر,көмүс
227,Silber::N,سپین زر,үрүҥ көмүс
228,Kohle::N,سکور,чох
229,Kohle::N,سکاره,чох
230,Glas::N,ښيښه,өстүөкүлэ
231,Lehm::N,خټه,туой
232,Sand::N,شګه,кумах
233,Mensch::N,انسان,киһи
234,Mann::N,سړی,эр
235,Mann::N,نارینه,эр
236,Frau::N,ښځه,дьахтар
237,Kind::N,بچی,оҕо
238,Kind::N,ماشوم,оҕо
239,Junge::N,هلک,уол
240,Mädchen::N,نجلۍ,кыыс оҕо
241,Familie::N,کورنۍ,кэргэн
242,Großvater::N,بابا,эһэ
243,Großmutter::N,انا,эбэ
244,Eltern::N,مور او پلار,аҕа-ийэ
245,Vater::N,پلار,аҕа
246,Mutter::N,مور,ийэ
247,Sohn::N,زوی,уол
248,Tochter::N,لور,кыыс
249,Bruder::N,ورور,убай
250,Bruder::N,ورور,быраат
251,Schwester::N,خور,аҕас
252,Schwester::N,خور,балыс
253,Onkel::N,تره,таай
254,Onkel::N,تره,абаҕа
255,Onkel::N,ماما,таай
256,Onkel::N,ماما,абаҕа
257,Tante::N,خاله,эдьиий
258,Ehemann::N,مېړه,эр
259,Ehefrau::N,مېرمن,ойох
260,Freude::N,خوشحالي,үөрүү
261,Gelächter::N,خندا,күлүү
262,Glück::N,بخت,дьол
263,Glück::N,بخت,соргу
264,Kummer::N,غم,кутурҕан
265,Wunsch::N,هيله,баҕарыы
266,Wunsch::N,غوښتنه,баҕарыы
267,Lust::N,شوق,баҕа
268,Lust::N,مینه,баҕа
269,Geist::N,روح,тыын
270,Gedanke::N,فکر,санаа
271,Gedächtnis::N,یاد,өй
272,Gedächtnis::N,حافظه,өй
273,Verstand::N,عقل,өй
274,Verstand::N,شعور,өй
275,Sinn::N,معنی,суолта
276,Grund::N,علت,төрүөт
277,Grund::N,اساس,төрүөт
278,Wahrheit::N,حقیقت,кырдьык
279,Gespräch::N,مرکه,бэсиэдэ
280,Gespräch::N,مرکه,кэпсэтии
281,Gespräch::N,خبرې اترې,бэсиэдэ
282,Gespräch::N,خبرې اترې,кэпсэтии
283,Märchen::N,افسانه,остуоруйа
284,Erzählung::N,قصه,кэпсээн
285,Erzählung::N,کیسه,кэпсээн
286,Nachricht::N,خبر,биллэриллии
287,Neuigkeit::N,نوی خبر,сонун
288,Name::N,نوم,аат
289,Rätsel::N,کیسۍ,таабырын
290,Rätsel::N,چیستان,таабырын
291,Rede::N,وینا,этии
292,Sprache::N,ژبه,тыл
293,Stimme::N,غږ,куолас
294,Stimme::N,اواز,куолас
295,Wort::N,لغت,тыл
296,Wort::N,کلمه,тыл
297,Zeichen::N,نښه,бэлиэ
298,Zeichen::N,اشاره,бэлиэ
299,Ruf::N,ږغ,ыҥырыы
300,Ruf::N,بلنه,ыҥырыы
301,Lärm::N,غالمغال,айдаан
302,Laut::N,ږغ,тыас
303,Ton::N,اواز,дорҕоон
304,Lied::N,غزله,ырыа
305,Lied::N,سندره,ырыа
306,Ruhe::N,ارامي,уу чуумпу
307,Leute::N,خلک,дьон
308,Volk::N,ولس,дьон
309,Volk::N,ولس,норуот
310,Arbeit::N,کار,үлэ
311,Gast::N,مېلمه,ыалдьыт
312,Geschenk::N,تحفه,бэлэх
313,Geschenk::N,سوغات,бэлэх
314,Spiel::N,لوبه,оонньуу
315,Gesellschaft::N,ډله,общество
316,Hilfe::N,کومک,көмө
317,Hilfe::N,مرسته,көмө
318,Freund::N,ملګری,доҕор
319,Kamerad::N,انډيوال,атас
320,Angelegenheit::N,موضوع,дьыала
321,Anzahl::N,شمېر,ахсаан
322,Anzahl::N,تعداد,ахсаан
323,Art::N,ډول,биис
324,Stück::N,ټوټه,кырбас
325,Teil::N,برخه,ирээт
326,Hälfte::N,نیم,аҥар
327,Kreis::N,دایره,төгүрүк
328,Kreis::N,دایره,төгүрүмтэ
329,Kreuz::N,صلیب,кириэс
330,Linie::N,خط,сурааһын
331,Linie::N,لیکه,сурааһын
332,Strich::N,کرښه,сурааһын
333,Abstand::N,فاصله,арыт
334,Entfernung::N,واټن,ыраах
335,Gegend::N,سیمه,сир
336,Gegend::N,منطقه,сир
337,Platz::N,ځای,арыт
338,Ort::N,ځای,сир
339,Seite::N,مخ,өрүт
340,Seite::N,مخ,сирэй
341,Seite::N,اړخ,өрүт
342,Seite::N,اړخ,сирэй
343,Mitte::N,وسط,орто
344,Mitte::N,مینځ,орто
345,Gegenstand::N,شی,предмет
346,Sache::N,شی,мал
347,Sache::N,څيز,мал
348,Rand::N,څنډه,кытыы
349,Rand::N,څنډه,ойоҕос
350,Rand::N,کناره,кытыы
351,Rand::N,کناره,ойоҕос
352,Kante::N,اړخ,кырыы
353,Ecke::N,ګوټ,муннук
354,Spitze::N,څوکه,чыпчаал
355,Ende::N,څوکه,төбө
356,Loch::N,سوری,тэһэҕэс
357,Loch::N,سوری,дьөлөҕөс
358,Winkel::N,کنج,муннук
359,Winkel::N,کوتی,муннук
360,Muster::N,نمونه,оһуор
361,Größe::N,قد,кээмэй
362,Größe::N,لويوالی,кээмэй
363,Länge::N,طول,уста
364,Länge::N,اوږد والی,уста
365,Höhe::N,جګوالی,үрдүк
366,Gewicht::N,وزن,ыйааһын
367,Menge::N,اندازه,ахсаан
368,Haufen::N,کوټه,чөмчөх
369,Reihe::N,صف,кэккэ
370,Reihe::N,کتار,кэккэ
371,Boot::N,قايق,оҥочо
372,Ruder::N,چپه,эрдии
373,Schlitten::N,ښویېدونی,сыарҕа
374,Ski::N,سکي,хайыһар
375,Lagerfeuer::N,اور,кутаа
376,Last::N,بار,ыарахан
377,Last::N,پېټی,ыарахан
378,Gang::N,تګ,хаамыы
379,Schritt::N,ګام,хардыы
380,Norden::N,شمال,хоту
381,Süden::N,سوېل,соҕуруу
382,Westen::N,لوېدېځ,арҕаа
383,Osten::N,شرق,илин
384,Osten::N,ختیځ,илин
385,Holz::N,لرګی,мас
386,Brett::N,تخته,дуоска
387,Brett::N,تخته,хаптаһын
388,Platte::N,تخته,билиитэ
389,Stütze::N,تکیوان,тулааһын
390,Stange::N,ډاګه,ураҕас
391,Stock::N,لرګی,мас
392,Stock::N,لرګی,баалкы
393,Stab::N,چيخله,ураҕас
394,Rohr::N,نل,турба
395,Haus::N,کور,дьиэ
396,Heim::N,کور,дьиэ
397,Ofen::N,تودنۍ,оһох
398,Fußboden::N,غولی,муоста
399,Tisch::N,مېز,остуол
400,Stuhl::N,چوکۍ,устуул
401,Wiege::N,زانګو,биһик
402,Bett::N,کټ,кырабаат
403,Bett::N,چپرکټ,кырабаат
404,Regal::N,تاخچۍ,долбуур
405,Kiste::N,صندوق,дьааһык
406,Fenster::N,کړکۍ,түннүк
407,Tür::N,دروازه,аан
408,Tor::N,دروازه,аан
409,Zaun::N,کټاره,соппулуот
410,Dach::N,بام,кырыыса
411,Leiter::N,زينه,кирилиэс
412,Besen::N,جارو,миинньик
413,Spaten::N,یوم,күрдьэх
414,Schaufel::N,بېلچه,күрдьэх
415,Gabel::N,پنجه,биилкэ
416,Löffel::N,کاشوغه,луоска
417,Messer::N,چاقو,быһах
418,Nagel::N,ميخ,тоһоҕо
419,Netz::N,جال,илим
420,Haken::N,څنګک,көхө
421,Griff::N,لاستی,ук
422,Griff::N,لاستی,тутаах
423,Schloss::N,کلپ,күлүүс
424,Bild::N,رسم,хартыына
425,Figur::N,قدوقامت,фигура
426,Puppe::N,ګوډۍ,куукула
427,Beutel::N,کڅوړه,мөһөөччук
428,Bündel::N,دسته,баайыы
429,Tasche::N,بکس,суумка
430,Tasche::N,توبره,суумка
431,Eimer::N,سطل,биэдэрэ
432,Deckel::N,سرپوښ,хаппах
433,Geschirr::N,لوښی,иһит
434,Sack::N,جوال,куул
435,Tasse::N,پیاله,сэлиэнэй
436,Topf::N,دېګی,көстүрүүҥкэ
437,Kessel::N,دېګ,хочуол
438,Essen::N,خوراک,аһылык
439,Nahrung::N,خوراک,ас
440,Speise::N,خواړه,аһылык
441,Fleisch::N,غوښه,эт
442,Getreide::N,غله,злактар
443,Brei::N,اوګره,хааһы
444,Brot::N,ډوډۍ,килиэп
445,Scheibe::N,مړۍ,куһуок
446,Fett::N,غوړي,сыа
447,Butter::N,کوچ,арыы
448,Öl::N,تېل,арыы
449,Salz::N,مالګه,туус
450,Suppe::N,شوربا,мин
451,Honig::N,شات,мүөт
452,Milch::N,شوده,үүт
453,Tee::N,چای,чэй
454,Leder::N,څرمن,тирии
455,Wolle::N,پشم,түү
456,Stoff::N,ټوټه,таҥас
457,Nadel::N,ستن,иннэ
458,Faden::N,تار,сап
459,Knopf::N,تڼۍ,тимэх
460,Knopf::N,تکمه,тимэх
461,Knoten::N,غوټه,түмүк
462,Farbe::N,رنګ,кырааска
463,Kleidung::N,کالي,таҥас
464,Hemd::N,کميس,ырбаахы
465,Kragen::N,غاړه,саҕа
466,Ärmel::N,لستوڼی,сиэх
467,Hose::N,پطلون,ыстаан
468,Hose::N,پطلون,бүрүүкэ
469,Gürtel::N,کمربند,кур
470,Mütze::N,خولۍ,бэргэһэ
471,Schuh::N,بوټ,бачыыҥка
472,Stiefel::N,موزه,саппыкы
473,Ring::N,ګوته,биһилэх
474,Band::N,فيته,лиэнтэ
475,Kamm::N,ګمنځ,тараах
476,Spiegel::N,ایینه,сиэркилэ
477,Spiegel::N,هنداره,сиэркилэ
478,Riemen::N,تسمه,кур
479,Schnur::N,مزی,быа
480,Leine::N,رسۍ,тэһиин
481,Decke::N,بړستن,суорҕан
482,Kissen::N,بالښت,сыттык
483,Tuch::N,ټیکری,былаат
484,Handtuch::N,دسمال,соттор
485,Kraft::N,زور,сыра
486,Kraft::N,توان,сыра
487,Stärke::N,قوت,күүс
488,Gesundheit::N,صحت,доруобуйа
489,Gesundheit::N,روغتیا,доруобуйа
490,Krankheit::N,مرض,ыарыы
491,Krankheit::N,ناروغي,ыарыы
492,Schmerz::N,درد,ыарыы
493,Wunde::N,ټپ,баас
494,Wunde::N,زخم,баас
495,Fieber::N,تبه,түрүлгэн
496,Fieber::N,تبه,лихорадка
497,Fieber::N,تبه,температура
498,Arznei::N,دوا,эмп
499,Arznei::N,دارو,эмп
500,Brücke::N,پول,күргэ
501,Brunnen::N,څاه,холуодьас
502,Brunnen::N,کوهی,холуодьас
503,Weide::N,وله,мэччирэҥ
504,Pfad::N,تړه,ыллык
505,Weg::N,لیار,суол
506,Straße::N,سړک,суол
507,Dorf::N,کلی,дэриэбинэ
508,Stadt::N,ښار,куорат
509,Brief::N,لیک,сурук
510,Brief::N,مکتوب,сурук
511,Buch::N,کتاب,кинигэ
512,Buchstabe::N,حرف,буква
513,Buchstabe::N,توری,буква
514,Zeitung::N,اخبار,хаһыат
515,Leben::N,ژوند,тыын
516,Tod::N,مرګ,өлүү
517,Tod::N,مړینه,өлүү
518,Grab::N,قبر,иин
519,Grab::N,ډورۍ,иин
520,Kirche::N,کلیسا,таҥара дьиэтэ
521,Sünde::N,ګناه,айыы
522,Gott::N,خدای,тангара
523,Arbeiter::N,کاریګر,үлэһит
524,Chef::N,آمر,баһылык
525,Chef::N,آمر,начальник
526,Meister::N,استاد,уус
527,Meister::N,استاد,маастар
528,Arzt::N,طبیب,врач
529,Arzt::N,ډاکټر,врач
530,Lehrer::N,معلم,учуутал
531,Lehrer::N,ښوونکی,учуутал
532,Geld::N,پیسې,харчы
533,Geschäft::N,سوداګري,идэ
534,Laden::N,دکان,маҕаһыын
535,Laden::N,مغازه,маҕаһыын
536,Preis::N,بیه,сыана
537,Ware::N,مال,табаар
538,Nutzen::N,ګټه,туһа
539,Reichtum::N,شتمني,баай
540,Welt::N,نړۍ,аан дойду
541,Welt::N,دنیا,аан дойду
542,Land::N,هېواد,дойду
543,Staat::N,دولت,государство
544,König::N,باچا,король
545,König::N,پادشاه,король
546,Macht::N,قدرت,былаас
547,Grenze::N,حد,кыраныысса
548,Grenze::N,سرحد,кыраныысса
549,Krieg::N,جګړه,сэрии
550,Feind::N,دښمن,өстөөх
551,Gewalt::N,زور,күүһүлээһин
552,Gewalt::N,تشدد,күүһүлээһин
553,Kampf::N,جنګ,охсуһуу
554,Kampf::N,مبارزه,охсуһуу
555,Bogen[Waffe]::N,لیندۍ,ох
556,Pfeil::N,غشی,ох
557,Gewehr::N,ټوپک,саа
558,Fehler::N,خطا,сыыһа
559,Fehler::N,غلطي,сыыһа
560,Lüge::N,دروغ,сымыйа
561,Schaden::N,زیان,хоромньу
562,Schaden::N,تاوان,хоромньу
563,Unglück::N,بدبختي,алдьархай
564,Schuld::N,ګناه,буруй
565,Alter::N,منګ,саас
566,Schluss::N,اخر,тиһэх
567,Zeit::N,وخت,бириэмэ
568,Tag::N,ورځ,күн
569,Morgen::N,سبا,сарсыарда
570,Morgen::N,سهار,сарсыарда
571,Mittag::N,غرمه,күн ортото
572,Abend::N,ماښام,киэһэ
573,Nacht::N,شپه,түүн
574,Woche::N,اونۍ,нэдиэлэ
575,Monat::N,مياشت,ый
576,Jahr::N,کال,сыл
577,Jahr::N,کال,дьыл
578,Frühling::N,پسرلی,саас
579,Sommer::N,دوبی,сайын
580,Herbst::N,منی,күһүн
581,Herbst::N,خزان,күһүн
582,Winter::N,ژمی,кыһын
583,Januar::N,جنوري,тохсунньу
584,Februar::N,فبروري,олунньу
585,März::N,مارچ,кулун тутар
586,April::N,اپریل,муус устар ый
587,Mai::N,مې,ыам ыйа
588,Juni::N,جون,бэс ыйа
589,Juli::N,جولای,от ыйа
590,August::N,اګست,атырдьах ыйа
591,September::N,سپټامبر,балаҕан ыйа
592,Oktober::N,اکتوبر,алтынньы
593,November::N,نومبر,сэтинньи
594,Dezember::N,دسمبر,ахсынньы
595,Montag::N,دوشنبه,бэнидиэнньик
596,Dienstag::N,سه شنبه,оптуорунньук
597,Mittwoch::N,چارشنبه,сэрэдэ
598,Donnerstag::N,پنجشنبه,чэппиэр
599,Freitag::N,جمعه,бээтинсэ
600,Samstag::N,خالي,субуота
601,Sonntag::N,یکشنبه,баскыһыанньа
602,groß::A,لوی,бөдөҥ
603,groß::A,لوی,улахан
604,klein::A,وړوکی,кыр
605,lang::A,اوړد,уһун
606,kurz::A,لنډ,кылгас
607,breit::A,پراخه,кэтит
608,schmal::A,تنګ,кыараҕас
609,dicht::A,ګڼ,хойуу
610,dick[Gegenstand]::A,پنډ,суон
611,dick[Gegenstand]::A,پنډ,хойуу
612,dünn::A,نری,чараас
613,fein::A,نازک,бытархай
614,fein::A,نازک,синньигес
615,fest::A,کلک,бөҕө
616,fest::A,کلک,кытаанах
617,fest::A,ټینګ,бөҕө
618,fest::A,ټینګ,кытаанах
619,flach::A,هوار,хаптаҕай
620,glatt::A,ښوی,кылааккай
621,hart::A,کلک,хатан
622,hart::A,کلک,кытаанах
623,weich::A,نرم,сымнаҕас
624,weich::A,پوست,сымнаҕас
625,rund::A,ګرد,төгүрүк
626,spitz::A,تېره,сытыы
627,spitz::A,تېره,уһуктаах
628,scharf::A,تېز,сытыы
629,scharf::A,تېره,сытыы
630,stumpf::A,پڅ,сыппах
631,schwer::A,دروند,ыарахан
632,schön::A,ښکلی,кыраһыабай
633,heiß::A,تود,итии
634,warm::A,تود,ичигэс
635,kalt::A,ېخ,тымныы
636,kalt::A,سوړ,тымныы
637,kühl::A,ېخ,сөрүүн
638,kühl::A,سوړ,сөрүүн
639,frisch::A,تازه,ыраас
640,frisch::A,تازه,сөрүүн
641,frisch::A,تازه,тымныы
642,feucht::A,مرطوب,сииктээх
643,nass::A,لوند,инчэҕэй
644,trocken::A,وچ,кураан
645,voll::A,ډک,толору
646,leer::A,خالی,иччитэх
647,offen::A,خلاص,аһаҕас
648,offen::A,پرانیستی,аһаҕас
649,geschlossen::A,تړلی,бүтэй
650,sauber::A,پاک,сэбэр
651,schmutzig::A,چټل,кирдээх
652,roh::A,خام,сиикэй
653,reif::A,پوخ,буспут
654,reif::A,پوخ,сиппит-хоппут
655,reif::A,رسېدلی,буспут
656,reif::A,رسېدلی,сиппит-хоппут
657,lecker::A,خوندور,минньигэс
658,lecker::A,مزه دار,минньигэс
659,süß::A,خوږ,минньигэс
660,süß::A,شیرین,минньигэс
661,bitter::A,تریخ,аһыы
662,sauer::A,ټاک,аһыы
663,sauer::A,تريو,аһыы
664,hell::A,روڼ,сырдык
665,hell::A,روښان,сырдык
666,dunkel::A,تیاره,хараҥа
667,schwarz::A,تور,хара
668,weiß::A,سپين,үрүҥ
669,weiß::A,سپين,маҥан
670,rot::A,سور,кыһыл
671,gelb::A,زېړ,саһархай
672,blau::A,شین,күөх
673,blau::A,اسماني رنګه,күөх
674,grün::A,زرغون,күөх
675,grün::A,زرغون,от күөҕэ
676,grau::A,خړ,сиэрэй
677,bunt::A,رنګارنګ,эриэн
678,billig::A,ارزان,чэпчэки
679,teuer::A,ګران,сыаналаах
680,wertvoll::A,قیمتي,сыаналаах
681,blind::A,ړوند,хараҕа суох
682,taub::A,کوڼ,дьүлэй
683,kräftig::A,قوی,модун
684,stark::A,قوی,күүстээх
685,stark::A,تکړه,күүстээх
686,schwach::A,ضعیف,мөлтөх
687,schwach::A,کمزوری,мөлтөх
688,fett::A,چاغ,эмис
689,schlank::A,خوش اندام,дьылҕан
690,schlank::A,خوش اندام,дьыпсаҕай
691,hübsch::A,ښکلی,олус кэрэ
692,hübsch::A,ښکلی,көрүөхтэн үчүгэй
693,hübsch::A,ښایسته,олус кэрэ
694,hübsch::A,ښایسته,көрүөхтэн үчүгэй
695,böse::A,شریر,өһүөннээх
696,böse::A,قهرناک,өһүөннээх
697,dumm::A,احمق,акаары
698,faul::A,لټ,нэс
699,faul::A,تنبل,нэс
700,fleißig::A,زحمت کښ,кыһамньылаах
701,geizig::A,بخیل,иҥсэлээх
702,klug::A,عاقل,өйдөөх
703,klug::A,هوښیار,өйдөөх
704,geschickt::A,ماهر,наһаа дьоҕурдаах
705,lieb::A,عزیز,тапталлаах
706,lieb::A,محبوب,тапталлаах
707,lustig::A,خوشحال,көрдөөх
708,sanft::A,پوست,намчы
709,sanft::A,پوست,сымнаҕас
710,sanft::A,ملایم,намчы
711,sanft::A,ملایم,сымнаҕас
712,hungrig::A,وږی,аччык
713,krank::A,مريض,ыалдьар
714,krank::A,ناروغ,ыалдьар
715,nackt::A,لوڅ,сыгынньах
716,traurig::A,غمجن,санаарҕабыллаах
717,lebendig::A,ژوندی,тыыннаах
718,gut::A,ښه,үтүө
719,gut::A,ښه,үчүгэй
720,schlecht::A,بد,куһаҕан
721,schlecht::A,خراب,куһаҕан
722,richtig::A,سم,сөп
723,richtig::A,صحیح,сөп
724,schlimm::A,بد,сидьиҥ
725,schlimm::A,بد,быдьар
726,schlimm::A,مخوف,сидьиҥ
727,schlimm::A,مخوف,быдьар
728,wahr::A,واقعي,кырдьык
729,alt::A,زوړ,былыргы
730,neu::A,نوی,саҥа
731,ehemalig::A,پخوانی,урукку
732,alt[Lebewesen]::A,زوړ,кырдьаҕас
733,jung::A,ځوان,эдэр
734,arm::A,غریب,дьадаҥы
735,arm::A,بې وزله,дьадаҥы
736,reich::A,شتمن,баай
737,reich::A,دولتمند,баай
738,bekannt::A,اشنا,билэр
739,berühmt::A,مشهور,аатырбыт
740,fremd::A,پردی,атын
741,fremd::A,بېګانه,атын
742,verschieden::A,مختلف,араас
743,nah::A,نژدې,чугас
744,fern::A,لیری,ыраах
