,Concept_ID,ce,lez
251,Erzählung::N,дийцар,кьиса
252,Nachricht::N,хаам,хабар
253,Neuigkeit::N,керланиг,цӏийи хабар
254,Name::N,цӏе,тӏвар
255,Rätsel::N,хӏетал-метал,мискӏал
256,Rede::N,къамел,рахун
257,Sprache::N,мотт,чӏал
258,Stimme::N,aз,ван
259,Wort::N,дош,гаф
260,Zeichen::N,билгало,ишара
261,Ruf::N,кхайкхар,эвер
262,Lärm::N,гӏовгӏа,ван-сес
263,Laut::N,аз,ван
264,Laut::N,аз,сес
265,Ton::N,aз,ван-сес
266,Lied::N,илли,мани
267,Ruhe::N,тийналла,ласвал
268,Ruhe::N,тийналла,фаракъат
269,Ruhe::N,тийналла,асайиш
270,Leute::N,нах,инсанар
271,Volk::N,халкъ,халкь
272,Arbeit::N,болх,кӏвалах
273,Gast::N,хьаша,мугьман
274,Geschenk::N,совгӏат,савкьат
275,Spiel::N,ловзар,къугъун
276,Gesellschaft::N,юкъаралла,жемят
277,Gesellschaft::N,юкъаралла,общество
278,Hilfe::N,гӏо,куьмек
279,Freund::N,доттагl,дуст
280,Kamerad::N,накъост,яр-дуст
281,Angelegenheit::N,гӏуллакх,кар
282,Anzahl::N,терахь,сан
283,Anzahl::N,терахь,кьадар
284,Stück::N,юьхк,кӏус
285,Teil::N,дакъа,пай
286,Hälfte::N,ах,зур
287,Hälfte::N,ах,зур пай
288,Kreis::N,го,круг
289,Kreis::N,го,чкаяр
290,Kreis::N,го,элкъвей цӏар
291,Kreuz::N,жӏара,хаш
292,Linie::N,сиз,цӏар
293,Strich::N,сиз,цӏар
294,Abstand::N,юкъ,ара
295,Gegend::N,мeттиг,чка
296,Platz::N,майда,ара
297,Ort::N,меттиг,чка
298,Seite::N,aгӏo,пад
299,Mitte::N,юкъ,юкь
300,Gegenstand::N,хӏума,затӏ
301,Sache::N,хӏума,шей
302,Sache::N,хӏума,затӏ
303,Rand::N,йист,къерех
304,Kante::N,йист,син
305,Ecke::N,са,пӏипӏ
306,Spitze::N,ралла,кӏвенкӏв
307,Ende::N,юьхьиг,кьил
308,Loch::N,ӏуьрг,тӏеквен
309,Winkel::N,са,пӏипӏ
310,Muster::N,дагар,гишир
311,Muster::N,тӏамар,гишир
312,Größe::N,барам,кьадар
313,Länge::N,йохалла,яргъивал
314,Höhe::N,локхалла,кьакьанвал
315,Gewicht::N,йозалла,заланвал
316,Menge::N,дукхалла,кьадар
317,Haufen::N,сал,хара
318,Haufen::N,оьла,хара
319,Reihe::N,рагӏ,жерге
320,Reihe::N,могӏа,жерге
321,Boot::N,кема,луьткве
322,Ruder::N,пийсиг,кьусу
323,Schlitten::N,салаз,гъелерар
324,Ski::N,когсалаз,
325,Lagerfeuer::N,цӏе,цӏай
326,Last::N,дукъ,заланвал
327,Gang::N,лелар,ериш
328,Schritt::N,гӏулч,къадам
329,Norden::N,къилбаседе,кефер
330,Norden::N,къилбаседе,кефер пад
331,Süden::N,къилбе,кьибле
332,Westen::N,малхбузе,рагъакӏидай пад
333,Osten::N,малхбале,рагъэкъечӏдай пад
334,Holz::N,дечиг,кӏарас
335,Brett::N,у,кьул
336,Brett::N,у,тахта
337,Platte::N,у,
338,Stütze::N,гӏopтоp,даях
339,Stange::N,гӏуркх,юрк
340,Stock::N,ӏаса,лаш
341,Stab::N,гӏаж,юрк
342,Rohr::N,биргӏа,турба
343,Haus::N,цӏа,ужагъ
344,Heim::N,кхерч,кӏвал
345,Ofen::N,кхерч,пич
346,Fußboden::N,цӏенкъа,кӏвалин ччил
347,Tisch::N,шун,стол
348,Stuhl::N,гӏант,стул
349,Wiege::N,ага,кьеб
350,Bett::N,маьнга,тахт
351,Regal::N,терхи,кьацӏ
352,Kiste::N,яьшка,ящик
353,Fenster::N,кор,дакӏар
354,Tür::N,неӏ,рак
355,Tor::N,ков,варар
356,Zaun::N,керт,пару
357,Dach::N,тхов,къав
358,Leiter::N,лами,гурар
359,Besen::N,нуй,таран кул
360,Spaten::N,бел,ппер
361,Schaufel::N,аьшкал,хекендаз
362,Gabel::N,мӏара,шиш
363,Löffel::N,ӏайг,тӏур
364,Messer::N,урс,чукӏул
365,Nagel::N,хьостам,мих
366,Netz::N,бой,чил
367,Haken::N,мӏара,къармах
368,Schloss::N,чӏега,куьлег
369,Bild::N,сурт,шикил
370,Bild::N,сурт,суьрет
371,Puppe::N,тайниг,нини
372,Beutel::N,гали,тагъар
373,Bündel::N,кочар,галгам
374,Tasche::N,тӏоьрмиг,чанта
375,Eimer::N,чийлик,ведре
376,Deckel::N,негӏар,кьил
377,Deckel::N,негӏар,къалпагъ
378,Geschirr::N,пхьегӏа,къаб-къажах
379,Sack::N,гали,чувал
380,Tasse::N,кад,сукӏра
381,Topf::N,яй,къажгъан
382,Kessel::N,яй,къажгъан
383,Essen::N,юург,тӏуьн
384,Nahrung::N,кхача,тӏуьн
385,Speise::N,юург,хуьрек
386,Fleisch::N,жижиг,як
387,Getreide::N,буьртиг,техил
388,Brei::N,xудар,хапӏа
389,Brei::N,xудар,хешил
390,Brot::N,бепиг,фу
391,Brot::N,кхаллар,фу
392,Scheibe::N,цастар,чӏук
393,Fett::N,мохь,ягълу
394,Butter::N,налха,гъери
395,Öl::N,даьтта,ягълу
396,Salz::N,туьха,кьел
397,Suppe::N,чорпа,суп
398,Suppe::N,чорпа,шурпа
399,Honig::N,моз,вирт
400,Milch::N,шура,нек
401,Tee::N,чай,чай
402,Leder::N,цӏока,тумаж
403,Wolle::N,тӏapгӏa,йис
404,Stoff::N,кӏади,парча
405,Nadel::N,маха,раб
406,Faden::N,тай,гъал
407,Knopf::N,нуьйда,дуьгме
408,Knoten::N,шад,тӏвал
409,Farbe::N,сир,ранг
410,Farbe::N,басар,ранг
411,Kleidung::N,бедар,партал
412,Hemd::N,коч,перем
413,Kragen::N,кач,хев
414,Ärmel::N,пхьош,хел
415,Hose::N,хеча,шалвар
416,Gürtel::N,доьхка,чӏул
417,Mütze::N,куй,бармак
418,Mütze::N,куй,бапӏах
419,Schuh::N,мача,ботинка
420,Stiefel::N,этка,чекме
421,Ring::N,чӏуг,тупӏал
422,Band::N,лента,тасма
423,Kamm::N,ехк,регъ
424,Spiegel::N,куьзга,гуьзгуь
425,Riemen::N,доьхка,къайиш
426,Schnur::N,муш,еб
427,Leine::N,кочатосу доьхка,
428,Decke::N,юргӏа,яргъан
429,Kissen::N,гIайба,хъуьцуьган
430,Tuch::N,исхар,шал
431,Handtuch::N,гата,дасмал
432,Kraft::N,гӏора,гуж
433,Stärke::N,гӏап,къуват
434,Gesundheit::N,могашалла,сагъвал
435,Krankheit::N,цамгар,тӏал
436,Schmerz::N,лазар,тӏал
437,Schmerz::N,лазар,тӏарвал
438,Wunde::N,чов,хер
439,Fieber::N,xорша,ифин
440,Arznei::N,молха,дарман
441,Brücke::N,тӏай,муьгъ
442,Brunnen::N,гӏу,къуй
443,Weide::N,дак,уьруьш
444,Pfad::N,тача,рехъ
445,Weg::N,некъ,рехъ
446,Straße::N,урам,рехъ
447,Dorf::N,юрт,хуьр
448,Stadt::N,гӏала,шегьер
449,Brief::N,кехат,кагъаз
450,Buch::N,жайна,улуб
451,Buchstabe::N,элп,гьарф
452,Zeitung::N,газет,газета
453,Leben::N,дахар,уьмуьр
454,Tod::N,далар,кьиникь
455,Tod::N,ӏожалла,кьиникь
456,Grab::N,каш,сур
457,Kirche::N,килс,килиса
458,Sünde::N,къа,гунагь
459,Gott::N,дела,аллагь
460,Arbeiter::N,белхало,фяле
461,Chef::N,хьаькам,гьаким
462,Meister::N,говзанча,устӏар
463,Arzt::N,лор,доктор
464,Lehrer::N,хьехархо,муаллим
465,Geld::N,aхча,пул
466,Geschäft::N,туька,
467,Laden::N,туька,магазин
468,Preis::N,мах,къимет
469,Ware::N,хlума,мал
470,Ware::N,хlума,товар
471,Nutzen::N,пайда,хийир
472,Nutzen::N,пайда,менфят
473,Reichtum::N,хьал,девлет
474,Welt::N,дуьне,дуьнья
475,Land::N,мохк,уьлкве
476,Staat::N,пачхьалкх,пачагьлугъ
477,Staat::N,пачхьалкх,государство
478,König::N,паччахь,пачагь
479,Macht::N,ӏедал,власть
480,Grenze::N,доза,сергьят
481,Krieg::N,тӏом,дяве
482,Feind::N,мостагӏ,душман
483,Gewalt::N,гӏело,гуж
484,Kampf::N,къийсам,женг
485,Pfeil::N,пха,хьел
486,Gewehr::N,топ,тфенг
487,Fehler::N,гӏалат,гъалатӏ
488,Lüge::N,аьшпаш,ттаб
489,Schaden::N,зен,зиян
490,Schaden::N,зен,зарар
491,Unglück::N,бала,бала
492,Unglück::N,бала,бедбахтвал
493,Schuld::N,бехк,тахсир
494,Alter::N,хан,яш
495,Schluss::N,чакхе,эхир
496,Zeit::N,хан,вяде
497,Tag::N,де,югъ
498,Morgen::N,ӏуьйре,пакама
499,Mittag::N,делкъе,нисин
500,Abend::N,суьйре,няни
501,Nacht::N,буьйса,йиф
502,Woche::N,кӏира,гьафте
503,Monat::N,бутт,варз
504,Jahr::N,шо,йис
505,Frühling::N,бӏаьсте,гатфар
506,Sommer::N,аьхке,гад
507,Herbst::N,гуьйре,зул
508,Winter::N,ӏа,кьуьд
509,Januar::N,январь,январь
510,Februar::N,февраль,февраль
511,März::N,март,март
512,April::N,апрель,апрель
513,Mai::N,май,май
514,Juni::N,июнь,июнь
515,Juli::N,июль,июль
516,August::N,август,август
517,September::N,сентябрь,сентябрь
518,Oktober::N,октябрь,октябрь
519,November::N,ноябрь,ноябрь
520,Dezember::N,декабрь,декабрь
521,Montag::N,оршот,ислен
522,Dienstag::N,шинара,саласа
523,Mittwoch::N,кхаара,арбе
524,Donnerstag::N,еара,хемис югъ
525,Freitag::N,пӏераска,жуьмя
526,Freitag::N,пӏераска,жуьмя югъ
527,Samstag::N,шот,киш
528,Sonntag::N,кӏиранде,гьяд
529,groß::A,доккха,еке
530,groß::A,доккха,чӏехи
531,klein::A,кегий,гъвечӏи
532,lang::A,еха,яргъи
533,kurz::A,доца,куьруь
534,breit::A,шуьйра,гьяркьуь
535,schmal::A,готта,гуьтӏуь
536,dicht::A,луьста,къалин
537,dick[Gegenstand]::A,стомма,
538,dünn::A,дуткъа,кьелечӏ
539,fein::A,ховха,шуькӏуь
540,fest::A,чӏогӏа,кӏеви
541,flach::A,чӏапа,кьулу
542,glatt::A,шера,цӏалцӏам
543,hart::A,чӏогӏa,кӏеви
544,weich::A,кӏеда,хъуьтуьл
545,rund::A,горга,элкъвей
546,spitz::A,ира,хци
547,scharf::A,ира,хци
548,stumpf::A,аьртa,къуьруь
549,schwer::A,деза,залан
550,schön::A,хаза,иер
551,heiß::A,довха,кудай
552,warm::A,довха,чими
553,kalt::A,шийла,мекьи
554,kühl::A,шийла,къайи
555,frisch::A,керла,таза
556,frisch::A,керла,михьи
557,feucht::A,тӏуьна,ламу
558,nass::A,тӏеда,кьежей
559,trocken::A,eкъа,кьуру
560,voll::A,дуьзна,ацӏай
561,leer::A,яьсса,буш
562,leer::A,яьсса,ичӏи
563,offen::A,диллина,ахъа
564,geschlossen::A,дӏакъевлина,кӏеви
565,geschlossen::A,дӏачӏагӏдина,кӏеви
566,sauber::A,цӏена,михьи
567,schmutzig::A,боьха,чиркин
568,schmutzig::A,боьха,кьацӏай
569,roh::A,буьйда,чиг
570,roh::A,буьйда,ицӏи
571,reif::A,хилла,дигмиш хьайи
572,lecker::A,чоме,дадлу
573,süß::A,мерза,ширин
574,bitter::A,къаьхьа,туькьуьл
575,sauer::A,муьста,цуру
576,hell::A,сирла,экуь
577,dunkel::A,бодане,мичӏи
578,schwarz::A,ӏаьржа,чӏулав
579,weiß::A,кӏайн,лацу
580,rot::A,цӏен,яру
581,gelb::A,можа,хъипи
582,blau::A,сийна,вили
583,grün::A,баьццара,къацу
584,grau::A,cира,рехи
585,grau::A,мокха,рехи
586,bunt::A,къорза,цӏару
587,bunt::A,къорза,яру-цӏару
588,billig::A,дораха,ужуз
589,teuer::A,деза,багьа
590,wertvoll::A,мехала,масан
591,blind::A,бӏаьрзе,буьркьуь
592,taub::A,къора,биши
593,kräftig::A,нуьцкъала,гужлу
594,stark::A,зоьртала,къуватлу
595,stark::A,нуьцкъала,къуватлу
596,schwach::A,гӏорасиза,такьатсуз
597,fett::A,дерстана,куьк
598,schlank::A,куц долу,шумал
599,hübsch::A,хаза,гуьрчег
600,böse::A,вон,пис
601,dumm::A,сонта,ахмакь
602,faul::A,мало ен,тенпел
603,fleißig::A,тӏера,сяй ийидай
604,fleißig::A,тӏера,сяйи ийидай
605,geizig::A,пис,мискьи
606,geizig::A,сутара,мискьи
607,klug::A,хьекъале,акьуллу
608,geschickt::A,тӏахъаьлла,магьир
609,lieb::A,хьоме,играми
610,lustig::A,самукъане,шад
611,sanft::A,кlеда,назик
612,sanft::A,кlеда,милайим
613,hungrig::A,меца,гишин
614,krank::A,цомгуш долу,кефсуз
615,nackt::A,дерзана,кьецӏил
616,traurig::A,самукъане воцу,пашман
617,lebendig::A,дийна,ччан алай
618,gut::A,дика,хъсан
619,gut::A,дика,вижевай
620,schlecht::A,вон,пис
621,richtig::A,нийса,дуьз
622,schlimm::A,вон,нифретлу
623,wahr::A,бакъдолу,гьакъикъи
624,alt::A,къена,эски
625,alt::A,къена,куьгьне
626,neu::A,керла,цӏийи
627,ehemalig::A,хилла,виликан
628,alt[Lebewesen]::A,къена,кьуьзуь
629,jung::A,къона,жегьил
630,arm::A,къен,кесиб
631,reich::A,хьоле,девлетлу
632,bekannt::A,девзаш долу,чидай
633,berühmt::A,цӏеяхана,машгьур
634,fremd::A,нехан,ччара
635,verschieden::A,тайп-тайпанара,жуьреба-жуьре
636,nah::A,гергара,мукьвал
637,fern::A,гена,яргъал
638,fern::A,генара,яргъал
639,linker::A,аьрру,чапла
640,rechter::A,аьтту,эрчӏи
641,anderer::A,кхин,маса
642,anderer::A,кхин,муькуь
643,erster::A,хьалхара,сад лагьай
644,zweiter::A,шолгIа,кьвед лагьай
645,dritter::A,кхоалгӏа,пуд лагьай
646,letzter::A,тӏаьххьара,эхиримжи
647,allein::ADV,цхьаъ,кьилди
648,auf einmal::ADV,цу сохьтта,
649,zusammen::ADV,цхьана,санал
650,lange::ADV,дукха,яргъалди
651,plötzlich::ADV,цIеххьана,садлагьана
652,sofort::ADV,цу сохьтта,гьасятда
653,später::ADV,тӏаьхьо,гуьгъуьнлай
654,jetzt::ADV,хӏинца,гила
655,heute::ADV,тахана,къе
656,morgen::ADV,кхана,пака
657,bald::ADV,кеста,мукьва
658,bald::ADV,кеста,мукьвара
659,dann::ADV,тӏаккха,ахпа
660,gestern::ADV,селхана,накь
661,einst::ADV,цкъа,садра
662,damals::ADV,хӏетахьь,а чӏавуз
663,danach::ADV,тӏаккха,ахпа
664,vorher::ADV,хьалхa,вилик
665,zuerst::ADV,хьалха,сифте
666,einmal::ADV,цкъа,садра
667,manchmal::ADV,цкъаццкъа,гагь-гагь
668,oft::ADV,кест-кеста,гзаф вахтара
669,immer::ADV,даим,гьамиша
670,niemals::ADV,цкъа а,са чӏавузни
671,niemals::ADV,цкъа а,са вахтундани
672,hier::ADV,кхузахь,ина
673,hierhin::ADV,кхуза,иниз
674,von hier::ADV,кхузара,инай
675,dort::ADV,цигахь,ана
676,dorthin::ADV,цига,аниз
677,geradeaus::ADV,нийса дӏа,дуьз
678,vorwärts::ADV,хьалха,вилик
679,vorwärts::ADV,хьалха,виликди
680,rückwärts::ADV,юха,кьулухъ
681,zurück::ADV,юха,
682,unten::ADV,лахахь,агъада
683,hinab::ADV,охьа,агъуз
684,oben::ADV,лакхахь,винел
685,hinauf::ADV,хьала,виниз
686,überall::ADV,массанхьа,вирина
687,nicht::ADV,ца,ваъ
688,ein wenig::ADV,кӏеззиг,са тӏимил
689,kaum::ADV,халла,жизви
690,sehr::ADV,вуно,лап
691,noch::ADV,кхин,гьеле
692,nur::ADV,бен ...ца,анжах
693,schon::ADV,хӏинцале,хъувуна
694,schon::ADV,хӏинцале,мадни дардиз
695,schon::ADV,хӏинцале,мадни гуьтӏуьз
696,schon::ADV,хӏинцале,мадни гуьтӏуь я
697,wieder::ADV,юха а,
698,vergebens::ADV,эрна,нагьакь
699,vergebens::ADV,эрна,нагьакьа
700,vor::PRP,хьалха,вилик
701,hinter::PRP,тӏехьа,кьулухъ
702,unter::PRP,кIелахь,кӏаник
703,durch::PRP,чекх,арадай
704,durch::PRP,чекх,-кай хкатна
705,neben::PRP,юххе,патав
706,neben::PRP,юххе,мукьув
707,zwischen::PRP,юккъехь,ара
708,zwischen::PRP,юккъехь,арада
709,wegen::PRP,дуьхьа,гъиляй
710,dies::PRN,и,и
711,dies::PRN,и,им
712,dies::PRN,иза,и
713,dies::PRN,иза,им
714,das::PRN,и,а
715,das::PRN,и,ам
716,das::PRN,иза,а
717,das::PRN,иза,ам
718,alles::PRN,дерриг,вири
719,alles::PRN,дерриг,михьиз
720,ich::PRN,cо,за
721,ich::PRN,cо,зун
722,du::PRN,хьо,вун
723,er::PRN,и,ам
724,er::PRN,и,гьа
725,er::PRN,иза,ам
726,er::PRN,иза,гьа
727,wir::PRN,тхо,чун
728,wir::PRN,вай,чун
729,ihr::PRN,шу,куьн
730,sie::PRN,уьш,абур
731,was::FPRN,хӏун,вуч
732,wer::FPRN,мила,вуж
733,wo::FADV,мичaхь,гьина
734,wohin::FADV,мича,гьиниз
735,wie::FADV,муха,гьикӏ
736,warum::FADV,хӏунда,вучиз
737,wieviel::FNUM,мел,шумуд
738,wieviel::FNUM,маса,шумуд
739,eins::NUM,цхьаъ,са
740,zwei::NUM,шиъ,кьвед
741,drei::NUM,кхоъ,пуд
742,vier::NUM,диъ,кьуд
743,fünf::NUM,пхиъ,вад
744,sechs::NUM,ялх,ругуд
745,sieben::NUM,ворхӏ,ирид
746,acht::NUM,бархӏ,муьжуьд
747,neun::NUM,исс,кӏуьд
748,zehn::NUM,итт,цӏуд
749,elf::NUM,цхьайтта,цӏусад
750,zwölf::NUM,шийтта,цӏикьвед
751,zwanzig::NUM,ткъа,къад
752,dreißig::NUM,ткъе итт,къанницӏуд
753,vierzig::NUM,шовзткъа,яхцӏур
754,fünfzig::NUM,шовзткъе итт,яхцӏурни цӏуд
755,sechzig::NUM,кхузткъа,пудкъад
756,siebzig::NUM,кхузткъе итт,пудкъанни цӏуд
757,achtzig::NUM,дезткъа,кьудкъад
758,neunzig::NUM,дезткъе итт,кьудкъанни цӏуд
759,hundert::NUM,бӏе,виш
760,tausend::NUM,эзар,агъзур
761,und::CNJ,a,ва
762,oder::CNJ,я,я
763,stehen::V,латта,акъвазун
764,sitzen::V,хиъна ӏан,ацукьун
765,liegen::V,ӏилла,къаткун
766,hängen::V,кхаза,куьрс хьун
767,werden::V,хила,хьун
768,passieren::V,хила,хьун
