,Concept_ID,mrj,uk
109,Fluss::N,вӹд,річка
110,Ufer::N,сир,берег
111,Küste::N,сир,узбережжя
112,Festland::N,мӱлӓндӹ,суша
113,Meer::N,тангыж,море
114,Bucht::N,вӹдъял,бухта
115,Bucht::N,вӹдъял,затока
116,Insel::N,острок,острів
117,Blume::N,пеледӹш,квітка
118,Gras::N,шуды,трава
119,Wurzel::N,важ,корінь
120,Baum::N,пушӓнгӹ,дерево
121,Stamm::N,пушӓнгӹ тӹнг,стовбур
122,Rinde::N,каргыж,кора
123,Ast::N,укш,гілка
124,Zweig::N,укш,галузь
125,Blatt::N,листӹ,лист
126,Birke::N,куги,береза
127,Kiefer[Baum]::N,йӓктӹ,сосна
128,Weide[Baum]::N,уа,верба
129,Tanne::N,кож,ялиця
130,Horn::N,шур,ріг
131,Feder::N,пын,перо
132,Fell::N,кавашты,хутро
133,Flügel::N,шылдыр,крило
134,Klaue::N,кӹч,кіготь
135,Kralle::N,лапа,лапа
136,Schwanz::N,пач,хвіст
137,Ei::N,мыны,яйце
138,Nest::N,пӹжӓш,гніздо
139,Bau::N,ыраж,лігво
140,Tier::N,во́льык,тварина
141,Herde::N,кӹтö,стадо
142,Kuh::N,ышкал,корова
143,Bulle::N,ӱшкӱж,бик
144,Bulle::N,ӱшкӱж,бугай
145,Pferd::N,имни,кінь
146,Schaf::N,шарык,вівця
147,Schwein::N,сасна,свиня
148,Hund::N,пи,собака
149,Katze::N,коти,кішка
150,Bär::N,мöскӓ,ведмідь
151,Eichhörnchen::N,ур,білка
152,Elch::N,шарды,лось
153,Fuchs::N,рӹвӹж,лисиця
154,Hase::N,морен,заєць
155,Maus::N,каля,миша
156,Wolf::N,пирӹ,вовк
157,Vogel::N,кек,птах
158,Schwarm::N,цуца,зграя
159,Huhn::N,цӹвӹ,курка
160,Hahn::N,ӓптӓн,півень
161,Gans::N,комбы,гуска
162,Adler::N,кучкыж,орел
163,Ente::N,лыды,качка
164,Eule::N,тымана,сова
165,Kranich::N,тырня,журавель
166,Kranich::N,тыртня,журавель
167,Krähe::N,лудыгарак,ворона
168,Kuckuck::N,куку,зозуля
169,Schwan::N,йӱксӹ,лебідь
170,Fisch::N,кол,риба
171,Barsch::N,алангы,окунь
172,Hecht::N,нуж,щука
173,Hecht::N,нужгол,щука
174,Schlange[Tier]::N,кӹшкы,змія
175,Wurm::N,шукш,черв’як
176,Spinne::N,ӓнгӹремшӹ,павук
177,Ameise::N,кыткы,мурашка
178,Laus::N,ти,воша
179,Mücke::N,кужнер,комар
180,Mücke::N,кужынер,комар
181,Fliege::N,шӹнгӓ,муха
182,Schmetterling::N,лӹпӹ,метелик
183,Beere::N,мöр,ягода
184,Apfel::N,олма,яблуко
185,Pilz::N,понгы,гриб
186,Zwiebel::N,охыра,цибуля
187,Saat::N,нӱшмӹ,сім’я
188,Saat::N,нӱшмӱ,сім’я
189,Korn::N,пӹрцӹ,зерно
190,Heu::N,шуды,сіно
191,Schale::N,аваха,шкірка
192,Schale::N,карлангы,шкірка
193,Grube::N,йӓм,яма
194,Falle::N,лӱдӹ,пастка
195,Falle::N,лӱдӹш,пастка
196,Schlinge::N,онгы,петля
197,Spur::N,кишӓ,слід
198,Asche::N,ломых,зола
199,Asche::N,ломых,попіл
200,Asche::N,ломпыж,зола
201,Asche::N,ломпыж,попіл
202,Dreck::N,лявӹрӓ,бруд
203,Eisen::N,кӹртни,залізо
204,Gold::N,шöртни,золото
205,Gold::N,шöртньӹ,золото
206,Silber::N,ши,срібло
207,Kohle::N,шӱ,вугілля
208,Glas::N,охоница,скло
209,Lehm::N,шун,глина
210,Sand::N,ошма,пісок
211,Mensch::N,эдем,людина
212,Mann::N,пӱэргӹ,чоловік
213,Frau::N,ӹдӹрӓмӓш,жінка
214,Kind::N,ӓзӓ,дитина
215,Kind::N,шачшы,дитина
216,Junge::N,рвезӹ,хлопець
217,Junge::N,ӹрвезӹ,хлопець
218,Mädchen::N,ӹдӹрӓш,дівчина
219,Familie::N,йиш,сім’я
220,Familie::N,йиш,родина
221,Familie::N,семня,сім’я
222,Familie::N,семня,родина
223,Großvater::N,тьоти,дідусь
224,Großmutter::N,папа,бабуся
225,Eltern::N,ӓтя-ӓвӓ,батьки
226,Vater::N,ӓтя,батько
227,Mutter::N,ӓвӓ,мати
228,Sohn::N,эргӹ,син
229,Tochter::N,ӹдӹр,дочка
230,Bruder::N,ӹза,брат
231,Schwester::N,ӓкӓ,сестра
232,Onkel::N,кугуза,дядько
233,Tante::N,куака,тітка
234,Ehemann::N,мары,чоловік
235,Ehefrau::N,вӓтӹ,жінка
236,Ehefrau::N,вӓтӹ,дружина
237,Freude::N,ӹвӹртӹмӓш,радощі
238,Gelächter::N,ваштылмаш,сміх
239,Glück::N,пиӓл,щастя
240,Kummer::N,ясы,горе
241,Wunsch::N,охата,бажання
242,Wunsch::N,шанымаш,бажання
243,Lust::N,шӓр,бажання
244,Lust::N,охата,бажання
245,Lust::N,шанымаш,бажання
246,Geist::N,тух,дух
247,Gedanke::N,шанымаш,думка
248,Gedächtnis::N,ӓш,пам’ять
249,Verstand::N,ыш,розум
250,Sinn::N,кын,зміст
251,Sinn::N,кын,значення
252,Grund::N,вир,причина
253,Wahrheit::N,тöр,правда
254,Gespräch::N,хытырымаш,розмова
255,Märchen::N,ямак,байка
256,Erzählung::N,шайыштмаш,повість
257,Erzählung::N,шайыштмаш,оповідання
258,Nachricht::N,увертӓрӹмӓш,повідомлення
259,Neuigkeit::N,увер,новина
260,Name::N,лӹм,ім’я
261,Rätsel::N,тышты,загадка
262,Rede::N,шая,промова
263,Rede::N,шамак,промова
264,Sprache::N,йӹлмӹ,мова
265,Stimme::N,юк,голос
266,Wort::N,шамак,слово
267,Zeichen::N,палӹ,знак
268,Ruf::N,сӹгӹрӹмӓш,оклик
269,Lärm::N,юкланымащ,шум
270,Laut::N,юк,звук
271,Ton::N,юк,тон
272,Lied::N,мыры,пісня
273,Ruhe::N,тыр,спокій
274,Leute::N,эдемвлӓ,люди
275,Volk::N,халык,народ
276,Arbeit::N,пӓшӓ,робота
277,Gast::N,хына,гість
278,Geschenk::N,подарка,подарунок
279,Spiel::N,мадыш,гра
280,Gesellschaft::N,йӓл,товариство
281,Gesellschaft::N,йӓлвлӓ,товариство
282,Hilfe::N,палшык,допомога
283,Freund::N,тӓнг,друг
284,Freund::N,тӓнг,приятель
285,Kamerad::N,тос,товариш
286,Angelegenheit::N,дела,справа
287,Angelegenheit::N,йела,справа
288,Angelegenheit::N,йыла,справа
289,Angelegenheit::N,пӓшӓ,справа
290,Anzahl::N,шот,число
291,Art::N,цӹре,рід
292,Stück::N,лаштык,кусок
293,Teil::N,пай,частина
294,Teil::N,часть,частина
295,Hälfte::N,пел,половина
296,Kreis::N,тӹртӹш,круг
297,Kreis::N,тӹртӹш,коло
298,Kreuz::N,крестӹ,хрест
299,Abstand::N,ло,проміжок
300,Entfernung::N,ло,відстань
301,Gegend::N,вӓр,місцевість
302,Platz::N,вӓр,площа
303,Ort::N,вӓр,місце
304,Seite::N,öрдӹж,сторона
305,Mitte::N,ло,середина
306,Gegenstand::N,хӓдӹр,предмет
307,Sache::N,хӓдӹр,річ
308,Rand::N,шöр,край
309,Kante::N,шöр,ребро
310,Ecke::N,лык,ріг
311,Spitze::N,вуй,кінчик
312,Ende::N,вуй,кінець
313,Ende::N,мычаш,кінець
314,Loch::N,ыраж,діра
315,Winkel::N,лык,куток
316,Muster::N,тӹрлец,узор
317,Größe::N,кӱкшӹц,розмір
318,Länge::N,кыт,довжина
319,Höhe::N,кӱкшӹц,висота
320,Gewicht::N,нелӹц,вага
321,Menge::N,шот,кількість
322,Haufen::N,ара,купа
323,Reihe::N,ряд,ряд
324,Boot::N,пыш,човен
325,Ruder::N,вешлӓ,весло
326,Schlitten::N,тир,сани
327,Ski::N,ечӹ,лижа
328,Lagerfeuer::N,тыл,вогнище
329,Last::N,нелӹц,тягар
330,Last::N,нелӹц,вантаж
331,Gang::N,ход,хід
332,Schritt::N,ашкыл,крок
333,Norden::N,йыдпелвел,північ
334,Süden::N,кечӹвӓлвел,південь
335,Westen::N,кечӹ шӹцмӹ,захід
336,Osten::N,ирвел,схід
337,Osten::N,кечӹ лӱлтмӹ,схід
338,Holz::N,пушӓнгӹ,дрова
339,Brett::N,ханга,дошка
340,Platte::N,плитӓ,плита
341,Stütze::N,цӓрӓк,підпірка
342,Stange::N,равы,жердина
343,Stange::N,намаш,жердина
344,Stock::N,панды,палиця
345,Stab::N,равы,палиця
346,Rohr::N,пыч,труба
347,Haus::N,пöрт,дім
348,Haus::N,пöрт,хата
349,Heim::N,пöрт,житло
350,Ofen::N,камака,піч
351,Fußboden::N,седӹрӓ,підлога
352,Tisch::N,стöл,стіл
353,Stuhl::N,пöкен,стілець
354,Wiege::N,шипкӓ,колиска
355,Bett::N,койка,ліжко
356,Bett::N,койка,постіль
357,Bett::N,кравать,ліжко
358,Bett::N,кравать,постіль
359,Regal::N,полицӓ,полиця
360,Kiste::N,шӱ́ндӹк,ящик
361,Fenster::N,окня,вікно
362,Tür::N,амаса,двері
363,Tor::N,хапка,ворота
364,Zaun::N,забор,паркан
365,Zaun::N,забор,огорожа
366,Dach::N,левӓш,дах
367,Leiter::N,ташкалтыш,драбина
368,Besen::N,сало,мітла
369,Besen::N,салко,мітла
370,Spaten::N,кольмы,заступ
371,Schaufel::N,лоток,совок
372,Schaufel::N,лоток,лопата
373,Gabel::N,ви́лка,виделка
374,Löffel::N,савала,ложка
375,Messer::N,кӹзӹ,ніж
376,Nagel::N,пыда,цвях
377,Netz::N,вӓпш,сіть
378,Haken::N,крӱк,крюк
379,Haken::N,кагак,крюк
380,Griff::N,кычем,ручка
381,Griff::N,кычем,держак
382,Schloss::N,замок,замок
383,Schloss::N,сыравач,замок
384,Bild::N,картин,картина
385,Figur::N,кӓн,фігура
386,Puppe::N,поханя,лялька
387,Beutel::N,мешӓк,мішечок
388,Beutel::N,мешӓк,торбинка
389,Bündel::N,топ,в’язка
390,Bündel::N,пидӹш,в’язка
391,Bündel::N,кӹлдӹш,в’язка
392,Tasche::N,сумкы,сумка
393,Eimer::N,ведӹрӓ,відро
394,Deckel::N,комдыш,кришка
395,Geschirr::N,ӓтӹ,посуд
396,Sack::N,мешӓк,мішок
397,Tasse::N,цӓшкӓ,чашка
398,Topf::N,ми́ска,горщик
399,Kessel::N,пад,котел
400,Essen::N,качкыш,їжа
401,Essen::N,качкыш-йӱш,їжа
402,Nahrung::N,качкыш,харч
403,Nahrung::N,качкыш-йӱш,харч
404,Speise::N,няня,страва
405,Fleisch::N,пай,м’ясо
406,Getreide::N,киндӹ,хліб
407,Getreide::N,киндӹ,збіжжя
408,Brei::N,шӹрӓш,каша
409,Brot::N,сыкыр,хліб
410,Scheibe::N,ламыт,скибочка
411,Scheibe::N,лаштык,скибочка
412,Fett::N,кая,жир
413,Butter::N,ӱ,масло
414,Öl::N,ӱ,олія
415,Salz::N,санзал,сіль
416,Suppe::N,лем,суп
417,Honig::N,мӱ,мед
418,Milch::N,шӹшер,молоко
419,Tee::N,чӓй,чай
420,Leder::N,шарга,шкіра
421,Leder::N,кавашты,шкіра
422,Wolle::N,миж,шерсть
423,Stoff::N,матер,тканина
424,Stoff::N,матери,тканина
425,Nadel::N,им,голка
426,Faden::N,шӹртӹ,нитка
427,Knopf::N,полдыш,ґудзик
428,Knoten::N,пӱкшем,вузол
429,Farbe::N,чиӓ,фарба
430,Farbe::N,крӓскӓ,фарба
431,Kleidung::N,выргем,одяг
432,Kleidung::N,выргем,убрання
433,Hemd::N,тыгыр,сорочка
434,Kragen::N,шӱ,комір
435,Ärmel::N,шокш,рукав
436,Hose::N,ялаш,брюки
437,Gürtel::N,ӹштӹ,пояс
438,Mütze::N,упш,шапка
439,Schuh::N,ту́фльы,ботинок
440,Stiefel::N,кем,чобіт
441,Ring::N,шӓргӓш,кільце
442,Band::N,лемтӓ,стрічка
443,Kamm::N,шерге,гребінець
444,Spiegel::N,тӹгӹр,дзеркало
445,Riemen::N,прӓжӓ,ремінь
446,Schnur::N,кӓндӹра,вірьовка
447,Leine::N,керем,шворка
448,Decke::N,одеял,ковдра
449,Kissen::N,кӹпцӹк,подушка
450,Tuch::N,савыц,хустка
451,Handtuch::N,шӹргӹсавыц,рушник
452,Handtuch::N,шӹргӹмсавыц,рушник
453,Kraft::N,ви,сила
454,Stärke::N,ви,сила
455,Gesundheit::N,шу,здоров’я
456,Gesundheit::N,шулык,здоров’я
457,Krankheit::N,мыж,хвороба
458,Schmerz::N,карштыш,біль
459,Wunde::N,шушыр,рана
460,Fieber::N,ӱштӹмыж,гарячка
461,Arznei::N,лекӓрцӹ,ліки
462,Brücke::N,кӹвер,міст
463,Brunnen::N,вӹдсӹнзӓ,колодязь
464,Weide::N,ныр,пасовище
465,Pfad::N,ялгорны,стежка
466,Weg::N,корны,шлях
467,Weg::N,корны,дорога
468,Straße::N,корны,вулиця
469,Dorf::N,сола,село
470,Stadt::N,города,місто
471,Brief::N,сирмӓш,лист
472,Buch::N,книгӓ,книга
473,Buch::N,книгӓ,книжка
474,Buchstabe::N,буква́,буква
475,Buchstabe::N,буква́,літера
476,Zeitung::N,газет,газета
477,Zeitung::N,кайзет,газета
478,Leben::N,житя,життя
479,Tod::N,смöрт,смерть
480,Grab::N,шӹгер,могила
481,Grab::N,мыгилӓ,могила
482,Grab::N,шӹгерлӓ,могила
483,Kirche::N,церкӹ,церква
484,Sünde::N,сулык,гріх
485,Gott::N,йымы,бог
486,Arbeiter::N,пӓшӓзӹ,робітник
487,Chef::N,вуй,хазяїн
488,Meister::N,мастар,умілець
489,Arzt::N,доктор,лікар
490,Lehrer::N,тымдышы,вчитель
491,Geld::N,окса,гроші
492,Geschäft::N,торге́йӹмӓш,заняття
493,Laden::N,лапка,магазин
494,Laden::N,лапка,крамниця
495,Laden::N,магазин,магазин
496,Laden::N,магазин,крамниця
497,Preis::N,ӓк,ціна
498,Ware::N,товар,товар
499,Nutzen::N,пайда,вигода
500,Nutzen::N,пайда,користь
501,Reichtum::N,перке,багатство
502,Welt::N,сӓндӓлӹк,світ
503,Welt::N,свет,світ
504,Land::N,сӓндӓлӹк,країна
505,Staat::N,кугижӓншӹ,держава
506,König::N,король,король
507,Macht::N,власть,влада
508,Grenze::N,пӹсмӓн,кордон
509,Krieg::N,вырсы,війна
510,Feind::N,тышман,ворог
511,Gewalt::N,ви,насильство
512,Kampf::N,кредӓлмӓш,бій
513,Kampf::N,кредӓлмӓш,боротьба
514,Bogen[Waffe]::N,янгеж,лук
515,Pfeil::N,пикш,стріла
516,Gewehr::N,пичӓл,рушниця
517,Gewehr::N,пичӓл,гвинтівка
518,Fehler::N,самынь,помилка
519,Lüge::N,шая,брехня
520,Schaden::N,вре́дӓ,шкода
521,Schaden::N,вре́дӓ,збиток
522,Unglück::N,пёда,нещастя
523,Unglück::N,тымаша,нещастя
524,Schuld::N,вуйнамат,провина
525,Alter::N,иӓш,вік
526,Alter::N,иӓш,літа
527,Alter::N,игечӹ,вік
528,Alter::N,игечӹ,літа
529,Schluss::N,пӹтӓртӹш,кінець
530,Zeit::N,веремӓ,час
531,Tag::N,кечӹ,день
532,Morgen::N,ир,ранок
533,Morgen::N,ирок,ранок
534,Mittag::N,кечӹвӓл,південь
535,Abend::N,вады,вечір
536,Nacht::N,йыд,ніч
537,Woche::N,ӓрня,тиждень
538,Monat::N,тӹ́лзӹ,місяць
539,Jahr::N,год,рік
540,Frühling::N,шошым,весна
541,Sommer::N,кӓнгӹж,літо
542,Herbst::N,шӹжӹ,осінь
543,Winter::N,тел,зима
544,Winter::N,телӹ,зима
545,Januar::N,январ,січень
546,Januar::N,январь,січень
547,Februar::N,февраль,лютий
548,März::N,март,березень
549,April::N,апрель,квітень
550,Mai::N,май,травень
551,Juni::N,июнь,червень
552,Juli::N,июль,липень
553,August::N,август,серпень
554,September::N,сентябрь,вересень
555,Oktober::N,октябрь,жовтень
556,November::N,ноябрь,листопад
557,Dezember::N,декавыр,грудень
558,Montag::N,шачмы,понеділок
559,Dienstag::N,кышкыжмы,вівторок
560,Mittwoch::N,вӹрчегӹ,середа
561,Donnerstag::N,изӓрня,четвер
562,Freitag::N,когарня,п’ятниця
563,Samstag::N,кукшыгечӹ,субота
564,Sonntag::N,рушӓрня,неділя
565,groß::A,кого,великий
566,klein::A,изи,малий
567,klein::A,изи,маленький
568,lang::A,кужы,довгий
569,kurz::A,кӹтӹк,короткий
570,breit::A,кымда,широкий
571,schmal::A,ӓнгӹсӹр,вузький
572,dicht::A,шӹре,густий
573,dick[Gegenstand]::A,кӹжгӹ,товстий
574,dünn::A,вӹцкӹж,тонкий
575,fein::A,пыльга,дрібний
576,fest::A,цаткыды,міцний
577,flach::A,тӓлякӓ,плоский
578,glatt::A,ягылгы,рівний
579,glatt::A,ягылгы,гладенький
580,hart::A,пингӹдӹ,твердий
581,weich::A,пышкыды,м’який
582,rund::A,тӹртӹш,круглий
583,spitz::A,кашар,гострокінцевий
584,scharf::A,кашар,гострий
585,stumpf::A,нӹшкӹ,тупий
586,schwer::A,нелӹ,важкий
587,schön::A,цевер,вродливий
588,schön::A,олмыдшы,вродливий
589,heiß::A,шокшы,жаркий
590,heiß::A,шокшы,гарячий
591,warm::A,шокшы,теплий
592,kalt::A,ӱштӹ,холодний
593,kühl::A,юалгы,прохолодний
594,kühl::A,йонгата,прохолодний
595,frisch::A,йонгата,свіжий
596,feucht::A,ӹлӹкшӹ,вогкий
597,feucht::A,вӹдӹжгӹ,вогкий
598,nass::A,начкы,мокрий
599,trocken::A,кукшы,сухий
600,voll::A,темшӹ,повний
601,voll::A,темыман,повний
602,leer::A,йӓрӓ,пустий
603,offen::A,виш,відкритий
604,geschlossen::A,чӱчмӹ,закритий
605,geschlossen::A,чӱчмӹ,зачинений
606,geschlossen::A,тӹкӹлӓлтшӹ,закритий
607,geschlossen::A,тӹкӹлӓлтшӹ,зачинений
608,sauber::A,ире,чистий
609,sauber::A,ире,охайний
610,schmutzig::A,шоран,брудний
611,schmutzig::A,лявӹрӓн,брудний
612,schmutzig::A,шорангшы,брудний
613,roh::A,пеле кӱшӹ,сирий
614,reif::A,кӱшӹ,зрілий
615,lecker::A,тотан,смачний
616,süß::A,мӱӓн,солодкий
617,bitter::A,качы,гіркий
618,sauer::A,шапы,кислий
619,hell::A,соты,світлий
620,hell::A,валгыды,світлий
621,dunkel::A,пӹц,темний
622,dunkel::A,пӹцкемӹш,темний
623,schwarz::A,шим,чорний
624,weiß::A,ош,сивий
625,weiß::A,ошы,сивий
626,rot::A,якшаргы,червоний
627,gelb::A,сар,жовтий
628,gelb::A,сары,жовтий
629,blau::A,симсӹ,синій
630,grün::A,ыжар,зелений
631,grau::A,луды,сірий
632,bunt::A,ала,барвистий
633,billig::A,шулдаш,дешевий
634,teuer::A,шергӹ,дорогий
635,teuer::A,шергӓкӓн,дорогий
636,wertvoll::A,ӓкӓн,цінний
637,blind::A,слöпöй,сліпий
638,blind::A,сльöпöй,сліпий
639,taub::A,тӱтӱк,глухий
640,kräftig::A,виӓн,могутній
641,stark::A,виӓн,сильний
642,schwach::A,шава,слабкий
643,schwach::A,лӹпкӓ,слабкий
644,schwach::A,слабка,слабкий
645,fett::A,таза,жирний
646,fett::A,таза,товстий
647,schlank::A,яштака,тонкий
648,schlank::A,яштака,стрункий
649,hübsch::A,сӹлнӹ,чарівний
650,hübsch::A,олмыдшы,чарівний
651,böse::A,шӹдӓн,злий
652,böse::A,шӹдӓн,лихий
653,dumm::A,окмак,дурний
654,faul::A,ялахай,ледачий
655,fleißig::A,пӓшам яратышы,старанний
656,geizig::A,шык,скупий
657,klug::A,ышан,мудрий
658,klug::A,ышан,розумний
659,geschickt::A,мастар,умілий
660,lieb::A,тыри,милий
661,lustig::A,мындыр,веселий
662,lustig::A,сусу,веселий
663,sanft::A,йӹвӹжӓ,лагідний
664,hungrig::A,шужышы,голодний
665,krank::A,церлӹ,слабий
666,krank::A,хворой,слабий
667,nackt::A,цӓрӓ,голий
668,traurig::A,сы́лыкан,сумний
669,traurig::A,кымы́лдымы,сумний
670,lebendig::A,живой,живий
671,gut::A,яжо,добрий
672,schlecht::A,уда,поганий
673,schlecht::A,уда,кепський
674,schlecht::A,худа,поганий
675,schlecht::A,худа,кепський
676,richtig::A,вургамла,правильний
677,schlimm::A,йӹрнык,бридкий
678,wahr::A,настоящий,справжній
679,wahr::A,настояшый,справжній
680,alt::A,шонгы,старий
681,neu::A,у,новий
682,ehemalig::A,тошты,колишній
683,alt[Lebewesen]::A,ӹлалшӹ,старий
684,jung::A,нöргӹ,молодий
685,jung::A,молода,молодий
686,arm::A,укеӓн,бідний
687,reich::A,паян,багатий
688,reich::A,пурлыкан,багатий
689,bekannt::A,палӹмӹ,знайомий
690,berühmt::A,лӹмлы,славетний
691,fremd::A,эдемӹн,чужий
692,verschieden::A,тӹрлӹ,різний
693,nah::A,лишӹл,близький
694,fern::A,мӹндӹр,далекий
695,linker::A,шалахай,лівий
696,rechter::A,вургамла,правий
697,anderer::A,вес,інакший
698,anderer::A,весӹ,інакший
699,erster::A,икшӹ,перший
700,erster::A,икӹмшӹ,перший
701,zweiter::A,кокшы,другий
702,dritter::A,кымшы,третій
703,letzter::A,остатка,останній
704,allein::ADV,иктӹ,сам
705,allein::ADV,иктӹ,один
706,allein::ADV,иктӹт,сам
707,allein::ADV,иктӹт,один
708,auf einmal::ADV,тöрöк,відразу
709,zusammen::ADV,икараш,разом
710,zusammen::ADV,икараш,спільно
711,zusammen::ADV,цымырын,разом
712,zusammen::ADV,цымырын,спільно
713,lange::ADV,кужын,довго
714,plötzlich::ADV,трӱк,раптом
715,sofort::ADV,полт,зараз
716,sofort::ADV,тöрöк,зараз
717,sofort::ADV,тӹшӓкок,зараз
718,später::ADV,вара,пізніше
719,heute::ADV,тагачы,сьогодні
720,morgen::ADV,иргод,завтра
721,morgen::ADV,иргодым,завтра
722,bald::ADV,чӹнь,незабаром
723,bald::ADV,вӓшке,незабаром
724,bald::ADV,выртышты,незабаром
725,dann::ADV,пакыла,потім
726,gestern::ADV,тенгечӹ,вчора
727,einst::ADV,икӓнӓ,колись
728,damals::ADV,тӹнӓм,тоді
729,danach::ADV,пакыла,згодом
730,vorher::ADV,перви,раніше
731,zuerst::ADV,андак,спершу
732,zuerst::ADV,андак,спочатку
733,einmal::ADV,гӓнӓк,один раз
734,einmal::ADV,гӓнӓ,один раз
735,manchmal::ADV,кынамжы,іноді
736,manchmal::ADV,кынамжы,інколи
737,oft::ADV,чӹчкӹдӹн,часто
738,immer::ADV,со,завжди
739,immer::ADV,соок,завжди
740,niemals::ADV,нинам,ніколи
741,niemals::ADV,нигынам,ніколи
742,niemals::ADV,нигынамат,ніколи
743,hier::ADV,тиштӹ,тут
744,hierhin::ADV,тишкӹ,сюди
745,von hier::ADV,тишец,звідси
746,von hier::ADV,тишецӹн,звідси
747,dort::ADV,тӹштӹ,там
748,dorthin::ADV,тӹшкӹ,туди
749,dorthin::ADV,тӹшкӹлӓ,туди
750,geradeaus::ADV,вик,прямо
751,geradeaus::ADV,тура,прямо
752,vorwärts::ADV,анзыкы,вперед
753,rückwärts::ADV,мӹнгеш,назад
754,zurück::ADV,мӹнгеш,назад
755,unten::ADV,ӱлнӹ,внизу
756,unten::ADV,лӹвӓлнӹ,внизу
757,hinab::ADV,ӱлӹкӹ,вниз
758,hinab::ADV,лӹвӓкӹ,вниз
759,oben::ADV,вӹлнӹ,вгорі
760,hinauf::ADV,кӱшкӹлӓ,вгору
761,hinauf::ADV,кӱш,вгору
762,überall::ADV,йӹлт,скрізь
763,überall::ADV,цилӓ вӓре,скрізь
764,nicht::ADV,уке,не
