,Concept_ID,et,hi
243,Ei::N,muna,अंडा
244,Nest::N,pesa,नीड़
245,Nest::N,pesa,घोंसला
246,Bau::N,urg,बिल
247,Bau::N,urg,माँद
248,Tier::N,loom,पशु
249,Tier::N,loom,जानवर
250,Herde::N,kari,गल्ला
251,Kuh::N,lehm,गौ
252,Kuh::N,lehm,गाय
253,Bulle::N,pull,साँड़
254,Pferd::N,hobune,अश्व
255,Pferd::N,hobune,घोड़ा
256,Schaf::N,lammas,भेड़
257,Schwein::N,siga,शूकर
258,Hund::N,koer,श्वान
259,Hund::N,koer,कुत्ता
260,Katze::N,kass,बिल्ली
261,Bär::N,karu,रीछ
262,Bär::N,karu,भालू
263,Eichhörnchen::N,orav,गिलहरी
264,Elch::N,põder,एल्क
265,Fuchs::N,rebane,लोमड़ी
266,Hase::N,jänes,खरहा
267,Hase::N,jänes,ख़रगोश
268,Maus::N,hiir,मूष
269,Maus::N,hiir,चूहा
270,Wolf::N,hunt,वृक
271,Wolf::N,hunt,भेड़िया
272,Vogel::N,lind,पक्षी
273,Vogel::N,lind,चिड़िया
274,Schwarm::N,parv,झुंड
275,Huhn::N,kana,मुर्ग़ी
276,Hahn::N,kukk,मुर्ग़ा
277,Gans::N,hani,हंस
278,Gans::N,hani,हंसिनी
279,Adler::N,kotkas,उक़ाब
280,Ente::N,part,बतख़
281,Ente::N,part,बत्तक
282,Eule::N,kakk,उल्लू
283,Eule::N,öökull,उल्लू
284,Kranich::N,kurg,सारस
285,Kranich::N,kurg,क्रौंंच
286,Krähe::N,vares,काक
287,Kuckuck::N,kägu,कोयल
288,Kuckuck::N,kägu,कोकिल
289,Schwan::N,luik,हंस
290,Schwan::N,luik,मराल
291,Fisch::N,kala,मछली
292,Fisch::N,kala,मत्स्य
293,Barsch::N,ahven,पर्च
294,Hecht::N,haug,पाइक
295,Schlange[Tier]::N,uss,सर्प
296,Wurm::N,uss,कृमि
297,Wurm::N,uss,कीड़ा
298,Wurm::N,vagel,कृमि
299,Wurm::N,vagel,कीड़ा
300,Spinne::N,ämblik,लूता
301,Spinne::N,ämblik,मकड़ी
302,Ameise::N,sipelgas,चींटी
303,Laus::N,täi,जूँ
304,Mücke::N,sääsk,डाँस
305,Fliege::N,kärbes,मक्खी
306,Fliege::N,kärbes,मक्षिका
307,Schmetterling::N,liblikas,तितली
308,Beere::N,mari,बेरी
309,Apfel::N,õun,सेब
310,Pilz::N,seen,खुंबी
311,Zwiebel::N,sibul,प्याज़
312,Saat::N,seeme,बीज
313,Korn::N,iva,दाना
314,Korn::N,tera,दाना
315,Heu::N,hein,मूखी घास
316,Schale::N,koor,बकला
317,Schale::N,koor,छिलका
318,Grube::N,kaevand,गड्ढा
319,Falle::N,lõks,जाल
320,Falle::N,lõks,फँदा
321,Falle::N,püünis,जाल
322,Falle::N,püünis,फँदा
323,Schlinge::N,aas,फँदा
324,Spur::N,jälg,सुराग़
325,Spur::N,jälg,पद-चिह्न
326,Asche::N,tuhk,राख
327,Dreck::N,saast,मैल
328,Dreck::N,saast,गंदगी
329,Dreck::N,mustus,मैल
330,Dreck::N,mustus,गंदगी
331,Eisen::N,raud,लोहा
332,Gold::N,kuld,सोना
333,Gold::N,kuld,स्वर्ण
334,Silber::N,hõbe,रजत
335,Silber::N,hõbe,चाँदी
336,Kohle::N,süsi,कोयला
337,Glas::N,klaas,काँच
338,Lehm::N,savi,चिकनी मिट्टी
339,Sand::N,liiv,रेत
340,Sand::N,liiv,बालू
341,Mensch::N,inimene,मानव
342,Mensch::N,inimene,इनसान
343,Mensch::N,inimene,मनुष्य
344,Mann::N,mees,आदमी
345,Mann::N,mees,पुरुष
346,Frau::N,naine,औरत
347,Frau::N,naine,महिला
348,Frau::N,naine,स्त्री
349,Kind::N,laps,बाल
350,Kind::N,laps,बच्चा
351,Junge::N,poiss,लड़का
352,Mädchen::N,tüdruk,लड़की
353,Mädchen::N,tüdruk,कुमारी
354,Familie::N,perekond,परिवार
355,Großvater::N,vanaisa,दादा
356,Großmutter::N,vanaema,नानी
357,Eltern::N,vanemad,माँ-बाप
358,Eltern::N,vanemad,माता-पिता
359,Vater::N,isa,बाप
360,Vater::N,isa,पिता
361,Mutter::N,ema,माँ
362,Mutter::N,ema,माता
363,Sohn::N,poeg,बेटा
364,Sohn::N,poeg,पुत्र
365,Tochter::N,tütar,बेटी
366,Tochter::N,tütar,पुत्री
367,Bruder::N,vend,भाई
368,Bruder::N,vend,भ्राता
369,Schwester::N,õde,बहन
370,Schwester::N,õde,भगिनी
371,Onkel::N,onu,ताऊ
372,Onkel::N,onu,काका
373,Tante::N,tädi,बूआ
374,Tante::N,tädi,फूफी
375,Tante::N,tädi,ख़ाला
376,Ehemann::N,mees,पति
377,Ehemann::N,mees,शौहर
378,Ehemann::N,abikaasa,पति
379,Ehemann::N,abikaasa,शौहर
380,Ehefrau::N,naine,बीवी
381,Ehefrau::N,abikaasa,बीवी
382,Freude::N,rõõm,आनंद
383,Freude::N,rõõm,प्रसन्नता
384,Gelächter::N,naer,हँसी
385,Gelächter::N,naer,क़हक़हा
386,Glück::N,õnn,आनंद
387,Glück::N,õnn,ख़ुशी
388,Kummer::N,mure,शोक
389,Kummer::N,mure,दुःख
390,Kummer::N,kurbus,शोक
391,Kummer::N,kurbus,दुःख
392,Wunsch::N,soov,इच्छा
393,Wunsch::N,soov,अभिलाषा
394,Lust::N,himu,चाह
395,Lust::N,himu,कामना
396,Geist::N,vaim,जान
397,Geist::N,vaim,प्राण
398,Gedanke::N,mõte,विचार
399,Gedächtnis::N,mälu,याददाश्त
400,Gedächtnis::N,mälu,स्मरण-शक्ति
401,Verstand::N,aru,समझ
402,Verstand::N,aru,अक़्ल
403,Verstand::N,aru,बुद्धि
404,Verstand::N,mõistus,समझ
405,Verstand::N,mõistus,अक़्ल
406,Verstand::N,mõistus,बुद्धि
407,Sinn::N,tähendus,अर्थ
408,Grund::N,põhjus,वजह
409,Grund::N,põhjus,कारण
410,Wahrheit::N,tõde,सत्य
411,Wahrheit::N,tõde,सच्चाई
412,Gespräch::N,kõne,चर्चा
413,Gespräch::N,kõne,वार्ता
414,Gespräch::N,kõne,बात-चीत
415,Gespräch::N,vestlus,चर्चा
416,Gespräch::N,vestlus,वार्ता
417,Gespräch::N,vestlus,बात-चीत
418,Märchen::N,muinasjutt,क़िस्सा
419,Erzählung::N,jutustus,कथा
420,Erzählung::N,jutustus,कहानी
421,Nachricht::N,teade,सूचना
422,Nachricht::N,teade,समाचार
423,Neuigkeit::N,uudis,ख़बर
424,Neuigkeit::N,uudis,समाचार
425,Name::N,nimi,नाम
426,Rätsel::N,mõistatus,पहेली
427,Rede::N,kõne,वचन
428,Rede::N,kõne,भाषण
429,Sprache::N,keel,भाषा
430,Sprache::N,keel,ज़बान
431,Stimme::N,hääl,स्वर
432,Stimme::N,hääl,आवाज़
433,Wort::N,sõna,शब्द
434,Wort::N,sõna,लफ़्ज़
435,Zeichen::N,märk,निशान
436,Ruf::N,hüüe,पुकार
437,Ruf::N,hüüe,आह्वान
438,Lärm::N,müra,शोर
439,Lärm::N,müra,हुल्लड़
440,Laut::N,hääl,स्वर
441,Laut::N,hääl,ध्वनि
442,Ton::N,toon,सुर
443,Ton::N,toon,स्वर
444,Lied::N,laul,गीत
445,Ruhe::N,rahu,आराम
446,Ruhe::N,rahu,ख़ामोशी
447,Ruhe::N,vaikus,आराम
448,Ruhe::N,vaikus,ख़ामोशी
449,Leute::N,inimesed,लोग
450,Volk::N,rahvas,क़ौम
451,Volk::N,rahvas,प्रजा
452,Arbeit::N,töö,काम
453,Gast::N,külaline,अतिथि
454,Gast::N,külaline,मेहमान
455,Geschenk::N,kingitus,उपहार
456,Geschenk::N,kingitus,तोहफ़ा
457,Spiel::N,mäng,खेल
458,Spiel::N,mäng,क्रीड़ा
459,Gesellschaft::N,selts,साथ
460,Hilfe::N,abi,मदद
461,Hilfe::N,abi,सहायता
462,Freund::N,sõber,मित्र
463,Kamerad::N,sõber,साथी
464,Kamerad::N,sõber,कामरेड
465,Angelegenheit::N,asi,बात
466,Angelegenheit::N,asi,मामला
467,Anzahl::N,arv,तादाद
468,Anzahl::N,arv,संख्या
469,Anzahl::N,hulk,तादाद
470,Anzahl::N,hulk,संख्या
471,Art::N,liik,तरह
472,Art::N,liik,क़िस्म
473,Stück::N,tükk,फाँक
474,Stück::N,tükk,टुकड़ा
475,Teil::N,osa,भाग
476,Teil::N,osa,हिस्सा
477,Hälfte::N,pool,अर्धभाग
478,Kreis::N,ring,चक्कर
479,Kreuz::N,rist,सलीब
480,Kreuz::N,rist,क्रूस
481,Linie::N,joon,लाइन
482,Strich::N,joon,लकीर
483,Abstand::N,vahe,अंतर
484,Abstand::N,vahe,फ़ासला
485,Entfernung::N,kaugus,दूरी
486,Entfernung::N,kaugus,फ़ासला
487,Entfernung::N,vahemaa,दूरी
488,Entfernung::N,vahemaa,फ़ासला
489,Gegend::N,ümbrus,इलाक़ा
490,Platz::N,ruum,जगह
491,Platz::N,ruum,स्थान
492,Ort::N,paik,स्थल
493,Ort::N,paik,स्थान
494,Seite::N,pool,ओर
495,Seite::N,pool,तरफ़
496,Mitte::N,keskpaik,बीच
497,Mitte::N,keskpaik,मध्य
498,Gegenstand::N,ese,चीज़
499,Gegenstand::N,ese,पदार्थ
500,Sache::N,ese,चीज़
501,Sache::N,ese,वस्तु
502,Rand::N,äär,छोर
503,Rand::N,äär,उपांत
504,Rand::N,serv,छोर
505,Rand::N,serv,उपांत
506,Kante::N,kant,कोर
507,Kante::N,kant,किनारा
508,Ecke::N,nurk,कोना
509,Ecke::N,nurk,नुक्कड़
510,Spitze::N,teravik,नोक
511,Ende::N,ots,छोर
512,Ende::N,ots,सिरा
513,Ende::N,jupp,छोर
514,Ende::N,jupp,सिरा
515,Loch::N,auk,छेद
516,Loch::N,auk,सूराख़
517,Winkel::N,nurk,कोण
518,Winkel::N,nurk,कोना
519,Muster::N,muster,नमूना
520,Muster::N,muster,डिज़ाइन
521,Größe::N,suurus,परिमाण
522,Größe::N,suurus,विस्तार
523,Länge::N,pikkus,लंबाई
524,Höhe::N,kõrgus,ऊँचाई
525,Höhe::N,kõrgus,उच्चता
526,Gewicht::N,kaal,भार
527,Gewicht::N,kaal,वज़न
528,Gewicht::N,raskus,भार
529,Gewicht::N,raskus,वज़न
530,Menge::N,arv,मात्रा
531,Menge::N,hulk,मात्रा
532,Haufen::N,hunnik,ढेर
533,Haufen::N,hunnik,अंबार
534,Reihe::N,rivi,क़तार
535,Reihe::N,rivi,पंक्ति
536,Boot::N,paat,नाव
537,Boot::N,paat,नौका
538,Ruder::N,aer,चप्पू
539,Schlitten::N,saan,बर्फ़-गाड़ी
540,Ski::N,suusk,स्की
541,Lagerfeuer::N,lõke,अलाव
542,Lagerfeuer::N,lõke,कैंप-फ़ायर
543,Last::N,koorem,भार
544,Gang::N,käik,चाल
545,Schritt::N,samm,डग
546,Schritt::N,samm,क़दम
547,Norden::N,põhi,उत्तर
548,Süden::N,lõuna,दक्खिन
549,Westen::N,lääs,पश्चिम
550,Osten::N,ida,पूरब
551,Holz::N,puu,काठ
552,Holz::N,puu,काष्ठ
553,Brett::N,saelaud,पटरा
554,Brett::N,saelaud,तख़्ता
555,Platte::N,plaat,फलक
556,Platte::N,plaat,तख़्ता
557,Stütze::N,tugi,टेक
558,Stütze::N,tugi,थूनी
559,Stange::N,latt,छड़
560,Stange::N,latt,बाँस
561,Stange::N,teivas,छड़
562,Stange::N,teivas,बाँस
563,Stock::N,kepp,लाठी
564,Stab::N,varras,लग्गा
565,Rohr::N,toru,नल
566,Haus::N,maja,घर
567,Haus::N,maja,मकान
568,Heim::N,kodu,घर
569,Heim::N,kodu,गृह
570,Ofen::N,ahi,चूल्हा
571,Fußboden::N,põrand,फ़र्श
572,Tisch::N,laud,मेज़
573,Stuhl::N,tool,कुरसी
574,Wiege::N,häll,पालना
575,Wiege::N,häll,हिंडोला
576,Wiege::N,kätki,पालना
577,Wiege::N,kätki,हिंडोला
578,Bett::N,voodi,खाट
579,Bett::N,voodi,पलंग
580,Regal::N,riiul,शेल्फ़
581,Kiste::N,kast,पेटी
582,Kiste::N,kast,डिब्बा
583,Fenster::N,aken,खिड़की
584,Tür::N,uks,द्वार
585,Tür::N,uks,दरवाज़ा
586,Tor::N,värav,फाटक
587,Zaun::N,aed,बाड़ा
588,Zaun::N,tara,बाड़ा
589,Dach::N,katus,छत
590,Dach::N,katus,छप्पर
591,Leiter::N,redel,सीढ़ी
592,Besen::N,luud,झाड़ू
593,Besen::N,luud,बुहारी
594,Spaten::N,labidas,कुदाल
595,Schaufel::N,kühvel,बेलचा
596,Schaufel::N,kühvel,फावड़ा
597,Gabel::N,kahvel,काँटा
598,Löffel::N,lusikas,चम्मच
599,Messer::N,nuga,छुरा
600,Messer::N,nuga,चाक़ू
601,Nagel::N,nael,कील
602,Nagel::N,nael,मेख़
603,Netz::N,võrk,जाल
604,Haken::N,haak,अंकुश
605,Haken::N,konks,अंकुश
606,Griff::N,sang,मूठ
607,Griff::N,sang,हत्था
608,Griff::N,käepide,मूठ
609,Griff::N,käepide,हत्था
610,Schloss::N,lukk,ताला
611,Bild::N,pilt,चित्र
612,Figur::N,kuju,मूर्ति
613,Figur::N,kujund,मूर्ति
614,Puppe::N,nukk,पुतली
615,Puppe::N,nukk,गुड़िया
616,Beutel::N,paun,झोला
617,Bündel::N,kimp,पुलिंदा
618,Tasche::N,kott,बेग
619,Tasche::N,kott,बस्ता
620,Eimer::N,pang,बाल्टी
621,Eimer::N,ämber,बाल्टी
622,Deckel::N,kaas,ढक्कन
623,Geschirr::N,nõud,बरतन-भाँड़े
624,Sack::N,kott,बोरा
625,Tasse::N,tass,प्याला
626,Topf::N,pada,देग़चा
627,Kessel::N,pada,देग़
628,Kessel::N,pada,बटलोई
629,Essen::N,söök,खाना
630,Nahrung::N,toit,भोजन
631,Speise::N,roog,खाना
632,Speise::N,roog,व्यंजन
633,Fleisch::N,liha,मांस
634,Fleisch::N,liha,गोश्त
635,Getreide::N,teravili,अनाज
636,Brei::N,puder,भरता
637,Brei::N,puder,दलिया
638,Brot::N,sai,रोटी
639,Brot::N,leib,रोटी
640,Scheibe::N,viil,कतला
641,Scheibe::N,viilukas,कतला
642,Fett::N,rasv,वसा
643,Fett::N,rasv,चरबी
644,Butter::N,või,मक्खन
645,Öl::N,õli,तेल
646,Salz::N,sool,नमक
647,Suppe::N,supp,सूप
648,Suppe::N,supp,शोरबा
649,Honig::N,mesi,शहद
650,Milch::N,piim,दूध
651,Tee::N,tee,चाय
652,Leder::N,nahk,चमड़ा
653,Wolle::N,vill,ऊन
654,Stoff::N,kangas,कपड़ा
655,Nadel::N,nõel,सूई
656,Faden::N,niit,डोरा
657,Knopf::N,nööp,बटन
658,Knopf::N,nööp,घुंडी
659,Knoten::N,sõlm,गाँठ
660,Knoten::N,sõlm,गुत्थी
661,Farbe::N,värv,रंग
662,Farbe::N,värv,वर्ण
663,Kleidung::N,riided,पहनावा
664,Kleidung::N,riietus,पहनावा
665,Hemd::N,särk,कुरता
666,Hemd::N,särk,क़मीज़
667,Kragen::N,krae,गरदनी
668,Kragen::N,krae,गरेबान
669,Ärmel::N,varrukas,आस्तीन
670,Hose::N,püksid,पैंट
671,Hose::N,püksid,पतलून
672,Gürtel::N,vöö,पेटी
673,Gürtel::N,vöö,मेखला
674,Mütze::N,müts,टोपी
675,Schuh::N,king,जूता
676,Stiefel::N,saabas,बूट
677,Ring::N,sõrmus,अँगूठी
678,Band::N,lint,पट्टी
679,Kamm::N,kamm,कंघी
680,Spiegel::N,peegel,आईना
681,Spiegel::N,peegel,दर्पण
682,Riemen::N,rihm,तसमा
683,Riemen::N,rihm,पट्टा
684,Schnur::N,nöör,डोरी
685,Schnur::N,nöör,सुतली
686,Leine::N,jalutusrihm,रस्सी
687,Decke::N,tekk,रज़ाई
688,Kissen::N,padi,तकिया
689,Kissen::N,padi,गाद्दा
690,Tuch::N,kalev,रूमाल
691,Tuch::N,kalev,वस्त्र
692,Handtuch::N,käterätik,अँगोछा
693,Kraft::N,jõud,ज़ोर
694,Kraft::N,jõud,शक्ति
695,Stärke::N,tugevus,बल
696,Stärke::N,tugevus,ताक़त
697,Gesundheit::N,tervis,स्वास्थ्य
698,Gesundheit::N,tervis,तंदुरुस्ती
699,Krankheit::N,haigus,रोग
700,Krankheit::N,haigus,बीमारी
701,Schmerz::N,valu,दर्द
702,Schmerz::N,valu,पीड़ा
703,Wunde::N,haav,घाव
704,Wunde::N,haav,ज़ख़्म
705,Fieber::N,palavik,ज्वर
706,Fieber::N,palavik,बुख़ार
707,Arznei::N,ravim,दवा
708,Arznei::N,ravim,औषाधि
709,Brücke::N,sild,पुल
710,Brücke::N,sild,सेतु
711,Brunnen::N,kaev,कुआँ
712,Weide::N,karjamaa,चरागाह
713,Pfad::N,rada,पथ
714,Pfad::N,rada,पगडंडी
715,Weg::N,tee,मार्ग
716,Straße::N,tee,राह
717,Straße::N,tee,रास्ता
718,Dorf::N,küla,गाँव
719,Dorf::N,küla,ग्राम
720,Stadt::N,linn,शहर
721,Brief::N,kiri,ख़त
722,Brief::N,kiri,पत्र
723,Brief::N,kiri,चिट्ठी
724,Buch::N,raamat,किताब
725,Buch::N,raamat,पुस्तक
726,Buchstabe::N,täht,अक्षर
727,Zeitung::N,ajaleht,अख़बार
728,Zeitung::N,ajaleht,समाचार-पत्र
729,Leben::N,elu,जीवन
730,Leben::N,elu,ज़िंदगी
731,Tod::N,surm,मौत
732,Tod::N,surm,मृत्यु
733,Grab::N,haud,क़ब्र
734,Kirche::N,kirik,चर्च
735,Kirche::N,kirik,गिरजा
736,Sünde::N,patt,पाप
737,Sünde::N,patt,गुनाह
738,Gott::N,jumal,देव
739,Gott::N,jumal,ईश्वर
740,Arbeiter::N,tööline,मज़दूर
741,Chef::N,ülemus,अध्यक्ष
742,Chef::N,juhataja,अध्यक्ष
743,Meister::N,meister,शिल्पज्ञ
744,Arzt::N,arst,वैद्य
745,Arzt::N,arst,डॉक्टर
746,Arzt::N,arst,चिकित्सक
747,Lehrer::N,õpetaja,शिक्षक
748,Lehrer::N,õpetaja,अध्यापक
749,Geld::N,raha,धन
750,Geld::N,raha,पैसा
751,Geschäft::N,äri,सौदा
752,Geschäft::N,äri,व्यापार
753,Laden::N,pood,दुकान
754,Laden::N,kauplus,दुकान
755,Preis::N,hind,दाम
756,Preis::N,hind,मूल्य
757,Ware::N,kaup,माल
758,Ware::N,kaup,पण्य
759,Nutzen::N,tulu,लाभ
760,Nutzen::N,tulu,फ़ायदा
761,Nutzen::N,kasulikkus,लाभ
762,Nutzen::N,kasulikkus,फ़ायदा
763,Reichtum::N,rikkus,धन
764,Reichtum::N,rikkus,दौलत
765,Welt::N,maailm,विश्व
766,Welt::N,maailm,दुनिया
767,Land::N,maa,देश
768,Land::N,maa,मुल्क
769,Staat::N,riik,राज्य
770,Staat::N,riik,राष्ट्र
771,König::N,kuningas,राजा
772,König::N,kuningas,बादशाह
