,Concept_ID,cs,kn
55,Geruch::N,vůně,ವಾಸನೆ
56,Geruch::N,zápach,ವಾಸನೆ
57,Schlaf::N,spánek,ನಿದ್ರೆ
58,Traum::N,sen,ಕನಸು
59,Himmel::N,nebe,ಬಾನು
60,Sonne::N,slunce,ಸೂರ್ಯ
61,Mond::N,měsíc,ಚಂದ್ರ
62,Stern::N,hvězda,ಚುಕ್ಕಿ
63,Luft::N,vzduch,ವಾಯು
64,Wind::N,vítr,ಗಾಳಿ
65,Welle::N,vlna,ಅಲೆ
66,Wasser::N,voda,ನೀರು
67,Stein::N,kámen,ಕಲ್ಲು
68,Boden::N,půda,ನೆಲ
69,Erde::N,země,ಭೂಮಿ
70,Staub::N,prach,ದೂಳು
71,Rauch::N,dým,ಹೊಗೆ
72,Rauch::N,kouř,ಹೊಗೆ
73,Funke::N,jiskra,ಕಿಡಿ
74,Feuer::N,oheň,ಬೆಂಕಿ
75,Licht::N,světlo,ಬೆಳಕು
76,Schatten::N,stín,ನೆರಳು
77,Wetter::N,počasí,ಹವ
78,Nebel::N,mlha,ಮಂಜು
79,Wolke::N,mrak,ಮೋಡ
80,Wolke::N,oblak,ಮೋಡ
81,Regen::N,déšť,ಮಳೆ
82,Schnee::N,sníh,ಹಿಮ
83,Eis::N,led,ಮಂಜುಗಡ್ಡೆ
84,Frost::N,mráz,ಮಂಜು
85,Kälte::N,chlad,ಹಿಮ
86,Hitze::N,horko,ಉಷ್ಣ
87,Raureif::N,jinovatka,ಇಬ್ಬನಿ
88,Regenbogen::N,duha,ಇಂದ್ರಚಾಪ
89,Donner::N,hrom,ಗುಡುಗು
90,Strömung::N,proudění,ಪ್ರವಾಹ
91,Tropfen::N,kapka,ತೊಟ್ಟು
92,Schaum::N,pěna,ನೊರೆ
93,Schmutz::N,špína,ಕಸ
94,See::N,jezero,ಸರೋವರ
95,Sumpf::N,močál,ಜೌಗುಸ್ಥಳ
96,Sumpf::N,bažina,ಜೌಗುಸ್ಥಳ
97,Moor::N,bažina,ಬಂಜರು ಭೂಮಿ
98,Moor::N,slatina,ಬಂಜರು ಭೂಮಿ
99,Wiese::N,louka,ಹುಲ್ಲುಗಾವಲು
100,Wald::N,les,ಕಾಡು
101,Hügel::N,kopec,ಗುಡ್ಡೆ
102,Anhöhe::N,pahorek,ದಿಬ್ಬ
103,Berg::N,hora,ಮಲೆ
104,Berg::N,hora,ಪರ್ವತ
105,Gipfel::N,vrchol,ಶೃಂಗ
106,Höhle::N,jeskyně,ಗುಹೆ
107,Abhang::N,svah,ಇಳಿಜಾರು
108,Abhang::N,stráň,ಇಳಿಜಾರು
109,Quelle::N,pramen,ಮೂಲ
110,Bach::N,potok,ತೊರೆ
111,Fluss::N,řeka,ನದಿ
112,Ufer::N,břeh,ತೀರ
113,Küste::N,pobřeží,ದಂಡೆ
114,Festland::N,souš,ಭೂಮಿ
115,Festland::N,pevnina,ಭೂಮಿ
116,Meer::N,moře,ಕಡಲು
117,Bucht::N,záliv,ಖಾರಿ
118,Bucht::N,zátoka,ಖಾರಿ
119,Insel::N,ostrov,ದ್ವೀಪ
120,Blume::N,květina,ಸುಮ
121,Gras::N,tráva,ಹುಲ್ಲು
122,Wurzel::N,kořen,ಬೇರು
123,Baum::N,strom,ಮರ
124,Stamm::N,kmen,ಕಾಂಡ
125,Rinde::N,kůra,ತೂಗಟಿ
126,Ast::N,větev,ಶಾಖೆ
127,Zweig::N,větev,ರೆಂಬೆ
128,Blatt::N,lupen,ಎಲೆ
129,Birke::N,bříza,ಬರ್ಚ್ ಮರ
130,Kiefer[Baum]::N,sosna,ದೇವದಾರು ಮರ
131,Kiefer[Baum]::N,borovice,ದೇವದಾರು ಮರ
132,Weide[Baum]::N,vrba,ವಿಲೋಮರ
133,Tanne::N,jedle,ಭದ್ರದಾರು
134,Horn::N,roh,ಕೊಂಬು
135,Feder::N,pero,ಪುಕ್ಕ
136,Fell::N,srst,ರೋಮ
137,Flügel::N,křídlo,ರೆಕ್ಕೆ
138,Klaue::N,dráp,ಪಂಜ
139,Klaue::N,pazneht,ಪಂಜ
140,Kralle::N,dráp,ಉಗುರು
141,Schwanz::N,ocas,ಬಾಲ
142,Ei::N,vejce,ಮೊಟ್ಟೆ
143,Nest::N,hnízdo,ಗೂಡು
144,Bau::N,nora,ಅಡಗುದಾಣ
145,Tier::N,zvíře,ಪ್ರಾಣಿ
146,Herde::N,stádo,ಗುಂಪು
147,Kuh::N,kráva,ಹಸು
148,Bulle::N,býk,ಗೂಳಿ
149,Pferd::N,kůň,ಕುದುರೆ
150,Schaf::N,ovce,ಕುರಿ
151,Schwein::N,vepř,ಹಂದಿ
152,Schwein::N,prase,ಹಂದಿ
153,Hund::N,pes,ನಾಯಿ
154,Katze::N,kočka,ಬೆಕ್ಕು
155,Bär::N,medvěd,ಕರಡಿ
156,Eichhörnchen::N,veverka,ಉಡುತೆ
157,Elch::N,los,ಕಡವೆ
158,Fuchs::N,liška,ನರಿ
159,Hase::N,zajíc,ಮೊಲ
160,Maus::N,myš,ಇಲಿ
161,Wolf::N,vlk,ತೋಳ
162,Vogel::N,pták,ಪಕ್ಷಿ
163,Schwarm::N,roj,ಗುಂಪು
164,Schwarm::N,hejno,ಗುಂಪು
165,Huhn::N,kuře,ಚಿಕ್
166,Huhn::N,slepice,ಚಿಕ್
167,Hahn::N,kohout,ಹುಂಜ
168,Gans::N,husa,ವರಟೆ
169,Adler::N,orel,ಗರುಡ
170,Ente::N,kachna,ಬಾತು
171,Eule::N,sova,ಗೂಬೆ
172,Kranich::N,jeřáb,ಕೊಕ್ಕರ
173,Krähe::N,vrána,ಕಾಗೆ
174,Kuckuck::N,kukačka,ಕೋಗಿಲೆ
175,Schwan::N,labuť,ಹಂಸಪಕ್ಷಿ
176,Fisch::N,ryba,ಮೀನು
177,Barsch::N,okoun,ಪರ್ಚ್ ಮೀನು
178,Hecht::N,štika,ಪೈಕ್ ಮೀನು
179,Schlange[Tier]::N,had,ಹಾವು
180,Wurm::N,červ,ಹುಳು
181,Spinne::N,pavouk,ಊರ್ಣನಾಭ
182,Ameise::N,mravenec,ಇರುವೆ
183,Laus::N,veš,ಹೇನು
184,Mücke::N,komár,ಸೊಳ್ಳೆ
185,Fliege::N,moucha,ನೊಣ
186,Schmetterling::N,motýl,ಪತಂಗ
187,Beere::N,bobule,ನಯವಣ್ಣು
188,Apfel::N,jablko,ಸೇಬು
189,Pilz::N,houba,ಅಣಬೆ
190,Zwiebel::N,cibule,ನೀರುಳ್ಳಿ
191,Saat::N,osivo,ಬಿತ್ತ
192,Korn::N,zrno,ಬೀಜ
193,Heu::N,seno,ಕರಡ
194,Schale::N,slupka,ಹೊಟ್ಟು
195,Schale::N,skořápka,ಹೊಟ್ಟು
196,Grube::N,jáma,ಗುಂಡಿ
197,Falle::N,past,ಬೋನು
198,Falle::N,léčka,ಬೋನು
199,Schlinge::N,smyčka,ಉರುಲು
200,Spur::N,stopa,ಜಾಡು
201,Asche::N,popel,ಬೂದಿ
202,Dreck::N,špína,ಹೊಲಸು
203,Eisen::N,železo,ಕಬ್ಬಿಣ
204,Gold::N,zlato,ಚಿನ್ನ
205,Silber::N,stříbro,ಬೆಳ್ಳಿ
206,Kohle::N,uhlí,ಕಲ್ಲಿದ್ದಲು
207,Glas::N,sklo,ಗಾಜು
208,Lehm::N,jíl,ಜೇಡಿಮಣ್ಣು
209,Lehm::N,hlína,ಜೇಡಿಮಣ್ಣು
210,Sand::N,písek,ಮರಳು
211,Mensch::N,člověk,ಪುರುಷ
212,Mann::N,muž,ಆಳು
213,Frau::N,žena,ಹೆಣ್ಣು
214,Kind::N,dítě,ಮಗು
215,Junge::N,hoch,ಹುಡುಗ
216,Junge::N,chlapec,ಹುಡುಗ
217,Mädchen::N,děvče,ಹುಡುಗಿ
218,Familie::N,rodina,ಕುಟುಂಬ
219,Großvater::N,děd,ಅಜ್ಜ
220,Großvater::N,dědeček,ಅಜ್ಜ
221,Großmutter::N,babička,ಅಮ್ಮ
222,Eltern::N,rodiče,ಹೆತ್ತವರು
223,Vater::N,otec,ತಂದೆ
224,Mutter::N,matka,ಅಮ್ಮ
225,Sohn::N,syn,ಮಗ 
226,Tochter::N,dcera,ಮಗಳು
227,Bruder::N,bratr,ತಮ್ಮ
228,Schwester::N,sestra,ತಂಗಿ
229,Onkel::N,strýc,ಸೋದರಮಾವ
230,Onkel::N,strýc,ದೊಡ್ಡಪ್ಪ
231,Tante::N,teta,ಚಿಕ್ಕಮ್ಮ
232,Ehemann::N,choť,ಗಂಡ
233,Ehemann::N,manžel,ಗಂಡ
234,Ehefrau::N,choť,ಹೆಂಡತಿ
235,Ehefrau::N,manželka,ಹೆಂಡತಿ
236,Freude::N,radost,ನಲಿವು
237,Gelächter::N,smích,ನಗೆ
238,Glück::N,štěstí,ಆನಂದ
239,Kummer::N,žal,ದುಃಖ
240,Kummer::N,trápení,ದುಃಖ
241,Wunsch::N,přání,ಬಯಕೆ
242,Lust::N,chuť,ಇಷ್ಟ
243,Geist::N,duch,ಆತ್ಮ
244,Gedanke::N,myšlenka,ಯೋಚನೆ
245,Gedächtnis::N,paměť,ಸ್ಮರಣೆ
246,Verstand::N,rozum,ಮನಸ್ಸು
247,Sinn::N,smysl,ಅರ್ಥ
248,Grund::N,důvod,ಕಾರಣ
249,Wahrheit::N,pravda,ಸತ್ಯ
250,Gespräch::N,rozhovor,ಸಂಭಾಷಣೆ
251,Märchen::N,pohádka,ಸುಳ್ಳು ಕಥೆ
252,Erzählung::N,povídka,ಕಥೆ
253,Nachricht::N,zpráva,ಸಂದೇಶ
254,Neuigkeit::N,novina,ಸುದ್ದಿ
255,Neuigkeit::N,novinka,ಸುದ್ದಿ
256,Name::N,jméno,ಹೆಸರು
257,Rätsel::N,hádanka,ಒಗಟು
258,Rede::N,řeč,ಮಾತು
259,Rede::N,proslov,ಮಾತು
260,Sprache::N,řeč,ಭಾಷೆ
261,Sprache::N,jazyk,ಭಾಷೆ
262,Stimme::N,hlas,ಧ್ವನಿ
263,Wort::N,slovo,ಮಾತು
264,Zeichen::N,znamení,ಗುರುತು
265,Ruf::N,zavolání,ಕೂಗು
266,Lärm::N,hluk,ಸದ್ದು
267,Laut::N,zvuk,ಶಬ್ದ
268,Ton::N,tón,ನಾದ
269,Lied::N,píseň,ಗಾನ
270,Ruhe::N,klid,ಶಾಂತಿ
271,Ruhe::N,pokoj,ಶಾಂತಿ
272,Leute::N,lidé,ಮಂದಿ
273,Volk::N,národ,ಜನಾಂಗ
274,Arbeit::N,práce,ಕೆಲಸ
275,Gast::N,host,ಅತಿಥಿ
276,Geschenk::N,dar,ಕಾಣಿಕೆ
277,Spiel::N,hra,ಆಟ
278,Gesellschaft::N,společnost,ಸಂಗ
279,Hilfe::N,pomoc,ಸಹಾಯ
280,Freund::N,přítel,ಸ್ನೇಹಿತ
281,Kamerad::N,kamarád,ಜೊತೆಗಾರ
282,Angelegenheit::N,záležitost,ವಿಚಾರ
283,Anzahl::N,počet,ಎಣಿಕೆ
284,Art::N,druh,ತರ
285,Stück::N,kus,ತುಂಡು
286,Stück::N,kousek,ತುಂಡು
287,Teil::N,díl,ಭಾಗ
288,Teil::N,část,ಭಾಗ
289,Hälfte::N,půl,ಅರ್ಧ
290,Kreis::N,kruh,ವೃತ್ತ
291,Kreuz::N,kříž,ಶಿಲುಬೆ
292,Linie::N,linka,ರೀಖೆ
293,Strich::N,čára,ಗೀಟು
294,Strich::N,čárka,ಗೀಟು
295,Abstand::N,vzdálenost,ಅಂತರ
296,Entfernung::N,vzdálenost,ದೂರ
297,Gegend::N,krajina,ವಿಸ್ತೀರ್ಣ
298,Platz::N,prostor,ಅಂತರ
299,Ort::N,místo,ಸ್ಥಳ
300,Seite::N,strana,ಪಕ್ಷ
301,Mitte::N,střed,ನಡು
302,Mitte::N,prostředek,ನಡು
303,Gegenstand::N,předmět,ವಸ್ತು
304,Sache::N,věc,ವಸ್ತು
305,Rand::N,kraj,ಅಂಚು
306,Rand::N,okraj,ಅಂಚು
307,Kante::N,hrana,ಅಂಚು
308,Ecke::N,roh,ಮೂಲೆ
309,Spitze::N,hrot,ತುದಿ
310,Spitze::N,špička,ತುದಿ
311,Ende::N,konec,ಕೊನೆ
312,Loch::N,díra,ತೂತು
313,Winkel::N,kout,ಕೋನ
314,Muster::N,vzor,ನಮೂನೆ
315,Größe::N,velikost,ಪ್ರಮಾಣ
316,Länge::N,délka,ಉದ್ದ
317,Höhe::N,výška,ಎತ್ತರ
318,Gewicht::N,váha,ತೂಕ
319,Menge::N,množství,ಮೊತ್ತ
320,Haufen::N,kupa,ರಾಶಿ
321,Haufen::N,hromada,ರಾಶಿ
322,Reihe::N,řada,ಸಾಲು
323,Reihe::N,řádek,ಸಾಲು
324,Boot::N,člun,ದೋಣಿ
325,Ruder::N,veslo,ಹುಟ್ಟು
326,Schlitten::N,sáně,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
327,Ski::N,lyže,ಜಾರುಪಟ್ಟಿ
328,Lagerfeuer::N,táborák,ಶಿಬಿರಾಗ್ನಿ
329,Last::N,náklad,ಹೊರೆ
330,Last::N,břemeno,ಹೊರೆ
331,Gang::N,chůze,ತಿರುಗಾಟ
332,Gang::N,chodba,ತಿರುಗಾಟ
333,Schritt::N,krok,ಹೆಜ್ಜೆ
334,Norden::N,sever,ಉತ್ತರ
335,Süden::N,jih,ದಕ್ಷಿಣ
336,Westen::N,západ,ಪಶ್ಚಿಮ
337,Osten::N,východ,ಮೂಡಲು
338,Holz::N,dřevo,ಚೌಬೀನೆ
339,Brett::N,prkno,ಹಲಗೆ
340,Platte::N,deska,ಹಲಗೆ
341,Stütze::N,opěra,ಆಸರೆ
342,Stange::N,tyč,ಕಂಬ
343,Stange::N,tyčka,ಕಂಬ
344,Stock::N,hůlka,ಕೋಲು
345,Stab::N,hůl,ದೊಣ್ಣೆ
346,Rohr::N,trubka,ನಳಿಕೆ
347,Haus::N,dům,ಮನೆ
348,Heim::N,domov,ಗೃಹ
349,Ofen::N,kamna,ಒಲೆ
350,Fußboden::N,podlaha,ನೆಲ
351,Tisch::N,stůl,ಮೇಜು
352,Stuhl::N,židle,ಕುರ್ಚಿ
353,Wiege::N,kolébka,ತೊಟ್ಟಿಲು
354,Bett::N,postel,ಹಾಸಿಗೆ
355,Regal::N,regál,ಬೀರು
356,Regal::N,police,ಬೀರು
357,Kiste::N,bedna,ಪಟ್ಟಿಗೆ
358,Fenster::N,okno,ಕಿಟಕಿ
359,Tür::N,dveře,ಬಾಗಿಲು
360,Tor::N,vrata,ಹೆಬ್ಬಾಗಿಲು
361,Zaun::N,plot,ಬೇಲಿ
362,Dach::N,střecha,ಮಾಳಿಗೆ
363,Leiter::N,žebřík,ಏಣಿ
364,Besen::N,koště,ಪೊರಕೆ
365,Besen::N,smeták,ಪೊರಕೆ
366,Spaten::N,rýč,ಗುದ್ದಲಿ
367,Schaufel::N,lopata,ಸನಿಕೆ
368,Gabel::N,vidlička,ಕವಲು
369,Löffel::N,lžíce,ಚಮಚ
370,Messer::N,nůž,ಚಾಕು
371,Nagel::N,hřebík,ಆಣಿ
372,Netz::N,síť,ಬಲೆ
373,Haken::N,hák,ಕೊಂಡಿ
374,Griff::N,držadlo,ಹಿಡಿ
375,Schloss::N,zámek,ವೀಗ
376,Bild::N,obraz,ಚಿತ್ರ
377,Figur::N,figura,ಆಕಾರ
378,Puppe::N,panenka,ಗೊಂಬೆ
379,Beutel::N,pytlík,ಸಂಚಿ
380,Bündel::N,svazek,ಕಟ್ಟು
381,Tasche::N,taška,ಚೀಲ
382,Tasche::N,brašna,ಚೀಲ
383,Eimer::N,kýbl,ಬಾನೆ
384,Eimer::N,vědro,ಬಾನೆ
385,Deckel::N,víko,ಮುಚ್ಚಳ
386,Deckel::N,příklop,ಮುಚ್ಚಳ
387,Geschirr::N,nádobí,ಭಕ್ಷ್ಯಗಳು
388,Sack::N,pytel,ಮೂಟೆ
389,Tasse::N,šálek,ಬಟ್ಟಲು
390,Topf::N,hrnec,ಮಡಕೆ
391,Kessel::N,kotel,ಕೆಟಲ್
392,Essen::N,jídlo,ಊಟ
393,Nahrung::N,strava,ಆಹಾರ
394,Nahrung::N,potrava,ಆಹಾರ
395,Speise::N,jídlo,ಊಟ
396,Fleisch::N,maso,ಮಾಂಸ
397,Getreide::N,obilí,ಧಾನ್ಯ
398,Brei::N,kaše,ಗಂಜಿ
399,Brot::N,chléb,ರೊಟ್ಟಿ
400,Scheibe::N,krajíc,ಹೋಳು
401,Fett::N,tuk,ಕೊಬ್ಬು
402,Fett::N,omastek,ಕೊಬ್ಬು
403,Butter::N,máslo,ಬೆಣ್ಣೆ
404,Öl::N,olej,ಎಣ್ಣೆ
405,Salz::N,sůl,ಉಪ್ಪು
406,Suppe::N,polévka,ಎಸರು
407,Honig::N,med,ಮಧು
408,Milch::N,mléko,ಹಾಲು
409,Tee::N,čaj,ಚಹ
410,Leder::N,kůže,ಚಕ್ಕಳ
411,Wolle::N,vlna,ಉಣ್ಣೆ
412,Stoff::N,látka,ಬಟ್ಟೆ
413,Nadel::N,jehla,ಸೂಜಿ
414,Faden::N,nit,ದಾರ
415,Knopf::N,knoflík,ಗುಂಡು
416,Knoten::N,uzel,ಗಂಟು
417,Farbe::N,barva,ಬಣ್ಣ
418,Kleidung::N,šaty,ಅರಿವೆ
419,Kleidung::N,šatstvo,ಅರಿವೆ
420,Hemd::N,košile,ಅಂಗಿ
421,Kragen::N,límec,ಕುತ್ತಿಗೆಪಟ್ಟಿ
422,Ärmel::N,rukáv,ತೋಳು
423,Hose::N,kalhoty,ಇಜಾರ
424,Gürtel::N,pás,ಬೆಲ್ಟು
425,Gürtel::N,opasek,ಬೆಲ್ಟು
426,Mütze::N,čepice,ಟೋಪಿ
427,Schuh::N,bota,ಪಾದರಕ್ಷೆ
428,Stiefel::N,holínka,ಬೂಟು
429,Ring::N,prsten,ಉಂಗುರ
430,Band::N,pásek,ರಿಬ್ಬನ್
431,Kamm::N,hřeben,ಹಣಿಗೆ
432,Spiegel::N,zrcadlo,ಕನ್ನಡಿ
433,Riemen::N,řemen,ಬಾರು
434,Schnur::N,šňůra,ಹುರಿ
435,Leine::N,vodítko,ಹಗ್ಗ
436,Decke::N,pokrývka,ಕಂಬಳಿ
437,Decke::N,přikrývka,ಕಂಬಳಿ
438,Kissen::N,polštář,ದಿಂಬು
439,Tuch::N,šátek,ಕೊರಳ ಬಟ್ಟೆ
440,Handtuch::N,ručník,ಚೌಕ
441,Kraft::N,síla,ಬಲ
442,Stärke::N,síla,ಶಕ್ತಿ
443,Gesundheit::N,zdraví,ಆರೋಗ್ಯ
444,Krankheit::N,nemoc,ರೋಗ
445,Krankheit::N,choroba,ರೋಗ
446,Schmerz::N,bolest,ನೋವು
447,Wunde::N,rána,ಗಾಯ
448,Fieber::N,horečka,ಜ್ವರ
449,Arznei::N,lék,ಔಷಧ
450,Brücke::N,most,ಸೇತುವೆ
451,Brunnen::N,studna,ಬಾವಿ
452,Weide::N,pastva,ಗೋಮಾಳ
453,Weide::N,pastvina,ಗೋಮಾಳ
454,Pfad::N,pěšina,ದಾರಿ
455,Weg::N,cesta,ಹಾದಿ
456,Straße::N,silnice,ರಸ್ತೆ
457,Dorf::N,vesnice,ಹಳ್ಳಿ
458,Stadt::N,město,ಪಟ್ಟಣ
459,Brief::N,dopis,ಕಾಗದ
460,Buch::N,kniha,ಪುಸ್ತಕ
461,Buchstabe::N,písmeno,ಅಕ್ಷರ
462,Zeitung::N,noviny,ವಾರ್ತಾಪತ್ರಿಕೆ
463,Leben::N,život,ಜೀವನ
464,Tod::N,smrt,ಮರಣ
465,Grab::N,hrob,ಗೋರಿ
466,Kirche::N,kostel,ಚರ್ಚು
467,Sünde::N,hřích,ಪಾಪ
468,Gott::N,bůh,ದೇವರು
469,Arbeiter::N,dělník,ಕೆಲಸಗಾರ
470,Arbeiter::N,pracovník,ಕೆಲಸಗಾರ
471,Chef::N,šéf,ದಣಿ
472,Chef::N,vedoucí,ದಣಿ
473,Meister::N,mistr,ಶಿಕ್ಷಕ
474,Arzt::N,lékař,ವೈದ್ಯ
475,Lehrer::N,učitel,ಉಪಾಧ್ಯಾಯ
476,Geld::N,peníze,ಹಣ
477,Geschäft::N,obchod,ವಾಣಿಜ್ಯ
478,Laden::N,krám,ಅಂಗಡಿ
479,Preis::N,cena,ಬೆಲೆ
480,Ware::N,zboží,ಸರಕು
481,Nutzen::N,užitek,ಲಾಭ
482,Reichtum::N,bohatství,ಸಂಪತ್ತು
483,Welt::N,svět,ಭೂಲೋಕ
484,Land::N,země,ದೇಶ
485,Staat::N,stát,ರಾಜ್ಯ
486,König::N,král,ರಾಜ
487,Macht::N,moc,ಅಧಿಕಾರ
488,Macht::N,mocnost,ಅಧಿಕಾರ
489,Grenze::N,hranice,ಗಡಿ
490,Krieg::N,válka,ಯುದ್ಧ
491,Feind::N,nepřítel,ಶತ್ರು
492,Gewalt::N,násilí,ಹಿಂಸೆ
493,Kampf::N,boj,ಹೋರಾಟ
494,Bogen[Waffe]::N,luk,ಬಿಲ್ಲು
495,Pfeil::N,šíp,ಅಂಬು
496,Gewehr::N,puška,ಬಂದೂಕು
497,Gewehr::N,ručnice,ಬಂದೂಕು
498,Fehler::N,chyba,ತಪ್ಪು
499,Lüge::N,lež,ಸುಳ್ಳು
500,Schaden::N,škoda,ಹಾನಿ
501,Unglück::N,neštěstí,ಅಪಾಯ
502,Schuld::N,vina,ದೋಷ
503,Alter::N,věk,ಮುಪ್ಪು
504,Schluss::N,konec,ಮುಕ್ತಾಯ
505,Zeit::N,čas,ಕಾಲ
506,Tag::N,den,ದಿನ
507,Morgen::N,ráno,ಮುಂಜಾನೆ
508,Morgen::N,jitro,ಮುಂಜಾನೆ
509,Mittag::N,poledne,ನಡುಹಗಲು
510,Abend::N,večer,ಸಂಜೆ
511,Nacht::N,noc,ರಾತ್ರಿ
512,Woche::N,týden,ವಾರ
513,Monat::N,měsíc,ತಿಂಗಳು
514,Jahr::N,rok,ಸಂವತ್ಸರ
515,Frühling::N,jaro,ವಸಂತ
516,Sommer::N,léto,ಬಿಸಿಲುಕಾಲ
517,Herbst::N,podzim,ಶರತ್ಕಾಲ
518,Winter::N,zima,ಚಳಿಗಾಲ
519,Januar::N,leden,ನಾಲ್ಚಳಿ
520,Februar::N,únor,ಅಯ್ಚಳಿ
521,März::N,březen,ಮೊಬ್ಬೇಸಿಗೆ
522,April::N,duben,ಇಬ್ಬೇಸಿಗೆ
523,Mai::N,květen,ಮುಬ್ಬೇಸಿಗೆ
524,Juni::N,červen,ಮೊಮ್ಮಳೆ
525,Juli::N,červenec,ಇಮ್ಮಳೆ
526,August::N,srpen,ಮುಮ್ಮಳೆ
527,September::N,září,ನಾಲ್ಮಳೆ
528,Oktober::N,říjen,ಮೊಚ್ಚಳಿ
529,November::N,listopad,ಇಚ್ಚಳಿ
530,Dezember::N,prosinec,ಮುಚ್ಚಳಿ
531,Montag::N,pondělí,ಸೋಮುವಾರ
532,Montag::N,pondělek,ಸೋಮುವಾರ
533,Dienstag::N,úterý,ಮಂಗಳವಾರ
534,Mittwoch::N,středa,ಬುಧವಾರ
535,Donnerstag::N,čtvrtek,ಗುರುವಾರ
536,Freitag::N,pátek,ಶುಕ್ರವಾರ
537,Samstag::N,sobota,ಶನಿವಾರ
538,Sonntag::N,neděle,ಭಾನುವಾರ
539,groß::A,velký,ದೊಡ್ಡ
540,klein::A,malý,ಪುಟ್ಟ
541,lang::A,dlouhý,ದೀರ್ಘ
542,kurz::A,krátký,ಚಕ್ಕ
543,breit::A,široký,ಅಗಲವಾದ
544,schmal::A,úzký,ಇಕ್ಕಟ್ಟಾದ
545,dicht::A,hustý,ದಟ್ಟ
546,dick[Gegenstand]::A,tlustý,ದಟ್ಟ
547,dünn::A,tenký,ತೆಳು
548,fein::A,jemný,ಕೋಮಲ
549,fest::A,pevný,ಘನ
550,flach::A,plochý,ಚಪ್ಪಟೆ
551,flach::A,placatý,ಚಪ್ಪಟೆ
552,glatt::A,hladký,ನಯ
553,hart::A,tvrdý,ಗಟ್ಟಿ
554,weich::A,měkký,ಮೃದುವಾದ
555,rund::A,kulatý,ವರ್ತುಳ
556,rund::A,okrouhlý,ವರ್ತುಳ
557,spitz::A,špičatý,ಮೊನಚಾದ
558,scharf::A,ostrý,ತೀಕ್ಷ್ಣ
559,stumpf::A,tupý,ಮೊಂಡು
560,schwer::A,těžký,ಭಾರಿ
561,schön::A,pěkný,ಸುಂದರ
562,schön::A,krásný,ಸುಂದರ
563,heiß::A,horký,ಬಿಸಿ
564,warm::A,teplý,ಬಿಸಿ
565,kalt::A,studený,ತಣ್ಣನೆಯ
566,kühl::A,chladný,ತಂಪಾದ
567,frisch::A,svěží,ನಿರ್ಮಲ
568,feucht::A,vlhký,ಒದ್ದೆಯಾದ
569,nass::A,mokrý,ಒದ್ದೆಯಾದ
570,trocken::A,suchý,ಶುಷ್ಕ
571,voll::A,plný,ತುಂಬಿದ
572,leer::A,prázdný,ಖಾಲಿ
