,Concept_ID,cs,kn
1115,lernen::V,učit se,ಕಲಿ
1116,wissen::V,vědět,ಅರಿ
1117,sich erinnern an::V,vzpomínat si na,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ
1118,vergessen::V,zapomínat,ಮರೆತುವಿಡು
1119,messen::V,měřit,ಅಳೆ
1120,zählen::V,spočítat,ಗಣಿಸು
1121,rechnen::V,počítat,ಲೆಕ್ಕ ಹಾಕು
1122,lesen::V,číst,ಓದು
1123,malen::V,malovat,ಬಿಡಿಸು
1124,zeichnen::V,rýsovat,ಬಿಡಿಸು
1125,schreiben::V,psát,ಬರೆ
1126,besitzen::V,mít,ಒಡೆಯನಾಗಿರು
1127,besitzen::V,vlastnit,ಒಡೆಯನಾಗಿರು
1128,kaufen::V,koupit,ಕೊಳ್ಳು
1129,verkaufen::V,prodat,ಕೊಡು
1130,bezahlen::V,zaplatit,ಬೆಲೆತೆರು
1131,zahlen::V,platit,ಹಣವನ್ನುಕೊಡು
1132,beherrschen::V,ovládat,ಅಧಿಕಾರ ನಡೆಸು
1133,ertragen::V,snést,ಸಹಿಸು
