,Concept_ID,sq,ka
193,Vogel::N,shpend,ჩიტი
194,Vogel::N,shpend,ფრინველი
195,Schwarm::N,luzmë,გუნდი
196,Huhn::N,pulë,დედალი
197,Hahn::N,gjel,მამალი
198,Hahn::N,këndes,მამალი
199,Gans::N,patë,ბატი
200,Adler::N,shqiponjë,არწივი
201,Ente::N,rosë,იხვი
202,Eule::N,buf,ბუ
203,Kranich::N,lejlek,წერო
204,Kranich::N,kurrillë,წერო
205,Krähe::N,sorrë,ყვავი
206,Kuckuck::N,qyqe,გუგული
207,Schwan::N,mjellmë,გედი
208,Fisch::N,peshk,თევზი
209,Barsch::N,purtekë,ქორჭილა
210,Hecht::N,mlysh,ქარიყლაპია
211,Schlange[Tier]::N,gjarpër,გველი
212,Wurm::N,krimb,ჭია
213,Spinne::N,marimangë,ობობა
214,Ameise::N,thnegël,ჭიანჭველა
215,Ameise::N,milingonë,ჭიანჭველა
216,Laus::N,morr,ტილი
217,Laus::N,morr,მკბენარი
218,Mücke::N,kunup,კოღო
219,Mücke::N,mushkonjë,კოღო
220,Fliege::N,mizë,ბუზი
221,Schmetterling::N,flutur,პეპელა
222,Beere::N,frutë,კენკრა
223,Beere::N,manaferrë,კენკრა
224,Apfel::N,mollë,ვაშლი
225,Pilz::N,kërpudhë,სოკო
226,Zwiebel::N,qepë,ხახვი
227,Saat::N,farë,თესლი
228,Korn::N,grurë,მარცვალი
229,Korn::N,kokërr,მარცვალი
230,Heu::N,sanë,თივა
231,Schale::N,lëkurë,ჩენჩო
232,Grube::N,gropë,ორმო
233,Falle::N,kurth,ხაფანგი
234,Falle::N,grackë,ხაფანგი
235,Schlinge::N,nyjë,მახე
236,Spur::N,gjurmë,კვალი
237,Asche::N,hi,ფერფლი
238,Dreck::N,baltë,ტალახი
239,Dreck::N,baltë,სიბინძურე
240,Eisen::N,hekur,რკინა
241,Gold::N,ar,ოქრო
242,Gold::N,flori,ოქრო
243,Silber::N,argjend,ვერცხლი
244,Kohle::N,qymyr,ნახშირი
245,Glas::N,qelq,მინა
246,Lehm::N,argjilë,თიხა
247,Sand::N,rërë,ქვიშა
248,Mensch::N,njeri,ადამიანი
249,Mann::N,burrë,კაცი
250,Mann::N,mashkull,კაცი
251,Frau::N,grua,ქალი
252,Frau::N,femër,ქალი
253,Kind::N,kalama,ბავშვი
254,Junge::N,djalë,ვაჟი
255,Mädchen::N,gocë,გოგო
256,Mädchen::N,vajzë,გოგო
257,Familie::N,familje,ოჯახი
258,Großvater::N,gjysh,პაპა
259,Großvater::N,gjysh,ბაბუა
260,Großmutter::N,gjyshe,ბებია
261,Großmutter::N,gjyshe,დიდედა
262,Eltern::N,prindër,მშობლები
263,Vater::N,atë,მამა
264,Mutter::N,nënë,დედა
265,Sohn::N,bir,ვაჟიშვილი
266,Tochter::N,bijë,ქალიშვილი
267,Bruder::N,vëlla,ძმა
268,Schwester::N,motër,და
269,Onkel::N,dajë,ბიძა
270,Onkel::N,xhaxha,ბიძა
271,Tante::N,teze,დეიდა
272,Tante::N,teze,მამიდა
273,Tante::N,hallë,დეიდა
274,Tante::N,hallë,მამიდა
275,Ehemann::N,burrë,ქმარი
276,Ehemann::N,bashkëshort,ქმარი
277,Ehefrau::N,grua,ცოლი
278,Ehefrau::N,bashkëshorte,ცოლი
279,Freude::N,gaz,სიხარული
280,Freude::N,gëzim,სიხარული
281,Gelächter::N,qeshje,სიცილი
282,Glück::N,lumturi,ბედნიერება
283,Kummer::N,brengë,მწუხარება
284,Kummer::N,pikëllim,მწუხარება
285,Wunsch::N,dëshirë,წადილი
286,Wunsch::N,dëshirë,სურვილი
287,Lust::N,epsh,წადილი
288,Lust::N,dashuri,წადილი
289,Geist::N,frymë,სული
290,Geist::N,shpirt,სული
291,Gedanke::N,ide,ფიქრი
292,Gedanke::N,mendim,ფიქრი
293,Gedächtnis::N,kujtesë,მეხსიერება
294,Verstand::N,mend,ჭკუა
295,Verstand::N,mend,გონება
296,Sinn::N,kuptim,მნიშვნელობა
297,Grund::N,arsye,მიზეზი
298,Wahrheit::N,vërtetë,სიმართლე
299,Wahrheit::N,vërtetë,ჭეშმარიტება
300,Gespräch::N,bisedim,ბაასი
301,Gespräch::N,bisedim,საუბარი
302,Märchen::N,përrallë,არაკი
303,Märchen::N,përrallë,ზღაპარი
304,Erzählung::N,tregim,თქმულება
305,Nachricht::N,lajm,ცნობა
306,Nachricht::N,lajm,ამბავი
307,Neuigkeit::N,risi,სიახლე
308,Name::N,emër,სახელი
309,Rätsel::N,gjëzë,გამოცანა
310,Rätsel::N,gjëegjëzë,გამოცანა
311,Rede::N,fjalim,სიტყვა
312,Sprache::N,gjuhë,ენა
313,Stimme::N,zë,ხმა
314,Wort::N,fjalë,სიტყვა
315,Zeichen::N,shenjë,ნიშანი
316,Ruf::N,thirrmë,ძახილი
317,Lärm::N,zhurmë,ხმაური
318,Laut::N,tingull,ხმა
319,Laut::N,tingull,ბგერა
320,Ton::N,ton,ტონი
321,Lied::N,këngë,სიმღერა
322,Ruhe::N,qetësi,სიწყნარე
323,Leute::N,botë,ადამიანები
324,Leute::N,njerëz,ადამიანები
325,Volk::N,popull,ერი
326,Volk::N,popull,ხალხი
327,Arbeit::N,punë,მუშაობა
328,Gast::N,mik,სტუმარი
329,Gast::N,mysafir,სტუმარი
330,Geschenk::N,dhuratë,საჩუქარი
331,Geschenk::N,peshqesh,საჩუქარი
332,Spiel::N,lojë,თამაში
333,Gesellschaft::N,shoqëri,საზოგადოება
334,Hilfe::N,ndihmë,შველა
335,Hilfe::N,ndihmë,დახმარება
336,Freund::N,mik,მეგობარი
337,Kamerad::N,shok,ამხანაგი
338,Angelegenheit::N,punë,საქმე
339,Anzahl::N,sasi,ოდენობა
340,Art::N,lloj,სახეობა
341,Stück::N,copë,ნატეხი
342,Teil::N,pjesë,წილი
343,Hälfte::N,gjysmë,ნახევარი
344,Kreis::N,qark,წრე
345,Kreis::N,rreth,წრე
346,Kreuz::N,kryq,ჯვარი
347,Linie::N,vijë,ხაზი
348,Strich::N,vizë,შტრიხი
349,Abstand::N,distancë,მანძილი
350,Entfernung::N,largim,სიშორე
351,Gegend::N,vise,არე
352,Gegend::N,vise,მხარე
353,Gegend::N,krahinë,არე
354,Gegend::N,krahinë,მხარე
355,Platz::N,shesh,ფართობი
356,Ort::N,vend,ადგილი
357,Seite::N,anë,მხარე
358,Mitte::N,mes,შუა
359,Gegenstand::N,send,საგანი
360,Sache::N,gjë,ნივთი
361,Sache::N,send,ნივთი
362,Rand::N,qoshe,კიდე
363,Kante::N,teh,ნაწიბული
364,Ecke::N,qoshe,კუთხე
365,Spitze::N,majë,წვეტი
366,Ende::N,skaj,ბოლო
367,Ende::N,bisht,ბოლო
368,Loch::N,vrimë,ხვრელი
369,Winkel::N,kënd,კუთხე
370,Muster::N,mostër,მოხატულობა
371,Größe::N,madhësi,ზომა
372,Größe::N,madhësi,სიდიდე
373,Länge::N,gjatësi,სიგრძე
374,Höhe::N,lartësi,სიმაღლე
375,Gewicht::N,peshë,წონა
376,Menge::N,sasi,რაოდენობა
377,Haufen::N,grumbull,გროვა
378,Reihe::N,radhë,რიგი
379,Reihe::N,radhë,წყება
380,Reihe::N,rresht,რიგი
381,Reihe::N,rresht,წყება
382,Boot::N,barkë,გემი
383,Boot::N,lundër,გემი
384,Ruder::N,rrem,ხოფი
385,Ruder::N,rrem,ნიჩაბი
386,Schlitten::N,sajë,მარხილი
387,Ski::N,ski,თხილამური
388,Lagerfeuer::N,flakadan,კოცონი
389,Lagerfeuer::N,zjarr i madh,კოცონი
390,Last::N,barrë,ტვირთი
391,Gang::N,ecje,სვლა
392,Schritt::N,hap,ბიჯი
393,Norden::N,veri,ჩრდილოეთი
394,Süden::N,jug,სამხრეთი
395,Westen::N,perëndim,დასავლეთი
396,Osten::N,lindje,აღმოსავლეთი
397,Holz::N,dru,ხე
398,Brett::N,dërrasë,დაფა
399,Brett::N,dërrasë,ფიცარი
400,Platte::N,pllakë,თლილი ქვა
401,Stütze::N,shtyllë,საყრდენი
402,Stütze::N,mbështetesë,საყრდენი
403,Stange::N,shufër,ჭოკი
404,Stock::N,dajak,კეტი
405,Stab::N,shkop,ლატანი
406,Rohr::N,tub,მილაკი
407,Haus::N,shtëpi,სახლი
408,Heim::N,konak,ოჯახის კერა
409,Heim::N,shtëpi,ოჯახის კერა
410,Ofen::N,sobë,ღუმელი
411,Ofen::N,stufë,ღუმელი
412,Fußboden::N,dysheme,იატაკი
413,Tisch::N,tryezë,სუფრა
414,Tisch::N,tryezë,მაგიდა
415,Stuhl::N,karrige,სკამი
416,Wiege::N,djep,აკვანი
417,Bett::N,shtrat,საწოლი
418,Bett::N,shtrat,სარეცელი
419,Regal::N,raft,თაროები
420,Kiste::N,kuti,ყუთი
421,Kiste::N,kuti,სკივრი
422,Fenster::N,dritare,ფანჯარა
423,Fenster::N,dritare,სარკმელი
424,Tür::N,derë,ბჭე
425,Tür::N,derë,კარი
426,Tor::N,portë,ჭიშკარი
427,Zaun::N,gardh,ღობე
428,Zaun::N,gardh,გალავანი
429,Dach::N,çati,სახურავი
430,Leiter::N,shkallë,კიბე
431,Besen::N,fshesë,ცოცხი
432,Spaten::N,lopatë,ნიჩაბი
433,Schaufel::N,qyrek,ბარი
434,Gabel::N,pirun,ჩანგალი
435,Löffel::N,lugë,კოვზი
436,Messer::N,thikë,დანა
437,Nagel::N,gozhdë,ლურსმანი
438,Netz::N,rrjetë,ბადე
439,Haken::N,grep,კავი
440,Haken::N,grep,კაუჭი
441,Haken::N,grremç,კავი
442,Haken::N,grremç,კაუჭი
443,Griff::N,dorak,ტარი
444,Griff::N,dorezë,ტარი
445,Schloss::N,bravë,კლიტე
446,Schloss::N,bravë,საკეტი
447,Bild::N,tablo,სურათი
448,Bild::N,pikturë,სურათი
449,Figur::N,figurë,ფიგურა
450,Puppe::N,kukull,თოჯინა
451,Beutel::N,qese,პარკი
452,Beutel::N,trastë,პარკი
453,Bündel::N,deng,გალა
454,Bündel::N,deng,ასხმა
455,Tasche::N,çantë,ჩანთა
456,Eimer::N,kovë,ჩამჩა
457,Deckel::N,kapak,ხუფი
458,Deckel::N,kapak,სარქველი
459,Deckel::N,mbulesë,ხუფი
460,Deckel::N,mbulesë,სარქველი
461,Geschirr::N,enë,ჭურჭელი
462,Sack::N,thes,ტომარა
463,Sack::N,torbë,ტომარა
464,Tasse::N,filxhan,ფინჯანი
465,Topf::N,kusi,ქოთანი
466,Topf::N,tenxhere,ქოთანი
467,Kessel::N,kazan,ქვაბი
468,Essen::N,ngrënie,ჭამა
469,Nahrung::N,ushqim,საზრდო
470,Nahrung::N,ushqim,საკვები
471,Speise::N,gatesë,საჭმელი
472,Fleisch::N,mish,ხორცი
473,Getreide::N,drithë,მარცვლოვანი
474,Brei::N,qull,ფაფა
475,Brot::N,bukë,პური
476,Scheibe::N,fetë,ნაჭერი
477,Fett::N,lyrë,ქონი
478,Fett::N,lyrë,ცხიმი
479,Fett::N,yndyrë,ქონი
480,Fett::N,yndyrë,ცხიმი
481,Butter::N,gjalpë,კარაქი
482,Öl::N,vaj,ზეთი
483,Salz::N,kripë,მარილი
484,Suppe::N,supë,სუფი
485,Suppe::N,çorbë,სუფი
486,Honig::N,mjaltë,თაფლი
487,Milch::N,qumësht,რძე
488,Tee::N,çaj,ჩაი
489,Leder::N,lëkurë,ტყავი
490,Wolle::N,lesh,მატყლი
491,Stoff::N,pëlhurë,ქსოვილი
492,Nadel::N,gjilpërë,ნემსი
493,Faden::N,pe,ძაფი
494,Faden::N,pe,მკედი
495,Faden::N,fije,ძაფი
496,Faden::N,fije,მკედი
497,Knopf::N,kopsë,ღილი
498,Knoten::N,komb,ნასკვი
499,Farbe::N,bojë,საღებავი
500,Kleidung::N,veshje,ტანსაცმელი
501,Hemd::N,këmishë,ხალათი
502,Hemd::N,këmishë,პერანგი
503,Kragen::N,jakë,საყელო
504,Ärmel::N,mëngë,სახელო
505,Hose::N,brekë,შარვალი
506,Gürtel::N,rrip,ქამარი
507,Mütze::N,kësulë,ქუდი
508,Schuh::N,këpucë,ფეხსაცმელი
509,Stiefel::N,çizme,ჩექმა
510,Ring::N,unazë,ბეჭედი
511,Band::N,shirit,ბაფთი
512,Kamm::N,krehër,სავარცხელი
513,Spiegel::N,pasqyrë,სარკე
514,Riemen::N,rrip,ღვედი
515,Schnur::N,litar,ლარი
516,Schnur::N,cikomë,ლარი
517,Leine::N,rrip,ჯაჭვი
518,Decke::N,batanije,საბანი
519,Kissen::N,jastëk,ბალიში
520,Tuch::N,shami,მაუდი
521,Tuch::N,shami,თავშალი
522,Handtuch::N,peshqir,ხელსახოცი
523,Kraft::N,forcë,ძალა
524,Stärke::N,koll,ღონე
525,Gesundheit::N,shëndet,ჯანმრთელობა
526,Krankheit::N,sëmundje,სენი
527,Krankheit::N,sëmundje,ავადმყოფობა
528,Schmerz::N,dhimbje,ტკივილი
529,Wunde::N,plagë,იარი
530,Wunde::N,plagë,ჭრილობა
531,Fieber::N,ethe,ციება
532,Arznei::N,ilaç,წამალი
533,Brücke::N,urë,ხიდი
534,Brunnen::N,pus,ჭა
535,Weide::N,kullotë,საძოვარი
536,Pfad::N,ravë,ბილიკი
537,Pfad::N,shteg,ბილიკი
538,Weg::N,udhë,გზა
539,Weg::N,shteg,გზა
540,Straße::N,rrugë,შარაგზა
541,Dorf::N,fshat,დაბა
542,Dorf::N,fshat,სოფელი
543,Dorf::N,katund,დაბა
544,Dorf::N,katund,სოფელი
545,Stadt::N,qytet,ქალაქი
546,Brief::N,letër,წერილი
547,Buch::N,libër,წიგნი
548,Buchstabe::N,shkronjë,ასო
549,Zeitung::N,gazetë,გაზეთი
550,Leben::N,jetë,სიცოცხლე
551,Tod::N,mortje,სიკვდილი
552,Grab::N,varr,სამარე
553,Grab::N,varr,საფლავი
554,Kirche::N,kishë,ეკლესია
555,Sünde::N,mëkat,ცოდვა
556,Sünde::N,gjynah,ცოდვა
557,Gott::N,hy,ღმერთი
558,Gott::N,zot,ღმერთი
559,Arbeiter::N,punëtor,მუშა
560,Chef::N,shef,გამგე
561,Chef::N,drejtues,გამგე
562,Meister::N,mjeshtër,ოსტატი
563,Arzt::N,mjek,ექიმი
564,Arzt::N,mjek,მკურნალი
565,Arzt::N,doktor,ექიმი
566,Arzt::N,doktor,მკურნალი
567,Lehrer::N,mësues,მასწავლებელი
568,Lehrer::N,arsimtar,მასწავლებელი
569,Geld::N,para,ფული
570,Geld::N,holla,ფული
571,Geschäft::N,ujdi,საქმე
572,Geschäft::N,ujdi,ბიზნესი
573,Geschäft::N,biznes,საქმე
574,Geschäft::N,biznes,ბიზნესი
575,Laden::N,dyqan,დუქანი
576,Laden::N,dyqan,მაღაზია
577,Preis::N,çmim,ფასი
578,Ware::N,mall,საქონელი
579,Nutzen::N,dobi,ხეირი
580,Nutzen::N,leverdi,ხეირი
581,Reichtum::N,kamje,სიმდიდრე
582,Reichtum::N,pasuri,სიმდიდრე
583,Welt::N,botë,მსოფლიო
584,Land::N,vend,მხარე
585,Land::N,vend,ქვეყანა
586,Staat::N,shtet,სახელმწიფო
587,König::N,mbret,მეფე
588,Macht::N,fuqi,ძლიერება
589,Macht::N,pushtet,ძლიერება
590,Grenze::N,kufi,ზღვარი
591,Krieg::N,luftë,ომი
592,Feind::N,armik,მტერი
593,Gewalt::N,dhunë,სისასტიკე
594,Kampf::N,luftim,ბრძოლა
595,Bogen[Waffe]::N,hark,მშვილდი
596,Pfeil::N,shigjetë,ისარი
597,Pfeil::N,shigjetë,მახვილი
598,Gewehr::N,pushkë,თოფი
599,Gewehr::N,pushkë,შაშხანა
600,Fehler::N,gafë,შეცდომა
601,Fehler::N,gabim,შეცდომა
602,Lüge::N,gënjeshtër,სიცრუე
603,Schaden::N,dëm,ვნება
604,Schaden::N,zarar,ვნება
605,Unglück::N,fatkeqësi,ხიფათი
606,Unglück::N,fatkeqësi,უბედურება
607,Schuld::N,faj,ბრალი
608,Alter::N,moshë,ასაკი
609,Schluss::N,fund,ბოლო
610,Schluss::N,fund,დასასრული
611,Zeit::N,kohë,დრო
612,Tag::N,ditë,დღე
613,Morgen::N,mëngjes,დილა
614,Mittag::N,mesditë,შუადღე
615,Abend::N,mbrëmje,საღამო
616,Nacht::N,natë,ღამე
617,Woche::N,javë,კვირა
618,Monat::N,muaj,თვე
619,Jahr::N,vit,წელი
620,Frühling::N,pranverë,გაზაფხული
621,Sommer::N,verë,ზაფხული
622,Herbst::N,vjeshtë,შემოდგომა
623,Winter::N,dimër,ზამთარი
624,Januar::N,janar,იანვარი
625,Februar::N,shkurt,თებერვალი
626,März::N,mars,მარტი
627,April::N,prill,აპრილი
628,Mai::N,maj,მაისი
629,Juni::N,qershor,ივნისი
630,Juli::N,korrik,ივლისი
631,August::N,gusht,აგვისტო
632,September::N,shtator,სექტემბერი
633,Oktober::N,tetor,ოქტომბერი
634,November::N,nëntor,ნოემბერი
635,Dezember::N,dhjetor,დეკემბერი
636,Montag::N,hënë,ორშაბათი
637,Dienstag::N,martë,სამშაბათი
638,Mittwoch::N,mërkurë,ოთხშაბათი
639,Donnerstag::N,enjte,ხუთშაბათი
640,Freitag::N,premte,პარასკევი
641,Samstag::N,shtunë,შაბათი
642,Sonntag::N,diel,კვირა
643,groß::A,madh,დიდი
644,klein::A,vogël,მცირე
645,klein::A,vogël,პატარა
646,lang::A,gjatë,გრძელი
647,kurz::A,shkurtër,მოკლე
648,breit::A,gjerë,ფართო
649,breit::A,gjerë,განიერი
650,schmal::A,ngushtë,ვიწრო
651,schmal::A,ngushtë,წვრილი
652,dicht::A,dendur,მჭიდრო
653,dick[Gegenstand]::A,trashë,სქელი
654,dünn::A,hollë,წვრილი
655,fein::A,imët,თხელი
656,fest::A,fortë,მყარი
657,flach::A,sheshtë,ბრტყელი
658,glatt::A,rrafshët,გლუ
659,hart::A,fortë,მაგარი
660,weich::A,butë,რბილი
661,rund::A,rrumbullakët,მრგვალი
662,spitz::A,majëmprehtë,წვეტიანი
663,scharf::A,mprehtë,მჭრელი
664,stumpf::A,topitur,ბლაგვი
665,schwer::A,rëndë,მძიმე
666,schön::A,bukur,ლამაზი
667,heiß::A,nxehtë,ცხელი
668,warm::A,ngrohtë,თბილი
669,kalt::A,ftohtë,ცივი
670,kühl::A,freskët,გრილი
671,frisch::A,pastër,სუფთა
672,feucht::A,lagësht,ნოტიო
673,nass::A,lagur,სველი
674,trocken::A,thatë,მშრალი
675,voll::A,plotë,სავსე
676,leer::A,bosh,ცარიელი
677,leer::A,zbrazët,ცარიელი
678,offen::A,hapur,ღია
679,offen::A,hapur,გაშლილი
680,geschlossen::A,mbyllur,დახურული
681,sauber::A,dëlirë,სუფთა
682,sauber::A,dëlirë,წმინდა
683,schmutzig::A,ndyrë,ტალახიანი
684,roh::A,gjallë,უმი
685,reif::A,arrirë,მწიფე
686,lecker::A,shijshëm,გემრიელი
687,süß::A,ëmbël,ტკბილი
688,bitter::A,hidhur,მწარე
689,sauer::A,thartë,მჟავე
690,hell::A,me dritë,ნათელი
691,dunkel::A,errët,ბნელი
692,schwarz::A,i zi,შავი
693,weiß::A,bardhë,თეთრი
694,rot::A,kuq,წითელი
695,gelb::A,verdhë,ყვითელი
696,blau::A,blu,ლურჯი
697,blau::A,blu,ცისფერი
698,blau::A,kaltër,ლურჯი
699,blau::A,kaltër,ცისფერი
700,grün::A,blertë,მწვანე
701,grün::A,gjelbër,მწვანე
702,grau::A,hirtë,რუხი
703,grau::A,hirtë,ნაცრისფერი
704,grau::A,bojë hiri,რუხი
705,grau::A,bojë hiri,ნაცრისფერი
706,bunt::A,shumëngjyrëshëm,ჭრელი
707,bunt::A,shumëngjyrëshëm,ფერადი
708,billig::A,lirë,იაფი
709,teuer::A,shtrenjtë,ძვირი
710,wertvoll::A,çmuar,ღირსიანი
711,wertvoll::A,vlershëm,ღირსიანი
712,blind::A,qorr,ბრმა
713,blind::A,verbër,ბრმა
714,taub::A,shurdhër,ყრუ
715,kräftig::A,fuqishëm,ძალავანი
716,stark::A,fortë,ძლიერი
717,stark::A,fortë,ღონიერი
718,schwach::A,dobët,სუსტი
719,fett::A,dhjamur,სქელი
720,schlank::A,hollë,გამხდარი
721,hübsch::A,bukur,ეშხიანი
722,hübsch::A,bukur,მშვენიერი
723,hübsch::A,hijshëm,ეშხიანი
724,hübsch::A,hijshëm,მშვენიერი
