,Concept_ID,fi,ce
57,Hunger::N,nälkä,мацалла
58,Träne::N,kyynel,бӏаьрхи
59,Geschmack::N,maku,чам
60,Geruch::N,haju,хьожа
61,Schlaf::N,uni,наб
62,Traum::N,uni,гӏан
63,Himmel::N,taivas,стигал
64,Sonne::N,aurinko,малх
65,Mond::N,kuu,бутт
66,Stern::N,tähti,седа
67,Luft::N,ilma,xӏаваъ
68,Wind::N,tuuli,мох
69,Welle::N,aalto,тулгӏе
70,Wasser::N,vesi,хи
71,Stein::N,kivi,тӏулг
72,Boden::N,maa,цӏенкъа
73,Boden::N,maaperä,цӏенкъа
74,Erde::N,maa,латта
75,Staub::N,pöly,чан
76,Rauch::N,savu,кӏур
77,Funke::N,kipinä,суй
78,Feuer::N,tuli,цӏе
79,Licht::N,valo,серло
80,Schatten::N,varjo,ӏиндагӏ
81,Wetter::N,sää,хенан хӏоттам
82,Nebel::N,sumu,дохк
83,Wolke::N,pilvi,марха
84,Regen::N,sade,догӏа
85,Schnee::N,lumi,ло
86,Eis::N,jää,ша
87,Frost::N,halla,шело
88,Frost::N,pakkanen,шело
89,Kälte::N,vilu,шело
90,Kälte::N,kylmyys,шело
91,Hitze::N,helle,йовхо
92,Hitze::N,kuumuus,йовхо
93,Raureif::N,huurre,йис
94,Regenbogen::N,sateenkaari,стелаӏад
95,Donner::N,jyrinä,ткъес
96,Strömung::N,virtaus,дӏаэхар
97,Strömung::N,virtaus,дӏасалелар
98,Tropfen::N,tippa,тӏадам
99,Tropfen::N,pisara,тӏадам
100,Schaum::N,vaahto,чопа
101,Schmutz::N,loka,хатт
102,See::N,järvi,ӏам
103,Sumpf::N,suo,уьшал
104,Moor::N,räme,уьшал
105,Wiese::N,niitty,бай
106,Wald::N,metsä,хьун
107,Hügel::N,mäki,гу
108,Hügel::N,mäki,шу
109,Hügel::N,mäki,барз
110,Hügel::N,kumpu,гу
111,Hügel::N,kumpu,шу
112,Hügel::N,kumpu,барз
113,Hügel::N,kukkula,гу
114,Hügel::N,kukkula,шу
115,Hügel::N,kukkula,барз
116,Anhöhe::N,mäki,акъари
117,Anhöhe::N,kumpare,акъари
118,Berg::N,mäki,лам
119,Berg::N,vuori,лам
120,Gipfel::N,laki,бохь
121,Gipfel::N,huippu,бохь
122,Höhle::N,luola,хьех
123,Abhang::N,rinne,басе
124,Quelle::N,lähde,шовда
125,Bach::N,puro,татол
126,Fluss::N,joki,хи
127,Ufer::N,ranta,хийист
128,Küste::N,rannikko,йист
129,Festland::N,manner,латта
130,Meer::N,meri,xӏорд
131,Bucht::N,lahti,чож
132,Insel::N,saari,гӏайре
133,Blume::N,kukka,зезаг
134,Gras::N,ruoho,буц
135,Wurzel::N,juuri,орам
136,Baum::N,puu,дитт
137,Stamm::N,runko,гӏад
138,Stamm::N,runko,тайпа
139,Rinde::N,kuori,кевстиг
140,Rinde::N,parkki,кевстиг
141,Ast::N,oksa,га
142,Zweig::N,haara,га
143,Blatt::N,lehti,гӏа
144,Birke::N,koivu,дакх
145,Kiefer[Baum]::N,mänty,бага
146,Kiefer[Baum]::N,petäjä,бага
147,Weide[Baum]::N,paju,дак
148,Tanne::N,kuusi,база
149,Horn::N,sarvi,маӏа
150,Feder::N,sulka,пелаг
151,Feder::N,höyhen,пелаг
152,Fell::N,talja,цӏока
153,Flügel::N,siipi,тӏам
154,Klaue::N,kynsi,мӏара
155,Kralle::N,kynsi,тlод
156,Schwanz::N,häntä,цӏога
157,Schwanz::N,pyrstö,цӏога
158,Ei::N,muna,xӏoa
159,Nest::N,pesä,бен
160,Bau::N,pesä,lуьрг
161,Tier::N,eläin,дийнат
162,Herde::N,lauma,жа
163,Kuh::N,lehmä,етт
164,Bulle::N,sonni,сту
165,Pferd::N,hevonen,говр
166,Schaf::N,lammas,жий
167,Schaf::N,lammas,уьстагӏ
168,Schwein::N,sika,хьакха
169,Hund::N,koira,жӏаьла
170,Katze::N,kissa,цициг
171,Bär::N,karhu,ча
172,Eichhörnchen::N,orava,тарсал
173,Elch::N,hirvi,сай
174,Fuchs::N,kettu,цхьогал
175,Hase::N,jänis,пхьагал
176,Maus::N,hiiri,дахка
177,Wolf::N,susi,борз
178,Vogel::N,lintu,олхазар
179,Schwarm::N,parvi,
180,Huhn::N,kana,котам
181,Hahn::N,kukko,нӏаьна
182,Hahn::N,kukko,боргӏал
183,Gans::N,hanhi,гӏаз
184,Adler::N,kotka,aьрзу
185,Ente::N,ankka,бад
186,Eule::N,pöllö,бухӏа
187,Kranich::N,kurki,гӏаргӏули
188,Krähe::N,varis,къиг
189,Kuckuck::N,käki,aттйокх
190,Schwan::N,joutsen,гӏургӏаз
191,Fisch::N,kala,чӏара
192,Barsch::N,ahven,окунь
193,Hecht::N,hauki,гӏазкхийн чӏара
194,Schlange[Tier]::N,käärme,лаьхьа
195,Wurm::N,mato,нӏаьна
196,Spinne::N,hämähäkki,гезг
197,Ameise::N,muurahainen,зингат
198,Laus::N,täi,меза
199,Laus::N,täi,гӏениг
200,Mücke::N,sääski,чуьрк
201,Mücke::N,hyttynen,чуьрк
202,Fliege::N,kärpänen,моза
203,Schmetterling::N,perhonen,полла
204,Beere::N,marja,цӏазам
205,Apfel::N,omena,ӏаж
206,Pilz::N,sieni,жӏаьлин нускал
207,Zwiebel::N,sipuli,xох
208,Saat::N,siemenet,чlу
209,Korn::N,jyvä,буьртиг
210,Korn::N,vilja,буьртиг
211,Heu::N,heinä,йол
212,Schale::N,kuori,пардо
213,Grube::N,kuoppa,ор
214,Falle::N,loukku,кӏело
215,Schlinge::N,ansa,
216,Spur::N,jälki,лар
217,Asche::N,tuhka,чим
218,Dreck::N,lika,мода
219,Eisen::N,rauta,эчиг
220,Gold::N,kulta,деши
221,Silber::N,hopea,дети
222,Kohle::N,hiili,кӏора
223,Glas::N,lasi,aнгали
224,Lehm::N,savi,поппар
225,Sand::N,hiekka,гӏум
226,Mensch::N,ihminen,адам
227,Mann::N,mies,майра
228,Frau::N,nainen,зуда
229,Kind::N,lapsi,бер
230,Junge::N,poika,жимха
231,Mädchen::N,tyttö,жима йоӏ
232,Familie::N,perhe,доьзал
233,Großvater::N,isoisä,ненада
234,Großmutter::N,isoäiti,денана
235,Eltern::N,vanhemmat,да-нана
236,Vater::N,isä,да
237,Mutter::N,äiti,нана
238,Sohn::N,poika,кӏант
239,Tochter::N,tytär,йоӏ
240,Bruder::N,veli,ваша
241,Schwester::N,sisko,йиша
242,Onkel::N,eno,деваша
243,Onkel::N,setä,деваша
244,Tante::N,täti,дейиша
245,Ehemann::N,mies,майра
246,Ehemann::N,aviomies,майра
247,Ehefrau::N,vaimo,зуда
248,Ehefrau::N,aviovaimo,зуда
249,Freude::N,ilo,самукъа
250,Freude::N,ilo,хазахетар
251,Freude::N,riemu,самукъа
252,Freude::N,riemu,хазахетар
253,Gelächter::N,nauru,белам
254,Glück::N,onni,ирс
255,Kummer::N,suru,бала
256,Kummer::N,murhe,бала
257,Wunsch::N,toive,лаам
258,Wunsch::N,toivomus,лаам
259,Lust::N,himo,лаам
260,Geist::N,henki,са
261,Gedanke::N,aate,ойла
262,Gedanke::N,ajatus,ойла
263,Gedächtnis::N,muisti,диццадалар
264,Verstand::N,äly,хьекъал
265,Verstand::N,järki,хьекъал
266,Verstand::N,ymmärrys,хьекъал
267,Sinn::N,merkitys,маьӏна
268,Grund::N,syy,бахьана
269,Grund::N,peruste,бахьана
270,Wahrheit::N,tosi,бакъдерг
271,Wahrheit::N,totuus,бакъдерг
272,Gespräch::N,puhelu,къамел
273,Gespräch::N,keskustelu,къамел
274,Märchen::N,satu,туьйра
275,Erzählung::N,tarina,дийцар
276,Erzählung::N,kertomus,дийцар
277,Nachricht::N,tieto,хаам
278,Nachricht::N,ilmoitus,хаам
279,Neuigkeit::N,uutinen,керланиг
280,Name::N,nimi,цӏе
281,Rätsel::N,arvoitus,хӏетал-метал
282,Rede::N,puhe,къамел
283,Sprache::N,kieli,мотт
284,Stimme::N,ääni,aз
285,Wort::N,sana,дош
286,Zeichen::N,merkki,билгало
287,Ruf::N,kutsu,кхайкхар
288,Lärm::N,melu,гӏовгӏа
289,Lärm::N,hälinä,гӏовгӏа
290,Laut::N,ääni,аз
291,Ton::N,sävel,aз
292,Lied::N,laulu,илли
293,Ruhe::N,lepo,тийналла
294,Ruhe::N,rauha,тийналла
295,Leute::N,väki,нах
296,Leute::N,ihmiset,нах
297,Volk::N,kansa,халкъ
298,Arbeit::N,työ,болх
299,Gast::N,vieras,хьаша
300,Geschenk::N,lahja,совгӏат
301,Spiel::N,peli,ловзар
302,Spiel::N,leikki,ловзар
303,Gesellschaft::N,seura,юкъаралла
304,Hilfe::N,apu,гӏо
305,Freund::N,ystävä,доттагl
306,Kamerad::N,toveri,накъост
307,Angelegenheit::N,asia,гӏуллакх
308,Anzahl::N,lukumäärä,терахь
309,Art::N,laji,
310,Stück::N,pala,юьхк
311,Stück::N,kappale,юьхк
312,Teil::N,osa,дакъа
313,Hälfte::N,puoli,ах
314,Kreis::N,ympyrä,го
315,Kreuz::N,risti,жӏара
316,Linie::N,viiva,сиз
317,Strich::N,piirto,сиз
318,Abstand::N,väli,юкъ
319,Abstand::N,väljyys,юкъ
320,Entfernung::N,etäisyys,
321,Gegend::N,seutu,мeттиг
322,Platz::N,tila,майда
323,Ort::N,kohta,меттиг
324,Ort::N,paikka,меттиг
325,Seite::N,sivu,aгӏo
326,Seite::N,kylki,aгӏo
327,Mitte::N,keskus,юкъ
328,Mitte::N,puoliväli,юкъ
329,Gegenstand::N,kalu,хӏума
330,Gegenstand::N,esine,хӏума
331,Sache::N,asia,хӏума
332,Rand::N,ääri,йист
333,Rand::N,syrjä,йист
334,Kante::N,särmä,йист
335,Ecke::N,nurkka,са
336,Spitze::N,terä,ралла
337,Spitze::N,kärki,ралла
338,Ende::N,pää,юьхьиг
339,Ende::N,perä,юьхьиг
340,Loch::N,kolo,ӏуьрг
341,Loch::N,reikä,ӏуьрг
342,Winkel::N,kulma,са
343,Muster::N,kuvio,дагар
344,Muster::N,kuvio,тӏамар
345,Größe::N,koko,барам
346,Größe::N,suuruus,барам
347,Länge::N,pituus,йохалла
348,Höhe::N,korkeus,локхалла
349,Gewicht::N,paino,йозалла
350,Menge::N,määrä,дукхалла
351,Haufen::N,kasa,сал
352,Haufen::N,kasa,оьла
353,Reihe::N,rivi,рагӏ
354,Reihe::N,rivi,могӏа
355,Boot::N,vene,кема
356,Ruder::N,airo,пийсиг
357,Schlitten::N,reki,салаз
358,Schlitten::N,kelkka,салаз
359,Ski::N,suksi,когсалаз
360,Lagerfeuer::N,nuotio,цӏе
361,Last::N,kuorma,дукъ
362,Gang::N,kulku,лелар
363,Gang::N,käynti,лелар
364,Schritt::N,askel,гӏулч
365,Norden::N,pohjoinen,къилбаседе
366,Süden::N,etelä,къилбе
367,Westen::N,länsi,малхбузе
368,Osten::N,itä,малхбале
369,Holz::N,puu,дечиг
370,Brett::N,lauta,у
371,Platte::N,levy,у
372,Stütze::N,noja,гӏopтоp
373,Stange::N,tanko,гӏуркх
374,Stock::N,keppi,ӏаса
375,Stab::N,sauva,гӏаж
376,Stab::N,seiväs,гӏаж
377,Rohr::N,putki,биргӏа
378,Haus::N,talo,цӏа
379,Heim::N,koti,кхерч
380,Ofen::N,uuni,кхерч
381,Fußboden::N,lattia,цӏенкъа
382,Tisch::N,pöytä,шун
383,Stuhl::N,tuoli,гӏант
384,Wiege::N,kehto,ага
385,Bett::N,sänky,маьнга
386,Regal::N,hylly,терхи
387,Kiste::N,arkku,яьшка
388,Kiste::N,kirstu,яьшка
389,Kiste::N,laatikko,яьшка
390,Fenster::N,ikkuna,кор
391,Tür::N,ovi,неӏ
392,Tor::N,portti,ков
393,Zaun::N,aita,керт
394,Dach::N,katto,тхов
395,Leiter::N,tikkaat,лами
396,Leiter::N,tikapuut,лами
397,Besen::N,luuta,нуй
398,Spaten::N,lapio,бел
399,Schaufel::N,lapio,аьшкал
400,Gabel::N,haarukka,мӏара
401,Löffel::N,lusikka,ӏайг
402,Messer::N,veitsi,урс
403,Nagel::N,naula,хьостам
404,Netz::N,verkko,бой
405,Haken::N,haka,мӏара
406,Haken::N,koukku,мӏара
407,Griff::N,ripa,
408,Griff::N,kahva,
409,Schloss::N,lukko,чӏега
410,Bild::N,kuva,сурт
411,Figur::N,kuvio,
412,Puppe::N,nukke,тайниг
413,Beutel::N,pussi,гали
414,Bündel::N,nippu,кочар
415,Bündel::N,kimppu,кочар
416,Tasche::N,laukku,тӏоьрмиг
417,Eimer::N,sanko,чийлик
418,Eimer::N,ämpäri,чийлик
419,Deckel::N,kansi,негӏар
420,Geschirr::N,astia,пхьегӏа
421,Sack::N,säkki,гали
422,Tasse::N,kuppi,кад
423,Topf::N,pata,яй
424,Kessel::N,kattila,яй
425,Essen::N,syönti,юург
426,Nahrung::N,ruoka,кхача
427,Nahrung::N,ravinto,кхача
428,Speise::N,ruoka,юург
429,Fleisch::N,liha,жижиг
430,Getreide::N,vilja,буьртиг
431,Brei::N,puuro,xудар
432,Brot::N,leipä,бепиг
433,Brot::N,leipä,кхаллар
434,Scheibe::N,viipale,цастар
435,Fett::N,rasva,мохь
436,Butter::N,voi,налха
437,Öl::N,öljy,даьтта
438,Salz::N,suola,туьха
439,Suppe::N,keitto,чорпа
440,Honig::N,hunaja,моз
441,Milch::N,maito,шура
442,Tee::N,tee,чай
443,Leder::N,nahka,цӏока
444,Wolle::N,villa,тӏapгӏa
445,Stoff::N,kangas,кӏади
446,Nadel::N,neula,маха
447,Faden::N,lanka,тай
448,Knopf::N,nappi,нуьйда
449,Knoten::N,solmu,шад
450,Farbe::N,maali,сир
451,Farbe::N,maali,басар
452,Kleidung::N,vaatteet,бедар
453,Hemd::N,paita,коч
454,Kragen::N,kaulus,кач
455,Ärmel::N,hiha,пхьош
456,Hose::N,housut,хеча
457,Gürtel::N,vyö,доьхка
458,Mütze::N,lakki,куй
459,Schuh::N,kenkä,мача
460,Stiefel::N,saapas,этка
461,Ring::N,sormus,чӏуг
462,Band::N,nauha,лента
463,Kamm::N,kampa,ехк
464,Spiegel::N,peili,куьзга
465,Riemen::N,hihna,доьхка
466,Schnur::N,naru,муш
467,Schnur::N,nuora,муш
468,Leine::N,talutushihna,кочатосу доьхка
469,Decke::N,peite,юргӏа
470,Kissen::N,tyyny,гIайба
471,Kissen::N,pielus,гIайба
472,Tuch::N,huivi,исхар
473,Handtuch::N,pyyheliina,гата
474,Kraft::N,väki,гӏора
475,Kraft::N,voima,гӏора
476,Stärke::N,vahvuus,гӏап
477,Gesundheit::N,terveys,могашалла
478,Krankheit::N,tauti,цамгар
479,Krankheit::N,sairaus,цамгар
480,Schmerz::N,kipu,лазар
481,Schmerz::N,särky,лазар
482,Wunde::N,haava,чов
483,Fieber::N,kuume,xорша
484,Arznei::N,lääke,молха
485,Brücke::N,silta,тӏай
486,Brunnen::N,kaivo,гӏу
487,Weide::N,laidun,дак
488,Pfad::N,polku,тача
489,Weg::N,tie,некъ
490,Straße::N,katu,урам
491,Dorf::N,kylä,юрт
492,Stadt::N,kaupunki,гӏала
493,Brief::N,kirje,кехат
494,Buch::N,kirja,жайна
495,Buchstabe::N,kirjain,элп
496,Zeitung::N,lehti,газет
497,Zeitung::N,sanomalehti,газет
498,Leben::N,elo,дахар
499,Leben::N,elämä,дахар
500,Tod::N,kuolema,далар
501,Tod::N,kuolema,ӏожалла
502,Grab::N,hauta,каш
503,Kirche::N,kirkko,килс
504,Sünde::N,synti,къа
505,Gott::N,jumala,дела
506,Arbeiter::N,työläinen,белхало
507,Chef::N,päällikkö,хьаькам
508,Meister::N,mestari,говзанча
509,Arzt::N,lääkäri,лор
510,Lehrer::N,opettaja,хьехархо
511,Geld::N,raha,aхча
512,Geschäft::N,liike,туька
513,Laden::N,puoti,туька
514,Laden::N,kauppa,туька
515,Preis::N,hinta,мах
516,Ware::N,tavara,хlума
517,Nutzen::N,hyöty,пайда
518,Reichtum::N,rikkaus,хьал
519,Welt::N,maailma,дуьне
520,Land::N,maa,мохк
521,Staat::N,valtio,пачхьалкх
522,König::N,kuningas,паччахь
523,Macht::N,mahti,ӏедал
524,Grenze::N,raja,доза
525,Krieg::N,sota,тӏом
526,Feind::N,vihollinen,мостагӏ
527,Gewalt::N,väkivalta,гӏело
528,Kampf::N,taistelu,къийсам
529,Bogen[Waffe]::N,jousi,
530,Pfeil::N,nuoli,пха
531,Gewehr::N,kivääri,топ
532,Fehler::N,vika,гӏалат
533,Fehler::N,virhe,гӏалат
534,Lüge::N,valhe,аьшпаш
535,Schaden::N,vaurio,зен
536,Schaden::N,vahinko,зен
537,Unglück::N,vahinko,бала
538,Unglück::N,onnettomuus,бала
539,Schuld::N,syy,бехк
540,Alter::N,ikä,хан
541,Schluss::N,loppu,чакхе
542,Zeit::N,aika,хан
543,Tag::N,päivä,де
544,Morgen::N,aamu,ӏуьйре
545,Morgen::N,huomen,ӏуьйре
546,Mittag::N,keskipäivä,делкъе
547,Abend::N,ilta,суьйре
548,Nacht::N,yö,буьйса
549,Woche::N,viikko,кӏира
550,Monat::N,kuukausi,бутт
551,Jahr::N,vuosi,шо
552,Frühling::N,kevät,бӏаьсте
553,Sommer::N,kesä,аьхке
554,Herbst::N,syksy,гуьйре
555,Winter::N,talvi,ӏа
556,Januar::N,tammikuu,январь
557,Februar::N,helmikuu,февраль
558,März::N,maaliskuu,март
559,April::N,huhtikuu,апрель
560,Mai::N,toukokuu,май
561,Juni::N,kesäkuu,июнь
562,Juli::N,heinäkuu,июль
563,August::N,elokuu,август
564,September::N,syyskuu,сентябрь
565,Oktober::N,lokakuu,октябрь
566,November::N,marraskuu,ноябрь
567,Dezember::N,joulukuu,декабрь
568,Montag::N,maanantai,оршот
569,Dienstag::N,tiistai,шинара
570,Mittwoch::N,keskiviikko,кхаара
571,Donnerstag::N,torstai,еара
572,Freitag::N,perjantai,пӏераска
573,Samstag::N,lauantai,шот
574,Sonntag::N,sunnuntai,кӏиранде
575,groß::A,iso,доккха
576,groß::A,suuri,доккха
577,klein::A,pieni,кегий
578,lang::A,pitkä,еха
579,kurz::A,lyhyt,доца
580,breit::A,leveä,шуьйра
581,schmal::A,kapea,готта
582,dicht::A,taaja,луьста
583,dick[Gegenstand]::A,paksu,стомма
584,dünn::A,ohut,дуткъа
585,fein::A,hieno,ховха
586,fest::A,luja,чӏогӏа
587,flach::A,litteä,чӏапа
588,flach::A,tasainen,чӏапа
589,glatt::A,sileä,шера
590,glatt::A,siloinen,шера
591,hart::A,kova,чӏогӏa
592,weich::A,pehmeä,кӏеда
593,rund::A,pyöreä,горга
594,spitz::A,terävä,ира
595,scharf::A,terävä,ира
596,stumpf::A,tylsä,аьртa
597,schwer::A,raskas,деза
598,schwer::A,painava,деза
599,schön::A,kaunis,хаза
600,heiß::A,kuuma,довха
601,warm::A,lämmin,довха
602,kalt::A,kylmä,шийла
603,kalt::A,viluinen,шийла
604,kühl::A,viileä,шийла
605,frisch::A,tuore,керла
606,feucht::A,kostea,тӏуьна
607,nass::A,märkä,тӏеда
608,trocken::A,kuiva,eкъа
609,voll::A,täysi,дуьзна
610,leer::A,tyhjä,яьсса
611,offen::A,avonainen,диллина
612,geschlossen::A,suljettu,дӏакъевлина
613,geschlossen::A,suljettu,дӏачӏагӏдина
614,sauber::A,puhdas,цӏена
615,schmutzig::A,likainen,боьха
616,roh::A,raaka,буьйда
617,reif::A,kypsä,хилла
618,lecker::A,herkullinen,чоме
619,süß::A,makea,мерза
620,bitter::A,karvas,къаьхьа
621,bitter::A,kitkerä,къаьхьа
622,sauer::A,hapan,муьста
623,hell::A,kirkas,сирла
624,hell::A,valoisa,сирла
625,dunkel::A,pimeä,бодане
626,schwarz::A,musta,ӏаьржа
627,weiß::A,valkea,кӏайн
628,rot::A,punainen,цӏен
629,gelb::A,keltainen,можа
630,blau::A,sininen,сийна
631,grün::A,vihreä,баьццара
632,grau::A,harmaa,cира
633,grau::A,harmaa,мокха
634,bunt::A,kirjava,къорза
635,billig::A,halpa,дораха
636,billig::A,huokea,дораха
637,teuer::A,kallis,деза
638,wertvoll::A,arvokas,мехала
639,blind::A,sokea,бӏаьрзе
640,taub::A,kuuro,къора
641,kräftig::A,väkevä,нуьцкъала
642,kräftig::A,voimakas,нуьцкъала
643,stark::A,vahva,зоьртала
644,stark::A,vahva,нуьцкъала
645,schwach::A,heikko,гӏорасиза
646,fett::A,lihava,дерстана
647,schlank::A,hoikka,куц долу
648,schlank::A,solakka,куц долу
649,hübsch::A,soma,хаза
650,hübsch::A,sievä,хаза
651,böse::A,paha,вон
652,böse::A,häijy,вон
653,dumm::A,tyhmä,сонта
654,dumm::A,typerä,сонта
655,faul::A,laiska,мало ен
656,fleißig::A,ahkera,тӏера
657,geizig::A,saita,пис
658,geizig::A,saita,сутара
659,klug::A,älykäs,хьекъале
660,geschickt::A,taitava,тӏахъаьлла
661,lieb::A,rakas,хьоме
662,lustig::A,hauska,самукъане
663,lustig::A,iloinen,самукъане
664,sanft::A,lauha,кlеда
665,sanft::A,lempeä,кlеда
666,hungrig::A,nälkäinen,меца
667,krank::A,sairas,цомгуш долу
668,nackt::A,alaston,дерзана
669,traurig::A,surullinen,самукъане воцу
670,traurig::A,murheellinen,самукъане воцу
671,lebendig::A,elävä,дийна
672,gut::A,hyvä,дика
673,schlecht::A,paha,вон
674,schlecht::A,huono,вон
675,richtig::A,oikea,нийса
676,schlimm::A,paha,вон
677,wahr::A,tosi,бакъдолу
678,alt::A,vanha,къена
679,neu::A,uusi,керла
680,ehemalig::A,entinen,хилла
681,ehemalig::A,muinainen,хилла
682,alt[Lebewesen]::A,vanha,къена
683,jung::A,nuori,къона
684,arm::A,köyhä,къен
685,reich::A,rikas,хьоле
686,bekannt::A,tuttu,девзаш долу
687,bekannt::A,tunnettu,девзаш долу
688,berühmt::A,kuuluisa,цӏеяхана
689,fremd::A,vieras,нехан
690,verschieden::A,eri,тайп-тайпанара
691,verschieden::A,erilainen,тайп-тайпанара
692,nah::A,läheinen,гергара
693,fern::A,etäinen,гена
694,fern::A,etäinen,генара
695,linker::A,vasen,аьрру
696,rechter::A,oikea,аьтту
697,anderer::A,muu,кхин
698,anderer::A,toinen,кхин
699,erster::A,ensimmäinen,хьалхара
700,zweiter::A,toinen,шолгIа
701,dritter::A,kolmas,кхоалгӏа
702,letzter::A,viimeinen,тӏаьххьара
703,allein::ADV,yksin,цхьаъ
704,auf einmal::ADV,yhdellä kertaa,цу сохьтта
705,zusammen::ADV,yhdessä,цхьана
706,lange::ADV,kauan,дукха
707,lange::ADV,pitkään,дукха
708,plötzlich::ADV,äkkiä,цIеххьана
709,sofort::ADV,heti,цу сохьтта
710,später::ADV,myöhemmin,тӏаьхьо
711,jetzt::ADV,nyt,хӏинца
712,heute::ADV,tänään,тахана
713,morgen::ADV,huomenna,кхана
714,bald::ADV,pian,кеста
715,dann::ADV,sitten,тӏаккха
716,gestern::ADV,eilen,селхана
717,einst::ADV,aikanaan,цкъа
718,damals::ADV,silloin,хӏетахьь
719,damals::ADV,siihen aikaan,хӏетахьь
720,danach::ADV,sen jälkeen,тӏаккха
721,vorher::ADV,ennen,хьалхa
722,zuerst::ADV,ensin,хьалха
723,zuerst::ADV,ensiksi,хьалха
724,einmal::ADV,kerran,цкъа
725,manchmal::ADV,joskus,цкъаццкъа
726,oft::ADV,usein,кест-кеста
727,immer::ADV,aina,даим
728,niemals::ADV,ei koskaan,цкъа а
729,hier::ADV,tässä,кхузахь
730,hier::ADV,täällä,кхузахь
731,hierhin::ADV,tähän,кхуза
732,von hier::ADV,tästä,кхузара
733,von hier::ADV,täältä,кхузара
734,dort::ADV,siinä,цигахь
735,dort::ADV,siellä,цигахь
736,dorthin::ADV,sinne,цига
737,dorthin::ADV,tuonne,цига
738,geradeaus::ADV,suoraan,нийса дӏа
739,vorwärts::ADV,eteenpäin,хьалха
740,rückwärts::ADV,taaksepäin,юха
741,zurück::ADV,takaisin,юха
742,unten::ADV,alhaalla,лахахь
743,hinab::ADV,alas,охьа
744,oben::ADV,ylhäällä,лакхахь
745,hinauf::ADV,ylös,хьала
746,überall::ADV,kaikkialla,массанхьа
747,nicht::ADV,ei,ца
748,ein wenig::ADV,vähän,кӏеззиг
749,kaum::ADV,tuskin,халла
750,sehr::ADV,kovin,вуно
751,sehr::ADV,oikein,вуно
752,so::ADV,näin,
753,noch::ADV,vielä,кхин
754,nur::ADV,vain,бен ...ца
755,nur::ADV,ainoastaan,бен ...ца
756,schon::ADV,jo,хӏинцале
757,wieder::ADV,taas,юха а
758,wieder::ADV,jälleen,юха а
759,vergebens::ADV,turhaan,эрна
760,vor::PRP,edessä,хьалха
761,hinter::PRP,takana,тӏехьа
762,unter::PRP,alla,кIелахь
763,durch::PRP,läpi,чекх
764,durch::PRP,kautta,чекх
765,neben::PRP,vieressä,юххе
766,zwischen::PRP,välillä,юккъехь
767,wegen::PRP,takia,дуьхьа
768,wegen::PRP,vuoksi,дуьхьа
769,dies::PRN,tämä,и
770,dies::PRN,tämä,иза
771,das::PRN,se,и
772,das::PRN,se,иза
773,alles::PRN,kaikki,дерриг
774,ich::PRN,minä,cо
775,du::PRN,sinä,хьо
776,er::PRN,hän,и
777,er::PRN,hän,иза
778,wir::PRN,me,тхо
779,wir::PRN,me,вай
780,ihr::PRN,te,шу
781,sie::PRN,he,уьш
782,was::FPRN,mikä,хӏун
783,wer::FPRN,ken,мила
784,wer::FPRN,kuka,мила
785,wo::FADV,missä,мичaхь
786,wohin::FADV,mihin,мича
787,wie::FADV,miten,муха
788,wie::FADV,kuinka,муха
789,warum::FADV,miksi,хӏунда
790,wieviel::FNUM,paljonko,мел
