,Concept_ID,uz,he
290,Gegenstand::N,ashyo,אוביקט
291,Sache::N,buyum,דבר
292,Rand::N,chek,פרור
293,Kante::N,tig',קצה
294,Ecke::N,burchak,פנה
295,Spitze::N,uch,קצה
296,Ende::N,oxir,סוף
297,Loch::N,teshik,חר
298,Winkel::N,go'sha,פנה
299,Muster::N,nusha,תבנית
300,Größe::N,kattalik,גדל
301,Länge::N,uzunlik,ארך
302,Höhe::N,yuksaklik,קומה
303,Höhe::N,yuksaklik,גבה
304,Gewicht::N,solmoq,משקל
305,Menge::N,miqdor,כמות
306,Haufen::N,uyum,ערמה
307,Reihe::N,saf,רצף
308,Boot::N,qayiq,סירה
309,Ruder::N,äshkak,משוט
310,Schlitten::N,chana,מזחלת
311,Ski::N,chang'i,מגלשים
312,Lagerfeuer::N,gulxan,מדורה
313,Last::N,yuk,משא
314,Gang::N,yurish,הליכה
315,Schritt::N,qadam,צעד
316,Norden::N,shimol,צפון
317,Süden::N,janub,דרום
318,Westen::N,g'arb,מערב
319,Osten::N,sharq,מזרח
320,Holz::N,yog'och,עץ
321,Brett::N,taxta,קרש
322,Platte::N,tabaqa,לוח
323,Stütze::N,tayanchi,משען
324,Stange::N,qo'noq,מוט
325,Stock::N,tayoq,מקל
326,Stab::N,gavron,מוט
327,Rohr::N,tarnov,צנור
328,Haus::N,uy,בית
329,Heim::N,makon,בית
330,Ofen::N,pechka,תנור
331,Fußboden::N,pol,רצפה
332,Tisch::N,mosa,שלחן
333,Stuhl::N,o'rindiq,כסא
334,Wiege::N,beshik,ערש
335,Bett::N,yotoq,מטה
336,Regal::N,tokcha,מדף
337,Kiste::N,sandiq,תבה
338,Kiste::N,sandiq,ארגז
339,Fenster::N,deraza,חלון
340,Tür::N,äshik,דלת
341,Tor::N,darvoza,שער
342,Zaun::N,panjara,גדר
343,Dach::N,tom,גג
344,Leiter::N,narvon,סלם
345,Besen::N,supurgi,מטאטא
346,Spaten::N,bel,את
347,Schaufel::N,kurak,את
348,Gabel::N,bilka,מזלג
349,Löffel::N,qoshiq,כף
350,Messer::N,pichoq,סכין
351,Nagel::N,mix,מסמר
352,Netz::N,to'r,רשת
353,Haken::N,ilgak,וו
354,Haken::N,ilgak,קרס
355,Griff::N,sop,ידית
356,Griff::N,tutqich,ידית
357,Schloss::N,qulf,מנעול
358,Bild::N,rasm,תמונה
359,Figur::N,shakl,פסל
360,Puppe::N,ko'g'irchoq,בבה
361,Beutel::N,to'rva,שק
362,Bündel::N,bog'lam,צרור
363,Tasche::N,kissa,שקית
364,Eimer::N,chelak,דלי
365,Deckel::N,qopqoq,מכסה
366,Geschirr::N,idish,כלים
367,Sack::N,qop,שק
368,Tasse::N,piyola,ספל
369,Topf::N,tuvak,סיר
370,Kessel::N,qozon,קנקן
371,Essen::N,tomoq,אכל
372,Essen::N,tomoq,ארוחה
373,Nahrung::N,emak,הזנה
374,Nahrung::N,emak,תזונה
375,Speise::N,taom,מאכל
376,Speise::N,taom,ארוחה
377,Fleisch::N,go'sht,בשר
378,Getreide::N,g'alla,דגן
379,Brei::N,bo'tqa,מחית
380,Brot::N,non,לחם
381,Scheibe::N,disk,עגול
382,Scheibe::N,disk,פרוסה
383,Fett::N,moy,שמן
384,Butter::N,yog',חמאה
385,Öl::N,moy,שמן
386,Salz::N,tuz,מלח
387,Suppe::N,sho'rva,מרק
388,Honig::N,asal,דבש
389,Milch::N,sut,חלב
390,Tee::N,choy,תה
391,Leder::N,charm,עור
392,Wolle::N,jun,צמר
393,Stoff::N,mato,בד
394,Stoff::N,mato,אריג
395,Nadel::N,igna,מחט
396,Faden::N,ip,חוט
397,Knopf::N,tugma,כפתור
398,Knoten::N,tugun,קשר
399,Farbe::N,bo'yok,צבע
400,Kleidung::N,kiyim,בגדים
401,Hemd::N,ko'ylak,חלצה
402,Kragen::N,yoqa,צוארון
403,Ärmel::N,yeng,שרוול
404,Hose::N,shim,מכנסים
405,Gürtel::N,tasma,חגורה
406,Mütze::N,shapka,כובע
407,Schuh::N,but,נעל
408,Stiefel::N,botinka,מגף
409,Ring::N,yuzuk,טבעת
410,Band::N,rishta,סרט
411,Kamm::N,taroq,מסרק
412,Spiegel::N,ko'zgu,מראה
413,Riemen::N,qayish,רצועה
414,Schnur::N,bog'ich,חבל
415,Leine::N,etak,מושכות
416,Decke::N,odyol,שמיכה
417,Kissen::N,yostiq,כרית
418,Tuch::N,gazlama,צעיף
419,Handtuch::N,sochiq,מגבת
420,Kraft::N,kuch,כוח
421,Stärke::N,quvvat,און
422,Gesundheit::N,sog'lik,בריאות
423,Krankheit::N,kasallik,מחלה
424,Schmerz::N,og'riq,כאב
425,Wunde::N,yara,פציעה
426,Fieber::N,bezgak,חם
427,Arznei::N,dori,תרופה
428,Brücke::N,ko'prik,גשר
429,Brunnen::N,buloq,באר
430,Weide::N,yaylov,אחו
431,Weide::N,yaylov,מרעה
432,Pfad::N,dorojka,שביל
433,Pfad::N,dorojka,מדרכה
434,Weg::N,yo'l,דרך
435,Straße::N,ko'cha,כביש
436,Dorf::N,ovul,כפר
437,Stadt::N,shahar,עיר
438,Brief::N,maktub,מכתב
439,Buch::N,kitob,ספר
440,Buchstabe::N,harf,אות
441,Zeitung::N,gazet,עתון
442,Leben::N,hayot,חיים
443,Tod::N,o'lim,מות
444,Grab::N,go'r,קבר
445,Kirche::N,cherkov,כנסיה
446,Sünde::N,gunoh,חטא
447,Gott::N,olloh,אל
448,Arbeiter::N,ishchi,פועל
449,Chef::N,rais,ראש
450,Chef::N,rais,מנהל
451,Meister::N,usta,ממחה
452,Arzt::N,hakim,רופא
453,Lehrer::N,muallim,מורה
454,Geld::N,pul,כסף
455,Geschäft::N,savdo,עסקה
456,Laden::N,do'kon,חנות
457,Preis::N,baho,מחיר
458,Ware::N,mol,סחורה
459,Nutzen::N,foyda,תועלת
460,Reichtum::N,boylik,עשר
461,Welt::N,olam,עולם
462,Land::N,o'lka,ארץ
463,Staat::N,davlat,מדינה
464,König::N,qirol,מלך
465,Macht::N,iqtidor,כוח
466,Grenze::N,chegara,גבול
467,Krieg::N,harb,מלחמה
468,Feind::N,dushman,אויב
469,Gewalt::N,zo'rlik,אלימות
470,Kampf::N,kurash,קרב
471,Kampf::N,kurash,לחימה
472,Bogen[Waffe]::N,yoy,קשת
473,Pfeil::N,o'q,חץ
474,Gewehr::N,vintovka,רובה
475,Fehler::N,xato,טעות
476,Lüge::N,yolg'on,שקר
477,Schaden::N,ziyon,נזק
478,Unglück::N,balo,מזל רע
479,Schuld::N,ayb,אשמה
480,Alter::N,yosh,גיל
481,Schluss::N,tamom,סיום
482,Zeit::N,vaqt,זמן
483,Tag::N,kun,יום
484,Morgen::N,saboh,בקר
485,Mittag::N,kun tushlik,צהרים
486,Abend::N,oqshom,ערב
487,Nacht::N,tun,לילה
488,Woche::N,hafta,שבוע
489,Monat::N,oy,חדש
490,Jahr::N,yil,שנה
491,Frühling::N,bahor,אביב
492,Sommer::N,yoz,קיץ
493,Herbst::N,kuz,סתו
494,Herbst::N,xazon,סתו
495,Winter::N,qish,חרף
496,Januar::N,yanvar',ינואר
497,Februar::N,fevral',פברואר
498,März::N,mart,מרץ
499,April::N,aprel',אפריל
500,Mai::N,may,מאי
501,Juni::N,iyun',יוני
502,Juli::N,iyul',יולי
503,August::N,avgust,אוגוסט
504,September::N,sentyabr',ספטמבר
505,Oktober::N,oktyabr',אוקטובר
506,November::N,noyabr',נובמבר
507,Dezember::N,dekabr',דצמבר
508,Montag::N,dushanba,יום שני
509,Dienstag::N,seshanba,יום שלישי
510,Mittwoch::N,chorshanba,יום רביעי
511,Donnerstag::N,payshanba,יום חמישי
512,Freitag::N,juma,יום ששי
513,Samstag::N,shanba,יום שבת
514,Sonntag::N,yakshanba,יום ראשון
515,groß::A,buyuk,גדול
516,klein::A,kichik,קטן
517,lang::A,uzun,ארך
518,kurz::A,qisqa,קצר
519,breit::A,keng,רחב
520,schmal::A,änsiz,צר
521,dicht::A,quyuq,צפוף
522,dick[Gegenstand]::A,qalin,עבה
523,dünn::A,ingichka,דק
524,fein::A,mayin,מעדן
525,fest::A,qattiq,מוצק
526,flach::A,yalpoq,שטוח
527,glatt::A,tekis,חלק
528,hart::A,qattiq,קשיח
529,weich::A,yumshoq,רך
530,rund::A,yumaloq,עגל
531,spitz::A,uchli,חד
532,scharf::A,keskir,חד
533,stumpf::A,to'mtoq,קהה
534,schwer::A,salmoqli,כבד
535,schön::A,go'zal,יפה
536,heiß::A,qiziq,חם
537,warm::A,issiq,חם
538,kalt::A,sovuq,קר
539,kühl::A,salqin,צונן
540,frisch::A,toza,טרי
541,feucht::A,namli,לח
542,nass::A,nam,רטוב
543,trocken::A,quruq,יבש
544,voll::A,to'la,מלא
545,leer::A,puch,ריק
546,offen::A,ochiq,פתוח
547,geschlossen::A,berk,סגור
548,sauber::A,ozoda,נקי
549,schmutzig::A,kir,מלכלך
550,roh::A,xom,חי
551,reif::A,pishiq,בשל
552,lecker::A,shirin,טעים
553,süß::A,shirin,מתוק
554,bitter::A,achchiq,מר
555,sauer::A,achchiq,חמוץ
556,hell::A,yorug',בהיר
557,dunkel::A,qorong'i,עמום
558,schwarz::A,qora,שחר
559,weiß::A,oq,לבן
560,rot::A,qizil,אדם
561,gelb::A,sariq,צהב
562,blau::A,zangori,כחל
563,grün::A,yashil,ירק
564,grau::A,bo'z,אפר
565,bunt::A,ola,צבעוני
566,billig::A,arzon,זול
567,teuer::A,qimmat,יקר
568,wertvoll::A,qimmat,יקר ערך
569,blind::A,ko'r,עור
570,taub::A,garang,חרש
571,kräftig::A,kuchli,חסן
572,stark::A,quvvatli,חזק
573,schwach::A,kuchsiz,חלש
574,fett::A,semiz,שמן
575,schlank::A,ingichka,רזה
576,hübsch::A,ko'rkam,יפה תאר
577,böse::A,yovuz,רשע
578,dumm::A,aqlsiz,טפש
579,faul::A,ärinchak,עצלן
580,fleißig::A,ishchan,חרוץ
581,geizig::A,qurumsoq,קמצן
582,klug::A,oqil,נבון
583,klug::A,oqil,פקח
584,geschickt::A,äpchil,מימן
585,lieb::A,aziz,יקר
586,lieb::A,aziz,אהוב
587,lustig::A,chaqchaq,עליז
588,sanft::A,asta,עדין
589,hungrig::A,och,רעב
590,krank::A,kasal,חולה
591,nackt::A,yalang,ערום
592,traurig::A,xafa,עצוב
593,lebendig::A,hayotiy,חי
594,gut::A,soz,טוב
595,schlecht::A,yomon,גרוע
596,richtig::A,rost,נכון
597,schlimm::A,yovuz,רע
598,wahr::A,haqiqiy,אמתי
599,alt::A,äski,ישן
600,neu::A,yangi,חדש
601,ehemalig::A,sobiq,לשעבר
602,alt[Lebewesen]::A,qari,זקן
603,jung::A,navqiron,צעיר
604,arm::A,abgor,עני
605,reich::A,boy,עשיר
606,bekannt::A,ma'lum,ידוע
607,berühmt::A,mashhur,מפרסם
608,fremd::A,yot,זר
609,verschieden::A,turli,שונה
610,nah::A,yaqindagi,קרוב
611,fern::A,uzoq,רחוק
612,linker::A,so'l,שמאלי
613,rechter::A,o'ng,ימין
614,anderer::A,boshqa,אחר
615,erster::A,birinchi,ראשון
616,zweiter::A,ikkinchi,שני
617,dritter::A,uchinchi,שלישי
618,letzter::A,oxirgi,אחרון
619,allein::ADV,o'zicha,לבד
620,auf einmal::ADV,varakay,בו-זמנית
621,zusammen::ADV,barobar,ביחד
622,lange::ADV,uzoq,הרבה זמן
623,plötzlich::ADV,qo'qqisdan,לפתע
624,plötzlich::ADV,qo'qqisdan,פתאום
625,sofort::ADV,darrov,מיד
626,später::ADV,so'ngra,לאחר זמן
627,später::ADV,so'ngra,יותר מאחר
628,jetzt::ADV,hozirgina,עכשיו
629,heute::ADV,bugun,היום
630,morgen::ADV,ärta,מחר
631,bald::ADV,toz,בקרוב
632,dann::ADV,keyin,אחר-כך
633,gestern::ADV,kecha,אתמול
634,einst::ADV,avvallari,לפנים
635,damals::ADV,ugal,אז
636,danach::ADV,so'ngra,אחר-כך
637,vorher::ADV,avval,לפני זה
638,zuerst::ADV,avval,קדם
639,einmal::ADV,bir marta,פעם
640,manchmal::ADV,onda-sonda,לפעמים
641,oft::ADV,tez-tez,לעתים קרובות
642,immer::ADV,har vaqt,תמיד
643,niemals::ADV,hargiz,אף פעם
644,hier::ADV,shu erda,כאן
645,hierhin::ADV,beri,פה
646,von hier::ADV,shu erdan,מפה
647,dort::ADV,ana,שם
648,dorthin::ADV,u yerga,שם
649,geradeaus::ADV,to'g'ri,ישר
650,vorwärts::ADV,ilgari,קדימה
651,rückwärts::ADV,qoloq,לאחור
652,zurück::ADV,orqada,בחזרה
653,zurück::ADV,orqada,אחורנית
654,unten::ADV,pastda,למטה
655,hinab::ADV,tubanga,למטה
656,oben::ADV,ustida,מעל
657,oben::ADV,ustida,למעלה
658,hinauf::ADV,yuqorida,למעלה
659,überall::ADV,har erda,בכל מקום
660,nicht::ADV,ämas,לא
661,ein wenig::ADV,biroz,קצת
662,kaum::ADV,arang,בקשי
663,sehr::ADV,ancha,מאוד
664,so::ADV,shunday,כך
665,so::ADV,shunday,ככה
666,noch::ADV,hali,עוד
667,noch::ADV,hali,עדין
668,nur::ADV,yolg'iz,רק
669,schon::ADV,endi,כבר
670,wieder::ADV,yana,שוב
671,vergebens::ADV,bekorga,לריק
672,vergebens::ADV,bekorga,לשוא
673,vor::PRP,burun,מול
674,hinter::PRP,ketida,מאחורי
675,unter::PRP,ostida,מתחת
676,durch::PRP,bo'ylab,דרך
677,neben::PRP,yonida,ליד
678,neben::PRP,yonida,על-יד
679,zwischen::PRP,orada,בין
680,wegen::PRP,sababli,בשל
681,wegen::PRP,sababli,בגלל
682,dies::PRN,o'sha,זה
683,das::PRN,narigi,זה
684,alles::PRN,har nima,הכל
685,ich::PRN,men,אני
686,du::PRN,sen,את
687,du::PRN,sen,אתה
688,er::PRN,u,הוא
689,wir::PRN,biz,אנחנו
690,ihr::PRN,siz,לה
691,sie::PRN,ular,הם
692,was::FPRN,nima,מה
693,wer::FPRN,kim,מי
694,wo::FADV,qaerda,איפה
695,wohin::FADV,qayerga,לאן
696,wie::FADV,qanday,איך
697,warum::FADV,nega,למה
698,wieviel::FNUM,qancha,כמה
699,eins::NUM,bir,אחד
700,zwei::NUM,ikki,שתים
701,drei::NUM,uch,שלושה
702,vier::NUM,to'rt,ארבעה
703,fünf::NUM,besh,חמשה
704,sechs::NUM,olti,ששה
705,sieben::NUM,etti,שבעה
706,acht::NUM,sakkiz,שמונה
707,neun::NUM,to'qqiz,תשעה
708,zehn::NUM,o'n,עשרה
709,elf::NUM,o'n bir,אחת עשרה
710,zwölf::NUM,o'n ikki,שתים עשרה
711,zwanzig::NUM,yigirma,עשרים
712,dreißig::NUM,o'ttiz,שלושים
713,vierzig::NUM,qirq,ארבעים
714,fünfzig::NUM,ällik,חמשים
715,sechzig::NUM,oltmish,ששים
716,siebzig::NUM,etmish,שבעים
717,achtzig::NUM,sakson,שמונים
718,neunzig::NUM,to'qson,תשעים
719,hundert::NUM,yuz,מאה
720,tausend::NUM,ming,אלף
721,und::CNJ,va,ו
722,oder::CNJ,yo,או
723,stehen::V,turmoq,עמד
724,sitzen::V,o'tirmoq,ישב
725,liegen::V,yotmoq,שכב
726,hängen::V,osilmoq,היה תלוי
727,werden::V,bo'lmoq,הפך ל
728,passieren::V,bo'lib o'tmoq,קרה
729,beginnen::V,boshlanmoq,התחיל
730,enden::V,bitmoq,הסתים
731,wechseln::V,o'zgarmoq,השתנה
732,aufgehen[Sonne]::V,chiqmoq,זרח
733,untergehen[Sonne]::V,botmoq,שקע
734,scheinen[Sonne]::V,yaraqlamoq,בהק
735,donnern::V,gulduramoq,רעם
736,wehen::V,elpimoq,נשב
737,strömen::V,oqmoq,זרם
738,fließen::V,oqmoq,זרם
739,sich drehen::V,aylanmoq,הסתובב
740,schwanken::V,qoqilmoq,התנודד
741,schwingen::V,lopillamoq,התנענע
742,fallen::V,tushmoq,נפל
743,brennen::V,yonmoq,בער
744,rauchen::V,tutamoq,עשן
745,regnen::V,yomg'ir yog'moq,ירד גשם
746,gefrieren::V,muzlamoq,קפא
747,tauen::V,ärimoq,נמס
748,schmelzen::V,ärimoq,התיך
749,trocknen::V,qurimoq,התיבש
750,sieden::V,qaynamoq,רתח
751,faulen::V,chirimoq,רקב
752,verfaulen::V,chirimoq,רקב
753,reißen::V,qayt qilmoq,נקרע
754,versinken::V,g'arq bo'lmoq,טבע
755,vergehen::V,o'tmoq,עבר
756,erscheinen::V,zuhur ätmoq,נגלה
757,erscheinen::V,zuhur ätmoq,הופיע
758,verschwinden::V,yo'qolmoq,נעלם
759,sinken::V,pasaymoq,ירד
760,abnehmen::V,kamaymoq,הפחית
761,zunehmen::V,urchimoq,רבה
762,steigen::V,oshmoq,עלה
763,wachsen::V,o'smoq,גדל
764,glänzen::V,porlamoq,נצץ
765,glänzen::V,porlamoq,בהק
766,funkeln::V,yalt ätmoq,נצנץ
767,lärmen::V,taraq ätmoq,רעש
768,läuten::V,jiringlamoq,צלצל
769,klingeln::V,jiringlamoq,צלצל
770,klirren::V,sharaqlamoq,קרקש
771,brausen::V,vag'illamoq,געש
772,rauschen::V,shitirlamoq,רשרש
773,klingen::V,yangramoq,נשמע
774,bellen::V,hurmoq,נבח
775,heulen::V,uvlamoq,ילל
776,blasen::V,puflamoq,נשף
777,pfeifen::V,xushtak chalmoq ,שרק
778,schreien::V,qiyqirmoq,צעק
779,stöhnen::V,nola qilmoq,נאנק
780,zittern::V,titramoq,רעד
781,leben::V,yashamoq,חי
782,geboren werden::V,tug'ilmoq,נולד
783,atmen::V,nafas chiqarmoq,נשם
