,Concept_ID,uk,ko
220,Tochter::N,дочка,딸기
221,Bruder::N,брат,형제
222,Schwester::N,сестра,누이
223,Onkel::N,дядько,백부
224,Tante::N,тітка,아주머니
225,Ehemann::N,чоловік,남편
226,Ehefrau::N,жінка,아내
227,Ehefrau::N,дружина,아내
228,Freude::N,радощі,기쁨
229,Gelächter::N,сміх,웃음
230,Glück::N,щастя,즐거움
231,Kummer::N,горе,슬픔
232,Wunsch::N,бажання,소망
233,Lust::N,бажання,
234,Geist::N,дух,할기
235,Gedanke::N,думка,상념
236,Gedächtnis::N,пам’ять,기억
237,Verstand::N,розум,분별
238,Verstand::N,розум,지능
239,Sinn::N,зміст,센스
240,Sinn::N,значення,센스
241,Grund::N,причина,까닭
242,Wahrheit::N,правда,참
243,Wahrheit::N,правда,진실
244,Gespräch::N,розмова,대화
245,Märchen::N,байка,동화
246,Erzählung::N,повість,이야기
247,Erzählung::N,оповідання,이야기
248,Nachricht::N,повідомлення,
249,Neuigkeit::N,новина,뉴스
250,Name::N,ім’я,이름
251,Rätsel::N,загадка,수수께끼
252,Rede::N,промова,연설
253,Sprache::N,мова,말
254,Stimme::N,голос,목소리
255,Wort::N,слово,낱말
256,Zeichen::N,знак,신호
257,Ruf::N,оклик,부름
258,Lärm::N,шум,소동
259,Laut::N,звук,음성
260,Ton::N,тон,목소리
261,Lied::N,пісня,노래
262,Ruhe::N,спокій,쉼
263,Leute::N,люди,사람들
264,Volk::N,народ,국중
265,Arbeit::N,робота,근로
266,Arbeit::N,робота,너무
267,Gast::N,гість,손님
268,Geschenk::N,подарунок,행하
269,Spiel::N,гра,무리
270,Gesellschaft::N,товариство,교제
271,Hilfe::N,допомога,거들음
272,Hilfe::N,допомога,보좌
273,Freund::N,друг,친구
274,Freund::N,приятель,친구
275,Kamerad::N,товариш,동실자
276,Angelegenheit::N,справа,용무
277,Anzahl::N,число,어떤
278,Anzahl::N,число,수
279,Art::N,рід,정류
280,Stück::N,кусок,일부분
281,Teil::N,частина,몱
282,Teil::N,частина,구훠
283,Hälfte::N,половина,2분의
284,Kreis::N,круг,고리
285,Kreis::N,коло,고리
286,Kreuz::N,хрест,열십자
287,Linie::N,лінія,선
288,Strich::N,штрих,스침
289,Abstand::N,проміжок,거리
290,Entfernung::N,відстань,거리
291,Gegend::N,місцевість,곳
292,Gegend::N,місцевість,부금
293,Platz::N,площа,장소
294,Ort::N,місце,장소
295,Seite::N,сторона,옆면
296,Mitte::N,середина,궁간
297,Gegenstand::N,предмет,항목
298,Sache::N,річ,뭉에
299,Rand::N,край,가
300,Kante::N,ребро,귀퉁
301,Ecke::N,ріг,구석
302,Spitze::N,кінчик,끝
303,Spitze::N,кінчик,참단
304,Ende::N,кінець,말당
305,Loch::N,діра,빙옷
306,Winkel::N,куток,각도
307,Muster::N,узор,본
308,Muster::N,узор,견복
309,Größe::N,розмір,신장
310,Länge::N,довжина,길이긺
311,Höhe::N,висота,높이
312,Gewicht::N,вага,추
313,Menge::N,кількість,수양
314,Haufen::N,купа,퇴적
315,Reihe::N,ряд,열
316,Boot::N,човен,보트
317,Ruder::N,весло,노
318,Schlitten::N,сани,썰매
319,Ski::N,лижа,스키
320,Lagerfeuer::N,вогнище,캠프의 모닥불
321,Last::N,тягар,무거운짐
322,Last::N,вантаж,무거운짐
323,Gang::N,хід,걸음
324,Schritt::N,крок,보조
325,Norden::N,північ,북쪽 
326,Süden::N,південь,남쪽
327,Westen::N,захід,서쪽
328,Osten::N,схід,동쪽
329,Holz::N,дрова,목재
330,Brett::N,дошка,마루널
331,Platte::N,плита,탤
332,Platte::N,плита,금속판
333,Stütze::N,підпірка,버팀목
334,Stange::N,жердина,장대
335,Stock::N,палиця,막대기
336,Stab::N,палиця,작대기
337,Rohr::N,труба,갈대
338,Haus::N,дім,집
339,Haus::N,хата,집
340,Heim::N,житло,집
341,Ofen::N,піч,아궁이
342,Fußboden::N,підлога,마루
343,Tisch::N,стіл,탁자
344,Stuhl::N,стілець,의자
345,Wiege::N,колиска,발상지
346,Bett::N,ліжко,침대
347,Bett::N,постіль,침대
348,Regal::N,полиця,서가
349,Kiste::N,ящик,짐궤
350,Fenster::N,вікно,눔
351,Tür::N,двері,문
352,Tor::N,ворота,대문
353,Zaun::N,паркан,담장
354,Zaun::N,огорожа,담장
355,Dach::N,дах,지붕
356,Leiter::N,драбина,사닥다리
357,Besen::N,мітла,비
358,Spaten::N,заступ,가래
359,Schaufel::N,совок,삽
360,Schaufel::N,лопата,삽
361,Gabel::N,виделка,갈래
362,Löffel::N,ложка,숟가락
363,Messer::N,ніж,나이프
364,Nagel::N,цвях,발툽
365,Netz::N,сіть,그물
366,Haken::N,крюк,갈고리
367,Griff::N,ручка,움켜쥠
368,Griff::N,держак,움켜쥠
369,Schloss::N,замок,자물쇠
370,Bild::N,картина,그림
371,Figur::N,фігура,몸메
372,Puppe::N,лялька,인형
373,Beutel::N,мішечок,클
374,Beutel::N,торбинка,클
375,Bündel::N,в’язка,자근다발
376,Tasche::N,сумка,가방
377,Eimer::N,відро,동이
378,Deckel::N,кришка,뚜껑
379,Geschirr::N,посуд,식시
380,Sack::N,мішок,조갑
381,Tasse::N,чашка,차잔
382,Topf::N,горщик,단지
383,Kessel::N,котел,주전자
384,Essen::N,їжа,먹기
385,Nahrung::N,харч,식료
386,Speise::N,страва,음식물
387,Fleisch::N,м’ясо,고기
388,Getreide::N,хліб,곡물
389,Getreide::N,збіжжя,곡물
390,Brei::N,каша,젤리
391,Brot::N,хліб,빵
392,Scheibe::N,скибочка,원반
393,Fett::N,жир,기름
394,Butter::N,масло,버터
395,Öl::N,олія,올리브유
396,Salz::N,сіль,소금
397,Suppe::N,суп,국
398,Suppe::N,суп,수프
399,Honig::N,мед,감미
400,Milch::N,молоко,유즙
401,Tee::N,чай,차
402,Leder::N,шкіра,가죽
403,Wolle::N,шерсть,양털
404,Stoff::N,тканина,패료
405,Nadel::N,голка,바늘
406,Faden::N,нитка,콘실
407,Knopf::N,ґудзик,단추
408,Knoten::N,вузол,곁절
409,Farbe::N,фарба,색
410,Kleidung::N,одяг,옷입기
411,Kleidung::N,убрання,옷입기
412,Hemd::N,сорочка,속옷
413,Kragen::N,комір,깃
414,Ärmel::N,рукав,소매
415,Hose::N,брюки,바지
416,Gürtel::N,пояс,밴드
417,Mütze::N,шапка,모자
418,Schuh::N,ботинок,구두
419,Stiefel::N,чобіт,장화
420,Ring::N,кільце,고리
421,Band::N,стрічка,리본
422,Kamm::N,гребінець,빗
423,Spiegel::N,дзеркало,거울
424,Riemen::N,ремінь,가죽끈
425,Schnur::N,вірьовка,밧줄
426,Leine::N,шворка,고삐줄
427,Decke::N,ковдра,이부자리
428,Kissen::N,подушка,깔개
429,Tuch::N,хустка,천
430,Handtuch::N,рушник,수건
431,Kraft::N,сила,세력
432,Stärke::N,сила,힘
433,Gesundheit::N,здоров’я,위생
434,Krankheit::N,хвороба,병
435,Schmerz::N,біль,아픔고통
436,Wunde::N,рана,상처
437,Fieber::N,гарячка,열별
438,Arznei::N,ліки,약
439,Brücke::N,міст,교량
440,Brunnen::N,колодязь,원천
441,Weide::N,пасовище,목장
442,Pfad::N,стежка,좁은길
443,Weg::N,шлях,길
444,Weg::N,дорога,길
445,Straße::N,вулиця,길
446,Dorf::N,село,촌
447,Dorf::N,село,촌락
448,Stadt::N,місто,도시
449,Brief::N,лист,서한
450,Buch::N,книга,책
451,Buch::N,книжка,책
452,Buchstabe::N,буква,문자
453,Buchstabe::N,літера,문자
454,Zeitung::N,газета,신문
455,Leben::N,життя,삶
456,Tod::N,смерть,죽음
457,Grab::N,могила,무덤
458,Kirche::N,церква,교회
459,Sünde::N,гріх,부정
460,Gott::N,бог,하느님
461,Arbeiter::N,робітник,일하는사람
462,Chef::N,хазяїн,사장
463,Meister::N,умілець,명인
464,Meister::N,умілець,대가
465,Arzt::N,лікар,의사
466,Lehrer::N,вчитель,교사
467,Geld::N,гроші,돈
468,Geschäft::N,заняття,일
469,Laden::N,магазин,가게
470,Laden::N,крамниця,가게
471,Preis::N,ціна,가격
472,Ware::N,товар,상품
473,Nutzen::N,вигода,이익
474,Nutzen::N,користь,이익
475,Reichtum::N,багатство,많음
476,Welt::N,світ,세상
477,Land::N,країна,지방
478,Staat::N,держава,국가
479,König::N,король,국왕
480,Macht::N,влада,힘
481,Grenze::N,кордон,국경
482,Krieg::N,війна,전쟁
483,Feind::N,ворог,적
484,Gewalt::N,насильство,권력
485,Kampf::N,бій,전투
486,Kampf::N,боротьба,전투
487,Bogen[Waffe]::N,лук,활
488,Pfeil::N,стріла,화살
489,Gewehr::N,рушниця,무기
490,Gewehr::N,гвинтівка,무기
491,Fehler::N,помилка,오류
492,Lüge::N,брехня,거짓말
493,Schaden::N,шкода,손상
494,Schaden::N,збиток,손상
495,Unglück::N,нещастя,불행
496,Schuld::N,провина,부채
497,Alter::N,вік,연령
498,Alter::N,літа,연령
499,Schluss::N,кінець,마감
500,Zeit::N,час,때
501,Zeit::N,час,시간
502,Tag::N,день,하루
503,Morgen::N,ранок,이침
504,Mittag::N,південь,대낮
505,Abend::N,вечір,저녁
506,Nacht::N,ніч,밤
507,Woche::N,тиждень,근무일
508,Monat::N,місяць,달
509,Jahr::N,рік,해
510,Frühling::N,весна,봄
511,Sommer::N,літо,여름
512,Herbst::N,осінь,가을
513,Winter::N,зима,겨울
514,Januar::N,січень,일월
515,Februar::N,лютий,이월
516,März::N,березень,삼월
517,April::N,квітень,사월
518,Mai::N,травень,오월
519,Juni::N,червень,유월
520,Juli::N,липень,칠월
521,August::N,серпень,팔월
522,September::N,вересень,구월
523,Oktober::N,жовтень,시월
524,November::N,листопад,십일월
525,Dezember::N,грудень,십이월
526,Montag::N,понеділок,월요일
527,Dienstag::N,вівторок,화요일
528,Mittwoch::N,середа,수요일
529,Donnerstag::N,четвер,모교일
530,Freitag::N,п’ятниця,그묘일
531,Samstag::N,субота,토요일
532,Sonntag::N,неділя,일요일
533,groß::A,великий,큰
534,klein::A,малий,자근
535,klein::A,маленький,자근
536,lang::A,довгий,긴
537,kurz::A,короткий,짧은
538,breit::A,широкий,넓은
539,schmal::A,вузький,좁은
540,dicht::A,густий,농밀한
541,dick[Gegenstand]::A,товстий,두꺼운
542,dünn::A,тонкий,얇은
543,fein::A,дрібний,미세한
544,fest::A,міцний,굳은
545,flach::A,плоский,얕은
546,glatt::A,рівний,반들반들한
547,glatt::A,гладенький,반들반들한
548,hart::A,твердий,굳은
549,weich::A,м’який,연한
550,rund::A,круглий,둥근
551,spitz::A,гострокінцевий,뾰족한
552,scharf::A,гострий,날카로운
553,stumpf::A,тупий,무딘
554,schwer::A,важкий,무거운
555,schön::A,вродливий,멋진
556,heiß::A,жаркий,뜨거운
557,heiß::A,гарячий,뜨거운
558,warm::A,теплий,따뜻한
559,kalt::A,холодний,찬
560,kühl::A,прохолодний,서늘한
561,frisch::A,свіжий,신선한
562,feucht::A,вогкий,축축한
563,nass::A,мокрий,젖은
564,trocken::A,сухий,마른
565,voll::A,повний,완전한
566,leer::A,пустий,빈
567,offen::A,відкритий,열린
568,geschlossen::A,закритий,닫힌
569,geschlossen::A,зачинений,닫힌
570,sauber::A,чистий,깨끗한
571,sauber::A,охайний,깨끗한
572,schmutzig::A,брудний,더러운
573,roh::A,сирий,날게잇의
574,reif::A,зрілий,이근
575,lecker::A,смачний,맛있는
576,süß::A,солодкий,단
577,bitter::A,гіркий,찌르는듯한
578,sauer::A,кислий,산성의
579,hell::A,світлий,밝은
580,dunkel::A,темний,어두운
581,schwarz::A,чорний,검은
582,weiß::A,сивий,하얀
583,rot::A,червоний,붉은
584,gelb::A,жовтий,황색
585,blau::A,синій,푸른
586,grün::A,зелений,녹색의
587,grau::A,сірий,회색의
588,bunt::A,барвистий,알록달록한
589,billig::A,дешевий,싼
590,teuer::A,дорогий,값비산
591,wertvoll::A,цінний,가치가많은
592,blind::A,сліпий,눈먼
593,taub::A,глухий,무감간한
594,kräftig::A,могутній,강장한
595,stark::A,сильний,강한
596,schwach::A,слабкий,약한
597,fett::A,жирний,실찐
598,fett::A,товстий,실찐
599,schlank::A,тонкий,호리호리한
600,schlank::A,стрункий,호리호리한
601,hübsch::A,чарівний,예쁜
602,böse::A,злий,나쁜
603,böse::A,лихий,나쁜
604,dumm::A,дурний,어리석은
605,faul::A,ледачий,너덜너덜한
606,fleißig::A,старанний,근면한
607,geizig::A,скупий,인색한
608,klug::A,мудрий,
609,klug::A,розумний,
610,geschickt::A,умілий,교묘한
611,lieb::A,милий,친애하는
612,lustig::A,веселий,유쾌한
613,sanft::A,лагідний,온화한
614,hungrig::A,голодний,배고픈
615,krank::A,слабий,병든
616,nackt::A,голий,벌거벗은
617,traurig::A,сумний,슬픈
618,lebendig::A,живий,살아있는
619,gut::A,добрий,좋은
620,schlecht::A,поганий,나쁜
621,schlecht::A,кепський,나쁜
622,richtig::A,правильний,바른
623,schlimm::A,бридкий,못된
624,wahr::A,справжній,참된
625,alt::A,старий,늙은
626,neu::A,новий,새
627,ehemalig::A,колишній,전의
628,alt[Lebewesen]::A,старий,낡은
629,jung::A,молодий,젊은
630,arm::A,бідний,가난한
631,reich::A,багатий,풍부한
632,bekannt::A,знайомий,저명한
633,berühmt::A,славетний,유명한
634,fremd::A,чужий,타처이
635,verschieden::A,різний,따른
636,nah::A,близький,가까운
637,fern::A,далекий,먼
638,linker::A,лівий,왼쭉의
639,rechter::A,правий,오른쪽의
640,anderer::A,інакший,다른
641,erster::A,перший,첫째
642,zweiter::A,другий,둘째
643,dritter::A,третій,셋째
644,letzter::A,останній,의후자의
645,allein::ADV,сам,훌로
646,allein::ADV,один,훌로
647,auf einmal::ADV,відразу,갑자기
648,zusammen::ADV,разом,모아서
649,zusammen::ADV,спільно,모아서
650,lange::ADV,довго,오래
651,plötzlich::ADV,раптом,둘연한
652,sofort::ADV,зараз,즉시
653,später::ADV,пізніше,보다늦은
654,jetzt::ADV,тепер,목하
655,heute::ADV,сьогодні,오늘
656,morgen::ADV,завтра,내일
657,bald::ADV,незабаром,곱
658,dann::ADV,потім,그경우에
659,gestern::ADV,вчора,어제
660,einst::ADV,колись,옛날에
661,damals::ADV,тоді,그때에
662,danach::ADV,згодом,그 뒤에
663,vorher::ADV,раніше,미리
664,zuerst::ADV,спершу,최초로
665,zuerst::ADV,спочатку,최초로
666,einmal::ADV,один раз,한번
667,manchmal::ADV,іноді,땓대로
668,manchmal::ADV,інколи,땓대로
669,oft::ADV,часто,땓대로
670,immer::ADV,завжди,늘
671,niemals::ADV,ніколи,결코...(하지)않다
672,hier::ADV,тут,여기
673,hierhin::ADV,сюди,여기로
674,von hier::ADV,звідси,
675,dort::ADV,там,거기
676,dorthin::ADV,туди,저기예
677,geradeaus::ADV,прямо,곧장
678,vorwärts::ADV,вперед,앞으로
679,rückwärts::ADV,назад,뒤로
680,zurück::ADV,назад,제자리로
681,unten::ADV,внизу,아래에
682,hinab::ADV,вниз,아래쪽으로
683,oben::ADV,вгорі,위에
684,hinauf::ADV,вгору,위쪽으로
685,überall::ADV,скрізь,도처에
686,nicht::ADV,не,안
687,ein wenig::ADV,трохи,적음
688,ein wenig::ADV,небагато,적음
689,kaum::ADV,ледве,가의
690,sehr::ADV,дуже,자주
691,so::ADV,так,그와같이
692,noch::ADV,ще,아직
693,nur::ADV,лише,다만
694,nur::ADV,тільки,다만
695,schon::ADV,вже,이미
696,wieder::ADV,знову,다시
697,vergebens::ADV,дарма,헛되이
698,vor::PRP,перед,앞에
699,hinter::PRP,ззаду,뒤에
700,hinter::PRP,позаду,뒤에
701,unter::PRP,під,잍에
702,durch::PRP,крізь,통고하여
703,neben::PRP,біля,와나란히
704,zwischen::PRP,між,의사이로
705,wegen::PRP,з-за,때문에
706,wegen::PRP,через,때문에
707,dies::PRN,це,이
708,das::PRN,то,저
709,alles::PRN,все,모든것
710,ich::PRN,я,나
711,du::PRN,ти,너
712,er::PRN,він,그
713,wir::PRN,ми,우리
714,ihr::PRN,ви,너희들
715,sie::PRN,вони,그들
716,was::FPRN,що,뭣
717,wer::FPRN,хто,누구
718,wo::FADV,де,어디
719,wohin::FADV,куди,어디로
720,wie::FADV,як,어떻게
721,warum::FADV,чому,왜
722,wieviel::FNUM,скільки,얼마만큰
723,eins::NUM,один,하나
724,zwei::NUM,два,둘
725,drei::NUM,три,셋
726,vier::NUM,чотири,넷
727,fünf::NUM,п’ять,다섯
728,sechs::NUM,шість,여섯
729,sieben::NUM,сім,일곱
730,acht::NUM,вісім,여덟
731,neun::NUM,дев’ять,아홉
732,zehn::NUM,десять,열
733,elf::NUM,одинадцять,열하나
734,zwölf::NUM,дванадцять,열둘
735,zwanzig::NUM,двадцять,스물
736,dreißig::NUM,тридцять,서름
737,vierzig::NUM,сорок,마흔
738,fünfzig::NUM,п’ятдесят,숸
739,sechzig::NUM,шістдесят,에순
740,siebzig::NUM,сімдесят,일흔
741,achtzig::NUM,вісімдесят,여든
742,neunzig::NUM,дев’яносто,아흔
743,hundert::NUM,сто,백
744,tausend::NUM,тисяча,천
745,und::CNJ,і,와
746,oder::CNJ,або,아니면
747,stehen::V,стояти,서다
748,sitzen::V,сидіти,앉다
749,liegen::V,лежати,눕다
750,hängen::V,висіти,달다
751,werden::V,стати,되다
752,werden::V,робитися,되다
753,passieren::V,трапитися,지장옶다
754,beginnen::V,початися,시작되다
755,enden::V,кінчитися,큳내다
756,wechseln::V,мінятися,병경하다
757,aufgehen[Sonne]::V,зійти,뜨다
758,untergehen[Sonne]::V,зайти,지다
759,scheinen[Sonne]::V,світити,빛나다
760,donnern::V,гриміти,천둥치다
761,wehen::V,віяти,풀다
762,strömen::V,литися,흐르다
763,fließen::V,текти,흐르다
764,sich drehen::V,обертатися,돌다
765,schwanken::V,коливатися,동요하다
766,schwingen::V,хитатися,흔들다
767,schwingen::V,гойдатися,흔들다
768,fallen::V,падати,떨어지다
769,brennen::V,горіти,타다
770,rauchen::V,диміти,김이나다
771,regnen::V,дощити,비가오다
772,gefrieren::V,змерзнути,얼다
773,tauen::V,танути,녹다
774,schmelzen::V,плавитися,녹다
775,trocknen::V,сохнути,홈치다
776,sieden::V,кипіти,끓다
777,faulen::V,гнити,부패하다
778,verfaulen::V,згнити,썩다
779,reißen::V,рватися,지바찢다
780,versinken::V,тонути,가라앉다
781,vergehen::V,проходити,지나가다
782,erscheinen::V,з’явитися,나타나다
783,verschwinden::V,щезнути,사라지다
784,verschwinden::V,зникнути,사라지다
785,sinken::V,спадати,가라앉다
786,abnehmen::V,поменшитися,떼어내다
787,zunehmen::V,збільшуватися,증가하다
788,steigen::V,підніматися,상승하다
789,wachsen::V,рости,생기하다
790,glänzen::V,блищати,뛰오나다
791,funkeln::V,блискати,불티가잍어나다
792,lärmen::V,шуміти,떠들다
793,läuten::V,дзвонити,울시다
794,klingeln::V,дзвонити,초닌총을울리다
795,klirren::V,дзвякати,탁탁울리다
796,brausen::V,бушувати,쏴쏴소리내다
797,rauschen::V,шелестіти,솨솨
798,klingen::V,лунати,반향하다
799,klingen::V,звучати,반향하다
800,bellen::V,гавкати,짖다
801,heulen::V,вити,포효하다
802,blasen::V,дунути,불다
803,pfeifen::V,свистіти,피리를불다
804,schreien::V,кричати,절규하다
805,stöhnen::V,стогнати,신음하다
806,zittern::V,тремтіти,저뉼하다
807,leben::V,жити,살다
808,geboren werden::V,народитися,태어난
809,atmen::V,дихати,숨쉬다
810,trinken::V,пити,마시다
811,essen::V,їсти,먹다
812,schlucken::V,ковтати,들이켜다
813,müde werden::V,втомитися,
814,einschlafen::V,заснути,잠들다
815,schlafen::V,спати,자다
816,aufwachen::V,прокинутися,눈트다
817,aufstehen::V,встати,서다
818,sich erholen::V,відпочивати,회복하다
819,krank werden::V,захворіти,
820,krank sein::V,хворіти,
821,schmerzen::V,боліти,아프다
822,husten::V,кашляти,잔기침하다
823,genesen::V,одужати,낫다
824,genesen::V,видужати,낫다
825,sterben::V,померти,죽다
826,umkommen::V,згинути,못쓰게되다
827,sich bewegen::V,рухатися,움직이다
828,sich rühren::V,ворушитися,움직이다
829,sich erheben::V,встати,이러서다
830,sich setzen::V,сісти,앉히다
831,hinfallen::V,упасти,넘어지다
832,laufen::V,ходити,걷다
833,schreiten::V,крокувати,보행하다
834,spazierengehen::V,гуляти,산보하다
835,eilen::V,спішити,서둘다
836,sich beeilen::V,поспішати,서둘게하다
837,sausen::V,мчатися,서들러 떠나다
838,rennen::V,бігати,달리다
839,springen::V,скакати,도약하다
840,springen::V,стрибати,도약하다
841,klettern::V,лазити,갑겨오르다
842,schaukeln::V,гойдатися,흔들리게하다
843,kriechen::V,повзати,기다
