,Concept_ID,et,el
127,Quelle::N,allikas,πηγή
128,Quelle::N,allikas,βρύση
129,Bach::N,oja,ρυάκι
130,Fluss::N,jõgi,ποτάμι
131,Fluss::N,jõgi,ποταμός
132,Ufer::N,kallas,όχθη
133,Küste::N,rannik,ακτή
134,Küste::N,rannik,ακρογιαλιά
135,Festland::N,mander,στεριά
136,Festland::N,maismaa,στεριά
137,Meer::N,meri,θάλασσα
138,Bucht::N,laht,κόλπος
139,Insel::N,saar,νησί
140,Insel::N,saar,νήσος
141,Blume::N,lill,άνθος
142,Blume::N,lill,λουλούδι
143,Gras::N,rohi,χόρτο
144,Gras::N,rohi,χορτάρι
145,Wurzel::N,juur,ρίζα
146,Baum::N,puu,δέντρο
147,Stamm::N,tüvi,κορμός
148,Rinde::N,koor,φλούδα
149,Ast::N,oks,κλαδί
150,Zweig::N,oks,κλαδί
151,Zweig::N,oks,κλάδος
152,Blatt::N,leht,φύλλο
153,Birke::N,kask,σημύδα
154,Kiefer[Baum]::N,mänd,πεύκο
155,Weide[Baum]::N,paju,ιτιά
156,Tanne::N,nulg,έλατο
157,Horn::N,sarv,κέρας
158,Horn::N,sarv,κέρατο
159,Feder::N,sulg,φτερό
160,Fell::N,karvkate,δέρμα
161,Fell::N,karvkate,τομάρι
162,Fell::N,karusnahk,δέρμα
163,Fell::N,karusnahk,τομάρι
164,Flügel::N,tiib,πτερύγιο
165,Flügel::N,tiivik,πτερύγιο
166,Klaue::N,küüs,κουλό
167,Kralle::N,küünis,νύχι
168,Schwanz::N,saba,ουρά
169,Ei::N,muna,αβγό
170,Nest::N,pesa,φωλιά
171,Bau::N,urg,φωλιά
172,Tier::N,loom,ζώο
173,Herde::N,kari,κοπάδι
174,Kuh::N,lehm,αγελάδα
175,Bulle::N,pull,ταύρος
176,Pferd::N,hobune,άλογο
177,Schaf::N,lammas,πρόβατο
178,Schwein::N,siga,γουρούνι
179,Hund::N,koer,σκυλί
180,Hund::N,koer,σκύλος
181,Katze::N,kass,γάτα
182,Bär::N,karu,άρκτος
183,Bär::N,karu,αρκούδα
184,Eichhörnchen::N,orav,βερβερίτσα
185,Elch::N,põder,άλκη
186,Fuchs::N,rebane,αλεπού
187,Hase::N,jänes,λαγός
188,Maus::N,hiir,ποντικός
189,Wolf::N,hunt,λύκος
190,Vogel::N,lind,πουλί
191,Schwarm::N,parv,σμήνος
192,Huhn::N,kana,κότα
193,Huhn::N,kana,όρνιθα
194,Hahn::N,kukk,πετεινός
195,Gans::N,hani,χήνα
196,Adler::N,kotkas,αετός
197,Ente::N,part,πάπια
198,Eule::N,kakk,κουκουβάγια
199,Eule::N,öökull,κουκουβάγια
200,Kranich::N,kurg,γερανός
201,Krähe::N,vares,καρακάξα
202,Kuckuck::N,kägu,κούκος
203,Schwan::N,luik,κύκνος
204,Fisch::N,kala,ψάρι
205,Barsch::N,ahven,πέρκα
206,Hecht::N,haug,λούτσος
207,Schlange[Tier]::N,uss,φίδι
208,Wurm::N,uss,σκουλήκι
209,Wurm::N,vagel,σκουλήκι
210,Spinne::N,ämblik,αράχνη
211,Ameise::N,sipelgas,μυρμήγκι
212,Laus::N,täi,ψείρα
213,Mücke::N,sääsk,κουνούπι
214,Fliege::N,kärbes,μύγα
215,Schmetterling::N,liblikas,πεταλούδα
216,Beere::N,mari,ρόγα
217,Apfel::N,õun,μήλο
218,Pilz::N,seen,μανιτάρι
219,Zwiebel::N,sibul,κρεμμύδι
220,Saat::N,seeme,σπόρος
221,Korn::N,iva,σπυρί
222,Korn::N,tera,σπυρί
223,Heu::N,hein,σανός
224,Schale::N,koor,τσόφλι
225,Grube::N,kaevand,λάκκος
226,Falle::N,lõks,παγίδα
227,Falle::N,püünis,παγίδα
228,Schlinge::N,aas,θηλειά
229,Spur::N,jälg,ίχνος
230,Asche::N,tuhk,στάχτη
231,Dreck::N,saast,βρωμιά
232,Dreck::N,mustus,βρωμιά
233,Eisen::N,raud,σίδερο
234,Gold::N,kuld,μάλαμα
235,Gold::N,kuld,χρυσάφι
236,Silber::N,hõbe,ασήμι
237,Silber::N,hõbe,άργυρος
238,Kohle::N,süsi,κάρβουνο
239,Glas::N,klaas,γυαλί
240,Lehm::N,savi,πηλός
241,Sand::N,liiv,άμμος
242,Mensch::N,inimene,άνθρωπος
243,Mann::N,mees,άνδρας
244,Frau::N,naine,γυναίκα
245,Kind::N,laps,παιδί
246,Junge::N,poiss,αγόρι
247,Mädchen::N,tüdruk,κοπέλα
248,Mädchen::N,tüdruk,κορίτσι
249,Familie::N,perekond,οικογένεια
250,Großvater::N,vanaisa,παππούς
251,Großmutter::N,vanaema,γιαγιά
252,Eltern::N,vanemad,γονείς
253,Vater::N,isa,πατέρας
254,Mutter::N,ema,μητέρα
255,Sohn::N,poeg,γιος
256,Tochter::N,tütar,κόρη
257,Bruder::N,vend,αδελφός
258,Schwester::N,õde,αδελφή
259,Onkel::N,onu,θείος
260,Tante::N,tädi,θεία
261,Ehemann::N,mees,σύζυγος
262,Ehemann::N,abikaasa,σύζυγος
263,Ehefrau::N,naine,σύζυγος
264,Ehefrau::N,abikaasa,σύζυγος
265,Freude::N,rõõm,χαρά
266,Gelächter::N,naer,γέλια
267,Glück::N,õnn,ευτυχία
268,Kummer::N,mure,έγνοια
269,Kummer::N,kurbus,έγνοια
270,Wunsch::N,soov,επιθυμία
271,Lust::N,himu,όρεξη
272,Geist::N,vaim,πνέυμα
273,Gedanke::N,mõte,σκέψη
274,Gedächtnis::N,mälu,μνήμη
275,Verstand::N,aru,νους
276,Verstand::N,mõistus,νους
277,Sinn::N,tähendus,νόημα
278,Grund::N,põhjus,λόγος
279,Wahrheit::N,tõde,αλήθεια
280,Gespräch::N,kõne,συνομιλία
281,Gespräch::N,vestlus,συνομιλία
282,Märchen::N,muinasjutt,παραμύθι
283,Erzählung::N,jutustus,διήγημα
284,Nachricht::N,teade,είδηση
285,Neuigkeit::N,uudis,νέο
286,Name::N,nimi,όνομα
287,Rätsel::N,mõistatus,αίνιγμα
288,Rede::N,kõne,λόγος
289,Rede::N,kõne,ομιλία
290,Sprache::N,keel,γλώσσα
291,Stimme::N,hääl,φωνή
292,Wort::N,sõna,λέξη
293,Zeichen::N,märk,σημείο
294,Ruf::N,hüüe,κραυγή
295,Lärm::N,müra,θόρυβος
296,Laut::N,hääl,ήχος
297,Ton::N,toon,ήχος
298,Ton::N,toon,τόνος
299,Lied::N,laul,τραγούδι
300,Ruhe::N,rahu,ησυχία
301,Ruhe::N,vaikus,ησυχία
302,Leute::N,inimesed,κόσμος
303,Leute::N,inimesed,άνθρωποι
304,Volk::N,rahvas,λαός
305,Arbeit::N,töö,εργασία
306,Gast::N,külaline,επισκέπτης
307,Geschenk::N,kingitus,δώρο
308,Spiel::N,mäng,παιχνίδι
309,Gesellschaft::N,selts,κοινωνία
310,Hilfe::N,abi,βοήθεια
311,Freund::N,sõber,φίλος
312,Kamerad::N,sõber,σύντροφος
313,Angelegenheit::N,asi,υπόθεση
314,Anzahl::N,arv,αριθμός
315,Anzahl::N,hulk,αριθμός
316,Art::N,liik,είδος
317,Stück::N,tükk,κομμάτι
318,Teil::N,osa,μέρος
319,Hälfte::N,pool,μισό
320,Kreis::N,ring,κύκλος
321,Kreuz::N,rist,σταυρός
322,Linie::N,joon,γραμμή
323,Strich::N,joon,γραμμή
324,Abstand::N,vahe,απόσταση
325,Entfernung::N,kaugus,απόσταση
326,Entfernung::N,vahemaa,απόσταση
327,Gegend::N,ümbrus,περιοχή
328,Gegend::N,ümbrus,τοποθεσία
329,Platz::N,ruum,χώρος
330,Ort::N,paik,τόπος
331,Seite::N,pool,πλευρά
332,Mitte::N,keskpaik,μέση
333,Gegenstand::N,ese,αντικείμενο
334,Sache::N,ese,πράγμα
335,Rand::N,äär,άκρη
336,Rand::N,äär,χείλος
337,Rand::N,serv,άκρη
338,Rand::N,serv,χείλος
339,Kante::N,kant,άκρη
340,Ecke::N,nurk,γωνιά
341,Spitze::N,teravik,μύτη
342,Ende::N,ots,άκρη
343,Ende::N,jupp,άκρη
344,Loch::N,auk,τρύπα
345,Winkel::N,nurk,γωνία
346,Muster::N,muster,σχέδιο
347,Größe::N,suurus,μέγεθος
348,Länge::N,pikkus,μήκος
349,Höhe::N,kõrgus,ύψος
350,Gewicht::N,kaal,βάρος
351,Gewicht::N,raskus,βάρος
352,Menge::N,arv,ποσότητα
353,Menge::N,hulk,ποσότητα
354,Haufen::N,hunnik,σωρός
355,Reihe::N,rivi,αράδα
356,Boot::N,paat,βάρκα
357,Ruder::N,aer,κουπί
358,Schlitten::N,saan,έλκηθρο
359,Ski::N,suusk,σκι
360,Lagerfeuer::N,lõke,φωτιά
361,Last::N,koorem,φορτίο
362,Gang::N,käik,δρόμος
363,Schritt::N,samm,βήμα
364,Norden::N,põhi,βορράς
365,Süden::N,lõuna,νότος
366,Westen::N,lääs,δύση
367,Osten::N,ida,ανατολή
368,Holz::N,puu,ξύλο
369,Brett::N,saelaud,σανίδι
370,Platte::N,plaat,πλάκα
371,Stütze::N,tugi,στήριγμα
372,Stange::N,latt,ραβδί
373,Stange::N,latt,κοντός
374,Stange::N,teivas,ραβδί
375,Stange::N,teivas,κοντός
376,Stock::N,kepp,ξύλο
377,Stock::N,kepp,μπαστούνι
378,Stab::N,varras,ραβδί
379,Rohr::N,toru,σωλήνας
380,Haus::N,maja,σπίτι
381,Heim::N,kodu,σπίτι
382,Ofen::N,ahi,σόμπα
383,Ofen::N,ahi,θερμάστρα
384,Fußboden::N,põrand,πάτωμα
385,Tisch::N,laud,τραπέζι
386,Stuhl::N,tool,καρέκλα
387,Wiege::N,häll,κούνια
388,Wiege::N,kätki,κούνια
389,Bett::N,voodi,κρεβάτι
390,Regal::N,riiul,ράφι
391,Kiste::N,kast,κιβώτιο
392,Fenster::N,aken,παράθυρο
393,Tür::N,uks,πόρτα
394,Tor::N,värav,πύλη
395,Zaun::N,aed,φράχτης
396,Zaun::N,tara,φράχτης
397,Dach::N,katus,στέγη
398,Leiter::N,redel,σκάλα
399,Leiter::N,redel,κλίμακα
400,Besen::N,luud,σκούπα
401,Spaten::N,labidas,φτυάρι
402,Schaufel::N,kühvel,φτυάρι
403,Gabel::N,kahvel,πιρούνι
404,Löffel::N,lusikas,κουτάλι
405,Messer::N,nuga,μαχαίρι
406,Nagel::N,nael,καρφί
407,Netz::N,võrk,δίχτυ
408,Haken::N,haak,γάντζος
409,Haken::N,haak,αγκίστρι
410,Haken::N,konks,γάντζος
411,Haken::N,konks,αγκίστρι
412,Griff::N,sang,λαβή
413,Griff::N,käepide,λαβή
414,Schloss::N,lukk,κλειδαριά
415,Bild::N,pilt,εικόνα
416,Figur::N,kuju,ανάστημα
417,Figur::N,kujund,ανάστημα
418,Puppe::N,nukk,κούκλα
419,Beutel::N,paun,πουγγί
420,Bündel::N,kimp,δεμάτι
421,Tasche::N,kott,τσάντα
422,Eimer::N,pang,κουβάς
423,Eimer::N,ämber,κουβάς
424,Deckel::N,kaas,καπάκι
425,Geschirr::N,nõud,σκεύη
426,Sack::N,kott,σάκος
427,Tasse::N,tass,φλιτζάνι
428,Topf::N,pada,χύτρα
429,Kessel::N,pada,καζάνι
430,Essen::N,söök,φαγητό
431,Nahrung::N,toit,τροφή
432,Speise::N,roog,φαγητό
433,Fleisch::N,liha,κρέας
434,Getreide::N,teravili,σιτάρι
435,Brei::N,puder,χυλός
436,Brot::N,sai,ψωμί
437,Brot::N,sai,άρτος
438,Brot::N,leib,ψωμί
439,Brot::N,leib,άρτος
440,Scheibe::N,viil,φέτα
441,Scheibe::N,viilukas,φέτα
442,Fett::N,rasv,πάχος
443,Butter::N,või,βούτυρο
444,Öl::N,õli,λάδι
445,Salz::N,sool,αλάτι
446,Suppe::N,supp,σούπα
447,Honig::N,mesi,μέλι
448,Milch::N,piim,γάλα
449,Tee::N,tee,τσάι
450,Leder::N,nahk,πετσί
451,Wolle::N,vill,μαλλί
452,Stoff::N,kangas,ύφασμα
453,Nadel::N,nõel,βελόνα
454,Faden::N,niit,κλωστή
455,Knopf::N,nööp,κουμπί
456,Knoten::N,sõlm,κόμπος
457,Farbe::N,värv,μπογιά
458,Kleidung::N,riided,ρούχα
459,Kleidung::N,riided,ενδυμασία
460,Kleidung::N,riietus,ρούχα
461,Kleidung::N,riietus,ενδυμασία
462,Hemd::N,särk,πουκάμισο
463,Kragen::N,krae,κολάρο
464,Ärmel::N,varrukas,μανίκι
465,Hose::N,püksid,πανταλόνι
466,Gürtel::N,vöö,ζώνη
467,Mütze::N,müts,σκούφος
468,Schuh::N,king,παπούτσι
469,Stiefel::N,saabas,μπότα
470,Ring::N,sõrmus,δαχτυλίδι
471,Band::N,lint,κορδέλα
472,Kamm::N,kamm,χτένα
473,Spiegel::N,peegel,καθρέφτης
474,Riemen::N,rihm,λουρί
475,Schnur::N,nöör,κορδόνι
476,Leine::N,jalutusrihm,σχοινί
477,Decke::N,tekk,κουβέρτα
478,Kissen::N,padi,μαξιλάρι
479,Tuch::N,kalev,πανί
480,Tuch::N,kalev,μαντήλι
481,Handtuch::N,käterätik,πετσέτα
482,Kraft::N,jõud,δύναμη
483,Stärke::N,tugevus,ισχύς
484,Stärke::N,tugevus,δύναμη
485,Gesundheit::N,tervis,υγεία
486,Krankheit::N,haigus,αρρώστια
487,Schmerz::N,valu,πόνος
488,Wunde::N,haav,πληγή
489,Fieber::N,palavik,πυρετός
490,Arznei::N,ravim,φάρμακο
491,Brücke::N,sild,γέφυρα
492,Brunnen::N,kaev,πηγάδι
493,Weide::N,karjamaa,βοσκή
494,Pfad::N,rada,μονοπάτι
495,Weg::N,tee,δρόμος
496,Straße::N,tee,οδός
497,Straße::N,tee,δρόμος
498,Dorf::N,küla,χωριό
499,Stadt::N,linn,πόλη
500,Brief::N,kiri,γράμμα
501,Brief::N,kiri,επιστολή
502,Buch::N,raamat,βιβλίο
503,Buchstabe::N,täht,γράμμα
504,Zeitung::N,ajaleht,εφημερίδα
505,Leben::N,elu,ζωή
506,Leben::N,elu,βίος
507,Tod::N,surm,θάνατος
508,Grab::N,haud,τάφος
509,Kirche::N,kirik,εκκλησία
510,Sünde::N,patt,αμαρτία
511,Gott::N,jumal,θεός
512,Arbeiter::N,tööline,εργάτης
513,Chef::N,ülemus,προϊστάμενος
514,Chef::N,juhataja,προϊστάμενος
515,Meister::N,meister,μάστορας
516,Meister::N,meister,αρχιτεχνίτης
517,Arzt::N,arst,γιατρός
518,Lehrer::N,õpetaja,δάσκαλος
519,Geld::N,raha,λεφτά
520,Geld::N,raha,χρήματα
521,Geschäft::N,äri,συναλλαγή
522,Laden::N,pood,μαγαζί
523,Laden::N,pood,κατάστημα
524,Laden::N,kauplus,μαγαζί
525,Laden::N,kauplus,κατάστημα
526,Preis::N,hind,τιμή
527,Ware::N,kaup,εμπόρευμα
528,Nutzen::N,tulu,όφελος
529,Nutzen::N,kasulikkus,όφελος
530,Reichtum::N,rikkus,πλούτος
531,Welt::N,maailm,κόσμος
532,Land::N,maa,χώρα
533,Staat::N,riik,κράτος
534,Staat::N,riik,πολιτεία
535,König::N,kuningas,βασιλιάς
536,Macht::N,võim,εξουσία
537,Grenze::N,piir,σύνορα
538,Krieg::N,sõda,πόλεμος
539,Feind::N,vaenlane,εχθρός
540,Gewalt::N,väevõim,βία
541,Kampf::N,võitlus,αγώνας
542,Bogen[Waffe]::N,vibu,τόξο
543,Pfeil::N,nool,σαΐτα
544,Gewehr::N,püss,τουφέκι
545,Fehler::N,viga,λάθος
546,Fehler::N,viga,σφάλμα
547,Lüge::N,vale,ψέμα
548,Lüge::N,vale,ψεύδος
549,Schaden::N,kahju,ζημία
550,Unglück::N,häda,δυστυχία
551,Unglück::N,õnnetus,δυστυχία
552,Schuld::N,süü,ενοχή
553,Schuld::N,süü,φταίξιμο
554,Alter::N,iga,ηλικία
555,Schluss::N,lõpp,τέλος
556,Zeit::N,aeg,χρόνος
557,Tag::N,päev,μέρα
558,Tag::N,päev,ημέρα
559,Morgen::N,hommik,πρωί
560,Mittag::N,lõuna,μεσημέρι
561,Mittag::N,keskpäev,μεσημέρι
562,Abend::N,õhtu,βράδυ
563,Nacht::N,öö,νύχτα
564,Woche::N,nädal,εβδομάδα
565,Monat::N,kuu,μήνας
566,Jahr::N,aasta,έτος
567,Jahr::N,aasta,χρόνος
568,Frühling::N,kevad,άνοιξη
569,Sommer::N,suvi,καλοκαίρι
570,Herbst::N,sügis,φθινόπωρο
571,Winter::N,talv,χειμώνας
572,Januar::N,jaanuar,Ιανουάριος
573,Februar::N,veebruar,Φεβρουάριος
574,März::N,märts,Μάρτιος
575,April::N,aprill,Απρίλιος
576,Mai::N,mai,Μάιος
577,Juni::N,juuni,Ιούνιος
578,Juli::N,juuli,Ιούλιος
579,August::N,august,Αύγουστος
580,September::N,september,Σεπτέμβριος
581,Oktober::N,oktoober,Οκτώβριος
582,November::N,november,Νοέμβριος
583,Dezember::N,detsember,Δεκέμβριος
584,Montag::N,esmaspäev,Δευτέρα
585,Dienstag::N,teisipäev,Τρίτη
586,Mittwoch::N,kesknädal,Τετάρτη
587,Donnerstag::N,neljapäev,Πέμπτη
588,Freitag::N,reede,Παρασκευή
589,Samstag::N,laupäev,Σάββατο
590,Sonntag::N,pühapäev,Κυριακή
591,groß::A,suur,μεγάλος
592,klein::A,väike,μικρός
593,klein::A,pisike,μικρός
594,lang::A,pikk,μακρύς
595,kurz::A,lühike,κοντός
596,breit::A,lai,φαρδύς
597,schmal::A,kitsas,στενός
598,dicht::A,tihe,πυκνός
599,dick[Gegenstand]::A,jäme,παχύς
600,dick[Gegenstand]::A,jäme,χοντρός
601,dünn::A,õhuke,ψιλός
602,dünn::A,õhuke,λεπτός
603,dünn::A,peenike,ψιλός
604,dünn::A,peenike,λεπτός
605,fein::A,peen,ψιλός
606,fein::A,õhuke,ψιλός
607,fest::A,püsiv,στερεός
608,fest::A,kindel,στερεός
609,flach::A,lame,επίπεδος
610,flach::A,tasane,επίπεδος
611,glatt::A,sile,λείος
612,glatt::A,sile,ομαλός
613,hart::A,kõva,σκληρός
614,weich::A,pehme,μαλακός
615,rund::A,ümar,στρογγυλός
616,spitz::A,torkav,μυτερός
617,scharf::A,terav,κοφτερός
618,stumpf::A,nüri,αμβλύς
619,schwer::A,raske,βαρύς
620,schön::A,kena,ωραίος
621,schön::A,kena,όμορφος
622,heiß::A,kuum,ζεστός
623,heiß::A,palav,ζεστός
624,warm::A,soe,θερμός
625,kalt::A,külm,κρύος
626,kalt::A,külm,ψυχρός
627,kühl::A,jahe,δροσερός
628,frisch::A,värske,νωπός
629,frisch::A,värske,φρέσκος
630,feucht::A,niiske,υγρός
631,nass::A,märg,βρεγμένος
632,trocken::A,kuiv,ξηρός
633,trocken::A,kuiv,στεγνός
634,voll::A,täis,γεμάτος
635,leer::A,tühi,άδειος
636,offen::A,avatud,ανοιχτός
637,offen::A,lahtine,ανοιχτός
638,geschlossen::A,suletud,κλειστός
639,sauber::A,puhas,καθαρός
640,schmutzig::A,räpane,βρώμικος
641,schmutzig::A,räpane,λερωμένος
642,schmutzig::A,määrdunud,βρώμικος
643,schmutzig::A,määrdunud,λερωμένος
644,roh::A,toores,ωμός
645,reif::A,küps,ώριμος
646,lecker::A,hõrk,νόστιμος
647,lecker::A,maitsev,νόστιμος
648,süß::A,magus,γλυκός
649,bitter::A,mõru,πικρός
650,sauer::A,hapu,ξινός
651,hell::A,hele,φωτεινός
652,dunkel::A,pime,σκοτεινός
653,schwarz::A,must,μαύρος
654,schwarz::A,must,μελανός
655,weiß::A,valge,άσπρος
656,rot::A,punane,κόκκινος
657,gelb::A,kollane,κίτρινος
658,blau::A,sinine,μπλε
659,blau::A,sinine,γαλανός
660,grün::A,roheline,πράσινος
661,grau::A,hall,γκρίζος
662,bunt::A,kirju,ποικιλόχρωπος
663,bunt::A,värviline,ποικιλόχρωπος
664,billig::A,odav,φτηνός
665,teuer::A,kallis,ακριβός
666,wertvoll::A,väärtuslik,πολύτιμος
667,blind::A,pime,τυφλός
668,taub::A,kurt,κουφός
669,kräftig::A,jõuline,δυνατός
670,stark::A,tugev,γερός
671,schwach::A,nõrk,αδύνατος
672,schwach::A,jõuetu,αδύνατος
673,fett::A,rasvane,παχύς
674,schlank::A,sale,λεπτός
675,schlank::A,sale,λυγερός
676,hübsch::A,kena,όμορφος
677,hübsch::A,kena,χαριτωμένος
678,böse::A,tige,κακός
679,dumm::A,juhm,κουτός
680,dumm::A,juhm,ανόητος
681,dumm::A,rumal,κουτός
682,dumm::A,rumal,ανόητος
683,faul::A,laisk,τεμπέλης
684,fleißig::A,virk,εργατικός
685,fleißig::A,hoolas,εργατικός
686,geizig::A,ihne,τσιγγούνης
687,klug::A,tark,έξυπνος
688,klug::A,arukas,έξυπνος
689,klug::A,mõistlik,έξυπνος
690,geschickt::A,osav,επιδέξιος
691,lieb::A,armas,φίλος
692,lieb::A,armas,αγαπητός
693,lustig::A,lõbus,εύθυμος
694,lustig::A,lõbus,χαρούμενος
695,sanft::A,õrn,ήπιος
696,hungrig::A,näljane,πεινασμένος
697,krank::A,haige,άρρωστος
698,nackt::A,alasti,γυμνός
699,traurig::A,kurb,λυπημένος
700,lebendig::A,elus,ζωντανός
701,gut::A,hea,καλός
702,schlecht::A,halb,κακός
703,richtig::A,õige,σωστός
704,schlimm::A,paha,άσχημος
705,wahr::A,tõene,αληθής
706,wahr::A,tõene,αληθινός
707,alt::A,vana,παλιός
708,neu::A,uus,νέος
709,neu::A,uus,καινούργιος
710,ehemalig::A,endine,παλιός
711,alt[Lebewesen]::A,vana,γέρος
712,jung::A,noor,νέος
713,arm::A,vaene,φτωχός
714,reich::A,rikas,πλούσιος
715,bekannt::A,teada,γνωστός
716,bekannt::A,tuttav,γνωστός
717,berühmt::A,tuntud,περίφημος
718,berühmt::A,tuntud,ξακουσμένος
719,fremd::A,võõras,ξένος
720,verschieden::A,erinev,διαφορετικός
721,nah::A,lähedane,κοντινός
722,fern::A,kauge,μακριά
723,linker::A,vasak,αριστερός
724,rechter::A,parem,δεξιός
725,anderer::A,muu,άλλος
726,anderer::A,teine,άλλος
727,erster::A,esimene,πρώτος
728,zweiter::A,teine,δεύτερος
729,dritter::A,kolmas,τρίτος
730,letzter::A,viimane,τελευταίος
731,allein::ADV,üksi,μόνος
732,auf einmal::ADV,korraga,εφάπαξ
733,auf einmal::ADV,ühekorraga,εφάπαξ
734,zusammen::ADV,koos,μαζί
735,zusammen::ADV,üheskoos,μαζί
736,lange::ADV,kaua,πολύν καιρό
737,plötzlich::ADV,äkki,έξαφνα
738,plötzlich::ADV,järsku,έξαφνα
739,sofort::ADV,kohe,αμέσως
740,später::ADV,hiljem,αργότερα
741,jetzt::ADV,nüüd,τώρα
742,heute::ADV,täna,σήμερα
743,morgen::ADV,homme,αύριο
744,bald::ADV,pea,σε λίγο
745,bald::ADV,pea,εντός ολίγου
746,bald::ADV,varsti,σε λίγο
747,bald::ADV,varsti,εντός ολίγου
