,Concept_ID,uz,tt
730,was::FPRN,nima,нәрсә
731,wer::FPRN,kim,кем
732,wo::FADV,qaerda,кайда
733,wohin::FADV,qayerga,кая
734,wie::FADV,qanday,ничек
735,warum::FADV,nega,нигә
736,wieviel::FNUM,qancha,ничә
737,eins::NUM,bir,бер
738,zwei::NUM,ikki,ике
739,drei::NUM,uch,өч
740,vier::NUM,to'rt,дүрт
741,fünf::NUM,besh,биш
742,sechs::NUM,olti,алты
743,sieben::NUM,etti,җиде
744,acht::NUM,sakkiz,сигез
745,neun::NUM,to'qqiz,тугыз
746,zehn::NUM,o'n,ун
747,elf::NUM,o'n bir,унбер
748,zwölf::NUM,o'n ikki,унике
749,zwanzig::NUM,yigirma,егерме
750,dreißig::NUM,o'ttiz,утыз
751,vierzig::NUM,qirq,кырык
752,fünfzig::NUM,ällik,илле
753,sechzig::NUM,oltmish,алтмыш
754,siebzig::NUM,etmish,җитмеш
755,achtzig::NUM,sakson,сиксән
756,neunzig::NUM,to'qson,туксан
757,hundert::NUM,yuz,йөз
758,tausend::NUM,ming,мең
759,und::CNJ,va,вә
760,oder::CNJ,yo,яки
761,oder::CNJ,yo,яисә
762,stehen::V,turmoq,тору
763,sitzen::V,o'tirmoq,утыру
764,liegen::V,yotmoq,яту
765,hängen::V,osilmoq,эленү
766,werden::V,bo'lmoq,булу
767,passieren::V,bo'lib o'tmoq,булу
768,beginnen::V,boshlanmoq,башлану
769,enden::V,bitmoq,бетү
770,wechseln::V,o'zgarmoq,үзгәртү
771,aufgehen[Sonne]::V,chiqmoq,чыгу
772,untergehen[Sonne]::V,botmoq,бату
773,scheinen[Sonne]::V,yaraqlamoq,яктырту
774,donnern::V,gulduramoq,күкрәү
775,wehen::V,elpimoq,исү
776,strömen::V,oqmoq,агу
777,fließen::V,oqmoq,агу
778,sich drehen::V,aylanmoq,бөтерелү
779,schwanken::V,qoqilmoq,икеләнү
780,schwingen::V,lopillamoq,тирбәлү
781,fallen::V,tushmoq,егылу
782,brennen::V,yonmoq,яну
783,rauchen::V,tutamoq,төтәү
784,rauchen::V,tutamoq,төтенләү
785,regnen::V,yomg'ir yog'moq,яву
786,gefrieren::V,muzlamoq,кату
787,tauen::V,ärimoq,эрү
788,tauen::V,ärimoq,эретү
789,schmelzen::V,ärimoq,эрү
790,schmelzen::V,ärimoq,эретү
791,trocknen::V,qurimoq,кибү
792,sieden::V,qaynamoq,ургылу
793,faulen::V,chirimoq,черү
794,verfaulen::V,chirimoq,черү
795,reißen::V,qayt qilmoq,өзелү
