,Concept_ID,ku,en
860,suchen::V,lêgerîn,seek
861,suchen::V,lêgerîn,look for
862,finden::V,peyda kirin,find
863,versuchen::V,çeribandin,try
864,vorbereiten::V,amade kirin,prepare
865,lieben::V,hez kirin,love
866,mögen::V,dil kirin,like
867,lachen::V,kenîn,laugh
868,rühren::V,hêjan,move
869,weinen::V,girîn,weep
870,schimpfen::V,pevçûn,grumble
871,sich ärgern::V,enirîn,be annoyed
872,sich fürchten::V,tirsîn,be afraid
873,fürchten::V,tirsin,be afraid of
874,fliehen::V,bazdan,flee
875,flüchten::V,revîn,escape
876,sehen::V,dîtin,see
877,anschauen::V,sêr kirin,look at
878,ansehen::V,hesibandin,watch
879,hören::V,guhdar jirin,hear
880,zuhören::V,guhdarî kirin,listen
881,probieren::V,tehm kirin,taste
882,riechen::V,bihn kirin,smell
883,fühlen::V,hîs kirin,feel
884,scheinen::V,xoyer kir,seem
885,zu sehen sein::V,diyar bûn,show
886,vernehmen::V,bihîstin,hear
887,frieren::V,qerişîn,be cold
888,tun::V,kirin,do
889,können::V,karin,can
890,wollen::V,xwestîn,want
891,anfangen::V,dest pêkirin,start
892,beenden::V,xelas kirin,finish
893,aufhören::V,xelas kirin,stop
894,gelingen::V,çe bûn,succeed
895,geraten::V,qewîmîn,turn out
896,öffnen::V,vekirin,open
897,schließen::V,girtin,close
898,stellen::V,danîn,put
899,setzen::V,rûniştin,place
900,legen::V,danîn,lay
901,legen::V,razandin,lay
902,berühren::V,lêketin,touch
903,verbinden::V,anîn pê,connect
904,bedecken::V,sergirtin,cover
905,aufhängen::V,aliqandin,hang up
906,anzünden::V,pêxistin,light
907,aufheben::V,hildan,pick up
908,zurücklassen::V,hiştin,leave
909,zurücklassen::V,vehiştin,leave
910,verlieren::V,wendakirin,lose
911,fallen lassen::V,xistin bixe,drop
912,fallen lassen::V,xistin,drop
913,machen::V,kirin,make
914,machen::V,çêkirin,make
915,herstellen::V,çê kirin,produce
916,herstellen::V,peyda kirin,produce
917,bauen::V,lêkirin,build
918,reparieren::V,veherînerîn,mend
919,verbessern::V,sererastkirin,improve
920,ändern::V,degiş kirin,alter
921,graben::V,kolandin,dig
922,beugen::V,tewîn,bow
923,beugen::V,xwar kirin,bow
924,biegen::V,tewandin,bend
925,biegen::V,xwarkirin,bend
926,drehen::V,fitilandin,spin
927,wenden::V,zivîrin,turn
928,umdrehen::V,vegerandin,turn around
929,heben::V,hildan,raise
930,hochheben::V,hildan,lift
931,ergreifen::V,dest avêtin,seize
932,halten::V,hîştin,hold
933,halten::V,sekinîn,hold
934,drücken::V,pêl kirin,press
935,schieben::V,damdan,push
936,kratzen::V,xurandin,scrape
937,lecken::V,alastin,lick
938,beißen::V,gez kirin,bite
939,abreißen::V,hilşandin,tear off
940,abschneiden::V,jêkirin,cut off
941,binden::V,girêdan,tie
942,stecken::V,têxistin,stick
943,brechen::V,şikandin,break
944,klopfen::V,kutandin,knock
945,hauen::V,li dan,hit
946,kleben::V,zeliqîn,glue
947,kleben::V,şirêz kirin,glue
948,reiben::V,firikandin,rub
949,streichen::V,bax dan,spread
950,schleifen::V,çarkirin,grind
951,schneiden::V,jêkirin,cut
952,rütteln::V,hejandin,jolt
953,schütteln::V,daweşîn,shake
954,schwenken::V,têwdan,swing
955,schütten::V,rijandin,pour
956,füllen::V,dagirtin,fill
957,einwickeln::V,pêçandin,wrap
958,tragen::V,kişandin,carry
959,tragen::V,rajtin,carry
960,schleppen::V,kişandin,drag
961,ziehen::V,kişandin,pull
962,aufbewahren::V,hilandin,keep
963,werfen::V,avêtin,throw
964,fangen::V,sem kirin,catch
965,fangen::V,girtin,catch
966,packen::V,pê girtin,grab
967,verstecken::V,hîlanin,hide
968,teilen::V,parvekirin,divide
969,schicken::V,şandin,send
970,bringen::V,anîn,bring
971,bringen::V,birin,bring
972,hinzufügen::V,dan ser,add
973,hinzufügen::V,li tiştekî zêde kirin,add
974,bekommen::V,standin,get
975,erhalten::V,standin,receive
976,nehmen::V,girtin,take
977,wählen::V,ray dan,choose
978,auswählen::V,bijartin,select
979,bewahren::V,rê li ber girtin,preserve
980,bewahren::V,lê xwedî derketin,preserve
981,behindern::V,bara wi,hinder
982,verderben::V,heram bûn,spoil
983,beschädigen::V,xerab kirin,damage
984,zerbrechen::V,şikênandin,break
985,zerbrechen::V,perçe kirin,break
986,zerreißen::V,qelişandin,tear
987,zerstören::V,hilşandin,destroy
988,verbrennen::V,şewitandin,burn
989,geben::V,dan,give
990,geben::V,dayin,give
991,reichen::V,besbûn,hand
992,reichen::V,têrkirin,hand
993,schenken::V,diyarî kirin,give
994,versprechen::V,soz dan,promise
995,wünschen::V,dil kirin,wish
996,loben::V,pesinandin,praise
997,küssen::V,maçkirin,kiss
998,wiegen::V,lorandin,rock
999,wiegen::V,wezinandin,rock
1000,zudecken::V,nixumandin,cover
1001,wecken::V,bixwe hesandin,wake
1002,zeigen::V,şanîdan,show
1003,führen::V,raber kirin,guide
1004,lehren::V,hîn kirin,teach
1005,unterrichten::V,ders dan,instruct
1006,aufziehen::V,mesinkirin,bring up
1007,leiten::V,rêberî kirin,lead
1008,antreiben::V,bezandin,urge
1009,lassen::V,berdan,let
1010,lassen::V,hiştin,let
1011,einladen::V,dawet kirin,invite
1012,vereinigen::V,bi yek kirin,unite
1013,besuchen::V,mêvan bûn,visit
1014,treffen::V,rast hatin,meet
1015,sich versammeln::V,li hev çivîn,assemble
1016,spielen::V,listin,play
1017,singen::V,stran,sing
1018,tanzen::V,reqisîn,dance
1019,sich trennen::V,hew berdan,separate
1020,verlassen::V,tanê hişt,leave
1021,verlassen::V,bêkes,leave
1022,retten::V,rihakirin,rescue
1023,bewachen::V,raçavkirin,guard
1024,schützen::V,hemet kirin,protect
1025,verteidigen::V,paraztin,defend
1026,sich schlagen::V,li hev bezîn,brawl
1027,schießen::V,agir kirin,shoot
1028,siegen::V,biser ketin,win
1029,ärgern::V,xeyirandin,annoy
1030,schlagen::V,lêdan,beat
1031,schlagen::V,lêxistin,beat
1032,treten::V,têlekirin,kick
1033,stechen::V,têrekirin,sting
1034,stoßen::V,lêketin,shove
1035,stehlen::V,dizîn,steal
1036,stehlen::V,dizî birin,steal
1037,stören::V,aciz kirin,disturb
1038,belästigen::V,li tela yeki ketin,bother
1039,verbergen::V,veşartin,conceal
1040,verbergen::V,kemîndanîn,conceal
1041,täuschen::V,xapandin,deceive
1042,täuschen::V,lê zexeli kirin,deceive
1043,betrügen::V,xapandin,cheat
1044,töten::V,kûştin,kill
1045,wohnen::V,rûniştin,dwell
1046,arbeiten::V,kar kirin,work
1047,arbeiten::V,şêxulin,work
1048,sammeln::V,komkirin,gather
1049,pflücken::V,çinîn,pick
1050,jagen::V,nêçîr kirin,hunt
1051,fischen::V,masî girtin,fish
1052,fassen::V,pê girtin,catch
1053,fassen::V,sêm kirin,catch
1054,hüten::V,hei jê man,herd
1055,treiben::V,bêherandin,drive
1056,anbinden::V,tewilandin,tie up
1057,füttern::V,xwarine dan lê,feed
1058,melken::V,dotin,milk
1059,hacken::V,kolandin,chop
1060,gießen::V,av dan,water
1061,reifen::V,kemilîn,ripen
1062,zubereiten::V,çe kirin,cook
1063,kochen::V,xwarin çe kirin,boil
1064,kochen::V,kelandin,boil
1065,backen::V,pijandin,bake
1066,braten::V,qelandin,fry
1067,braten::V,sor kirin,fry
1068,umrühren::V,têvdan,stir
1069,stricken::V,hûnan,knit
1070,nähen::V,kêl kirin,sew
1071,färben::V,boyax kirin,dye
1072,reinigen::V,paqijkirin,clean
1073,waschen::V,şuştin,wash
1074,abwischen::V,pakîj kirin,wipe
1075,spülen::V,şuştin,rinse
1076,fegen::V,maliştin,sweep
1077,kehren::V,maliştin,sweep
1078,baden::V,serîşûştin,bath
1079,sich waschen::V,serîşûştin,wash
1080,ausziehen::V,jê kirin,take off
1081,anziehen::V,pê kirin,put on
1082,sich anziehen::V,xwe kirin,get dressed
1083,kämmen::V,şeh kirin,comb
1084,schmücken::V,xemilandin,decorate
1085,sagen::V,gotin,say
1086,sagen::V,peyivîn,say
1087,sprechen::V,peyivîn,speak
1088,reden::V,axaftin,talk
1089,sich unterhalten::V,hev biştaxilin,chat
1090,fragen::V,pirsîn,ask
1091,fragen::V,pirs kirin,ask
1092,bitten::V,tika kirin,request
1093,erzählen::V,behs kirin,tell
1094,mitteilen::V,vegotin,convey
1095,nennen::V,bi nav kirin,name
1096,rufen::V,bakirin,call
1097,prahlen::V,pesnê xwe dan,brag
1098,übersetzen::V,qulibandin,translate
1099,übersetzen::V,derbas kirin,translate
1100,denken::V,fikirîn,think
1101,glauben::V,bawer bûn,believe
1102,bemerken::V,bala xwe dan,notice
1103,bemerken::V,çac lê ketin,notice
1104,erkennen::V,pêhesîn,recognize
1105,begreifen::V,fêmkirin,grasp
1106,verstehen::V,fêmkirin,understand
1107,lernen::V,halmandin,learn
1108,lernen::V,fêrbun,learn
1109,wissen::V,zanîn,know
1110,sich erinnern an::V,bir bûn,remember
1111,vergessen::V,ji bir kirin,forget
1112,messen::V,pê kanîn,measure
1113,zählen::V,hejmardin,count
1114,rechnen::V,hesibandin,calculate
1115,lesen::V,xwendin,read
1116,malen::V,rengandin,paint
1117,malen::V,boyax kirin,paint
1118,zeichnen::V,işaret kirin,draw
1119,schreiben::V,nivîsandin,write
1120,besitzen::V,hebûn,own
1121,kaufen::V,kirîn,buy
1122,verkaufen::V,firotin,sell
1123,bezahlen::V,pere dan,pay for
1124,zahlen::V,pere dan,pay
1125,zahlen::V,dayin,pay
1126,beherrschen::V,zebt kirin,rule
1127,beherrschen::V,hukim kirin,rule
1128,ertragen::V,bihêzkirin,endure
