,Concept_ID,bg,xal
465,Nadel::N,игла,зүн
466,Faden::N,конец,утцн
467,Knopf::N,копче,товч
468,Knoten::N,възел,зәңгдә
469,Farbe::N,боя,будг
470,Kleidung::N,дрехи,хувцн
471,Kleidung::N,дрехи,хувц-хунр
472,Kleidung::N,облекло,хувцн
473,Kleidung::N,облекло,хувц-хунр
474,Hemd::N,риза,киилг
475,Kragen::N,яка,зах
476,Ärmel::N,ръкав,ханцн
477,Hose::N,панталони,шалвур
478,Gürtel::N,пояс,бүс
479,Gürtel::N,колан,бүс
480,Mütze::N,каскет,махла
481,Mütze::N,фуражка,махла
482,Schuh::N,обувка,башмгуд
483,Stiefel::N,ботуш,һосн
484,Ring::N,пръстен,билцг
485,Band::N,лента,лент
486,Band::N,връзка,лент
487,Kamm::N,гребен,сам
488,Spiegel::N,огледало,толь
489,Riemen::N,каиш,бүс
490,Riemen::N,ремък,бүс
491,Schnur::N,връв,деесн
492,Leine::N,връв,бурнтг
493,Leine::N,връв,нохан көтлвр
494,Leine::N,въже,бурнтг
495,Leine::N,въже,нохан көтлвр
496,Decke::N,покривка,көнҗл
497,Kissen::N,възглавница,дер
498,Tuch::N,сукно,альчур
499,Handtuch::N,пешкир,полотенц
500,Handtuch::N,пешкир,һар-нүүрин альчур
501,Handtuch::N,кърпа за лице,полотенц
502,Handtuch::N,кърпа за лице,һар-нүүрин альчур
503,Kraft::N,мощ,күчн
504,Kraft::N,сила,күчн
505,Stärke::N,сила,чидл
506,Gesundheit::N,здраве,эрүл-менд
507,Krankheit::N,болест,өвчн
508,Schmerz::N,болка,өвдлһн
509,Wunde::N,рана,шав
510,Fieber::N,треска,безг
511,Fieber::N,температура,безг
512,Arznei::N,лек,эм
513,Arznei::N,лекарство,эм
514,Brücke::N,мост,тагт
515,Brunnen::N,чешма,худг
516,Brunnen::N,кладенец,худг
517,Weide::N,паша,малын идг
518,Weide::N,пасище,малын идг
519,Pfad::N,пътека,цувг
520,Weg::N,път,хаалһ
521,Straße::N,шосе,зам
522,Dorf::N,село,хотн
523,Stadt::N,град,балһсн
524,Brief::N,писмо,бичг
525,Buch::N,книга,дегтр
526,Buchstabe::N,буква,үзг
527,Zeitung::N,вестник,газет
528,Leben::N,живот,җирһл
529,Tod::N,смърт,үкл
530,Tod::N,смърт,өңгрлһн
531,Grab::N,гроб,оршалһна нүкн
532,Kirche::N,църква,чонҗ
533,Sünde::N,грях,нүл
534,Sünde::N,грях,килнц
535,Gott::N,бог,бурхн
536,Arbeiter::N,работник,көдлмшч
537,Chef::N,шеф,толһач
538,Chef::N,началник,толһач
539,Meister::N,майстор,урн
540,Arzt::N,лекар,эмч
541,Lehrer::N,учител,багш
542,Geld::N,пари,мөңгн
543,Geschäft::N,сделка,көдлмш
544,Laden::N,дюкян,лавк
545,Laden::N,магазин,лавк
546,Preis::N,цена,үн
547,Ware::N,стока,эд-тавр
548,Nutzen::N,полза,олз
549,Nutzen::N,облага,олз
550,Reichtum::N,богатство,зөөр
551,Welt::N,свят,орчлң
552,Welt::N,свят,делкә
553,Land::N,страна,орн-нутг
554,Staat::N,щат,государств
555,Staat::N,държава,государств
556,König::N,крал,хан
557,Macht::N,мощ,йосн
558,Macht::N,власт,йосн
559,Grenze::N,граница,меҗә
560,Krieg::N,война,дән
561,Feind::N,враг,дәәсн
562,Feind::N,неприятел,дәәсн
563,Gewalt::N,сила,күч һарһлһн
564,Gewalt::N,насилие,күч һарһлһн
565,Kampf::N,борба,ноолдан
566,Kampf::N,борба,бәрлдлһн
567,Kampf::N,сражение,ноолдан
568,Kampf::N,сражение,бәрлдлһн
569,Bogen[Waffe]::N,лък,саадг
570,Pfeil::N,стрела,сумн
571,Gewehr::N,пушка,бу
572,Fehler::N,грешка,алдг
573,Lüge::N,лъжа,худл
574,Schaden::N,повреда,хорлт
575,Unglück::N,нещастие,гүрм
576,Schuld::N,вина,гем
577,Schuld::N,вина,буру
578,Alter::N,възраст,насн
579,Schluss::N,край,чилгч
580,Zeit::N,време,цаг
581,Tag::N,ден,өдр
582,Morgen::N,утро,өрүн
583,Morgen::N,сутрин,өрүн
584,Mittag::N,обед,үд
585,Mittag::N,пладне,үд
586,Abend::N,вечер,асхн
587,Nacht::N,нощ,сө
588,Woche::N,седмица,долан хонг
589,Monat::N,месец,сар
590,Jahr::N,година,җил
591,Frühling::N,пролет,хавр
592,Sommer::N,лято,зун
593,Herbst::N,есен,намр
594,Winter::N,зима,үвл
595,Januar::N,януари,январь
596,Februar::N,февруари,февраль
597,März::N,март,март
598,März::N,март,моһа сар
599,April::N,април,апрель
600,Mai::N,май,май
601,Juni::N,юни,июнь
602,Juni::N,юни,мөчн сар
603,Juli::N,юли,июль
604,August::N,август,август
605,September::N,септември,һаха сар
606,Oktober::N,октомври,октябрь
607,November::N,ноември,ноябрь
608,November::N,ноември,үкр сар
609,Dezember::N,декември,бар сар
610,Montag::N,понеделник,понедельник
611,Dienstag::N,вторник,вторник
612,Mittwoch::N,сряда,среда
613,Mittwoch::N,сряда,үлмҗ өдр
614,Donnerstag::N,четвъртък,четверг
615,Donnerstag::N,четвъртък,пүрвә өдр
616,Freitag::N,петък,пятниц
617,Samstag::N,събота,суббот
618,Sonntag::N,неделя,нарн өдр
619,Sonntag::N,неделя,воскресень
620,groß::A,едър,ик
621,groß::A,голям,ик
622,klein::A,малък,бичкн
623,klein::A,дребен,бичкн
624,lang::A,дълъг,ут
625,kurz::A,къс,оһтр
626,breit::A,широк,өргн
627,schmal::A,тесен,уутьхн
628,dicht::A,гъст,нигт
629,dick[Gegenstand]::A,дебел,зузан
630,dünn::A,тънък,нимгн
631,fein::A,фин,нәрхн
632,fein::A,тънък,нәрхн
633,fest::A,твърд,бат
634,fest::A,плътен,бат
635,flach::A,равен,хавтха
636,flach::A,плосък,хавтха
637,glatt::A,гладък,тегш
638,glatt::A,гладък,тиньгр
639,hart::A,твърд,хату
640,hart::A,корав,хату
641,weich::A,мек,җөөлн
642,weich::A,мек,җөөлкн
643,rund::A,кръгъл,төгрг
644,spitz::A,островръх,шовһр
645,scharf::A,остър,хурц
646,stumpf::A,тъп,мука
647,schwer::A,тежък,күнд
648,schön::A,хубав,сәәхн
649,schön::A,красив,сәәхн
650,heiß::A,жарък,халун
651,warm::A,топъл,дулан
652,kalt::A,студен,киитн
653,kühl::A,хладен,серүн
654,frisch::A,свеж,серүн
655,feucht::A,влажен,чиигтә
656,nass::A,мокър,чиигтә
657,trocken::A,сух,хагсу
658,voll::A,пълен,дүүрң
659,leer::A,празен,сул
660,leer::A,празен,хоосн
661,offen::A,откровен,секәтә
662,geschlossen::A,закрит,хаалһата
663,geschlossen::A,затворен,хаалһата
664,sauber::A,чист,цевр
665,schmutzig::A,мръсен,киртә
666,roh::A,суров,түүкә
667,reif::A,зрял,болсн
668,lecker::A,вкусен,әмтәхн
669,süß::A,сладък,әмтәхн
670,bitter::A,горчив,һашун
671,bitter::A,горчив,һашута
672,sauer::A,кисел,ишклң
673,hell::A,ясен,герлтә
674,hell::A,светъл,герлтә
675,dunkel::A,тъмен,харңһу
676,schwarz::A,черен,хар
677,weiß::A,бял,цаһан
678,rot::A,червен,улан
679,gelb::A,жълт,шар
680,blau::A,син,көк
681,grün::A,зелен,көк
682,grau::A,сив,бор
683,bunt::A,шарен,алг
684,bunt::A,шарен,эрәтә
685,bunt::A,пъстър,алг
686,bunt::A,пъстър,эрәтә
687,billig::A,евтин,кимд
688,teuer::A,скъп,үнтә
689,wertvoll::A,ценен,үнтә
690,wertvoll::A,ценен,эрднь
691,blind::A,сляп,сохр
692,taub::A,глух,дүлә
693,kräftig::A,силен,күчтә
694,stark::A,здрав,чаңһ
695,stark::A,силен,чаңһ
696,schwach::A,слаб,күчн тату
697,fett::A,тлъст,тарһн
698,schlank::A,тънък,эццн
699,schlank::A,строен,эццн
700,hübsch::A,хубав,көркхн
701,böse::A,зъл,уурта
702,dumm::A,глупав,тенг
703,faul::A,ленив,залху
704,faul::A,мързелив,залху
705,fleißig::A,прилежен,кинән
706,fleißig::A,прилежен,кинмһә
707,geizig::A,скъпернически,ховдг
708,klug::A,умен,ухата
709,klug::A,разумен,ухата
710,geschickt::A,умел,чадмг
711,geschickt::A,сръчен,чадмг
712,lieb::A,мил,эңкр
713,lieb::A,драг,эңкр
714,lustig::A,весел,сергмҗтә
715,lustig::A,весел,җирһлтә
716,sanft::A,нежен,номһн
717,sanft::A,кротък,номһн
718,hungrig::A,гладен,өлн
719,hungrig::A,гладен,харһнсн
720,krank::A,болен,өвчтә
721,krank::A,болен,шалтгта
722,nackt::A,гол,нүцкн
723,traurig::A,тъжен,һундлта
724,traurig::A,печален,һундлта
725,lebendig::A,жив,әмд
726,gut::A,добър,сән
727,schlecht::A,лош,му
728,richtig::A,правилен,зөвтә
729,schlimm::A,лош,җигшүртә
730,wahr::A,верен,үнн
731,wahr::A,верен,мөн
732,wahr::A,истински,үнн
733,wahr::A,истински,мөн
734,alt::A,стар,хуучн
735,alt::A,древен,хуучн
736,neu::A,нов,шин
737,ehemalig::A,бивш,хуучн
738,alt[Lebewesen]::A,стар,көгшн
739,jung::A,млад,баһ
740,arm::A,беден,угатя
741,reich::A,богат,байн
742,bekannt::A,познат,таньл
743,bekannt::A,познат,таньдг
744,bekannt::A,известен,таньл
745,bekannt::A,известен,таньдг
746,berühmt::A,почут,туурсн
747,berühmt::A,известен,туурсн
748,fremd::A,чужд,күүнә
749,verschieden::A,разен,әдл биш
750,verschieden::A,разен,йилһәтә
751,verschieden::A,различен,әдл биш
752,verschieden::A,различен,йилһәтә
753,nah::A,близък,өөрхн
754,fern::A,далечен,хол
755,linker::A,ляв,зүн
756,rechter::A,прав,барун
757,anderer::A,друг,талдан
758,erster::A,пръв,негдгч
759,erster::A,първи,негдгч
760,zweiter::A,втори,хойрдгч
761,dritter::A,трети,һурвдгч
762,letzter::A,последен,отхн
763,allein::ADV,само,һанцарн
764,auf einmal::ADV,същевременно,нег дәкҗ
765,zusammen::ADV,заедно,хамдан
766,lange::ADV,дълго,удан
767,plötzlich::ADV,изведнъж,генткн
768,sofort::ADV,веднага,дарунь
769,später::ADV,по-късно,сүүлд
770,jetzt::ADV,сега,ода
771,heute::ADV,днес,эндр
772,morgen::ADV,утре,маңһдур
773,bald::ADV,скоро,дарунь
774,dann::ADV,после,дәкәд
775,dann::ADV,тогава,дәкәд
776,gestern::ADV,вчера,өцклдүр
777,einst::ADV,някога,нег саамд
778,damals::ADV,тогава,тиигхд
779,danach::ADV,после,тегәд
780,danach::ADV,след това,тегәд
781,vorher::ADV,преди,урд
782,vorher::ADV,преди това,урд
783,zuerst::ADV,най-напред,түрүләд
784,einmal::ADV,веднъж,нег дәкҗ
785,einmal::ADV,един път,нег дәкҗ
786,manchmal::ADV,понякога,зәрмдән
787,oft::ADV,често,хара биш
788,oft::ADV,често,хатяр биш
789,oft::ADV,често,дару-дарунь
790,immer::ADV,винаги,оньдинд
791,niemals::ADV,никога,кезә чмгн биш
792,hier::ADV,тук,энд
793,hier::ADV,тук,энүнд
794,hier::ADV,тука,энд
795,hier::ADV,тука,энүнд
796,hierhin::ADV,насам,нааран
797,von hier::ADV,оттук,эндәс
798,von hier::ADV,оттука,эндәс
799,dort::ADV,там,тенд
800,dorthin::ADV,натам,тиигән
801,dorthin::ADV,нататък,тиигән
802,geradeaus::ADV,направо,шуд
803,vorwärts::ADV,напред,уралан
804,rückwärts::ADV,назад,гедргән
805,zurück::ADV,обратно,хәрү
806,unten::ADV,долу,дор
807,hinab::ADV,надолу,дор
808,hinab::ADV,надолу,доракшан
809,oben::ADV,горе,деер
810,hinauf::ADV,нагоре,өөдән
811,hinauf::ADV,нагоре,деер
812,überall::ADV,навсякъде,альд болв чигн
813,nicht::ADV,не,эс
814,nicht::ADV,не,биш
815,nicht::ADV,не,бичә
816,ein wenig::ADV,малко,баахн
817,ein wenig::ADV,малко,баахнар
818,kaum::ADV,едва,әрә
819,kaum::ADV,едвам,әрә
