,Concept_ID,os,es
1440,abwischen::V,сӕрфын,limpiar
1441,spülen::V,æнхъæвзын,aclarar
1442,spülen::V,æнхъæвзын,enjuagar
1443,fegen::V,мӕрзын,barrer
1444,fegen::V,мӕрзын,pasar la escoba
1445,kehren::V,мӕрзын,barrer
1446,baden::V,хи найын,bañarse
1447,sich waschen::V,хи æхсын,lavarse
1448,ausziehen::V,ласын,quitar
1449,ausziehen::V,ласын,quitarse
1450,anziehen::V,скæнын,ponerse
1451,sich anziehen::V,дзаума скæнын,vestirse
1452,sich anziehen::V,дарæс скæнын,vestirse
1453,kämmen::V,ныффасын,peinar
1454,kämmen::V,æрфасын,peinar
1455,schmücken::V,фӕлындын,adornar
1456,sagen::V,зæгъын,decir
1457,sprechen::V,дзурын,hablar
1458,reden::V,ныхас кӕнын,hablar
1459,reden::V,ныхас кӕнын,conversar
1460,sich unterhalten::V,ныхас кæнын,charlar
1461,sich unterhalten::V,ныхас кæнын,conversar
1462,fragen::V,фӕрсын,preguntar
1463,bitten::V,курын,rogar
1464,erzählen::V,радзурын,contar
1465,erzählen::V,ратаурæгъ кæнын,contar
1466,mitteilen::V,фехъусын кæнын,comunicar
1467,mitteilen::V,фехъусын кæнын,participar
1468,nennen::V,хонын,llamar
1469,nennen::V,хонын,nombrar
1470,rufen::V,сидын,llamar
1471,prahlen::V,ӕппӕлын,jactarse
1472,übersetzen::V,ратæлмац кæнын,traducir
1473,denken::V,ӕнхъӕлын,pensar
1474,denken::V,хъуыды кӕнын,pensar
1475,glauben::V,уырнын,creer
1476,bemerken::V,фенын,notar
1477,erkennen::V,базонын,reconocer
1478,begreifen::V,ӕмбарын,concebir
1479,begreifen::V,бамбарын,concebir
1480,lernen::V,ахуыр кӕнын,aprender
1481,wissen::V,зонын,saber
1482,sich erinnern an::V,зæрдыл æрлæууын,recordar
1483,sich erinnern an::V,зæрдыл æрлæууын,acordarse de
1484,sich erinnern an::V,æрымысын,recordar
1485,sich erinnern an::V,æрымысын,acordarse de
1486,sich erinnern an::V,æрбаймысын,recordar
1487,sich erinnern an::V,æрбаймысын,acordarse de
1488,sich erinnern an::V,æрхъуыды кæнын,recordar
1489,sich erinnern an::V,æрхъуыды кæнын,acordarse de
1490,vergessen::V,ферох кæнын,olvidar
1491,vergessen::V,айрох кæнын,olvidar
1492,messen::V,барын,medir
1493,zählen::V,нымайын,contar
1494,rechnen::V,хынцын,contar
1495,rechnen::V,хынцын,calcular
1496,lesen::V,кӕсын,leer
1497,lesen::V,фӕрсын,leer
1498,malen::V,ныв кӕнын,pintar
1499,zeichnen::V,ныв кӕнын,dibujar
1500,schreiben::V,фыссын,escribir
1501,besitzen::V,хицау уын,poseer
1502,kaufen::V,балхӕнын,comprar
1503,verkaufen::V,уӕй кӕнын,vender
1504,bezahlen::V,бафидын,pagar
1505,zahlen::V,фидын,pagar
1506,beherrschen::V,æлдариуæг кæнын,dominar
1507,ertragen::V,бавзарын,soportar
1508,Leine::N,,correa
1509,rauschen::V,,murmurar
1510,treten::V,,dar una patada a
1511,verstehen::V,,entender
1512,verstehen::V,,comprender
