,Concept_ID,kv,sv
78,Wetter::N,погоддя,väder
79,Nebel::N,туман,dimma
80,Nebel::N,туман,töcken
81,Wolke::N,кымӧр,sky
82,Wolke::N,кымӧр,moln
83,Regen::N,зэр,regn
84,Schnee::N,лым,snö
85,Eis::N,йы,is
86,Frost::N,мороз,frost
87,Kälte::N,кӧдзыт,köld
88,Hitze::N,ӧд,hetta
89,Raureif::N,кижа,rimfrost
90,Regenbogen::N,енӧшка,regnbåge
91,Donner::N,гым,åska
92,Donner::N,гым,dunder
93,Strömung::N,визывтӧм,strömning
94,Tropfen::N,тёп,dropper
95,Schaum::N,быг,skum
96,Schmutz::N,нять,lort
97,Schmutz::N,нять,smuts
98,See::N,ты,sjö
99,Sumpf::N,арай,träsk
100,Moor::N,нюр,myr
101,Moor::N,нюр,mosse
102,Wiese::N,видз,äng
103,Wald::N,вӧр,skog
104,Hügel::N,мыльк,höjd
105,Hügel::N,мыльк,kulle
106,Anhöhe::N,вывтас,höjd
107,Anhöhe::N,вывтас,backe
108,Anhöhe::N,вылынін,höjd
109,Anhöhe::N,вылынін,backe
110,Berg::N,керӧс,berg
111,Berg::N,керӧс,fjäll
112,Gipfel::N,йыв,topp
113,Höhle::N,нора,håla
114,Höhle::N,нора,grotta
115,Abhang::N,покат,slänt
116,Abhang::N,покат,sluttning
117,Quelle::N,больган,källa
118,Bach::N,шор,bäck
119,Fluss::N,ю,älv
120,Fluss::N,ю,flod
121,Ufer::N,берег,strand
122,Küste::N,берег,kust
123,Festland::N,му,fastland
124,Meer::N,море,hav
125,Bucht::N,курья,vik
126,Bucht::N,курья,bukt
127,Blume::N,цветок,blomma
128,Blume::N,цветок,blomster
129,Gras::N,турун,gräs
130,Wurzel::N,вуж,rot
131,Baum::N,пу,träd
132,Stamm::N,мыр,stam
133,Stamm::N,кер,stam
134,Rinde::N,кач,bark
135,Ast::N,ув,gren
136,Zweig::N,ув,kvist
137,Blatt::N,лист,löv
138,Blatt::N,лист,blad
139,Birke::N,кыдз,björk
140,Kiefer[Baum]::N,пожум,tall
141,Weide[Baum]::N,бадь,pil
142,Weide[Baum]::N,бадь,vide
143,Tanne::N,кӧз,gran
144,Horn::N,сюр,horn
145,Feder::N,гӧн,fjäder
146,Fell::N,кучик,fäll
147,Fell::N,кучик,skinn
148,Flügel::N,борд,vinge
149,Klaue::N,гыж,klöv
150,Kralle::N,кабыр,klo
151,Schwanz::N,бӧж,svans
152,Schwanz::N,бӧж,stjärt
153,Ei::N,кольть,ägg
154,Nest::N,поз,rede
155,Nest::N,поз,näste
156,Bau::N,осьта,bo
157,Bau::N,нора,bo
158,Tier::N,зверь,djur
159,Herde::N,гурт,flock
160,Kuh::N,мӧс,ko
161,Bulle::N,ӧшка,tjur
162,Pferd::N,вӧв,häst
163,Schaf::N,баля,får
164,Schwein::N,порсь,svin
165,Hund::N,пон,hund
166,Katze::N,кань,katt
167,Bär::N,ош,björn
168,Eichhörnchen::N,ур,ekorre
169,Elch::N,вӧр мӧс,älg
170,Fuchs::N,руч,räv
171,Hase::N,кӧч,hare
172,Maus::N,шыр,mus
173,Wolf::N,кӧин,varg
174,Vogel::N,кай,fågel
175,Schwarm::N,стая,svärm
176,Schwarm::N,чукӧр,svärm
177,Huhn::N,курӧг,höns
178,Hahn::N,петух,tupp
179,Hahn::N,ай курӧг,tupp
180,Gans::N,дзодзог,gås
181,Adler::N,куч,örn
182,Adler::N,кутш,örn
183,Ente::N,утка,anka
184,Eule::N,тупка,uggla
185,Kranich::N,тури,trana
186,Krähe::N,рака,kråka
187,Kuckuck::N,кӧк,gök
188,Schwan::N,юсь,svan
189,Fisch::N,чери,fisk
190,Barsch::N,ёкыш,abborre
191,Hecht::N,сирпинь,gädda
192,Schlange[Tier]::N,змей,orm
193,Wurm::N,номыр,mask
194,Spinne::N,черань,spindel
195,Ameise::N,кӧдзывкар,myra
196,Laus::N,ляпа той,lus
197,Mücke::N,ном,mygga
198,Fliege::N,гут,fluga
199,Schmetterling::N,бабыв,fjäril
200,Beere::N,ягӧд,bär
201,Apfel::N,яблоко,äpple
202,Pilz::N,тшак,svamp
203,Zwiebel::N,грез,lök
204,Saat::N,кӧдзыс,sådd
205,Korn::N,сю,korn
206,Heu::N,турун,hö
207,Schale::N,кыш,skal
208,Schale::N,киль,skal
209,Grube::N,яма,grop
210,Falle::N,нальк,fälla
211,Falle::N,кляпча,fälla
212,Schlinge::N,лӧч,snara
213,Spur::N,туй,spår
214,Asche::N,пӧим,aska
215,Dreck::N,нять,lort
216,Eisen::N,кӧрт,järn
217,Gold::N,зарни,guld
218,Silber::N,язісь,silver
219,Kohle::N,шом,kol
220,Kohle::N,уголь,kol
221,Glas::N,стекло,glas
222,Lehm::N,сёй,lera
223,Sand::N,лыа,sand
224,Mensch::N,морт,människa
225,Mann::N,мужик,man
226,Frau::N,инька,kvinna
227,Kind::N,кага,barn
228,Junge::N,зонка,pojke
229,Mädchen::N,нывкаок,flicka
230,Familie::N,семья,familj
231,Großvater::N,дед,morfar
232,Großmutter::N,баб,farmor
233,Eltern::N,ай-мам,föräldrar
234,Vater::N,ай,far
235,Mutter::N,мам,mor
236,Sohn::N,зон,son
237,Tochter::N,ныв,dotter
238,Bruder::N,вон,bror
239,Schwester::N,сой,syster
240,Onkel::N,дядь,morbror
241,Tante::N,айӧлӧн сой,tant
242,Tante::N,ичинь,tant
243,Ehemann::N,жӧник,äkta man
244,Ehefrau::N,инь,hustru
245,Freude::N,гаж,fröjd
246,Freude::N,гаж,glädje
247,Freude::N,радъялӧм,fröjd
248,Freude::N,радъялӧм,glädje
249,Gelächter::N,сералӧм,åtlöje
250,Glück::N,мичлун,lycka
251,Kummer::N,шог,sorg
252,Wunsch::N,мӧдӧм,önskan
253,Wunsch::N,охотитӧм,önskan
254,Lust::N,охота,lust
255,Geist::N,лов,ande
256,Gedanke::N,дума,tanke
257,Gedächtnis::N,тӧдвыв,minne
258,Verstand::N,вежӧр,förstånd
259,Sinn::N,ылӧс,mening
260,Sinn::N,ылӧс,betydelse
261,Grund::N,мог,skäl
262,Grund::N,мог,grund
263,Wahrheit::N,правда,sanning
264,Gespräch::N,сёрни,samtal
265,Märchen::N,сказка,saga
266,Erzählung::N,висьт,berättelse
267,Nachricht::N,юӧр,meddelande
268,Nachricht::N,висьталӧм,meddelande
269,Neuigkeit::N,новость,nyhet
270,Name::N,ним,namn
271,Rätsel::N,загадка,gåta
272,Rede::N,сёрни,tal
273,Sprache::N,кыв,språk
274,Stimme::N,голос,stämma
275,Wort::N,кыв,ord
276,Zeichen::N,пас,tecken
277,Ruf::N,чуксӧм,rop
278,Ruf::N,чукӧстӧм,rop
279,Lärm::N,шум,bråk
280,Lärm::N,шум,oväsen
281,Laut::N,шы,ljud
282,Ton::N,гор,ton
283,Lied::N,сьыланкыв,sång
284,Ruhe::N,спокой,ro
285,Ruhe::N,спокой,lugn
286,Leute::N,йӧз,folk
287,Volk::N,йӧз,folk
288,Volk::N,народ,folk
289,Arbeit::N,удж,arbete
290,Gast::N,гӧсь,gäst
291,Geschenk::N,гӧснеч,gåva
292,Geschenk::N,гӧснеч,present
293,Geschenk::N,подарок,gåva
294,Geschenk::N,подарок,present
295,Spiel::N,орсӧм,lek
296,Spiel::N,орсӧм,spel
297,Gesellschaft::N,компания,sällskap
298,Hilfe::N,отсӧт,hjälp
299,Freund::N,модз,vän
300,Freund::N,дружок,vän
301,Kamerad::N,тӧдса,kamrat
302,Angelegenheit::N,дело,ärende
303,Angelegenheit::N,дело,angelägenhet
304,Anzahl::N,лыд,antal
305,Art::N,пӧлӧс,art
306,Art::N,пӧлӧс,slag
307,Stück::N,тор,stycke
308,Teil::N,юкӧм,del
309,Hälfte::N,джын,halva
310,Kreis::N,круг,krets
311,Kreis::N,круг,cirkel
312,Kreuz::N,перна,kors
313,Kreuz::N,перна,kryss
314,Linie::N,визь,linje
315,Strich::N,кырӧв,streck
316,Abstand::N,колас,avstånd
317,Entfernung::N,ылына,avstånd
318,Gegend::N,места,trakt
319,Platz::N,места,plats
320,Ort::N,места,plats
321,Ort::N,места,ställe
322,Seite::N,ладор,sida
323,Mitte::N,шӧр,mitt
324,Gegenstand::N,тор,föremål
325,Sache::N,тор,sak
326,Rand::N,дор,rand
327,Kante::N,ордлы,kant
328,Ecke::N,пельӧс,vrå
329,Ecke::N,пельӧс,hörn
330,Spitze::N,йыв,spets
331,Ende::N,йыв,ända
332,Loch::N,осьта,hål
333,Winkel::N,пельӧс,vinkel
334,Muster::N,сер,mönster
335,Größe::N,ыжда,storlek
336,Länge::N,кузя,längd
337,Höhe::N,сувда,höjd
338,Höhe::N,вылына,höjd
339,Gewicht::N,сьӧкта,tyngd
340,Haufen::N,куча,hög
341,Reihe::N,лёдз,rad
342,Boot::N,пыж,båt
343,Ruder::N,пелыс,åra
344,Schlitten::N,додь,släde
345,Ski::N,лямпа,skida
346,Lagerfeuer::N,бипур,lägereld
347,Last::N,тягота,last
348,Last::N,тягота,börda
349,Gang::N,мунӧм,gång
350,Schritt::N,вожмӧв,steg
351,Norden::N,ой,norr
352,Süden::N,лун,söder
353,Westen::N,рытвыв,väster
354,Osten::N,асыв,öster
355,Holz::N,пу,trä
356,Brett::N,пӧв,bräda
357,Platte::N,плита,platta
358,Stütze::N,пика,stöd
359,Stütze::N,пика,stötta
360,Stange::N,зор,stång
361,Stange::N,потш,stång
362,Stock::N,бедь,käpp
363,Stock::N,бедь,pinne
364,Stab::N,шест,stav
365,Rohr::N,труба,rör
366,Haus::N,керку,hus
367,Heim::N,керку,hem
368,Ofen::N,пӧжавны,ugn
369,Fußboden::N,джодж,golv
370,Tisch::N,пызан,bord
371,Stuhl::N,стул,stol
372,Wiege::N,зыбка,vagga
373,Bett::N,кровать,säng
374,Regal::N,джадж,hylla
375,Kiste::N,ящик,låda
376,Fenster::N,ӧшын,fönster
377,Tür::N,ыбӧс,dörr
378,Tor::N,ворота,port
379,Zaun::N,забор,staket
380,Zaun::N,забор,stängsel
381,Dach::N,крыша,tak
382,Leiter::N,лиснич,stege
383,Besen::N,рос,kvast
384,Spaten::N,зыр,spade
385,Schaufel::N,зыр,skovel
386,Schaufel::N,зыр,skyffel
387,Gabel::N,вила,gaffel
388,Löffel::N,пань,sked
389,Messer::N,пурт,kniv
390,Nagel::N,кӧрттув,spik
391,Netz::N,кыйӧт,nät
392,Haken::N,ем,krok
393,Griff::N,пу,tag
394,Griff::N,пу,handtag
395,Schloss::N,замок,las
396,Bild::N,картина,bild
397,Figur::N,мыгӧр,figur
398,Puppe::N,акань,docka
399,Beutel::N,мешӧк,påse
400,Bündel::N,нин,bunt
401,Bündel::N,нин,knippa
402,Tasche::N,сумка,väska
403,Eimer::N,ведра,hink
404,Eimer::N,ведра,ämbar
405,Deckel::N,вевт,lock
406,Geschirr::N,доз,servis
407,Geschirr::N,доз,porslin
408,Geschirr::N,бекӧрпань,servis
409,Geschirr::N,бекӧрпань,porslin
410,Sack::N,мешӧк,säck
411,Tasse::N,бекӧр,kopp
412,Topf::N,кастрюля,gryta
413,Topf::N,кастрюля,kastrull
414,Kessel::N,пӧрт,kittel
415,Essen::N,сёйӧм,mål
416,Nahrung::N,вердан,näring
417,Speise::N,сёян,maträtt
418,Fleisch::N,яй,kött
419,Getreide::N,сю,säd
420,Getreide::N,сю,spannmål
421,Brei::N,каша,gröt
422,Brot::N,нянь,bröd
423,Scheibe::N,шӧрӧм,skiva
424,Fett::N,гос,fett
425,Butter::N,ви,smör
426,Öl::N,ви,olja
427,Salz::N,сов,salt
428,Suppe::N,шыд,soppa
429,Honig::N,ма,honung
430,Milch::N,йӧв,mjölk
431,Tee::N,чай,te
432,Leder::N,кучик,läder
433,Wolle::N,гӧн,ull
434,Wolle::N,гӧн,ylle
435,Stoff::N,дӧра,tyg
436,Stoff::N,дӧра,stoff
437,Nadel::N,ем,nål
438,Faden::N,сунис,tråd
439,Knopf::N,кизь,knapp
440,Knoten::N,узӧв,knut
441,Knoten::N,гӧрӧд,knut
442,Farbe::N,краска,färg
443,Kleidung::N,паськӧм,klädsel
444,Hemd::N,йӧрнӧс,skjorta
445,Kragen::N,воротник,krage
446,Ärmel::N,сос,ärm
447,Hose::N,вешьян,byxor
448,Gürtel::N,йи,bälte
449,Mütze::N,шапка,mössa
450,Schuh::N,ботинки,sko
451,Stiefel::N,сапог,stövel
452,Ring::N,чунькытш,ring
453,Band::N,ленточка,band
454,Kamm::N,сынан,kam
455,Spiegel::N,зеркало,spegel
456,Riemen::N,ремень,rem
457,Schnur::N,гез,snöre
458,Leine::N,повод,lina
459,Decke::N,одеяло,täcke
460,Kissen::N,подушка,dyna
461,Kissen::N,подушка,kudde
462,Tuch::N,чышьян,sjal
463,Handtuch::N,чышкӧт,handduk
464,Kraft::N,прак,kraft
465,Stärke::N,вын,styrka
466,Gesundheit::N,здоровье,hälsa
467,Krankheit::N,шог,sjukdom
468,Schmerz::N,зубыт,smärta
469,Wunde::N,рана,sår
470,Fieber::N,лёк тресся,feber
471,Fieber::N,кынтан шогӧт,feber
472,Arznei::N,лекарство,medicin
473,Arznei::N,лекарство,läkemedel
474,Brücke::N,пос,bro
475,Brunnen::N,колодец ,brunn
476,Weide::N,пода йирсян,bete
477,Pfad::N,туй,stig
478,Weg::N,туй,väg
479,Straße::N,туй,gata
480,Dorf::N,деревня,by
481,Stadt::N,город,stad
482,Brief::N,гижӧт,brev
483,Buch::N,книга,bok
484,Buchstabe::N,буква,bokstav
485,Zeitung::N,газета,tidning
486,Leben::N,олан,liv
487,Tod::N,кулӧм,död
488,Grab::N,гу,grav
489,Kirche::N,вичку,kyrka
490,Sünde::N,грек,synd
491,Gott::N,ен,gud
492,Arbeiter::N,уджалiсь,arbetare
493,Chef::N,начальник,chef
494,Meister::N,мастер,mästare
495,Arzt::N,врач,läkare
496,Lehrer::N,велӧтісь,lärare
497,Geld::N,деньга,pengar
498,Geschäft::N,удж,rörelse
499,Laden::N,магазин,affär
500,Preis::N,дон,pris
501,Ware::N,товар,vara
502,Nutzen::N,путь,gagn
503,Nutzen::N,путь,nytta
504,Reichtum::N,богатство,rikedom
505,Welt::N,му,värld
506,Land::N,страна,land
507,Staat::N,государство,stat
508,König::N,кан,kung
509,König::N,кан,konung
510,Macht::N,власть,makt
511,Grenze::N,граница,gräns
512,Krieg::N,война,krig
513,Feind::N,враг,fiende
514,Kampf::N,нярасьӧм,kamp
515,Kampf::N,нярасьӧм,strid
516,Kampf::N,вермасьӧм,kamp
517,Kampf::N,вермасьӧм,strid
518,Bogen[Waffe]::N,лук,båge
519,Pfeil::N,ньӧв,pil
520,Gewehr::N,ружьё,gevär
521,Fehler::N,ошибка,fel
522,Lüge::N,ылӧтӧм,lögn
523,Lüge::N,пӧрьялӧм,lögn
524,Schaden::N,лёк,skada
525,Unglück::N,пик,otur
526,Unglück::N,пик,olycka
527,Unglück::N,оказзё,otur
528,Unglück::N,оказзё,olycka
529,Schuld::N,вина,skuld
530,Schluss::N,ком,slut
531,Zeit::N,кад,tid
532,Tag::N,лун,dag
533,Morgen::N,асыв,morgon
534,Mittag::N,луншӧр кад,middag
535,Abend::N,рыт,kväll
536,Nacht::N,ой,natt
537,Woche::N,неделя,vecka
538,Monat::N,тӧлicь,månad
539,Jahr::N,год,år
540,Frühling::N,тулыс,vår
541,Sommer::N,гожум,sommar
542,Herbst::N,ар,höst
543,Winter::N,тӧв,vinter
544,Januar::N,январ,januari
545,Februar::N,февраль,februari
546,März::N,март,mars
547,April::N,апрель,april
548,Mai::N,май,maj
549,Juni::N,юнь,juni
550,Juli::N,юль,juli
551,August::N,август,augusti
552,September::N,сентяб,september
553,Oktober::N,октяб,oktober
554,November::N,нояб,november
555,Dezember::N,декаб,december
556,Montag::N,вильлун,måndag
557,Dienstag::N,мӧдӧдзлун,tisdag
558,Mittwoch::N,шӧрлун,onsdag
559,Donnerstag::N,нёльӧдзлун,torsdag
560,Freitag::N,витӧдзлун,fredag
561,Samstag::N,пывсянлун,lördag
562,Sonntag::N,кресення,söndag
563,groß::A,ыджыт,stor
564,klein::A,учӧтик,liten
565,lang::A,кузь,lång
566,kurz::A,дженыт,kort
567,breit::A,ота,bred
568,schmal::A,векнит,smal
569,dicht::A,тшӧк,tät
570,dick[Gegenstand]::A,кыз,tjock
571,dünn::A,вӧснит,tunn
572,fein::A,вӧснит,fin
573,fest::A,крепыт,fast
574,flach::A,лапкӧса,platt
575,glatt::A,волькыт,glatt
576,hart::A,чӧрыт,hård
577,weich::A,небыт,mjuk
578,rund::A,гӧгрӧса,rund
579,spitz::A,ёся,toppig
580,spitz::A,ёся,spetsig
581,scharf::A,лэчыт,vass
582,scharf::A,лэчыт,skarp
583,stumpf::A,ныж,slö
584,schwer::A,сьӧкыт,tung
585,schön::A,басӧк,skön
586,schön::A,басӧк,vacker
587,heiß::A,жар,het
588,warm::A,шоныт,varm
589,kalt::A,кӧдзыт,kall
590,kühl::A,сайкыт,sval
591,kühl::A,сайкыт,kylig
592,frisch::A,виль,färsk
593,feucht::A,вакодь,fuktig
594,nass::A,ва,våt
595,trocken::A,кӧс,torr
596,voll::A,тыра,full
597,leer::A,тыртӧм,tom
598,offen::A,оссьӧм,öppen
599,geschlossen::A,игана,stängd
600,geschlossen::A,пӧдана,stängd
601,sauber::A,сӧдз,ren
602,sauber::A,сӧстӧм,ren
603,schmutzig::A,нятьӧсь,snuskig
604,roh::A,путӧм,rå
605,reif::A,кисьмалӧм,mogen
606,lecker::A,кӧра ,läcker
607,süß::A,чӧскыт,söt
608,bitter::A,курыт,besk
609,bitter::A,курыт,bitter
610,sauer::A,шӧма ,sur
611,hell::A,югыт,ljus
612,dunkel::A,пемыт,mörk
613,schwarz::A,сьӧд,svart
614,weiß::A,чочком,vit
615,rot::A,гӧрд,röd
616,gelb::A,веж,gul
617,blau::A,лӧз,blå
618,grün::A,веж,grön
619,grau::A,руд,grå
620,grau::A,бусӧй,grå
621,bunt::A,быдрӧма,brokig
622,billig::A,донтӧм,billig
623,teuer::A,дона,dyr
624,wertvoll::A,дона,värdefull
625,blind::A,синтӧм,blind
626,taub::A,пельтӧм,döv
627,kräftig::A,вына,kraftig
628,stark::A,вына,stark
629,schwach::A,некодя,svag
630,fett::A,госа,fet
631,schlank::A,статя,slank
632,hübsch::A,басӧк,snygg
633,hübsch::A,басӧк,vacker
634,böse::A,лёк,ond
635,böse::A,лёк,elak
636,dumm::A,бӧбӧв,dum
637,dumm::A,вежӧртӧм,dum
638,faul::A,дыш,lat
639,fleißig::A,уджалicь,flitig
640,geizig::A,жикмӧра,snål
641,geizig::A,жикмӧра,girig
642,geizig::A,горшаліcь,snål
643,geizig::A,горшаліcь,girig
644,klug::A,авья,klok
645,klug::A,вежӧра,klok
646,geschickt::A,кипода,händig
647,geschickt::A,кипода,skicklig
648,lieb::A,муса,kär
649,lieb::A,муса,snäll
650,lieb::A,дзулиньӧй,kär
651,lieb::A,дзулиньӧй,snäll
652,lustig::A,гажа,rolig
653,lustig::A,гажа,lustig
654,sanft::A,лебезнӧй,mild
655,hungrig::A,тшыг,hungrig
656,krank::A,шогалiсь,sjuk
657,nackt::A,куш,naken
658,traurig::A,жугыль,ledsen
659,traurig::A,жугыль,sorgsen
660,lebendig::A,ловья,levande
661,gut::A,бур,bra
662,schlecht::A,умӧль,dålig
663,schlimm::A,нештӧм,illa
664,alt::A,важ,gammal
665,neu::A,виль,ny
666,ehemalig::A,вӧвлӧм,forn
667,ehemalig::A,вӧвлӧм,tidigare
668,alt[Lebewesen]::A,года,gammal
669,alt[Lebewesen]::A,годдэза,gammal
670,jung::A,том,ung
671,arm::A,гов,fattig
672,arm::A,беднӧй,fattig
673,reich::A,эма,rik
674,bekannt::A,тӧдса,känd
675,fremd::A,чужӧй,främmande
676,verschieden::A,быдкодь,åtskillig
677,nah::A,матiсь,nära
678,fern::A,ылicь,fjärran
679,linker::A,шульга,vänster
680,rechter::A,веськытланись,höger
681,anderer::A,мукӧд,annan
682,erster::A,медодзза,första
683,zweiter::A,кыкӧт,andra
684,dritter::A,куимӧт,tredje
685,dritter::A,куимӧдз,tredje
686,letzter::A,бӧрья,sist
687,letzter::A,мёдбӧрья,sist
688,auf einmal::ADV,тшӧтш,på en gång
689,zusammen::ADV,ӧтлаын,tillsammans
690,lange::ADV,дыр,länge
691,plötzlich::ADV,друг,plötsligt
692,sofort::ADV,тшӧтш,strax
693,sofort::ADV,тшӧтш,genast
694,später::ADV,медбӧрын,senare
695,jetzt::ADV,ӧні,nu
696,heute::ADV,талун,i dag
697,morgen::ADV,ашын,i morgon
698,bald::ADV,чожа,snart
699,dann::ADV,сыбӧрын,då
700,gestern::ADV,тӧн,i går
701,einst::ADV,ӧтпыр,en gång
702,damals::ADV,сэк,då
703,damals::ADV,сэк,den gången
704,damals::ADV,сэки,då
705,damals::ADV,сэки,den gången
706,danach::ADV,сэсся,därefter
707,vorher::ADV,одзжык,före
708,vorher::ADV,одзжык,förut
709,zuerst::ADV,наперво,först
710,einmal::ADV,ӧтпыр,en gång
711,manchmal::ADV,мукӧдпыр,ibland
712,oft::ADV,-лы-,ofta
713,immer::ADV,быдпыр,alltid
714,immer::ADV,быдпырся,alltid
715,niemals::ADV,некӧр,aldrig
716,hier::ADV,татӧн,här
717,hierhin::ADV,татчӧ,hit
718,von hier::ADV,тасянь,härifrån
719,dort::ADV,сэтӧн,där
720,dorthin::ADV,сэтчин,dit
721,geradeaus::ADV,веськыта,rätt fram
722,vorwärts::ADV,одзӧ,fram
723,vorwärts::ADV,одзӧ,framåt
724,rückwärts::ADV,бӧр,baklänges
725,zurück::ADV,бӧр,tillbaka
726,unten::ADV,увтын,nere
727,unten::ADV,увтын,nedanför
728,hinab::ADV,увтас,ned
729,hinab::ADV,увтас,nedåt
730,oben::ADV,вевдӧрас,ovan
731,oben::ADV,вевдӧрас,ovanpå
732,hinauf::ADV,вывлань,upp
733,hinauf::ADV,вывлань,uppåt
734,hinauf::ADV,вывланьӧ,upp
735,hinauf::ADV,вывланьӧ,uppåt
736,überall::ADV,быдлан,överallt
737,nicht::ADV,ог,ej
738,nicht::ADV,ог,inte
739,ein wenig::ADV,-ышт,litet
740,ein wenig::ADV,невна,litet
741,kaum::ADV,ӧдва,knappt
742,kaum::ADV,ӧдва,knappast
743,sehr::ADV,вывтi,mycket
744,so::ADV,сiдз,så
745,noch::ADV,эшӧ,än
746,noch::ADV,эшӧ,ännu
747,nur::ADV,только,bara
748,nur::ADV,только,endast
749,schon::ADV,ни,redan
750,wieder::ADV,бӧра,åter
751,vergebens::ADV,весись,förgäves
752,vor::PRP,одзас,utanför
753,hinter::PRP,бӧрӧ,bakom
754,unter::PRP,увтын,under
755,durch::PRP,пыр,genom
756,durch::PRP,пыр,igenom
757,neben::PRP,бокам,bredvid
758,neben::PRP,бокам,vid sidan av
759,neben::PRP,боксиным,bredvid
760,neben::PRP,боксиным,vid sidan av
761,zwischen::PRP,коласас,mellan
762,wegen::PRP,понда,på grund av
763,dies::PRN,эта,detta
764,das::PRN,сiя,det
765,alles::PRN,быдӧс,allt
766,ich::PRN,ме,jag
767,du::PRN,тэ,du
768,er::PRN,сiя,han
769,wir::PRN,мийӧ,vi
770,ihr::PRN,ті,ni
771,sie::PRN,нія,de
772,was::FPRN,мый,vad
773,wer::FPRN,кин,vem
774,wo::FADV,кытӧн,var
775,wohin::FADV,кытчӧ,vart
776,wie::FADV,дзик,hur
777,warum::FADV,мыля,varför
778,warum::FADV,мыйсянь,varför
779,wieviel::FNUM,мымда,hur mycket
780,eins::NUM,ӧт,en
781,eins::NUM,ӧт,ett
782,zwei::NUM,кык,två
783,drei::NUM,куим,tre
784,vier::NUM,нёль,fyra
785,fünf::NUM,вит,fem
786,sechs::NUM,квать,sex
787,sieben::NUM,сизим,sju
788,acht::NUM,кыкьямыс,åtta
789,neun::NUM,ӧкмыс,nio
790,zehn::NUM,дас,tio
791,elf::NUM,дасотік,elva
792,zwölf::NUM,даскык,tolv
793,zwanzig::NUM,кыкдас,tjugo
794,dreißig::NUM,куимдас,trettio
795,vierzig::NUM,нёльдас,fyrtio
796,fünfzig::NUM,витдас,femtio
797,sechzig::NUM,кватьдас,sextio
798,siebzig::NUM,сизимдас,sjuttio
799,achtzig::NUM,кыкьямысдас,åttio
800,neunzig::NUM,ӧкмысдас,nittio
801,hundert::NUM,сто,hundra
802,tausend::NUM,тысяча,tusen
803,und::CNJ,и,och
804,und::CNJ,да,och
805,oder::CNJ,или,eller
806,stehen::V,сулавны,stå
807,sitzen::V,пукавны,sitta
808,liegen::V,куйлыны,ligga
809,hängen::V,ӧшавны,hänga
810,werden::V,лоны,bli
811,passieren::V,аркмыны,ske
812,passieren::V,аркмыны,hända
813,beginnen::V,петны,börja
814,enden::V,-сь,ända
815,enden::V,бырны,ända
816,wechseln::V,вежсьыны,växla
817,aufgehen[Sonne]::V,петавны,gå upp
818,untergehen[Sonne]::V,пуксьыны,gå ned
819,scheinen[Sonne]::V,югьявны,skina
820,donnern::V,гымавны,dundra
821,wehen::V,пӧлявны,blåsa
822,strömen::V,киссьыны,forsa
