,Concept_ID,fi,kv
70,Wasser::N,vesi,ва
71,Stein::N,kivi,из
72,Boden::N,maa,му
73,Boden::N,maaperä,му
74,Erde::N,maa,му
75,Staub::N,pöly,бус
76,Rauch::N,savu,тшын
77,Funke::N,kipinä,бичир
78,Feuer::N,tuli,би
79,Licht::N,valo,би
80,Schatten::N,varjo,вуджӧр
81,Wetter::N,sää,погоддя
82,Nebel::N,sumu,туман
83,Wolke::N,pilvi,кымӧр
84,Regen::N,sade,зэр
85,Schnee::N,lumi,лым
86,Eis::N,jää,йы
87,Frost::N,halla,мороз
88,Frost::N,pakkanen,мороз
89,Kälte::N,vilu,кӧдзыт
90,Kälte::N,kylmyys,кӧдзыт
91,Hitze::N,helle,ӧд
92,Hitze::N,kuumuus,ӧд
93,Raureif::N,huurre,кижа
94,Regenbogen::N,sateenkaari,енӧшка
95,Donner::N,jyrinä,гым
96,Strömung::N,virtaus,визывтӧм
97,Tropfen::N,tippa,тёп
98,Tropfen::N,pisara,тёп
99,Schaum::N,vaahto,быг
100,Schmutz::N,loka,нять
101,See::N,järvi,ты
102,Sumpf::N,suo,арай
103,Moor::N,räme,нюр
104,Wiese::N,niitty,видз
105,Wald::N,metsä,вӧр
106,Hügel::N,mäki,мыльк
107,Hügel::N,kumpu,мыльк
108,Hügel::N,kukkula,мыльк
109,Anhöhe::N,mäki,вывтас
110,Anhöhe::N,mäki,вылынін
111,Anhöhe::N,kumpare,вывтас
112,Anhöhe::N,kumpare,вылынін
113,Berg::N,mäki,керӧс
114,Berg::N,vuori,керӧс
115,Gipfel::N,laki,йыв
116,Gipfel::N,huippu,йыв
117,Höhle::N,luola,нора
118,Abhang::N,rinne,покат
119,Quelle::N,lähde,больган
120,Bach::N,puro,шор
121,Fluss::N,joki,ю
122,Ufer::N,ranta,берег
123,Küste::N,rannikko,берег
124,Festland::N,manner,му
125,Meer::N,meri,море
126,Bucht::N,lahti,курья
127,Insel::N,saari,
128,Blume::N,kukka,цветок
129,Gras::N,ruoho,турун
130,Wurzel::N,juuri,вуж
131,Baum::N,puu,пу
132,Stamm::N,runko,мыр
133,Stamm::N,runko,кер
134,Rinde::N,kuori,кач
135,Rinde::N,parkki,кач
136,Ast::N,oksa,ув
137,Zweig::N,haara,ув
138,Blatt::N,lehti,лист
139,Birke::N,koivu,кыдз
140,Kiefer[Baum]::N,mänty,пожум
141,Kiefer[Baum]::N,petäjä,пожум
142,Weide[Baum]::N,paju,бадь
143,Tanne::N,kuusi,кӧз
144,Horn::N,sarvi,сюр
145,Feder::N,sulka,гӧн
146,Feder::N,höyhen,гӧн
147,Fell::N,talja,кучик
148,Flügel::N,siipi,борд
149,Klaue::N,kynsi,гыж
150,Kralle::N,kynsi,кабыр
151,Schwanz::N,häntä,бӧж
152,Schwanz::N,pyrstö,бӧж
153,Ei::N,muna,кольть
154,Nest::N,pesä,поз
155,Bau::N,pesä,осьта
156,Bau::N,pesä,нора
157,Tier::N,eläin,зверь
158,Herde::N,lauma,гурт
159,Kuh::N,lehmä,мӧс
160,Bulle::N,sonni,ӧшка
161,Pferd::N,hevonen,вӧв
162,Schaf::N,lammas,баля
163,Schwein::N,sika,порсь
164,Hund::N,koira,пон
165,Katze::N,kissa,кань
166,Bär::N,karhu,ош
167,Eichhörnchen::N,orava,ур
168,Elch::N,hirvi,вӧр мӧс
169,Fuchs::N,kettu,руч
170,Hase::N,jänis,кӧч
171,Maus::N,hiiri,шыр
172,Wolf::N,susi,кӧин
173,Vogel::N,lintu,кай
174,Schwarm::N,parvi,стая
175,Schwarm::N,parvi,чукӧр
176,Huhn::N,kana,курӧг
177,Hahn::N,kukko,петух
178,Hahn::N,kukko,ай курӧг
179,Gans::N,hanhi,дзодзог
180,Adler::N,kotka,куч
181,Adler::N,kotka,кутш
182,Ente::N,ankka,утка
183,Eule::N,pöllö,тупка
184,Kranich::N,kurki,тури
185,Krähe::N,varis,рака
186,Kuckuck::N,käki,кӧк
187,Schwan::N,joutsen,юсь
188,Fisch::N,kala,чери
189,Barsch::N,ahven,ёкыш
190,Hecht::N,hauki,сирпинь
191,Schlange[Tier]::N,käärme,змей
192,Wurm::N,mato,номыр
193,Spinne::N,hämähäkki,черань
194,Ameise::N,muurahainen,кӧдзывкар
195,Laus::N,täi,ляпа той
196,Mücke::N,sääski,ном
197,Mücke::N,hyttynen,ном
198,Fliege::N,kärpänen,гут
199,Schmetterling::N,perhonen,бабыв
200,Beere::N,marja,ягӧд
201,Apfel::N,omena,яблоко
202,Pilz::N,sieni,тшак
203,Zwiebel::N,sipuli,грез
204,Saat::N,siemenet,кӧдзыс
205,Korn::N,jyvä,сю
206,Korn::N,vilja,сю
207,Heu::N,heinä,турун
208,Schale::N,kuori,кыш
209,Schale::N,kuori,киль
210,Grube::N,kuoppa,яма
211,Falle::N,loukku,нальк
212,Falle::N,loukku,кляпча
213,Schlinge::N,ansa,лӧч
214,Spur::N,jälki,туй
215,Asche::N,tuhka,пӧим
216,Dreck::N,lika,нять
217,Eisen::N,rauta,кӧрт
218,Gold::N,kulta,зарни
219,Silber::N,hopea,язісь
220,Kohle::N,hiili,шом
221,Kohle::N,hiili,уголь
222,Glas::N,lasi,стекло
223,Lehm::N,savi,сёй
224,Sand::N,hiekka,лыа
225,Mensch::N,ihminen,морт
226,Mann::N,mies,мужик
227,Frau::N,nainen,инька
228,Kind::N,lapsi,кага
229,Junge::N,poika,зонка
230,Mädchen::N,tyttö,нывкаок
231,Familie::N,perhe,семья
232,Großvater::N,isoisä,дед
233,Großmutter::N,isoäiti,баб
234,Eltern::N,vanhemmat,ай-мам
235,Vater::N,isä,ай
236,Mutter::N,äiti,мам
237,Sohn::N,poika,зон
238,Tochter::N,tytär,ныв
239,Bruder::N,veli,вон
240,Schwester::N,sisko,сой
241,Onkel::N,eno,дядь
242,Onkel::N,setä,дядь
243,Tante::N,täti,айӧлӧн сой
244,Tante::N,täti,ичинь
245,Ehemann::N,mies,жӧник
246,Ehemann::N,aviomies,жӧник
247,Ehefrau::N,vaimo,инь
248,Ehefrau::N,aviovaimo,инь
249,Freude::N,ilo,гаж
250,Freude::N,ilo,радъялӧм
251,Freude::N,riemu,гаж
252,Freude::N,riemu,радъялӧм
253,Gelächter::N,nauru,сералӧм
254,Glück::N,onni,мичлун
255,Kummer::N,suru,шог
256,Kummer::N,murhe,шог
257,Wunsch::N,toive,мӧдӧм
258,Wunsch::N,toive,охотитӧм
259,Wunsch::N,toivomus,мӧдӧм
260,Wunsch::N,toivomus,охотитӧм
261,Lust::N,himo,охота
262,Geist::N,henki,лов
263,Gedanke::N,aate,дума
264,Gedanke::N,ajatus,дума
265,Gedächtnis::N,muisti,тӧдвыв
266,Verstand::N,äly,вежӧр
267,Verstand::N,järki,вежӧр
268,Verstand::N,ymmärrys,вежӧр
269,Sinn::N,merkitys,ылӧс
270,Grund::N,syy,мог
271,Grund::N,peruste,мог
272,Wahrheit::N,tosi,правда
273,Wahrheit::N,totuus,правда
274,Gespräch::N,puhelu,сёрни
275,Gespräch::N,keskustelu,сёрни
276,Märchen::N,satu,сказка
277,Erzählung::N,tarina,висьт
278,Erzählung::N,kertomus,висьт
279,Nachricht::N,tieto,юӧр
280,Nachricht::N,tieto,висьталӧм
281,Nachricht::N,ilmoitus,юӧр
282,Nachricht::N,ilmoitus,висьталӧм
283,Neuigkeit::N,uutinen,новость
284,Name::N,nimi,ним
285,Rätsel::N,arvoitus,загадка
286,Rede::N,puhe,сёрни
287,Sprache::N,kieli,кыв
288,Stimme::N,ääni,голос
289,Wort::N,sana,кыв
290,Zeichen::N,merkki,пас
291,Ruf::N,kutsu,чуксӧм
292,Ruf::N,kutsu,чукӧстӧм
293,Lärm::N,melu,шум
294,Lärm::N,hälinä,шум
295,Laut::N,ääni,шы
296,Ton::N,sävel,гор
297,Lied::N,laulu,сьыланкыв
298,Ruhe::N,lepo,спокой
299,Ruhe::N,rauha,спокой
300,Leute::N,väki,йӧз
301,Leute::N,ihmiset,йӧз
302,Volk::N,kansa,йӧз
303,Volk::N,kansa,народ
304,Arbeit::N,työ,удж
305,Gast::N,vieras,гӧсь
306,Geschenk::N,lahja,гӧснеч
307,Geschenk::N,lahja,подарок
308,Spiel::N,peli,орсӧм
309,Spiel::N,leikki,орсӧм
310,Gesellschaft::N,seura,компания
311,Hilfe::N,apu,отсӧт
312,Freund::N,ystävä,модз
313,Freund::N,ystävä,дружок
314,Kamerad::N,toveri,тӧдса
315,Angelegenheit::N,asia,дело
316,Anzahl::N,lukumäärä,лыд
317,Art::N,laji,пӧлӧс
318,Stück::N,pala,тор
319,Stück::N,kappale,тор
320,Teil::N,osa,юкӧм
321,Hälfte::N,puoli,джын
322,Kreis::N,ympyrä,круг
323,Kreuz::N,risti,перна
324,Linie::N,viiva,визь
325,Strich::N,piirto,кырӧв
326,Abstand::N,väli,колас
327,Abstand::N,väljyys,колас
328,Entfernung::N,etäisyys,ылына
329,Gegend::N,seutu,места
330,Platz::N,tila,места
331,Ort::N,kohta,места
332,Ort::N,paikka,места
333,Seite::N,sivu,ладор
334,Seite::N,kylki,ладор
335,Mitte::N,keskus,шӧр
336,Mitte::N,puoliväli,шӧр
337,Gegenstand::N,kalu,тор
338,Gegenstand::N,esine,тор
339,Sache::N,asia,тор
340,Rand::N,ääri,дор
341,Rand::N,syrjä,дор
342,Kante::N,särmä,ордлы
343,Ecke::N,nurkka,пельӧс
344,Spitze::N,terä,йыв
345,Spitze::N,kärki,йыв
346,Ende::N,pää,йыв
347,Ende::N,perä,йыв
348,Loch::N,kolo,осьта
349,Loch::N,reikä,осьта
350,Winkel::N,kulma,пельӧс
351,Muster::N,kuvio,сер
352,Größe::N,koko,ыжда
353,Größe::N,suuruus,ыжда
354,Länge::N,pituus,кузя
355,Höhe::N,korkeus,сувда
356,Höhe::N,korkeus,вылына
357,Gewicht::N,paino,сьӧкта
358,Menge::N,määrä,
359,Haufen::N,kasa,куча
360,Reihe::N,rivi,лёдз
361,Boot::N,vene,пыж
362,Ruder::N,airo,пелыс
363,Schlitten::N,reki,додь
364,Schlitten::N,kelkka,додь
365,Ski::N,suksi,лямпа
366,Lagerfeuer::N,nuotio,бипур
367,Last::N,kuorma,тягота
368,Gang::N,kulku,мунӧм
369,Gang::N,käynti,мунӧм
370,Schritt::N,askel,вожмӧв
371,Norden::N,pohjoinen,ой
372,Süden::N,etelä,лун
373,Westen::N,länsi,рытвыв
374,Osten::N,itä,асыв
375,Holz::N,puu,пу
376,Brett::N,lauta,пӧв
377,Platte::N,levy,плита
378,Stütze::N,noja,пика
379,Stange::N,tanko,зор
380,Stange::N,tanko,потш
381,Stock::N,keppi,бедь
382,Stab::N,sauva,шест
383,Stab::N,seiväs,шест
384,Rohr::N,putki,труба
385,Haus::N,talo,керку
386,Heim::N,koti,керку
387,Ofen::N,uuni,пӧжавны
388,Fußboden::N,lattia,джодж
389,Tisch::N,pöytä,пызан
390,Stuhl::N,tuoli,стул
391,Wiege::N,kehto,зыбка
392,Bett::N,sänky,кровать
393,Regal::N,hylly,джадж
394,Kiste::N,arkku,ящик
395,Kiste::N,kirstu,ящик
396,Kiste::N,laatikko,ящик
397,Fenster::N,ikkuna,ӧшын
398,Tür::N,ovi,ыбӧс
399,Tor::N,portti,ворота
400,Zaun::N,aita,забор
401,Dach::N,katto,крыша
402,Leiter::N,tikkaat,лиснич
403,Leiter::N,tikapuut,лиснич
404,Besen::N,luuta,рос
405,Spaten::N,lapio,зыр
406,Schaufel::N,lapio,зыр
407,Gabel::N,haarukka,вила
408,Löffel::N,lusikka,пань
409,Messer::N,veitsi,пурт
410,Nagel::N,naula,кӧрттув
411,Netz::N,verkko,кыйӧт
412,Haken::N,haka,ем
413,Haken::N,koukku,ем
414,Griff::N,ripa,пу
415,Griff::N,kahva,пу
416,Schloss::N,lukko,замок
417,Bild::N,kuva,картина
418,Figur::N,kuvio,мыгӧр
419,Puppe::N,nukke,акань
420,Beutel::N,pussi,мешӧк
421,Bündel::N,nippu,нин
422,Bündel::N,kimppu,нин
423,Tasche::N,laukku,сумка
424,Eimer::N,sanko,ведра
425,Eimer::N,ämpäri,ведра
426,Deckel::N,kansi,вевт
427,Geschirr::N,astia,доз
428,Geschirr::N,astia,бекӧрпань
429,Sack::N,säkki,мешӧк
430,Tasse::N,kuppi,бекӧр
431,Topf::N,pata,кастрюля
432,Kessel::N,kattila,пӧрт
433,Essen::N,syönti,сёйӧм
434,Nahrung::N,ruoka,вердан
435,Nahrung::N,ravinto,вердан
436,Speise::N,ruoka,сёян
437,Fleisch::N,liha,яй
438,Getreide::N,vilja,сю
439,Brei::N,puuro,каша
440,Brot::N,leipä,нянь
441,Scheibe::N,viipale,шӧрӧм
442,Fett::N,rasva,гос
443,Butter::N,voi,ви
444,Öl::N,öljy,ви
445,Salz::N,suola,сов
446,Suppe::N,keitto,шыд
447,Honig::N,hunaja,ма
448,Milch::N,maito,йӧв
449,Tee::N,tee,чай
450,Leder::N,nahka,кучик
451,Wolle::N,villa,гӧн
452,Stoff::N,kangas,дӧра
453,Nadel::N,neula,ем
454,Faden::N,lanka,сунис
455,Knopf::N,nappi,кизь
456,Knoten::N,solmu,узӧв
457,Knoten::N,solmu,гӧрӧд
458,Farbe::N,maali,краска
459,Kleidung::N,vaatteet,паськӧм
460,Hemd::N,paita,йӧрнӧс
461,Kragen::N,kaulus,воротник
462,Ärmel::N,hiha,сос
463,Hose::N,housut,вешьян
464,Gürtel::N,vyö,йи
465,Mütze::N,lakki,шапка
466,Schuh::N,kenkä,ботинки
467,Stiefel::N,saapas,сапог
468,Ring::N,sormus,чунькытш
469,Band::N,nauha,ленточка
470,Kamm::N,kampa,сынан
471,Spiegel::N,peili,зеркало
472,Riemen::N,hihna,ремень
473,Schnur::N,naru,гез
474,Schnur::N,nuora,гез
475,Leine::N,talutushihna,повод
476,Decke::N,peite,одеяло
477,Kissen::N,tyyny,подушка
478,Kissen::N,pielus,подушка
479,Tuch::N,huivi,чышьян
480,Handtuch::N,pyyheliina,чышкӧт
481,Kraft::N,väki,прак
482,Kraft::N,voima,прак
483,Stärke::N,vahvuus,вын
484,Gesundheit::N,terveys,здоровье
485,Krankheit::N,tauti,шог
486,Krankheit::N,sairaus,шог
487,Schmerz::N,kipu,зубыт
488,Schmerz::N,särky,зубыт
489,Wunde::N,haava,рана
490,Fieber::N,kuume,лёк тресся
491,Fieber::N,kuume,кынтан шогӧт
492,Arznei::N,lääke,лекарство
493,Brücke::N,silta,пос
494,Brunnen::N,kaivo,колодец 
495,Weide::N,laidun,пода йирсян
496,Pfad::N,polku,туй
497,Weg::N,tie,туй
498,Straße::N,katu,туй
499,Dorf::N,kylä,деревня
500,Stadt::N,kaupunki,город
501,Brief::N,kirje,гижӧт
502,Buch::N,kirja,книга
503,Buchstabe::N,kirjain,буква
504,Zeitung::N,lehti,газета
505,Zeitung::N,sanomalehti,газета
506,Leben::N,elo,олан
507,Leben::N,elämä,олан
508,Tod::N,kuolema,кулӧм
509,Grab::N,hauta,гу
510,Kirche::N,kirkko,вичку
511,Sünde::N,synti,грек
512,Gott::N,jumala,ен
513,Arbeiter::N,työläinen,уджалiсь
514,Chef::N,päällikkö,начальник
515,Meister::N,mestari,мастер
516,Arzt::N,lääkäri,врач
517,Lehrer::N,opettaja,велӧтісь
518,Geld::N,raha,деньга
519,Geschäft::N,liike,удж
520,Laden::N,puoti,магазин
521,Laden::N,kauppa,магазин
522,Preis::N,hinta,дон
523,Ware::N,tavara,товар
524,Nutzen::N,hyöty,путь
525,Reichtum::N,rikkaus,богатство
526,Welt::N,maailma,му
527,Land::N,maa,страна
528,Staat::N,valtio,государство
529,König::N,kuningas,кан
530,Macht::N,mahti,власть
531,Grenze::N,raja,граница
532,Krieg::N,sota,война
533,Feind::N,vihollinen,враг
534,Gewalt::N,väkivalta,
535,Kampf::N,taistelu,нярасьӧм
536,Kampf::N,taistelu,вермасьӧм
537,Bogen[Waffe]::N,jousi,лук
538,Pfeil::N,nuoli,ньӧв
539,Gewehr::N,kivääri,ружьё
540,Fehler::N,vika,ошибка
541,Fehler::N,virhe,ошибка
542,Lüge::N,valhe,ылӧтӧм
543,Lüge::N,valhe,пӧрьялӧм
544,Schaden::N,vaurio,лёк
545,Schaden::N,vahinko,лёк
546,Unglück::N,vahinko,пик
547,Unglück::N,vahinko,оказзё
548,Unglück::N,onnettomuus,пик
549,Unglück::N,onnettomuus,оказзё
550,Schuld::N,syy,вина
551,Alter::N,ikä,
552,Schluss::N,loppu,ком
553,Zeit::N,aika,кад
554,Tag::N,päivä,лун
555,Morgen::N,aamu,асыв
556,Morgen::N,huomen,асыв
557,Mittag::N,keskipäivä,луншӧр кад
558,Abend::N,ilta,рыт
559,Nacht::N,yö,ой
560,Woche::N,viikko,неделя
561,Monat::N,kuukausi,тӧлicь
562,Jahr::N,vuosi,год
563,Frühling::N,kevät,тулыс
564,Sommer::N,kesä,гожум
565,Herbst::N,syksy,ар
566,Winter::N,talvi,тӧв
567,Januar::N,tammikuu,январ
568,Februar::N,helmikuu,февраль
569,März::N,maaliskuu,март
570,April::N,huhtikuu,апрель
571,Mai::N,toukokuu,май
572,Juni::N,kesäkuu,юнь
573,Juli::N,heinäkuu,юль
574,August::N,elokuu,август
575,September::N,syyskuu,сентяб
576,Oktober::N,lokakuu,октяб
577,November::N,marraskuu,нояб
578,Dezember::N,joulukuu,декаб
579,Montag::N,maanantai,вильлун
580,Dienstag::N,tiistai,мӧдӧдзлун
581,Mittwoch::N,keskiviikko,шӧрлун
582,Donnerstag::N,torstai,нёльӧдзлун
583,Freitag::N,perjantai,витӧдзлун
584,Samstag::N,lauantai,пывсянлун
585,Sonntag::N,sunnuntai,кресення
586,groß::A,iso,ыджыт
587,groß::A,suuri,ыджыт
588,klein::A,pieni,учӧтик
589,lang::A,pitkä,кузь
590,kurz::A,lyhyt,дженыт
591,breit::A,leveä,ота
592,schmal::A,kapea,векнит
593,dicht::A,taaja,тшӧк
594,dick[Gegenstand]::A,paksu,кыз
595,dünn::A,ohut,вӧснит
596,fein::A,hieno,вӧснит
597,fest::A,luja,крепыт
598,flach::A,litteä,лапкӧса
599,flach::A,tasainen,лапкӧса
600,glatt::A,sileä,волькыт
601,glatt::A,siloinen,волькыт
602,hart::A,kova,чӧрыт
603,weich::A,pehmeä,небыт
604,rund::A,pyöreä,гӧгрӧса
605,spitz::A,terävä,ёся
606,scharf::A,terävä,лэчыт
607,stumpf::A,tylsä,ныж
608,schwer::A,raskas,сьӧкыт
609,schwer::A,painava,сьӧкыт
610,schön::A,kaunis,басӧк
611,heiß::A,kuuma,жар
612,warm::A,lämmin,шоныт
613,kalt::A,kylmä,кӧдзыт
614,kalt::A,viluinen,кӧдзыт
615,kühl::A,viileä,сайкыт
616,frisch::A,tuore,виль
617,feucht::A,kostea,вакодь
618,nass::A,märkä,ва
619,trocken::A,kuiva,кӧс
620,voll::A,täysi,тыра
621,leer::A,tyhjä,тыртӧм
622,offen::A,avonainen,оссьӧм
623,geschlossen::A,suljettu,игана
624,geschlossen::A,suljettu,пӧдана
625,sauber::A,puhdas,сӧдз
626,sauber::A,puhdas,сӧстӧм
627,schmutzig::A,likainen,нятьӧсь
628,roh::A,raaka,путӧм
629,reif::A,kypsä,кисьмалӧм
630,lecker::A,herkullinen,кӧра 
631,süß::A,makea,чӧскыт
632,bitter::A,karvas,курыт
633,bitter::A,kitkerä,курыт
634,sauer::A,hapan,шӧма 
635,hell::A,kirkas,югыт
636,hell::A,valoisa,югыт
637,dunkel::A,pimeä,пемыт
638,schwarz::A,musta,сьӧд
639,weiß::A,valkea,чочком
640,rot::A,punainen,гӧрд
641,gelb::A,keltainen,веж
642,blau::A,sininen,лӧз
643,grün::A,vihreä,веж
644,grau::A,harmaa,руд
645,grau::A,harmaa,бусӧй
646,bunt::A,kirjava,быдрӧма
647,billig::A,halpa,донтӧм
648,billig::A,huokea,донтӧм
649,teuer::A,kallis,дона
650,wertvoll::A,arvokas,дона
651,blind::A,sokea,синтӧм
652,taub::A,kuuro,пельтӧм
653,kräftig::A,väkevä,вына
654,kräftig::A,voimakas,вына
655,stark::A,vahva,вына
656,schwach::A,heikko,некодя
657,fett::A,lihava,госа
658,schlank::A,hoikka,статя
659,schlank::A,solakka,статя
660,hübsch::A,soma,басӧк
661,hübsch::A,sievä,басӧк
662,böse::A,paha,лёк
663,böse::A,häijy,лёк
664,dumm::A,tyhmä,бӧбӧв
665,dumm::A,tyhmä,вежӧртӧм
666,dumm::A,typerä,бӧбӧв
667,dumm::A,typerä,вежӧртӧм
668,faul::A,laiska,дыш
669,fleißig::A,ahkera,уджалicь
670,geizig::A,saita,жикмӧра
671,geizig::A,saita,горшаліcь
672,klug::A,älykäs,авья
673,klug::A,älykäs,вежӧра
674,geschickt::A,taitava,кипода
675,lieb::A,rakas,муса
676,lieb::A,rakas,дзулиньӧй
677,lustig::A,hauska,гажа
678,lustig::A,iloinen,гажа
679,sanft::A,lauha,лебезнӧй
680,sanft::A,lempeä,лебезнӧй
681,hungrig::A,nälkäinen,тшыг
682,krank::A,sairas,шогалiсь
683,nackt::A,alaston,куш
684,traurig::A,surullinen,жугыль
685,traurig::A,murheellinen,жугыль
686,lebendig::A,elävä,ловья
687,gut::A,hyvä,бур
688,schlecht::A,paha,умӧль
689,schlecht::A,huono,умӧль
690,richtig::A,oikea,
691,schlimm::A,paha,нештӧм
692,wahr::A,tosi,
693,alt::A,vanha,важ
694,neu::A,uusi,виль
695,ehemalig::A,entinen,вӧвлӧм
696,ehemalig::A,muinainen,вӧвлӧм
697,alt[Lebewesen]::A,vanha,года
698,alt[Lebewesen]::A,vanha,годдэза
699,jung::A,nuori,том
700,arm::A,köyhä,гов
701,arm::A,köyhä,беднӧй
702,reich::A,rikas,эма
703,bekannt::A,tuttu,тӧдса
704,bekannt::A,tunnettu,тӧдса
705,berühmt::A,kuuluisa,
706,fremd::A,vieras,чужӧй
707,verschieden::A,eri,быдкодь
708,verschieden::A,erilainen,быдкодь
709,nah::A,läheinen,матiсь
710,fern::A,etäinen,ылicь
711,linker::A,vasen,шульга
712,rechter::A,oikea,веськытланись
713,anderer::A,muu,мукӧд
714,anderer::A,toinen,мукӧд
715,erster::A,ensimmäinen,медодзза
716,zweiter::A,toinen,кыкӧт
717,dritter::A,kolmas,куимӧт
718,dritter::A,kolmas,куимӧдз
719,letzter::A,viimeinen,бӧрья
720,letzter::A,viimeinen,мёдбӧрья
721,allein::ADV,yksin,
722,auf einmal::ADV,yhdellä kertaa,тшӧтш
723,zusammen::ADV,yhdessä,ӧтлаын
724,lange::ADV,kauan,дыр
725,lange::ADV,pitkään,дыр
726,plötzlich::ADV,äkkiä,друг
727,sofort::ADV,heti,тшӧтш
728,später::ADV,myöhemmin,медбӧрын
729,jetzt::ADV,nyt,ӧні
730,heute::ADV,tänään,талун
731,morgen::ADV,huomenna,ашын
732,bald::ADV,pian,чожа
733,dann::ADV,sitten,сыбӧрын
734,gestern::ADV,eilen,тӧн
735,einst::ADV,aikanaan,ӧтпыр
736,damals::ADV,silloin,сэк
737,damals::ADV,silloin,сэки
738,damals::ADV,siihen aikaan,сэк
739,damals::ADV,siihen aikaan,сэки
740,danach::ADV,sen jälkeen,сэсся
741,vorher::ADV,ennen,одзжык
742,zuerst::ADV,ensin,наперво
743,zuerst::ADV,ensiksi,наперво
744,einmal::ADV,kerran,ӧтпыр
745,manchmal::ADV,joskus,мукӧдпыр
746,oft::ADV,usein,-лы-
747,immer::ADV,aina,быдпыр
748,immer::ADV,aina,быдпырся
749,niemals::ADV,ei koskaan,некӧр
750,hier::ADV,tässä,татӧн
751,hier::ADV,täällä,татӧн
752,hierhin::ADV,tähän,татчӧ
753,von hier::ADV,tästä,тасянь
754,von hier::ADV,täältä,тасянь
755,dort::ADV,siinä,сэтӧн
756,dort::ADV,siellä,сэтӧн
757,dorthin::ADV,sinne,сэтчин
758,dorthin::ADV,tuonne,сэтчин
759,geradeaus::ADV,suoraan,веськыта
760,vorwärts::ADV,eteenpäin,одзӧ
761,rückwärts::ADV,taaksepäin,бӧр
762,zurück::ADV,takaisin,бӧр
763,unten::ADV,alhaalla,увтын
764,hinab::ADV,alas,увтас
765,oben::ADV,ylhäällä,вевдӧрас
766,hinauf::ADV,ylös,вывлань
767,hinauf::ADV,ylös,вывланьӧ
768,überall::ADV,kaikkialla,быдлан
769,nicht::ADV,ei,ог
770,ein wenig::ADV,vähän,-ышт
771,ein wenig::ADV,vähän,невна
772,kaum::ADV,tuskin,ӧдва
773,sehr::ADV,kovin,вывтi
774,sehr::ADV,oikein,вывтi
775,so::ADV,näin,сiдз
776,noch::ADV,vielä,эшӧ
777,nur::ADV,vain,только
778,nur::ADV,ainoastaan,только
779,schon::ADV,jo,ни
780,wieder::ADV,taas,бӧра
781,wieder::ADV,jälleen,бӧра
782,vergebens::ADV,turhaan,весись
783,vor::PRP,edessä,одзас
784,hinter::PRP,takana,бӧрӧ
785,unter::PRP,alla,увтын
786,durch::PRP,läpi,пыр
787,durch::PRP,kautta,пыр
788,neben::PRP,vieressä,бокам
789,neben::PRP,vieressä,боксиным
790,zwischen::PRP,välillä,коласас
791,wegen::PRP,takia,понда
792,wegen::PRP,vuoksi,понда
793,dies::PRN,tämä,эта
