,Concept_ID,ca,la
110,Sumpf::N,pantà,palus
111,Moor::N,pantà,palus
112,Wiese::N,prat,pratum
113,Wiese::N,prada,pratum
114,Wald::N,bosc,silva
115,Hügel::N,puig,collis
116,Hügel::N,pujol,collis
117,Anhöhe::N,turó,specula
118,Berg::N,muntanya,mons
119,Gipfel::N,cim,vertex
120,Höhle::N,cova,caverna
121,Höhle::N,cova,spelunca
122,Abhang::N,coster,declivum
123,Quelle::N,font,fons
124,Bach::N,riera,rivus
125,Fluss::N,riu,flumen
126,Ufer::N,riba,ripa
127,Küste::N,costa,litus
128,Festland::N,terra ferma,continens
129,Meer::N,mar,mare
130,Bucht::N,cala,sinus
131,Bucht::N,badia,sinus
132,Insel::N,illa,insula
133,Blume::N,flor,flos
134,Gras::N,herba,herba
135,Gras::N,herba,gramen
136,Wurzel::N,rel,radix
137,Wurzel::N,arrel,radix
138,Baum::N,arbre,arbor
139,Stamm::N,tronc,truncus
140,Rinde::N,escorça,cortex
141,Ast::N,branca,ramus
142,Zweig::N,ram,ramus
143,Blatt::N,fulla,folium
144,Birke::N,bedoll,betulla
145,Kiefer[Baum]::N,pi,pinus
146,Weide[Baum]::N,salze,salix
147,Tanne::N,avet,abies
148,Horn::N,corn,cornu
149,Horn::N,banya,cornu
150,Feder::N,ploma,penna
151,Fell::N,pell,pellis
152,Flügel::N,ala,ala
153,Klaue::N,urpa,unguis
154,Kralle::N,grapa,unguis
155,Schwanz::N,cua,cauda
156,Ei::N,ou,ovum
157,Nest::N,niu,nidus
158,Bau::N,cau,cavum
159,Bau::N,cau,latibulum
160,Tier::N,animāl,bestia
161,Herde::N,ramat,grex
162,Kuh::N,vaca,vacca
163,Bulle::N,toro,taurus
164,Pferd::N,cavāll,equus
165,Schaf::N,be,ovis
166,Schaf::N,ovella,ovis
167,Schwein::N,bacó,sus
168,Schwein::N,bacó,porcus
169,Hund::N,ca,canis
170,Hund::N,gos,canis
171,Katze::N,gat,felis
172,Bär::N,ós,ursus
173,Eichhörnchen::N,esquirol,sciurus
174,Elch::N,ant,alces
175,Fuchs::N,guilla,vulpes
176,Hase::N,llebre,lepus
177,Maus::N,ratolí,mus
178,Wolf::N,llop,lupus
179,Vogel::N,au,avis
180,Vogel::N,ocēll,avis
181,Schwarm::N,bandada,examen
182,Huhn::N,gallina,gallina
183,Hahn::N,gall,gallus
184,Gans::N,oca,anser
185,Adler::N,àguila,aquila
186,Ente::N,ànec,anas
187,Eule::N,òliba,ulula
188,Eule::N,òliba,noctua
189,Eule::N,mussol,ulula
190,Eule::N,mussol,noctua
191,Kranich::N,grua,grus
192,Krähe::N,cornella,cornix
193,Kuckuck::N,cucut,cuculus
194,Schwan::N,cigne,olor
195,Schwan::N,cigne,cycnus
196,Fisch::N,peix,piscis
197,Barsch::N,perca,perca
198,Hecht::N,lluç,esox
199,Schlange[Tier]::N,serp,serpens
200,Wurm::N,cuc,vermis
201,Spinne::N,aranya,aranea
202,Ameise::N,formiga,formica
203,Laus::N,poll,pediculus
204,Mücke::N,mosquit,culex
205,Fliege::N,mosca,musca
206,Schmetterling::N,papallona,papilio
207,Beere::N,baia,baca
208,Apfel::N,poma,malum
209,Pilz::N,bolet,fungus
210,Zwiebel::N,ceba,cepa
211,Saat::N,sembra,seges
212,Korn::N,gra,granum
213,Heu::N,fenc,faenum
214,Schale::N,closca,putamen
215,Grube::N,sot,fovea
216,Grube::N,clot,fovea
217,Falle::N,trampa,pedica
218,Schlinge::N,baga,laqueus
219,Spur::N,traça,vestigium
220,Asche::N,cendra,cinis
221,Dreck::N,llot,lutum
222,Eisen::N,ferro,ferrum
223,Gold::N,or,aurum
224,Silber::N,plata,argentum
225,Kohle::N,carbó,carbo
226,Glas::N,vidre,vitrum
227,Lehm::N,fang,lutum
228,Lehm::N,argila,lutum
229,Sand::N,arena,arena
230,Mensch::N,humà,homo
231,Mensch::N,persona,homo
232,Mann::N,home,vir
233,Frau::N,dona,mulier
234,Kind::N,nen,puer
235,Kind::N,nen,infans
236,Junge::N,noi,puer
237,Mädchen::N,noia,puella
238,Familie::N,família,familia
239,Großvater::N,avi,avus
240,Großmutter::N,àvia,avia
241,Eltern::N,pares,parentes
242,Vater::N,pare,pater
243,Mutter::N,mare,mater
244,Sohn::N,fill,filius
245,Tochter::N,filla,filia
246,Bruder::N,germà,frater
247,Schwester::N,germana,soror
248,Onkel::N,oncle,patruus
249,Onkel::N,oncle,avunculus
250,Tante::N,tia,amita
251,Ehemann::N,espòs,maritus
252,Ehefrau::N,muller,uxor
253,Freude::N,goig,gaudium
254,Freude::N,goig,laetitia
255,Freude::N,alegria,gaudium
256,Freude::N,alegria,laetitia
257,Gelächter::N,riallada,risus
258,Glück::N,felicitat,felicitas
259,Kummer::N,pena,aegritudo
260,Wunsch::N,desig,voluntas
261,Wunsch::N,desig,desiderium
262,Lust::N,ganes,libido
263,Lust::N,ganes,voluptas
264,Geist::N,ment,mens
265,Geist::N,ment,animus
266,Geist::N,esperit,mens
267,Geist::N,esperit,animus
268,Gedanke::N,pensament,sententia
269,Gedächtnis::N,memòria,memoria
270,Verstand::N,raó,ratio
271,Verstand::N,raó,ingenium
272,Verstand::N,seny,ratio
273,Verstand::N,seny,ingenium
274,Sinn::N,solta,sensus
275,Sinn::N,sentit,sensus
276,Grund::N,raó,causa
277,Grund::N,causa,causa
278,Wahrheit::N,veritāt,veritas
279,Gespräch::N,conversa,sermo
280,Märchen::N,conte,fabula
281,Erzählung::N,narració,fabula
282,Erzählung::N,narració,narratio
283,Nachricht::N,missatge,nuntius
284,Neuigkeit::N,novetat,novitas
285,Name::N,nom,nomen
286,Rätsel::N,endevinalla,aenigma
287,Rede::N,discurs,oratio
288,Sprache::N,llēngua,lingua
289,Stimme::N,veu,vox
290,Wort::N,mot,verbum
291,Wort::N,mot,vocabulum
292,Wort::N,paraula,verbum
293,Wort::N,paraula,vocabulum
294,Zeichen::N,signe,signum
295,Zeichen::N,senyal,signum
296,Ruf::N,crida,clamor
297,Lärm::N,sorōll,strepitus
298,Laut::N,so,sonus
299,Ton::N,to,sonus
300,Lied::N,cançó,carmen
301,Ruhe::N,calma,quies
302,Ruhe::N,silenci,quies
303,Leute::N,gent,homines
304,Volk::N,poble,populus
305,Arbeit::N,labor,labor
306,Arbeit::N,treball,labor
307,Gast::N,hoste,hospes
308,Gast::N,hoste,conviva
309,Geschenk::N,regal,munus
310,Geschenk::N,obsequi,munus
311,Spiel::N,joc,ludus
312,Gesellschaft::N,companyia,societas
313,Hilfe::N,ajut,auxilium
314,Hilfe::N,ajut,subsidium
315,Freund::N,amīc,amicus
316,Kamerad::N,company,socius
317,Kamerad::N,camarada,socius
318,Angelegenheit::N,afer,res
319,Angelegenheit::N,assumpte,res
320,Anzahl::N,nombre,numerus
321,Anzahl::N,quantitat,numerus
322,Art::N,tipus,genus
323,Art::N,classe,genus
324,Stück::N,peça,frustum
325,Stück::N,peça,fragmentum
326,Teil::N,part,pars
327,Hälfte::N,meitat,dimidium
328,Kreis::N,cercle,orbis
329,Kreis::N,cercle,circus
330,Kreuz::N,creu,crux
331,Linie::N,línia,linea
332,Strich::N,traç,lineamentum
333,Strich::N,ratlla,lineamentum
334,Abstand::N,distància,intervallum
335,Entfernung::N,distància,spatium
336,Gegend::N,regió,loca
337,Gegend::N,regió,regio
338,Gegend::N,contrada,loca
339,Gegend::N,contrada,regio
340,Platz::N,cabuda,locus
341,Ort::N,lloc,locus
342,Seite::N,banda,latus
343,Seite::N,costāt,latus
344,Mitte::N,mig,medium
345,Mitte::N,centre,medium
346,Gegenstand::N,objecte,res
347,Sache::N,cosa,res
348,Rand::N,vora,margo
349,Rand::N,marge,margo
350,Kante::N,caire,angulus
351,Kante::N,cantell,angulus
352,Ecke::N,cantonada,angulus
353,Spitze::N,punta,cacumen
354,Ende::N,cap,caput
355,Loch::N,forāt,foramen
356,Winkel::N,racó,angulus
357,Muster::N,dibuix,exemplum
358,Muster::N,disseny,exemplum
359,Größe::N,grandària,magnitudo
360,Länge::N,longitud,longitudo
361,Höhe::N,altura,altitudo
362,Höhe::N,altitud,altitudo
363,Gewicht::N,pes,pondus
364,Menge::N,quantitat,copia
365,Haufen::N,pila,acervus
366,Reihe::N,fila,ordo
367,Boot::N,bot,navicula
368,Boot::N,barca,navicula
369,Ruder::N,rem,remus
370,Schlitten::N,trineu,sclodia
371,Ski::N,esquí,narta
372,Lagerfeuer::N,foc de campament,ignis
373,Last::N,càrrega,onus
374,Gang::N,marxa,cursus
375,Schritt::N,pas,gradus
376,Norden::N,nord,septentriones
377,Süden::N,sud,meridies
378,Westen::N,oest,occidens
379,Westen::N,occident,occidens
380,Osten::N,est,oriens
381,Osten::N,orient,oriens
382,Holz::N,fusta,lignum
383,Brett::N,taula,tabula
384,Platte::N,placa,lamina
385,Stütze::N,suport,adminiculum
386,Stange::N,vara,pertica
387,Stock::N,pal,baculum
388,Stab::N,bastó,scipio
389,Rohr::N,tub,tubus
390,Haus::N,casa,aedes
391,Heim::N,llar,domicilium
392,Ofen::N,estufa,fornax
393,Fußboden::N,terra,solum
394,Tisch::N,taula,mensa
395,Stuhl::N,cadira,sella
396,Wiege::N,bressol,cunae
397,Bett::N,llit,lectus
398,Regal::N,prestatgeria,foruli
399,Kiste::N,caixa,cista
400,Fenster::N,finestra,fenestra
401,Tür::N,porta,ianua
402,Tor::N,portal,porta
403,Zaun::N,tanca,saepes
404,Dach::N,teulada,tectum
405,Leiter::N,escala,scalae
406,Leiter::N,escala de mà,scalae
407,Besen::N,escombra,scopae
408,Spaten::N,pala,pala
409,Schaufel::N,pala,pala
410,Gabel::N,forquilla,fuscinula
411,Löffel::N,cullera,coclear
412,Messer::N,coltell,culter
413,Nagel::N,clau,clavus
414,Netz::N,filat,rete
415,Haken::N,ganxo,hamus
416,Griff::N,puny,manubrium
417,Griff::N,mànec,manubrium
418,Schloss::N,pany,claustra
419,Bild::N,imatge,tabula
420,Bild::N,imatge,pictura
421,Figur::N,figura,statunculum
422,Puppe::N,nina,pupa
423,Beutel::N,bossa,sacculus
424,Bündel::N,feix,fascis
425,Bündel::N,paquet,fascis
426,Tasche::N,bossa,sacculus
427,Eimer::N,galleda,situla
428,Deckel::N,tapa,operculum
429,Deckel::N,tapadora,operculum
430,Geschirr::N,vaixella,vasa
431,Sack::N,sac,saccus
432,Sack::N,saca,saccus
433,Tasse::N,tassa,pocillum
434,Topf::N,pot,olla
435,Topf::N,olla,olla
436,Kessel::N,caldera,aenum
437,Essen::N,àpat,cena
438,Essen::N,menjada,cena
439,Nahrung::N,aliment,cibus
440,Nahrung::N,aliment,alimenta
441,Speise::N,plat,cibus
442,Fleisch::N,carn,caro
443,Getreide::N,cereals,frumentum
444,Brei::N,puré,puls
445,Brot::N,pa,panis
446,Scheibe::N,tall,frustum
447,Scheibe::N,llesca,frustum
448,Fett::N,greix,pingue
449,Butter::N,mantega,butȳrum
450,Öl::N,oli,oleum
451,Salz::N,sal,sal
452,Suppe::N,sopa,ius
453,Honig::N,mel,mel
454,Milch::N,llet,lac
455,Tee::N,te,thea
456,Leder::N,cuir,corium
457,Wolle::N,llana,lana
458,Stoff::N,tela,textum
459,Nadel::N,agulla,acus
460,Faden::N,fil,filum
461,Knopf::N,botó,bulla
462,Knoten::N,nus,nodus
463,Farbe::N,pintura,pigmentum
464,Kleidung::N,roba,vestimenta
465,Kleidung::N,vestits,vestimenta
466,Hemd::N,camisa,tunica
467,Kragen::N,coll,collare
468,Ärmel::N,màniga,manica
469,Hose::N,pantalōns,bracae
470,Gürtel::N,cinturó,cingulum
471,Mütze::N,gorra,pilleus
472,Schuh::N,sabata,calceus
473,Stiefel::N,bota,pero
474,Stiefel::N,bota,caliga
475,Ring::N,anell,anulus
476,Band::N,veta,redimiculum
477,Band::N,cinta,redimiculum
478,Kamm::N,pinta,pecten
479,Spiegel::N,mirāll,speculum
480,Riemen::N,corretja,lorum
481,Schnur::N,corda,linum
482,Leine::N,corretja,retinaculum
483,Decke::N,manta,lodix
484,Decke::N,flassada,lodix
485,Kissen::N,coixí,pulvinus
486,Tuch::N,mocador,velum
487,Handtuch::N,tovallola,mantele
488,Kraft::N,força,vis
489,Stärke::N,vigor,robur
490,Gesundheit::N,salut,valetudo
491,Krankheit::N,malaltia,morbus
492,Schmerz::N,dolor,dolor
493,Wunde::N,ferida,vulnus
494,Fieber::N,febre,febris
495,Arznei::N,medicament,remedium
496,Brücke::N,pont,pons
497,Brunnen::N,pou,puteus
498,Weide::N,pastura,pascua
499,Pfad::N,senda,semita
500,Pfad::N,sender,semita
501,Weg::N,camí,iter
502,Straße::N,carretera,via
503,Dorf::N,poble,vicus
504,Stadt::N,ciutāt,urbs
505,Stadt::N,ciutāt,oppidum
506,Brief::N,carta,epistula
507,Buch::N,llibre,liber
508,Buchstabe::N,lletra,littera
509,Zeitung::N,diāri,diurnum
510,Leben::N,vida,vita
511,Tod::N,mort,mors
512,Grab::N,tomba,sepulcrum
513,Kirche::N,església,ecclesia
514,Sünde::N,pecat,peccatum
515,Gott::N,déu,deus
516,Arbeiter::N,obrer,operarius
517,Chef::N,cap,praefectus
518,Meister::N,mestre,magister
519,Arzt::N,metge,medicus
520,Lehrer::N,mestre,magister
521,Geld::N,dinērs,aes
522,Geld::N,dinērs,pecunia
523,Geschäft::N,negoci,negotium
524,Laden::N,tenda,taberna
525,Laden::N,botiga,taberna
526,Preis::N,preu,pretium
527,Ware::N,mercaderia,merx
528,Nutzen::N,profit,utilitas
529,Reichtum::N,riquesa,opes
530,Reichtum::N,riquesa,divitiae
531,Welt::N,món,mundus
532,Land::N,país,terra
533,Staat::N,estat,res publica
534,König::N,rei,rex
535,Macht::N,poder,potestas
536,Macht::N,potència,potestas
537,Grenze::N,frontera,limes
538,Krieg::N,guerra,bellum
539,Feind::N,enemic,inimicus
540,Gewalt::N,violència,vis
541,Kampf::N,lluita,pugna
542,Bogen[Waffe]::N,arc,arcus
543,Pfeil::N,fletxa,sagitta
544,Gewehr::N,fusell,sclopetum
545,Gewehr::N,escopeta,sclopetum
546,Fehler::N,falta,error
547,Lüge::N,mentida,mendacium
548,Schaden::N,dany,damnum
549,Schaden::N,dany,detrimentum
550,Unglück::N,desgràcia,miseria
551,Unglück::N,desgràcia,calamitas
552,Schuld::N,culpa,culpa
553,Alter::N,edat,aetas
554,Schluss::N,fi,finis
555,Schluss::N,final,finis
556,Zeit::N,temps,tempus
557,Tag::N,dia,dies
558,Morgen::N,matí,mane
559,Mittag::N,migdia,meridies
560,Abend::N,vespre,vesper
561,Nacht::N,nit,nox
562,Woche::N,setmana,septimana
563,Monat::N,mes,mensis
564,Jahr::N,any,annus
565,Frühling::N,primavera,ver
566,Sommer::N,estīu,aestas
567,Herbst::N,tardor,autumnus
568,Winter::N,hivērn,hiems
569,Januar::N,gener,Ianuarius
570,Februar::N,febrer,Februarius
571,März::N,març,Martius
572,April::N,abril,Aprilis
573,Mai::N,maig,Maius
574,Juni::N,juny,Iunius
575,Juli::N,juliol,Iulius
576,August::N,agost,Augustus
577,September::N,setembre,September
578,Oktober::N,octubre,Octobris
579,November::N,novembre,Novembris
580,Dezember::N,desembre,December
581,Montag::N,dilluns,dies lunae
582,Dienstag::N,dimarts,dies Martis 
583,Mittwoch::N,dimecres,dies Mercurii
584,Donnerstag::N,dijous,dies Iovis
585,Freitag::N,divendres,dies Veneris
586,Samstag::N,dissabte,dies Saturni
587,Sonntag::N,diumenge,dominicus
588,Sonntag::N,diumenge,dies solis
589,groß::A,gros,magnus
590,klein::A,petīt,parvus
591,lang::A,llarg,longus
592,kurz::A,curt,brevis
593,breit::A,ample,latus
594,schmal::A,estret,angustus
595,dicht::A,dens,densus
596,dick[Gegenstand]::A,gruixūt,crassus
597,dünn::A,prim,tenuis
598,fein::A,fi,subtilis
599,fest::A,ferm,solidus
600,fest::A,ferm,stabilis
601,fest::A,sòlid,solidus
602,fest::A,sòlid,stabilis
603,flach::A,pla,planus
604,glatt::A,llis,levis
605,hart::A,dur,durus
606,weich::A,tou,mollis
607,rund::A,rodó,rotundus
608,spitz::A,punxegut,acutus
609,scharf::A,agut,acer
610,stumpf::A,rom,hebes
611,stumpf::A,esmussat,hebes
612,schwer::A,pesāt,gravis
613,schön::A,bonīc,pulcher
614,schön::A,bonīc,formosus
615,heiß::A,calēnt,fervidus
616,warm::A,càlid,calidus
617,kalt::A,fred,frigidus
618,kühl::A,fresc,frigidus
619,frisch::A,fresc,recens
620,feucht::A,humit,umidus
621,nass::A,mullat,madidus
622,trocken::A,sec,aridus
623,voll::A,ple,plenus
624,leer::A,buit,vacuus
625,offen::A,obert,apertus
626,geschlossen::A,tancat,clausus
627,sauber::A,net,lautus
628,schmutzig::A,brut,sordidus
629,roh::A,cru,crudus
630,reif::A,madur,maturus
631,lecker::A,deliciós,delicatus
632,süß::A,dolç,dulcis
633,bitter::A,amarg,amarus
634,bitter::A,amarg,acerbus
635,sauer::A,agre,acidus
636,hell::A,clar,clarus
637,dunkel::A,fosc,obscurus
638,schwarz::A,negre,niger
639,weiß::A,blanc,albus
640,rot::A,vermēll,ruber
641,gelb::A,groc,flavus
642,blau::A,blau,caeruleus
643,grün::A,verd,viridis
644,grau::A,gris,canus
645,bunt::A,multicolor,varius
646,billig::A,barat,vilis
647,teuer::A,car,carus
648,wertvoll::A,preciós,pretiosus
649,blind::A,cec,caecus
650,taub::A,sord,surdus
651,kräftig::A,fort,robustus
652,kräftig::A,vigorós,robustus
653,stark::A,fort,firmus
654,stark::A,fort,validus
655,schwach::A,feble,debilis
656,schwach::A,feble,infirmus
657,fett::A,gras,crassus
658,schlank::A,esvelt,procerus
659,hübsch::A,maco,pulcher
660,böse::A,dolent,improbus
661,dumm::A,ximple,stultus
662,dumm::A,ximple,stupidus
663,dumm::A,estúpid,stultus
664,dumm::A,estúpid,stupidus
665,faul::A,gandūl,piger
666,faul::A,mandrós,piger
667,fleißig::A,diligēnt,sedulus
668,geizig::A,avar,avarus
669,klug::A,intel·ligent,prudens
670,geschickt::A,hàbil,sollers
671,lieb::A,amat,carus
672,lieb::A,estimat,carus
673,lustig::A,alegre,iocosus
674,sanft::A,suau,clemens
675,hungrig::A,afamat,impastus
676,krank::A,malālt,aeger
677,nackt::A,nu,nudus
678,traurig::A,trist,maestus
679,lebendig::A,viu,vivus
680,gut::A,bo,bonus
681,schlecht::A,dolēnt,malus
682,richtig::A,just,rectus
683,richtig::A,correcte,rectus
684,schlimm::A,greu,malus
685,wahr::A,vertader,verus
686,wahr::A,veritable,verus
687,alt::A,vell,antiquus
688,neu::A,nou,novus
689,ehemalig::A,antic,pristinus
690,alt[Lebewesen]::A,vell,vetus
691,jung::A,jove,iuvenis
692,arm::A,pobre,pauper
693,reich::A,ric,dives
694,bekannt::A,conegut,notus
695,berühmt::A,famós,celeber
696,berühmt::A,famós,illustris
697,fremd::A,estrany,peregrinus
698,verschieden::A,diferent,varius
699,nah::A,pròxim,propinquus
700,fern::A,llunyà,longinquus
701,fern::A,distant,longinquus
702,linker::A,esquerre,sinister
703,rechter::A,dret,dexter
704,anderer::A,altre,alius
705,erster::A,primer,primus
706,zweiter::A,segon,secundus
707,dritter::A,tercer,tertius
708,letzter::A,últim,ultimus
709,allein::ADV,sol,solum
710,auf einmal::ADV,d'una vegada,simul
711,zusammen::ADV,junt,una
712,lange::ADV,molt de temps,diu
713,plötzlich::ADV,de cop,subito
714,plötzlich::ADV,de cop,repente
715,plötzlich::ADV,de sobte,subito
716,plötzlich::ADV,de sobte,repente
717,sofort::ADV,de seguida,statim
718,später::ADV,més tard,postea
719,jetzt::ADV,ara,nunc
720,heute::ADV,avūi,hodie
721,morgen::ADV,demà,cras
722,bald::ADV,aviāt,mox
723,dann::ADV,després,deinde
724,gestern::ADV,ahir,heri
725,einst::ADV,anteriorment,olim
726,damals::ADV,llavōrs,tum
727,damals::ADV,aleshores,tum
728,danach::ADV,després,postea
729,vorher::ADV,abāns,antea
730,zuerst::ADV,primer,primo
731,einmal::ADV,una vegada,semel
732,manchmal::ADV,de vegades,interdum
733,oft::ADV,sovint,saepe
734,immer::ADV,sempre,semper
735,niemals::ADV,no ... mai,numquam
736,hier::ADV,aquí,hic
737,hierhin::ADV,per aquí,huc
738,von hier::ADV,des d'aquí,hinc
739,dort::ADV,allí,ibi
740,dorthin::ADV,hi,eo
741,geradeaus::ADV,tot dret,recte
742,vorwärts::ADV,endavānt,porro
743,rückwärts::ADV,endarrera,retro
744,zurück::ADV,darrere,retro
745,unten::ADV,a baix,infra
746,hinab::ADV,cap avall,pessum
747,oben::ADV,dalt,supra
748,hinauf::ADV,cap amunt,sursum
749,überall::ADV,pertot,ubique
750,überall::ADV,per tot arreu,ubique
751,nicht::ADV,no,non
752,ein wenig::ADV,una mica,paulum
753,kaum::ADV,a penes,vix
754,kaum::ADV,a penes,aegre
755,sehr::ADV,molt,valde
756,sehr::ADV,molt,magnopere
757,so::ADV,així,ita
758,noch::ADV,encara,etiam
759,nur::ADV,només,solum
760,nur::ADV,només,tantum
761,schon::ADV,ja,iam
762,wieder::ADV,de nou,rursus
763,vergebens::ADV,en va,frustra
764,vor::PRP,davānt,ante
765,vor::PRP,enfront de,ante
766,hinter::PRP,darrera,post
767,unter::PRP,sota,sub
768,durch::PRP,per,per
769,neben::PRP,al costāt de,iuxta
770,zwischen::PRP,entre,inter
771,wegen::PRP,a causa de,propter
772,dies::PRN,aquest,hoc
773,das::PRN,això,id
774,alles::PRN,tot,omnia
775,ich::PRN,jo,ego
776,du::PRN,tu,tu
777,er::PRN,ell,is
778,er::PRN,ell,ille
779,wir::PRN,nosaltres,nos
780,ihr::PRN,vosaltres,vos
781,sie::PRN,ells,ii
782,sie::PRN,ells,illi
783,sie::PRN,elles,ii
784,sie::PRN,elles,illi
785,was::FPRN,què,quid
786,wer::FPRN,qui,quis
787,wo::FADV,on,ubi
788,wohin::FADV,cap a on,quo
789,wie::FADV,com,quomodo
790,warum::FADV,per què,cur
791,wieviel::FNUM,quant,quantum
792,eins::NUM,u,unus
793,zwei::NUM,dos,duo
794,drei::NUM,tres,tres
795,vier::NUM,quatre,quattuor
796,fünf::NUM,cinc,quinque
797,sechs::NUM,sis,sex
798,sieben::NUM,set,septem
799,acht::NUM,vuit,octo
800,neun::NUM,nou,novem
801,zehn::NUM,deu,decem
802,elf::NUM,onze,undecim
803,zwölf::NUM,dotze,duodecim
804,zwanzig::NUM,vint,viginti
805,dreißig::NUM,trenta,triginta
806,vierzig::NUM,quaranta,quadraginta
807,fünfzig::NUM,cinquanta,quinquaginta
808,sechzig::NUM,seixanta,sexaginta
809,siebzig::NUM,setanta,septuaginta
810,achtzig::NUM,vuitanta,octoginta
811,neunzig::NUM,noranta,nonaginta
812,hundert::NUM,cent,centum
813,tausend::NUM,mil,mille
814,und::CNJ,i,et
815,und::CNJ,i,-que
816,oder::CNJ,o,vel
817,stehen::V,estar de peu,stare
818,sitzen::V,seure,sedere
819,liegen::V,jeure,iacere
820,hängen::V,penjar,pendere
821,werden::V,fer-se,fieri
822,werden::V,posar-se,fieri
823,passieren::V,succeir,accidere
824,beginnen::V,iniciar-se,incipere
825,enden::V,acabar-se,finem habere
826,enden::V,terminar-se,finem habere
827,wechseln::V,canviar,mutari
828,aufgehen[Sonne]::V,sortir,oriri
829,untergehen[Sonne]::V,posar-se,occidere
830,scheinen[Sonne]::V,brillar,lucere
831,donnern::V,tronar,tonare
832,wehen::V,bufar,flare
833,strömen::V,afluir,fluere
834,fließen::V,fluir,manare
835,sich drehen::V,girar,torqueri
836,schwanken::V,vacil·lar,vacillare
837,schwingen::V,oscil·lar,vibrare
838,fallen::V,caure,cadere
839,fallen::V,tombar,cadere
840,brennen::V,cremar,ardere
841,rauchen::V,fumejar,fumare
842,regnen::V,ploure,pluere
843,gefrieren::V,gelar-se,congelari
844,tauen::V,fondre's,rorare
845,schmelzen::V,fondre's,liquescere
846,trocknen::V,assecar-se,arescere
847,sieden::V,bullir,fervere
848,faulen::V,podrir-se,putescere
849,verfaulen::V,podrir-se,putescere
850,reißen::V,trencar-se,scindi
851,versinken::V,enfonsar-se,mergi
