,Concept_ID,tr,sk
151,Blatt::N,yaprak,list
152,Birke::N,huş,breza
153,Kiefer[Baum]::N,çam,sosna
154,Kiefer[Baum]::N,çam,borovica
155,Weide[Baum]::N,söğüt,vŕba
156,Tanne::N,çam,jedľa
157,Tanne::N,köknar,jedľa
158,Horn::N,boynuz,roh
159,Feder::N,tüy,pero
160,Fell::N,post,koža
161,Fell::N,post,kožušina
162,Flügel::N,kanat,krídlo
163,Klaue::N,pençe,paznecht
164,Kralle::N,tırnak,pazúr
165,Schwanz::N,kuyruk,chvost
166,Ei::N,yumurta,vajce
167,Ei::N,yumurta,vajíčko
168,Nest::N,yuva,hniezdo
169,Bau::N,in,nora
170,Tier::N,hayvan,zviera
171,Herde::N,sürü,stádo
172,Kuh::N,inek,krava
173,Bulle::N,boğa,býk
174,Pferd::N,at,kôň
175,Pferd::N,beygir,kôň
176,Schaf::N,koyun,ovca
177,Schwein::N,domuz,sviňa
178,Hund::N,it,pes
179,Hund::N,köpek,pes
180,Katze::N,kedi,mačka
181,Bär::N,ayı,medveď
182,Eichhörnchen::N,sincap,veverička
183,Elch::N,büyük kuzey geyiği,los
184,Fuchs::N,tilki,líška
185,Hase::N,tavşan,zajac
186,Maus::N,fare,myš
187,Maus::N,sıçan,myš
188,Wolf::N,kurt,vlk
189,Vogel::N,kuş,vták
190,Schwarm::N,sürü,roj
191,Huhn::N,tavuk,kurča
192,Huhn::N,tavuk,sliepka
193,Hahn::N,horoz,kohút
194,Gans::N,kaz,hus
195,Adler::N,kartal,orol
196,Adler::N,karakuş,orol
197,Ente::N,ördek,kačka
198,Ente::N,ördek,kačica
199,Eule::N,baykuş,sova
200,Kranich::N,turna,žeriav
201,Krähe::N,karga,vrana
202,Kuckuck::N,guguk,kukučka
203,Schwan::N,kuğu,labuť
204,Fisch::N,balık,ryba
205,Barsch::N,hani,ostriež
206,Barsch::N,levrek,ostriež
207,Hecht::N,turnabalığı,šťuka
208,Schlange[Tier]::N,yılan,had
209,Wurm::N,kurt,červ
210,Wurm::N,solucan,červ
211,Spinne::N,örümcek,pavúk
212,Ameise::N,karınca,mravec
213,Laus::N,bit,voš
214,Mücke::N,sivrisinek,komár
215,Fliege::N,sinek,mucha
216,Schmetterling::N,kelebek,motýľ
217,Beere::N,tane,bobuľa
218,Apfel::N,elma,jablko
219,Pilz::N,mantar,hríb
220,Zwiebel::N,soğan,cibuľa
221,Saat::N,ekin,osivo
222,Korn::N,tane,zrno
223,Heu::N,kuru ot,seno
224,Schale::N,kabuk,šupa
225,Schale::N,kabuk,škrupina
226,Grube::N,çukur,jama
227,Falle::N,tuzak,pasca
228,Falle::N,tuzak,klepec
229,Schlinge::N,ilmik,slučka
230,Spur::N,iz,stopa
231,Asche::N,kül,popol
232,Dreck::N,pislik,kal
233,Dreck::N,pislik,blato
234,Eisen::N,demir,železo
235,Gold::N,altın,zlato
236,Silber::N,gümüş,striebro
237,Kohle::N,kömür,uhlie
238,Glas::N,cam,sklo
239,Lehm::N,balçık,íl
240,Lehm::N,balçık,hlina
241,Sand::N,kum,piesok
242,Mensch::N,insan,človek
243,Mann::N,adam,muž
244,Mann::N,adam,chlap
245,Mann::N,erkek,muž
246,Mann::N,erkek,chlap
247,Frau::N,bayan,žena
248,Kind::N,çocuk,dieťa
249,Junge::N,erkek çocuk,chlapec
250,Mädchen::N,kız,dievka
251,Familie::N,aile,rodina
252,Großvater::N,dede,dedo
253,Großvater::N,dede,starý otec
254,Großvater::N,büyükbaba,dedo
255,Großvater::N,büyükbaba,starý otec
256,Großmutter::N,nine,babička
257,Großmutter::N,nine,stará mať
258,Großmutter::N,büyükanne,babička
259,Großmutter::N,büyükanne,stará mať
260,Eltern::N,ebeveyn,rodičia
261,Eltern::N,ana baba,rodičia
262,Vater::N,ata,otec
263,Vater::N,baba,otec
264,Mutter::N,ana,mať
265,Mutter::N,ana,matka
266,Mutter::N,anne,mať
267,Mutter::N,anne,matka
268,Sohn::N,oğul,syn
269,Tochter::N,kız,dcéra
270,Tochter::N,kız evlât,dcéra
271,Bruder::N,abi,brat
272,Bruder::N,erkek kardeş,brat
273,Schwester::N,abla,sestra
274,Schwester::N,kız kardeş,sestra
275,Onkel::N,dayı,ujo
276,Onkel::N,dayı,strýko
277,Tante::N,hala,teta
278,Tante::N,hala,tetka
279,Tante::N,teyze,teta
280,Tante::N,teyze,tetka
281,Ehemann::N,koca,muž
282,Ehemann::N,koca,manžel
283,Ehefrau::N,karı,žena
284,Ehefrau::N,karı,manželka
285,Freude::N,neşe,radosť
286,Freude::N,sevinç,radosť
287,Gelächter::N,gülme,smiech
288,Gelächter::N,kahkaha,smiech
289,Glück::N,mutluluk,šťastie
290,Kummer::N,dert,žiaľ
291,Kummer::N,dert,zármutok
292,Kummer::N,keder,žiaľ
293,Kummer::N,keder,zármutok
294,Wunsch::N,arzu,prianie
295,Wunsch::N,istek,prianie
296,Lust::N,arzu,chuť
297,Lust::N,heves,chuť
298,Geist::N,tin,duch
299,Gedanke::N,fikir,myšlienka
300,Gedanke::N,düşünce,myšlienka
301,Gedächtnis::N,bellek,pamäť
302,Verstand::N,zekâ,rozum
303,Sinn::N,anlam,zmysel
304,Grund::N,sebep,dôvod
305,Grund::N,sebep,príčina
306,Wahrheit::N,doğruluk,pravda
307,Wahrheit::N,gerçeklik,pravda
308,Gespräch::N,görüşme,reč
309,Gespräch::N,görüşme,rozhovor
310,Märchen::N,masal,rozprávka
311,Erzählung::N,öykü,poviedka
312,Erzählung::N,hikâye,poviedka
313,Nachricht::N,haber,správa
314,Neuigkeit::N,haber,novinka
315,Name::N,ad,meno
316,Name::N,isim,meno
317,Rätsel::N,bilmece,záhada
318,Rätsel::N,bilmece,hádanka
319,Rede::N,söylev,reč
320,Rede::N,konuşma,reč
321,Sprache::N,dil,reč
322,Sprache::N,dil,jazyk
323,Sprache::N,lisan,reč
324,Sprache::N,lisan,jazyk
325,Stimme::N,ses,hlas
326,Wort::N,kelime,slovo
327,Zeichen::N,işaret,znak
328,Ruf::N,çağırma,volanie
329,Ruf::N,çağırma,zavolanie
330,Lärm::N,şamata,hluk
331,Lärm::N,şamata,hurhaj
332,Lärm::N,gürültü,hluk
333,Lärm::N,gürültü,hurhaj
334,Laut::N,ses,zvuk
335,Ton::N,ses,tón
336,Ton::N,ses,zvuk
337,Lied::N,türkü,pieseň
338,Ruhe::N,sakinlik,pokoj
339,Leute::N,halk,ľudia
340,Leute::N,insanlar,ľudia
341,Volk::N,ulus,ľud
342,Volk::N,ulus,národ
343,Volk::N,millet,ľud
344,Volk::N,millet,národ
345,Arbeit::N,iş,práca
346,Arbeit::N,iş,robota
347,Arbeit::N,çalışma,práca
348,Arbeit::N,çalışma,robota
349,Gast::N,konuk,hosť
350,Gast::N,misafir,hosť
351,Geschenk::N,hediye,dar
352,Geschenk::N,armağan,dar
353,Spiel::N,oyun,hra
354,Gesellschaft::N,çevre,spoločnosť
355,Gesellschaft::N,arkadaşlık,spoločnosť
356,Hilfe::N,yardım,pomoc
357,Freund::N,dost,priateľ
358,Freund::N,arkadaş,priateľ
359,Kamerad::N,arkadaş,kamarát
360,Angelegenheit::N,iş,vec
361,Angelegenheit::N,iş,záležitosť
362,Angelegenheit::N,husus,vec
363,Angelegenheit::N,husus,záležitosť
364,Anzahl::N,sayı,počet
365,Anzahl::N,sayı,množstvo
366,Art::N,çeşit,druh
367,Stück::N,tane,kus
368,Stück::N,tane,kúsok
369,Stück::N,parça,kus
370,Stück::N,parça,kúsok
371,Teil::N,kısım,časť
372,Hälfte::N,yarı,polka
373,Hälfte::N,yarı,polovica
374,Kreis::N,daire,kruh
375,Kreuz::N,haç,kríž
376,Linie::N,hat,línia
377,Linie::N,çizgi,línia
378,Strich::N,çizgi,čiara
379,Abstand::N,aralık,vzdialenosť
380,Entfernung::N,mesafe,vzdialenosť
381,Entfernung::N,uzaklık,vzdialenosť
382,Gegend::N,yöre,kraj
383,Gegend::N,yöre,krajina
384,Platz::N,yer,miesto
385,Ort::N,yer,miesto
386,Seite::N,yan,bok
387,Seite::N,yan,strana
388,Seite::N,taraf,bok
389,Seite::N,taraf,strana
390,Mitte::N,orta,stred
391,Mitte::N,merkez,stred
392,Gegenstand::N,şey,predmet
393,Sache::N,iş,vec
394,Sache::N,şey,vec
395,Rand::N,kenar,kraj
396,Rand::N,kenar,okraj
397,Kante::N,kenar,hrana
398,Ecke::N,köşe,roh
399,Spitze::N,uç,hrot
400,Spitze::N,uç,špička
401,Spitze::N,baş,hrot
402,Spitze::N,baş,špička
403,Ende::N,uç,koniec
404,Loch::N,oyuk,diera
405,Loch::N,delik,diera
406,Winkel::N,köşe,kút
407,Muster::N,örnek,vzor
408,Muster::N,örnek,vzorka
409,Größe::N,büyüklük,veľkosť
410,Länge::N,uzunluk,dĺžka
411,Höhe::N,yükseklik,výška
412,Gewicht::N,ağırlık,váha
413,Menge::N,miktar,množstvo
414,Haufen::N,küme,hŕba
415,Haufen::N,yığın,hŕba
416,Reihe::N,sıra,rad
417,Boot::N,kayık,čln
418,Boot::N,sandal,čln
419,Ruder::N,kürek,veslo
420,Schlitten::N,kızak,sane
421,Ski::N,kayak,lyža
422,Lagerfeuer::N,kamp ateşi,táborák
423,Last::N,yük,ťarcha
424,Last::N,yük,bremeno
425,Gang::N,gidiş,chôdza
426,Gang::N,yürüyüş,chôdza
427,Schritt::N,adım,krok
428,Norden::N,kuzey,sever
429,Süden::N,güney,juh
430,Westen::N,batı,západ
431,Osten::N,doğu,východ
432,Holz::N,ağaç,drevo
433,Holz::N,tahta,drevo
434,Brett::N,tahta,doska
435,Platte::N,levha,doska
436,Platte::N,levha,platňa
437,Stütze::N,dayak,opora
438,Stütze::N,destek,opora
439,Stange::N,çubuk,tyč
440,Stock::N,sopa,palica
441,Stock::N,değnek,palica
442,Stab::N,sırık,palica
443,Stab::N,baston,palica
444,Rohr::N,boru,rúra
445,Haus::N,ev,dom
446,Heim::N,ev,domov
447,Heim::N,yurt,domov
448,Ofen::N,soba,pec
449,Ofen::N,soba,kachle
450,Fußboden::N,taban,dlážka
451,Fußboden::N,taban,podlaha
452,Fußboden::N,döşeme,dlážka
453,Fußboden::N,döşeme,podlaha
454,Tisch::N,masa,stôl
455,Stuhl::N,iskemle,stolička
456,Stuhl::N,sandalye,stolička
457,Wiege::N,beşik,kolíska
458,Bett::N,yatak,lôžko
459,Bett::N,yatak,posteľ
460,Regal::N,raf,regál
461,Regal::N,raf,polica
462,Kiste::N,sandık,debna
463,Fenster::N,pencere,okno
464,Fenster::N,pencere,oblok
465,Tür::N,kapı,dvere
466,Tor::N,kapı,vráta
467,Zaun::N,çit,plot
468,Zaun::N,çit,ohrada
469,Dach::N,dam,krov
470,Dach::N,dam,strecha
471,Dach::N,çatı,krov
472,Dach::N,çatı,strecha
473,Leiter::N,merdiven,rebrík
474,Leiter::N,merdiven,rebrina
475,Besen::N,süpürge,metla
476,Spaten::N,bel,rýľ
477,Schaufel::N,kürek,lopata
478,Gabel::N,çatal,vidlička
479,Löffel::N,kaşık,lyžica
480,Messer::N,bıçak,nôž
481,Nagel::N,çivi,klinec
482,Netz::N,ağ,sieť
483,Haken::N,çengel,hák
484,Haken::N,çengel,háčik
485,Griff::N,kulp,rukoväť
486,Griff::N,tutamak,rukoväť
487,Schloss::N,kilit,zámka
488,Bild::N,imaj,obraz
489,Bild::N,resim,obraz
490,Figur::N,şekil,figúra
491,Figur::N,heykel,figúra
492,Puppe::N,kukla,bábka
493,Puppe::N,kukla,bábika
494,Beutel::N,kese,vrece
495,Beutel::N,kese,vrecko
496,Beutel::N,torba,vrece
497,Beutel::N,torba,vrecko
498,Bündel::N,deste,uzlík
499,Bündel::N,deste,zväzok
500,Tasche::N,çanta,taška
501,Tasche::N,çanta,kabelka
502,Eimer::N,kova,vedro
503,Deckel::N,kapak,vrchnák
504,Deckel::N,kapak,pokrývka
505,Geschirr::N,kap kacak,nádoba
506,Sack::N,torba,mech
507,Sack::N,torba,vrece
508,Tasse::N,fincan,šálka
509,Topf::N,tencere,hrniec
510,Kessel::N,kazan,kotol
511,Essen::N,yemek,jedlo
512,Nahrung::N,gıda,strava
513,Nahrung::N,gıda,potrava
514,Nahrung::N,besin,strava
515,Nahrung::N,besin,potrava
516,Speise::N,yemek,jedlo
517,Fleisch::N,et,mäso
518,Getreide::N,tahıl,obilie
519,Getreide::N,hububat,obilie
520,Brei::N,ezme,kaša
521,Brot::N,ekmek,chlieb
522,Scheibe::N,dilim,kotúč
523,Scheibe::N,dilim,krajec
524,Fett::N,yağ,tuk
525,Fett::N,yağ,masť
526,Butter::N,tereyağı,maslo
527,Öl::N,yağ,olej
528,Öl::N,akar yağ,olej
529,Salz::N,tuz,soľ
530,Suppe::N,çorba,polievka
531,Honig::N,bal,med
532,Milch::N,süt,mlieko
533,Tee::N,çay,čaj
534,Leder::N,deri,koža
535,Leder::N,meşin,koža
536,Wolle::N,yün,vlna
537,Stoff::N,kumaş,súkno
538,Nadel::N,iğne,ihla
539,Faden::N,tire,niť
540,Faden::N,tire,vlákno
541,Faden::N,iplik,niť
542,Faden::N,iplik,vlákno
543,Knopf::N,düğme,gombík
544,Knoten::N,düğüm,uzol
545,Farbe::N,boya,farba
546,Kleidung::N,giyim,šaty
547,Kleidung::N,giyim,šatstvo
548,Hemd::N,gömlek,košeľa
549,Kragen::N,yaka,golier
550,Ärmel::N,yen,rukáv
551,Ärmel::N,elbise kolu,rukáv
552,Hose::N,pantolon,nohavice
553,Gürtel::N,kuşak,pás
554,Gürtel::N,kuşak,opasok
555,Mütze::N,bere,čiapka
556,Mütze::N,kasket,čiapka
557,Schuh::N,kundura,obuv
558,Schuh::N,kundura,topánka
559,Schuh::N,ayakkabı,obuv
560,Schuh::N,ayakkabı,topánka
561,Stiefel::N,çizme,čižma
562,Ring::N,yüzük,prsteň
563,Band::N,bağ,stuha
564,Band::N,şerit,stuha
565,Kamm::N,tarak,hrebeň
566,Spiegel::N,ayna,zrkadlo
567,Riemen::N,kayış,remeň
568,Schnur::N,ip,šnúra
569,Schnur::N,sicim,šnúra
570,Leine::N,kayış,vodidlo
571,Decke::N,örtü,deka
572,Decke::N,örtü,prikrývka
573,Decke::N,yorgan,deka
574,Decke::N,yorgan,prikrývka
575,Kissen::N,yastık,poduška
576,Tuch::N,bez,šatka
577,Handtuch::N,havlu,uterák
578,Kraft::N,güç,moc
579,Kraft::N,kuvvet,moc
580,Stärke::N,kuvvet,sila
581,Gesundheit::N,sağlık,zdravie
582,Krankheit::N,hastalık,nemoc
583,Krankheit::N,hastalık,choroba
584,Schmerz::N,ağrı,bolesť
585,Schmerz::N,sancı,bolesť
586,Wunde::N,yara,rana
587,Fieber::N,ateş,horúčka
588,Arznei::N,ilâç,liek
589,Brücke::N,köprü,most
590,Brunnen::N,kuyu,studňa
591,Brunnen::N,çeşme,studňa
592,Weide::N,otlak,pastva
593,Pfad::N,patika,chodník
594,Pfad::N,keçiyolu,chodník
595,Weg::N,yol,cesta
596,Straße::N,yol,hradská
597,Straße::N,cadde,hradská
598,Dorf::N,köy,dedina
599,Stadt::N,kent,mesto
600,Stadt::N,şehir,mesto
601,Brief::N,mektup,list
602,Buch::N,kitap,kniha
603,Buchstabe::N,harf,litera
604,Buchstabe::N,harf,písmeno
605,Zeitung::N,gazete,noviny
606,Leben::N,hayat,život
607,Tod::N,ölüm,smrť
608,Grab::N,kabir,hrob
609,Kirche::N,kilise,kostol
610,Sünde::N,günah,hriech
611,Gott::N,tanrı,boh
612,Arbeiter::N,işçi,robotník
613,Arbeiter::N,işçi,pracnovík
614,Chef::N,şef,šéf
615,Chef::N,şef,riaditeľ
616,Chef::N,müdür,šéf
617,Chef::N,müdür,riaditeľ
618,Meister::N,usta,majster
619,Arzt::N,hekim,lekár
620,Arzt::N,doktor,lekár
621,Lehrer::N,hoca,učiteľ
622,Lehrer::N,öğretmen,učiteľ
623,Geld::N,para,peniaze
624,Geschäft::N,ticaret,obchod
625,Laden::N,dükkân,obchod
626,Preis::N,fiyat,cena
627,Ware::N,mal,tovar
628,Nutzen::N,fayda,osoh
629,Nutzen::N,fayda,úžitok
630,Reichtum::N,servet,bohatstvo
631,Reichtum::N,zenginlik,bohatstvo
632,Welt::N,dünya,svet
633,Land::N,ülke,územie
634,Land::N,ülke,krajina
635,Staat::N,devlet,štát
636,König::N,kral,kráľ
637,Macht::N,kudret,moc
638,Macht::N,kudret,mocnosť
639,Macht::N,iktidar,moc
640,Macht::N,iktidar,mocnosť
641,Grenze::N,had,hranica
642,Grenze::N,sınır,hranica
643,Krieg::N,savaş,vojna
644,Feind::N,düşman,nepriateľ
645,Gewalt::N,zor,násilie
646,Gewalt::N,cebir,násilie
647,Kampf::N,savaş,boj
648,Bogen[Waffe]::N,yay,luk
649,Pfeil::N,ok,šíp
650,Pfeil::N,ok,strela
651,Gewehr::N,tüfek,puška
652,Fehler::N,hata,omyl
653,Fehler::N,hata,chyba
654,Fehler::N,yanlış,omyl
655,Fehler::N,yanlış,chyba
656,Lüge::N,yalan,lož
657,Schaden::N,zarar,ujma
658,Schaden::N,zarar,škoda
659,Unglück::N,felâket,nešťastie
660,Unglück::N,talihsizlik,nešťastie
661,Schuld::N,suç,vina
662,Schuld::N,suç,previnenie
663,Schuld::N,kabahat,vina
664,Schuld::N,kabahat,previnenie
665,Alter::N,yaş,vek
666,Schluss::N,son,záver
667,Schluss::N,son,koniec
668,Zeit::N,zaman,čas
669,Tag::N,gün,deň
670,Morgen::N,sabah,ráno
671,Mittag::N,öğle,poludnie
672,Abend::N,akşam,večer
673,Nacht::N,gece,noc
674,Woche::N,hafta,týždeň
675,Monat::N,ay,mesiac
676,Jahr::N,yıl,rok
677,Jahr::N,sene,rok
678,Frühling::N,ilkbahar,jar
679,Sommer::N,yaz,leto
680,Herbst::N,güz,jeseň
681,Herbst::N,sonbahar,jeseň
682,Winter::N,kış,zima
683,Januar::N,ocak,január
684,Februar::N,şubat,február
685,März::N,mart,marec
686,April::N,nisan,apríl
687,Mai::N,mayıs,máj
688,Juni::N,haziran,jún
689,Juli::N,temmuz,júl
690,August::N,ağustos,august
691,September::N,eylül,september
692,Oktober::N,ekim,október
693,November::N,kasım,november
694,Dezember::N,aralık,december
695,Montag::N,pazartesi,pondelok
696,Dienstag::N,salı,utorok
697,Mittwoch::N,çarşamba,streda
698,Donnerstag::N,perşembe,štvrtok
699,Freitag::N,cuma,piatok
700,Samstag::N,cumartesi,sobota
701,Sonntag::N,pazar,nedeľa
702,groß::A,büyük,veľký
703,klein::A,ufak,malý
704,klein::A,küçük,malý
705,lang::A,uzun,dlhý
706,kurz::A,kısa,krátky
707,breit::A,enli,široký
708,breit::A,geniş,široký
709,schmal::A,dar,úzky
710,dicht::A,sık,hustý
711,dicht::A,yoğun,hustý
712,dick[Gegenstand]::A,kalın,tlstý
713,dick[Gegenstand]::A,iri,tlstý
714,dünn::A,ince,tenký
715,fein::A,ince,jemný
716,fein::A,narin,jemný
717,fest::A,sabit,pevný
718,fest::A,sağlam,pevný
719,flach::A,düz,rovný
720,flach::A,düz,plochý
721,flach::A,yassı,rovný
722,flach::A,yassı,plochý
723,glatt::A,düz,hladký
724,hart::A,katı,tvrdý
725,weich::A,yumuşak,mäkký
726,rund::A,yuvarlak,guľatý
727,rund::A,yuvarlak,okrúhly
728,spitz::A,sivri,končitý
729,scharf::A,keskin,ostrý
730,stumpf::A,kör,tupý
731,schwer::A,ağır,ťažký
732,schön::A,güzel,pekný
733,schön::A,güzel,krásny
734,heiß::A,kızgın,horúci
735,warm::A,sıcak,teplý
736,kalt::A,soğuk,studený
737,kühl::A,serin,chladný
738,frisch::A,taze,svieži
739,feucht::A,nemli,vlhký
740,feucht::A,nemli,zvlhnutý
741,feucht::A,rutubetli,vlhký
742,feucht::A,rutubetli,zvlhnutý
743,nass::A,yaş,mokrý
744,nass::A,ıslak,mokrý
745,trocken::A,kuru,suchý
746,voll::A,dolu,plný
747,voll::A,dolmuş,plný
748,leer::A,boş,prázdny
749,offen::A,açık,otvorený
750,geschlossen::A,kapalı,zavretý
751,sauber::A,pak,čistý
752,sauber::A,temiz,čistý
753,schmutzig::A,pis,špinavý
754,schmutzig::A,kirli,špinavý
755,roh::A,çiğ,surový
756,reif::A,olgun,zrelý
757,lecker::A,lezzetli,chutný
758,süß::A,tatlı,sladký
759,süß::A,şekerli,sladký
760,bitter::A,acı,horký
761,sauer::A,ekşi,kyslý
762,hell::A,aydınlık,jasný
763,hell::A,aydınlık,svetlý
764,dunkel::A,karanlık,temný
765,schwarz::A,kara,čierny
766,schwarz::A,siyah,čierny
767,weiß::A,ak,biely
768,weiß::A,beyaz,biely
769,rot::A,kırmızı,červený
770,gelb::A,sarı,žltý
771,blau::A,mavi,modrý
772,blau::A,mavi,belasý
773,grün::A,yeşil,zelený
774,grau::A,boz,šedý
775,bunt::A,renkli,pestrý
776,billig::A,ucuz,lacný
777,teuer::A,pahalı,drahý
778,wertvoll::A,değerli,cenný
779,blind::A,kör,slepý
780,taub::A,sağır,hluchý
781,kräftig::A,dinç,silný
782,kräftig::A,kuvvetli,silný
783,stark::A,güçlü,silný
784,stark::A,kuvvetli,silný
785,schwach::A,zayıf,slabý
786,schwach::A,zayıf,bezvládny
787,schwach::A,güçsüz,slabý
788,schwach::A,güçsüz,bezvládny
789,fett::A,şişman,tučný
790,schlank::A,narin,štíhly
791,hübsch::A,güzel,šumný
792,hübsch::A,güzel,švárny
793,hübsch::A,sevimli,šumný
794,hübsch::A,sevimli,švárny
795,böse::A,kötü,zlý
796,dumm::A,aptal,hlúpy
797,faul::A,tembel,lenivý
798,fleißig::A,çalışkan,snaživý
799,fleißig::A,çalışkan,usilovný
800,geizig::A,cimri,skupý
801,geizig::A,cimri,lakomý
802,klug::A,zekî,múdry
803,klug::A,zekî,bystrý
804,klug::A,akıllı,múdry
805,klug::A,akıllı,bystrý
806,geschickt::A,becerikli,zručný
807,geschickt::A,becerikli,šikovný
808,lieb::A,sevimli,milý
809,lustig::A,neşeli,veselý
810,sanft::A,nazik,nežný
811,hungrig::A,aç,lačný
812,hungrig::A,aç,hladný
813,krank::A,hasta,chorý
814,krank::A,hasta,nemocný
815,krank::A,rahatsız,chorý
816,krank::A,rahatsız,nemocný
817,nackt::A,çıplak,nahý
818,traurig::A,kederli,smutný
819,traurig::A,üzüntülü,smutný
820,lebendig::A,canlı,živý
821,gut::A,iyi,dobrý
822,schlecht::A,kötü,zlý
823,richtig::A,doğru,správny
824,schlimm::A,kötü,zlý
825,schlimm::A,kötü,nepríjemný
826,wahr::A,doğru,pravý
827,wahr::A,doğru,pravdivý
