,Concept_ID,uk,ps
97,Schaum::N,піна,ځګ
98,Schmutz::N,бруд,ناپاکي
99,See::N,озеро,جهیل
100,Sumpf::N,драговина,جبه
101,Moor::N,болото,جبه
102,Wiese::N,луг,چمن
103,Wiese::N,луг,شنېلی
104,Wiese::N,лука,چمن
105,Wiese::N,лука,شنېلی
106,Wald::N,ліс,ځنګل
107,Hügel::N,горб,تپه
108,Anhöhe::N,височина,غونډۍ
109,Berg::N,гора,غ‍‍‍‍‍ر
110,Gipfel::N,вершина,څوکه
111,Höhle::N,печера,کاز
112,Abhang::N,схил,لمن
113,Quelle::N,джерело,چینه
114,Bach::N,струмок,واله
115,Fluss::N,річка,سیند
116,Ufer::N,берег,غاړه
117,Küste::N,узбережжя,ساحل
118,Festland::N,суша,وچه
119,Meer::N,море,بحر
120,Meer::N,море,سمندر
121,Bucht::N,бухта,کارۍ
122,Bucht::N,затока,کارۍ
123,Insel::N,острів,ټاپو
124,Insel::N,острів,جزيره
125,Blume::N,квітка,ګل
126,Gras::N,трава,واښه
127,Wurzel::N,корінь,ریښه
128,Baum::N,дерево,ونه
129,Stamm::N,стовбур,ډډ
130,Rinde::N,кора,پوستکی
131,Ast::N,гілка,ښاخ
132,Zweig::N,галузь,څانګه
133,Blatt::N,лист,پاڼه
134,Birke::N,береза,توس
135,Kiefer[Baum]::N,сосна,نښتر
136,Weide[Baum]::N,верба,وله
137,Tanne::N,ялиця,ناجو
138,Horn::N,ріг,ښکر
139,Feder::N,перо,بڼکه
140,Fell::N,хутро,پوستکی
141,Flügel::N,крило,وزر
142,Klaue::N,кіготь,پنجه
143,Klaue::N,кіготь,منګول
144,Kralle::N,лапа,پنجه
145,Kralle::N,лапа,منګول
146,Schwanz::N,хвіст,لکۍ
147,Ei::N,яйце,وۍ
148,Ei::N,яйце,هګۍ
149,Nest::N,гніздо,جاله
150,Bau::N,лігво,کاز
151,Tier::N,тварина,ژوی
152,Tier::N,тварина,حیوان
153,Herde::N,стадо,رمه
154,Herde::N,стадо,غېله
155,Kuh::N,корова,غوا
156,Bulle::N,бик,غوئی
157,Bulle::N,бугай,غوئی
158,Pferd::N,кінь,آس
159,Schaf::N,вівця,پسه
160,Schwein::N,свиня,سرکوزی
161,Hund::N,собака,سپی
162,Katze::N,кішка,پشه
163,Bär::N,ведмідь,خرس
164,Eichhörnchen::N,білка,خړ لمی
165,Elch::N,лось,ګوزن
166,Fuchs::N,лисиця,سپلم
167,Hase::N,заєць,سوی
168,Maus::N,миша,مږک
169,Wolf::N,вовк,لېوه
170,Vogel::N,птах,مرغه
171,Schwarm::N,зграя,سېل
172,Huhn::N,курка,چرګه
173,Hahn::N,півень,چرګ
174,Gans::N,гуска,بته
175,Adler::N,орел,عقاب
176,Ente::N,качка,ایلۍ
177,Eule::N,сова,ګونګی
178,Kranich::N,журавель,کلنګ
179,Krähe::N,ворона,کارغه
180,Kuckuck::N,зозуля,فاخته
181,Schwan::N,лебідь,قو
182,Fisch::N,риба,کب
183,Fisch::N,риба,ماهی
184,Barsch::N,окунь,
185,Hecht::N,щука,
186,Schlange[Tier]::N,змія,مار
187,Wurm::N,черв’як,چینجی
188,Spinne::N,павук,غڼه
189,Spinne::N,павук,تارکښ
190,Ameise::N,мурашка,مېږی
191,Laus::N,воша,سپږه
192,Mücke::N,комар,ماشی
193,Fliege::N,муха,مچ
194,Schmetterling::N,метелик,پتنګ
195,Beere::N,ягода,مېوۍ
196,Apfel::N,яблуко,مڼه
197,Pilz::N,гриб,خرېړی
198,Zwiebel::N,цибуля,پیاز
199,Saat::N,сім’я,تخم
200,Korn::N,зерно,تخم
201,Korn::N,зерно,دانه
202,Heu::N,сіно,بوس
203,Heu::N,сіно,پروړه
204,Schale::N,шкірка,پوستکی
205,Grube::N,яма,کنده
206,Falle::N,пастка,دام
207,Falle::N,пастка,لومه
208,Schlinge::N,петля,کړۍ
209,Spur::N,слід,نښه
210,Asche::N,зола,آس
211,Asche::N,зола,ایره
212,Asche::N,попіл,آس
213,Asche::N,попіл,ایره
214,Dreck::N,бруд,ناپاکي
215,Eisen::N,залізо,اوسپنه
216,Gold::N,золото,سره زر
217,Silber::N,срібло,نقره
218,Silber::N,срібло,سپین زر
219,Kohle::N,вугілля,سکور
220,Kohle::N,вугілля,سکاره
221,Glas::N,скло,ښيښه
222,Lehm::N,глина,خټه
223,Sand::N,пісок,شګه
224,Mensch::N,людина,انسان
225,Mann::N,чоловік,سړی
226,Mann::N,чоловік,نارینه
227,Frau::N,жінка,ښځه
228,Kind::N,дитина,بچی
229,Kind::N,дитина,ماشوم
230,Junge::N,хлопець,هلک
231,Mädchen::N,дівчина,نجلۍ
232,Familie::N,сім’я,کورنۍ
233,Familie::N,родина,کورنۍ
234,Großvater::N,дідусь,بابا
235,Großmutter::N,бабуся,انا
236,Eltern::N,батьки,مور او پلار
237,Vater::N,батько,پلار
238,Mutter::N,мати,مور
239,Sohn::N,син,زوی
240,Tochter::N,дочка,لور
241,Bruder::N,брат,ورور
242,Schwester::N,сестра,خور
243,Onkel::N,дядько,تره
244,Onkel::N,дядько,ماما
245,Tante::N,тітка,خاله
246,Ehemann::N,чоловік,مېړه
247,Ehefrau::N,жінка,مېرمن
248,Ehefrau::N,дружина,مېرمن
249,Freude::N,радощі,خوشحالي
250,Gelächter::N,сміх,خندا
251,Glück::N,щастя,بخت
252,Kummer::N,горе,غم
253,Wunsch::N,бажання,هيله
254,Wunsch::N,бажання,غوښتنه
255,Lust::N,бажання,شوق
256,Lust::N,бажання,مینه
257,Geist::N,дух,روح
258,Gedanke::N,думка,فکر
259,Gedächtnis::N,пам’ять,یاد
260,Gedächtnis::N,пам’ять,حافظه
261,Verstand::N,розум,عقل
262,Verstand::N,розум,شعور
263,Sinn::N,зміст,معنی
264,Sinn::N,значення,معنی
265,Grund::N,причина,علت
266,Grund::N,причина,اساس
267,Wahrheit::N,правда,حقیقت
268,Gespräch::N,розмова,مرکه
269,Gespräch::N,розмова,خبرې اترې
270,Märchen::N,байка,افسانه
271,Erzählung::N,повість,قصه
272,Erzählung::N,повість,کیسه
273,Erzählung::N,оповідання,قصه
274,Erzählung::N,оповідання,کیسه
275,Nachricht::N,повідомлення,خبر
276,Neuigkeit::N,новина,نوی خبر
277,Name::N,ім’я,نوم
278,Rätsel::N,загадка,کیسۍ
279,Rätsel::N,загадка,چیستان
280,Rede::N,промова,وینا
281,Sprache::N,мова,ژبه
282,Stimme::N,голос,غږ
283,Stimme::N,голос,اواز
284,Wort::N,слово,لغت
285,Wort::N,слово,کلمه
286,Zeichen::N,знак,نښه
287,Zeichen::N,знак,اشاره
288,Ruf::N,оклик,ږغ
289,Ruf::N,оклик,بلنه
290,Lärm::N,шум,غالمغال
291,Laut::N,звук,ږغ
292,Ton::N,тон,اواز
293,Lied::N,пісня,غزله
294,Lied::N,пісня,سندره
295,Ruhe::N,спокій,ارامي
296,Leute::N,люди,خلک
297,Volk::N,народ,ولس
298,Arbeit::N,робота,کار
299,Gast::N,гість,مېلمه
300,Geschenk::N,подарунок,تحفه
301,Geschenk::N,подарунок,سوغات
302,Spiel::N,гра,لوبه
303,Gesellschaft::N,товариство,ډله
304,Hilfe::N,допомога,کومک
305,Hilfe::N,допомога,مرسته
306,Freund::N,друг,ملګری
307,Freund::N,приятель,ملګری
308,Kamerad::N,товариш,انډيوال
309,Angelegenheit::N,справа,موضوع
310,Anzahl::N,число,شمېر
311,Anzahl::N,число,تعداد
312,Art::N,рід,ډول
313,Stück::N,кусок,ټوټه
314,Teil::N,частина,برخه
315,Hälfte::N,половина,نیم
316,Kreis::N,круг,دایره
317,Kreis::N,коло,دایره
318,Kreuz::N,хрест,صلیب
319,Linie::N,лінія,خط
320,Linie::N,лінія,لیکه
321,Strich::N,штрих,کرښه
322,Abstand::N,проміжок,فاصله
323,Entfernung::N,відстань,واټن
324,Gegend::N,місцевість,سیمه
325,Gegend::N,місцевість,منطقه
326,Platz::N,площа,ځای
327,Ort::N,місце,ځای
328,Seite::N,сторона,مخ
329,Seite::N,сторона,اړخ
330,Mitte::N,середина,وسط
331,Mitte::N,середина,مینځ
332,Gegenstand::N,предмет,شی
333,Sache::N,річ,شی
334,Sache::N,річ,څيز
335,Rand::N,край,څنډه
336,Rand::N,край,کناره
337,Kante::N,ребро,اړخ
338,Ecke::N,ріг,ګوټ
339,Spitze::N,кінчик,څوکه
340,Ende::N,кінець,څوکه
341,Loch::N,діра,سوری
342,Winkel::N,куток,کنج
343,Winkel::N,куток,کوتی
344,Muster::N,узор,نمونه
345,Größe::N,розмір,قد
346,Größe::N,розмір,لويوالی
347,Länge::N,довжина,طول
348,Länge::N,довжина,اوږد والی
349,Höhe::N,висота,جګوالی
350,Gewicht::N,вага,وزن
351,Menge::N,кількість,اندازه
352,Haufen::N,купа,کوټه
353,Reihe::N,ряд,صف
354,Reihe::N,ряд,کتار
355,Boot::N,човен,قايق
356,Ruder::N,весло,چپه
357,Schlitten::N,сани,ښویېدونی
358,Ski::N,лижа,سکي
359,Lagerfeuer::N,вогнище,اور
360,Last::N,тягар,بار
361,Last::N,тягар,پېټی
362,Last::N,вантаж,بار
363,Last::N,вантаж,پېټی
364,Gang::N,хід,تګ
365,Schritt::N,крок,ګام
366,Norden::N,північ,شمال
367,Süden::N,південь,سوېل
368,Westen::N,захід,لوېدېځ
369,Osten::N,схід,شرق
370,Osten::N,схід,ختیځ
371,Holz::N,дрова,لرګی
372,Brett::N,дошка,تخته
373,Platte::N,плита,تخته
374,Stütze::N,підпірка,تکیوان
375,Stange::N,жердина,ډاګه
376,Stock::N,палиця,لرګی
377,Stab::N,палиця,چيخله
378,Rohr::N,труба,نل
379,Haus::N,дім,کور
380,Haus::N,хата,کور
381,Heim::N,житло,کور
382,Ofen::N,піч,تودنۍ
383,Fußboden::N,підлога,غولی
384,Tisch::N,стіл,مېز
385,Stuhl::N,стілець,چوکۍ
386,Wiege::N,колиска,زانګو
387,Bett::N,ліжко,کټ
388,Bett::N,ліжко,چپرکټ
389,Bett::N,постіль,کټ
390,Bett::N,постіль,چپرکټ
391,Regal::N,полиця,تاخچۍ
392,Kiste::N,ящик,صندوق
393,Fenster::N,вікно,کړکۍ
394,Tür::N,двері,دروازه
395,Tor::N,ворота,دروازه
396,Zaun::N,паркан,کټاره
397,Zaun::N,огорожа,کټاره
398,Dach::N,дах,بام
399,Leiter::N,драбина,زينه
400,Besen::N,мітла,جارو
401,Spaten::N,заступ,یوم
402,Schaufel::N,совок,بېلچه
403,Schaufel::N,лопата,بېلچه
404,Gabel::N,виделка,پنجه
405,Löffel::N,ложка,کاشوغه
406,Messer::N,ніж,چاقو
407,Nagel::N,цвях,ميخ
408,Netz::N,сіть,جال
409,Haken::N,крюк,څنګک
410,Griff::N,ручка,لاستی
411,Griff::N,держак,لاستی
412,Schloss::N,замок,کلپ
413,Bild::N,картина,رسم
414,Figur::N,фігура,قدوقامت
415,Puppe::N,лялька,ګوډۍ
416,Beutel::N,мішечок,کڅوړه
417,Beutel::N,торбинка,کڅوړه
418,Bündel::N,в’язка,دسته
419,Tasche::N,сумка,بکس
420,Tasche::N,сумка,توبره
421,Eimer::N,відро,سطل
422,Deckel::N,кришка,سرپوښ
423,Geschirr::N,посуд,لوښی
424,Sack::N,мішок,جوال
425,Tasse::N,чашка,پیاله
426,Topf::N,горщик,دېګی
427,Kessel::N,котел,دېګ
428,Essen::N,їжа,خوراک
429,Nahrung::N,харч,خوراک
430,Speise::N,страва,خواړه
431,Fleisch::N,м’ясо,غوښه
432,Getreide::N,хліб,غله
433,Getreide::N,збіжжя,غله
434,Brei::N,каша,اوګره
435,Brot::N,хліб,ډوډۍ
436,Scheibe::N,скибочка,مړۍ
437,Fett::N,жир,غوړي
438,Butter::N,масло,کوچ
439,Öl::N,олія,تېل
440,Salz::N,сіль,مالګه
441,Suppe::N,суп,شوربا
442,Honig::N,мед,شات
443,Milch::N,молоко,شوده
444,Tee::N,чай,چای
445,Leder::N,шкіра,څرمن
446,Wolle::N,шерсть,پشم
447,Stoff::N,тканина,ټوټه
448,Nadel::N,голка,ستن
449,Faden::N,нитка,تار
450,Knopf::N,ґудзик,تڼۍ
451,Knopf::N,ґудзик,تکمه
452,Knoten::N,вузол,غوټه
453,Farbe::N,фарба,رنګ
454,Kleidung::N,одяг,کالي
455,Kleidung::N,убрання,کالي
456,Hemd::N,сорочка,کميس
457,Kragen::N,комір,غاړه
458,Ärmel::N,рукав,لستوڼی
459,Hose::N,брюки,پطلون
460,Gürtel::N,пояс,کمربند
461,Mütze::N,шапка,خولۍ
462,Schuh::N,ботинок,بوټ
463,Stiefel::N,чобіт,موزه
464,Ring::N,кільце,ګوته
465,Band::N,стрічка,فيته
466,Kamm::N,гребінець,ګمنځ
467,Spiegel::N,дзеркало,ایینه
468,Spiegel::N,дзеркало,هنداره
469,Riemen::N,ремінь,تسمه
470,Schnur::N,вірьовка,مزی
471,Leine::N,шворка,رسۍ
472,Decke::N,ковдра,بړستن
473,Kissen::N,подушка,بالښت
474,Tuch::N,хустка,ټیکری
475,Handtuch::N,рушник,دسمال
476,Kraft::N,сила,زور
477,Kraft::N,сила,توان
478,Stärke::N,сила,قوت
479,Gesundheit::N,здоров’я,صحت
480,Gesundheit::N,здоров’я,روغتیا
481,Krankheit::N,хвороба,مرض
482,Krankheit::N,хвороба,ناروغي
483,Schmerz::N,біль,درد
484,Wunde::N,рана,ټپ
485,Wunde::N,рана,زخم
486,Fieber::N,гарячка,تبه
487,Arznei::N,ліки,دوا
488,Arznei::N,ліки,دارو
489,Brücke::N,міст,پول
490,Brunnen::N,колодязь,څاه
491,Brunnen::N,колодязь,کوهی
492,Weide::N,пасовище,وله
493,Pfad::N,стежка,تړه
494,Weg::N,шлях,لیار
495,Weg::N,дорога,لیار
496,Straße::N,вулиця,سړک
497,Dorf::N,село,کلی
498,Stadt::N,місто,ښار
499,Brief::N,лист,لیک
500,Brief::N,лист,مکتوب
501,Buch::N,книга,کتاب
502,Buch::N,книжка,کتاب
503,Buchstabe::N,буква,حرف
504,Buchstabe::N,буква,توری
505,Buchstabe::N,літера,حرف
506,Buchstabe::N,літера,توری
507,Zeitung::N,газета,اخبار
508,Leben::N,життя,ژوند
509,Tod::N,смерть,مرګ
510,Tod::N,смерть,مړینه
511,Grab::N,могила,قبر
512,Grab::N,могила,ډورۍ
513,Kirche::N,церква,کلیسا
514,Sünde::N,гріх,ګناه
515,Gott::N,бог,خدای
516,Arbeiter::N,робітник,کاریګر
517,Chef::N,хазяїн,آمر
518,Meister::N,умілець,استاد
519,Arzt::N,лікар,طبیب
520,Arzt::N,лікар,ډاکټر
521,Lehrer::N,вчитель,معلم
522,Lehrer::N,вчитель,ښوونکی
523,Geld::N,гроші,پیسې
524,Geschäft::N,заняття,سوداګري
525,Laden::N,магазин,دکان
526,Laden::N,магазин,مغازه
527,Laden::N,крамниця,دکان
528,Laden::N,крамниця,مغازه
529,Preis::N,ціна,بیه
530,Ware::N,товар,مال
531,Nutzen::N,вигода,ګټه
532,Nutzen::N,користь,ګټه
533,Reichtum::N,багатство,شتمني
534,Welt::N,світ,نړۍ
535,Welt::N,світ,دنیا
536,Land::N,країна,هېواد
537,Staat::N,держава,دولت
538,König::N,король,باچا
539,König::N,король,پادشاه
540,Macht::N,влада,قدرت
541,Grenze::N,кордон,حد
542,Grenze::N,кордон,سرحد
543,Krieg::N,війна,جګړه
544,Feind::N,ворог,دښمن
545,Gewalt::N,насильство,زور
546,Gewalt::N,насильство,تشدد
547,Kampf::N,бій,جنګ
548,Kampf::N,бій,مبارزه
549,Kampf::N,боротьба,جنګ
550,Kampf::N,боротьба,مبارزه
551,Bogen[Waffe]::N,лук,لیندۍ
552,Pfeil::N,стріла,غشی
553,Gewehr::N,рушниця,ټوپک
554,Gewehr::N,гвинтівка,ټوپک
555,Fehler::N,помилка,خطا
556,Fehler::N,помилка,غلطي
557,Lüge::N,брехня,دروغ
558,Schaden::N,шкода,زیان
559,Schaden::N,шкода,تاوان
560,Schaden::N,збиток,زیان
561,Schaden::N,збиток,تاوان
562,Unglück::N,нещастя,بدبختي
563,Schuld::N,провина,ګناه
564,Alter::N,вік,منګ
565,Alter::N,літа,منګ
566,Schluss::N,кінець,اخر
567,Zeit::N,час,وخت
568,Tag::N,день,ورځ
569,Morgen::N,ранок,سبا
570,Morgen::N,ранок,سهار
571,Mittag::N,південь,غرمه
572,Abend::N,вечір,ماښام
573,Nacht::N,ніч,شپه
574,Woche::N,тиждень,اونۍ
575,Monat::N,місяць,مياشت
576,Jahr::N,рік,کال
577,Frühling::N,весна,پسرلی
578,Sommer::N,літо,دوبی
579,Herbst::N,осінь,منی
580,Herbst::N,осінь,خزان
581,Winter::N,зима,ژمی
582,Januar::N,січень,جنوري
583,Februar::N,лютий,فبروري
584,März::N,березень,مارچ
585,April::N,квітень,اپریل
586,Mai::N,травень,مې
587,Juni::N,червень,جون
588,Juli::N,липень,جولای
589,August::N,серпень,اګست
590,September::N,вересень,سپټامبر
591,Oktober::N,жовтень,اکتوبر
592,November::N,листопад,نومبر
593,Dezember::N,грудень,دسمبر
594,Montag::N,понеділок,دوشنبه
595,Dienstag::N,вівторок,سه شنبه
596,Mittwoch::N,середа,چارشنبه
597,Donnerstag::N,четвер,پنجشنبه
598,Freitag::N,п’ятниця,جمعه
599,Samstag::N,субота,خالي
600,Sonntag::N,неділя,یکشنبه
601,groß::A,великий,لوی
602,klein::A,малий,وړوکی
603,klein::A,маленький,وړوکی
604,lang::A,довгий,اوړد
605,kurz::A,короткий,لنډ
606,breit::A,широкий,پراخه
607,schmal::A,вузький,تنګ
608,dicht::A,густий,ګڼ
609,dick[Gegenstand]::A,товстий,پنډ
610,dünn::A,тонкий,نری
611,fein::A,дрібний,نازک
612,fest::A,міцний,کلک
613,fest::A,міцний,ټینګ
614,flach::A,плоский,هوار
615,glatt::A,рівний,ښوی
616,glatt::A,гладенький,ښوی
617,hart::A,твердий,کلک
618,weich::A,м’який,نرم
619,weich::A,м’який,پوست
620,rund::A,круглий,ګرد
621,spitz::A,гострокінцевий,تېره
622,scharf::A,гострий,تېز
623,scharf::A,гострий,تېره
624,stumpf::A,тупий,پڅ
625,schwer::A,важкий,دروند
626,schön::A,вродливий,ښکلی
627,heiß::A,жаркий,تود
628,heiß::A,гарячий,تود
629,warm::A,теплий,تود
630,kalt::A,холодний,ېخ
631,kalt::A,холодний,سوړ
632,kühl::A,прохолодний,ېخ
633,kühl::A,прохолодний,سوړ
634,frisch::A,свіжий,تازه
635,feucht::A,вогкий,مرطوب
636,nass::A,мокрий,لوند
637,trocken::A,сухий,وچ
638,voll::A,повний,ډک
639,leer::A,пустий,خالی
640,offen::A,відкритий,خلاص
641,offen::A,відкритий,پرانیستی
642,geschlossen::A,закритий,تړلی
643,geschlossen::A,зачинений,تړلی
644,sauber::A,чистий,پاک
645,sauber::A,охайний,پاک
646,schmutzig::A,брудний,چټل
647,roh::A,сирий,خام
648,reif::A,зрілий,پوخ
649,reif::A,зрілий,رسېدلی
650,lecker::A,смачний,خوندور
651,lecker::A,смачний,مزه دار
652,süß::A,солодкий,خوږ
653,süß::A,солодкий,شیرین
654,bitter::A,гіркий,تریخ
655,sauer::A,кислий,ټاک
656,sauer::A,кислий,تريو
657,hell::A,світлий,روڼ
658,hell::A,світлий,روښان
659,dunkel::A,темний,تیاره
660,schwarz::A,чорний,تور
661,weiß::A,сивий,سپين
662,rot::A,червоний,سور
663,gelb::A,жовтий,زېړ
664,blau::A,синій,شین
665,blau::A,синій,اسماني رنګه
666,grün::A,зелений,زرغون
667,grau::A,сірий,خړ
668,bunt::A,барвистий,رنګارنګ
669,billig::A,дешевий,ارزان
670,teuer::A,дорогий,ګران
671,wertvoll::A,цінний,قیمتي
672,blind::A,сліпий,ړوند
673,taub::A,глухий,کوڼ
674,kräftig::A,могутній,قوی
675,stark::A,сильний,قوی
676,stark::A,сильний,تکړه
677,schwach::A,слабкий,ضعیف
678,schwach::A,слабкий,کمزوری
679,fett::A,жирний,چاغ
680,fett::A,товстий,چاغ
681,schlank::A,тонкий,خوش اندام
682,schlank::A,стрункий,خوش اندام
683,hübsch::A,чарівний,ښکلی
684,hübsch::A,чарівний,ښایسته
685,böse::A,злий,شریر
686,böse::A,злий,قهرناک
687,böse::A,лихий,شریر
688,böse::A,лихий,قهرناک
689,dumm::A,дурний,احمق
690,faul::A,ледачий,لټ
691,faul::A,ледачий,تنبل
692,fleißig::A,старанний,زحمت کښ
693,geizig::A,скупий,بخیل
694,klug::A,мудрий,عاقل
695,klug::A,мудрий,هوښیار
696,klug::A,розумний,عاقل
697,klug::A,розумний,هوښیار
698,geschickt::A,умілий,ماهر
699,lieb::A,милий,عزیز
700,lieb::A,милий,محبوب
701,lustig::A,веселий,خوشحال
702,sanft::A,лагідний,پوست
703,sanft::A,лагідний,ملایم
704,hungrig::A,голодний,وږی
705,krank::A,слабий,مريض
706,krank::A,слабий,ناروغ
707,nackt::A,голий,لوڅ
708,traurig::A,сумний,غمجن
709,lebendig::A,живий,ژوندی
710,gut::A,добрий,ښه
711,schlecht::A,поганий,بد
712,schlecht::A,поганий,خراب
713,schlecht::A,кепський,بد
714,schlecht::A,кепський,خراب
715,richtig::A,правильний,سم
716,richtig::A,правильний,صحیح
717,schlimm::A,бридкий,بد
718,schlimm::A,бридкий,مخوف
719,wahr::A,справжній,واقعي
720,alt::A,старий,زوړ
721,neu::A,новий,نوی
722,ehemalig::A,колишній,پخوانی
723,alt[Lebewesen]::A,старий,زوړ
724,jung::A,молодий,ځوان
725,arm::A,бідний,غریب
726,arm::A,бідний,بې وزله
727,reich::A,багатий,شتمن
728,reich::A,багатий,دولتمند
729,bekannt::A,знайомий,اشنا
730,berühmt::A,славетний,مشهور
731,fremd::A,чужий,پردی
732,fremd::A,чужий,بېګانه
733,verschieden::A,різний,مختلف
734,nah::A,близький,نژدې
735,fern::A,далекий,لیری
736,linker::A,лівий,چپ
737,linker::A,лівий,کیڼ
738,rechter::A,правий,ښی
739,anderer::A,інакший,بل
740,erster::A,перший,لومړی
741,zweiter::A,другий,دوهم
742,dritter::A,третій,درېم
743,letzter::A,останній,آخرنی
744,letzter::A,останній,وروستی
745,allein::ADV,сам,یوازې
746,allein::ADV,один,یوازې
747,auf einmal::ADV,відразу,په یوه وخت کی
748,zusammen::ADV,разом,یو ځای
749,zusammen::ADV,спільно,یو ځای
750,lange::ADV,довго,ډېر وخت
751,lange::ADV,довго,ډېره موده
752,plötzlich::ADV,раптом,ناببره
753,plötzlich::ADV,раптом,یوناڅاپه
754,sofort::ADV,зараз,فوراً
755,sofort::ADV,зараз,سمدلاسه
756,später::ADV,пізніше,وروسته
757,jetzt::ADV,тепер,اوس
758,heute::ADV,сьогодні,نن
759,morgen::ADV,завтра,سبا
760,bald::ADV,незабаром,ژر
761,dann::ADV,потім,پس
762,dann::ADV,потім,وروسته
763,gestern::ADV,вчора,پرون
764,einst::ADV,колись,پخوا
765,damals::ADV,тоді,هغه وخت
766,danach::ADV,згодом,بیا
767,vorher::ADV,раніше,دمخه
768,zuerst::ADV,спершу,لومړی
769,zuerst::ADV,спочатку,لومړی
770,einmal::ADV,один раз,یو ځل
771,manchmal::ADV,іноді,ګاهی ګاهی
772,manchmal::ADV,інколи,ګاهی ګاهی
773,oft::ADV,часто,ډېر ځله
774,immer::ADV,завжди,تل
775,immer::ADV,завжди,همېشه
776,niemals::ADV,ніколи,هیڅکله نه
777,hier::ADV,тут,دلته
778,hierhin::ADV,сюди,دلته
779,hierhin::ADV,сюди,دې ځای ته
780,von hier::ADV,звідси,د دې ځای نه
781,dort::ADV,там,هلته
782,dorthin::ADV,туди,هلته
783,dorthin::ADV,туди,هغه ځای ته
784,geradeaus::ADV,прямо,مخامخ
785,vorwärts::ADV,вперед,مخ پهٔ وړاندې
786,rückwärts::ADV,назад,بېرته
787,zurück::ADV,назад,بېرته
788,unten::ADV,внизу,لاندي
789,hinab::ADV,вниз,ښکته
790,oben::ADV,вгорі,پورته
791,hinauf::ADV,вгору,پاس
792,überall::ADV,скрізь,هره خوا
793,nicht::ADV,не,نه
794,ein wenig::ADV,трохи,یو څه
795,ein wenig::ADV,небагато,یو څه
796,kaum::ADV,ледве,ایله
797,sehr::ADV,дуже,ډېر
798,sehr::ADV,дуже,زيات
799,so::ADV,так,داسې
