,Concept_ID,uk,myv
825,wechseln::V,мінятися,полавтнемс
826,aufgehen[Sonne]::V,зійти,лисемс
827,aufgehen[Sonne]::V,зійти,стямс
828,untergehen[Sonne]::V,зайти,валгомс
829,scheinen[Sonne]::V,світити,валдомтомс
830,donnern::V,гриміти,цярномс
831,donnern::V,гриміти,галдордомс
832,wehen::V,віяти,пувамс
833,strömen::V,литися,чудемс
834,fließen::V,текти,чудемс
835,sich drehen::V,обертатися,велямс
836,schwanken::V,коливатися,лыкамс
837,schwanken::V,коливатися,якамс
838,schwingen::V,хитатися,нурсемс
839,schwingen::V,хитатися,лыкамс
840,schwingen::V,гойдатися,нурсемс
841,schwingen::V,гойдатися,лыкамс
842,fallen::V,падати,прамс
843,fallen::V,падати,сяворемс
844,brennen::V,горіти,паломс
845,rauchen::V,диміти,качадомс
846,regnen::V,дощити,пиземс
847,gefrieren::V,змерзнути,кельмемс
848,tauen::V,танути,соламс
849,schmelzen::V,плавитися,соламс
850,trocknen::V,сохнути,коськемс
851,sieden::V,кипіти,лакамс
852,sieden::V,кипіти,пиксемс
853,faulen::V,гнити,наксадомс
854,verfaulen::V,згнити,наксадомс
855,reißen::V,рватися,сезневемс
856,versinken::V,тонути,ваямс
857,vergehen::V,проходити,ютамс
858,erscheinen::V,з’явитися,лисемс
859,verschwinden::V,щезнути,ёмамс
860,verschwinden::V,зникнути,ёмамс
861,sinken::V,спадати,явамс
862,abnehmen::V,поменшитися,киремемс
863,zunehmen::V,збільшуватися,ламолгадомс
864,zunehmen::V,збільшуватися,раштамс
865,steigen::V,підніматися,куземс
866,steigen::V,підніматися,кепсевемс
867,wachsen::V,рости,касомс
868,glänzen::V,блищати,цитнемс
869,funkeln::V,блискати,пиндолдомс
870,funkeln::V,блискати,цивтёрдомс
871,lärmen::V,шуміти,шалномс
872,läuten::V,дзвонити,гайгезевемс
873,klingeln::V,дзвонити,чавомс баягас
874,klirren::V,дзвякати,калдордомс
875,klirren::V,дзвякати,кальцяемс
876,brausen::V,бушувати,лакамс
877,rauschen::V,шелестіти,лажномс
878,klingen::V,лунати,гайгемс
879,klingen::V,звучати,гайгемс
880,bellen::V,гавкати,онгомс
881,heulen::V,вити,урномс
882,blasen::V,дунути,пувамс
883,pfeifen::V,свистіти,вешкемс
884,schreien::V,кричати,пижнемс
885,stöhnen::V,стогнати,кувсемс
886,zittern::V,тремтіти,тарномс
887,leben::V,жити,эрямс
888,geboren werden::V,народитися,чачомс
889,atmen::V,дихати,лексемс
890,trinken::V,пити,симемс
891,essen::V,їсти,ярсамс
892,schlucken::V,ковтати,нилемс
893,schlucken::V,ковтати,порнемс
894,müde werden::V,втомитися,сиземс
895,einschlafen::V,заснути,матедевемс
896,schlafen::V,спати,удомс
897,aufwachen::V,прокинутися,сыргоземс
898,aufstehen::V,встати,стямс
899,sich erholen::V,відпочивати,оймсемс
900,krank werden::V,захворіти,сэредезевемс
901,krank sein::V,хворіти,сэредемс
902,schmerzen::V,боліти,сэредемс
903,husten::V,кашляти,козомс
904,genesen::V,одужати,пичкамс
905,genesen::V,видужати,пичкамс
906,sterben::V,померти,куломс
907,umkommen::V,згинути,чавовомс
908,umkommen::V,згинути,ёмамс
909,sich bewegen::V,рухатися,шаштомс
910,sich rühren::V,ворушитися,сыргамс
911,sich erheben::V,встати,куземс
912,sich setzen::V,сісти,озамс
913,hinfallen::V,упасти,прамс
914,hinfallen::V,упасти,сяворемс
915,laufen::V,ходити,якамс
916,schreiten::V,крокувати,эскелямс
917,schreiten::V,крокувати,молемс
918,spazierengehen::V,гуляти,якамс
919,eilen::V,спішити,эрзкалемс
920,eilen::V,спішити,капшамс
921,sich beeilen::V,поспішати,капшамс
922,sausen::V,мчатися,ливтямс
923,rennen::V,бігати,чийнемс
924,rennen::V,бігати,ардтнемс
925,springen::V,скакати,кирнявтнемс
926,springen::V,стрибати,кирнявтнемс
927,klettern::V,лазити,куземс
928,schaukeln::V,гойдатися,нурямс
929,kriechen::V,повзати,ёзмолдомс
930,schwimmen::V,пливти,уемс
931,schwimmen::V,плавати,уемс
932,tauchen::V,пірнати,чопавтомс
933,tauchen::V,пірнати,чопавтнемс
934,rudern::V,гребти,миледемс
935,rudern::V,веслувати,миледемс
936,fahren::V,їхати,ардомс
937,fliegen::V,літати,ливтямс
938,gehen::V,іти,туемс
939,gehen::V,іти,молемс
940,weggehen::V,піти,туемс
941,abfahren::V,від’їхати,туемс
942,abfahren::V,відправитися,туемс
943,anhalten::V,зупинитися,лоткамс
944,hineingehen::V,входити,совамс
945,eintreten::V,увійти,совамс
946,eintreten::V,увійти,эскельдямс
947,kommen::V,прийти,самс
948,ankommen::V,прибути,самс
949,ankommen::V,прибути,пачкодемс
950,zurückkommen::V,повернутися,велявтомс
951,bleiben::V,залишитися,кадовомс
952,warten::V,чекати,учомс
953,erwarten::V,чекати,учомс
954,suchen::V,шукати,вешнемс
955,finden::V,знайти,муемс
956,versuchen::V,випробовувати,варштамс
957,vorbereiten::V,підготувати,анокстамс
958,lieben::V,любити,вечкемс
959,mögen::V,любити,вечкемс
960,mögen::V,подобатися,вечкемс
961,lachen::V,сміятися,пейдемс
962,rühren::V,розчулити,токамс седейс
963,weinen::V,плакати,авардемс
964,schimpfen::V,лаятися,сёвномс
965,sich ärgern::V,сердитися,кежиявтнемс
966,sich fürchten::V,боятися,пелемс
967,fürchten::V,боятися,пелемс
968,fliehen::V,тікати,оргодемс
969,flüchten::V,утекти,ворьгодемс
970,flüchten::V,утекти,чадомс
971,sehen::V,бачити,неемс
972,anschauen::V,поглянути,ваномс
973,ansehen::V,дивитися на,ваномс
974,hören::V,чути,марямс
975,zuhören::V,слухати,кунсоломс
976,probieren::V,покуштувати,варшамс
977,riechen::V,нюхати,никсемс
978,fühlen::V,відчувати,марямс
979,scheinen::V,здаватися,марявомс
980,zu sehen sein::V,виднітися,неявомс
981,vernehmen::V,почути,марямс
982,frieren::V,мерзнути,кельмемс
983,tun::V,робити,теемс
984,können::V,могти,маштомс
985,wollen::V,хотіти,бажамс
986,anfangen::V,почати,кармамс
987,beenden::V,закінчити,прядомс
988,aufhören::V,перестати,лоткамс
989,gelingen::V,вдатися,удаламс
990,geraten::V,опинитися,лисемс
991,öffnen::V,відкрити,панжомс
992,schließen::V,закрити,пекстамс
993,schließen::V,закрити,сёлгомс
994,schließen::V,закрити,конямс
995,stellen::V,поставити,аравтомс
996,setzen::V,посадити,ойсевтемс
997,setzen::V,посадити,озавтнемс
998,legen::V,класти,путомс
999,berühren::V,чіпати,токамс
1000,verbinden::V,зв’язати,содомс
1001,bedecken::V,покрити,вельтямс
1002,aufhängen::V,повісити,понгавтомс
1003,anzünden::V,запалити,кирвастемс
1004,aufheben::V,підняти,кепедемс
1005,zurücklassen::V,залишити,кадомс
1006,verlieren::V,загубити,ёмавтомс
1007,fallen lassen::V,упустити,правтомс
1008,machen::V,зробити,теемс
1009,herstellen::V,виготовити,анокстамс
1010,bauen::V,будувати,путомс
1011,reparieren::V,лагодити,витемс
1012,verbessern::V,поліпшити,паролгавтомс
1013,verbessern::V,поліпшити,вадрялгавтомс
1014,ändern::V,змінити,полавтомс
1015,graben::V,копати,чувомс
1016,graben::V,копати,таргамс
1017,beugen::V,зігнути,мендемс
1018,biegen::V,погнути,комавтомс
1019,drehen::V,вертіти,чаравтомс
1020,drehen::V,вертіти,велявтнемс
1021,wenden::V,повернути,велявтомс
1022,umdrehen::V,перевернути,велявтомс
1023,heben::V,піднімати,кепедемс
1024,hochheben::V,підняти,кепедемс
1025,ergreifen::V,схопити,кундамс
1026,halten::V,тримати,кирдемс
1027,drücken::V,натискати,нуемс
1028,schieben::V,пхати,шаштомс
1029,schieben::V,штовхати,шаштомс
1030,kratzen::V,шкребти,ангордамс
1031,lecken::V,лизати,нолсемс
1032,beißen::V,кусати,сускомс
1033,abreißen::V,відірвати,сеземс
1034,abschneiden::V,відрізати,печкемс
1035,binden::V,в’язати,кодамс
1036,binden::V,в’язати,сюлмамс
1037,stecken::V,увіткнути,сялгомс
1038,brechen::V,зламати,синдемс
1039,brechen::V,зламати,калавтомс
1040,klopfen::V,стукати,калтаямс
1041,hauen::V,бити,чавомс
1042,kleben::V,клеїти,педявтнемс
1043,reiben::V,терти,ёзамс
1044,streichen::V,намазати,вадемс
1045,schleifen::V,точити,човамс
1046,schneiden::V,різати,керямс
1047,rütteln::V,хитати,чукамс
1048,rütteln::V,хитати,лыкавтомс
1049,schütteln::V,трясти,чукамс
1050,schwenken::V,махати,яхолемс
1051,schütten::V,налити,каямс
1052,füllen::V,наповнити,пештямс
1053,einwickeln::V,загорнути,тапарямс
1054,tragen::V,нести,кандомс
1055,schleppen::V,тягти,ускомс
1056,ziehen::V,тягнути,ускомс
1057,aufbewahren::V,зберігати,ванстомс
1058,werfen::V,кидати,ёртомс
1059,fangen::V,ловити,кундамс
1060,packen::V,схопити,кундамс
1061,verstecken::V,сховати,кекшемс
1062,teilen::V,розділити,явомс
1063,schicken::V,посилати,кучомс
1064,bringen::V,принести,кандомс
1065,hinzufügen::V,додати,путомс
1066,hinzufügen::V,додати,максомс
1067,bekommen::V,дістати,саемс
1068,erhalten::V,одержати,саемс
1069,nehmen::V,взяти,саемс
1070,wählen::V,вибрати,кочкамс
1071,auswählen::V,відібрати,кочкамс
1072,bewahren::V,зберегти,ванстомс
1073,behindern::V,перешкоджати,кирдемс
1074,verderben::V,зіпсувати,коламс
1075,beschädigen::V,зашкодити,теемс зыян
1076,zerbrechen::V,розбити,коламс
1077,zerreißen::V,розірвати,сеземс
1078,zerstören::V,зруйнувати,калавтомс
1079,verbrennen::V,спалити,пултамс
1080,geben::V,дати,максомс
1081,reichen::V,передати,максомс
1082,schenken::V,дарувати,каземс
1083,versprechen::V,обіцяти,алтамс
1084,wünschen::V,бажати,арсемс
1085,loben::V,хвалити,шнамс
1086,küssen::V,цілувати,палсемс
1087,wiegen::V,качати,нурсемс
1088,zudecken::V,накрити,тавадомс
1089,zudecken::V,накрити,вельтямс
1090,wecken::V,розбудити,стявтомс
1091,zeigen::V,показати,невтемс
1092,führen::V,вести,ветямс
1093,lehren::V,вчити,тонавтомс
1094,unterrichten::V,викладати,тонавтомс
1095,aufziehen::V,виховати,трямс
1096,aufziehen::V,виховати,кастомс
1097,leiten::V,керувати,ветямс
1098,leiten::V,керувати,азоркстамс
1099,antreiben::V,підганяти,ветямс
1100,lassen::V,змусити,кармавтомс
1101,einladen::V,запросити,тердемс
1102,vereinigen::V,об’єднати,вейсэндямс
1103,vereinigen::V,об’єднати,вейс путомс
1104,vereinigen::V,об’єднати,вейс пурнамс
1105,besuchen::V,завітати,варштамс
1106,besuchen::V,відвідати,варштамс
1107,treffen::V,зустріти,вастомс
1108,sich versammeln::V,зібратися,промокшномс
1109,spielen::V,грати,налксемс
1110,singen::V,співати,морамс
1111,tanzen::V,танцювати,киштемс
1112,sich trennen::V,розлучитися,явомс
1113,verlassen::V,покинути,кадомс
1114,retten::V,врятувати,идемс
1115,bewachen::V,охороняти,ванстомс
1116,schützen::V,уберігати,аштемс
1117,verteidigen::V,захистити,ваномс
1118,sich schlagen::V,битися,тюремс
1119,sich schlagen::V,дратися,тюремс
1120,schießen::V,стріляти,ледемс
1121,siegen::V,перемогти,изнямс
1122,ärgern::V,сердити,кежейгавтомс
1123,schlagen::V,ударити,токамс
1124,treten::V,штовхати,тапамс
1125,stechen::V,вколоти,пупамс
1126,stoßen::V,штовхнути,тулкадемс
1127,stehlen::V,украсти,саламс
1128,stören::V,перешкодити,пирямс ки
1129,belästigen::V,докучати,а максомс
1130,belästigen::V,докучати,а кадомс оймамо
1131,verbergen::V,сховати,сёпомс
1132,verbergen::V,сховати,кекшемс
1133,täuschen::V,обдурити,манямс
1134,betrügen::V,зшахраювати,манчемс
1135,töten::V,убити,чавномс
1136,töten::V,убити,маштнемс
1137,wohnen::V,жити,эрямс
1138,wohnen::V,мешкати,эрямс
1139,arbeiten::V,працювати,важодемс
1140,sammeln::V,зібрати,пурнамс
1141,pflücken::V,зривати,ноцковтнемс
1142,jagen::V,полювати,кундамс
1143,fischen::V,рибалити,калонь кундамс
1144,fassen::V,піймати,кундамс
1145,hüten::V,пасти,ваномс
1146,treiben::V,гнати,панемс
1147,anbinden::V,прив’язати,сюлмамс
1148,füttern::V,годувати,андомс
1149,füttern::V,харчувати,андомс
1150,melken::V,доїти,потявтомс
1151,hacken::V,рубати,лазномс
1152,gießen::V,полити,валомс
1153,reifen::V,дозріти,кенеремс
1154,zubereiten::V,зготовити,анокстамс
1155,zubereiten::V,приготувати,анокстамс
1156,kochen::V,варити,пидемс
1157,kochen::V,готувати,пидемс
1158,backen::V,пекти,пидемс
1159,braten::V,смажити,пуштамс
1160,umrühren::V,переміщати,човорямс
1161,stricken::V,в’язати,кодамс
1162,nähen::V,шити,стамс
1163,färben::V,пофарбувати,артомс
1164,reinigen::V,очистити,урядамс
1165,waschen::V,мити,муськемс
1166,abwischen::V,витерти,нардамс
1167,spülen::V,полоскати,ёрвалдомс
1168,fegen::V,підмітати,тенсемс
1169,kehren::V,мести,тенсемс
1170,baden::V,купатися,экшелямс
1171,sich waschen::V,митися,шлямс
1172,ausziehen::V,зняти,кайсевтемс
1173,anziehen::V,надіти,оршамс
1174,sich anziehen::V,одягтися,оршамс
1175,sich anziehen::V,одягнутися,оршамс
1176,kämmen::V,зачесати,судрямс
1177,schmücken::V,оздобити,мазылгавтомс
1178,schmücken::V,оздобити,наряжамс
1179,sagen::V,сказати,меремс
1180,sprechen::V,говорити,кортамс
1181,reden::V,розмовляти,кортамс
1182,sich unterhalten::V,бесідувати,кортнемс
1183,fragen::V,запитати,кевкстемс
1184,bitten::V,просити,вешемс
1185,erzählen::V,розповісти,ёвтнемс
1186,mitteilen::V,повідомити,ёвтамс
1187,nennen::V,назвати,лемдемс
1188,nennen::V,назвати,путомс лем
1189,rufen::V,кликати,тердемс
1190,rufen::V,кликати,серьгедемс
1191,prahlen::V,хвалитися,шнамс пря
1192,übersetzen::V,перекласти,ютавтомс
1193,denken::V,думати,арсемс
1194,denken::V,мислити,арсемс
1195,glauben::V,вірити,кемемс
1196,bemerken::V,помітити,неемс
1197,erkennen::V,пізнати,содамс
1198,begreifen::V,осягнути,пачкодемс
1199,verstehen::V,почути,чарькодемс
1200,lernen::V,навчатися,тонавтнемс
1201,wissen::V,знати,содамс
1202,sich erinnern an::V,пам’ятати,ледстямс
1203,vergessen::V,забути,стувтомс
1204,messen::V,міряти,онкстнемс
1205,zählen::V,лічити,ловомс
1206,rechnen::V,рахувати,ловомс
1207,lesen::V,читати,ловномс
1208,malen::V,малювати,рисовамс
1209,zeichnen::V,рисувати,рисовамс
1210,schreiben::V,писати,сёрмадомс
1211,besitzen::V,мати,улемс
1212,besitzen::V,мати,улемс азорокс
1213,kaufen::V,купити,рамамс
1214,verkaufen::V,продати,миемс
1215,bezahlen::V,заплатити,пандомс
1216,zahlen::V,платити,пандомс
1217,beherrschen::V,володіти,азоркстамс
1218,ertragen::V,витерпіти,кирдемс
