,Concept_ID,pl,kk
79,Erde::N,ziemia,топырақ
80,Staub::N,pył,шаң
81,Staub::N,kurz,шаң
82,Rauch::N,dym,түтін
83,Funke::N,iskra,ұшқын
84,Feuer::N,ogień,алау
85,Licht::N,światło,шұғыла
86,Schatten::N,cień,көлеңке
87,Wetter::N,pogoda,ауа райы
88,Nebel::N,mgła,тұман
89,Wolke::N,obłok,бұлт
90,Wolke::N,chmura,бұлт
91,Regen::N,deszcz,жаңбыр
92,Schnee::N,śnieg,қар
93,Eis::N,lód,мұз
94,Frost::N,mróz,суық
95,Kälte::N,chłód,ызғар
96,Kälte::N,chłód,суықтық
97,Hitze::N,gorąco,аптап
98,Raureif::N,szron,қырау
99,Regenbogen::N,tęcza,кемпірқосақ
100,Donner::N,grzmot,күн күркіреу
101,Strömung::N,nurt,ағын
102,Tropfen::N,kropla,тамшы
103,Schaum::N,piana,көбік
104,Schmutz::N,brud,кір
105,See::N,jezioro,көл
106,Sumpf::N,bagno,саз
107,Moor::N,bagno,саз
108,Wiese::N,łąka,шалғын
109,Wald::N,las,орман
110,Hügel::N,pagórek,төбе
111,Hügel::N,pagórek,белес
112,Hügel::N,pagórek,белес-белес
113,Anhöhe::N,wzgórze,дөң
114,Anhöhe::N,wzgórze,адыр
115,Anhöhe::N,wzgórze,қырат
116,Berg::N,góra,тау
117,Gipfel::N,szczyt,төбе
118,Gipfel::N,wierzchołek,төбе
119,Höhle::N,pieczara,үңгір
120,Abhang::N,stok,бауыр
121,Abhang::N,zbocze,бауыр
122,Quelle::N,zdrój,қайнар
123,Quelle::N,źródło,қайнар
124,Bach::N,potok,жылға
125,Bach::N,strumień,жылға
126,Fluss::N,rzeka,өзен
127,Ufer::N,brzeg,жиек
128,Küste::N,wybrzeże,жиегі
129,Küste::N,wybrzeże,жағалау
130,Festland::N,ląd,құрылық
131,Meer::N,morze,теңіз
132,Bucht::N,zatoka,шығанақ
133,Insel::N,wyspa,арал
134,Blume::N,kwiat,гүл
135,Gras::N,trawa,от
136,Wurzel::N,korzeń,түбір
137,Baum::N,drzewo,ағаш
138,Baum::N,drzewo,дарақ
139,Stamm::N,pień,сояу
140,Stamm::N,pień,оқпан
141,Rinde::N,kora,қабық
142,Ast::N,gałąź,бұтақ
143,Zweig::N,gałąź,шыбық
144,Blatt::N,liść,жапырақ
145,Birke::N,brzoza,қайың
146,Kiefer[Baum]::N,sosna,қарағай
147,Weide[Baum]::N,wierzba,тал
148,Tanne::N,jodła,шырша
149,Horn::N,róg,мүйіз
150,Feder::N,pióro,қаламұш
151,Fell::N,futro,тері
152,Flügel::N,skrzydło,қанат
153,Klaue::N,szpon,тырнақ
154,Kralle::N,pazur,аяқ
155,Schwanz::N,ogon,құйрық
156,Ei::N,jajko,жұмыртқа
157,Nest::N,gniazdo,ұя
158,Bau::N,nora,жатақ
159,Tier::N,zwierzę,айуан
160,Tier::N,zwierzę,жануар
161,Herde::N,stado,пада
162,Herde::N,trzoda,пада
163,Kuh::N,krowa,сиыр
164,Bulle::N,byk,өгіз
165,Pferd::N,koń,жылқы
166,Schaf::N,owca,қой
167,Schwein::N,świnia,шошқа
168,Hund::N,pies,ит
169,Katze::N,kot,мысық
170,Katze::N,kotka,мысық
171,Bär::N,niedźwiedż,аю
172,Eichhörnchen::N,wiewiórka,тиін
173,Elch::N,łóś,бұғы
174,Fuchs::N,lis,түлкі
175,Hase::N,zając,қоян
176,Maus::N,mysz,қаптесер
177,Wolf::N,wilk,бөрі
178,Wolf::N,wilk,қасқыр
179,Vogel::N,ptak,құс
180,Schwarm::N,stado,топ
181,Schwarm::N,stado,үйір
182,Huhn::N,kura,тауық
183,Huhn::N,kura,мекиен
184,Hahn::N,kogut,әтеш
185,Hahn::N,kogut,қораз
186,Gans::N,gęś,қаз
187,Adler::N,orzeł,бүркіт
188,Ente::N,kaczka,үйрек
189,Eule::N,sowa,жапалақ
190,Kranich::N,żuraw,тырна
191,Krähe::N,wrona,қарға
192,Kuckuck::N,kukułka,көкек
193,Schwan::N,łabędż,аққу
194,Fisch::N,ryba,балық
195,Barsch::N,okoń,алабұға
196,Hecht::N,szczupak,шортан
197,Schlange[Tier]::N,wąż,жылан
198,Schlange[Tier]::N,żmija,жылан
199,Wurm::N,robak,шұбалшаң
200,Spinne::N,pająk,өрмекші
201,Ameise::N,mrówka,қүмырска
202,Laus::N,wesz,бит
203,Mücke::N,komar,маса
204,Fliege::N,mucha,шыбын
205,Schmetterling::N,motyl,көбелек
206,Beere::N,jagoda,жидек
207,Apfel::N,jabłko,алма
208,Pilz::N,grzyb,қозықұйрық
209,Pilz::N,grzyb,саңыраукулақ
210,Zwiebel::N,cebula,жуа
211,Saat::N,siew,тұқым
212,Korn::N,ziarno,дән
213,Heu::N,siano,шөп
214,Schale::N,łupina,қабық
215,Schale::N,łupina,қабығы
216,Grube::N,dół,ор
217,Grube::N,jama,ор
218,Falle::N,pułapka,дұзақ
219,Falle::N,pułapka,қақпан
220,Schlinge::N,sidła,ілмек
221,Spur::N,ślad,із
222,Asche::N,popiół,күл
223,Dreck::N,brud,былғаныш
224,Eisen::N,żelazo,темір
225,Gold::N,złoto,алтын
226,Silber::N,srebro,күміс
227,Kohle::N,węgiel,көмір
228,Glas::N,szkło,шыны
229,Lehm::N,glina,балшық
230,Sand::N,piasek,құм
231,Mensch::N,człowiek,адам
232,Mann::N,mężczyzna,еркек
233,Mann::N,mężczyzna,ер адам
234,Frau::N,kobieta,бике
235,Frau::N,kobieta,қатын
236,Kind::N,dziecko,бала
237,Kind::N,dziecko,перзент
238,Junge::N,chłopak,бала
239,Junge::N,chłopak,ер бала
240,Junge::N,chłopiec,бала
241,Junge::N,chłopiec,ер бала
242,Mädchen::N,dziewczynka,қыз
243,Familie::N,rodzina,жанұя
244,Großvater::N,dziadek,ата
245,Großmutter::N,babka,әже
246,Großmutter::N,babka,әжей
247,Eltern::N,rodzice,ата-аналар
248,Vater::N,ojciec,әке
249,Mutter::N,matka,ана
250,Sohn::N,syn,ұл
251,Tochter::N,córka,қызым
252,Bruder::N,brat,бауырым
253,Schwester::N,siostra,әпке
254,Onkel::N,wuj,көке
255,Onkel::N,stryj,көке
256,Tante::N,ciotka,тәте
257,Ehemann::N,mąż,ер
258,Ehefrau::N,żona,зайып
259,Freude::N,radość,қуаныш
260,Freude::N,radość,сүйініш
261,Freude::N,radość,шат-думан
262,Freude::N,radość,қуаныштылық
263,Gelächter::N,śmiech,күлу
264,Glück::N,szczęście,бақыт
265,Glück::N,szczęście,бақыттылық
266,Kummer::N,zmartwienie,аза
267,Kummer::N,zmartwienie,қайғы
268,Kummer::N,zmartwienie,қасырет
269,Wunsch::N,życzenie,мүдде
270,Lust::N,chęć,тәбет
271,Lust::N,chęć,ынтызар
272,Lust::N,chęć,құштарлық
273,Lust::N,ochota,тәбет
274,Lust::N,ochota,ынтызар
275,Lust::N,ochota,құштарлық
276,Geist::N,duch,рух
277,Gedanke::N,myśl,ой
278,Gedächtnis::N,pamięć,ес
279,Gedächtnis::N,pamięć,жады
280,Gedächtnis::N,pamięć,ақыл-ес
281,Verstand::N,rozum,ақыл
282,Verstand::N,rozum,парасат
283,Sinn::N,zmysł,мән
284,Sinn::N,zmysł,маныз
285,Sinn::N,zmysł,мағына
286,Sinn::N,zmysł,мән-мағына
287,Grund::N,powód,себеп
288,Wahrheit::N,prawda,рас
289,Gespräch::N,rozmowa,әңгіме
290,Märchen::N,bajka,ертеп
291,Märchen::N,bajka,ертек
292,Erzählung::N,opowiadanie,әңгіме
293,Nachricht::N,wiadomość,хабар
294,Neuigkeit::N,nowina,жаңалық
295,Name::N,imię,ат
296,Name::N,imię,атау
297,Rätsel::N,zagadka,жұмбақ
298,Rede::N,mowa,сөз
299,Sprache::N,język,тіл
300,Stimme::N,głos,үн
301,Stimme::N,głos,әуен
302,Stimme::N,głos,дауыс
303,Wort::N,słowo,сөз
304,Zeichen::N,znak,ишара
305,Ruf::N,wołanie,айғай
306,Lärm::N,hałas,айғай-шу
307,Lärm::N,hałas,айғай-ұйғай
308,Lärm::N,zgiełk,айғай-шу
309,Lärm::N,zgiełk,айғай-ұйғай
310,Laut::N,dźwięk,дыбыс
311,Laut::N,dźwięk,дауыс
312,Ton::N,ton,әуен
313,Ton::N,dźwięk,әуен
314,Lied::N,pieśń,ән
315,Lied::N,pieśń,жыр
316,Lied::N,pieśń,ән-жыр
317,Lied::N,piosenka,ән
318,Lied::N,piosenka,жыр
319,Lied::N,piosenka,ән-жыр
320,Ruhe::N,spokój,тыныштық
321,Leute::N,ludzie,кісілер
322,Volk::N,naród,халық
323,Arbeit::N,praca,еңбек
324,Arbeit::N,robota,еңбек
325,Gast::N,gość,қонақ
326,Gast::N,gość,мейман
327,Geschenk::N,prezent,қадия
328,Geschenk::N,podarunek,қадия
329,Spiel::N,gra,ойын
330,Spiel::N,zabawa,ойын
331,Gesellschaft::N,towarzystwo,қауым
332,Gesellschaft::N,towarzystwo,жұртшылық
333,Hilfe::N,pomoc,жэрдем
334,Freund::N,przyjaciel,дос
335,Kamerad::N,kolega,дос-жар
336,Angelegenheit::N,sprawa,жұмыс
337,Anzahl::N,ilość,сан
338,Anzahl::N,ilość,саны
339,Art::N,rodzaj,түр
340,Stück::N,kawałek,тілім
341,Teil::N,część,үлес
342,Teil::N,część,бөлшек
343,Hälfte::N,połowa,жарты
344,Kreis::N,krąg,шеңбер
345,Kreuz::N,krzyż,крест
346,Linie::N,linia,сызық
347,Strich::N,kreska,сызық
348,Abstand::N,odstęp,ара
349,Abstand::N,odstęp,аралық
350,Entfernung::N,odległość,аралық
351,Gegend::N,okolica,өңір
352,Platz::N,miejsce,орны
353,Ort::N,miejsce,орын
354,Seite::N,bok,жақ
355,Seite::N,bok,бүйір
356,Seite::N,strona,жақ
357,Seite::N,strona,бүйір
358,Mitte::N,środek,ортасы
359,Gegenstand::N,przedmiot,зат
360,Gegenstand::N,przedmiot,нәрсе
361,Sache::N,rzecz,бұйым
362,Rand::N,skraj,шет
363,Rand::N,skraj,шеті
364,Rand::N,krawędź,шет
365,Rand::N,krawędź,шеті
366,Kante::N,kant,қыр
367,Kante::N,kant,қыры
368,Kante::N,krawędź,қыр
369,Kante::N,krawędź,қыры
370,Ecke::N,róg,қыры
371,Ecke::N,róg,бұрыш
372,Spitze::N,ostrze,ұшы
373,Ende::N,koniec,аяқ
374,Ende::N,koniec,соңы
375,Loch::N,dziura,тесік
376,Winkel::N,kąt,мүйіс
377,Winkel::N,kącik,мүйіс
378,Muster::N,wzór,мәнер
379,Größe::N,rozmiar,ауқым
380,Größe::N,rozmiar,көлемдік
381,Größe::N,wielkość,ауқым
382,Größe::N,wielkość,көлемдік
383,Länge::N,długość,бой
384,Länge::N,długość,ұзындық
385,Höhe::N,wysokość,жоғарылық
386,Höhe::N,wysokość,биіктік
387,Gewicht::N,ciężar,салмақ
388,Menge::N,ilość,мөлшер
389,Haufen::N,kupa,үйме
390,Haufen::N,kupa,үйінді
391,Reihe::N,rząd,сап
392,Reihe::N,szereg,сап
393,Boot::N,łódź,қайық
394,Boot::N,łódka,қайық
395,Ruder::N,wiosło,ескек
396,Schlitten::N,sanki,шана
397,Ski::N,narta,шаңғы
398,Lagerfeuer::N,ognisko,алау
399,Last::N,ciężar,ауырлық
400,Last::N,ciężar,ауыр зат
401,Last::N,brzemię,ауырлық
402,Last::N,brzemię,ауыр зат
403,Gang::N,chód,жүріс
404,Schritt::N,krok,адым
405,Norden::N,północ,солтүстік
406,Norden::N,północ,терістік
407,Süden::N,południe,оңтүстік
408,Westen::N,zachód,батыс
409,Osten::N,wschód,күншығыс
410,Holz::N,drzewo,ағаш
411,Holz::N,drzewo,сүрек
412,Brett::N,deska,тақта
413,Platte::N,płyta,тақта
414,Stütze::N,podpora,тіреу
415,Stange::N,drąg,қада
416,Stange::N,żerdź,қада
417,Stock::N,kij,сойыл
418,Stock::N,laska,сойыл
419,Stab::N,pręt,сырық
420,Rohr::N,rura,құбыр
421,Haus::N,dom,үй
422,Heim::N,dom,үйлі
423,Heim::N,dom,шаңырақ
424,Ofen::N,piec,ошақ
425,Ofen::N,piec,пеш
426,Fußboden::N,podłoga,еден
427,Tisch::N,stół,үстел
428,Stuhl::N,krzesło,орындық
429,Wiege::N,kołyska,бесік
430,Bett::N,łóżko,кереует
431,Bett::N,pościel,кереует
432,Regal::N,regał,сөре
433,Kiste::N,skrzynia,жәшік
434,Fenster::N,okno,терезе
435,Tür::N,drzwi,есік
436,Tor::N,brama,дарбаза
437,Zaun::N,płot,дуал
438,Zaun::N,parkan,дуал
439,Dach::N,dach,шатыр
440,Leiter::N,drabina,саты
441,Leiter::N,drabina,басқыш
442,Besen::N,miotła,сыпырғыш
443,Spaten::N,rydel,күрек
444,Schaufel::N,łopata,қалақ
445,Gabel::N,widelec,аша
446,Gabel::N,widelec,шанышқы
447,Löffel::N,łyżka,қасық
448,Messer::N,nóż,пышақ
449,Nagel::N,gwóźdź,мық
450,Nagel::N,gwóźdź,шеге
451,Netz::N,sieć,керегекөз
452,Haken::N,hak,ілмек
453,Griff::N,chwyt,сап
454,Griff::N,chwyt,тұтқа
455,Schloss::N,zamek,құлып
456,Schloss::N,zamek,бекіткіш
457,Bild::N,obraz,сурет
458,Figur::N,figura,тұлға
459,Puppe::N,lalka,қуыршақ
460,Beutel::N,torba,қапшық
461,Bündel::N,wiązka,байлам
462,Tasche::N,torba,дорба
463,Eimer::N,kubeł,шелек
464,Eimer::N,wiadro,шелек
465,Deckel::N,przykrywka,жапқыш
466,Geschirr::N,statki,ыдыс
467,Geschirr::N,naczynia,ыдыс
468,Sack::N,worek,қап
469,Tasse::N,filiżanka,шыныаяқ
470,Topf::N,garnek,кәстрөл
471,Kessel::N,kocioł,қазан
472,Essen::N,jedzenie,ас
473,Nahrung::N,pokarm,ас
474,Nahrung::N,pokarm,тамақ
475,Nahrung::N,pożywienie,ас
476,Nahrung::N,pożywienie,тамақ
477,Speise::N,potrawa,тағам
478,Speise::N,jedzenie,тағам
479,Fleisch::N,mięso,ет
480,Getreide::N,zboże,дәнді
481,Brei::N,kasza,ботқа
482,Brot::N,chleb,күлше
483,Scheibe::N,kromka,тілім
484,Fett::N,tłuszcz,май
485,Butter::N,masło,май
486,Öl::N,olej,май
487,Salz::N,sól,тұз
488,Suppe::N,zupa,көже
489,Honig::N,miód,бал
490,Milch::N,mleko,сүт
491,Tee::N,herbata,шай
492,Leder::N,skóra,көн
493,Wolle::N,wełna,жүн
494,Stoff::N,tkanina,мата
495,Stoff::N,tkanina,кездеме
496,Stoff::N,materiał,мата
497,Stoff::N,materiał,кездеме
498,Nadel::N,igła,ине
499,Faden::N,nić,жіп
500,Faden::N,nitka,жіп
501,Knopf::N,guzik,түйме
502,Knoten::N,węzeł,түйін
503,Farbe::N,farba,рең
504,Kleidung::N,odzież,киім
505,Hemd::N,koszula,жейде
506,Kragen::N,kołnierz,жаға
507,Ärmel::N,rękaw,жең
508,Hose::N,spodnie,шалбар
509,Gürtel::N,pasek,белбеу
510,Mütze::N,czapka,қалпақ
511,Schuh::N,but,кебіс
512,Schuh::N,bucik,кебіс
513,Stiefel::N,but,етік
514,Stiefel::N,kozak,етік
515,Ring::N,pierścień,жүзік
516,Band::N,wstęga,таспа
517,Kamm::N,grzebień,тарақ
518,Spiegel::N,lustro,айна
519,Riemen::N,rzemień,қайыс
520,Schnur::N,sznur,жіп
521,Leine::N,smycz,тізгін
522,Decke::N,kołdra,көрпе
523,Kissen::N,poduszka,жастық
524,Tuch::N,chustka,орамал
525,Handtuch::N,ręcznik,сүлгі
526,Kraft::N,moc,қуат
527,Kraft::N,moc,қарқын
528,Kraft::N,moc,әл-шама
529,Kraft::N,moc,әл-дәрмен
530,Kraft::N,siła,қуат
531,Kraft::N,siła,қарқын
532,Kraft::N,siła,әл-шама
533,Kraft::N,siła,әл-дәрмен
534,Stärke::N,moc,әл
535,Stärke::N,moc,күш
536,Stärke::N,siła,әл
537,Stärke::N,siła,күш
538,Gesundheit::N,zdrowie,денсаулык
539,Krankheit::N,choroba,ауру
540,Schmerz::N,ból,ауру
541,Wunde::N,rana,зақым
542,Wunde::N,rana,жарақат
543,Fieber::N,gorączka,безгек
544,Fieber::N,gorączka,қалтырау
545,Fieber::N,gorączka,қызу көтерілуі
546,Arznei::N,lekarstwo,дәрі
547,Arznei::N,lekarstwo,дәрі-дәрмек
548,Brücke::N,most,көпір
549,Brunnen::N,studnia,құдық
550,Weide::N,pastwisko,өріс
551,Weide::N,pastwisko,жайылым
552,Pfad::N,ścieżka,жол
553,Weg::N,droga,жол
554,Straße::N,ulica,жол
555,Dorf::N,wieś,ауыл
556,Stadt::N,miasto,қала
557,Stadt::N,miasto,шаһар
558,Brief::N,list,хат
559,Brief::N,list,жазу
560,Buch::N,książka,кітап
561,Buchstabe::N,litera,әріп
562,Buchstabe::N,litera,қаріп
563,Zeitung::N,gazeta,газет
564,Zeitung::N,dziennik,газет
565,Leben::N,życie,өмір
566,Leben::N,życie,тіршілік
567,Tod::N,śmierć,опат
568,Grab::N,grób,мола
569,Grab::N,grób,мазар
570,Kirche::N,kościół,шіркеу
571,Sünde::N,grzech,күнә
572,Gott::N,bóg,алла
573,Gott::N,bóg,құдай
574,Gott::N,bóg,тәңірі
575,Gott::N,bóg,пәруардігер
576,Gott::N,bóg,жаратқан тәңірі
577,Arbeiter::N,robotnik,жүмысшы
578,Chef::N,szef,басшы
579,Chef::N,szef,жұмыс басқарушысы
580,Meister::N,mistrz,шебер
581,Meister::N,mistrz,өнерпаз
582,Meister::N,majster,шебер
583,Meister::N,majster,өнерпаз
584,Arzt::N,lekarz,дәрігер
585,Lehrer::N,nauczyciel,мұғалім
586,Geld::N,pieniądze,пұл
587,Geschäft::N,sprawa,бизнес
588,Geschäft::N,interes,бизнес
589,Laden::N,sklep,дүкен
590,Preis::N,cena,ақы
591,Preis::N,cena,құны
592,Preis::N,cena,нарық
593,Ware::N,towar,тауар
594,Nutzen::N,pożytek,пайда
595,Reichtum::N,bogactwo,бақ-дәулет
596,Welt::N,świat,әлем
597,Welt::N,świat,жиһан
598,Land::N,kraj,аймақ
599,Staat::N,państwo,мемлекет
600,König::N,król,патша
601,Macht::N,władza,өкімет
602,Macht::N,władza,қожалық
603,Grenze::N,granica,шек
604,Krieg::N,wojna,соғыс
605,Feind::N,wróg,жау
606,Feind::N,wróg,дұшпан
607,Gewalt::N,władza,зорлык
608,Gewalt::N,władza,зорлық-зомбылык
609,Kampf::N,bój,күрес
610,Kampf::N,bój,алыспақ
611,Kampf::N,walka,күрес
612,Kampf::N,walka,алыспақ
613,Bogen[Waffe]::N,łuk,саржа
614,Pfeil::N,strzała,жебе
615,Gewehr::N,karabin,қару
616,Fehler::N,błąd,әбес
617,Fehler::N,błąd,қаталық
618,Lüge::N,kłamstwo,өтірік
619,Schaden::N,szkoda,зиян
620,Schaden::N,szkoda,зарар
621,Unglück::N,nieszczęście,пәле
622,Unglück::N,nieszczęście,қасырет
623,Unglück::N,nieszczęście,ауыртпалық
624,Schuld::N,wina,айыптылық
625,Alter::N,wiek,жас
626,Alter::N,wiek,жас шамасы
627,Schluss::N,koniec,ада
628,Schluss::N,koniec,бітуі
629,Schluss::N,zakończenie,ада
630,Schluss::N,zakończenie,бітуі
631,Zeit::N,czas,уақыт
632,Tag::N,dzień,күн
633,Morgen::N,ranek,таң
634,Morgen::N,ranek,таңертең
635,Morgen::N,poranek,таң
636,Morgen::N,poranek,таңертең
637,Mittag::N,południe,талтүс
638,Abend::N,wieczór,кеш
639,Nacht::N,noc,түн
640,Woche::N,tydzień,апта
641,Monat::N,miesiąc,ай
642,Jahr::N,rok,жыл
643,Frühling::N,wiosna,көктем
644,Sommer::N,lato,жаз
645,Herbst::N,jesień,күз
646,Winter::N,zima,қыс
647,Januar::N,styczeń,каңтар
648,Februar::N,luty,ақпан
649,März::N,marzec,наурыз
650,April::N,kwiecień,сәуір
651,Mai::N,maj,мамыр
652,Juni::N,czerwiec,маусым
653,Juli::N,lipiec,шілде
654,August::N,sierpień,сүмбіле
655,August::N,sierpień,тамыз
656,September::N,wrzesień,қыркүйек
657,Oktober::N,październik,ақырап
658,November::N,listopad,қараша
659,Dezember::N,grudzień,желтоқсан
660,Montag::N,poniedziałek,дүйсенбі
661,Dienstag::N,wtorek,сейсенбі
662,Mittwoch::N,środa,сәрсенбі
663,Donnerstag::N,czwartek,бейсенбі
664,Freitag::N,piątek,жұма
665,Samstag::N,sobota,сенбі
666,Sonntag::N,niedziela,жексембі
667,groß::A,duży,алпамсадай
668,groß::A,wielki,алпамсадай
669,klein::A,mały,кішкене
670,klein::A,mały,қарғадай
671,lang::A,długi,сопақ
672,lang::A,długi,сорайған
673,kurz::A,krótki,кеспелтек
674,breit::A,szeroki,айдынды
675,schmal::A,wąski,қысық
676,dicht::A,gęsty,жиі
677,dick[Gegenstand]::A,gruby,шомбал
678,dünn::A,cienki,жұқа
679,dünn::A,cienki,жіңішке
680,fein::A,drobny,қаңылтақ
681,fest::A,mocny,берік
682,fest::A,mocny,мызғымас
683,fest::A,twardy,берік
684,fest::A,twardy,мызғымас
685,flach::A,płaski,жалпак
686,glatt::A,gładki,типыл
687,hart::A,twardy,қатты
688,weich::A,miękki,жұмсақ
689,rund::A,okrągły,домалақ
690,spitz::A,spiczasty,үшкір
691,scharf::A,ostry,сүйрік
692,stumpf::A,tępy,доғал
693,stumpf::A,tępy,өтпейтін
694,schwer::A,ciężki,салмақты
695,schön::A,ładny,сұлу
696,schön::A,piękny,сұлу
697,heiß::A,gorący,ыссы
698,warm::A,ciepły,жылы
699,kalt::A,zimny,аязды
700,kühl::A,chłodny,салқын
701,frisch::A,świeży,таза
702,frisch::A,świeży,жаңа
703,feucht::A,wilgotny,нам
704,feucht::A,wilgotny,дымқылды
705,nass::A,mokry,сулы
706,trocken::A,suchy,құрғақ
707,voll::A,pełny,толы
708,leer::A,pusty,бос
709,leer::A,próżny,бос
710,offen::A,otwarty,ашып қойылған
711,geschlossen::A,zamknięty,жабулы
712,sauber::A,czysty,дақсыз
713,sauber::A,czysty,мұнтаздай
714,schmutzig::A,brudny,айғыз
715,schmutzig::A,brudny,сатпақ
716,schmutzig::A,brudny,сатал-сатал
717,roh::A,surowy,шикі
718,reif::A,dojrzały,піскен
719,lecker::A,smaczny,дәмді
720,süß::A,słodki,тәтті
721,bitter::A,gorzki,ащы
722,sauer::A,kwaśny,қышқыл
723,hell::A,jasny,жарық
724,hell::A,jasny,жарқын
725,dunkel::A,ciemny,қараңғы
726,schwarz::A,czarny,қара
727,weiß::A,biały,ақ
728,rot::A,czerwony,қызыл
729,gelb::A,żółty,сары
730,blau::A,błękitny,көк
731,blau::A,niebieski,көк
732,grün::A,zielony,жасыл
733,grau::A,szary,бозамық
734,bunt::A,barwny,алабажак
735,billig::A,tani,арзан
736,teuer::A,drogi,бағалы
737,wertvoll::A,cenny,құнды
738,wertvoll::A,cenny,қымбат
739,blind::A,ślepy,көзсіз
740,blind::A,ślepy,көр
741,blind::A,ślepy,көр_соқыр
742,taub::A,głuchy,керең
743,taub::A,głuchy,саңырау
744,kräftig::A,mocny,қуатты
745,kräftig::A,mocny,қарымды
746,stark::A,silny,білекті
747,schwach::A,słaby,әлсіз
748,schwach::A,słaby,күшсіз
749,schwach::A,słaby,қайратсыз
750,fett::A,tłusty,семіз
751,schlank::A,smukły,ашаң
752,hübsch::A,ładny,ажарлы
753,hübsch::A,ładny,шырайлы
754,böse::A,zły,өш
755,böse::A,zły,сұм
756,böse::A,zły,жауыз
757,dumm::A,głupi,көкми
758,dumm::A,głupi,ақымақ
759,dumm::A,głupi,миы жоқ
760,faul::A,leniwy,жалқау
761,faul::A,leniwy,еріншек
762,fleißig::A,pilny,ұқыпты
763,geizig::A,skąpy,сараң
764,klug::A,mądry,жетік
765,klug::A,mądry,ақылды
766,geschickt::A,zręczny,шебер
767,lieb::A,miły,абзал
768,lieb::A,miły,айналайын
769,lustig::A,wesoły,көңілді
770,sanft::A,łagodny,жуас
771,hungrig::A,głodny,аш
772,krank::A,chory,кеселді
773,nackt::A,nagi,жалаңаш
774,traurig::A,smutny,қапа
775,lebendig::A,żywy,тірі
776,lebendig::A,żywy,жанды
777,gut::A,dobry,жақсы
778,schlecht::A,zły,жаман
779,richtig::A,słuszny,дұрыс
780,richtig::A,właściwy,дұрыс
781,schlimm::A,zły,жаман
782,wahr::A,prawdziwy,нағыз
783,alt::A,stary,ескі
784,neu::A,nowy,жаңа
785,ehemalig::A,były,өткен
786,ehemalig::A,były,бұрынғы
787,alt[Lebewesen]::A,stary,кексе
788,jung::A,młody,науша
789,arm::A,ubogi,кедей
790,arm::A,ubogi,дәулетсіз
791,arm::A,biedny,кедей
792,arm::A,biedny,дәулетсіз
793,reich::A,bogaty,малды
794,bekannt::A,znany,таныс
795,bekannt::A,znany,көзтаныс
796,berühmt::A,słynny,атақты
797,fremd::A,obcy,бөтен
798,fremd::A,cudzy,бөтен
