,Concept_ID,xal,uk
203,Glas::N,шил,скло
204,Lehm::N,шавр,глина
205,Sand::N,элсн,пісок
206,Mensch::N,күн,людина
207,Mensch::N,күмн,людина
208,Mann::N,эр,чоловік
209,Frau::N,күүкд күн,жінка
210,Kind::N,үрн,дитина
211,Junge::N,көвүн,хлопець
212,Mädchen::N,бичкн күүкн,дівчина
213,Familie::N,бүл,сім’я
214,Familie::N,бүл,родина
215,Großvater::N,өвк эцк,дідусь
216,Großvater::N,наһц эцк,дідусь
217,Großmutter::N,эмг эк,бабуся
218,Großmutter::N,наһц эк,бабуся
219,Eltern::N,эк эцк хойр,батьки
220,Vater::N,эцк,батько
221,Mutter::N,эк,мати
222,Sohn::N,көвүн,син
223,Tochter::N,күүкн,дочка
224,Bruder::N,дү көвүн,брат
225,Schwester::N,эгч,сестра
226,Schwester::N,дү күүкн,сестра
227,Onkel::N,авһ,дядько
228,Onkel::N,наһцх,дядько
229,Tante::N,наһц эгч,тітка
230,Ehemann::N,залу,чоловік
231,Ehefrau::N,гергн,жінка
232,Ehefrau::N,гергн,дружина
233,Freude::N,байр,радощі
234,Gelächter::N,инәдн,сміх
235,Glück::N,җирһл,щастя
236,Glück::N,сәәхн җирһл,щастя
237,Kummer::N,зовлң,горе
238,Wunsch::N,дурн,бажання
239,Lust::N,җилвтлһн,бажання
240,Geist::N,зөрг,дух
241,Gedanke::N,ухан,думка
242,Gedächtnis::N,чееҗин тодлвр,пам’ять
243,Verstand::N,ухан,розум
244,Sinn::N,учр-утх,зміст
245,Sinn::N,учр-утх,значення
246,Grund::N,учр,причина
247,Grund::N,шалтан,причина
248,Wahrheit::N,үнн,правда
249,Gespräch::N,күүндвүр,розмова
250,Märchen::N,тууль,байка
251,Erzählung::N,келвр,повість
252,Erzählung::N,келвр,оповідання
253,Nachricht::N,медүллһн,повідомлення
254,Neuigkeit::N,зәңг,новина
255,Name::N,нерн,ім’я
256,Rätsel::N,тәәлвртә тууль,загадка
257,Rede::N,келлһн,промова
258,Sprache::N,келн,мова
259,Stimme::N,дун,голос
260,Wort::N,үг,слово
261,Zeichen::N,темдг,знак
262,Ruf::N,дуудлһн,оклик
263,Lärm::N,шууган,шум
264,Laut::N,ә,звук
265,Ton::N,дун,тон
266,Lied::N,дун,пісня
267,Ruhe::N,амулң,спокій
268,Leute::N,әмтн,люди
269,Volk::N,улс,народ
270,Arbeit::N,көдлмш,робота
271,Gast::N,гиич,гість
272,Geschenk::N,белг,подарунок
273,Spiel::N,наадн,гра
274,Gesellschaft::N,олн,товариство
275,Hilfe::N,нөкд,допомога
276,Freund::N,иньг,друг
277,Freund::N,иньг,приятель
278,Kamerad::N,үр,товариш
279,Angelegenheit::N,керг,справа
280,Anzahl::N,то,число
281,Art::N,зүүл,рід
282,Stück::N,хусг,кусок
283,Teil::N,хүв,частина
284,Hälfte::N,өрәл,половина
285,Kreis::N,төгрг,круг
286,Kreis::N,төгрг,коло
287,Kreuz::N,кирс,хрест
288,Linie::N,зурасн,лінія
289,Strich::N,татасн,штрих
290,Abstand::N,зә,проміжок
291,Entfernung::N,һазр,відстань
292,Gegend::N,һазр,місцевість
293,Platz::N,зә,площа
294,Ort::N,бәәрн,місце
295,Seite::N,тал,сторона
296,Seite::N,хаҗу,сторона
297,Seite::N,хәврһ,сторона
298,Mitte::N,дунд,середина
299,Gegenstand::N,юмн,предмет
300,Sache::N,юмн,річ
301,Rand::N,зах,край
302,Kante::N,ирмәг,ребро
303,Ecke::N,өнцг,ріг
304,Spitze::N,үзүр,кінчик
305,Ende::N,үзүр,кінець
306,Loch::N,хаһрха,діра
307,Winkel::N,булң,куток
308,Muster::N,намч,узор
309,Größe::N,кемҗән,розмір
310,Länge::N,ут,довжина
311,Höhe::N,өндр,висота
312,Gewicht::N,күнд,вага
313,Gewicht::N,чиңнүр,вага
314,Menge::N,ик,кількість
315,Haufen::N,ова,купа
316,Reihe::N,зерг,ряд
317,Reihe::N,зерглән,ряд
318,Boot::N,оңһц,човен
319,Ruder::N,хәәв,весло
320,Schlitten::N,цан,сани
321,Ski::N,лыҗ,лижа
322,Lagerfeuer::N,костёр,вогнище
323,Last::N,күнд,тягар
324,Last::N,күнд,вантаж
325,Gang::N,йовлһн,хід
326,Schritt::N,ишкм,крок
327,Norden::N,ар үзг,північ
328,Süden::N,өмн,південь
329,Süden::N,өмн үзг,південь
330,Westen::N,барун,захід
331,Westen::N,барун үзг,захід
332,Osten::N,зүн,схід
333,Osten::N,зүн үзг,схід
334,Holz::N,модн,дрова
335,Brett::N,харһа,дошка
336,Platte::N,хавтха чолун,плита
337,Stütze::N,тулг,підпірка
338,Stange::N,уньн,жердина
339,Stock::N,модн,палиця
340,Stab::N,шуург,палиця
341,Rohr::N,турва,труба
342,Haus::N,гер,дім
343,Haus::N,гер,хата
344,Heim::N,гер-бул,житло
345,Ofen::N,беш,піч
346,Fußboden::N,девскр,підлога
347,Tisch::N,ширә,стіл
348,Stuhl::N,стул,стілець
349,Wiege::N,өлгә,колиска
350,Wiege::N,дүүҗң,колиска
351,Bett::N,орн,ліжко
352,Bett::N,орн,постіль
353,Bett::N,орндг,ліжко
354,Bett::N,орндг,постіль
355,Regal::N,таг,полиця
356,Regal::N,тәвц,полиця
357,Kiste::N,яршг,ящик
358,Fenster::N,терз,вікно
359,Tür::N,үүдн,двері
360,Tor::N,үүдн,ворота
361,Tor::N,өргн үүдн,ворота
362,Tor::N,хашан үүдн,ворота
363,Zaun::N,хаша,паркан
364,Zaun::N,хаша,огорожа
365,Dach::N,деевр,дах
366,Leiter::N,шат,драбина
367,Leiter::N,давшур,драбина
368,Besen::N,сәвүр,мітла
369,Spaten::N,күрз,заступ
370,Schaufel::N,совг,совок
371,Schaufel::N,совг,лопата
372,Gabel::N,серә,виделка
373,Löffel::N,ухр,ложка
374,Messer::N,утх,ніж
375,Nagel::N,хадасн,цвях
376,Netz::N,гөлм,сіть
377,Haken::N,дегә,крюк
378,Griff::N,иш,ручка
379,Griff::N,иш,держак
380,Griff::N,бәрүл,ручка
381,Griff::N,бәрүл,держак
382,Schloss::N,оньс,замок
383,Bild::N,зург,картина
384,Figur::N,фигур,фігура
385,Puppe::N,наадһа,лялька
386,Beutel::N,мишг,мішечок
387,Beutel::N,мишг,торбинка
388,Bündel::N,багла,в’язка
389,Bündel::N,боодһа,в’язка
390,Tasche::N,сумк,сумка
391,Eimer::N,суулһ,відро
392,Deckel::N,бүркәсн,кришка
393,Geschirr::N,сав,посуд
394,Geschirr::N,сав-сарх,посуд
395,Sack::N,мишг,мішок
396,Tasse::N,ааһ,чашка
397,Topf::N,кастрюль,горщик
398,Kessel::N,хәәсн,котел
399,Essen::N,зоогллһн,їжа
400,Nahrung::N,теҗәл,харч
401,Speise::N,хот,страва
402,Fleisch::N,махн,м’ясо
403,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,хліб
404,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,збіжжя
405,Brei::N,хаш,каша
406,Brot::N,өдмг,хліб
407,Scheibe::N,зүсм,скибочка
408,Fett::N,өөкн,жир
409,Butter::N,тосн,масло
410,Öl::N,тосн,олія
411,Salz::N,давсн,сіль
412,Suppe::N,шөлн,суп
413,Honig::N,бал,мед
414,Milch::N,үсн,молоко
415,Tee::N,цә,чай
416,Leder::N,арсн,шкіра
417,Wolle::N,утцн,шерсть
418,Wolle::N,эд,шерсть
419,Stoff::N,эд,тканина
420,Nadel::N,зүн,голка
421,Faden::N,утцн,нитка
422,Knopf::N,товч,ґудзик
423,Knoten::N,зәңгдә,вузол
424,Farbe::N,будг,фарба
425,Kleidung::N,хувцн,одяг
426,Kleidung::N,хувцн,убрання
427,Kleidung::N,хувц-хунр,одяг
428,Kleidung::N,хувц-хунр,убрання
429,Hemd::N,киилг,сорочка
430,Kragen::N,зах,комір
431,Ärmel::N,ханцн,рукав
432,Hose::N,шалвур,брюки
433,Gürtel::N,бүс,пояс
434,Mütze::N,махла,шапка
435,Schuh::N,башмгуд,ботинок
436,Stiefel::N,һосн,чобіт
437,Ring::N,билцг,кільце
438,Band::N,лент,стрічка
439,Kamm::N,сам,гребінець
440,Spiegel::N,толь,дзеркало
441,Riemen::N,бүс,ремінь
442,Schnur::N,деесн,вірьовка
443,Leine::N,бурнтг,шворка
444,Leine::N,нохан көтлвр,шворка
445,Decke::N,көнҗл,ковдра
446,Kissen::N,дер,подушка
447,Tuch::N,альчур,хустка
448,Handtuch::N,полотенц,рушник
449,Handtuch::N,һар-нүүрин альчур,рушник
450,Kraft::N,күчн,сила
451,Stärke::N,чидл,сила
452,Gesundheit::N,эрүл-менд,здоров’я
453,Krankheit::N,өвчн,хвороба
454,Schmerz::N,өвдлһн,біль
455,Wunde::N,шав,рана
456,Fieber::N,безг,гарячка
457,Arznei::N,эм,ліки
458,Brücke::N,тагт,міст
459,Brunnen::N,худг,колодязь
460,Weide::N,малын идг,пасовище
461,Pfad::N,цувг,стежка
462,Weg::N,хаалһ,шлях
463,Weg::N,хаалһ,дорога
464,Straße::N,зам,вулиця
465,Dorf::N,хотн,село
466,Stadt::N,балһсн,місто
467,Brief::N,бичг,лист
468,Buch::N,дегтр,книга
469,Buch::N,дегтр,книжка
470,Buchstabe::N,үзг,буква
471,Buchstabe::N,үзг,літера
472,Zeitung::N,газет,газета
473,Leben::N,җирһл,життя
474,Tod::N,үкл,смерть
475,Tod::N,өңгрлһн,смерть
476,Grab::N,оршалһна нүкн,могила
477,Kirche::N,чонҗ,церква
478,Sünde::N,нүл,гріх
479,Sünde::N,килнц,гріх
480,Gott::N,бурхн,бог
481,Arbeiter::N,көдлмшч,робітник
482,Chef::N,толһач,хазяїн
483,Meister::N,урн,умілець
484,Arzt::N,эмч,лікар
485,Lehrer::N,багш,вчитель
486,Geld::N,мөңгн,гроші
487,Geschäft::N,көдлмш,заняття
488,Laden::N,лавк,магазин
489,Laden::N,лавк,крамниця
490,Preis::N,үн,ціна
491,Ware::N,эд-тавр,товар
492,Nutzen::N,олз,вигода
493,Nutzen::N,олз,користь
494,Reichtum::N,зөөр,багатство
495,Welt::N,орчлң,світ
496,Welt::N,делкә,світ
497,Land::N,орн-нутг,країна
498,Staat::N,государств,держава
499,König::N,хан,король
500,Macht::N,йосн,влада
501,Grenze::N,меҗә,кордон
502,Krieg::N,дән,війна
503,Feind::N,дәәсн,ворог
504,Gewalt::N,күч һарһлһн,насильство
505,Kampf::N,ноолдан,бій
506,Kampf::N,ноолдан,боротьба
507,Kampf::N,бәрлдлһн,бій
508,Kampf::N,бәрлдлһн,боротьба
509,Bogen[Waffe]::N,саадг,лук
510,Pfeil::N,сумн,стріла
511,Gewehr::N,бу,рушниця
512,Gewehr::N,бу,гвинтівка
513,Fehler::N,алдг,помилка
514,Lüge::N,худл,брехня
515,Schaden::N,хорлт,шкода
516,Schaden::N,хорлт,збиток
517,Unglück::N,гүрм,нещастя
518,Schuld::N,гем,провина
519,Schuld::N,буру,провина
520,Alter::N,насн,вік
521,Alter::N,насн,літа
522,Schluss::N,чилгч,кінець
523,Zeit::N,цаг,час
524,Tag::N,өдр,день
525,Morgen::N,өрүн,ранок
526,Mittag::N,үд,південь
527,Abend::N,асхн,вечір
528,Nacht::N,сө,ніч
529,Woche::N,долан хонг,тиждень
530,Monat::N,сар,місяць
531,Jahr::N,җил,рік
532,Frühling::N,хавр,весна
533,Sommer::N,зун,літо
534,Herbst::N,намр,осінь
535,Winter::N,үвл,зима
536,Januar::N,январь,січень
537,Februar::N,февраль,лютий
538,März::N,март,березень
539,März::N,моһа сар,березень
540,April::N,апрель,квітень
541,Mai::N,май,травень
542,Juni::N,июнь,червень
543,Juni::N,мөчн сар,червень
544,Juli::N,июль,липень
545,August::N,август,серпень
546,September::N,һаха сар,вересень
547,Oktober::N,октябрь,жовтень
548,November::N,ноябрь,листопад
549,November::N,үкр сар,листопад
550,Dezember::N,бар сар,грудень
551,Montag::N,понедельник,понеділок
552,Dienstag::N,вторник,вівторок
553,Mittwoch::N,среда,середа
554,Mittwoch::N,үлмҗ өдр,середа
555,Donnerstag::N,четверг,четвер
556,Donnerstag::N,пүрвә өдр,четвер
557,Freitag::N,пятниц,п’ятниця
558,Samstag::N,суббот,субота
559,Sonntag::N,нарн өдр,неділя
560,Sonntag::N,воскресень,неділя
561,groß::A,ик,великий
562,klein::A,бичкн,малий
563,klein::A,бичкн,маленький
564,lang::A,ут,довгий
565,kurz::A,оһтр,короткий
566,breit::A,өргн,широкий
567,schmal::A,уутьхн,вузький
568,dicht::A,нигт,густий
569,dick[Gegenstand]::A,зузан,товстий
570,dünn::A,нимгн,тонкий
571,fein::A,нәрхн,дрібний
572,fest::A,бат,міцний
573,flach::A,хавтха,плоский
574,glatt::A,тегш,рівний
575,glatt::A,тегш,гладенький
576,glatt::A,тиньгр,рівний
577,glatt::A,тиньгр,гладенький
578,hart::A,хату,твердий
579,weich::A,җөөлн,м’який
580,weich::A,җөөлкн,м’який
581,rund::A,төгрг,круглий
582,spitz::A,шовһр,гострокінцевий
583,scharf::A,хурц,гострий
584,stumpf::A,мука,тупий
585,schwer::A,күнд,важкий
586,schön::A,сәәхн,вродливий
587,heiß::A,халун,жаркий
588,heiß::A,халун,гарячий
589,warm::A,дулан,теплий
590,kalt::A,киитн,холодний
591,kühl::A,серүн,прохолодний
592,frisch::A,серүн,свіжий
593,feucht::A,чиигтә,вогкий
594,nass::A,чиигтә,мокрий
595,trocken::A,хагсу,сухий
596,voll::A,дүүрң,повний
597,leer::A,сул,пустий
598,leer::A,хоосн,пустий
599,offen::A,секәтә,відкритий
600,geschlossen::A,хаалһата,закритий
601,geschlossen::A,хаалһата,зачинений
602,sauber::A,цевр,чистий
603,sauber::A,цевр,охайний
604,schmutzig::A,киртә,брудний
605,roh::A,түүкә,сирий
606,reif::A,болсн,зрілий
607,lecker::A,әмтәхн,смачний
608,süß::A,әмтәхн,солодкий
609,bitter::A,һашун,гіркий
610,bitter::A,һашута,гіркий
611,sauer::A,ишклң,кислий
612,hell::A,герлтә,світлий
613,dunkel::A,харңһу,темний
614,schwarz::A,хар,чорний
615,weiß::A,цаһан,сивий
616,rot::A,улан,червоний
617,gelb::A,шар,жовтий
618,blau::A,көк,синій
619,grün::A,көк,зелений
620,grau::A,бор,сірий
621,bunt::A,алг,барвистий
622,bunt::A,эрәтә,барвистий
623,billig::A,кимд,дешевий
624,teuer::A,үнтә,дорогий
625,wertvoll::A,үнтә,цінний
626,wertvoll::A,эрднь,цінний
627,blind::A,сохр,сліпий
628,taub::A,дүлә,глухий
629,kräftig::A,күчтә,могутній
630,stark::A,чаңһ,сильний
631,schwach::A,күчн тату,слабкий
632,fett::A,тарһн,жирний
633,fett::A,тарһн,товстий
634,schlank::A,эццн,тонкий
635,schlank::A,эццн,стрункий
636,hübsch::A,көркхн,чарівний
637,böse::A,уурта,злий
638,böse::A,уурта,лихий
639,dumm::A,тенг,дурний
640,faul::A,залху,ледачий
641,fleißig::A,кинән,старанний
642,fleißig::A,кинмһә,старанний
643,geizig::A,ховдг,скупий
644,klug::A,ухата,мудрий
645,klug::A,ухата,розумний
646,geschickt::A,чадмг,умілий
647,lieb::A,эңкр,милий
648,lustig::A,сергмҗтә,веселий
649,lustig::A,җирһлтә,веселий
650,sanft::A,номһн,лагідний
651,hungrig::A,өлн,голодний
652,hungrig::A,харһнсн,голодний
653,krank::A,өвчтә,слабий
654,krank::A,шалтгта,слабий
655,nackt::A,нүцкн,голий
656,traurig::A,һундлта,сумний
657,lebendig::A,әмд,живий
658,gut::A,сән,добрий
659,schlecht::A,му,поганий
660,schlecht::A,му,кепський
661,richtig::A,зөвтә,правильний
662,schlimm::A,җигшүртә,бридкий
663,wahr::A,үнн,справжній
664,wahr::A,мөн,справжній
665,alt::A,хуучн,старий
666,neu::A,шин,новий
667,ehemalig::A,хуучн,колишній
668,alt[Lebewesen]::A,көгшн,старий
669,jung::A,баһ,молодий
670,arm::A,угатя,бідний
671,reich::A,байн,багатий
672,bekannt::A,таньл,знайомий
673,bekannt::A,таньдг,знайомий
674,berühmt::A,туурсн,славетний
675,fremd::A,күүнә,чужий
676,verschieden::A,әдл биш,різний
677,verschieden::A,йилһәтә,різний
678,nah::A,өөрхн,близький
679,fern::A,хол,далекий
680,linker::A,зүн,лівий
681,rechter::A,барун,правий
682,anderer::A,талдан,інакший
683,erster::A,негдгч,перший
684,zweiter::A,хойрдгч,другий
685,dritter::A,һурвдгч,третій
686,letzter::A,отхн,останній
687,allein::ADV,һанцарн,сам
688,allein::ADV,һанцарн,один
689,auf einmal::ADV,нег дәкҗ,відразу
690,zusammen::ADV,хамдан,разом
691,zusammen::ADV,хамдан,спільно
692,lange::ADV,удан,довго
693,plötzlich::ADV,генткн,раптом
694,sofort::ADV,дарунь,зараз
695,später::ADV,сүүлд,пізніше
696,jetzt::ADV,ода,тепер
697,heute::ADV,эндр,сьогодні
698,morgen::ADV,маңһдур,завтра
699,bald::ADV,дарунь,незабаром
700,dann::ADV,дәкәд,потім
701,gestern::ADV,өцклдүр,вчора
702,einst::ADV,нег саамд,колись
703,damals::ADV,тиигхд,тоді
704,danach::ADV,тегәд,згодом
705,vorher::ADV,урд,раніше
706,zuerst::ADV,түрүләд,спершу
707,zuerst::ADV,түрүләд,спочатку
708,einmal::ADV,нег дәкҗ,один раз
709,manchmal::ADV,зәрмдән,іноді
710,manchmal::ADV,зәрмдән,інколи
711,oft::ADV,хара биш,часто
712,oft::ADV,хатяр биш,часто
713,oft::ADV,дару-дарунь,часто
714,immer::ADV,оньдинд,завжди
715,niemals::ADV,кезә чмгн биш,ніколи
716,hier::ADV,энд,тут
717,hier::ADV,энүнд,тут
718,hierhin::ADV,нааран,сюди
719,von hier::ADV,эндәс,звідси
720,dort::ADV,тенд,там
721,dorthin::ADV,тиигән,туди
722,geradeaus::ADV,шуд,прямо
723,vorwärts::ADV,уралан,вперед
724,rückwärts::ADV,гедргән,назад
725,zurück::ADV,хәрү,назад
726,unten::ADV,дор,внизу
727,hinab::ADV,дор,вниз
728,hinab::ADV,доракшан,вниз
729,oben::ADV,деер,вгорі
730,hinauf::ADV,өөдән,вгору
731,hinauf::ADV,деер,вгору
732,überall::ADV,альд болв чигн,скрізь
733,nicht::ADV,эс,не
734,nicht::ADV,биш,не
735,nicht::ADV,бичә,не
736,ein wenig::ADV,баахн,трохи
737,ein wenig::ADV,баахн,небагато
738,ein wenig::ADV,баахнар,трохи
739,ein wenig::ADV,баахнар,небагато
740,kaum::ADV,әрә,ледве
741,sehr::ADV,йир,дуже
742,so::ADV,иигҗ,так
743,noch::ADV,ода чигн,ще
744,nur::ADV,һанцхн,лише
745,nur::ADV,һанцхн,тільки
746,schon::ADV,одх,вже
747,wieder::ADV,бас,знову
748,vergebens::ADV,киидән,дарма
749,vor::PRP,урд,перед
750,hinter::PRP,ца,ззаду
751,hinter::PRP,ца,позаду
752,unter::PRP,дор,під
753,durch::PRP,ивт,крізь
754,durch::PRP,дундаһур,крізь
755,neben::PRP,хаҗуд,біля
756,zwischen::PRP,хоорнд,між
757,wegen::PRP,көлтә,з-за
758,wegen::PRP,көлтә,через
759,wegen::PRP,деерәс,з-за
760,wegen::PRP,деерәс,через
761,dies::PRN,эн,це
762,das::PRN,тер,то
763,alles::PRN,цуһар,все
764,ich::PRN,би,я
765,du::PRN,чи,ти
766,er::PRN,тер,він
767,wir::PRN,мадн,ми
768,ihr::PRN,та,ви
769,sie::PRN,тедн,вони
770,was::FPRN,юн,що
771,wer::FPRN,кен,хто
772,wo::FADV,хама,де
773,wohin::FADV,хамаран,куди
774,wie::FADV,яһҗ,як
775,wie::FADV,яһад,як
776,warum::FADV,юңгад,чому
777,wieviel::FNUM,кедү,скільки
778,eins::NUM,негн,один
779,zwei::NUM,хойр,два
780,drei::NUM,һурвн,три
781,vier::NUM,дөрвн,чотири
782,fünf::NUM,тавн,п’ять
783,sechs::NUM,зурһан,шість
784,sieben::NUM,долан,сім
785,acht::NUM,нәәмн,вісім
786,neun::NUM,йисн,дев’ять
787,zehn::NUM,арвн,десять
788,elf::NUM,арвн негн,одинадцять
789,zwölf::NUM,арвн хойр,дванадцять
790,zwanzig::NUM,хөрн,двадцять
791,dreißig::NUM,һучн,тридцять
792,vierzig::NUM,дөчн,сорок
793,fünfzig::NUM,тәвн,п’ятдесят
794,sechzig::NUM,җирн,шістдесят
795,siebzig::NUM,далн,сімдесят
796,achtzig::NUM,найн,вісімдесят
797,neunzig::NUM,йирн,дев’яносто
798,hundert::NUM,зун,сто
799,tausend::NUM,миңһн,тисяча
800,und::CNJ,болн,і
801,oder::CNJ,эс гиҗ,або
802,oder::CNJ,эс гихлә,або
803,stehen::V,зогсх,стояти
